year,quintil_oecd_hh,rentown,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,2nd Quintile,Tenant,Yes,0.03219,57,2339,0.02503,0.03934
2018,2nd Quintile,Tenant,No,0.95128,2282,2339,0.94256,0.96001
2018,3rd Quintile,Owner,No,0.98563,1388,1388,0.97937,0.99190
2018,3rd Quintile,Tenant,Yes,0.01954,33,1578,0.01271,0.02638
2018,3rd Quintile,Tenant,No,0.96618,1545,1578,0.95726,0.97510
2018,4th Quintile,Owner,No,0.98610,1687,1687,0.98052,0.99169
2018,4th Quintile,Tenant,No,0.98099,1171,1171,0.97316,0.98881
2018,5th Quintile,Owner,No,0.98889,2146,2146,0.98446,0.99333
2018,5th Quintile,Tenant,No,0.98520,834,834,0.97700,0.99340
2019,1st Quintile,Owner,No,0.97308,382,382,0.95682,0.98933
2019,1st Quintile,Tenant,Yes,0.06848,150,4627,0.06120,0.07576
2019,1st Quintile,Tenant,No,0.91664,4477,4627,0.90868,0.92461
2019,2nd Quintile,Owner,No,0.97813,1014,1014,0.96913,0.98714
2019,2nd Quintile,Tenant,Yes,0.02788,48,2114,0.02086,0.03490
2019,2nd Quintile,Tenant,No,0.95804,2066,2114,0.94949,0.96659
2019,3rd Quintile,Owner,No,0.98363,1397,1397,0.97698,0.99029
2019,3rd Quintile,Tenant,Yes,0.03168,37,1475,0.02274,0.04063
2019,3rd Quintile,Tenant,No,0.96481,1438,1475,0.95541,0.97422
2019,4th Quintile,Owner,No,0.97915,1756,1756,0.97246,0.98583
2019,4th Quintile,Tenant,No,0.97470,1127,1127,0.96553,0.98387
2019,5th Quintile,Owner,No,0.99079,3236,3236,0.98750,0.99408
2019,5th Quintile,Tenant,No,0.99515,1081,1081,0.99100,0.99929
2020,1st Quintile,Owner,No,0.94297,320,320,0.91752,0.96842
2020,1st Quintile,Tenant,Yes,0.07263,141,5700,0.06589,0.07937
2020,1st Quintile,Tenant,No,0.89754,5559,5700,0.88967,0.90541
2020,2nd Quintile,Owner,No,0.96539,960,960,0.95382,0.97696
2020,2nd Quintile,Tenant,Yes,0.03184,55,2491,0.02494,0.03874
2020,2nd Quintile,Tenant,No,0.94765,2436,2491,0.93891,0.95640
2020,3rd Quintile,Owner,No,0.96930,1271,1271,0.95981,0.97879
2020,3rd Quintile,Tenant,No,0.95447,1552,1552,0.94410,0.96484
2020,4th Quintile,Owner,No,0.98003,1579,1579,0.97313,0.98694
2020,4th Quintile,Tenant,No,0.98370,1231,1231,0.97662,0.99078
2020,5th Quintile,Owner,No,0.98579,2699,2699,0.98133,0.99026
2020,5th Quintile,Tenant,No,0.98379,994,994,0.97594,0.99165
2021,1st Quintile,Owner,No,0.97329,275,275,0.95420,0.99238
2021,1st Quintile,Tenant,Yes,0.04871,75,2920,0.04090,0.05652
2021,1st Quintile,Tenant,No,0.94124,2845,2920,0.93271,0.94977
2021,2nd Quintile,Owner,No,0.98929,668,668,0.98147,0.99710
2021,2nd Quintile,Tenant,Yes,0.02873,37,1678,0.02073,0.03672
2021,2nd Quintile,Tenant,No,0.96249,1641,1678,0.95340,0.97158
2021,3rd Quintile,Owner,No,0.97551,913,913,0.96548,0.98555
2021,3rd Quintile,Tenant,No,0.97101,1119,1119,0.96117,0.98084
2021,4th Quintile,Owner,No,0.98276,1188,1188,0.97536,0.99017
2021,4th Quintile,Tenant,No,0.97588,865,865,0.96565,0.98611
2021,5th Quintile,Owner,No,0.98614,1968,1968,0.98097,0.99131
2021,5th Quintile,Tenant,No,0.98356,726,726,0.97430,0.99281
2022,1st Quintile,Owner,No,0.96010,966,966,0.94775,0.97245
2022,1st Quintile,Tenant,Yes,0.04820,95,4203,0.04172,0.05467
2022,1st Quintile,Tenant,No,0.93165,4108,4203,0.92402,0.93928
2022,2nd Quintile,Owner,No,0.98596,1099,1099,0.97899,0.99292
2022,2nd Quintile,Tenant,Yes,0.03464,67,3020,0.02812,0.04117
2022,2nd Quintile,Tenant,No,0.94730,2953,3020,0.93933,0.95527
2022,3rd Quintile,Owner,No,0.98274,1389,1389,0.97589,0.98959
2022,3rd Quintile,Tenant,Yes,0.03637,41,2055,0.02828,0.04447
2022,3rd Quintile,Tenant,No,0.95122,2014,2055,0.94191,0.96054
2022,4th Quintile,Owner,No,0.97534,1713,1713,0.96800,0.98269
2022,4th Quintile,Tenant,No,0.97200,1665,1665,0.96408,0.97993
2022,5th Quintile,Owner,No,0.98107,2524,2524,0.97575,0.98638
2022,5th Quintile,Tenant,No,0.96995,1238,1238,0.96043,0.97946
