year,quintil_oecd,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,At least once per week,0.14616,375,1865,0.13012,0.16219
1990,1st Quintile,At least once per month,0.10405,246,1865,0.09019,0.11791
1990,1st Quintile,Seldom,0.19504,463,1865,0.17705,0.21302
1990,1st Quintile,Never,0.32467,781,1865,0.30342,0.34593
1990,2nd Quintile,At least once per week,0.11925,301,1882,0.10460,0.13389
1990,2nd Quintile,At least once per month,0.09864,224,1882,0.08516,0.11211
1990,2nd Quintile,Seldom,0.24762,609,1882,0.22811,0.26712
1990,2nd Quintile,Never,0.31180,748,1882,0.29087,0.33274
1990,3rd Quintile,At least once per week,0.11914,276,1898,0.10456,0.13371
1990,3rd Quintile,At least once per month,0.08613,236,1898,0.07350,0.09875
1990,3rd Quintile,Seldom,0.28555,635,1898,0.26523,0.30588
1990,3rd Quintile,Never,0.32624,751,1898,0.30515,0.34734
1990,4th Quintile,At least once per week,0.11768,265,1933,0.10331,0.13205
1990,4th Quintile,At least once per month,0.09919,228,1933,0.08586,0.11252
1990,4th Quintile,Seldom,0.27949,606,1933,0.25948,0.29950
1990,4th Quintile,Never,0.39125,834,1933,0.36949,0.41302
1990,5th Quintile,At least once per week,0.12163,237,1816,0.10659,0.13667
1990,5th Quintile,At least once per month,0.09128,190,1816,0.07803,0.10453
1990,5th Quintile,Seldom,0.30700,633,1816,0.28578,0.32822
1990,5th Quintile,Never,0.37681,756,1816,0.35451,0.39910
1992,1st Quintile,At least once per week,0.07424,245,2755,0.06445,0.08403
1992,1st Quintile,At least once per month,0.05742,202,2755,0.04873,0.06611
1992,1st Quintile,Seldom,0.15041,474,2755,0.13706,0.16376
1992,1st Quintile,Never,0.49896,1834,2755,0.48029,0.51764
1992,2nd Quintile,At least once per week,0.09225,310,2819,0.08157,0.10294
1992,2nd Quintile,At least once per month,0.06628,235,2819,0.05710,0.07547
1992,2nd Quintile,Seldom,0.19409,645,2819,0.17949,0.20870
1992,2nd Quintile,Never,0.40219,1629,2819,0.38409,0.42030
1992,3rd Quintile,At least once per week,0.10222,313,2643,0.09067,0.11377
1992,3rd Quintile,At least once per month,0.07486,249,2643,0.06482,0.08489
1992,3rd Quintile,Seldom,0.22656,691,2643,0.21060,0.24253
1992,3rd Quintile,Never,0.39238,1390,2643,0.37376,0.41100
1992,4th Quintile,At least once per week,0.08788,269,2615,0.07703,0.09874
1992,4th Quintile,At least once per month,0.07727,245,2615,0.06703,0.08751
1992,4th Quintile,Seldom,0.27268,812,2615,0.25560,0.28975
1992,4th Quintile,Never,0.41924,1289,2615,0.40033,0.43816
1992,5th Quintile,At least once per week,0.10349,248,2356,0.09118,0.11579
1992,5th Quintile,At least once per month,0.07318,201,2356,0.06266,0.08370
1992,5th Quintile,Seldom,0.27781,751,2356,0.25972,0.29590
1992,5th Quintile,Never,0.42850,1156,2356,0.40852,0.44849
1994,1st Quintile,At least once per week,0.09567,309,2490,0.08412,0.10723
1994,1st Quintile,At least once per month,0.06125,207,2490,0.05183,0.07067
1994,1st Quintile,Seldom,0.17285,513,2490,0.15799,0.18770
1994,1st Quintile,Never,0.43438,1461,2490,0.41491,0.45386
1994,2nd Quintile,At least once per week,0.08004,269,2690,0.06978,0.09029
1994,2nd Quintile,At least once per month,0.07628,248,2690,0.06624,0.08631
1994,2nd Quintile,Seldom,0.21146,700,2690,0.19602,0.22689
1994,2nd Quintile,Never,0.40511,1473,2690,0.38656,0.42367
1994,3rd Quintile,At least once per week,0.08476,266,2681,0.07421,0.09530
1994,3rd Quintile,At least once per month,0.07143,235,2681,0.06168,0.08118
1994,3rd Quintile,Seldom,0.22050,730,2681,0.20480,0.23619
1994,3rd Quintile,Never,0.42085,1450,2681,0.40216,0.43954
1994,4th Quintile,At least once per week,0.09677,254,2529,0.08525,0.10830
1994,4th Quintile,At least once per month,0.08145,256,2529,0.07078,0.09211
1994,4th Quintile,Seldom,0.25545,732,2529,0.23845,0.27245
1994,4th Quintile,Never,0.41289,1287,2529,0.39370,0.43208
1994,5th Quintile,At least once per week,0.09808,239,2391,0.08616,0.11000
1994,5th Quintile,At least once per month,0.07630,226,2391,0.06566,0.08695
1994,5th Quintile,Seldom,0.28003,744,2391,0.26203,0.29803
1994,5th Quintile,Never,0.43643,1182,2391,0.41655,0.45631
1995,1st Quintile,At least once per week,0.09097,350,2523,0.07975,0.10219
1995,1st Quintile,At least once per month,0.06773,223,2523,0.05792,0.07753
1995,1st Quintile,Seldom,0.15758,513,2523,0.14336,0.17180
1995,1st Quintile,Never,0.42456,1437,2523,0.40527,0.44385
1995,2nd Quintile,At least once per week,0.10193,363,2850,0.09082,0.11304
1995,2nd Quintile,At least once per month,0.08340,290,2850,0.07325,0.09356
1995,2nd Quintile,Seldom,0.19740,666,2850,0.18278,0.21202
1995,2nd Quintile,Never,0.40020,1531,2850,0.38221,0.41819
1995,3rd Quintile,At least once per week,0.09173,276,2693,0.08083,0.10263
1995,3rd Quintile,At least once per month,0.07773,253,2693,0.06762,0.08784
1995,3rd Quintile,Seldom,0.22194,732,2693,0.20624,0.23764
1995,3rd Quintile,Never,0.41339,1432,2693,0.39479,0.43199
1995,4th Quintile,At least once per week,0.09230,253,2661,0.08130,0.10329
1995,4th Quintile,At least once per month,0.07577,249,2661,0.06571,0.08583
1995,4th Quintile,Seldom,0.26400,794,2661,0.24725,0.28075
1995,4th Quintile,Never,0.42384,1365,2661,0.40506,0.44261
1995,5th Quintile,At least once per week,0.10744,276,2460,0.09520,0.11968
1995,5th Quintile,At least once per month,0.08254,246,2460,0.07166,0.09341
1995,5th Quintile,Seldom,0.26193,718,2460,0.24456,0.27931
1995,5th Quintile,Never,0.43684,1220,2460,0.41723,0.45644
1996,1st Quintile,At least once per week,0.08353,288,2533,0.07275,0.09431
1996,1st Quintile,At least once per month,0.07013,247,2533,0.06018,0.08008
1996,1st Quintile,Seldom,0.19541,597,2533,0.17997,0.21086
1996,1st Quintile,Never,0.41117,1401,2533,0.39200,0.43034
1996,2nd Quintile,At least once per week,0.08376,280,2719,0.07334,0.09417
1996,2nd Quintile,At least once per month,0.06700,253,2719,0.05760,0.07640
1996,2nd Quintile,Seldom,0.21422,726,2719,0.19879,0.22964
1996,2nd Quintile,Never,0.39869,1460,2719,0.38029,0.41710
1996,3rd Quintile,At least once per week,0.08591,263,2650,0.07523,0.09658
1996,3rd Quintile,At least once per month,0.07763,229,2650,0.06744,0.08782
1996,3rd Quintile,Seldom,0.24644,717,2650,0.23003,0.26285
1996,3rd Quintile,Never,0.41497,1441,2650,0.39621,0.43374
1996,4th Quintile,At least once per week,0.09227,257,2699,0.08135,0.10319
1996,4th Quintile,At least once per month,0.08166,250,2699,0.07133,0.09199
1996,4th Quintile,Seldom,0.26771,835,2699,0.25100,0.28441
1996,4th Quintile,Never,0.40512,1357,2699,0.38659,0.42364
1996,5th Quintile,At least once per week,0.10264,233,2393,0.09048,0.11480
1996,5th Quintile,At least once per month,0.07727,219,2393,0.06657,0.08797
1996,5th Quintile,Seldom,0.28758,733,2393,0.26944,0.30572
1996,5th Quintile,Never,0.42327,1208,2393,0.40347,0.44307
1997,1st Quintile,At least once per week,0.09079,287,2365,0.07921,0.10237
1997,1st Quintile,At least once per month,0.07127,232,2365,0.06090,0.08164
1997,1st Quintile,Seldom,0.17951,546,2365,0.16404,0.19498
1997,1st Quintile,Never,0.41333,1300,2365,0.39348,0.43318
1997,2nd Quintile,At least once per week,0.08505,295,2754,0.07463,0.09548
1997,2nd Quintile,At least once per month,0.06827,221,2754,0.05885,0.07769
1997,2nd Quintile,Seldom,0.23167,757,2754,0.21591,0.24743
1997,2nd Quintile,Never,0.39246,1481,2754,0.37422,0.41070
1997,3rd Quintile,At least once per week,0.07882,237,2549,0.06835,0.08928
1997,3rd Quintile,At least once per month,0.06459,213,2549,0.05505,0.07413
1997,3rd Quintile,Seldom,0.25107,761,2549,0.23423,0.26791
1997,3rd Quintile,Never,0.40586,1338,2549,0.38680,0.42493
1997,4th Quintile,At least once per week,0.09617,264,2653,0.08495,0.10739
1997,4th Quintile,At least once per month,0.07399,242,2653,0.06403,0.08395
1997,4th Quintile,Seldom,0.26371,809,2653,0.24694,0.28048
1997,4th Quintile,Never,0.42137,1338,2653,0.40257,0.44016
1997,5th Quintile,At least once per week,0.09736,212,2430,0.08557,0.10915
1997,5th Quintile,At least once per month,0.07880,218,2430,0.06808,0.08951
1997,5th Quintile,Seldom,0.28669,764,2430,0.26871,0.30467
1997,5th Quintile,Never,0.43038,1236,2430,0.41069,0.45007
1998,1st Quintile,At least once per week,0.07971,271,2317,0.06868,0.09074
1998,1st Quintile,At least once per month,0.06934,206,2317,0.05899,0.07968
1998,1st Quintile,Seldom,0.18931,560,2317,0.17336,0.20527
1998,1st Quintile,Never,0.41229,1280,2317,0.39225,0.43234
1998,2nd Quintile,At least once per week,0.08950,285,2554,0.07843,0.10057
1998,2nd Quintile,At least once per month,0.07012,242,2554,0.06021,0.08002
1998,2nd Quintile,Seldom,0.21186,689,2554,0.19601,0.22772
1998,2nd Quintile,Never,0.40153,1338,2554,0.38252,0.42055
1998,3rd Quintile,At least once per week,0.07300,219,2519,0.06284,0.08316
1998,3rd Quintile,At least once per month,0.08449,233,2519,0.07362,0.09535
1998,3rd Quintile,Seldom,0.25156,741,2519,0.23461,0.26851
1998,3rd Quintile,Never,0.40556,1326,2519,0.38638,0.42474
1998,4th Quintile,At least once per week,0.10389,259,2587,0.09213,0.11565
1998,4th Quintile,At least once per month,0.07030,199,2587,0.06045,0.08016
1998,4th Quintile,Seldom,0.26504,819,2587,0.24802,0.28205
1998,4th Quintile,Never,0.42560,1310,2587,0.40654,0.44466
1998,5th Quintile,At least once per week,0.09563,207,2271,0.08353,0.10773
1998,5th Quintile,At least once per month,0.09108,223,2271,0.07925,0.10292
1998,5th Quintile,Seldom,0.28854,730,2271,0.26990,0.30718
1998,5th Quintile,Never,0.40923,1111,2271,0.38900,0.42945
1999,1st Quintile,At least once per week,0.08903,293,2577,0.07804,0.10003
1999,1st Quintile,At least once per month,0.05661,209,2577,0.04768,0.06553
1999,1st Quintile,Seldom,0.19976,631,2577,0.18432,0.21520
1999,1st Quintile,Never,0.41381,1444,2577,0.39479,0.43283
1999,2nd Quintile,At least once per week,0.07206,252,2860,0.06258,0.08154
1999,2nd Quintile,At least once per month,0.07105,249,2860,0.06164,0.08047
1999,2nd Quintile,Seldom,0.23166,796,2860,0.21620,0.24713
1999,2nd Quintile,Never,0.41958,1563,2860,0.40149,0.43767
1999,3rd Quintile,At least once per week,0.08973,257,2808,0.07916,0.10031
1999,3rd Quintile,At least once per month,0.06595,231,2808,0.05677,0.07514
1999,3rd Quintile,Seldom,0.25558,876,2808,0.23944,0.27171
1999,3rd Quintile,Never,0.39893,1444,2808,0.38081,0.41704
1999,4th Quintile,At least once per week,0.07721,223,2765,0.06726,0.08716
1999,4th Quintile,At least once per month,0.07892,254,2765,0.06887,0.08897
1999,4th Quintile,Seldom,0.28469,914,2765,0.26787,0.30151
1999,4th Quintile,Never,0.41481,1374,2765,0.39644,0.43317
1999,5th Quintile,At least once per week,0.08930,217,2595,0.07833,0.10028
1999,5th Quintile,At least once per month,0.08397,246,2595,0.07330,0.09465
1999,5th Quintile,Seldom,0.32685,918,2595,0.30879,0.34490
1999,5th Quintile,Never,0.39476,1214,2595,0.37595,0.41357
2001,1st Quintile,At least once per week,0.09478,442,3828,0.08550,0.10406
2001,1st Quintile,At least once per month,0.07225,355,3828,0.06404,0.08045
2001,1st Quintile,Seldom,0.15801,798,3828,0.14645,0.16957
2001,1st Quintile,Never,0.43809,2233,3828,0.42237,0.45381
2001,2nd Quintile,At least once per week,0.06944,386,4346,0.06188,0.07700
2001,2nd Quintile,At least once per month,0.07216,394,4346,0.06446,0.07985
2001,2nd Quintile,Seldom,0.23592,1262,4346,0.22329,0.24854
2001,2nd Quintile,Never,0.40444,2304,4346,0.38985,0.41904
2001,3rd Quintile,At least once per week,0.08104,413,4510,0.07308,0.08901
2001,3rd Quintile,At least once per month,0.07800,433,4510,0.07017,0.08583
2001,3rd Quintile,Seldom,0.24618,1382,4510,0.23360,0.25875
2001,3rd Quintile,Never,0.41337,2282,4510,0.39900,0.42774
2001,4th Quintile,At least once per week,0.08188,418,4579,0.07393,0.08982
2001,4th Quintile,At least once per month,0.08617,489,4579,0.07804,0.09430
2001,4th Quintile,Seldom,0.26743,1438,4579,0.25461,0.28025
2001,4th Quintile,Never,0.41879,2234,4579,0.40450,0.43308
2001,5th Quintile,At least once per week,0.08059,369,4486,0.07262,0.08856
2001,5th Quintile,At least once per month,0.08246,434,4486,0.07441,0.09051
2001,5th Quintile,Seldom,0.31834,1562,4486,0.30471,0.33198
2001,5th Quintile,Never,0.40325,2121,4486,0.38890,0.41761
2003,1st Quintile,At least once per week,0.09622,368,3372,0.08626,0.10617
2003,1st Quintile,At least once per month,0.06268,269,3372,0.05450,0.07086
2003,1st Quintile,Seldom,0.17731,762,3372,0.16441,0.19020
2003,1st Quintile,Never,0.44455,1973,3372,0.42777,0.46132
2003,2nd Quintile,At least once per week,0.08134,393,3846,0.07270,0.08998
2003,2nd Quintile,At least once per month,0.06847,339,3846,0.06049,0.07645
2003,2nd Quintile,Seldom,0.24360,1102,3846,0.23003,0.25717
2003,2nd Quintile,Never,0.39702,2012,3846,0.38156,0.41249
2003,3rd Quintile,At least once per week,0.07503,350,4106,0.06697,0.08309
2003,3rd Quintile,At least once per month,0.07726,405,4106,0.06909,0.08542
2003,3rd Quintile,Seldom,0.25677,1288,4106,0.24340,0.27013
2003,3rd Quintile,Never,0.40637,2063,4106,0.39134,0.42139
2003,4th Quintile,At least once per week,0.07251,390,4403,0.06485,0.08017
2003,4th Quintile,At least once per month,0.08619,445,4403,0.07790,0.09448
2003,4th Quintile,Seldom,0.27591,1398,4403,0.26271,0.28912
2003,4th Quintile,Never,0.42030,2170,4403,0.40572,0.43489
2003,5th Quintile,At least once per week,0.08537,534,6293,0.07847,0.09228
2003,5th Quintile,At least once per month,0.09280,637,6293,0.08563,0.09997
2003,5th Quintile,Seldom,0.29550,2127,6293,0.28422,0.30677
2003,5th Quintile,Never,0.41677,2995,6293,0.40459,0.42895
2005,1st Quintile,At least once per week,0.07382,290,3138,0.06467,0.08297
2005,1st Quintile,At least once per month,0.05955,226,3138,0.05127,0.06783
2005,1st Quintile,Seldom,0.17403,674,3138,0.16076,0.18730
2005,1st Quintile,Never,0.48047,1948,3138,0.46298,0.49795
2005,2nd Quintile,At least once per week,0.08187,340,3664,0.07299,0.09075
2005,2nd Quintile,At least once per month,0.06703,324,3664,0.05893,0.07513
2005,2nd Quintile,Seldom,0.23958,1029,3664,0.22576,0.25340
2005,2nd Quintile,Never,0.42599,1971,3664,0.40997,0.44200
2005,3rd Quintile,At least once per week,0.06746,314,3723,0.05940,0.07552
2005,3rd Quintile,At least once per month,0.07220,341,3723,0.06389,0.08052
2005,3rd Quintile,Seldom,0.25801,1125,3723,0.24395,0.27206
2005,3rd Quintile,Never,0.42711,1943,3723,0.41122,0.44300
2005,4th Quintile,At least once per week,0.07789,358,4176,0.06976,0.08602
2005,4th Quintile,At least once per month,0.07508,402,4176,0.06709,0.08308
2005,4th Quintile,Seldom,0.29399,1403,4176,0.28017,0.30781
2005,4th Quintile,Never,0.40695,2013,4176,0.39205,0.42185
