year,bula_h,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Baden-Wuerttemberg,Never,0.28013,607,1744,0.25905,0.30121
1992,Bavaria,At least once per week,0.15358,289,1625,0.13605,0.17112
1992,Bavaria,At least once per month,0.09872,201,1625,0.08422,0.11323
1992,Bavaria,Seldom,0.23680,478,1625,0.21612,0.25748
1992,Bavaria,Never,0.32491,657,1625,0.30213,0.34769
1992,Berlin,At least once per week,0.05207,33,566,0.03375,0.07039
1992,Berlin,Seldom,0.12184,76,566,0.09486,0.14881
1992,Berlin,Never,0.62658,457,566,0.58669,0.66646
1992,Brandenburg,Seldom,0.10679,81,627,0.08259,0.13098
1992,Brandenburg,Never,0.66226,546,627,0.62521,0.69931
1992,Mecklenburg-Western Pomerania,Seldom,0.11962,57,398,0.08770,0.15154
1992,Mecklenburg-Western Pomerania,Never,0.64712,341,398,0.60011,0.69413
1992,Saxony,At least once per week,0.03259,40,1145,0.02230,0.04288
1992,Saxony,At least once per month,0.03675,50,1145,0.02584,0.04765
1992,Saxony,Seldom,0.14140,209,1145,0.12120,0.16159
1992,Saxony,Never,0.59239,846,1145,0.56391,0.62086
1992,Saxony-Anhalt,Seldom,0.09796,104,710,0.07608,0.11984
1992,Saxony-Anhalt,Never,0.67512,606,710,0.64065,0.70959
1992,Thuringa,At least once per week,0.06346,47,650,0.04471,0.08222
1992,Thuringa,Seldom,0.14002,138,650,0.11332,0.16671
1992,Thuringa,Never,0.55492,465,650,0.51668,0.59315
1994,Schleswig-Holstein,Seldom,0.27047,86,256,0.21595,0.32499
1994,Schleswig-Holstein,Never,0.45282,170,256,0.39172,0.51391
1994,Hamburg,Seldom,0.16723,31,122,0.10073,0.23372
1994,Hamburg,Never,0.64286,91,122,0.55749,0.72824
1994,Lower Saxony,At least once per week,0.05121,67,962,0.03728,0.06515
1994,Lower Saxony,At least once per month,0.06867,77,962,0.05268,0.08466
1994,Lower Saxony,Seldom,0.25931,297,962,0.23160,0.28702
1994,Lower Saxony,Never,0.44307,521,962,0.41166,0.47448
1994,Bremen,Never,0.55429,54,54,0.42047,0.68811
1994,North Rhine-Westphalia,At least once per week,0.11094,345,2438,0.09847,0.12341
1994,North Rhine-Westphalia,At least once per month,0.07588,235,2438,0.06536,0.08639
1994,North Rhine-Westphalia,Seldom,0.25059,732,2438,0.23338,0.26779
1994,North Rhine-Westphalia,Never,0.36989,1126,2438,0.35073,0.38906
1994,Hesse,At least once per week,0.07484,95,911,0.05775,0.09194
1994,Hesse,At least once per month,0.10336,127,911,0.08358,0.12314
1994,Hesse,Seldom,0.26467,283,911,0.23600,0.29333
1994,Hesse,Never,0.39316,406,911,0.36142,0.42490
1994,"Rhineland-Palatinate, Saarland",At least once per week,0.12911,94,631,0.10292,0.15529
1994,"Rhineland-Palatinate, Saarland",At least once per month,0.06317,62,631,0.04418,0.08217
1994,"Rhineland-Palatinate, Saarland",Seldom,0.26460,215,631,0.23016,0.29905
1994,"Rhineland-Palatinate, Saarland",Never,0.35983,260,631,0.32235,0.39731
1994,Baden-Wuerttemberg,At least once per week,0.12354,269,1725,0.10801,0.13907
1994,Baden-Wuerttemberg,At least once per month,0.12086,285,1725,0.10548,0.13625
1994,Baden-Wuerttemberg,Seldom,0.27266,599,1725,0.25164,0.29368
1994,Baden-Wuerttemberg,Never,0.28571,572,1725,0.26439,0.30704
1994,Bavaria,At least once per week,0.15763,275,1577,0.13964,0.17563
1994,Bavaria,At least once per month,0.10673,214,1577,0.09148,0.12197
1994,Bavaria,Seldom,0.24985,496,1577,0.22848,0.27123
1994,Bavaria,Never,0.29861,592,1577,0.27602,0.32121
1994,Berlin,Seldom,0.14120,91,496,0.11052,0.17187
1994,Berlin,Never,0.59969,405,496,0.55652,0.64285
1994,Brandenburg,Seldom,0.12661,87,574,0.09938,0.15383
1994,Brandenburg,Never,0.65754,487,574,0.61868,0.69639
1994,Mecklenburg-Western Pomerania,Seldom,0.10349,53,386,0.07307,0.13392
1994,Mecklenburg-Western Pomerania,Never,0.62850,333,386,0.58023,0.67676
1994,Saxony,At least once per week,0.03010,38,1118,0.02008,0.04012
1994,Saxony,At least once per month,0.03174,49,1118,0.02146,0.04202
1994,Saxony,Seldom,0.14189,194,1118,0.12142,0.16235
1994,Saxony,Never,0.61429,837,1118,0.58575,0.64284
1994,Saxony-Anhalt,Seldom,0.09222,95,652,0.06999,0.11445
1994,Saxony-Anhalt,Never,0.68944,557,652,0.65390,0.72499
1994,Thuringa,At least once per week,0.06209,48,631,0.04325,0.08093
1994,Thuringa,Seldom,0.14180,137,631,0.11456,0.16904
1994,Thuringa,Never,0.55703,446,631,0.51824,0.59582
1995,Schleswig-Holstein,Seldom,0.26510,83,246,0.20983,0.32037
1995,Schleswig-Holstein,Never,0.42678,163,246,0.36484,0.48871
1995,Hamburg,Never,0.62517,83,83,0.52039,0.72994
1995,Lower Saxony,At least once per week,0.05816,97,1039,0.04392,0.07239
1995,Lower Saxony,At least once per month,0.06285,76,1039,0.04809,0.07761
1995,Lower Saxony,Seldom,0.26401,334,1039,0.23720,0.29083
1995,Lower Saxony,Never,0.41942,532,1039,0.38940,0.44944
1995,Bremen,Never,0.62728,62,62,0.50593,0.74862
1995,North Rhine-Westphalia,At least once per week,0.12416,393,2564,0.11140,0.13693
1995,North Rhine-Westphalia,At least once per month,0.08160,269,2564,0.07100,0.09220
1995,North Rhine-Westphalia,Seldom,0.22465,706,2564,0.20849,0.24081
1995,North Rhine-Westphalia,Never,0.38045,1196,2564,0.36165,0.39924
1995,Hesse,At least once per week,0.07874,104,936,0.06147,0.09600
1995,Hesse,At least once per month,0.07890,110,936,0.06162,0.09618
1995,Hesse,Seldom,0.28097,306,936,0.25216,0.30978
1995,Hesse,Never,0.40335,416,936,0.37190,0.43479
1995,"Rhineland-Palatinate, Saarland",At least once per week,0.14707,123,707,0.12095,0.17320
1995,"Rhineland-Palatinate, Saarland",At least once per month,0.08657,80,707,0.06582,0.10731
1995,"Rhineland-Palatinate, Saarland",Seldom,0.23131,218,707,0.20021,0.26242
1995,"Rhineland-Palatinate, Saarland",Never,0.33612,286,707,0.30127,0.37096
1995,Baden-Wuerttemberg,At least once per week,0.14219,332,1779,0.12596,0.15843
1995,Baden-Wuerttemberg,At least once per month,0.10270,271,1779,0.08859,0.11681
1995,Baden-Wuerttemberg,Seldom,0.25982,562,1779,0.23944,0.28021
1995,Baden-Wuerttemberg,Never,0.29831,614,1779,0.27704,0.31957
1995,Bavaria,At least once per week,0.14873,273,1677,0.13170,0.16577
1995,Bavaria,At least once per month,0.13175,270,1677,0.11555,0.14794
1995,Bavaria,Seldom,0.23929,489,1677,0.21886,0.25971
1995,Bavaria,Never,0.29503,645,1677,0.27320,0.31687
1995,Berlin,Seldom,0.14641,106,513,0.11579,0.17704
1995,Berlin,Never,0.59699,407,513,0.55451,0.63948
1995,Brandenburg,Seldom,0.14396,94,557,0.11478,0.17314
1995,Brandenburg,Never,0.63703,463,557,0.59706,0.67700
1995,Mecklenburg-Western Pomerania,Seldom,0.12893,55,388,0.09554,0.16232
1995,Mecklenburg-Western Pomerania,Never,0.62278,333,388,0.57449,0.67107
1995,Saxony,At least once per week,0.03654,43,1094,0.02542,0.04767
1995,Saxony,At least once per month,0.03832,49,1094,0.02694,0.04970
1995,Saxony,Seldom,0.14238,186,1094,0.12166,0.16310
1995,Saxony,Never,0.60477,816,1094,0.57578,0.63375
1995,Saxony-Anhalt,Seldom,0.08737,97,634,0.06538,0.10937
1995,Saxony-Anhalt,Never,0.69817,537,634,0.66240,0.73393
1995,Thuringa,At least once per week,0.05018,40,648,0.03336,0.06700
1995,Thuringa,At least once per month,0.04110,32,648,0.02580,0.05640
1995,Thuringa,Seldom,0.14632,141,648,0.11909,0.17356
1995,Thuringa,Never,0.56503,435,648,0.52683,0.60323
1996,Schleswig-Holstein,Seldom,0.29332,98,252,0.23699,0.34964
1996,Schleswig-Holstein,Never,0.40599,154,252,0.34524,0.46674
1996,Hamburg,Seldom,0.20984,33,113,0.13442,0.28525
1996,Hamburg,Never,0.61448,80,113,0.52434,0.70462
1996,Lower Saxony,At least once per week,0.05521,83,1040,0.04132,0.06910
1996,Lower Saxony,At least once per month,0.05811,76,1040,0.04389,0.07234
1996,Lower Saxony,Seldom,0.26385,319,1040,0.23705,0.29064
1996,Lower Saxony,Never,0.43282,562,1040,0.40269,0.46295
1996,Bremen,Never,0.51847,55,55,0.38520,0.65174
1996,North Rhine-Westphalia,At least once per week,0.11909,363,2548,0.10651,0.13167
1996,North Rhine-Westphalia,At least once per month,0.08277,261,2548,0.07207,0.09347
1996,North Rhine-Westphalia,Seldom,0.26140,774,2548,0.24434,0.27846
1996,North Rhine-Westphalia,Never,0.35730,1150,2548,0.33869,0.37591
1996,Hesse,At least once per week,0.08392,98,905,0.06585,0.10200
1996,Hesse,At least once per month,0.08079,122,905,0.06302,0.09855
1996,Hesse,Seldom,0.28294,298,905,0.25358,0.31231
1996,Hesse,Never,0.38738,387,905,0.35562,0.41914
1996,"Rhineland-Palatinate, Saarland",At least once per week,0.14172,109,690,0.11568,0.16777
1996,"Rhineland-Palatinate, Saarland",At least once per month,0.07886,72,690,0.05873,0.09898
1996,"Rhineland-Palatinate, Saarland",Seldom,0.25908,230,690,0.22637,0.29180
1996,"Rhineland-Palatinate, Saarland",Never,0.32322,279,690,0.28830,0.35815
1996,Baden-Wuerttemberg,At least once per week,0.10851,239,1698,0.09371,0.12331
1996,Baden-Wuerttemberg,At least once per month,0.11017,257,1698,0.09527,0.12506
1996,Baden-Wuerttemberg,Seldom,0.28685,612,1698,0.26533,0.30837
1996,Baden-Wuerttemberg,Never,0.29330,590,1698,0.27164,0.31497
1996,Bavaria,At least once per week,0.14055,253,1655,0.12380,0.15730
1996,Bavaria,At least once per month,0.11665,237,1655,0.10118,0.13212
1996,Bavaria,Seldom,0.25914,511,1655,0.23802,0.28026
1996,Bavaria,Never,0.30459,654,1655,0.28241,0.32677
1996,Berlin,Seldom,0.15575,89,494,0.12374,0.18776
1996,Berlin,Never,0.59153,405,494,0.54814,0.63492
1996,Brandenburg,Seldom,0.15282,99,570,0.12325,0.18238
1996,Brandenburg,Never,0.63481,471,570,0.59525,0.67437
1996,Mecklenburg-Western Pomerania,Seldom,0.14582,64,381,0.11033,0.18130
1996,Mecklenburg-Western Pomerania,Never,0.63673,317,381,0.58837,0.68509
1996,Saxony,At least once per week,0.03496,39,1101,0.02410,0.04581
1996,Saxony,At least once per month,0.03747,52,1101,0.02625,0.04869
1996,Saxony,Seldom,0.16221,204,1101,0.14043,0.18400
1996,Saxony,Never,0.58707,806,1101,0.55798,0.61617
1996,Saxony-Anhalt,Seldom,0.11370,109,630,0.08889,0.13850
1996,Saxony-Anhalt,Never,0.68571,521,630,0.64944,0.72199
1996,Thuringa,At least once per week,0.05959,41,659,0.04151,0.07768
1996,Thuringa,At least once per month,0.04331,35,659,0.02776,0.05887
1996,Thuringa,Seldom,0.14515,143,659,0.11824,0.17207
1996,Thuringa,Never,0.56448,440,659,0.52660,0.60237
1997,Schleswig-Holstein,Seldom,0.30691,89,237,0.24807,0.36575
1997,Schleswig-Holstein,Never,0.41467,148,237,0.35181,0.47752
1997,Hamburg,Never,0.62617,80,80,0.51948,0.73286
1997,Lower Saxony,At least once per week,0.05888,84,1027,0.04448,0.07329
1997,Lower Saxony,At least once per month,0.04114,55,1027,0.02899,0.05329
1997,Lower Saxony,Seldom,0.28942,368,1027,0.26167,0.31717
1997,Lower Saxony,Never,0.41322,520,1027,0.38309,0.44335
1997,Bremen,Never,0.50424,58,58,0.37445,0.63404
1997,North Rhine-Westphalia,At least once per week,0.11477,359,2495,0.10226,0.12728
1997,North Rhine-Westphalia,At least once per month,0.07655,230,2495,0.06611,0.08698
1997,North Rhine-Westphalia,Seldom,0.26436,791,2495,0.24705,0.28167
1997,North Rhine-Westphalia,Never,0.36409,1115,2495,0.34520,0.38297
1997,Hesse,At least once per week,0.08757,91,840,0.06844,0.10670
1997,Hesse,At least once per month,0.07449,104,840,0.05673,0.09226
1997,Hesse,Seldom,0.28333,295,840,0.25284,0.31382
1997,Hesse,Never,0.37963,350,840,0.34679,0.41246
1997,"Rhineland-Palatinate, Saarland",At least once per week,0.13275,103,710,0.10777,0.15773
1997,"Rhineland-Palatinate, Saarland",At least once per month,0.10243,91,710,0.08011,0.12475
1997,"Rhineland-Palatinate, Saarland",Seldom,0.22079,221,710,0.19025,0.25132
1997,"Rhineland-Palatinate, Saarland",Never,0.35625,295,710,0.32100,0.39150
1997,Baden-Wuerttemberg,At least once per week,0.11398,246,1699,0.09886,0.12910
1997,Baden-Wuerttemberg,At least once per month,0.10157,219,1699,0.08720,0.11594
1997,Baden-Wuerttemberg,Seldom,0.28950,641,1699,0.26793,0.31107
1997,Baden-Wuerttemberg,Never,0.29212,593,1699,0.27049,0.31375
1997,Bavaria,At least once per week,0.14090,246,1615,0.12392,0.15787
1997,Bavaria,At least once per month,0.10489,219,1615,0.08994,0.11984
1997,Bavaria,Seldom,0.26194,533,1615,0.24049,0.28339
1997,Bavaria,Never,0.30642,617,1615,0.28393,0.32891
1997,Berlin,Seldom,0.16819,95,465,0.13416,0.20222
1997,Berlin,Never,0.58337,370,465,0.53851,0.62823
1997,Brandenburg,Seldom,0.12027,85,564,0.09340,0.14714
1997,Brandenburg,Never,0.66727,479,564,0.62835,0.70620
1997,Mecklenburg-Western Pomerania,Seldom,0.15434,60,367,0.11733,0.19136
1997,Mecklenburg-Western Pomerania,Never,0.63511,307,367,0.58579,0.68443
1997,Saxony,At least once per week,0.03198,37,1077,0.02147,0.04250
1997,Saxony,At least once per month,0.05043,62,1077,0.03735,0.06350
1997,Saxony,Seldom,0.15459,186,1077,0.13299,0.17619
1997,Saxony,Never,0.58453,792,1077,0.55508,0.61397
1997,Saxony-Anhalt,Seldom,0.10436,90,624,0.08035,0.12837
1997,Saxony-Anhalt,Never,0.71726,534,624,0.68190,0.75262
1997,Thuringa,At least once per week,0.05862,40,658,0.04066,0.07659
1997,Thuringa,At least once per month,0.05840,47,658,0.04047,0.07634
1997,Thuringa,Seldom,0.13888,135,658,0.11243,0.16532
1997,Thuringa,Never,0.54351,436,658,0.50542,0.58160
1998,Schleswig-Holstein,Seldom,0.31455,130,305,0.26236,0.36675
1998,Schleswig-Holstein,Never,0.41207,175,305,0.35674,0.46740
1998,Hamburg,Seldom,0.18367,39,135,0.11811,0.24923
1998,Hamburg,Never,0.61018,96,135,0.52760,0.69276
1998,Lower Saxony,At least once per week,0.05893,99,1186,0.04552,0.07233
1998,Lower Saxony,At least once per month,0.06548,98,1186,0.05139,0.07956
1998,Lower Saxony,Seldom,0.27744,396,1186,0.25195,0.30293
1998,Lower Saxony,Never,0.39897,593,1186,0.37109,0.42685
1998,Bremen,Never,0.54341,62,62,0.41840,0.66841
1998,North Rhine-Westphalia,At least once per week,0.10847,380,2816,0.09698,0.11996
1998,North Rhine-Westphalia,At least once per month,0.08604,288,2816,0.07568,0.09640
1998,North Rhine-Westphalia,Seldom,0.26397,916,2816,0.24768,0.28025
1998,North Rhine-Westphalia,Never,0.35436,1232,2816,0.33669,0.37203
1998,Hesse,At least once per week,0.09256,98,943,0.07405,0.11107
1998,Hesse,At least once per month,0.07486,84,943,0.05805,0.09166
1998,Hesse,Seldom,0.28098,322,943,0.25228,0.30969
1998,Hesse,Never,0.37930,439,943,0.34831,0.41028
1998,"Rhineland-Palatinate, Saarland",At least once per week,0.13780,117,802,0.11393,0.16167
1998,"Rhineland-Palatinate, Saarland",At least once per month,0.09415,90,802,0.07392,0.11437
1998,"Rhineland-Palatinate, Saarland",Seldom,0.27160,283,802,0.24079,0.30240
1998,"Rhineland-Palatinate, Saarland",Never,0.31585,312,802,0.28365,0.34804
1998,Baden-Wuerttemberg,At least once per week,0.10910,266,1802,0.09470,0.12349
1998,Baden-Wuerttemberg,At least once per month,0.12801,269,1802,0.11258,0.14344
1998,Baden-Wuerttemberg,Seldom,0.27815,652,1802,0.25745,0.29884
1998,Baden-Wuerttemberg,Never,0.29286,615,1802,0.27185,0.31388
1998,Bavaria,At least once per week,0.14286,294,1860,0.12695,0.15876
1998,Bavaria,At least once per month,0.11117,270,1860,0.09688,0.12546
1998,Bavaria,Seldom,0.27148,633,1860,0.25126,0.29170
1998,Bavaria,Never,0.29584,663,1860,0.27509,0.31659
1998,Berlin,At least once per week,0.04730,31,502,0.02871,0.06589
1998,Berlin,Seldom,0.12747,75,502,0.09827,0.15667
1998,Berlin,Never,0.61151,396,502,0.56883,0.65419
1998,Brandenburg,Seldom,0.14028,101,586,0.11214,0.16842
1998,Brandenburg,Never,0.65019,485,586,0.61154,0.68884
1998,Mecklenburg-Western Pomerania,Seldom,0.14950,65,377,0.11346,0.18554
1998,Mecklenburg-Western Pomerania,Never,0.60219,312,377,0.55272,0.65166
1998,Saxony,At least once per week,0.03976,47,1171,0.02856,0.05095
1998,Saxony,At least once per month,0.05110,69,1171,0.03848,0.06372
1998,Saxony,Seldom,0.14501,190,1171,0.12483,0.16518
1998,Saxony,Never,0.58893,865,1171,0.56074,0.61713
1998,Saxony-Anhalt,Seldom,0.13648,121,653,0.11013,0.16283
1998,Saxony-Anhalt,Never,0.68733,532,653,0.65175,0.72292
1998,Thuringa,At least once per week,0.04965,35,730,0.03388,0.06542
1998,Thuringa,At least once per month,0.04401,46,730,0.02912,0.05890
1998,Thuringa,Seldom,0.17770,182,730,0.14995,0.20545
1998,Thuringa,Never,0.54010,467,730,0.50392,0.57628
1999,Schleswig-Holstein,Seldom,0.33652,133,296,0.28260,0.39044
1999,Schleswig-Holstein,Never,0.41628,163,296,0.36003,0.47254
1999,Hamburg,Seldom,0.16158,32,115,0.09402,0.22915
1999,Hamburg,Never,0.59154,83,115,0.50131,0.68178
1999,Lower Saxony,At least once per week,0.05799,86,1157,0.04452,0.07147
1999,Lower Saxony,At least once per month,0.05700,86,1157,0.04364,0.07037
1999,Lower Saxony,Seldom,0.29338,405,1157,0.26713,0.31962
1999,Lower Saxony,Never,0.40213,580,1157,0.37387,0.43040
1999,Bremen,Never,0.57467,59,59,0.44743,0.70190
1999,North Rhine-Westphalia,At least once per week,0.09686,309,2690,0.08568,0.10804
1999,North Rhine-Westphalia,At least once per month,0.07641,276,2690,0.06637,0.08645
1999,North Rhine-Westphalia,Seldom,0.28566,919,2690,0.26859,0.30274
1999,North Rhine-Westphalia,Never,0.36264,1186,2690,0.34447,0.38081
1999,Hesse,At least once per week,0.08332,83,891,0.06516,0.10148
1999,Hesse,At least once per month,0.07080,81,891,0.05395,0.08765
1999,Hesse,Seldom,0.29149,320,891,0.26163,0.32135
1999,Hesse,Never,0.37924,407,891,0.34737,0.41112
1999,"Rhineland-Palatinate, Saarland",At least once per week,0.13217,101,767,0.10819,0.15615
1999,"Rhineland-Palatinate, Saarland",At least once per month,0.08763,80,767,0.06760,0.10765
1999,"Rhineland-Palatinate, Saarland",Seldom,0.28283,278,767,0.25093,0.31472
1999,"Rhineland-Palatinate, Saarland",Never,0.32001,308,767,0.28698,0.35305
1999,Baden-Wuerttemberg,At least once per week,0.10050,228,1724,0.08631,0.11470
1999,Baden-Wuerttemberg,At least once per month,0.11066,232,1724,0.09584,0.12547
1999,Baden-Wuerttemberg,Seldom,0.30150,669,1724,0.27983,0.32317
1999,Baden-Wuerttemberg,Never,0.29701,595,1724,0.27544,0.31859
1999,Bavaria,At least once per week,0.14554,277,1788,0.12919,0.16189
1999,Bavaria,At least once per month,0.09311,221,1788,0.07964,0.10658
1999,Bavaria,Seldom,0.27674,602,1788,0.25599,0.29748
1999,Bavaria,Never,0.30974,688,1788,0.28830,0.33118
1999,Berlin,Seldom,0.15428,89,465,0.12141,0.18715
1999,Berlin,Never,0.58709,376,465,0.54229,0.63189
1999,Brandenburg,Seldom,0.14189,89,563,0.11304,0.17074
1999,Brandenburg,Never,0.64693,474,563,0.60742,0.68645
1999,Mecklenburg-Western Pomerania,Seldom,0.14111,59,364,0.10530,0.17692
1999,Mecklenburg-Western Pomerania,Never,0.62107,305,364,0.57116,0.67098
1999,Saxony,At least once per week,0.03488,39,1141,0.02423,0.04553
1999,Saxony,At least once per month,0.05264,66,1141,0.03967,0.06560
1999,Saxony,Seldom,0.17265,217,1141,0.15071,0.19458
1999,Saxony,Never,0.57730,819,1141,0.54863,0.60598
1999,Saxony-Anhalt,Seldom,0.11961,107,652,0.09468,0.14454
1999,Saxony-Anhalt,Never,0.71321,545,652,0.67847,0.74795
1999,Thuringa,At least once per week,0.04492,33,716,0.02974,0.06011
1999,Thuringa,At least once per month,0.03541,35,716,0.02186,0.04895
1999,Thuringa,Seldom,0.19694,197,716,0.16779,0.22610
1999,Thuringa,Never,0.53622,451,716,0.49966,0.57277
2001,Schleswig-Holstein,At least once per week,0.03775,32,643,0.02301,0.05250
2001,Schleswig-Holstein,At least once per month,0.03931,37,643,0.02428,0.05434
2001,Schleswig-Holstein,Seldom,0.35092,263,643,0.31400,0.38784
2001,Schleswig-Holstein,Never,0.39335,311,643,0.35557,0.43114
2001,Hamburg,Seldom,0.16488,62,240,0.11783,0.21192
2001,Hamburg,Never,0.59661,178,240,0.53441,0.65881
2001,Lower Saxony,At least once per week,0.06530,150,1837,0.05400,0.07661
2001,Lower Saxony,At least once per month,0.09509,201,1837,0.08167,0.10851
2001,Lower Saxony,Seldom,0.28224,664,1837,0.26165,0.30283
2001,Lower Saxony,Never,0.36070,822,1837,0.33874,0.38267
2001,Bremen,Seldom,0.20516,38,135,0.13678,0.27353
2001,Bremen,Never,0.55094,97,135,0.46673,0.63516
2001,North Rhine-Westphalia,At least once per week,0.09982,550,4594,0.09115,0.10849
2001,North Rhine-Westphalia,At least once per month,0.07837,471,4594,0.07060,0.08614
2001,North Rhine-Westphalia,Seldom,0.25986,1469,4594,0.24718,0.27254
2001,North Rhine-Westphalia,Never,0.38016,2104,4594,0.36612,0.39420
2001,Hesse,At least once per week,0.07916,125,1472,0.06536,0.09296
2001,Hesse,At least once per month,0.07784,144,1472,0.06415,0.09153
2001,Hesse,Seldom,0.28434,505,1472,0.26129,0.30739
2001,Hesse,Never,0.37352,698,1472,0.34880,0.39824
2001,"Rhineland-Palatinate, Saarland",At least once per week,0.10582,171,1347,0.08939,0.12226
2001,"Rhineland-Palatinate, Saarland",At least once per month,0.07576,137,1347,0.06162,0.08989
2001,"Rhineland-Palatinate, Saarland",Seldom,0.26470,457,1347,0.24113,0.28827
2001,"Rhineland-Palatinate, Saarland",Never,0.34567,582,1347,0.32026,0.37108
