year,sampreg,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,West,At least once per week,0.12473,1454,9397,0.11805,0.13141
1990,West,At least once per month,0.09583,1124,9397,0.08988,0.10178
1990,West,Seldom,0.26293,2947,9397,0.25403,0.27184
1990,West,Never,0.34615,3872,9397,0.33653,0.35577
1990,East,At least once per week,0.03076,163,4323,0.02561,0.03591
1990,East,At least once per month,0.03766,196,4323,0.03198,0.04334
1990,East,Seldom,0.12137,715,4323,0.11164,0.13111
1990,East,Never,0.57364,3249,4323,0.55889,0.58838
1992,West,At least once per week,0.10768,1244,9254,0.10137,0.11400
1992,West,At least once per month,0.08000,991,9254,0.07448,0.08553
1992,West,Seldom,0.25076,2760,9254,0.24193,0.25960
1992,West,Never,0.37815,4259,9254,0.36827,0.38803
1992,East,At least once per week,0.03091,142,3937,0.02550,0.03632
1992,East,At least once per month,0.02998,141,3937,0.02465,0.03531
1992,East,Seldom,0.12104,613,3937,0.11085,0.13123
1992,East,Never,0.62385,3041,3937,0.60871,0.63898
1994,West,At least once per week,0.10648,1197,9041,0.10013,0.11284
1994,West,At least once per month,0.08443,1042,9041,0.07869,0.09016
1994,West,Seldom,0.25437,2828,9041,0.24539,0.26335
1994,West,Never,0.36975,3974,9041,0.35980,0.37970
1994,East,At least once per week,0.02884,140,3747,0.02348,0.03420
1994,East,At least once per month,0.02895,131,3747,0.02358,0.03432
1994,East,Seldom,0.12271,593,3747,0.11221,0.13322
1994,East,Never,0.63164,2883,3747,0.61619,0.64708
1995,West,At least once per week,0.11317,1382,9529,0.10681,0.11953
1995,West,At least once per month,0.08804,1127,9529,0.08236,0.09373
1995,West,Seldom,0.24255,2824,9529,0.23394,0.25115
1995,West,Never,0.37050,4196,9529,0.36080,0.38020
1995,East,At least once per week,0.02851,136,3662,0.02311,0.03390
1995,East,At least once per month,0.03356,135,3662,0.02773,0.03939
1995,East,Seldom,0.12817,599,3662,0.11735,0.13900
1995,East,Never,0.62639,2792,3662,0.61072,0.64207
1996,West,At least once per week,0.10366,1194,9330,0.09747,0.10984
1996,West,At least once per month,0.08490,1064,9330,0.07925,0.09056
1996,West,Seldom,0.26468,2957,9330,0.25572,0.27363
1996,West,Never,0.36242,4115,9330,0.35267,0.37218
1996,East,At least once per week,0.02900,127,3670,0.02357,0.03443
1996,East,At least once per month,0.03084,134,3670,0.02525,0.03644
1996,East,Seldom,0.14627,653,3670,0.13484,0.15770
1996,East,Never,0.61884,2756,3670,0.60313,0.63456
1997,West,At least once per week,0.10422,1182,9140,0.09796,0.11049
1997,West,At least once per month,0.07804,953,9140,0.07254,0.08354
1997,West,Seldom,0.26704,3047,9140,0.25797,0.27611
1997,West,Never,0.36370,3958,9140,0.35383,0.37356
1997,East,At least once per week,0.02653,113,3612,0.02128,0.03177
1997,East,At least once per month,0.04256,173,3612,0.03598,0.04915
1997,East,Seldom,0.13635,590,3612,0.12516,0.14754
1997,East,Never,0.62460,2736,3612,0.60881,0.64040
1998,West,At least once per week,0.10282,1314,10300,0.09696,0.10869
1998,West,At least once per month,0.08994,1152,10300,0.08441,0.09547
1998,West,Seldom,0.26850,3450,10300,0.25994,0.27706
1998,West,Never,0.35507,4384,10300,0.34583,0.36432
1998,East,At least once per week,0.03016,129,3844,0.02476,0.03557
1998,East,At least once per month,0.04010,176,3844,0.03390,0.04631
1998,East,Seldom,0.14306,679,3844,0.13199,0.15413
1998,East,Never,0.61821,2860,3844,0.60285,0.63357
1999,West,At least once per week,0.09623,1128,9851,0.09040,0.10205
1999,West,At least once per month,0.07887,1022,9851,0.07355,0.08420
1999,West,Seldom,0.28374,3438,9851,0.27483,0.29264
1999,West,Never,0.36064,4263,9851,0.35115,0.37012
1999,East,At least once per week,0.02728,114,3754,0.02207,0.03250
1999,East,At least once per month,0.03797,167,3754,0.03185,0.04408
1999,East,Seldom,0.15384,697,3754,0.14229,0.16538
1999,East,Never,0.61857,2776,3754,0.60302,0.63411
2001,West,At least once per week,0.09357,1851,16344,0.08910,0.09803
2001,West,At least once per month,0.08736,1855,16344,0.08303,0.09169
2001,West,Seldom,0.26805,5504,16344,0.26126,0.27484
2001,West,Never,0.36432,7134,16344,0.35694,0.37170
2001,East,At least once per week,0.02780,177,5407,0.02342,0.03218
2001,East,At least once per month,0.03805,251,5407,0.03295,0.04315
2001,East,Seldom,0.14280,938,5407,0.13347,0.15212
2001,East,Never,0.64424,4041,5407,0.63147,0.65700
2003,West,At least once per week,0.09470,1876,16699,0.09026,0.09914
2003,West,At least once per month,0.08613,1831,16699,0.08188,0.09039
2003,West,Seldom,0.27451,5783,16699,0.26774,0.28128
2003,West,Never,0.36273,7209,16699,0.35543,0.37002
2003,East,At least once per week,0.02494,159,5325,0.02075,0.02913
2003,East,At least once per month,0.03822,264,5325,0.03307,0.04337
2003,East,Seldom,0.13865,896,5325,0.12937,0.14794
2003,East,Never,0.66242,4006,5325,0.64971,0.67512
2005,West,At least once per week,0.08649,1602,15573,0.08208,0.09091
2005,West,At least once per month,0.08127,1663,15573,0.07698,0.08556
2005,West,Seldom,0.27942,5424,15573,0.27237,0.28647
2005,West,Never,0.38089,6884,15573,0.37327,0.38852
2005,East,At least once per week,0.02459,159,5011,0.02030,0.02887
2005,East,At least once per month,0.03476,235,5011,0.02969,0.03984
2005,East,Seldom,0.14541,875,5011,0.13565,0.15517
2005,East,Never,0.66412,3742,5011,0.65105,0.67720
2007,West,At least once per week,0.08150,1600,15424,0.07718,0.08582
2007,West,At least once per month,0.07773,1585,15424,0.07351,0.08196
2007,West,Seldom,0.26166,5175,15424,0.25472,0.26860
2007,West,Never,0.39863,7064,15424,0.39090,0.40636
2007,East,At least once per week,0.02482,164,4980,0.02049,0.02914
2007,East,At least once per month,0.04157,246,4980,0.03603,0.04712
2007,East,Seldom,0.12677,825,4980,0.11753,0.13602
2007,East,Never,0.67491,3745,4980,0.66190,0.68792
2008,West,At least once per week,0.07861,1431,14481,0.07422,0.08299
2008,West,At least once per month,0.07861,1491,14481,0.07423,0.08300
2008,West,Seldom,0.27267,4994,14481,0.26542,0.27993
2008,West,Never,0.39763,6565,14481,0.38966,0.40561
2008,East,At least once per week,0.02316,143,4753,0.01888,0.02743
2008,East,At least once per month,0.04041,254,4753,0.03481,0.04600
2008,East,Seldom,0.13958,812,4753,0.12973,0.14944
2008,East,Never,0.66894,3544,4753,0.65556,0.68232
2009,West,At least once per week,0.07211,1243,13411,0.06773,0.07649
2009,West,At least once per month,0.07771,1365,13411,0.07318,0.08224
2009,West,Seldom,0.26648,4530,13411,0.25899,0.27396
2009,West,Never,0.41522,6273,13411,0.40688,0.42356
2009,East,At least once per week,0.02760,160,4514,0.02282,0.03237
2009,East,At least once per month,0.03856,224,4514,0.03294,0.04418
2009,East,Seldom,0.14144,756,4514,0.13127,0.15161
2009,East,Never,0.65311,3374,4514,0.63922,0.66700
2011,West,At least once per week,0.07531,2170,22003,0.07182,0.07880
2011,West,At least once per month,0.07936,2410,22003,0.07578,0.08293
2011,West,Seldom,0.24600,6697,22003,0.24031,0.25169
2011,West,Never,0.42778,10726,22003,0.42125,0.43432
2011,East,At least once per week,0.02887,251,6290,0.02473,0.03301
2011,East,At least once per month,0.03621,325,6290,0.03159,0.04083
2011,East,Seldom,0.13226,919,6290,0.12389,0.14063
2011,East,Never,0.66438,4795,6290,0.65271,0.67605
2013,West,At least once per week,0.06970,1888,19694,0.06615,0.07326
2013,West,At least once per month,0.06955,2089,19694,0.06599,0.07310
2013,West,Seldom,0.21972,6039,19694,0.21394,0.22551
2013,West,Never,0.38334,9678,19694,0.37655,0.39013
2013,East,At least once per week,0.02751,248,5687,0.02326,0.03176
2013,East,At least once per month,0.03409,274,5687,0.02937,0.03880
2013,East,Seldom,0.12511,848,5687,0.11651,0.13371
2013,East,Never,0.64832,4317,5687,0.63591,0.66073
2015,West,At least once per week,0.07397,1893,21315,0.07046,0.07749
2015,West,At least once per month,0.07176,2196,21315,0.06830,0.07523
2015,West,Seldom,0.23529,6101,21315,0.22960,0.24099
2015,West,Never,0.45725,11125,21315,0.45056,0.46394
2015,East,At least once per week,0.02303,221,5382,0.01902,0.02703
2015,East,At least once per month,0.03336,260,5382,0.02856,0.03816
2015,East,Seldom,0.12212,769,5382,0.11337,0.13087
2015,East,Never,0.67568,4132,5382,0.66317,0.68819
2017,West,At least once per week,0.07326,2415,24259,0.06998,0.07654
2017,West,At least once per month,0.07599,2338,24259,0.07265,0.07932
2017,West,Seldom,0.22016,6305,24259,0.21495,0.22538
2017,West,Never,0.46497,13201,24259,0.45869,0.47125
2017,East,At least once per week,0.02379,304,6146,0.01998,0.02760
2017,East,At least once per month,0.03485,297,6146,0.03026,0.03943
2017,East,Seldom,0.12110,871,6146,0.11294,0.12926
2017,East,Never,0.66359,4674,6146,0.65177,0.67540
2018,West,At least once per week,0.00100,440,2693,-0.00020,0.00219
2018,West,At least once per month,0.00060,254,2693,-0.00032,0.00153
2018,West,Seldom,0.00099,502,2693,-0.00020,0.00217
2018,West,Never,0.00303,1497,2693,0.00096,0.00511
2018,East,At least once per week,0.00097,88,473,-0.00184,0.00378
2018,East,At least once per month,0.00047,34,473,-0.00148,0.00242
2018,East,Seldom,0.00084,66,473,-0.00177,0.00345
2018,East,Never,0.00298,285,473,-0.00194,0.00790
2019,West,At least once per week,0.06897,1995,22674,0.06567,0.07226
2019,West,At least once per month,0.06670,2042,22674,0.06345,0.06995
2019,West,Seldom,0.23061,6346,22674,0.22512,0.23609
2019,West,Never,0.46562,12291,22674,0.45913,0.47211
2019,East,At least once per week,0.02318,278,5947,0.01935,0.02700
2019,East,At least once per month,0.03584,285,5947,0.03112,0.04057
2019,East,Seldom,0.12829,1013,5947,0.11979,0.13679
2019,East,Never,0.65639,4371,5947,0.64432,0.66846
