year,regtyp,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,At least once per week,0.10816,1169,8864,0.10169,0.11462
1990,Urban regions,At least once per month,0.08187,898,8864,0.07617,0.08758
1990,Urban regions,Seldom,0.24131,2515,8864,0.23240,0.25022
1990,Urban regions,Never,0.39293,4282,8864,0.38277,0.40310
1990,Rural regions,At least once per week,0.10034,448,4769,0.09182,0.10887
1990,Rural regions,At least once per month,0.08879,421,4769,0.08071,0.09686
1990,Rural regions,Seldom,0.21884,1137,4769,0.20711,0.23058
1990,Rural regions,Never,0.39134,2763,4769,0.37749,0.40519
1992,Urban regions,At least once per week,0.09307,987,8568,0.08692,0.09922
1992,Urban regions,At least once per month,0.07102,816,8568,0.06558,0.07646
1992,Urban regions,Seldom,0.22912,2291,8568,0.22022,0.23801
1992,Urban regions,Never,0.42432,4474,8568,0.41386,0.43479
1992,Rural regions,At least once per week,0.09156,398,4506,0.08314,0.09998
1992,Rural regions,At least once per month,0.06851,315,4506,0.06113,0.07588
1992,Rural regions,Seldom,0.21723,1071,4506,0.20519,0.22927
1992,Rural regions,Never,0.43220,2722,4506,0.41774,0.44667
1994,Urban regions,At least once per week,0.09022,946,8407,0.08409,0.09634
1994,Urban regions,At least once per month,0.07181,833,8407,0.06629,0.07733
1994,Urban regions,Seldom,0.23641,2357,8407,0.22733,0.24549
1994,Urban regions,Never,0.41959,4271,8407,0.40904,0.43014
1994,Rural regions,At least once per week,0.09279,391,4381,0.08419,0.10138
1994,Rural regions,At least once per month,0.07680,340,4381,0.06891,0.08468
1994,Rural regions,Seldom,0.21018,1064,4381,0.19811,0.22224
1994,Rural regions,Never,0.42690,2586,4381,0.41225,0.44155
1995,Urban regions,At least once per week,0.09942,1118,8658,0.09312,0.10572
1995,Urban regions,At least once per month,0.07404,882,8658,0.06852,0.07955
1995,Urban regions,Seldom,0.22407,2304,8658,0.21529,0.23285
1995,Urban regions,Never,0.42250,4354,8658,0.41209,0.43290
1995,Rural regions,At least once per week,0.09134,400,4533,0.08295,0.09972
1995,Rural regions,At least once per month,0.08494,380,4533,0.07683,0.09306
1995,Rural regions,Seldom,0.21284,1119,4533,0.20092,0.22476
1995,Rural regions,Never,0.41436,2634,4533,0.40002,0.42870
1996,Urban regions,At least once per week,0.09055,940,8489,0.08445,0.09666
1996,Urban regions,At least once per month,0.07252,833,8489,0.06701,0.07804
1996,Urban regions,Seldom,0.24684,2428,8489,0.23767,0.25602
1996,Urban regions,Never,0.41073,4288,8489,0.40027,0.42120
1996,Rural regions,At least once per week,0.08727,381,4511,0.07903,0.09550
1996,Rural regions,At least once per month,0.07934,365,4511,0.07145,0.08723
1996,Rural regions,Seldom,0.23222,1182,4511,0.21990,0.24454
1996,Rural regions,Never,0.41152,2583,4511,0.39716,0.42588
1997,Urban regions,At least once per week,0.09162,933,8313,0.08542,0.09783
1997,Urban regions,At least once per month,0.07195,784,8313,0.06640,0.07751
