year,regtyp,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Urban regions,Seldom,0.24567,2457,8313,0.23642,0.25493
1997,Urban regions,Never,0.40948,4139,8313,0.39891,0.42005
1997,Rural regions,At least once per week,0.08493,361,4438,0.07672,0.09313
1997,Rural regions,At least once per month,0.07015,342,4438,0.06263,0.07766
1997,Rural regions,Seldom,0.23567,1180,4438,0.22318,0.24816
1997,Rural regions,Never,0.41987,2555,4438,0.40535,0.43439
1998,Urban regions,At least once per week,0.09092,1015,9207,0.08505,0.09680
1998,Urban regions,At least once per month,0.08075,900,9207,0.07518,0.08631
1998,Urban regions,Seldom,0.24474,2745,9207,0.23596,0.25352
1998,Urban regions,Never,0.40774,4547,9207,0.39770,0.41778
1998,Rural regions,At least once per week,0.08504,428,4937,0.07725,0.09282
1998,Rural regions,At least once per month,0.07995,428,4937,0.07239,0.08752
1998,Rural regions,Seldom,0.24470,1384,4937,0.23271,0.25670
1998,Rural regions,Never,0.39890,2697,4937,0.38524,0.41257
1999,Urban regions,At least once per week,0.08417,852,8829,0.07837,0.08996
1999,Urban regions,At least once per month,0.07239,831,8829,0.06698,0.07779
1999,Urban regions,Seldom,0.26509,2787,8829,0.25588,0.27430
1999,Urban regions,Never,0.40515,4359,8829,0.39491,0.41539
1999,Rural regions,At least once per week,0.08193,390,4776,0.07415,0.08971
1999,Rural regions,At least once per month,0.06893,358,4776,0.06175,0.07612
1999,Rural regions,Seldom,0.24791,1348,4776,0.23567,0.26016
1999,Rural regions,Never,0.41543,2680,4776,0.40145,0.42941
2001,Urban regions,At least once per week,0.08178,1364,14179,0.07727,0.08629
2001,Urban regions,At least once per month,0.07685,1375,14179,0.07246,0.08123
2001,Urban regions,Seldom,0.24846,4346,14179,0.24135,0.25557
2001,Urban regions,Never,0.41209,7094,14179,0.40399,0.42019
2001,Rural regions,At least once per week,0.08100,664,7572,0.07485,0.08714
2001,Rural regions,At least once per month,0.08151,731,7572,0.07534,0.08767
2001,Rural regions,Seldom,0.23795,2096,7572,0.22836,0.24754
2001,Rural regions,Never,0.42302,4081,7572,0.41189,0.43415
2003,Urban regions,At least once per week,0.08534,1418,14632,0.08081,0.08986
2003,Urban regions,At least once per month,0.07833,1451,14632,0.07397,0.08268
2003,Urban regions,Seldom,0.25396,4622,14632,0.24691,0.26102
2003,Urban regions,Never,0.40709,7141,14632,0.39913,0.41505
2003,Rural regions,At least once per week,0.07504,617,7392,0.06903,0.08104
2003,Rural regions,At least once per month,0.07558,644,7392,0.06955,0.08161
2003,Rural regions,Seldom,0.24118,2057,7392,0.23143,0.25093
2003,Rural regions,Never,0.43831,4074,7392,0.42700,0.44962
2005,Urban regions,At least once per week,0.07782,1226,13673,0.07333,0.08231
2005,Urban regions,At least once per month,0.07269,1286,13673,0.06834,0.07704
2005,Urban regions,Seldom,0.25779,4352,13673,0.25046,0.26512
2005,Urban regions,Never,0.42576,6809,13673,0.41747,0.43405
2005,Rural regions,At least once per week,0.07000,535,6911,0.06399,0.07602
2005,Rural regions,At least once per month,0.07334,612,6911,0.06719,0.07949
2005,Rural regions,Seldom,0.24992,1947,6911,0.23971,0.26013
2005,Rural regions,Never,0.44509,3817,6911,0.43338,0.45681
2007,Urban regions,At least once per week,0.07288,1208,13380,0.06848,0.07729
2007,Urban regions,At least once per month,0.06904,1184,13380,0.06475,0.07334
2007,Urban regions,Seldom,0.24415,4140,13380,0.23687,0.25143
2007,Urban regions,Never,0.44017,6848,13380,0.43176,0.44858
2007,Rural regions,At least once per week,0.06777,556,7024,0.06190,0.07365
2007,Rural regions,At least once per month,0.07572,647,7024,0.06953,0.08191
2007,Rural regions,Seldom,0.22268,1860,7024,0.21295,0.23241
2007,Rural regions,Never,0.46649,3961,7024,0.45482,0.47815
2008,Urban regions,At least once per week,0.06944,1082,12613,0.06500,0.07388
2008,Urban regions,At least once per month,0.06962,1105,12613,0.06518,0.07407
2008,Urban regions,Seldom,0.25451,3986,12613,0.24691,0.26212
2008,Urban regions,Never,0.43942,6440,12613,0.43075,0.44808
2008,Rural regions,At least once per week,0.06715,492,6621,0.06112,0.07317
2008,Rural regions,At least once per month,0.07642,640,6621,0.07002,0.08282
2008,Rural regions,Seldom,0.23694,1820,6621,0.22669,0.24718
2008,Rural regions,Never,0.46030,3669,6621,0.44829,0.47230
2009,Urban regions,At least once per week,0.06589,961,11625,0.06138,0.07040
2009,Urban regions,At least once per month,0.06693,1016,11625,0.06239,0.07147
2009,Urban regions,Seldom,0.24544,3568,11625,0.23762,0.25326
2009,Urban regions,Never,0.45649,6080,11625,0.44743,0.46554
2009,Rural regions,At least once per week,0.06002,442,6300,0.05415,0.06588
2009,Rural regions,At least once per month,0.07821,573,6300,0.07157,0.08484
2009,Rural regions,Seldom,0.24000,1718,6300,0.22945,0.25055
2009,Rural regions,Never,0.46300,3567,6300,0.45068,0.47531
2011,Urban regions,At least once per week,0.07033,1646,18117,0.06661,0.07405
2011,Urban regions,At least once per month,0.06798,1690,18117,0.06432,0.07165
2011,Urban regions,Seldom,0.22863,5032,18117,0.22252,0.23475
2011,Urban regions,Never,0.46627,9749,18117,0.45901,0.47354
2011,Rural regions,At least once per week,0.06043,775,10176,0.05580,0.06506
2011,Rural regions,At least once per month,0.07952,1045,10176,0.07426,0.08478
2011,Rural regions,Seldom,0.22028,2584,10176,0.21223,0.22834
2011,Rural regions,Never,0.47638,5772,10176,0.46668,0.48609
2013,Urban regions,At least once per week,0.06280,1385,16110,0.05906,0.06655
2013,Urban regions,At least once per month,0.05719,1441,16110,0.05360,0.06078
2013,Urban regions,Seldom,0.20322,4471,16110,0.19700,0.20943
2013,Urban regions,Never,0.41899,8813,16110,0.41137,0.42661
2013,Rural regions,At least once per week,0.06133,751,9271,0.05644,0.06621
2013,Rural regions,At least once per month,0.07606,922,9271,0.07066,0.08145
2013,Rural regions,Seldom,0.20307,2416,9271,0.19488,0.21126
2013,Rural regions,Never,0.45184,5182,9271,0.44171,0.46197
2015,Urban regions,At least once per week,0.06896,1454,17424,0.06520,0.07272
2015,Urban regions,At least once per month,0.06368,1572,17424,0.06006,0.06731
2015,Urban regions,Seldom,0.21555,4538,17424,0.20944,0.22166
2015,Urban regions,Never,0.49120,9860,17424,0.48378,0.49862
2015,Rural regions,At least once per week,0.05685,660,9273,0.05214,0.06156
2015,Rural regions,At least once per month,0.06796,884,9273,0.06283,0.07308
2015,Rural regions,Seldom,0.21547,2332,9273,0.20711,0.22384
2015,Rural regions,Never,0.50430,5397,9273,0.49412,0.51448
2017,Urban regions,At least once per week,0.06771,1922,19835,0.06421,0.07120
2017,Urban regions,At least once per month,0.06622,1704,19835,0.06276,0.06968
2017,Urban regions,Seldom,0.20242,4682,19835,0.19683,0.20801
2017,Urban regions,Never,0.49822,11527,19835,0.49127,0.50518
2017,Rural regions,At least once per week,0.05839,797,10570,0.05392,0.06286
2017,Rural regions,At least once per month,0.07490,931,10570,0.06988,0.07992
2017,Rural regions,Seldom,0.20488,2494,10570,0.19719,0.21258
2017,Rural regions,Never,0.50067,6348,10570,0.49113,0.51020
2018,Urban regions,At least once per week,0.00113,414,2312,-0.00024,0.00249
2018,Urban regions,At least once per month,0.00061,206,2312,-0.00040,0.00162
2018,Urban regions,Seldom,0.00104,428,2312,-0.00028,0.00235
2018,Urban regions,Never,0.00309,1264,2312,0.00083,0.00535
2018,Rural regions,At least once per week,0.00070,114,854,-0.00107,0.00247
2018,Rural regions,At least once per month,0.00051,82,854,-0.00100,0.00202
2018,Rural regions,Seldom,0.00080,140,854,-0.00110,0.00269
2018,Rural regions,Never,0.00287,518,854,-0.00072,0.00647
2019,Urban regions,At least once per week,0.06486,1566,18553,0.06132,0.06841
2019,Urban regions,At least once per month,0.05668,1441,18553,0.05335,0.06000
2019,Urban regions,Seldom,0.21608,4818,18553,0.21016,0.22200
2019,Urban regions,Never,0.49503,10728,18553,0.48784,0.50223
2019,Rural regions,At least once per week,0.05364,681,9591,0.04913,0.05815
2019,Rural regions,At least once per month,0.07186,842,9591,0.06669,0.07703
2019,Rural regions,Seldom,0.20941,2443,9591,0.20127,0.21755
2019,Rural regions,Never,0.50102,5625,9591,0.49101,0.51103
