year,age_gr,migback,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,66 and older,No migration background,At least once per month,0.11331,147,1300,0.09607,0.13055
1994,66 and older,No migration background,Seldom,0.23706,311,1300,0.21393,0.26018
1994,66 and older,No migration background,Never,0.43416,605,1300,0.40721,0.46111
1994,66 and older,Direct migration background,At least once per week,0.22293,45,144,0.15471,0.29115
1994,66 and older,Direct migration background,Seldom,0.20189,36,144,0.13610,0.26768
1994,66 and older,Direct migration background,Never,0.42253,63,144,0.34156,0.50349
1995,17-29 y.,No migration background,At least once per week,0.05723,141,2296,0.04772,0.06673
1995,17-29 y.,No migration background,At least once per month,0.06142,137,2296,0.05160,0.07124
1995,17-29 y.,No migration background,Seldom,0.25405,569,2296,0.23624,0.27187
1995,17-29 y.,No migration background,Never,0.62180,1449,2296,0.60196,0.64164
1995,17-29 y.,Direct migration background,At least once per week,0.12256,93,599,0.09628,0.14885
1995,17-29 y.,Direct migration background,At least once per month,0.11093,79,599,0.08576,0.13611
1995,17-29 y.,Direct migration background,Seldom,0.22937,152,599,0.19567,0.26306
1995,17-29 y.,Direct migration background,Never,0.52704,275,599,0.48703,0.56706
1995,17-29 y.,Indirect migration background,At least once per week,0.06606,39,441,0.04285,0.08927
1995,17-29 y.,Indirect migration background,At least once per month,0.09863,46,441,0.07077,0.12649
1995,17-29 y.,Indirect migration background,Seldom,0.27110,131,441,0.22956,0.31263
1995,17-29 y.,Indirect migration background,Never,0.56132,225,441,0.51496,0.60769
1995,30-45 y.,No migration background,At least once per week,0.06326,204,3448,0.05514,0.07139
1995,30-45 y.,No migration background,At least once per month,0.08535,262,3448,0.07602,0.09467
1995,30-45 y.,No migration background,Seldom,0.29298,933,3448,0.27779,0.30818
1995,30-45 y.,No migration background,Never,0.55117,2049,3448,0.53457,0.56778
1995,30-45 y.,Direct migration background,At least once per week,0.15973,177,916,0.13599,0.18347
1995,30-45 y.,Direct migration background,At least once per month,0.12261,149,916,0.10136,0.14387
1995,30-45 y.,Direct migration background,Seldom,0.25896,238,916,0.23057,0.28734
1995,30-45 y.,Direct migration background,Never,0.44883,352,916,0.41660,0.48106
1995,46-65 y.,No migration background,At least once per week,0.11945,320,2894,0.10763,0.13127
1995,46-65 y.,No migration background,At least once per month,0.09176,242,2894,0.08124,0.10228
1995,46-65 y.,No migration background,Seldom,0.29715,795,2894,0.28049,0.31380
1995,46-65 y.,No migration background,Never,0.48447,1537,2894,0.46626,0.50268
1995,46-65 y.,Direct migration background,At least once per week,0.18131,218,1035,0.15783,0.20480
1995,46-65 y.,Direct migration background,At least once per month,0.14870,172,1035,0.12701,0.17038
1995,46-65 y.,Direct migration background,Seldom,0.23799,248,1035,0.21203,0.26394
1995,46-65 y.,Direct migration background,Never,0.42721,397,1035,0.39706,0.45736
1995,66 and older,No migration background,At least once per week,0.21415,256,1291,0.19176,0.23654
1995,66 and older,No migration background,At least once per month,0.11324,146,1291,0.09595,0.13053
1995,66 and older,No migration background,Seldom,0.23380,304,1291,0.21070,0.25689
1995,66 and older,No migration background,Never,0.42522,585,1291,0.39824,0.45219
1995,66 and older,Direct migration background,At least once per week,0.25097,65,187,0.18866,0.31328
1995,66 and older,Direct migration background,Seldom,0.12820,37,187,0.08016,0.17625
1995,66 and older,Direct migration background,Never,0.47452,85,187,0.40276,0.54629
1996,17-29 y.,No migration background,At least once per week,0.04685,106,2164,0.03794,0.05575
1996,17-29 y.,No migration background,At least once per month,0.05637,123,2164,0.04665,0.06609
1996,17-29 y.,No migration background,Seldom,0.29542,565,2164,0.27619,0.31465
1996,17-29 y.,No migration background,Never,0.59965,1370,2164,0.57900,0.62030
1996,17-29 y.,Direct migration background,At least once per week,0.12405,76,534,0.09607,0.15204
1996,17-29 y.,Direct migration background,At least once per month,0.11225,72,534,0.08545,0.13905
1996,17-29 y.,Direct migration background,Seldom,0.24933,150,534,0.21260,0.28605
1996,17-29 y.,Direct migration background,Never,0.51397,236,534,0.47154,0.55640
1996,17-29 y.,Indirect migration background,At least once per month,0.09789,45,433,0.06987,0.12591
1996,17-29 y.,Indirect migration background,Seldom,0.34645,144,433,0.30158,0.39132
1996,17-29 y.,Indirect migration background,Never,0.51269,244,433,0.46555,0.55982
1996,30-45 y.,No migration background,At least once per week,0.06064,198,3511,0.05274,0.06853
1996,30-45 y.,No migration background,At least once per month,0.08351,261,3511,0.07435,0.09266
1996,30-45 y.,No migration background,Seldom,0.31056,1023,3511,0.29525,0.32587
1996,30-45 y.,No migration background,Never,0.54246,2029,3511,0.52598,0.55894
1996,30-45 y.,Direct migration background,At least once per week,0.15413,152,850,0.12985,0.17842
1996,30-45 y.,Direct migration background,At least once per month,0.11530,119,850,0.09382,0.13678
1996,30-45 y.,Direct migration background,Seldom,0.29163,250,850,0.26106,0.32221
1996,30-45 y.,Direct migration background,Never,0.42584,329,850,0.39258,0.45910
1996,30-45 y.,Indirect migration background,Never,0.54728,32,32,0.37205,0.72250
1996,46-65 y.,No migration background,At least once per week,0.11382,298,2897,0.10226,0.12539
1996,46-65 y.,No migration background,At least once per month,0.09355,254,2897,0.08294,0.10416
1996,46-65 y.,No migration background,Seldom,0.31389,824,2897,0.29699,0.33080
1996,46-65 y.,No migration background,Never,0.47231,1521,2897,0.45413,0.49049
1996,46-65 y.,Direct migration background,At least once per week,0.15347,170,977,0.13086,0.17608
1996,46-65 y.,Direct migration background,At least once per month,0.11771,153,977,0.09749,0.13793
1996,46-65 y.,Direct migration background,Seldom,0.25987,255,977,0.23235,0.28738
1996,46-65 y.,Direct migration background,Never,0.46301,399,977,0.43173,0.49429
1996,66 and older,No migration background,At least once per week,0.19413,227,1301,0.17263,0.21563
1996,66 and older,No migration background,At least once per month,0.10749,136,1301,0.09065,0.12432
1996,66 and older,No migration background,Seldom,0.25663,322,1301,0.23289,0.28037
1996,66 and older,No migration background,Never,0.42609,616,1301,0.39921,0.45297
1996,66 and older,Direct migration background,At least once per week,0.22669,61,196,0.16793,0.28546
1996,66 and older,Direct migration background,Seldom,0.23303,47,196,0.17370,0.29237
1996,66 and older,Direct migration background,Never,0.41916,88,196,0.34990,0.48841
1997,17-29 y.,No migration background,At least once per week,0.05158,97,2069,0.04205,0.06112
1997,17-29 y.,No migration background,At least once per month,0.06120,133,2069,0.05087,0.07154
1997,17-29 y.,No migration background,Seldom,0.29622,570,2069,0.27654,0.31590
1997,17-29 y.,No migration background,Never,0.58678,1269,2069,0.56555,0.60800
1997,17-29 y.,Direct migration background,At least once per week,0.08960,58,474,0.06386,0.11534
1997,17-29 y.,Direct migration background,At least once per month,0.08759,56,474,0.06211,0.11307
1997,17-29 y.,Direct migration background,Seldom,0.28678,149,474,0.24602,0.32754
1997,17-29 y.,Direct migration background,Never,0.52049,211,474,0.47546,0.56551
1997,17-29 y.,Indirect migration background,At least once per week,0.05886,35,474,0.03765,0.08007
1997,17-29 y.,Indirect migration background,At least once per month,0.05706,31,474,0.03615,0.07796
1997,17-29 y.,Indirect migration background,Seldom,0.31382,159,474,0.27200,0.35564
1997,17-29 y.,Indirect migration background,Never,0.56556,249,474,0.52089,0.61023
1997,30-45 y.,No migration background,At least once per week,0.05567,193,3467,0.04803,0.06330
1997,30-45 y.,No migration background,At least once per month,0.08012,247,3467,0.07108,0.08916
1997,30-45 y.,No migration background,Seldom,0.31948,1037,3467,0.30395,0.33500
1997,30-45 y.,No migration background,Never,0.54245,1990,3467,0.52587,0.55904
1997,30-45 y.,Direct migration background,At least once per week,0.14067,141,818,0.11683,0.16452
1997,30-45 y.,Direct migration background,At least once per month,0.13464,123,818,0.11124,0.15805
1997,30-45 y.,Direct migration background,Seldom,0.31177,260,818,0.28001,0.34354
1997,30-45 y.,Direct migration background,Never,0.41044,294,818,0.37670,0.44417
1997,30-45 y.,Indirect migration background,Never,0.54383,35,35,0.37640,0.71125
1997,46-65 y.,No migration background,At least once per week,0.11376,292,2876,0.10215,0.12537
1997,46-65 y.,No migration background,At least once per month,0.08828,253,2876,0.07791,0.09866
1997,46-65 y.,No migration background,Seldom,0.30533,791,2876,0.28849,0.32216
1997,46-65 y.,No migration background,Never,0.48256,1540,2876,0.46429,0.50082
1997,46-65 y.,Direct migration background,At least once per week,0.16309,181,936,0.13941,0.18677
1997,46-65 y.,Direct migration background,At least once per month,0.11117,120,936,0.09102,0.13132
1997,46-65 y.,Direct migration background,Seldom,0.26798,259,936,0.23959,0.29637
1997,46-65 y.,Direct migration background,Never,0.45527,376,936,0.42335,0.48719
1997,66 and older,No migration background,At least once per week,0.19668,233,1318,0.17521,0.21815
1997,66 and older,No migration background,At least once per month,0.09997,129,1318,0.08377,0.11618
1997,66 and older,No migration background,Seldom,0.24404,329,1318,0.22084,0.26724
1997,66 and older,No migration background,Never,0.43250,627,1318,0.40574,0.45925
1997,66 and older,Direct migration background,At least once per week,0.24460,59,202,0.18517,0.30402
1997,66 and older,Direct migration background,Seldom,0.24443,52,202,0.18502,0.30384
1997,66 and older,Direct migration background,Never,0.38967,91,202,0.32225,0.45709
1998,17-29 y.,No migration background,At least once per week,0.04300,90,2234,0.03458,0.05141
1998,17-29 y.,No migration background,At least once per month,0.05685,131,2234,0.04725,0.06646
1998,17-29 y.,No migration background,Seldom,0.28150,614,2234,0.26285,0.30016
1998,17-29 y.,No migration background,Never,0.61417,1399,2234,0.59398,0.63436
1998,17-29 y.,Direct migration background,At least once per week,0.14499,68,435,0.11186,0.17812
1998,17-29 y.,Direct migration background,At least once per month,0.08557,42,435,0.05925,0.11189
1998,17-29 y.,Direct migration background,Seldom,0.29634,135,435,0.25338,0.33930
1998,17-29 y.,Direct migration background,Never,0.47310,190,435,0.42613,0.52008
1998,17-29 y.,Indirect migration background,At least once per week,0.05812,35,483,0.03724,0.07901
1998,17-29 y.,Indirect migration background,At least once per month,0.08178,40,483,0.05732,0.10625
1998,17-29 y.,Indirect migration background,Seldom,0.32650,165,483,0.28464,0.36837
1998,17-29 y.,Indirect migration background,Never,0.52904,243,483,0.48448,0.57361
1998,30-45 y.,No migration background,At least once per week,0.06024,226,3936,0.05281,0.06768
1998,30-45 y.,No migration background,At least once per month,0.07544,296,3936,0.06719,0.08369
1998,30-45 y.,No migration background,Seldom,0.32132,1197,3936,0.30673,0.33591
1998,30-45 y.,No migration background,Never,0.53861,2217,3936,0.52303,0.55418
1998,30-45 y.,Direct migration background,At least once per week,0.16985,139,781,0.14350,0.19620
1998,30-45 y.,Direct migration background,At least once per month,0.14203,103,781,0.11753,0.16653
1998,30-45 y.,Direct migration background,Seldom,0.31175,257,781,0.27924,0.34426
1998,30-45 y.,Direct migration background,Never,0.36745,282,781,0.33362,0.40129
1998,30-45 y.,Indirect migration background,Seldom,0.30001,31,70,0.19188,0.40814
1998,30-45 y.,Indirect migration background,Never,0.49515,39,70,0.37717,0.61312
1998,46-65 y.,No migration background,At least once per week,0.10091,345,3415,0.09081,0.11101
1998,46-65 y.,No migration background,At least once per month,0.10289,326,3415,0.09270,0.11308
1998,46-65 y.,No migration background,Seldom,0.30759,1005,3415,0.29211,0.32307
1998,46-65 y.,No migration background,Never,0.47870,1739,3415,0.46194,0.49546
1998,46-65 y.,Direct migration background,At least once per week,0.18350,184,924,0.15853,0.20848
1998,46-65 y.,Direct migration background,At least once per month,0.15314,148,924,0.12990,0.17637
1998,46-65 y.,Direct migration background,Seldom,0.25431,242,924,0.22621,0.28240
1998,46-65 y.,Direct migration background,Never,0.40057,350,924,0.36896,0.43218
1998,66 and older,No migration background,At least once per week,0.19323,282,1581,0.17376,0.21270
1998,66 and older,No migration background,At least once per month,0.12783,201,1581,0.11136,0.14429
1998,66 and older,No migration background,Seldom,0.26328,416,1581,0.24157,0.28500
1998,66 and older,No migration background,Never,0.39961,682,1581,0.37546,0.42376
1998,66 and older,Direct migration background,At least once per week,0.22572,61,244,0.17315,0.27828
1998,66 and older,Direct migration background,At least once per month,0.13117,32,244,0.08872,0.17362
1998,66 and older,Direct migration background,Seldom,0.23682,59,244,0.18336,0.29027
1998,66 and older,Direct migration background,Never,0.38835,92,244,0.32707,0.44963
1999,17-29 y.,No migration background,At least once per week,0.02963,59,2116,0.02241,0.03686
1999,17-29 y.,No migration background,At least once per month,0.04420,105,2116,0.03544,0.05296
1999,17-29 y.,No migration background,Seldom,0.30676,630,2116,0.28710,0.32641
1999,17-29 y.,No migration background,Never,0.61328,1322,2116,0.59252,0.63403
1999,17-29 y.,Direct migration background,At least once per week,0.11104,47,367,0.07886,0.14323
1999,17-29 y.,Direct migration background,At least once per month,0.08273,34,367,0.05451,0.11095
1999,17-29 y.,Direct migration background,Seldom,0.34097,128,367,0.29240,0.38954
1999,17-29 y.,Direct migration background,Never,0.46268,158,367,0.41160,0.51376
1999,17-29 y.,Indirect migration background,At least once per week,0.05310,34,480,0.03302,0.07318
1999,17-29 y.,Indirect migration background,At least once per month,0.08410,35,480,0.05925,0.10896
1999,17-29 y.,Indirect migration background,Seldom,0.30349,155,480,0.26231,0.34466
1999,17-29 y.,Indirect migration background,Never,0.55809,256,480,0.51362,0.60257
1999,30-45 y.,No migration background,At least once per week,0.04959,197,3860,0.04274,0.05644
1999,30-45 y.,No migration background,At least once per month,0.07189,289,3860,0.06374,0.08004
1999,30-45 y.,No migration background,Seldom,0.33574,1207,3860,0.32084,0.35064
1999,30-45 y.,No migration background,Never,0.53907,2167,3860,0.52334,0.55480
1999,30-45 y.,Direct migration background,At least once per week,0.12846,104,738,0.10430,0.15262
1999,30-45 y.,Direct migration background,At least once per month,0.15535,102,738,0.12920,0.18151
1999,30-45 y.,Direct migration background,Seldom,0.32010,249,738,0.28642,0.35378
1999,30-45 y.,Direct migration background,Never,0.39039,283,738,0.35517,0.42561
1999,30-45 y.,Indirect migration background,Seldom,0.45456,42,81,0.34544,0.56367
1999,30-45 y.,Indirect migration background,Never,0.42726,39,81,0.31886,0.53566
1999,46-65 y.,No migration background,At least once per week,0.09998,307,3309,0.08976,0.11021
1999,46-65 y.,No migration background,At least once per month,0.09258,296,3309,0.08270,0.10246
1999,46-65 y.,No migration background,Seldom,0.32613,1005,3309,0.31015,0.34210
1999,46-65 y.,No migration background,Never,0.47641,1701,3309,0.45939,0.49343
1999,46-65 y.,Direct migration background,At least once per week,0.18788,160,843,0.16150,0.21427
1999,46-65 y.,Direct migration background,At least once per month,0.12592,127,843,0.10351,0.14833
1999,46-65 y.,Direct migration background,Seldom,0.28430,233,843,0.25383,0.31477
1999,46-65 y.,Direct migration background,Never,0.39787,323,843,0.36481,0.43093
1999,66 and older,No migration background,At least once per week,0.19703,272,1524,0.17705,0.21700
1999,66 and older,No migration background,At least once per month,0.10095,152,1524,0.08582,0.11608
1999,66 and older,No migration background,Seldom,0.27500,422,1524,0.25257,0.29743
1999,66 and older,No migration background,Never,0.41351,678,1524,0.38878,0.43824
1999,66 and older,Direct migration background,At least once per week,0.19972,55,245,0.14956,0.24988
1999,66 and older,Direct migration background,At least once per month,0.11178,36,245,0.07224,0.15131
1999,66 and older,Direct migration background,Seldom,0.25085,59,245,0.19645,0.30524
1999,66 and older,Direct migration background,Never,0.42666,95,245,0.36460,0.48872
2001,17-29 y.,No migration background,At least once per week,0.03810,115,3033,0.03129,0.04492
2001,17-29 y.,No migration background,At least once per month,0.05322,174,3033,0.04523,0.06121
2001,17-29 y.,No migration background,Seldom,0.28294,855,3033,0.26691,0.29897
2001,17-29 y.,No migration background,Never,0.61713,1889,3033,0.59982,0.63443
2001,17-29 y.,Direct migration background,At least once per week,0.10546,56,495,0.07838,0.13255
2001,17-29 y.,Direct migration background,At least once per month,0.06969,34,495,0.04724,0.09215
2001,17-29 y.,Direct migration background,Seldom,0.32558,161,495,0.28426,0.36691
2001,17-29 y.,Direct migration background,Never,0.49441,244,495,0.45032,0.53850
2001,17-29 y.,Indirect migration background,At least once per week,0.05711,36,545,0.03761,0.07661
2001,17-29 y.,Indirect migration background,At least once per month,0.06463,33,545,0.04397,0.08529
2001,17-29 y.,Indirect migration background,Seldom,0.29177,160,545,0.25357,0.32997
2001,17-29 y.,Indirect migration background,Never,0.58320,316,545,0.54177,0.62463
2001,30-45 y.,No migration background,At least once per week,0.05155,343,6074,0.04599,0.05711
2001,30-45 y.,No migration background,At least once per month,0.08167,524,6074,0.07479,0.08856
2001,30-45 y.,No migration background,Seldom,0.29875,1850,6074,0.28723,0.31026
2001,30-45 y.,No migration background,Never,0.55946,3357,6074,0.54698,0.57195
2001,30-45 y.,Direct migration background,At least once per week,0.13937,156,1032,0.11823,0.16052
2001,30-45 y.,Direct migration background,At least once per month,0.13082,132,1032,0.11023,0.15140
2001,30-45 y.,Direct migration background,Seldom,0.30190,327,1032,0.27388,0.32993
2001,30-45 y.,Direct migration background,Never,0.41469,417,1032,0.38461,0.44476
2001,30-45 y.,Indirect migration background,Seldom,0.35236,60,135,0.27147,0.43324
2001,30-45 y.,Indirect migration background,Never,0.47877,75,135,0.39418,0.56335
2001,46-65 y.,No migration background,At least once per week,0.09296,552,5964,0.08559,0.10033
2001,46-65 y.,No migration background,At least once per month,0.08717,550,5964,0.08001,0.09433
2001,46-65 y.,No migration background,Seldom,0.32083,1839,5964,0.30898,0.33268
2001,46-65 y.,No migration background,Never,0.48752,3023,5964,0.47484,0.50021
2001,46-65 y.,Direct migration background,At least once per week,0.15655,165,1037,0.13442,0.17868
2001,46-65 y.,Direct migration background,At least once per month,0.13616,159,1037,0.11528,0.15705
2001,46-65 y.,Direct migration background,Seldom,0.28497,305,1037,0.25749,0.31246
2001,46-65 y.,Direct migration background,Never,0.40886,408,1037,0.37892,0.43879
2001,66 and older,No migration background,At least once per week,0.18072,508,3022,0.16700,0.19444
2001,66 and older,No migration background,At least once per month,0.13812,430,3022,0.12582,0.15042
2001,66 and older,No migration background,Seldom,0.26206,791,3022,0.24637,0.27774
2001,66 and older,No migration background,Never,0.40662,1293,3022,0.38910,0.42414
2001,66 and older,Direct migration background,At least once per week,0.23923,77,334,0.19341,0.28506
2001,66 and older,Direct migration background,At least once per month,0.12872,50,334,0.09275,0.16469
2001,66 and older,Direct migration background,Seldom,0.24687,81,334,0.20056,0.29318
2001,66 and older,Direct migration background,Never,0.38140,126,334,0.32923,0.43357
2003,17-29 y.,No migration background,At least once per week,0.03660,120,3113,0.03000,0.04320
2003,17-29 y.,No migration background,At least once per month,0.04657,168,3113,0.03916,0.05397
2003,17-29 y.,No migration background,Seldom,0.28596,874,3113,0.27009,0.30184
2003,17-29 y.,No migration background,Never,0.62484,1951,3113,0.60782,0.64185
2003,17-29 y.,Direct migration background,At least once per week,0.10395,40,346,0.07175,0.13616
2003,17-29 y.,Direct migration background,Seldom,0.33507,131,346,0.28526,0.38488
2003,17-29 y.,Direct migration background,Never,0.48757,175,346,0.43482,0.54031
2003,17-29 y.,Indirect migration background,At least once per week,0.09020,41,501,0.06509,0.11531
2003,17-29 y.,Indirect migration background,At least once per month,0.06628,44,501,0.04447,0.08809
2003,17-29 y.,Indirect migration background,Seldom,0.25626,156,501,0.21800,0.29453
2003,17-29 y.,Indirect migration background,Never,0.57829,260,501,0.53500,0.62158
2003,30-45 y.,No migration background,At least once per week,0.04628,310,5800,0.04088,0.05169
2003,30-45 y.,No migration background,At least once per month,0.08189,498,5800,0.07483,0.08894
2003,30-45 y.,No migration background,Seldom,0.31433,1861,5800,0.30238,0.32628
2003,30-45 y.,No migration background,Never,0.55246,3131,5800,0.53967,0.56526
2003,30-45 y.,Direct migration background,At least once per week,0.13318,121,886,0.11079,0.15556
2003,30-45 y.,Direct migration background,At least once per month,0.13524,120,886,0.11271,0.15777
2003,30-45 y.,Direct migration background,Seldom,0.30641,282,886,0.27603,0.33678
2003,30-45 y.,Direct migration background,Never,0.41675,363,886,0.38427,0.44923
2003,30-45 y.,Indirect migration background,Seldom,0.33522,75,169,0.26384,0.40661
2003,30-45 y.,Indirect migration background,Never,0.48615,94,169,0.41057,0.56173
2003,46-65 y.,No migration background,At least once per week,0.08823,578,6494,0.08134,0.09513
2003,46-65 y.,No migration background,At least once per month,0.08722,588,6494,0.08035,0.09408
2003,46-65 y.,No migration background,Seldom,0.31056,1981,6494,0.29930,0.32182
2003,46-65 y.,No migration background,Never,0.50654,3347,6494,0.49437,0.51870
2003,46-65 y.,Direct migration background,At least once per week,0.15959,160,981,0.13666,0.18252
