year,pgisced97,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Pre-primary Level,At least once per week,0.17770,34,169,0.11989,0.23550
1990,Pre-primary Level,Seldom,0.36357,55,169,0.29083,0.43631
1990,Pre-primary Level,Never,0.33222,80,169,0.26099,0.40344
1990,Primary Level,At least once per week,0.14702,127,633,0.11941,0.17463
1990,Primary Level,At least once per month,0.12024,91,633,0.09488,0.14559
1990,Primary Level,Seldom,0.24121,139,633,0.20785,0.27456
1990,Primary Level,Never,0.46670,276,633,0.42781,0.50560
1990,Lower Secondary Level,At least once per week,0.17401,466,2950,0.16033,0.18769
1990,Lower Secondary Level,At least once per month,0.12609,352,2950,0.11411,0.13807
1990,Lower Secondary Level,Seldom,0.26956,788,2950,0.25354,0.28557
1990,Lower Secondary Level,Never,0.42331,1344,2950,0.40548,0.44114
1990,Upper Secondary Level,At least once per week,0.10948,697,6991,0.10216,0.11680
1990,Upper Secondary Level,At least once per month,0.09844,627,6991,0.09146,0.10543
1990,Upper Secondary Level,Seldom,0.28986,1897,6991,0.27922,0.30049
1990,Upper Secondary Level,Never,0.49445,3770,6991,0.48273,0.50617
1990,Post-secondary Non-tertiary Level,At least once per week,0.11132,41,342,0.07793,0.14470
1990,Post-secondary Non-tertiary Level,Seldom,0.28793,107,342,0.23987,0.33599
1990,Post-secondary Non-tertiary Level,Never,0.53434,194,342,0.48140,0.58729
1990,First Stage of Tertiary Education,At least once per week,0.13428,87,761,0.11004,0.15852
1990,First Stage of Tertiary Education,At least once per month,0.08685,65,761,0.06683,0.10688
1990,First Stage of Tertiary Education,Seldom,0.31415,240,761,0.28115,0.34715
1990,First Stage of Tertiary Education,Never,0.45728,369,761,0.42186,0.49270
1990,Second Stage of Tertiary Education,At least once per week,0.11292,146,1664,0.09770,0.12813
1990,Second Stage of Tertiary Education,At least once per month,0.08527,117,1664,0.07184,0.09869
1990,Second Stage of Tertiary Education,Seldom,0.26811,394,1664,0.24682,0.28940
1990,Second Stage of Tertiary Education,Never,0.51918,1007,1664,0.49516,0.54319
1992,Pre-primary Level,Seldom,0.30995,45,145,0.23442,0.38549
1992,Pre-primary Level,Never,0.47029,100,145,0.38877,0.55181
1992,Primary Level,At least once per week,0.14420,115,623,0.11659,0.17181
1992,Primary Level,At least once per month,0.09719,80,623,0.07391,0.12047
