year,quintil_oecd,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,1st Quintile,Yes,0.03050,78,2524,0.02379,0.03721
1999,1st Quintile,No,0.69858,2446,2524,0.68067,0.71648
1999,2nd Quintile,Yes,0.03669,108,2768,0.02968,0.04369
1999,2nd Quintile,No,0.73216,2660,2768,0.71566,0.74866
1999,3rd Quintile,Yes,0.05187,164,2619,0.04338,0.06037
1999,3rd Quintile,No,0.70651,2455,2619,0.68906,0.72395
1999,4th Quintile,Yes,0.07998,233,2439,0.06921,0.09074
1999,4th Quintile,No,0.67145,2206,2439,0.65281,0.69009
1999,5th Quintile,Yes,0.13912,360,1936,0.12370,0.15454
1999,5th Quintile,No,0.49794,1576,1936,0.47566,0.52022
2000,1st Quintile,Yes,0.02728,72,2527,0.02092,0.03363
2000,1st Quintile,No,0.72148,2455,2527,0.70400,0.73896
2000,2nd Quintile,Yes,0.03984,124,2632,0.03237,0.04732
2000,2nd Quintile,No,0.71484,2508,2632,0.69759,0.73209
2000,3rd Quintile,Yes,0.05560,165,2542,0.04669,0.06451
2000,3rd Quintile,No,0.71015,2377,2542,0.69251,0.72780
2000,4th Quintile,Yes,0.07640,223,2368,0.06570,0.08711
2000,4th Quintile,No,0.67167,2145,2368,0.65275,0.69059
2000,5th Quintile,Yes,0.13885,353,1857,0.12312,0.15458
2000,5th Quintile,No,0.48736,1504,1857,0.46462,0.51010
2001,1st Quintile,Yes,0.02211,94,3755,0.01740,0.02681
2001,1st Quintile,No,0.71708,3661,3755,0.70267,0.73148
2001,2nd Quintile,Yes,0.04030,196,4160,0.03433,0.04628
2001,2nd Quintile,No,0.71059,3964,4160,0.69681,0.72437
2001,3rd Quintile,Yes,0.06726,344,4233,0.05971,0.07480
2001,3rd Quintile,No,0.70626,3889,4233,0.69254,0.71998
2001,4th Quintile,Yes,0.09220,461,4015,0.08325,0.10115
2001,4th Quintile,No,0.65718,3554,4015,0.64250,0.67187
2001,5th Quintile,Yes,0.13290,624,3220,0.12117,0.14463
2001,5th Quintile,No,0.49228,2596,3220,0.47501,0.50955
2002,1st Quintile,Yes,0.02717,102,3376,0.02168,0.03265
2002,1st Quintile,No,0.72437,3274,3376,0.70929,0.73944
2002,2nd Quintile,Yes,0.04385,194,3768,0.03731,0.05038
2002,2nd Quintile,No,0.72421,3574,3768,0.70994,0.73848
2002,3rd Quintile,Yes,0.06383,305,3740,0.05600,0.07167
2002,3rd Quintile,No,0.69377,3435,3740,0.67900,0.70855
2002,4th Quintile,Yes,0.09248,427,3849,0.08332,0.10163
2002,4th Quintile,No,0.66995,3422,3849,0.65509,0.68480
2002,5th Quintile,Yes,0.14606,748,3661,0.13461,0.15750
2002,5th Quintile,No,0.53367,2913,3661,0.51751,0.54983
2003,1st Quintile,Yes,0.02390,101,3305,0.01869,0.02911
2003,1st Quintile,No,0.73362,3204,3305,0.71854,0.74869
2003,2nd Quintile,Yes,0.04915,221,3724,0.04221,0.05610
2003,2nd Quintile,No,0.72328,3503,3724,0.70891,0.73765
2003,3rd Quintile,Yes,0.06329,295,3754,0.05550,0.07108
2003,3rd Quintile,No,0.69017,3459,3754,0.67537,0.70496
2003,4th Quintile,Yes,0.10411,494,3876,0.09450,0.11373
2003,4th Quintile,No,0.65750,3382,3876,0.64256,0.67244
2003,5th Quintile,Yes,0.14329,1029,4177,0.13266,0.15391
2003,5th Quintile,No,0.47756,3148,4177,0.46241,0.49271
2004,1st Quintile,Yes,0.03030,118,3145,0.02431,0.03629
2004,1st Quintile,No,0.72742,3027,3145,0.71186,0.74299
2004,2nd Quintile,Yes,0.05816,232,3643,0.05056,0.06576
2004,2nd Quintile,No,0.71416,3411,3643,0.69948,0.72883
2004,3rd Quintile,Yes,0.06537,333,3711,0.05741,0.07332
2004,3rd Quintile,No,0.69859,3378,3711,0.68382,0.71336
2004,4th Quintile,Yes,0.10159,485,3785,0.09196,0.11121
2004,4th Quintile,No,0.65800,3300,3785,0.64288,0.67311
2004,5th Quintile,Yes,0.15886,1071,4044,0.14759,0.17013
2004,5th Quintile,No,0.46673,2973,4044,0.45135,0.48211
2005,1st Quintile,Yes,0.03762,130,3029,0.03084,0.04439
2005,1st Quintile,No,0.71966,2899,3029,0.70366,0.73566
2005,2nd Quintile,Yes,0.06412,263,3491,0.05599,0.07225
2005,2nd Quintile,No,0.72146,3228,3491,0.70659,0.73634
2005,3rd Quintile,Yes,0.08002,357,3464,0.07098,0.08905
2005,3rd Quintile,No,0.68039,3107,3464,0.66485,0.69592
2005,4th Quintile,Yes,0.11600,556,3747,0.10575,0.12626
2005,4th Quintile,No,0.65266,3191,3747,0.63742,0.66791
2005,5th Quintile,Yes,0.16336,1012,3763,0.15155,0.17518
2005,5th Quintile,No,0.45028,2751,3763,0.43438,0.46617
2006,1st Quintile,Yes,0.03836,144,2827,0.03128,0.04545
2006,1st Quintile,No,0.72110,2683,2827,0.70456,0.73763
2006,2nd Quintile,Yes,0.07043,287,3169,0.06152,0.07934
2006,2nd Quintile,No,0.69612,2882,3169,0.68010,0.71213
2006,3rd Quintile,Yes,0.10169,417,3334,0.09143,0.11196
2006,3rd Quintile,No,0.66733,2917,3334,0.65134,0.68333
2006,4th Quintile,Yes,0.13373,619,3420,0.12232,0.14514
2006,4th Quintile,No,0.60959,2801,3420,0.59324,0.62595
2006,5th Quintile,Yes,0.17018,1052,3594,0.15789,0.18246
2006,5th Quintile,No,0.44650,2542,3594,0.43024,0.46275
2007,1st Quintile,Yes,0.04551,180,3061,0.03812,0.05289
2007,1st Quintile,No,0.72151,2881,3061,0.70563,0.73739
2007,2nd Quintile,Yes,0.07894,331,3358,0.06982,0.08807
2007,2nd Quintile,No,0.67737,3027,3358,0.66156,0.69319
2007,3rd Quintile,Yes,0.11251,505,3577,0.10215,0.12287
2007,3rd Quintile,No,0.65753,3072,3577,0.64198,0.67308
2007,4th Quintile,Yes,0.14676,721,3668,0.13531,0.15821
2007,4th Quintile,No,0.59281,2947,3668,0.57691,0.60872
2007,5th Quintile,Yes,0.19153,1178,3650,0.17876,0.20430
2007,5th Quintile,No,0.41606,2472,3650,0.40007,0.43205
2008,1st Quintile,Yes,0.05355,179,2873,0.04531,0.06178
2008,1st Quintile,No,0.71498,2694,2873,0.69847,0.73149
2008,2nd Quintile,Yes,0.09828,394,3236,0.08803,0.10854
2008,2nd Quintile,No,0.68174,2842,3236,0.66569,0.69779
2008,3rd Quintile,Yes,0.14184,650,3541,0.13034,0.15333
2008,3rd Quintile,No,0.64078,2891,3541,0.62497,0.65658
2008,4th Quintile,Yes,0.17216,732,3321,0.15932,0.18501
2008,4th Quintile,No,0.57519,2589,3321,0.55837,0.59200
2008,5th Quintile,Yes,0.22231,1237,3494,0.20852,0.23610
2008,5th Quintile,No,0.40156,2257,3494,0.38530,0.41782
2010,1st Quintile,Yes,0.05883,169,2485,0.04958,0.06809
2010,1st Quintile,No,0.82664,2316,2485,0.81176,0.84153
2010,2nd Quintile,Yes,0.10920,364,2890,0.09783,0.12058
2010,2nd Quintile,No,0.75953,2526,2890,0.74394,0.77511
2010,3rd Quintile,Yes,0.15711,604,2992,0.14406,0.17015
2010,3rd Quintile,No,0.68106,2388,2992,0.66436,0.69776
2010,4th Quintile,Yes,0.20366,791,2923,0.18905,0.21826
2010,4th Quintile,No,0.55067,2132,2923,0.53264,0.56871
2010,5th Quintile,Yes,0.25046,1092,2828,0.23449,0.26644
2010,5th Quintile,No,0.38492,1736,2828,0.36698,0.40285
2011,1st Quintile,Yes,0.04604,193,2388,0.03763,0.05444
2011,1st Quintile,No,0.59048,2195,2388,0.57075,0.61021
2011,2nd Quintile,Yes,0.08906,358,2608,0.07812,0.09999
2011,2nd Quintile,No,0.60410,2250,2608,0.58532,0.62287
2011,3rd Quintile,Yes,0.15019,603,2849,0.13707,0.16331
2011,3rd Quintile,No,0.57588,2246,2849,0.55773,0.59403
2011,4th Quintile,Yes,0.19063,796,2713,0.17584,0.20541
2011,4th Quintile,No,0.47642,1917,2713,0.45762,0.49522
2011,5th Quintile,Yes,0.23414,1044,2636,0.21797,0.25031
2011,5th Quintile,No,0.34547,1592,2636,0.32731,0.36362
2012,1st Quintile,Yes,0.06106,450,5199,0.05455,0.06757
2012,1st Quintile,No,0.71022,4749,5199,0.69789,0.72256
2012,2nd Quintile,Yes,0.10789,798,4747,0.09906,0.11671
2012,2nd Quintile,No,0.68141,3949,4747,0.66815,0.69466
2012,3rd Quintile,Yes,0.16759,1049,4434,0.15659,0.17859
2012,3rd Quintile,No,0.60777,3385,4434,0.59340,0.62215
2012,4th Quintile,Yes,0.21704,1214,4015,0.20429,0.22980
2012,4th Quintile,No,0.51621,2801,4015,0.50075,0.53167
2012,5th Quintile,Yes,0.23955,1368,3369,0.22514,0.25397
2012,5th Quintile,No,0.36078,2001,3369,0.34456,0.37700
2013,1st Quintile,Yes,0.06356,275,2998,0.05482,0.07229
2013,1st Quintile,No,0.61869,2723,2998,0.60130,0.63608
2013,2nd Quintile,Yes,0.10410,500,3288,0.09366,0.11454
2013,2nd Quintile,No,0.60308,2788,3288,0.58635,0.61980
2013,3rd Quintile,Yes,0.17093,841,3333,0.15815,0.18371
2013,3rd Quintile,No,0.56546,2492,3333,0.54863,0.58229
2013,4th Quintile,Yes,0.22715,1047,3291,0.21283,0.24147
2013,4th Quintile,No,0.46381,2244,3291,0.44677,0.48085
2013,5th Quintile,Yes,0.24077,1323,3152,0.22584,0.25570
2013,5th Quintile,No,0.33884,1829,3152,0.32231,0.35536
2014,1st Quintile,Yes,0.06301,465,5682,0.05669,0.06933
2014,1st Quintile,No,0.70808,5217,5682,0.69626,0.71990
2014,2nd Quintile,Yes,0.12116,820,5298,0.11237,0.12995
2014,2nd Quintile,No,0.66247,4478,5298,0.64973,0.67520
2014,3rd Quintile,Yes,0.19189,1177,4770,0.18072,0.20307
2014,3rd Quintile,No,0.58426,3593,4770,0.57027,0.59825
2014,4th Quintile,Yes,0.24021,1390,4379,0.22756,0.25287
2014,4th Quintile,No,0.49442,2989,4379,0.47961,0.50923
2014,5th Quintile,Yes,0.25665,1514,3579,0.24233,0.27096
2014,5th Quintile,No,0.35460,2065,3579,0.33892,0.37028
2016,1st Quintile,Yes,0.05730,307,4879,0.05078,0.06382
2016,1st Quintile,No,0.69470,4572,4879,0.68178,0.70763
2016,2nd Quintile,Yes,0.10203,680,4896,0.09355,0.11051
2016,2nd Quintile,No,0.69514,4216,4896,0.68224,0.70804
2016,3rd Quintile,Yes,0.15759,921,4275,0.14667,0.16851
2016,3rd Quintile,No,0.61720,3354,4275,0.60263,0.63177
2016,4th Quintile,Yes,0.22954,1170,3904,0.21634,0.24273
2016,4th Quintile,No,0.51211,2734,3904,0.49642,0.52779
2016,5th Quintile,Yes,0.23565,1266,3245,0.22105,0.25026
2016,5th Quintile,No,0.36852,1979,3245,0.35192,0.38512
2018,1st Quintile,Yes,0.06093,313,4591,0.05401,0.06785
2018,1st Quintile,No,0.67600,4278,4591,0.66246,0.68954
2018,2nd Quintile,Yes,0.11506,735,4923,0.10615,0.12398
2018,2nd Quintile,No,0.67455,4188,4923,0.66146,0.68764
2018,3rd Quintile,Yes,0.17846,1034,4393,0.16713,0.18978
2018,3rd Quintile,No,0.59674,3359,4393,0.58224,0.61125
2018,4th Quintile,Yes,0.21812,1195,3984,0.20530,0.23095
2018,4th Quintile,No,0.52734,2789,3984,0.51183,0.54284
2018,5th Quintile,Yes,0.24732,1366,3456,0.23293,0.26170
2018,5th Quintile,No,0.37128,2090,3456,0.35517,0.38739
2020,1st Quintile,Yes,0.06221,315,4098,0.05482,0.06961
2020,1st Quintile,No,0.68275,3783,4098,0.66850,0.69700
2020,2nd Quintile,Yes,0.12908,723,4469,0.11925,0.13891
2020,2nd Quintile,No,0.64648,3746,4469,0.63247,0.66050
2020,3rd Quintile,Yes,0.18519,984,3868,0.17294,0.19743
2020,3rd Quintile,No,0.57971,2884,3868,0.56415,0.59527
2020,4th Quintile,Yes,0.21750,1177,3775,0.20434,0.23066
2020,4th Quintile,No,0.51447,2598,3775,0.49853,0.53042
2020,5th Quintile,Yes,0.23118,1573,3810,0.21780,0.24457
2020,5th Quintile,No,0.38423,2237,3810,0.36878,0.39968
2022,1st Quintile,Yes,0.07878,278,2750,0.06871,0.08885
2022,1st Quintile,No,0.64710,2472,2750,0.62923,0.66496
2022,2nd Quintile,Yes,0.16043,566,2824,0.14690,0.17397
2022,2nd Quintile,No,0.62377,2258,2824,0.60590,0.64164
2022,3rd Quintile,Yes,0.20370,741,2611,0.18825,0.21915
2022,3rd Quintile,No,0.55217,1870,2611,0.53309,0.57125
2022,4th Quintile,Yes,0.23738,852,2491,0.22067,0.25409
2022,4th Quintile,No,0.45801,1639,2491,0.43844,0.47758
2022,5th Quintile,Yes,0.25263,1105,2557,0.23579,0.26948
2022,5th Quintile,No,0.34803,1452,2557,0.32956,0.36650
