"ple0098_v5","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1999","(noch) kein Abschluss","Saarland","","","",""
"Nein","1999","(noch) kein Abschluss","Berlin","21","","",""
"Nein","1999","(noch) kein Abschluss","Brandenburg","15","","",""
"Nein","1999","(noch) kein Abschluss","Mecklenburg-Vorpommern","11","","",""
"Nein","1999","(noch) kein Abschluss","Sachsen","32","0.910723431204636","0.816257313105142","1.00518954930413"
"Nein","1999","(noch) kein Abschluss","Sachsen-Anhalt","18","","",""
"Nein","1999","(noch) kein Abschluss","Thueringen","19","","",""
"Nein","1999","Hauptschule","Schleswig-Holstein","127","","",""
"Nein","1999","Hauptschule","Hamburg","62","0.966158508545401","0.921858170225606","1.0104588468652"
"Nein","1999","Hauptschule","Niedersachsen","466","0.9199407876726","0.896009271702359","0.943872303642841"
"Nein","1999","Hauptschule","Bremen","39","0.969116404470927","0.916161271463245","1.02207153747861"
"Nein","1999","Hauptschule","Nordrhein-Westfalen","1087","","",""
"Nein","1999","Hauptschule","Hessen","376","0.958548444155757","0.938790708816217","0.978306179495296"
"Nein","1999","Hauptschule","Rheinland-Pfalz,Saarland","413","0.960297277965986","0.941820236415706","0.978774319516266"
"Nein","1999","Hauptschule","Baden-Wuerttemberg","810","0.934425360600527","0.917881413630411","0.950969307570644"
"Nein","1999","Hauptschule","Bayern","791","0.903749787187869","0.884106503071349","0.923393071304389"
"Nein","1999","Hauptschule","Saarland","","","",""
"Nein","1999","Hauptschule","Berlin","112","","",""
"Nein","1999","Hauptschule","Brandenburg","170","","",""
"Nein","1999","Hauptschule","Mecklenburg-Vorpommern","102","","",""
"Nein","1999","Hauptschule","Sachsen","343","0.987000692704413","0.975133912383234","0.998867473025591"
"Nein","1999","Hauptschule","Sachsen-Anhalt","231","","",""
"Nein","1999","Hauptschule","Thueringen","246","","",""
"Nein","1999","Realschule","Schleswig-Holstein","73","0.93259674101528","0.87622925194139","0.988964230089171"
"Nein","1999","Realschule","Hamburg","21","","",""
"Nein","1999","Realschule","Niedersachsen","243","","",""
"Nein","1999","Realschule","Bremen","15","","",""
"Nein","1999","Realschule","Nordrhein-Westfalen","375","0.824357726138205","0.788803262246356","0.859912190030054"
"Nein","1999","Realschule","Hessen","128","","",""
"Nein","1999","Realschule","Rheinland-Pfalz,Saarland","106","","",""
"Nein","1999","Realschule","Baden-Wuerttemberg","214","","",""
"Nein","1999","Realschule","Bayern","262","","",""
"Nein","1999","Realschule","Saarland","","","",""
"Nein","1999","Realschule","Berlin","126","","",""
"Nein","1999","Realschule","Brandenburg","199","","",""
"Nein","1999","Realschule","Mecklenburg-Vorpommern","138","","",""
"Nein","1999","Realschule","Sachsen","389","0.924110575796013","0.898631912372475","0.94958923921955"
"Nein","1999","Realschule","Sachsen-Anhalt","216","","",""
"Nein","1999","Realschule","Thueringen","251","","",""
"Nein","1999","(Fach-)Abitur","Schleswig-Holstein","24","","",""
"Nein","1999","(Fach-)Abitur","Hamburg","17","","",""
"Nein","1999","(Fach-)Abitur","Niedersachsen","86","0.882960181020192","0.818986755821537","0.946933606218848"
"Nein","1999","(Fach-)Abitur","Bremen","9","1","1","1"
"Nein","1999","(Fach-)Abitur","Nordrhein-Westfalen","224","","",""
"Nein","1999","(Fach-)Abitur","Hessen","59","0.791719531094037","0.695202581546185","0.888236480641889"
"Nein","1999","(Fach-)Abitur","Rheinland-Pfalz,Saarland","34","0.942479387865683","0.86642145449677","1.0185373212346"
"Nein","1999","(Fach-)Abitur","Baden-Wuerttemberg","121","","",""
"Nein","1999","(Fach-)Abitur","Bayern","96","0.808962761976708","0.737113476841671","0.880812047111744"
"Nein","1999","(Fach-)Abitur","Saarland","","","",""
"Nein","1999","(Fach-)Abitur","Berlin","38","0.985320355447833","0.94757510730303","1.02306560359264"
"Nein","1999","(Fach-)Abitur","Brandenburg","19","","",""
"Nein","1999","(Fach-)Abitur","Mecklenburg-Vorpommern","17","","",""
"Nein","1999","(Fach-)Abitur","Sachsen","53","0.953922621552861","0.899496032436442","1.00834921066928"
"Nein","1999","(Fach-)Abitur","Sachsen-Anhalt","31","0.986647461137566","0.946879252505802","1.02641566976933"
"Nein","1999","(Fach-)Abitur","Thueringen","28","","",""
"Nein","1999","AkademikerIn","Schleswig-Holstein","15","","",""
"Nein","1999","AkademikerIn","Hamburg","8","0.894730062610727","0.694225142770661","1.09523498245079"
"Nein","1999","AkademikerIn","Niedersachsen","64","0.792318231006524","0.702295993866636","0.882340468146413"
"Nein","1999","AkademikerIn","Bremen","8","1","1","1"
"Nein","1999","AkademikerIn","Nordrhein-Westfalen","167","","",""
"Nein","1999","AkademikerIn","Hessen","74","0.794421503228355","0.710462470553427","0.878380535903284"
"Nein","1999","AkademikerIn","Rheinland-Pfalz,Saarland","35","0.992319359865629","0.963801214297398","1.02083750543386"
"Nein","1999","AkademikerIn","Baden-Wuerttemberg","83","0.828821655283517","0.753474401052554","0.904168909514481"
"Nein","1999","AkademikerIn","Bayern","112","","",""
"Nein","1999","AkademikerIn","Saarland","","","",""
"Nein","1999","AkademikerIn","Berlin","114","","",""
"Nein","1999","AkademikerIn","Brandenburg","129","","",""
"Nein","1999","AkademikerIn","Mecklenburg-Vorpommern","82","1","1","1"
"Nein","1999","AkademikerIn","Sachsen","207","","",""
"Nein","1999","AkademikerIn","Sachsen-Anhalt","128","","",""
"Nein","1999","AkademikerIn","Thueringen","116","","",""
"Ja","2000","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ja","2000","(noch) kein Abschluss","Hamburg","","","",""
"Ja","2000","(noch) kein Abschluss","Niedersachsen","3","","",""
"Ja","2000","(noch) kein Abschluss","Bremen","","","",""
"Ja","2000","(noch) kein Abschluss","Nordrhein-Westfalen","14","","",""
"Ja","2000","(noch) kein Abschluss","Hessen","1","","",""
"Ja","2000","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Ja","2000","(noch) kein Abschluss","Baden-Wuerttemberg","2","","",""
"Ja","2000","(noch) kein Abschluss","Bayern","8","0.106597044859193","0.0381117918460242","0.175082297872362"
"Ja","2000","(noch) kein Abschluss","Saarland","","","",""
"Ja","2000","(noch) kein Abschluss","Berlin","3","","",""
"Ja","2000","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","2000","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","2000","(noch) kein Abschluss","Sachsen","2","","",""
"Ja","2000","(noch) kein Abschluss","Sachsen-Anhalt","1","","",""
"Ja","2000","(noch) kein Abschluss","Thueringen","1","","",""
"Ja","2000","Hauptschule","Schleswig-Holstein","17","","",""
"Ja","2000","Hauptschule","Hamburg","4","0.0268124815484901","-0.0040847958456829","0.057709758942663"
"Ja","2000","Hauptschule","Niedersachsen","56","0.0708015278895425","0.0540256413151133","0.0875774144639716"
"Ja","2000","Hauptschule","Bremen","5","0.0651612183839727","0.0120639715043454","0.1182584652636"
"Ja","2000","Hauptschule","Nordrhein-Westfalen","195","","",""
"Ja","2000","Hauptschule","Hessen","29","","",""
"Ja","2000","Hauptschule","Rheinland-Pfalz,Saarland","27","","",""
"Ja","2000","Hauptschule","Baden-Wuerttemberg","85","0.073280013638122","0.0596730999508726","0.0868869273253714"
"Ja","2000","Hauptschule","Bayern","122","","",""
"Ja","2000","Hauptschule","Saarland","","","",""
"Ja","2000","Hauptschule","Berlin","8","0.0377390942296576","0.0100534550705412","0.0654247333887741"
"Ja","2000","Hauptschule","Brandenburg","4","0.00997765587208657","-0.00148105940712588","0.021436371151299"
"Ja","2000","Hauptschule","Mecklenburg-Vorpommern","2","","",""
"Ja","2000","Hauptschule","Sachsen","6","0.0109615051912204","0.00202081751590494","0.0199021928665359"
"Ja","2000","Hauptschule","Sachsen-Anhalt","4","0.0124924625720172","0.00111352312345874","0.0238714020205757"
"Ja","2000","Hauptschule","Thueringen","8","0.0302109541374635","0.0124304549355743","0.0479914533393527"
"Ja","2000","Realschule","Schleswig-Holstein","17","","",""
"Ja","2000","Realschule","Hamburg","7","0.0816874273324925","0.0192844795088487","0.144090375156136"
"Ja","2000","Realschule","Niedersachsen","61","0.123247603611486","0.0944632188837604","0.152031988339212"
"Ja","2000","Realschule","Bremen","3","","",""
"Ja","2000","Realschule","Nordrhein-Westfalen","149","","",""
"Ja","2000","Realschule","Hessen","37","0.129214198497563","0.0938697808672892","0.164558616127837"
"Ja","2000","Realschule","Rheinland-Pfalz,Saarland","34","0.135933607543772","0.09378645772633","0.178080757361213"
"Ja","2000","Realschule","Baden-Wuerttemberg","89","0.179759055857983","0.146268796312254","0.213249315403711"
"Ja","2000","Realschule","Bayern","103","","",""
"Ja","2000","Realschule","Saarland","","","",""
"Ja","2000","Realschule","Berlin","11","","",""
"Ja","2000","Realschule","Brandenburg","18","","",""
"Ja","2000","Realschule","Mecklenburg-Vorpommern","7","0.0593016645692385","0.0281622399261595","0.0904410892123175"
"Ja","2000","Realschule","Sachsen","35","0.0661582172543354","0.0474899898382345","0.0848264446704364"
"Ja","2000","Realschule","Sachsen-Anhalt","11","","",""
"Ja","2000","Realschule","Thueringen","24","","",""
"Ja","2000","(Fach-)Abitur","Schleswig-Holstein","4","0.0968965283120662","0.0149017958276867","0.178891260796446"
"Ja","2000","(Fach-)Abitur","Hamburg","2","","",""
"Ja","2000","(Fach-)Abitur","Niedersachsen","20","","",""
"Ja","2000","(Fach-)Abitur","Bremen","1","","",""
"Ja","2000","(Fach-)Abitur","Nordrhein-Westfalen","90","0.157006430391733","0.127296085034165","0.1867167757493"
"Ja","2000","(Fach-)Abitur","Hessen","17","","",""
"Ja","2000","(Fach-)Abitur","Rheinland-Pfalz,Saarland","13","","",""
"Ja","2000","(Fach-)Abitur","Baden-Wuerttemberg","27","","",""
"Ja","2000","(Fach-)Abitur","Bayern","34","0.139572651925841","0.0947867380087738","0.184358565842908"
"Ja","2000","(Fach-)Abitur","Saarland","","","",""
"Ja","2000","(Fach-)Abitur","Berlin","7","0.0731869716797879","0.0153888475478647","0.130985095811711"
"Ja","2000","(Fach-)Abitur","Brandenburg","3","","",""
"Ja","2000","(Fach-)Abitur","Mecklenburg-Vorpommern","2","","",""
"Ja","2000","(Fach-)Abitur","Sachsen","2","","",""
"Ja","2000","(Fach-)Abitur","Sachsen-Anhalt","5","0.0979638788677718","0.0278234371855514","0.168104320549992"
"Ja","2000","(Fach-)Abitur","Thueringen","4","0.0881002685060043","0.011061633516048","0.165138903495961"
"Ja","2000","AkademikerIn","Schleswig-Holstein","9","0.18640646651919","0.082537588071232","0.290275344967148"
"Ja","2000","AkademikerIn","Hamburg","6","0.156502415889457","0.0439070439434981","0.269097787835415"
"Ja","2000","AkademikerIn","Niedersachsen","25","","",""
"Ja","2000","AkademikerIn","Bremen","1","","",""
"Ja","2000","AkademikerIn","Nordrhein-Westfalen","137","","",""
"Ja","2000","AkademikerIn","Hessen","37","0.21147156513075","0.154156940218019","0.268786190043482"
"Ja","2000","AkademikerIn","Rheinland-Pfalz,Saarland","6","0.0794322438088631","0.0216047004439547","0.137259787173771"
"Ja","2000","AkademikerIn","Baden-Wuerttemberg","61","0.259810037853907","0.206709734263879","0.312910341443935"
"Ja","2000","AkademikerIn","Bayern","64","0.210235191662009","0.162249716131944","0.258220667192074"
"Ja","2000","AkademikerIn","Saarland","","","",""
"Ja","2000","AkademikerIn","Berlin","21","","",""
"Ja","2000","AkademikerIn","Brandenburg","19","","",""
"Ja","2000","AkademikerIn","Mecklenburg-Vorpommern","1","","",""
"Ja","2000","AkademikerIn","Sachsen","21","","",""
"Ja","2000","AkademikerIn","Sachsen-Anhalt","7","0.0321849148112972","0.0085385938647845","0.05583123575781"
"Ja","2000","AkademikerIn","Thueringen","7","0.0436684990982292","0.0117026217933969","0.0756343764030615"
"Nein","2000","(noch) kein Abschluss","Schleswig-Holstein","23","","",""
"Nein","2000","(noch) kein Abschluss","Hamburg","6","1","1","1"
"Nein","2000","(noch) kein Abschluss","Niedersachsen","59","0.908255029512219","0.836401635880607","0.98010842314383"
"Nein","2000","(noch) kein Abschluss","Bremen","4","1","1","1"
"Nein","2000","(noch) kein Abschluss","Nordrhein-Westfalen","213","","",""
"Nein","2000","(noch) kein Abschluss","Hessen","69","0.966099013873477","0.923703875598747","1.00849415214821"
"Nein","2000","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","42","0.977757650246255","0.933679860661025","1.02183543983149"
"Nein","2000","(noch) kein Abschluss","Baden-Wuerttemberg","135","","",""
"Nein","2000","(noch) kein Abschluss","Bayern","70","0.893402955140807","0.824917702127638","0.961888208153976"
"Nein","2000","(noch) kein Abschluss","Saarland","","","",""
"Nein","2000","(noch) kein Abschluss","Berlin","33","0.912647463720386","0.82041450810777","1.004880419333"
"Nein","2000","(noch) kein Abschluss","Brandenburg","24","","",""
"Nein","2000","(noch) kein Abschluss","Mecklenburg-Vorpommern","20","","",""
"Nein","2000","(noch) kein Abschluss","Sachsen","37","0.977102829027411","0.930159180953114","1.02404647710171"
"Nein","2000","(noch) kein Abschluss","Sachsen-Anhalt","24","","",""
"Nein","2000","(noch) kein Abschluss","Thueringen","27","","",""
"Nein","2000","Hauptschule","Schleswig-Holstein","290","","",""
"Nein","2000","Hauptschule","Hamburg","101","","",""
"Nein","2000","Hauptschule","Niedersachsen","842","0.929198472110457","0.912422585536028","0.945974358684887"
"Nein","2000","Hauptschule","Bremen","78","0.934838781616027","0.8817415347364","0.987936028495655"
"Nein","2000","Hauptschule","Nordrhein-Westfalen","2111","","",""
"Nein","2000","Hauptschule","Hessen","665","0.956232439426451","0.941012032528876","0.971452846324027"
"Nein","2000","Hauptschule","Rheinland-Pfalz,Saarland","754","0.960321429310095","0.946631257645283","0.974011600974908"
"Nein","2000","Hauptschule","Baden-Wuerttemberg","1324","","",""
"Nein","2000","Hauptschule","Bayern","1510","","",""
"Nein","2000","Hauptschule","Saarland","","","",""
"Nein","2000","Hauptschule","Berlin","174","","",""
"Nein","2000","Hauptschule","Brandenburg","285","","",""
"Nein","2000","Hauptschule","Mecklenburg-Vorpommern","151","","",""
"Nein","2000","Hauptschule","Sachsen","515","0.98903849480878","0.980097807133464","0.997979182484095"
"Nein","2000","Hauptschule","Sachsen-Anhalt","362","0.987507537427983","0.976128597979424","0.998886476876541"
"Nein","2000","Hauptschule","Thueringen","348","0.969789045862536","0.952008546660647","0.987569545064426"
"Nein","2000","Realschule","Schleswig-Holstein","131","","",""
"Nein","2000","Realschule","Hamburg","67","0.918312572667507","0.855909624843864","0.980715520491151"
"Nein","2000","Realschule","Niedersachsen","440","0.876752396388514","0.847968011660788","0.90553678111624"
"Nein","2000","Realschule","Bremen","33","0.911042030188269","0.818047270018111","1.00403679035843"
"Nein","2000","Realschule","Nordrhein-Westfalen","746","0.822866208175606","0.797854007922525","0.847878408428686"
"Nein","2000","Realschule","Hessen","309","0.870785801502437","0.835441383872163","0.906130219132711"
"Nein","2000","Realschule","Rheinland-Pfalz,Saarland","220","","",""
"Nein","2000","Realschule","Baden-Wuerttemberg","416","0.820240944142017","0.786750684596289","0.853731203687746"
"Nein","2000","Realschule","Bayern","539","0.823138641342749","0.793624269108128","0.852653013577369"
"Nein","2000","Realschule","Saarland","","","",""
"Nein","2000","Realschule","Berlin","217","","",""
"Nein","2000","Realschule","Brandenburg","340","0.953406820116822","0.931574148612454","0.975239491621191"
"Nein","2000","Realschule","Mecklenburg-Vorpommern","214","","",""
"Nein","2000","Realschule","Sachsen","646","0.933841782745665","0.915173555329564","0.952510010161766"
"Nein","2000","Realschule","Sachsen-Anhalt","328","0.950347340640277","0.927223462034704","0.97347121924585"
"Nein","2000","Realschule","Thueringen","381","0.942282971634177","0.919570560961394","0.964995382306959"
"Nein","2000","(Fach-)Abitur","Schleswig-Holstein","46","0.903103471687934","0.821108739203554","0.985098204172313"
"Nein","2000","(Fach-)Abitur","Hamburg","29","","",""
"Nein","2000","(Fach-)Abitur","Niedersachsen","161","","",""
"Nein","2000","(Fach-)Abitur","Bremen","23","","",""
"Nein","2000","(Fach-)Abitur","Nordrhein-Westfalen","486","0.842993569608267","0.8132832242507","0.872703914965835"
"Nein","2000","(Fach-)Abitur","Hessen","142","","",""
"Nein","2000","(Fach-)Abitur","Rheinland-Pfalz,Saarland","98","0.856004344031688","0.790691396861146","0.921317291202231"
"Nein","2000","(Fach-)Abitur","Baden-Wuerttemberg","239","","",""
"Nein","2000","(Fach-)Abitur","Bayern","196","","",""
"Nein","2000","(Fach-)Abitur","Saarland","","","",""
"Nein","2000","(Fach-)Abitur","Berlin","71","0.926813028320212","0.869014904188289","0.984611152452135"
"Nein","2000","(Fach-)Abitur","Brandenburg","57","0.951202208511177","0.896688092470537","1.00571632455182"
"Nein","2000","(Fach-)Abitur","Mecklenburg-Vorpommern","26","","",""
"Nein","2000","(Fach-)Abitur","Sachsen","93","0.941668080923243","0.894539067825814","0.988797094020673"
"Nein","2000","(Fach-)Abitur","Sachsen-Anhalt","64","0.902036121132228","0.831895679450008","0.972176562814449"
"Nein","2000","(Fach-)Abitur","Thueringen","48","0.911899731493996","0.834861096504039","0.988938366483952"
"Nein","2000","AkademikerIn","Schleswig-Holstein","45","0.81359353348081","0.709724655032852","0.917462411928768"
"Nein","2000","AkademikerIn","Hamburg","34","0.843497584110543","0.730902212164585","0.956092956056502"
"Nein","2000","AkademikerIn","Niedersachsen","124","","",""
"Nein","2000","AkademikerIn","Bremen","27","","",""
"Nein","2000","AkademikerIn","Nordrhein-Westfalen","312","0.64901706498677","0.604870595332138","0.693163534641401"
"Nein","2000","AkademikerIn","Hessen","158","","",""
"Nein","2000","AkademikerIn","Rheinland-Pfalz,Saarland","78","0.920567756191137","0.862740212826228","0.978395299556045"
"Nein","2000","AkademikerIn","Baden-Wuerttemberg","201","","",""
"Nein","2000","AkademikerIn","Bayern","213","","",""
"Nein","2000","AkademikerIn","Saarland","","","",""
"Nein","2000","AkademikerIn","Berlin","163","","",""
"Nein","2000","AkademikerIn","Brandenburg","212","","",""
"Nein","2000","AkademikerIn","Mecklenburg-Vorpommern","99","0.985649614359444","0.962339674381426","1.00895955433746"
"Nein","2000","AkademikerIn","Sachsen","303","0.934480020407939","0.907536926000495","0.961423114815382"
"Nein","2000","AkademikerIn","Sachsen-Anhalt","207","","",""
"Nein","2000","AkademikerIn","Thueringen","150","","",""
"Ja","2001","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ja","2001","(noch) kein Abschluss","Hamburg","","","",""
"Ja","2001","(noch) kein Abschluss","Niedersachsen","4","0.0957148756098055","0.028226484647836","0.163203266571775"
"Ja","2001","(noch) kein Abschluss","Bremen","","","",""
"Ja","2001","(noch) kein Abschluss","Nordrhein-Westfalen","7","0.0337056927774053","0.00837557991936703","0.0590358056354435"
"Ja","2001","(noch) kein Abschluss","Hessen","1","","",""
"Ja","2001","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","3","","",""
"Ja","2001","(noch) kein Abschluss","Baden-Wuerttemberg","4","0.0371717099426385","0.00149236237639498","0.072851057508882"
"Ja","2001","(noch) kein Abschluss","Bayern","5","0.108405576502378","0.0365945183436495","0.180216634661107"
"Ja","2001","(noch) kein Abschluss","Saarland","","","",""
"Ja","2001","(noch) kein Abschluss","Berlin","3","","",""
"Ja","2001","(noch) kein Abschluss","Brandenburg","2","","",""
"Ja","2001","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","2001","(noch) kein Abschluss","Sachsen","5","0.0698157799680066","-0.009157354626302","0.148788914562315"
"Ja","2001","(noch) kein Abschluss","Sachsen-Anhalt","1","","",""
"Ja","2001","(noch) kein Abschluss","Thueringen","1","","",""
"Ja","2001","Hauptschule","Schleswig-Holstein","17","","",""
"Ja","2001","Hauptschule","Hamburg","2","","",""
"Ja","2001","Hauptschule","Niedersachsen","49","0.0693295592523821","0.051503392304698","0.0871557262000663"
"Ja","2001","Hauptschule","Bremen","4","0.0549140149650495","-0.000898984712148491","0.110727014642247"
"Ja","2001","Hauptschule","Nordrhein-Westfalen","174","","",""
"Ja","2001","Hauptschule","Hessen","27","","",""
"Ja","2001","Hauptschule","Rheinland-Pfalz,Saarland","34","0.0577862142811485","0.0402739318545185","0.0752984967077785"
"Ja","2001","Hauptschule","Baden-Wuerttemberg","82","0.074524226762068","0.0597206654373105","0.0893277880868255"
"Ja","2001","Hauptschule","Bayern","107","","",""
"Ja","2001","Hauptschule","Saarland","","","",""
"Ja","2001","Hauptschule","Berlin","10","","",""
