year,bula_h,pgisced97,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Brandenburg,First Stage of Tertiary Education,No,0.98477,38,38,0.94530,1.02423
1999,Brandenburg,Second Stage of Tertiary Education,No,0.94725,129,129,0.90852,0.98597
1999,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.97293,33,33,0.91671,1.02916
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.96023,204,204,0.93335,0.98712
1999,Saxony,Lower Secondary Level,No,0.98459,115,115,0.96197,1.00720
1999,Saxony,Upper Secondary Level,No,0.95366,593,593,0.93673,0.97059
1999,Saxony,First Stage of Tertiary Education,No,0.94849,62,62,0.89303,1.00396
1999,Saxony,Second Stage of Tertiary Education,No,0.91551,207,207,0.87753,0.95349
1999,Saxony-Anhalt,Lower Secondary Level,No,0.99420,78,78,0.97724,1.01116
1999,Saxony-Anhalt,Upper Secondary Level,No,0.94139,338,338,0.91631,0.96647
1999,Saxony-Anhalt,First Stage of Tertiary Education,No,0.93829,49,49,0.87021,1.00636
1999,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.94985,128,128,0.91188,0.98781
1999,Thuringa,Lower Secondary Level,No,0.99241,68,68,0.97163,1.01319
1999,Thuringa,Upper Secondary Level,No,0.97994,419,419,0.96650,0.99338
1999,Thuringa,First Stage of Tertiary Education,No,0.94033,35,35,0.86070,1.01995
1999,Thuringa,Second Stage of Tertiary Education,No,0.96249,116,116,0.92776,0.99722
2000,Schleswig-Holstein,Lower Secondary Level,No,0.95420,88,88,0.91027,0.99813
2000,Schleswig-Holstein,Upper Secondary Level,No,0.92461,306,306,0.89498,0.95424
2000,Schleswig-Holstein,First Stage of Tertiary Education,No,0.95692,48,48,0.89888,1.01497
2000,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.81361,45,45,0.69855,0.92868
2000,Hamburg,Upper Secondary Level,No,0.94537,132,132,0.90645,0.98429
2000,Hamburg,Second Stage of Tertiary Education,No,0.84354,34,34,0.71959,0.96750
2000,Lower Saxony,Lower Secondary Level,No,0.96400,301,301,0.94292,0.98508
2000,Lower Saxony,Upper Secondary Level,Yes,0.10564,101,1037,0.08692,0.12436
2000,Lower Saxony,Upper Secondary Level,No,0.89436,936,1037,0.87564,0.91308
2000,Lower Saxony,Post-secondary Non-tertiary Level,No,0.86036,100,100,0.79208,0.92864
2000,Lower Saxony,First Stage of Tertiary Education,No,0.92528,109,109,0.87569,0.97487
2000,Lower Saxony,Second Stage of Tertiary Education,No,0.83809,124,124,0.77299,0.90319
2000,Bremen,Upper Secondary Level,No,0.90914,77,77,0.84453,0.97376
2000,North Rhine-Westphalia,Pre-primary Level,No,0.90659,69,69,0.83742,0.97576
2000,North Rhine-Westphalia,Primary Level,No,0.96703,147,147,0.93806,0.99599
2000,North Rhine-Westphalia,Lower Secondary Level,Yes,0.04897,34,760,0.03362,0.06432
2000,North Rhine-Westphalia,Lower Secondary Level,No,0.95103,726,760,0.93568,0.96638
2000,North Rhine-Westphalia,Upper Secondary Level,Yes,0.12265,294,2373,0.10945,0.13585
2000,North Rhine-Westphalia,Upper Secondary Level,No,0.87735,2079,2373,0.86415,0.89055
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.17488,51,307,0.13232,0.21744
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.82512,256,307,0.78256,0.86768
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.16255,56,339,0.12321,0.20188
2000,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.83745,283,339,0.79812,0.87679
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.35108,137,449,0.30688,0.39528
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.64892,312,449,0.60472,0.69312
2000,Hesse,Lower Secondary Level,No,0.99360,272,272,0.98411,1.00310
2000,Hesse,Upper Secondary Level,Yes,0.08593,57,751,0.06587,0.10598
2000,Hesse,Upper Secondary Level,No,0.91407,694,751,0.89402,0.93413
2000,Hesse,Post-secondary Non-tertiary Level,No,0.82810,82,82,0.74593,0.91026
2000,Hesse,First Stage of Tertiary Education,No,0.87292,74,74,0.79651,0.94932
2000,Hesse,Second Stage of Tertiary Education,Yes,0.21128,37,195,0.15384,0.26873
2000,Hesse,Second Stage of Tertiary Education,No,0.78872,158,195,0.73127,0.84616
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.96326,277,277,0.94107,0.98546
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.07565,52,710,0.05618,0.09511
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.92435,658,710,0.90489,0.94382
2000,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.93855,52,52,0.87264,1.00446
2000,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.86421,83,83,0.79006,0.93836
2000,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.92068,78,78,0.86032,0.98104
2000,Baden-Wuerttemberg,Pre-primary Level,No,0.97456,48,48,0.92954,1.01958
2000,Baden-Wuerttemberg,Lower Secondary Level,No,0.94709,572,572,0.92873,0.96545
2000,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.12385,148,1282,0.10581,0.14189
2000,Baden-Wuerttemberg,Upper Secondary Level,No,0.87615,1134,1282,0.85811,0.89419
2000,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.90423,98,98,0.84567,0.96280
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.90351,183,183,0.86062,0.94641
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.25982,61,262,0.20662,0.31302
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.74018,201,262,0.68698,0.79338
2000,Bavaria,Pre-primary Level,No,0.86684,32,32,0.74725,0.98644
2000,Bavaria,Primary Level,No,0.97991,36,36,0.93344,1.02639
2000,Bavaria,Lower Secondary Level,No,0.94830,467,467,0.92819,0.96840
2000,Bavaria,Upper Secondary Level,Yes,0.11687,184,1686,0.10153,0.13221
2000,Bavaria,Upper Secondary Level,No,0.88313,1502,1686,0.86779,0.89847
2000,Bavaria,Post-secondary Non-tertiary Level,No,0.85923,105,105,0.79239,0.92607
2000,Bavaria,First Stage of Tertiary Education,Yes,0.16561,34,209,0.11509,0.21613
2000,Bavaria,First Stage of Tertiary Education,No,0.83439,175,209,0.78387,0.88491
2000,Bavaria,Second Stage of Tertiary Education,Yes,0.21026,64,277,0.16218,0.25833
2000,Bavaria,Second Stage of Tertiary Education,No,0.78974,213,277,0.74167,0.83782
2000,Berlin,Lower Secondary Level,No,0.90445,67,67,0.83353,0.97538
2000,Berlin,Upper Secondary Level,No,0.96352,305,305,0.94245,0.98460
2000,Berlin,First Stage of Tertiary Education,No,0.91162,60,60,0.83920,0.98405
2000,Berlin,Second Stage of Tertiary Education,No,0.90823,163,163,0.86377,0.95269
2000,Brandenburg,Lower Secondary Level,No,0.98656,106,106,0.96454,1.00859
2000,Brandenburg,Upper Secondary Level,No,0.96582,479,479,0.94953,0.98211
2000,Brandenburg,First Stage of Tertiary Education,No,0.96179,74,74,0.91781,1.00577
2000,Brandenburg,Second Stage of Tertiary Education,No,0.92947,212,212,0.89492,0.96402
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.96551,306,306,0.94503,0.98599
2000,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.92785,37,37,0.84333,1.01237
2000,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.98566,99,99,0.96212,1.00920
2000,Saxony,Lower Secondary Level,No,0.96144,151,151,0.93063,0.99225
2000,Saxony,Upper Secondary Level,No,0.95966,935,935,0.94704,0.97228
2000,Saxony,Post-secondary Non-tertiary Level,No,0.90880,40,40,0.81844,0.99915
2000,Saxony,First Stage of Tertiary Education,No,0.97336,133,133,0.94589,1.00083
2000,Saxony,Second Stage of Tertiary Education,No,0.93423,302,302,0.90622,0.96223
2000,Saxony-Anhalt,Lower Secondary Level,No,0.99063,95,95,0.97115,1.01011
2000,Saxony-Anhalt,Upper Secondary Level,No,0.96060,529,529,0.94400,0.97719
2000,Saxony-Anhalt,First Stage of Tertiary Education,No,0.96720,104,104,0.93280,1.00160
2000,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.96781,207,207,0.94371,0.99192
2000,Thuringa,Lower Secondary Level,No,0.99360,72,72,0.97505,1.01215
2000,Thuringa,Upper Secondary Level,No,0.95360,615,615,0.93696,0.97024
2000,Thuringa,First Stage of Tertiary Education,No,0.92721,76,76,0.86841,0.98600
2000,Thuringa,Second Stage of Tertiary Education,No,0.95644,150,150,0.92366,0.98921
2001,Schleswig-Holstein,Lower Secondary Level,No,0.97576,84,84,0.94268,1.00885
2001,Schleswig-Holstein,Upper Secondary Level,No,0.91209,295,295,0.87972,0.94446
2001,Schleswig-Holstein,First Stage of Tertiary Education,No,0.95341,42,42,0.88890,1.01792
2001,Hamburg,Upper Secondary Level,No,0.94598,119,119,0.90520,0.98677
2001,Hamburg,Second Stage of Tertiary Education,No,0.92278,31,31,0.82726,1.01831
2001,Lower Saxony,Pre-primary Level,No,0.84679,40,40,0.73374,0.95984
2001,Lower Saxony,Lower Secondary Level,No,0.98928,281,281,0.97721,1.00134
2001,Lower Saxony,Upper Secondary Level,Yes,0.10026,82,911,0.08075,0.11978
2001,Lower Saxony,Upper Secondary Level,No,0.89974,829,911,0.88022,0.91925
2001,Lower Saxony,Post-secondary Non-tertiary Level,No,0.83579,84,84,0.75609,0.91549
2001,Lower Saxony,First Stage of Tertiary Education,No,0.85190,92,92,0.77892,0.92488
2001,Lower Saxony,Second Stage of Tertiary Education,No,0.81360,125,125,0.74505,0.88214
2001,Bremen,Upper Secondary Level,No,0.91999,69,69,0.85550,0.98447
2001,North Rhine-Westphalia,Pre-primary Level,No,0.96493,77,77,0.92357,1.00629
2001,North Rhine-Westphalia,Primary Level,No,0.97570,117,117,0.94769,1.00372
2001,North Rhine-Westphalia,Lower Secondary Level,No,0.97137,646,646,0.95850,0.98424
2001,North Rhine-Westphalia,Upper Secondary Level,Yes,0.13161,263,2121,0.11722,0.14601
2001,North Rhine-Westphalia,Upper Secondary Level,No,0.86839,1858,2121,0.85399,0.88278
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.16973,48,290,0.12645,0.21301
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.83027,242,290,0.78699,0.87355
2001,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.17828,52,300,0.13490,0.22167
2001,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.82172,248,300,0.77833,0.86510
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.30762,115,411,0.26295,0.35229
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.69238,296,411,0.64771,0.73705
2001,Hesse,Lower Secondary Level,No,0.98727,225,225,0.97258,1.00195
2001,Hesse,Upper Secondary Level,Yes,0.07789,52,677,0.05769,0.09809
2001,Hesse,Upper Secondary Level,No,0.92211,625,677,0.90191,0.94231
2001,Hesse,Post-secondary Non-tertiary Level,No,0.77999,79,79,0.68806,0.87193
2001,Hesse,First Stage of Tertiary Education,No,0.86673,61,61,0.78073,0.95273
2001,Hesse,Second Stage of Tertiary Education,No,0.85360,131,131,0.79283,0.91437
2001,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.97391,225,225,0.95303,0.99478
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.07655,48,658,0.05622,0.09688
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.92345,610,658,0.90312,0.94378
2001,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.88245,51,51,0.79317,0.97172
2001,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.91002,76,76,0.84525,0.97478
2001,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.94090,73,73,0.88643,0.99537
2001,Baden-Wuerttemberg,Pre-primary Level,No,0.92083,47,47,0.84281,0.99886
2001,Baden-Wuerttemberg,Lower Secondary Level,No,0.94884,486,486,0.92923,0.96845
2001,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.14533,145,1128,0.12476,0.16591
2001,Baden-Wuerttemberg,Upper Secondary Level,No,0.85467,983,1128,0.83409,0.87524
2001,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.93613,98,98,0.88747,0.98479
2001,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.84047,153,153,0.78225,0.89868
2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.28046,59,238,0.22327,0.33765
2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.71954,179,238,0.66235,0.77673
2001,Bavaria,Pre-primary Level,No,0.95203,39,39,0.88408,1.01998
2001,Bavaria,Lower Secondary Level,No,0.94996,413,413,0.92891,0.97102
2001,Bavaria,Upper Secondary Level,Yes,0.11897,174,1511,0.10264,0.13530
2001,Bavaria,Upper Secondary Level,No,0.88103,1337,1511,0.86470,0.89736
2001,Bavaria,Post-secondary Non-tertiary Level,No,0.81869,100,100,0.74280,0.89459
2001,Bavaria,First Stage of Tertiary Education,No,0.88051,174,174,0.83218,0.92885
2001,Bavaria,Second Stage of Tertiary Education,Yes,0.20289,50,270,0.15483,0.25095
2001,Bavaria,Second Stage of Tertiary Education,No,0.79711,220,270,0.74905,0.84517
2001,Berlin,Lower Secondary Level,No,0.94077,69,69,0.88467,0.99688
2001,Berlin,Upper Secondary Level,No,0.94488,289,289,0.91852,0.97124
2001,Berlin,First Stage of Tertiary Education,No,0.89025,60,60,0.81049,0.97001
2001,Berlin,Second Stage of Tertiary Education,No,0.89175,153,153,0.84235,0.94114
2001,Brandenburg,Lower Secondary Level,No,0.97958,92,92,0.95053,1.00864
2001,Brandenburg,Upper Secondary Level,No,0.95513,447,447,0.93591,0.97434
2001,Brandenburg,First Stage of Tertiary Education,No,0.93411,62,62,0.87186,0.99637
2001,Brandenburg,Second Stage of Tertiary Education,No,0.94073,209,209,0.90864,0.97282
2001,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.97237,275,275,0.95296,0.99178
2001,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.94971,34,34,0.87514,1.02427
2001,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.96214,90,90,0.92249,1.00179
2001,Saxony,Lower Secondary Level,No,0.96859,135,135,0.93905,0.99812
2001,Saxony,Upper Secondary Level,Yes,0.03857,36,879,0.02583,0.05131
2001,Saxony,Upper Secondary Level,No,0.96143,843,879,0.94869,0.97417
2001,Saxony,First Stage of Tertiary Education,No,0.97184,120,120,0.94212,1.00156
2001,Saxony,Second Stage of Tertiary Education,No,0.92149,295,295,0.89075,0.95224
2001,Saxony-Anhalt,Lower Secondary Level,No,0.98229,83,83,0.95375,1.01084
2001,Saxony-Anhalt,Upper Secondary Level,No,0.96225,499,499,0.94551,0.97899
2001,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.95212,190,190,0.92168,0.98256
2001,Thuringa,Pre-primary Level,No,0.97405,35,35,0.92060,1.02749
2001,Thuringa,Lower Secondary Level,No,0.98502,55,55,0.95261,1.01742
2001,Thuringa,Upper Secondary Level,No,0.98655,572,572,0.97710,0.99600
2001,Thuringa,First Stage of Tertiary Education,No,0.95964,63,63,0.91066,1.00863
2001,Thuringa,Second Stage of Tertiary Education,No,0.92052,136,136,0.87490,0.96615
2002,Schleswig-Holstein,Lower Secondary Level,No,0.96761,83,83,0.92929,1.00593
2002,Schleswig-Holstein,Upper Secondary Level,Yes,0.08708,31,331,0.05666,0.11750
2002,Schleswig-Holstein,Upper Secondary Level,No,0.91292,300,331,0.88250,0.94334
2002,Schleswig-Holstein,First Stage of Tertiary Education,No,0.93498,40,40,0.85759,1.01236
2002,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.77868,41,41,0.65003,0.90733
2002,Hamburg,Upper Secondary Level,No,0.93674,129,129,0.89457,0.97891
2002,Hamburg,Second Stage of Tertiary Education,No,0.95912,40,40,0.89697,1.02127
2002,Lower Saxony,Pre-primary Level,No,0.91774,46,46,0.83747,0.99802
2002,Lower Saxony,Lower Secondary Level,No,0.96502,253,253,0.94234,0.98771
2002,Lower Saxony,Upper Secondary Level,Yes,0.10864,116,923,0.08855,0.12873
2002,Lower Saxony,Upper Secondary Level,No,0.89136,807,923,0.87127,0.91145
2002,Lower Saxony,Post-secondary Non-tertiary Level,No,0.89411,98,98,0.83288,0.95534
2002,Lower Saxony,First Stage of Tertiary Education,No,0.87731,95,95,0.81098,0.94363
2002,Lower Saxony,Second Stage of Tertiary Education,Yes,0.19054,36,169,0.13116,0.24993
2002,Lower Saxony,Second Stage of Tertiary Education,No,0.80946,133,169,0.75007,0.86884
2002,Bremen,Upper Secondary Level,No,0.93932,78,78,0.88599,0.99264
2002,North Rhine-Westphalia,No answer / don't know,No,0.94536,35,35,0.86896,1.02175
2002,North Rhine-Westphalia,Pre-primary Level,No,0.90762,90,90,0.84747,0.96778
2002,North Rhine-Westphalia,Primary Level,No,0.98338,102,102,0.95845,1.00831
2002,North Rhine-Westphalia,Lower Secondary Level,No,0.97617,583,583,0.96377,0.98856
2002,North Rhine-Westphalia,Upper Secondary Level,Yes,0.12643,280,2085,0.11216,0.14070
2002,North Rhine-Westphalia,Upper Secondary Level,No,0.87357,1805,2085,0.85930,0.88784
2002,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.14612,61,314,0.10699,0.18526
2002,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.85388,253,314,0.81474,0.89301
2002,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.17560,49,288,0.13158,0.21962
2002,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.82440,239,288,0.78038,0.86842
2002,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.30474,163,492,0.26402,0.34545
2002,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.69526,329,492,0.65455,0.73598
2002,Hesse,Lower Secondary Level,No,0.96878,218,218,0.94565,0.99192
2002,Hesse,Upper Secondary Level,Yes,0.09197,68,677,0.07019,0.11376
2002,Hesse,Upper Secondary Level,No,0.90803,609,677,0.88624,0.92981
2002,Hesse,Post-secondary Non-tertiary Level,No,0.79897,79,79,0.71003,0.88791
2002,Hesse,First Stage of Tertiary Education,No,0.88860,70,70,0.81436,0.96284
2002,Hesse,Second Stage of Tertiary Education,Yes,0.16600,43,199,0.11417,0.21782
2002,Hesse,Second Stage of Tertiary Education,No,0.83400,156,199,0.78218,0.88583
2002,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.95591,217,217,0.92853,0.98329
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.08449,65,632,0.06279,0.10619
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.91551,567,632,0.89381,0.93721
2002,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.87938,45,45,0.78314,0.97561
2002,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.93317,83,83,0.87912,0.98722
2002,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.91029,72,72,0.84381,0.97676
2002,Baden-Wuerttemberg,Pre-primary Level,No,0.96195,62,62,0.91394,1.00996
2002,Baden-Wuerttemberg,Lower Secondary Level,No,0.95042,458,458,0.93052,0.97032
2002,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.15951,190,1164,0.13846,0.18055
2002,Baden-Wuerttemberg,Upper Secondary Level,No,0.84049,974,1164,0.81945,0.86154
2002,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.91751,106,106,0.86489,0.97013
2002,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.18501,34,179,0.12796,0.24205
2002,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.81499,145,179,0.75795,0.87204
2002,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.27024,79,289,0.21895,0.32153
2002,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.72976,210,289,0.67847,0.78105
2002,Bavaria,Pre-primary Level,No,0.97857,37,37,0.93125,1.02588
2002,Bavaria,Lower Secondary Level,No,0.92958,368,368,0.90340,0.95575
2002,Bavaria,Upper Secondary Level,Yes,0.15257,230,1486,0.13428,0.17086
2002,Bavaria,Upper Secondary Level,No,0.84743,1256,1486,0.82914,0.86572
2002,Bavaria,Post-secondary Non-tertiary Level,No,0.83428,101,101,0.76141,0.90716
2002,Bavaria,First Stage of Tertiary Education,Yes,0.20143,38,205,0.14639,0.25647
2002,Bavaria,First Stage of Tertiary Education,No,0.79857,167,205,0.74353,0.85361
2002,Bavaria,Second Stage of Tertiary Education,Yes,0.27291,87,330,0.22478,0.32105
2002,Bavaria,Second Stage of Tertiary Education,No,0.72709,243,330,0.67895,0.77522
2002,Berlin,Lower Secondary Level,No,0.99017,65,65,0.96600,1.01434
2002,Berlin,Upper Secondary Level,No,0.94323,283,283,0.91622,0.97024
2002,Berlin,First Stage of Tertiary Education,No,0.90722,58,58,0.83189,0.98254
2002,Berlin,Second Stage of Tertiary Education,No,0.90363,150,150,0.85624,0.95101
2002,Brandenburg,Lower Secondary Level,No,0.98813,79,79,0.96410,1.01216
2002,Brandenburg,Upper Secondary Level,No,0.93627,444,444,0.91352,0.95902
2002,Brandenburg,First Stage of Tertiary Education,No,0.96009,70,70,0.91390,1.00628
2002,Brandenburg,Second Stage of Tertiary Education,No,0.92246,203,203,0.88558,0.95934
2002,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.99561,39,39,0.97460,1.01663
2002,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.97681,245,245,0.95793,0.99570
2002,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.86227,32,32,0.74096,0.98358
2002,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.96202,103,103,0.92493,0.99912
2002,Saxony,Pre-primary Level,No,0.95803,34,34,0.88961,1.02645
2002,Saxony,Lower Secondary Level,No,0.97493,124,124,0.94730,1.00256
2002,Saxony,Upper Secondary Level,Yes,0.04730,41,857,0.03308,0.06152
2002,Saxony,Upper Secondary Level,No,0.95270,816,857,0.93848,0.96692
2002,Saxony,Post-secondary Non-tertiary Level,No,0.94546,39,39,0.87326,1.01766
2002,Saxony,First Stage of Tertiary Education,No,0.95313,117,117,0.91467,0.99159
2002,Saxony,Second Stage of Tertiary Education,No,0.93597,301,301,0.90826,0.96367
2002,Saxony-Anhalt,Upper Secondary Level,No,0.95605,456,456,0.93721,0.97488
2002,Saxony-Anhalt,First Stage of Tertiary Education,No,0.96189,83,83,0.92046,1.00333
2002,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.95511,182,182,0.92494,0.98528
2002,Thuringa,Lower Secondary Level,No,0.99006,57,57,0.96407,1.01604
2002,Thuringa,Upper Secondary Level,No,0.97457,539,539,0.96127,0.98787
2002,Thuringa,First Stage of Tertiary Education,No,0.97046,61,61,0.92762,1.01330
2002,Thuringa,Second Stage of Tertiary Education,No,0.95713,145,145,0.92405,0.99022
2003,Schleswig-Holstein,Lower Secondary Level,No,0.92883,76,76,0.87064,0.98702
2003,Schleswig-Holstein,Upper Secondary Level,No,0.93544,295,295,0.90735,0.96353
