"ple0098_v5","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2018","Thueringen","maennlich","57","0.165078143588452","0.127701853721236","0.202454433455668"
"Ja","2018","Thueringen","weiblich","79","0.138566493873257","0.107944486582524","0.169188501163991"
"Nein","2018","Schleswig-Holstein","maennlich","305","0.850936277632042","0.814247916997988","0.887624638266097"
"Nein","2018","Schleswig-Holstein","weiblich","351","0.727892302946935","0.686999548039777","0.768785057854092"
"Nein","2018","Hamburg","maennlich","146","","",""
"Nein","2018","Hamburg","weiblich","200","","",""
"Nein","2018","Niedersachsen","maennlich","794","0.752788530413562","0.72602436993226","0.779552690894864"
"Nein","2018","Niedersachsen","weiblich","925","0.729036580462715","0.703941733017747","0.754131427907683"
"Nein","2018","Bremen","maennlich","80","0.888816616576619","0.82313667156438","0.954496561588857"
"Nein","2018","Bremen","weiblich","96","0.776183167583384","0.700334565829874","0.852031769336895"
"Nein","2018","Nordrhein-Westfalen","maennlich","1703","","",""
"Nein","2018","Nordrhein-Westfalen","weiblich","2063","","",""
"Nein","2018","Hessen","maennlich","510","0.820819866301989","0.791108203217127","0.85053152938685"
"Nein","2018","Hessen","weiblich","612","0.796131546775691","0.768318536217097","0.823944557334284"
"Nein","2018","Rheinland-Pfalz,Saarland","maennlich","483","0.823748456637673","0.792658225147166","0.854838688128179"
"Nein","2018","Rheinland-Pfalz,Saarland","weiblich","574","0.798520718445752","0.768954439136223","0.828086997755282"
"Nein","2018","Baden-Wuerttemberg","maennlich","780","0.722916786824225","0.69584588624227","0.74998768740618"
"Nein","2018","Baden-Wuerttemberg","weiblich","966","0.71325263116017","0.688846603157071","0.737658659163268"
"Nein","2018","Bayern","maennlich","1125","","",""
"Nein","2018","Bayern","weiblich","1364","","",""
"Nein","2018","Saarland","maennlich","","","",""
"Nein","2018","Saarland","weiblich","","","",""
"Nein","2018","Berlin","maennlich","343","0.82072383518032","0.784082875268697","0.857364795091942"
"Nein","2018","Berlin","weiblich","342","0.776859253525612","0.738348188173588","0.815370318877637"
"Nein","2018","Brandenburg","maennlich","355","0.805053689596503","0.767953086608844","0.842154292584163"
"Nein","2018","Brandenburg","weiblich","418","0.823224865836347","0.790181601981464","0.85626812969123"
"Nein","2018","Mecklenburg-Vorpommern","maennlich","209","","",""
"Nein","2018","Mecklenburg-Vorpommern","weiblich","265","","",""
"Nein","2018","Sachsen","maennlich","567","0.819138218424283","0.790604294433332","0.847672142415234"
"Nein","2018","Sachsen","weiblich","666","0.818469331980053","0.792118860476447","0.844819803483658"
"Nein","2018","Sachsen-Anhalt","maennlich","319","0.877072649730875","0.843750292225019","0.91039500723673"
"Nein","2018","Sachsen-Anhalt","weiblich","419","0.858920883001946","0.827972504211379","0.889869261792512"
"Nein","2018","Thueringen","maennlich","322","0.834921856411548","0.797545566544332","0.872298146278764"
"Nein","2018","Thueringen","weiblich","410","0.861433506126743","0.830811498836009","0.892055513417476"
"Ja","2019","Schleswig-Holstein","maennlich","","","",""
"Ja","2019","Schleswig-Holstein","weiblich","","","",""
"Ja","2019","Hamburg","maennlich","","","",""
"Ja","2019","Hamburg","weiblich","","","",""
"Ja","2019","Niedersachsen","maennlich","","","",""
"Ja","2019","Niedersachsen","weiblich","","","",""
"Ja","2019","Bremen","maennlich","","","",""
"Ja","2019","Bremen","weiblich","","","",""
"Ja","2019","Nordrhein-Westfalen","maennlich","","","",""
"Ja","2019","Nordrhein-Westfalen","weiblich","","","",""
"Ja","2019","Hessen","maennlich","","","",""
"Ja","2019","Hessen","weiblich","","","",""
"Ja","2019","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Ja","2019","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Ja","2019","Baden-Wuerttemberg","maennlich","","","",""
"Ja","2019","Baden-Wuerttemberg","weiblich","","","",""
"Ja","2019","Bayern","maennlich","","","",""
"Ja","2019","Bayern","weiblich","","","",""
"Ja","2019","Saarland","maennlich","","","",""
"Ja","2019","Saarland","weiblich","","","",""
"Ja","2019","Berlin","maennlich","","","",""
"Ja","2019","Berlin","weiblich","","","",""
"Ja","2019","Brandenburg","maennlich","","","",""
"Ja","2019","Brandenburg","weiblich","","","",""
"Ja","2019","Mecklenburg-Vorpommern","maennlich","","","",""
"Ja","2019","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja","2019","Sachsen","maennlich","","","",""
"Ja","2019","Sachsen","weiblich","","","",""
"Ja","2019","Sachsen-Anhalt","maennlich","","","",""
"Ja","2019","Sachsen-Anhalt","weiblich","","","",""
"Ja","2019","Thueringen","maennlich","","","",""
"Ja","2019","Thueringen","weiblich","","","",""
"Nein","2019","Schleswig-Holstein","maennlich","","","",""
"Nein","2019","Schleswig-Holstein","weiblich","","","",""
"Nein","2019","Hamburg","maennlich","","","",""
"Nein","2019","Hamburg","weiblich","","","",""
"Nein","2019","Niedersachsen","maennlich","","","",""
"Nein","2019","Niedersachsen","weiblich","","","",""
"Nein","2019","Bremen","maennlich","","","",""
"Nein","2019","Bremen","weiblich","","","",""
"Nein","2019","Nordrhein-Westfalen","maennlich","","","",""
"Nein","2019","Nordrhein-Westfalen","weiblich","","","",""
"Nein","2019","Hessen","maennlich","","","",""
"Nein","2019","Hessen","weiblich","","","",""
"Nein","2019","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Nein","2019","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nein","2019","Baden-Wuerttemberg","maennlich","","","",""
"Nein","2019","Baden-Wuerttemberg","weiblich","","","",""
"Nein","2019","Bayern","maennlich","","","",""
"Nein","2019","Bayern","weiblich","","","",""
"Nein","2019","Saarland","maennlich","","","",""
"Nein","2019","Saarland","weiblich","","","",""
"Nein","2019","Berlin","maennlich","","","",""
"Nein","2019","Berlin","weiblich","","","",""
"Nein","2019","Brandenburg","maennlich","","","",""
"Nein","2019","Brandenburg","weiblich","","","",""
"Nein","2019","Mecklenburg-Vorpommern","maennlich","","","",""
"Nein","2019","Mecklenburg-Vorpommern","weiblich","","","",""
"Nein","2019","Sachsen","maennlich","","","",""
"Nein","2019","Sachsen","weiblich","","","",""
"Nein","2019","Sachsen-Anhalt","maennlich","","","",""
"Nein","2019","Sachsen-Anhalt","weiblich","","","",""
"Nein","2019","Thueringen","maennlich","","","",""
"Nein","2019","Thueringen","weiblich","","","",""
"Ja","2020","Schleswig-Holstein","maennlich","73","0.215787036429265","0.172316144245298","0.259257928613232"
"Ja","2020","Schleswig-Holstein","weiblich","110","","",""
"Ja","2020","Hamburg","maennlich","40","0.213479362273115","0.155669431909078","0.271289292637151"
"Ja","2020","Hamburg","weiblich","58","0.22744572631227","0.175169647444597","0.279721805179944"
"Ja","2020","Niedersachsen","maennlich","209","","",""
"Ja","2020","Niedersachsen","weiblich","253","","",""
"Ja","2020","Bremen","maennlich","14","","",""
"Ja","2020","Bremen","weiblich","14","","",""
"Ja","2020","Nordrhein-Westfalen","maennlich","416","0.196157786923633","0.179435062001899","0.212880511845366"
"Ja","2020","Nordrhein-Westfalen","weiblich","594","0.228181887446078","0.211754481430978","0.244609293461179"
"Ja","2020","Hessen","maennlich","126","","",""
"Ja","2020","Hessen","weiblich","195","","",""
"Ja","2020","Rheinland-Pfalz,Saarland","maennlich","81","0.175771367206979","0.143212719887288","0.20833001452667"
"Ja","2020","Rheinland-Pfalz,Saarland","weiblich","133","","",""
"Ja","2020","Baden-Wuerttemberg","maennlich","250","","",""
"Ja","2020","Baden-Wuerttemberg","weiblich","363","0.300804374255159","0.275922433011269","0.325686315499049"
"Ja","2020","Bayern","maennlich","380","0.260832498984287","0.239043460046289","0.282621537922285"
"Ja","2020","Bayern","weiblich","541","0.2877278498963","0.26725330632156","0.308202393471041"
"Ja","2020","Saarland","maennlich","","","",""
"Ja","2020","Saarland","weiblich","","","",""
"Ja","2020","Berlin","maennlich","86","0.174585637079252","0.141509628228717","0.207661645929787"
"Ja","2020","Berlin","weiblich","118","","",""
"Ja","2020","Brandenburg","maennlich","78","0.195499214581407","0.158775650064052","0.232222779098761"
"Ja","2020","Brandenburg","weiblich","91","0.182337379627994","0.148760435990137","0.215914323265852"
"Ja","2020","Mecklenburg-Vorpommern","maennlich","23","","",""
"Ja","2020","Mecklenburg-Vorpommern","weiblich","51","0.199355549619501","0.150028875433663","0.248682223805339"
"Ja","2020","Sachsen","maennlich","144","","",""
"Ja","2020","Sachsen","weiblich","163","","",""
"Ja","2020","Sachsen-Anhalt","maennlich","47","0.172018915115541","0.132705138111312","0.21133269211977"
"Ja","2020","Sachsen-Anhalt","weiblich","64","0.138307752560898","0.106232695289199","0.170382809832598"
"Ja","2020","Thueringen","maennlich","58","0.158356774687542","0.120164381506041","0.196549167869043"
"Ja","2020","Thueringen","weiblich","78","0.135504708891043","0.104362629285017","0.166646788497069"
"Nein","2020","Schleswig-Holstein","maennlich","271","","",""
"Nein","2020","Schleswig-Holstein","weiblich","312","0.744776397224996","0.70317908830351","0.786373706146481"
"Nein","2020","Hamburg","maennlich","153","","",""
"Nein","2020","Hamburg","weiblich","189","","",""
"Nein","2020","Niedersachsen","maennlich","772","0.771448005678125","0.745171995266344","0.797724016089906"
"Nein","2020","Niedersachsen","weiblich","883","0.753595382879547","0.728537033480405","0.778653732278689"
"Nein","2020","Bremen","maennlich","71","0.732047930218907","0.637894327045655","0.826201533392159"
"Nein","2020","Bremen","weiblich","89","0.854391519656359","0.786275183844835","0.922507855467882"
"Nein","2020","Nordrhein-Westfalen","maennlich","1750","","",""
"Nein","2020","Nordrhein-Westfalen","weiblich","1913","","",""
"Nein","2020","Hessen","maennlich","541","0.825422320172284","0.796614019777306","0.854230620567263"
"Nein","2020","Hessen","weiblich","591","0.807280318619375","0.77970553997904","0.83485509725971"
"Nein","2020","Rheinland-Pfalz,Saarland","maennlich","444","0.824228632793021","0.79166998547333","0.856787280112712"
"Nein","2020","Rheinland-Pfalz,Saarland","weiblich","518","0.781289224753086","0.749535212787619","0.813043236718553"
"Nein","2020","Baden-Wuerttemberg","maennlich","811","0.758375075055711","0.732617599840585","0.784132550270836"
"Nein","2020","Baden-Wuerttemberg","weiblich","942","0.699195625744841","0.674313684500951","0.724077566988731"
"Nein","2020","Bayern","maennlich","1180","","",""
"Nein","2020","Bayern","weiblich","1337","","",""
"Nein","2020","Saarland","maennlich","","","",""
"Nein","2020","Saarland","weiblich","","","",""
"Nein","2020","Berlin","maennlich","420","0.825414362920748","0.792338354070213","0.858490371771283"
"Nein","2020","Berlin","weiblich","399","0.747937236339872","0.710509828992523","0.785364643687221"
"Nein","2020","Brandenburg","maennlich","370","0.804500785418593","0.767777220901239","0.841224349935948"
"Nein","2020","Brandenburg","weiblich","417","0.817662620372006","0.784085676734148","0.851239564009863"
"Nein","2020","Mecklenburg-Vorpommern","maennlich","181","","",""
"Nein","2020","Mecklenburg-Vorpommern","weiblich","201","","",""
"Nein","2020","Sachsen","maennlich","500","0.780566160013106","0.748602108745599","0.812530211280614"
"Nein","2020","Sachsen","weiblich","608","0.803658517377621","0.775619505088231","0.83169752966701"
"Nein","2020","Sachsen-Anhalt","maennlich","307","0.827981084884459","0.78866730788023","0.867294861888688"
"Nein","2020","Sachsen-Anhalt","weiblich","381","0.861692247439102","0.829617190167402","0.893767304710801"
"Nein","2020","Thueringen","maennlich","293","","",""
"Nein","2020","Thueringen","weiblich","386","0.864495291108957","0.833353211502931","0.895637370714983"
