"ple0098_v5","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2012","Mecklenburg-Vorpommern","weiblich","53","0.149762087245013","0.111607248033484","0.187916926456543"
"Ja","2012","Sachsen","maennlich","130","","",""
"Ja","2012","Sachsen","weiblich","167","","",""
"Ja","2012","Sachsen-Anhalt","maennlich","52","0.110595918755202","0.0806369988089349","0.140554838701469"
"Ja","2012","Sachsen-Anhalt","weiblich","68","0.11460949798805","0.0879872649457087","0.141231731030391"
"Ja","2012","Thueringen","maennlich","49","0.120660139711512","0.0898726588274283","0.151447620595595"
"Ja","2012","Thueringen","weiblich","76","0.117757776548904","0.0911568198059804","0.144358733291829"
"Nein","2012","Schleswig-Holstein","maennlich","308","0.821081081959802","0.782594729062621","0.859567434856983"
"Nein","2012","Schleswig-Holstein","weiblich","384","0.795406665969288","0.759688396946458","0.831124934992118"
"Nein","2012","Hamburg","maennlich","111","","",""
"Nein","2012","Hamburg","weiblich","160","","",""
"Nein","2012","Niedersachsen","maennlich","740","0.774756335805898","0.748317176141118","0.801195495470678"
"Nein","2012","Niedersachsen","weiblich","962","0.784336846616793","0.761564287405469","0.807109405828117"
"Nein","2012","Bremen","maennlich","59","0.896954854284582","0.82768707055515","0.966222638014014"
"Nein","2012","Bremen","weiblich","75","0.792978224945641","0.713166051323711","0.872790398567572"
"Nein","2012","Nordrhein-Westfalen","maennlich","1612","","",""
"Nein","2012","Nordrhein-Westfalen","weiblich","2026","","",""
"Nein","2012","Hessen","maennlich","508","0.802517446640453","0.77203014067589","0.833004752605015"
"Nein","2012","Hessen","weiblich","678","0.762124036860857","0.734595796934821","0.789652276786893"
"Nein","2012","Rheinland-Pfalz,Saarland","maennlich","446","0.803042172580282","0.770073763814","0.836010581346564"
"Nein","2012","Rheinland-Pfalz,Saarland","weiblich","588","0.777459080579649","0.747964303310378","0.806953857848919"
"Nein","2012","Baden-Wuerttemberg","maennlich","911","0.741138070819312","0.71665988719312","0.765616254445503"
"Nein","2012","Baden-Wuerttemberg","weiblich","1126","","",""
"Nein","2012","Bayern","maennlich","1165","","",""
"Nein","2012","Bayern","weiblich","1485","","",""
"Nein","2012","Saarland","maennlich","","","",""
"Nein","2012","Saarland","weiblich","","","",""
"Nein","2012","Berlin","maennlich","307","0.812683417127831","0.773141192196528","0.852225642059134"
"Nein","2012","Berlin","weiblich","383","0.744777666125268","0.70675215483684","0.782803177413695"
"Nein","2012","Brandenburg","maennlich","371","0.857136315974401","0.824550237541572","0.88972239440723"
"Nein","2012","Brandenburg","weiblich","473","0.841973275283718","0.811842638058784","0.872103912508652"
"Nein","2012","Mecklenburg-Vorpommern","maennlich","225","","",""
"Nein","2012","Mecklenburg-Vorpommern","weiblich","283","","",""
"Nein","2012","Sachsen","maennlich","651","0.851350048704518","0.826400709804432","0.876299387604604"
"Nein","2012","Sachsen","weiblich","767","0.818093993129031","0.793353988583594","0.842833997674467"
"Nein","2012","Sachsen-Anhalt","maennlich","369","0.889404081244798","0.859445161298531","0.919363001191065"
"Nein","2012","Sachsen-Anhalt","weiblich","482","0.88539050201195","0.858768268969609","0.912012735054291"
"Nein","2012","Thueringen","maennlich","381","0.879339860288488","0.848552379404405","0.910127341172572"
"Nein","2012","Thueringen","weiblich","488","0.882242223451096","0.855641266708172","0.90884318019402"
"Ja","2013","Schleswig-Holstein","maennlich","49","0.260663898246398","0.202916422732424","0.318411373760372"
"Ja","2013","Schleswig-Holstein","weiblich","77","0.271471742533564","0.220199219877038","0.32274426519009"
"Ja","2013","Hamburg","maennlich","30","0.337721789641575","0.252026897910354","0.423416681372796"
"Ja","2013","Hamburg","weiblich","36","0.261240898960773","0.187677834214759","0.334803963706786"
"Ja","2013","Niedersachsen","maennlich","167","","",""
"Ja","2013","Niedersachsen","weiblich","215","","",""
"Ja","2013","Bremen","maennlich","8","0.0835319899000044","0.00443057883299866","0.16263340096701"
"Ja","2013","Bremen","weiblich","15","","",""
"Ja","2013","Nordrhein-Westfalen","maennlich","333","0.235796282844073","0.213415920188266","0.258176645499879"
"Ja","2013","Nordrhein-Westfalen","weiblich","482","0.259980194189828","0.239012241026035","0.280948147353622"
"Ja","2013","Hessen","maennlich","138","","",""
"Ja","2013","Hessen","weiblich","180","","",""
"Ja","2013","Rheinland-Pfalz,Saarland","maennlich","82","0.208116823313096","0.167670713102061","0.248562933524131"
"Ja","2013","Rheinland-Pfalz,Saarland","weiblich","125","","",""
"Ja","2013","Baden-Wuerttemberg","maennlich","216","","",""
"Ja","2013","Baden-Wuerttemberg","weiblich","304","0.303173471629932","0.274527874372915","0.331819068886949"
"Ja","2013","Bayern","maennlich","290","","",""
"Ja","2013","Bayern","weiblich","443","0.325209466363355","0.300118124790112","0.350300807936597"
"Ja","2013","Saarland","maennlich","","","",""
"Ja","2013","Saarland","weiblich","","","",""
"Ja","2013","Berlin","maennlich","66","0.228035661328091","0.180558202315535","0.275513120340648"
"Ja","2013","Berlin","weiblich","100","","",""
"Ja","2013","Brandenburg","maennlich","62","0.158190714502395","0.119344778380394","0.197036650624395"
"Ja","2013","Brandenburg","weiblich","64","0.157896929253375","0.121377988550532","0.194415869956219"
"Ja","2013","Mecklenburg-Vorpommern","maennlich","20","","",""
"Ja","2013","Mecklenburg-Vorpommern","weiblich","41","0.16567033662996","0.117622328023883","0.213718345236036"
"Ja","2013","Sachsen","maennlich","93","0.132994562718022","0.105311634583705","0.16067749085234"
"Ja","2013","Sachsen","weiblich","136","","",""
"Ja","2013","Sachsen-Anhalt","maennlich","48","0.120440353754881","0.0848350878074714","0.15604561970229"
"Ja","2013","Sachsen-Anhalt","weiblich","58","0.130659403169652","0.0971244623901583","0.164194343949146"
"Ja","2013","Thueringen","maennlich","37","0.139217565891371","0.101754364653823","0.17668076712892"
"Ja","2013","Thueringen","weiblich","71","0.148400713617993","0.114239203164504","0.182562224071482"
"Nein","2013","Schleswig-Holstein","maennlich","173","","",""
"Nein","2013","Schleswig-Holstein","weiblich","212","","",""
"Nein","2013","Hamburg","maennlich","87","0.662278210358425","0.576583318627204","0.747973102089646"
"Nein","2013","Hamburg","weiblich","101","","",""
"Nein","2013","Niedersachsen","maennlich","500","0.751156893226577","0.718346358373724","0.78396742807943"
"Nein","2013","Niedersachsen","weiblich","618","0.751972248568099","0.722644641092524","0.781299856043673"
"Nein","2013","Bremen","maennlich","39","0.916468010099996","0.83736659903299","0.995569421167001"
"Nein","2013","Bremen","weiblich","42","0.7928849111266","0.687683489285906","0.898086332967293"
"Nein","2013","Nordrhein-Westfalen","maennlich","1049","","",""
"Nein","2013","Nordrhein-Westfalen","weiblich","1199","","",""
"Nein","2013","Hessen","maennlich","319","0.741458405198116","0.701316442868202","0.78160036752803"
"Nein","2013","Hessen","weiblich","415","0.710775420067345","0.674344225824302","0.747206614310388"
"Nein","2013","Rheinland-Pfalz,Saarland","maennlich","305","0.791883176686904","0.751437066475869","0.832329286897939"
"Nein","2013","Rheinland-Pfalz,Saarland","weiblich","399","0.777167884727928","0.74153682314074","0.812798946315115"
"Nein","2013","Baden-Wuerttemberg","maennlich","564","0.73703108890613","0.706135541291454","0.767926636520806"
"Nein","2013","Baden-Wuerttemberg","weiblich","685","0.696826528370068","0.668180931113051","0.725472125627086"
"Nein","2013","Bayern","maennlich","803","0.746758620666953","0.720977875405879","0.772539365928027"
"Nein","2013","Bayern","weiblich","896","0.674790533636645","0.649699192063403","0.699881875209888"
"Nein","2013","Saarland","maennlich","","","",""
"Nein","2013","Saarland","weiblich","","","",""
"Nein","2013","Berlin","maennlich","234","","",""
"Nein","2013","Berlin","weiblich","245","","",""
"Nein","2013","Brandenburg","maennlich","277","","",""
"Nein","2013","Brandenburg","weiblich","319","0.842103070746625","0.805584130043781","0.878622011449468"
"Nein","2013","Mecklenburg-Vorpommern","maennlich","165","","",""
"Nein","2013","Mecklenburg-Vorpommern","weiblich","189","","",""
"Nein","2013","Sachsen","maennlich","485","0.867005437281978","0.83932250914766","0.894688365416295"
"Nein","2013","Sachsen","weiblich","521","0.815151182853391","0.785469205751723","0.844833159955059"
"Nein","2013","Sachsen-Anhalt","maennlich","273","","",""
"Nein","2013","Sachsen-Anhalt","weiblich","330","0.869340596830348","0.835805656050854","0.902875537609842"
"Nein","2013","Thueringen","maennlich","291","","",""
"Nein","2013","Thueringen","weiblich","345","0.851599286382007","0.817437775928518","0.885760796835496"
"Ja","2014","Schleswig-Holstein","maennlich","76","0.227553699281903","0.184063631769309","0.271043766794498"
"Ja","2014","Schleswig-Holstein","weiblich","111","","",""
"Ja","2014","Hamburg","maennlich","36","0.260226864354516","0.193076015122291","0.327377713586741"
"Ja","2014","Hamburg","weiblich","43","0.260019973022343","0.200693053739694","0.319346892304991"
"Ja","2014","Niedersachsen","maennlich","232","","",""
"Ja","2014","Niedersachsen","weiblich","300","0.26774173742876","0.24324453972497","0.292238935132549"
"Ja","2014","Bremen","maennlich","9","0.0718743828726205","0.0166413498648723","0.127107415880369"
"Ja","2014","Bremen","weiblich","26","","",""
"Ja","2014","Nordrhein-Westfalen","maennlich","422","0.208687425459704","0.19149027001267","0.225884580906738"
"Ja","2014","Nordrhein-Westfalen","weiblich","616","0.234241712383085","0.218363330410982","0.250120094355187"
"Ja","2014","Hessen","maennlich","158","","",""
"Ja","2014","Hessen","weiblich","240","","",""
"Ja","2014","Rheinland-Pfalz,Saarland","maennlich","126","","",""
"Ja","2014","Rheinland-Pfalz,Saarland","weiblich","180","","",""
"Ja","2014","Baden-Wuerttemberg","maennlich","320","0.262710099197606","0.23808469677249","0.287335501622722"
"Ja","2014","Baden-Wuerttemberg","weiblich","455","0.307250409474106","0.284267924391738","0.330232894556474"
"Ja","2014","Bayern","maennlich","417","0.262124212689473","0.240999725672363","0.283248699706583"
"Ja","2014","Bayern","weiblich","642","0.321977853905256","0.301979980438005","0.341975727372506"
"Ja","2014","Saarland","maennlich","","","",""
"Ja","2014","Saarland","weiblich","","","",""
"Ja","2014","Berlin","maennlich","73","0.22378232594888","0.18171139993791","0.265853251959849"
"Ja","2014","Berlin","weiblich","120","","",""
"Ja","2014","Brandenburg","maennlich","73","0.148624598132623","0.11480569468605","0.182443501579196"
"Ja","2014","Brandenburg","weiblich","97","0.191900086127994","0.158310763577511","0.225489408678477"
"Ja","2014","Mecklenburg-Vorpommern","maennlich","25","","",""
"Ja","2014","Mecklenburg-Vorpommern","weiblich","56","0.178297306043118","0.134766208968269","0.221828403117968"
"Ja","2014","Sachsen","maennlich","118","","",""
"Ja","2014","Sachsen","weiblich","153","","",""
"Ja","2014","Sachsen-Anhalt","maennlich","50","0.12055335674274","0.0883614858399522","0.152745227645528"
"Ja","2014","Sachsen-Anhalt","weiblich","76","0.16164961384402","0.129700183209688","0.193599044478351"
"Ja","2014","Thueringen","maennlich","46","0.141420496865932","0.107143775416549","0.175697218315314"
"Ja","2014","Thueringen","weiblich","70","0.113279004470851","0.0862456874502479","0.140312321491454"
"Nein","2014","Schleswig-Holstein","maennlich","281","","",""
"Nein","2014","Schleswig-Holstein","weiblich","356","0.717827860415854","0.677009376369284","0.758646344462423"
"Nein","2014","Hamburg","maennlich","128","","",""
"Nein","2014","Hamburg","weiblich","167","","",""
"Nein","2014","Niedersachsen","maennlich","800","0.744929873096193","0.718335133833075","0.771524612359311"
"Nein","2014","Niedersachsen","weiblich","955","0.73225826257124","0.707761064867451","0.75675546027503"
"Nein","2014","Bremen","maennlich","75","0.92812561712738","0.872892584119631","0.983358650135128"
"Nein","2014","Bremen","weiblich","88","0.765390411082715","0.687602868249666","0.843177953915764"
"Nein","2014","Nordrhein-Westfalen","maennlich","1723","","",""
"Nein","2014","Nordrhein-Westfalen","weiblich","2117","","",""
"Nein","2014","Hessen","maennlich","553","0.809508691655202","0.78064435168897","0.838373031621435"
"Nein","2014","Hessen","weiblich","646","0.745102196432871","0.716406141271816","0.773798251593925"
"Nein","2014","Rheinland-Pfalz,Saarland","maennlich","483","0.78798889867813","0.755526635429464","0.820451161926796"
"Nein","2014","Rheinland-Pfalz,Saarland","weiblich","588","0.759375428453916","0.72914350787877","0.789607349029061"
"Nein","2014","Baden-Wuerttemberg","maennlich","907","0.737289900802394","0.712664498377278","0.76191530322751"
"Nein","2014","Baden-Wuerttemberg","weiblich","1093","","",""
"Nein","2014","Bayern","maennlich","1248","","",""
"Nein","2014","Bayern","weiblich","1455","","",""
"Nein","2014","Saarland","maennlich","","","",""
"Nein","2014","Saarland","weiblich","","","",""
"Nein","2014","Berlin","maennlich","304","0.77621767405112","0.734146748040151","0.81828860006209"
"Nein","2014","Berlin","weiblich","354","0.758116493918575","0.719565993456648","0.796666994380503"
"Nein","2014","Brandenburg","maennlich","352","0.851375401867377","0.817556498420804","0.88519430531395"
"Nein","2014","Brandenburg","weiblich","431","0.808099913872006","0.774510591321523","0.841689236422488"
"Nein","2014","Mecklenburg-Vorpommern","maennlich","192","","",""
"Nein","2014","Mecklenburg-Vorpommern","weiblich","241","","",""
"Nein","2014","Sachsen","maennlich","565","0.824918559511282","0.796417347278362","0.853419771744201"
"Nein","2014","Sachsen","weiblich","661","0.809502637733577","0.782525895266664","0.836479380200491"
"Nein","2014","Sachsen-Anhalt","maennlich","343","0.87944664325726","0.847254772354472","0.911638514160048"
"Nein","2014","Sachsen-Anhalt","weiblich","434","0.83835038615598","0.806400955521648","0.870299816790312"
"Nein","2014","Thueringen","maennlich","351","0.858579503134068","0.824302781684685","0.89285622458345"
"Nein","2014","Thueringen","weiblich","458","0.886720995529149","0.859687678508546","0.913754312549752"
"Ja","2015","Schleswig-Holstein","maennlich","","","",""
"Ja","2015","Schleswig-Holstein","weiblich","","","",""
"Ja","2015","Hamburg","maennlich","","","",""
"Ja","2015","Hamburg","weiblich","","","",""
"Ja","2015","Niedersachsen","maennlich","","","",""
"Ja","2015","Niedersachsen","weiblich","","","",""
"Ja","2015","Bremen","maennlich","","","",""
"Ja","2015","Bremen","weiblich","","","",""
"Ja","2015","Nordrhein-Westfalen","maennlich","","","",""
"Ja","2015","Nordrhein-Westfalen","weiblich","","","",""
"Ja","2015","Hessen","maennlich","","","",""
"Ja","2015","Hessen","weiblich","","","",""
"Ja","2015","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Ja","2015","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Ja","2015","Baden-Wuerttemberg","maennlich","","","",""
"Ja","2015","Baden-Wuerttemberg","weiblich","","","",""
"Ja","2015","Bayern","maennlich","","","",""
"Ja","2015","Bayern","weiblich","","","",""
"Ja","2015","Saarland","maennlich","","","",""
"Ja","2015","Saarland","weiblich","","","",""
"Ja","2015","Berlin","maennlich","","","",""
"Ja","2015","Berlin","weiblich","","","",""
"Ja","2015","Brandenburg","maennlich","","","",""
"Ja","2015","Brandenburg","weiblich","","","",""
"Ja","2015","Mecklenburg-Vorpommern","maennlich","","","",""
"Ja","2015","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja","2015","Sachsen","maennlich","","","",""
"Ja","2015","Sachsen","weiblich","","","",""
"Ja","2015","Sachsen-Anhalt","maennlich","","","",""
"Ja","2015","Sachsen-Anhalt","weiblich","","","",""
"Ja","2015","Thueringen","maennlich","","","",""
"Ja","2015","Thueringen","weiblich","","","",""
"Nein","2015","Schleswig-Holstein","maennlich","","","",""
"Nein","2015","Schleswig-Holstein","weiblich","","","",""
"Nein","2015","Hamburg","maennlich","","","",""
"Nein","2015","Hamburg","weiblich","","","",""
"Nein","2015","Niedersachsen","maennlich","","","",""
"Nein","2015","Niedersachsen","weiblich","","","",""
"Nein","2015","Bremen","maennlich","","","",""
"Nein","2015","Bremen","weiblich","","","",""
"Nein","2015","Nordrhein-Westfalen","maennlich","","","",""
"Nein","2015","Nordrhein-Westfalen","weiblich","","","",""
"Nein","2015","Hessen","maennlich","","","",""
"Nein","2015","Hessen","weiblich","","","",""
"Nein","2015","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Nein","2015","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nein","2015","Baden-Wuerttemberg","maennlich","","","",""
"Nein","2015","Baden-Wuerttemberg","weiblich","","","",""
"Nein","2015","Bayern","maennlich","","","",""
"Nein","2015","Bayern","weiblich","","","",""
"Nein","2015","Saarland","maennlich","","","",""
"Nein","2015","Saarland","weiblich","","","",""
"Nein","2015","Berlin","maennlich","","","",""
"Nein","2015","Berlin","weiblich","","","",""
"Nein","2015","Brandenburg","maennlich","","","",""
"Nein","2015","Brandenburg","weiblich","","","",""
"Nein","2015","Mecklenburg-Vorpommern","maennlich","","","",""
"Nein","2015","Mecklenburg-Vorpommern","weiblich","","","",""
"Nein","2015","Sachsen","maennlich","","","",""
"Nein","2015","Sachsen","weiblich","","","",""
"Nein","2015","Sachsen-Anhalt","maennlich","","","",""
"Nein","2015","Sachsen-Anhalt","weiblich","","","",""
"Nein","2015","Thueringen","maennlich","","","",""
"Nein","2015","Thueringen","weiblich","","","",""
"Ja","2016","Schleswig-Holstein","maennlich","61","0.209999395327408","0.16537258615143","0.254626204503387"
"Ja","2016","Schleswig-Holstein","weiblich","92","0.257325594032202","0.214958648173212","0.299692539891192"
"Ja","2016","Hamburg","maennlich","27","","",""
"Ja","2016","Hamburg","weiblich","39","0.242321728749065","0.183522503605773","0.301120953892358"
"Ja","2016","Niedersachsen","maennlich","189","","",""
"Ja","2016","Niedersachsen","weiblich","258","","",""
"Ja","2016","Bremen","maennlich","5","0.0371916443813283","-0.00621730517188289","0.0806005939345396"
"Ja","2016","Bremen","weiblich","17","","",""
"Ja","2016","Nordrhein-Westfalen","maennlich","313","0.174394766742524","0.157531518588979","0.191258014896069"
"Ja","2016","Nordrhein-Westfalen","weiblich","537","0.223493703910382","0.206896094305215","0.240091313515549"
"Ja","2016","Hessen","maennlich","117","","",""
"Ja","2016","Hessen","weiblich","175","","",""
"Ja","2016","Rheinland-Pfalz,Saarland","maennlich","95","0.163093520107328","0.133000510237182","0.193186529977473"
"Ja","2016","Rheinland-Pfalz,Saarland","weiblich","141","","",""
"Ja","2016","Baden-Wuerttemberg","maennlich","247","","",""
"Ja","2016","Baden-Wuerttemberg","weiblich","376","0.27499444329523","0.251393499606491","0.298595386983968"
"Ja","2016","Bayern","maennlich","365","0.279074905788755","0.256129775501048","0.302020036076462"
"Ja","2016","Bayern","weiblich","510","0.277815256583832","0.25755158419654","0.298078928971123"
"Ja","2016","Saarland","maennlich","","","",""
"Ja","2016","Saarland","weiblich","","","",""
"Ja","2016","Berlin","maennlich","59","0.17240830425962","0.132835099598852","0.211981508920387"
"Ja","2016","Berlin","weiblich","96","0.228612421542033","0.18959538161358","0.267629461470485"
"Ja","2016","Brandenburg","maennlich","52","0.123702988679809","0.0908152897762199","0.156590687583397"
"Ja","2016","Brandenburg","weiblich","69","0.119681920518041","0.0906744647773607","0.14868937625872"
"Ja","2016","Mecklenburg-Vorpommern","maennlich","18","","",""
"Ja","2016","Mecklenburg-Vorpommern","weiblich","42","0.135521554127353","0.0946187368172049","0.176424371437501"
"Ja","2016","Sachsen","maennlich","108","","",""
"Ja","2016","Sachsen","weiblich","130","","",""
"Ja","2016","Sachsen-Anhalt","maennlich","31","0.0922480391007209","0.0609315304307402","0.123564547770702"
"Ja","2016","Sachsen-Anhalt","weiblich","57","0.126390686989157","0.0956208462213157","0.157160527756998"
"Ja","2016","Thueringen","maennlich","49","0.117302926676766","0.0841092960230772","0.150496557330455"
"Ja","2016","Thueringen","weiblich","69","0.113200150891324","0.0846167829484637","0.141783518834184"
"Nein","2016","Schleswig-Holstein","maennlich","259","","",""
"Nein","2016","Schleswig-Holstein","weiblich","317","0.742674405967798","0.700307460108808","0.785041351826788"
"Nein","2016","Hamburg","maennlich","126","","",""
"Nein","2016","Hamburg","weiblich","165","","",""
"Nein","2016","Niedersachsen","maennlich","740","0.738729253106229","0.710478614079811","0.766979892132646"
"Nein","2016","Niedersachsen","weiblich","890","0.718782111258437","0.692774692607733","0.74478952990914"
"Nein","2016","Bremen","maennlich","68","0.962808355618672","0.919399406065461","1.00621730517188"
"Nein","2016","Bremen","weiblich","73","0.827599347957527","0.749561307040953","0.9056373888741"
"Nein","2016","Nordrhein-Westfalen","maennlich","1632","","",""
"Nein","2016","Nordrhein-Westfalen","weiblich","1883","","",""
"Nein","2016","Hessen","maennlich","467","0.831167491194403","0.800785657733808","0.861549324654998"
"Nein","2016","Hessen","weiblich","592","0.795002495329019","0.766432580724894","0.823572409933144"
"Nein","2016","Rheinland-Pfalz,Saarland","maennlich","484","0.836906479892672","0.806813470022527","0.866999489762817"
"Nein","2016","Rheinland-Pfalz,Saarland","weiblich","565","0.80172056627725","0.77231049427697","0.831130638277529"
"Nein","2016","Baden-Wuerttemberg","maennlich","821","0.77561810976641","0.750598511260721","0.800637708272099"
"Nein","2016","Baden-Wuerttemberg","weiblich","999","0.725005556704771","0.701404613016032","0.748606500393509"
"Nein","2016","Bayern","maennlich","1103","","",""
"Nein","2016","Bayern","weiblich","1367","","",""
"Nein","2016","Saarland","maennlich","","","",""
"Nein","2016","Saarland","weiblich","","","",""
"Nein","2016","Berlin","maennlich","291","","",""
"Nein","2016","Berlin","weiblich","349","0.771387578457967","0.732370538529514","0.81040461838642"
"Nein","2016","Brandenburg","maennlich","333","0.876297011320191","0.843409312416603","0.90918471022378"
"Nein","2016","Brandenburg","weiblich","412","0.88031807948196","0.85131062374128","0.909325535222639"
"Nein","2016","Mecklenburg-Vorpommern","maennlich","186","","",""
"Nein","2016","Mecklenburg-Vorpommern","weiblich","227","","",""
"Nein","2016","Sachsen","maennlich","507","0.839802205964593","0.810813601777777","0.86879081015141"
"Nein","2016","Sachsen","weiblich","600","0.833002073792697","0.805945970934341","0.860058176651053"
"Nein","2016","Sachsen-Anhalt","maennlich","297","","",""
"Nein","2016","Sachsen-Anhalt","weiblich","391","0.873609313010843","0.842839472243002","0.904379153778684"
"Nein","2016","Thueringen","maennlich","312","0.882697073323234","0.849503442669544","0.915890703976923"
"Nein","2016","Thueringen","weiblich","403","0.886799849108676","0.858216481165816","0.915383217051536"
"Ja","2017","Schleswig-Holstein","maennlich","","","",""
"Ja","2017","Schleswig-Holstein","weiblich","","","",""
"Ja","2017","Hamburg","maennlich","","","",""
"Ja","2017","Hamburg","weiblich","","","",""
"Ja","2017","Niedersachsen","maennlich","","","",""
"Ja","2017","Niedersachsen","weiblich","","","",""
"Ja","2017","Bremen","maennlich","","","",""
"Ja","2017","Bremen","weiblich","","","",""
"Ja","2017","Nordrhein-Westfalen","maennlich","","","",""
"Ja","2017","Nordrhein-Westfalen","weiblich","","","",""
"Ja","2017","Hessen","maennlich","","","",""
"Ja","2017","Hessen","weiblich","","","",""
"Ja","2017","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Ja","2017","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Ja","2017","Baden-Wuerttemberg","maennlich","","","",""
"Ja","2017","Baden-Wuerttemberg","weiblich","","","",""
"Ja","2017","Bayern","maennlich","","","",""
"Ja","2017","Bayern","weiblich","","","",""
"Ja","2017","Saarland","maennlich","","","",""
"Ja","2017","Saarland","weiblich","","","",""
"Ja","2017","Berlin","maennlich","","","",""
"Ja","2017","Berlin","weiblich","","","",""
"Ja","2017","Brandenburg","maennlich","","","",""
"Ja","2017","Brandenburg","weiblich","","","",""
"Ja","2017","Mecklenburg-Vorpommern","maennlich","","","",""
"Ja","2017","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja","2017","Sachsen","maennlich","","","",""
"Ja","2017","Sachsen","weiblich","","","",""
"Ja","2017","Sachsen-Anhalt","maennlich","","","",""
"Ja","2017","Sachsen-Anhalt","weiblich","","","",""
"Ja","2017","Thueringen","maennlich","","","",""
"Ja","2017","Thueringen","weiblich","","","",""
"Nein","2017","Schleswig-Holstein","maennlich","","","",""
"Nein","2017","Schleswig-Holstein","weiblich","","","",""
"Nein","2017","Hamburg","maennlich","","","",""
"Nein","2017","Hamburg","weiblich","","","",""
"Nein","2017","Niedersachsen","maennlich","","","",""
"Nein","2017","Niedersachsen","weiblich","","","",""
"Nein","2017","Bremen","maennlich","","","",""
"Nein","2017","Bremen","weiblich","","","",""
"Nein","2017","Nordrhein-Westfalen","maennlich","","","",""
"Nein","2017","Nordrhein-Westfalen","weiblich","","","",""
"Nein","2017","Hessen","maennlich","","","",""
"Nein","2017","Hessen","weiblich","","","",""
"Nein","2017","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Nein","2017","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nein","2017","Baden-Wuerttemberg","maennlich","","","",""
"Nein","2017","Baden-Wuerttemberg","weiblich","","","",""
"Nein","2017","Bayern","maennlich","","","",""
"Nein","2017","Bayern","weiblich","","","",""
"Nein","2017","Saarland","maennlich","","","",""
"Nein","2017","Saarland","weiblich","","","",""
"Nein","2017","Berlin","maennlich","","","",""
"Nein","2017","Berlin","weiblich","","","",""
"Nein","2017","Brandenburg","maennlich","","","",""
"Nein","2017","Brandenburg","weiblich","","","",""
"Nein","2017","Mecklenburg-Vorpommern","maennlich","","","",""
"Nein","2017","Mecklenburg-Vorpommern","weiblich","","","",""
"Nein","2017","Sachsen","maennlich","","","",""
"Nein","2017","Sachsen","weiblich","","","",""
"Nein","2017","Sachsen-Anhalt","maennlich","","","",""
"Nein","2017","Sachsen-Anhalt","weiblich","","","",""
"Nein","2017","Thueringen","maennlich","","","",""
"Nein","2017","Thueringen","weiblich","","","",""
"Ja","2018","Schleswig-Holstein","maennlich","57","0.149063722367958","0.112375361733903","0.185752083002012"
"Ja","2018","Schleswig-Holstein","weiblich","104","","",""
"Ja","2018","Hamburg","maennlich","29","","",""
"Ja","2018","Hamburg","weiblich","40","0.177098011275588","0.128800653945201","0.225395368605976"
"Ja","2018","Niedersachsen","maennlich","204","","",""
"Ja","2018","Niedersachsen","weiblich","280","","",""
"Ja","2018","Bremen","maennlich","8","0.111183383423381","0.0455034384111426","0.17686332843562"
"Ja","2018","Bremen","weiblich","20","","",""
"Ja","2018","Nordrhein-Westfalen","maennlich","368","0.19113668186927","0.174202366902447","0.208070996836094"
"Ja","2018","Nordrhein-Westfalen","weiblich","559","0.212486180281438","0.196828544591435","0.22814381597144"
"Ja","2018","Hessen","maennlich","130","","",""
"Ja","2018","Hessen","weiblich","194","","",""
"Ja","2018","Rheinland-Pfalz,Saarland","maennlich","94","0.176251543362327","0.145161311871821","0.207341774852834"
"Ja","2018","Rheinland-Pfalz,Saarland","weiblich","133","","",""
"Ja","2018","Baden-Wuerttemberg","maennlich","270","","",""
"Ja","2018","Baden-Wuerttemberg","weiblich","353","0.28674736883983","0.262341340836732","0.311153396842929"
"Ja","2018","Bayern","maennlich","378","0.283345889985421","0.260564414036137","0.306127365934705"
"Ja","2018","Bayern","weiblich","582","0.283851104263228","0.263819135680471","0.303883072845984"
"Ja","2018","Saarland","maennlich","","","",""
"Ja","2018","Saarland","weiblich","","","",""
"Ja","2018","Berlin","maennlich","78","0.17927616481968","0.142635204908058","0.215917124731303"
"Ja","2018","Berlin","weiblich","107","","",""
"Ja","2018","Brandenburg","maennlich","83","0.194946310403497","0.157845707415837","0.232046913391157"
"Ja","2018","Brandenburg","weiblich","94","0.176775134163653","0.14373187030877","0.209818398018536"
"Ja","2018","Mecklenburg-Vorpommern","maennlich","25","","",""
"Ja","2018","Mecklenburg-Vorpommern","weiblich","51","0.152754677752242","0.113089774552176","0.192419580952309"
"Ja","2018","Sachsen","maennlich","132","","",""
"Ja","2018","Sachsen","weiblich","156","","",""
"Ja","2018","Sachsen-Anhalt","maennlich","54","0.122927350269126","0.0896049927632698","0.156249707774981"
"Ja","2018","Sachsen-Anhalt","weiblich","67","0.141079116998054","0.110130738207488","0.172027495788621"
