year,age_gr,migback,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No migration background,Yes,0.10928,261,2296,0.09652,0.12205
2009,17-29 y.,No migration background,No,0.82884,2035,2296,0.81343,0.84425
2009,17-29 y.,Direct migration background,No,0.86940,156,156,0.81635,0.92245
2009,17-29 y.,Indirect migration background,Yes,0.10146,38,385,0.07126,0.13167
2009,17-29 y.,Indirect migration background,No,0.81066,347,385,0.77148,0.84985
2009,30-45 y.,No migration background,Yes,0.16587,583,3876,0.15416,0.17759
2009,30-45 y.,No migration background,No,0.83413,3293,3876,0.82241,0.84584
2009,30-45 y.,Direct migration background,Yes,0.15703,76,531,0.12605,0.18800
2009,30-45 y.,Direct migration background,No,0.84297,455,531,0.81200,0.87395
2009,30-45 y.,Indirect migration background,Yes,0.14929,40,269,0.10662,0.19196
2009,30-45 y.,Indirect migration background,No,0.85071,229,269,0.80804,0.89338
2009,46-65 y.,No migration background,Yes,0.22362,1236,5660,0.21276,0.23447
2009,46-65 y.,No migration background,No,0.77638,4424,5660,0.76553,0.78724
2009,46-65 y.,Direct migration background,Yes,0.19861,130,619,0.16716,0.23006
2009,46-65 y.,Direct migration background,No,0.80139,489,619,0.76994,0.83284
2009,46-65 y.,Indirect migration background,No,0.63264,31,31,0.46013,0.80515
2009,66 and older,No migration background,Yes,0.28911,1013,3821,0.27474,0.30349
2009,66 and older,No migration background,No,0.71089,2808,3821,0.69651,0.72526
2009,66 and older,Direct migration background,Yes,0.24504,81,335,0.19892,0.29117
2009,66 and older,Direct migration background,No,0.75496,254,335,0.70883,0.80108
2011,17-29 y.,No migration background,Yes,0.08850,257,2395,0.07713,0.09988
2011,17-29 y.,No migration background,No,0.76090,2138,2395,0.74381,0.77799
2011,17-29 y.,Direct migration background,No,0.68113,195,195,0.61555,0.74671
2011,17-29 y.,Indirect migration background,Yes,0.05957,33,384,0.03586,0.08327
2011,17-29 y.,Indirect migration background,No,0.75159,351,384,0.70831,0.79486
2011,30-45 y.,No migration background,Yes,0.11333,537,3956,0.10345,0.12321
2011,30-45 y.,No migration background,No,0.69317,3419,3956,0.67880,0.70754
