year,quintil_oecd,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Yes,0.16753,566,2879,0.15388,0.18117
2009,1st Quintile,No,0.65142,2313,2879,0.63401,0.66883
2009,2nd Quintile,Yes,0.16620,591,3166,0.15323,0.17917
2009,2nd Quintile,No,0.64138,2575,3166,0.62467,0.65808
2009,3rd Quintile,Yes,0.16818,685,3434,0.15567,0.18069
2009,3rd Quintile,No,0.67243,2749,3434,0.65673,0.68813
2009,4th Quintile,Yes,0.17584,729,3732,0.16362,0.18805
2009,4th Quintile,No,0.67716,3003,3732,0.66216,0.69216
2009,5th Quintile,Yes,0.17612,921,4802,0.16534,0.18689
2009,5th Quintile,No,0.72190,3881,4802,0.70922,0.73457
2011,1st Quintile,Yes,0.10602,380,2462,0.09385,0.11818
2011,1st Quintile,No,0.56679,2082,2462,0.54721,0.58637
2011,2nd Quintile,Yes,0.10894,389,2762,0.09732,0.12056
2011,2nd Quintile,No,0.60890,2373,2762,0.59069,0.62710
2011,3rd Quintile,Yes,0.10805,409,3070,0.09707,0.11903
2011,3rd Quintile,No,0.67208,2661,3070,0.65547,0.68869
2011,4th Quintile,Yes,0.12291,463,3218,0.11156,0.13425
2011,4th Quintile,No,0.68147,2755,3218,0.66537,0.69757
2011,5th Quintile,Yes,0.13491,626,4150,0.12452,0.14531
2011,5th Quintile,No,0.71481,3524,4150,0.70107,0.72855
2013,1st Quintile,Yes,0.11037,487,3103,0.09934,0.12140
2013,1st Quintile,No,0.59892,2616,3103,0.58168,0.61617
2013,2nd Quintile,Yes,0.10999,489,3436,0.09953,0.12046
2013,2nd Quintile,No,0.63741,2947,3436,0.62133,0.65349
2013,3rd Quintile,Yes,0.11034,500,3592,0.10010,0.12059
2013,3rd Quintile,No,0.66913,3092,3592,0.65374,0.68452
2013,4th Quintile,Yes,0.12748,576,3938,0.11706,0.13790
2013,4th Quintile,No,0.69261,3362,3938,0.67819,0.70702
2013,5th Quintile,Yes,0.11636,677,4793,0.10728,0.12544
2013,5th Quintile,No,0.74835,4116,4793,0.73607,0.76064
2015,1st Quintile,Yes,0.13375,748,5007,0.12432,0.14318
2015,1st Quintile,No,0.66231,4259,5007,0.64921,0.67541
2015,2nd Quintile,Yes,0.13235,741,5281,0.12321,0.14149
2015,2nd Quintile,No,0.69456,4540,5281,0.68214,0.70698
2015,3rd Quintile,Yes,0.12240,662,4880,0.11321,0.13160
2015,3rd Quintile,No,0.71604,4218,4880,0.70338,0.72869
2015,4th Quintile,Yes,0.12128,652,4767,0.11201,0.13054
2015,4th Quintile,No,0.74155,4115,4767,0.72912,0.75398
2015,5th Quintile,Yes,0.12320,694,5101,0.11418,0.13222
2015,5th Quintile,No,0.77320,4407,5101,0.76171,0.78469
2017,1st Quintile,Yes,0.13760,746,4676,0.12772,0.14747
2017,1st Quintile,No,0.63026,3930,4676,0.61643,0.64410
2017,2nd Quintile,Yes,0.12287,637,4851,0.11363,0.13211
2017,2nd Quintile,No,0.70666,4214,4851,0.69385,0.71947
2017,3rd Quintile,Yes,0.12725,675,4415,0.11742,0.13708
2017,3rd Quintile,No,0.70967,3740,4415,0.69628,0.72306
2017,4th Quintile,Yes,0.12107,580,4340,0.11136,0.13077
2017,4th Quintile,No,0.75534,3760,4340,0.74255,0.76813
2017,5th Quintile,Yes,0.13979,671,4554,0.12972,0.14987
2017,5th Quintile,No,0.75277,3883,4554,0.74024,0.76530
2019,1st Quintile,Yes,0.12967,662,4398,0.11974,0.13960
2019,1st Quintile,No,0.62977,3736,4398,0.61550,0.64404
2019,2nd Quintile,Yes,0.11709,639,4763,0.10796,0.12623
2019,2nd Quintile,No,0.70045,4124,4763,0.68744,0.71346
2019,3rd Quintile,Yes,0.11451,598,4509,0.10521,0.12381
2019,3rd Quintile,No,0.72364,3911,4509,0.71058,0.73669
2019,4th Quintile,Yes,0.12097,563,4270,0.11119,0.13075
2019,4th Quintile,No,0.73577,3707,4270,0.72254,0.74899
2019,5th Quintile,Yes,0.12100,642,4786,0.11176,0.13024
2019,5th Quintile,No,0.77707,4144,4786,0.76528,0.78887
2021,1st Quintile,Yes,0.13087,606,4727,0.12125,0.14048
2021,1st Quintile,No,0.65981,4121,4727,0.64630,0.67332
2021,2nd Quintile,Yes,0.11377,505,3586,0.10337,0.12416
2021,2nd Quintile,No,0.68981,3081,3586,0.67467,0.70495
2021,3rd Quintile,Yes,0.11816,426,3039,0.10668,0.12964
2021,3rd Quintile,No,0.69748,2613,3039,0.68114,0.71381
2021,4th Quintile,Yes,0.10883,414,3253,0.09813,0.11954
2021,4th Quintile,No,0.75093,2839,3253,0.73607,0.76580
2021,5th Quintile,Yes,0.11377,527,4293,0.10427,0.12327
2021,5th Quintile,No,0.75751,3766,4293,0.74469,0.77034
