"plb0571","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Ja, wenige Personen","2015","66 und älter","Nordrhein-Westfalen","109","0.111273201019015","0.090919525243217","0.131626876794813"
"Ja, wenige Personen","2015","66 und älter","Hessen","46","0.160455323274428","0.117154862181944","0.203755784366912"
"Ja, wenige Personen","2015","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Ja, wenige Personen","2015","66 und älter","Baden-Wuerttemberg","69","0.0994669882064104","0.0743400748158262","0.124593901596995"
"Ja, wenige Personen","2015","66 und älter","Bayern","106","0.143790435226875","0.11857789176325","0.1690029786905"
"Ja, wenige Personen","2015","66 und älter","Saarland","","","",""
"Ja, wenige Personen","2015","66 und älter","Berlin","","","",""
"Ja, wenige Personen","2015","66 und älter","Brandenburg","","","",""
"Ja, wenige Personen","2015","66 und älter","Mecklenburg-Vorpommern","","","",""
"Ja, wenige Personen","2015","66 und älter","Sachsen","","","",""
"Ja, wenige Personen","2015","66 und älter","Sachsen-Anhalt","","","",""
"Ja, wenige Personen","2015","66 und älter","Thueringen","","","",""
"Nein, weiss nicht","2015","16-34 Jahre alt","Schleswig-Holstein","86","0.358057063452105","0.296890169927844","0.419223956976366"
"Nein, weiss nicht","2015","16-34 Jahre alt","Hamburg","47","0.366129596453895","0.277696807670891","0.454562385236899"
"Nein, weiss nicht","2015","16-34 Jahre alt","Niedersachsen","238","0.350774766781983","0.314800942343732","0.386748591220234"
"Nein, weiss nicht","2015","16-34 Jahre alt","Bremen","","","",""
"Nein, weiss nicht","2015","16-34 Jahre alt","Nordrhein-Westfalen","519","0.370970824022598","0.346149675885981","0.395791972159214"
"Nein, weiss nicht","2015","16-34 Jahre alt","Hessen","192","0.368295671180668","0.324312925539186","0.412278416822149"
"Nein, weiss nicht","2015","16-34 Jahre alt","Rheinland-Pfalz,Saarland","95","0.40637362271328","0.352475690992422","0.460271554434139"
"Nein, weiss nicht","2015","16-34 Jahre alt","Baden-Wuerttemberg","356","0.428698913751992","0.394554470149548","0.462843357354436"
"Nein, weiss nicht","2015","16-34 Jahre alt","Bayern","415","0.382283255721638","0.353247757650196","0.411318753793081"
"Nein, weiss nicht","2015","16-34 Jahre alt","Saarland","39","0.529069341532435","0.412963599889072","0.645175083175799"
"Nein, weiss nicht","2015","16-34 Jahre alt","Berlin","116","0.435238102628342","0.376957794187023","0.493518411069661"
"Nein, weiss nicht","2015","16-34 Jahre alt","Brandenburg","63","0.411360843799936","0.338245333419724","0.484476354180149"
"Nein, weiss nicht","2015","16-34 Jahre alt","Mecklenburg-Vorpommern","51","0.454330325583728","0.36293027467469","0.545730376492765"
"Nein, weiss nicht","2015","16-34 Jahre alt","Sachsen","140","0.44039171773074","0.386830214253111","0.493953221208369"
"Nein, weiss nicht","2015","16-34 Jahre alt","Sachsen-Anhalt","76","0.392010103040493","0.320491604744021","0.463528601336966"
"Nein, weiss nicht","2015","16-34 Jahre alt","Thueringen","76","0.353944263011491","0.289574398808786","0.418314127214195"
"Nein, weiss nicht","2015","35-65 Jahre alt","Schleswig-Holstein","192","0.40368902198383","0.359842472226834","0.447535571740826"
"Nein, weiss nicht","2015","35-65 Jahre alt","Hamburg","98","0.387100200095385","0.325217956622935","0.448982443567836"
"Nein, weiss nicht","2015","35-65 Jahre alt","Niedersachsen","530","0.407196840604792","0.381479175369374","0.43291450584021"
"Nein, weiss nicht","2015","35-65 Jahre alt","Bremen","35","0.428407019220601","0.324424533012699","0.532389505428504"
"Nein, weiss nicht","2015","35-65 Jahre alt","Nordrhein-Westfalen","1187","0.415764309778443","0.398434447585539","0.433094171971347"
"Nein, weiss nicht","2015","35-65 Jahre alt","Hessen","478","0.444202833974663","0.414826467915483","0.473579200033844"
"Nein, weiss nicht","2015","35-65 Jahre alt","Rheinland-Pfalz,Saarland","281","0.377090073191915","0.342473364068109","0.411706782315722"
"Nein, weiss nicht","2015","35-65 Jahre alt","Baden-Wuerttemberg","888","0.461438210599574","0.438703512617564","0.484172908581585"
"Nein, weiss nicht","2015","35-65 Jahre alt","Bayern","1057","0.414753166595254","0.395471315865154","0.434035017325354"
"Nein, weiss nicht","2015","35-65 Jahre alt","Saarland","55","0.429010257347415","0.348172392091918","0.509848122602911"
"Nein, weiss nicht","2015","35-65 Jahre alt","Berlin","231","0.472739816492605","0.429787361496822","0.515692271488389"
"Nein, weiss nicht","2015","35-65 Jahre alt","Brandenburg","262","0.470479829320823","0.430204987477101","0.510754671164545"
"Nein, weiss nicht","2015","35-65 Jahre alt","Mecklenburg-Vorpommern","147","0.451701868944881","0.396744347171627","0.506659390718135"
"Nein, weiss nicht","2015","35-65 Jahre alt","Sachsen","420","0.484720746683326","0.451182472714152","0.518259020652499"
"Nein, weiss nicht","2015","35-65 Jahre alt","Sachsen-Anhalt","230","0.459007723071666","0.415717011049229","0.502298435094104"
"Nein, weiss nicht","2015","35-65 Jahre alt","Thueringen","232","0.473518972421566","0.431676775136812","0.51536116970632"
"Nein, weiss nicht","2015","66 und älter","Schleswig-Holstein","74","0.412964530089036","0.339595363377304","0.486333696800768"
"Nein, weiss nicht","2015","66 und älter","Hamburg","32","0.266487692684782","0.181104623971509","0.351870761398056"
"Nein, weiss nicht","2015","66 und älter","Niedersachsen","182","0.395172172192211","0.351527259273773","0.438817085110649"
"Nein, weiss nicht","2015","66 und älter","Bremen","","","",""
"Nein, weiss nicht","2015","66 und älter","Nordrhein-Westfalen","388","0.418539145478533","0.386609675756503","0.450468615200564"
"Nein, weiss nicht","2015","66 und älter","Hessen","119","0.415953424935922","0.357804774052422","0.474102075819422"
"Nein, weiss nicht","2015","66 und älter","Rheinland-Pfalz,Saarland","102","0.397560406398731","0.337375228428919","0.457745584368542"
"Nein, weiss nicht","2015","66 und älter","Baden-Wuerttemberg","275","0.51303086451539","0.471067306443704","0.554994422587077"
"Nein, weiss nicht","2015","66 und älter","Bayern","273","0.372751879012356","0.338006966022479","0.407496792002232"
"Nein, weiss nicht","2015","66 und älter","Saarland","","","",""
"Nein, weiss nicht","2015","66 und älter","Berlin","58","0.312921224106482","0.247673104093012","0.378169344119952"
"Nein, weiss nicht","2015","66 und älter","Brandenburg","119","0.425683109151618","0.363895763146375","0.487470455156861"
"Nein, weiss nicht","2015","66 und älter","Mecklenburg-Vorpommern","64","0.55023707052947","0.464056402174645","0.636417738884295"
"Nein, weiss nicht","2015","66 und älter","Sachsen","191","0.523015670988602","0.47076354816094","0.575267793816263"
"Nein, weiss nicht","2015","66 und älter","Sachsen-Anhalt","88","0.388187044458409","0.321958337408017","0.4544157515088"
"Nein, weiss nicht","2015","66 und älter","Thueringen","105","0.438061423267173","0.371116323690823","0.505006522843523"
"Nein, niemand","2015","16-34 Jahre alt","Schleswig-Holstein","70","0.260771602097276","0.204755671127056","0.316787533067496"
"Nein, niemand","2015","16-34 Jahre alt","Hamburg","45","0.42744881830497","0.33663647475926","0.518261161850679"
"Nein, niemand","2015","16-34 Jahre alt","Niedersachsen","259","0.367788847737263","0.331438790633652","0.404138904840874"
"Nein, niemand","2015","16-34 Jahre alt","Bremen","","","",""
"Nein, niemand","2015","16-34 Jahre alt","Nordrhein-Westfalen","569","0.392064617851806","0.366979038822859","0.417150196880752"
"Nein, niemand","2015","16-34 Jahre alt","Hessen","148","0.303541708898328","0.261615668632739","0.345467749163916"
"Nein, niemand","2015","16-34 Jahre alt","Rheinland-Pfalz,Saarland","170","0.379948218757105","0.326684812622901","0.43321162489131"
"Nein, niemand","2015","16-34 Jahre alt","Baden-Wuerttemberg","274","0.326834458565263","0.294472396882751","0.359196520247774"
"Nein, niemand","2015","16-34 Jahre alt","Bayern","415","0.374138767370379","0.345225489070101","0.403052045670658"
"Nein, niemand","2015","16-34 Jahre alt","Saarland","","","",""
"Nein, niemand","2015","16-34 Jahre alt","Berlin","76","0.294543749559144","0.240959686475762","0.348127812642527"
"Nein, niemand","2015","16-34 Jahre alt","Brandenburg","74","0.351632374354918","0.28068626986176","0.422578478848076"
"Nein, niemand","2015","16-34 Jahre alt","Mecklenburg-Vorpommern","37","0.314182903545138","0.228972799920088","0.399393007170187"
"Nein, niemand","2015","16-34 Jahre alt","Sachsen","129","0.372759560907889","0.320589356070643","0.424929765745134"
"Nein, niemand","2015","16-34 Jahre alt","Sachsen-Anhalt","73","0.438894512114781","0.36619627009073","0.511592754138832"
"Nein, niemand","2015","16-34 Jahre alt","Thueringen","97","0.50125049415953","0.433945265096803","0.568555723222256"
"Nein, niemand","2015","35-65 Jahre alt","Schleswig-Holstein","155","0.263663704542659","0.224287048523059","0.303040360562259"
"Nein, niemand","2015","35-65 Jahre alt","Hamburg","86","0.38967813120396","0.327720886613956","0.451635375793965"
"Nein, niemand","2015","35-65 Jahre alt","Niedersachsen","549","0.355488053656551","0.33043261126107","0.380543496052032"
"Nein, niemand","2015","35-65 Jahre alt","Bremen","","","",""
"Nein, niemand","2015","35-65 Jahre alt","Nordrhein-Westfalen","1205","0.375862268194022","0.358831585845428","0.392892950542615"
"Nein, niemand","2015","35-65 Jahre alt","Hessen","350","0.32443482021803","0.296756061950128","0.352113578485932"
"Nein, niemand","2015","35-65 Jahre alt","Rheinland-Pfalz,Saarland","318","0.401409044103463","0.366397662021478","0.436420426185448"
"Nein, niemand","2015","35-65 Jahre alt","Baden-Wuerttemberg","569","0.317296063274011","0.296070306234186","0.338521820313836"
"Nein, niemand","2015","35-65 Jahre alt","Bayern","961","0.394192357062652","0.375067165282507","0.413317548842797"
"Nein, niemand","2015","35-65 Jahre alt","Saarland","65","0.384088967298323","0.30464850679427","0.463529427802376"
"Nein, niemand","2015","35-65 Jahre alt","Berlin","170","0.320754989299345","0.28059770355784","0.360912275040849"
"Nein, niemand","2015","35-65 Jahre alt","Brandenburg","241","0.379995422051372","0.340829467503422","0.419161376599323"
"Nein, niemand","2015","35-65 Jahre alt","Mecklenburg-Vorpommern","111","0.436461878275743","0.381693784824316","0.491229971727169"
"Nein, niemand","2015","35-65 Jahre alt","Sachsen","324","0.395327863782021","0.362517407764563","0.428138319799479"
"Nein, niemand","2015","35-65 Jahre alt","Sachsen-Anhalt","224","0.422308221750681","0.379398859331283","0.465217584170078"
"Nein, niemand","2015","35-65 Jahre alt","Thueringen","238","0.406977603045675","0.365808137358249","0.448147068733101"
"Nein, niemand","2015","66 und älter","Schleswig-Holstein","72","0.389411048757476","0.316749668235347","0.462072429279604"
"Nein, niemand","2015","66 und älter","Hamburg","55","0.629550069628393","0.536287070868194","0.722813068388592"
"Nein, niemand","2015","66 und älter","Niedersachsen","212","0.407858890693788","0.363986414677764","0.451731366709811"
"Nein, niemand","2015","66 und älter","Bremen","","","",""
"Nein, niemand","2015","66 und älter","Nordrhein-Westfalen","400","0.440482488711334","0.408350723217199","0.47261425420547"
"Nein, niemand","2015","66 und älter","Hessen","106","0.411845495000983","0.353781565464893","0.469909424537073"
"Nein, niemand","2015","66 und älter","Rheinland-Pfalz,Saarland","126","0.507434654837483","0.445951913772124","0.568917395902842"
"Nein, niemand","2015","66 und älter","Baden-Wuerttemberg","191","0.374856106234825","0.334214381368323","0.415497831101326"
"Nein, niemand","2015","66 und älter","Bayern","359","0.473021991297976","0.437146443988761","0.508897538607191"
"Nein, niemand","2015","66 und älter","Saarland","","","",""
"Nein, niemand","2015","66 und älter","Berlin","115","0.595953044182607","0.52690217226842","0.665003916096794"
"Nein, niemand","2015","66 und älter","Brandenburg","114","0.525737424826002","0.463338887180017","0.588135962471988"
"Nein, niemand","2015","66 und älter","Mecklenburg-Vorpommern","54","0.353423164131873","0.270609751377194","0.436236576886552"
"Nein, niemand","2015","66 und älter","Sachsen","151","0.455401085830693","0.403302018436063","0.507500153225322"
"Nein, niemand","2015","66 und älter","Sachsen-Anhalt","116","0.592468893817974","0.525691482072198","0.65924630556375"
"Nein, niemand","2015","66 und älter","Thueringen","91","0.457913147575805","0.390687830849973","0.525138464301637"
"Ja, viele Personen","2016","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Ja, viele Personen","2016","16-34 Jahre alt","Hamburg","","","",""
"Ja, viele Personen","2016","16-34 Jahre alt","Niedersachsen","","","",""
"Ja, viele Personen","2016","16-34 Jahre alt","Bremen","","","",""
"Ja, viele Personen","2016","16-34 Jahre alt","Nordrhein-Westfalen","50","0.0399022254520166","0.0291417464015021","0.0506627045025312"
"Ja, viele Personen","2016","16-34 Jahre alt","Hessen","","","",""
"Ja, viele Personen","2016","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Ja, viele Personen","2016","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Ja, viele Personen","2016","16-34 Jahre alt","Bayern","35","0.0373011625494616","0.0247451866929858","0.0498571384059373"
"Ja, viele Personen","2016","16-34 Jahre alt","Saarland","","","",""
"Ja, viele Personen","2016","16-34 Jahre alt","Berlin","","","",""
"Ja, viele Personen","2016","16-34 Jahre alt","Brandenburg","","","",""
"Ja, viele Personen","2016","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Ja, viele Personen","2016","16-34 Jahre alt","Sachsen","","","",""
"Ja, viele Personen","2016","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Ja, viele Personen","2016","16-34 Jahre alt","Thueringen","","","",""
"Ja, viele Personen","2016","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Ja, viele Personen","2016","35-65 Jahre alt","Hamburg","","","",""
"Ja, viele Personen","2016","35-65 Jahre alt","Niedersachsen","32","0.0203697732127921","0.0126611393006211","0.0280784071249632"
"Ja, viele Personen","2016","35-65 Jahre alt","Bremen","","","",""
"Ja, viele Personen","2016","35-65 Jahre alt","Nordrhein-Westfalen","84","0.0316378311280372","0.0252750375485254","0.0380006247075489"
"Ja, viele Personen","2016","35-65 Jahre alt","Hessen","","","",""
"Ja, viele Personen","2016","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Ja, viele Personen","2016","35-65 Jahre alt","Baden-Wuerttemberg","35","0.0216526703351671","0.0146213733895217","0.0286839672808126"
"Ja, viele Personen","2016","35-65 Jahre alt","Bayern","83","0.0383722400927056","0.0304012847059221","0.0463431954794891"
"Ja, viele Personen","2016","35-65 Jahre alt","Saarland","","","",""
"Ja, viele Personen","2016","35-65 Jahre alt","Berlin","","","",""
"Ja, viele Personen","2016","35-65 Jahre alt","Brandenburg","","","",""
"Ja, viele Personen","2016","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Ja, viele Personen","2016","35-65 Jahre alt","Sachsen","","","",""
"Ja, viele Personen","2016","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Ja, viele Personen","2016","35-65 Jahre alt","Thueringen","","","",""
"Ja, viele Personen","2016","66 und älter","Schleswig-Holstein","","","",""
"Ja, viele Personen","2016","66 und älter","Hamburg","","","",""
"Ja, viele Personen","2016","66 und älter","Niedersachsen","","","",""
"Ja, viele Personen","2016","66 und älter","Bremen","","","",""
"Ja, viele Personen","2016","66 und älter","Nordrhein-Westfalen","","","",""
"Ja, viele Personen","2016","66 und älter","Hessen","","","",""
"Ja, viele Personen","2016","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Ja, viele Personen","2016","66 und älter","Baden-Wuerttemberg","","","",""
"Ja, viele Personen","2016","66 und älter","Bayern","","","",""
"Ja, viele Personen","2016","66 und älter","Saarland","","","",""
"Ja, viele Personen","2016","66 und älter","Berlin","","","",""
"Ja, viele Personen","2016","66 und älter","Brandenburg","","","",""
"Ja, viele Personen","2016","66 und älter","Mecklenburg-Vorpommern","","","",""
"Ja, viele Personen","2016","66 und älter","Sachsen","","","",""
"Ja, viele Personen","2016","66 und älter","Sachsen-Anhalt","","","",""
"Ja, viele Personen","2016","66 und älter","Thueringen","","","",""
"Ja, wenige Personen","2016","16-34 Jahre alt","Schleswig-Holstein","54","0.253322636179472","0.193197848675757","0.313447423683188"
"Ja, wenige Personen","2016","16-34 Jahre alt","Hamburg","","","",""
"Ja, wenige Personen","2016","16-34 Jahre alt","Niedersachsen","130","0.19546456474892","0.164072168999141","0.2268569604987"
"Ja, wenige Personen","2016","16-34 Jahre alt","Bremen","","","",""
"Ja, wenige Personen","2016","16-34 Jahre alt","Nordrhein-Westfalen","187","0.149691233563857","0.13007742971871","0.169305037409004"
"Ja, wenige Personen","2016","16-34 Jahre alt","Hessen","77","0.233822256702389","0.190752856262684","0.276891657142094"
"Ja, wenige Personen","2016","16-34 Jahre alt","Rheinland-Pfalz,Saarland","44","0.199777630572009","0.153759617323911","0.245795643820106"
"Ja, wenige Personen","2016","16-34 Jahre alt","Baden-Wuerttemberg","108","0.182828689143302","0.1537769348174","0.211880443469204"
"Ja, wenige Personen","2016","16-34 Jahre alt","Bayern","165","0.165694819240741","0.141059340886342","0.19033029759514"
"Ja, wenige Personen","2016","16-34 Jahre alt","Saarland","","","",""
"Ja, wenige Personen","2016","16-34 Jahre alt","Berlin","56","0.26607335204475","0.208838921167549","0.323307782921952"
"Ja, wenige Personen","2016","16-34 Jahre alt","Brandenburg","","","",""
"Ja, wenige Personen","2016","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Ja, wenige Personen","2016","16-34 Jahre alt","Sachsen","34","0.143467619910528","0.10366709511857","0.183268144702486"
"Ja, wenige Personen","2016","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Ja, wenige Personen","2016","16-34 Jahre alt","Thueringen","","","",""
"Ja, wenige Personen","2016","35-65 Jahre alt","Schleswig-Holstein","83","0.193267508993361","0.156945959841131","0.229589058145591"
"Ja, wenige Personen","2016","35-65 Jahre alt","Hamburg","41","0.139057306118425","0.0926992483137374","0.185415363923113"
"Ja, wenige Personen","2016","35-65 Jahre alt","Niedersachsen","228","0.173902359665882","0.153218972370762","0.194585746961003"
"Ja, wenige Personen","2016","35-65 Jahre alt","Bremen","","","",""
"Ja, wenige Personen","2016","35-65 Jahre alt","Nordrhein-Westfalen","438","0.139344297676618","0.126755481241363","0.151933114111873"
"Ja, wenige Personen","2016","35-65 Jahre alt","Hessen","169","0.170571894289631","0.146877068366285","0.194266720212976"
"Ja, wenige Personen","2016","35-65 Jahre alt","Rheinland-Pfalz,Saarland","94","0.134838179720363","0.109732706957042","0.159943652483683"
"Ja, wenige Personen","2016","35-65 Jahre alt","Baden-Wuerttemberg","203","0.122996887397915","0.107130399546307","0.138863375249522"
"Ja, wenige Personen","2016","35-65 Jahre alt","Bayern","272","0.106714326192912","0.093902682449037","0.119525969936788"
"Ja, wenige Personen","2016","35-65 Jahre alt","Saarland","","","",""
"Ja, wenige Personen","2016","35-65 Jahre alt","Berlin","79","0.130655012695411","0.100473607933001","0.160836417457821"
"Ja, wenige Personen","2016","35-65 Jahre alt","Brandenburg","48","0.0680561392866685","0.0469512558419638","0.0891610227313733"
"Ja, wenige Personen","2016","35-65 Jahre alt","Mecklenburg-Vorpommern","31","0.100504614418816","0.0663096357525457","0.134699593085086"
"Ja, wenige Personen","2016","35-65 Jahre alt","Sachsen","80","0.0887474483925861","0.0692355139551423","0.10825938283003"
"Ja, wenige Personen","2016","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Ja, wenige Personen","2016","35-65 Jahre alt","Thueringen","54","0.0870784539621831","0.0629604966178303","0.111196411306536"
"Ja, wenige Personen","2016","66 und älter","Schleswig-Holstein","","","",""
"Ja, wenige Personen","2016","66 und älter","Hamburg","","","",""
"Ja, wenige Personen","2016","66 und älter","Niedersachsen","55","0.0994837835273049","0.0724242018784688","0.126543365176141"
"Ja, wenige Personen","2016","66 und älter","Bremen","","","",""
"Ja, wenige Personen","2016","66 und älter","Nordrhein-Westfalen","92","0.100070243231865","0.0802878540135798","0.119852632450149"
"Ja, wenige Personen","2016","66 und älter","Hessen","","","",""
"Ja, wenige Personen","2016","66 und älter","Rheinland-Pfalz,Saarland","","","",""
