"plh0108","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr wichtig","1990","17-29","(noch) kein Abschluss","22","","",""
"Sehr wichtig","1990","17-29","Hauptschule","146","0.191397753276943","0.162022990390135","0.220772516163751"
"Sehr wichtig","1990","17-29","Realschule","87","0.144108159385322","0.11567317384738","0.172543144923263"
"Sehr wichtig","1990","17-29","(Fach-)Abitur","31","0.0784889818493591","0.0490684724034339","0.107909491295284"
"Sehr wichtig","1990","17-29","AkademikerIn","8","","",""
"Sehr wichtig","1990","30-45","(noch) kein Abschluss","4","","",""
"Sehr wichtig","1990","30-45","Hauptschule","238","0.200428320978803","0.176630260460032","0.224226381497574"
"Sehr wichtig","1990","30-45","Realschule","74","0.157215118356687","0.123914885534137","0.190515351179236"
"Sehr wichtig","1990","30-45","(Fach-)Abitur","22","","",""
"Sehr wichtig","1990","30-45","AkademikerIn","52","0.147400706446929","0.108252210557246","0.186549202336612"
"Sehr wichtig","1990","46-65","(noch) kein Abschluss","3","","",""
"Sehr wichtig","1990","46-65","Hauptschule","459","0.268998085477141","0.247028352838392","0.29096781811589"
"Sehr wichtig","1990","46-65","Realschule","67","0.185298788173917","0.142728305673567","0.227869270674267"
"Sehr wichtig","1990","46-65","(Fach-)Abitur","14","","",""
"Sehr wichtig","1990","46-65","AkademikerIn","60","0.273980255001968","0.213801844546163","0.334158665457773"
"Sehr wichtig","1990","66","(noch) kein Abschluss","","","",""
"Sehr wichtig","1990","66","Hauptschule","","","",""
"Sehr wichtig","1990","66","Realschule","","","",""
"Sehr wichtig","1990","66","(Fach-)Abitur","","","",""
"Sehr wichtig","1990","66","AkademikerIn","","","",""
"Wichtig","1990","17-29","(noch) kein Abschluss","36","0.241654827592726","0.170231554465402","0.31307810072005"
"Wichtig","1990","17-29","Hauptschule","211","0.302974105154722","0.268660551944246","0.337287658365198"
"Wichtig","1990","17-29","Realschule","169","0.289070045612803","0.252365974714767","0.325774116510839"
"Wichtig","1990","17-29","(Fach-)Abitur","87","0.249304655825411","0.201979437020453","0.296629874630369"
"Wichtig","1990","17-29","AkademikerIn","24","","",""
"Wichtig","1990","30-45","(noch) kein Abschluss","4","","",""
"Wichtig","1990","30-45","Hauptschule","379","0.341979721734193","0.313779460267065","0.37017998320132"
"Wichtig","1990","30-45","Realschule","170","0.361146395128447","0.317203965568641","0.405088824688254"
"Wichtig","1990","30-45","(Fach-)Abitur","40","0.252844611373146","0.182582411801264","0.323106810945028"
"Wichtig","1990","30-45","AkademikerIn","122","0.37656161156894","0.323054980624438","0.430068242513442"
"Wichtig","1990","46-65","(noch) kein Abschluss","1","","",""
"Wichtig","1990","46-65","Hauptschule","555","0.341545870654317","0.318050721717515","0.365041019591118"
"Wichtig","1990","46-65","Realschule","117","0.344871072740907","0.292791804437731","0.396950341044083"
"Wichtig","1990","46-65","(Fach-)Abitur","21","","",""
"Wichtig","1990","46-65","AkademikerIn","90","0.432364258502441","0.365519613244984","0.499208903759897"
"Wichtig","1990","66","(noch) kein Abschluss","","","",""
"Wichtig","1990","66","Hauptschule","","","",""
"Wichtig","1990","66","Realschule","","","",""
"Wichtig","1990","66","(Fach-)Abitur","","","",""
"Wichtig","1990","66","AkademikerIn","","","",""
"Weniger wichtig","1990","17-29","(noch) kein Abschluss","70","0.523106135542969","0.439773652564134","0.606438618521805"
"Weniger wichtig","1990","17-29","Hauptschule","262","0.397492390155215","0.360951076369791","0.434033703940639"
"Weniger wichtig","1990","17-29","Realschule","259","0.431520252046276","0.391419051637609","0.471621452454943"
"Weniger wichtig","1990","17-29","(Fach-)Abitur","153","0.495123677239192","0.44042901756053","0.549818336917854"
"Weniger wichtig","1990","17-29","AkademikerIn","30","0.518026129343942","0.398380105627953","0.637672153059931"
"Weniger wichtig","1990","30-45","(noch) kein Abschluss","5","","",""
"Weniger wichtig","1990","30-45","Hauptschule","361","0.353280373160748","0.324865148451321","0.381695597870175"
"Weniger wichtig","1990","30-45","Realschule","171","0.367395413673998","0.323291738424721","0.411499088923274"
"Weniger wichtig","1990","30-45","(Fach-)Abitur","65","0.435956082626509","0.355794320661053","0.516117844591965"
"Weniger wichtig","1990","30-45","AkademikerIn","102","0.326885389381347","0.275084755090727","0.378686023671967"
"Weniger wichtig","1990","46-65","(noch) kein Abschluss","3","","",""
"Weniger wichtig","1990","46-65","Hauptschule","330","0.227899035566793","0.207116467517588","0.248681603615998"
"Weniger wichtig","1990","46-65","Realschule","87","0.301910667813786","0.251610685544621","0.35221065008295"
"Weniger wichtig","1990","46-65","(Fach-)Abitur","8","","",""
"Weniger wichtig","1990","46-65","AkademikerIn","47","0.227738355501296","0.171152591199033","0.284324119803558"
"Weniger wichtig","1990","66","(noch) kein Abschluss","","","",""
"Weniger wichtig","1990","66","Hauptschule","","","",""
"Weniger wichtig","1990","66","Realschule","","","",""
"Weniger wichtig","1990","66","(Fach-)Abitur","","","",""
"Weniger wichtig","1990","66","AkademikerIn","","","",""
"Ganz unwichtig","1990","17-29","(noch) kein Abschluss","10","","",""
"Ganz unwichtig","1990","17-29","Hauptschule","70","0.108135751413119","0.0849472592847066","0.131324243541532"
"Ganz unwichtig","1990","17-29","Realschule","71","0.135301542955599","0.107607714376936","0.162995371534263"
"Ganz unwichtig","1990","17-29","(Fach-)Abitur","50","0.177082685086038","0.135322566404015","0.218842803768061"
"Ganz unwichtig","1990","17-29","AkademikerIn","5","","",""
"Ganz unwichtig","1990","30-45","(noch) kein Abschluss","6","","",""
"Ganz unwichtig","1990","30-45","Hauptschule","109","0.104311584126257","0.086140615935787","0.122482552316727"
"Ganz unwichtig","1990","30-45","Realschule","44","0.114243072840868","0.0851416673061044","0.143344478375632"
"Ganz unwichtig","1990","30-45","(Fach-)Abitur","20","","",""
