"plb0037_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Befristet","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","13","","",""
"Befristet","2000","AkademikerIn","1 Einkommensschwächstes Quintil","52","0.288418662576698","0.223660708360916","0.35317661679248"
"Befristet","2000","AkademikerIn","2","66","0.201196478726113","0.160402946712738","0.241990010739487"
"Befristet","2000","AkademikerIn","3","52","0.137514082786849","0.106737163375423","0.168291002198275"
"Befristet","2000","AkademikerIn","4","48","0.0950407704623185","0.0718058141110841","0.118275726813553"
"Befristet","2000","AkademikerIn","5 Einkommensstärkstes Quintil","43","0.0679720455526508","0.0489134747993287","0.0870306163059728"
"Unbefristet","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","36","0.719437391643539","0.593642950757901","0.845231832529177"
"Unbefristet","2001","(noch) kein Abschluss","2","42","0.911451116170724","0.830232161010088","0.99267007133136"
"Unbefristet","2001","(noch) kein Abschluss","3","34","0.947157662209026","0.874077586169301","1.02023773824875"
"Unbefristet","2001","(noch) kein Abschluss","4","9","","",""
"Unbefristet","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","4","","",""
"Unbefristet","2001","Hauptschule","1 Einkommensschwächstes Quintil","672","0.799557427086146","0.772660471473715","0.826454382698577"
"Unbefristet","2001","Hauptschule","2","905","0.876341577215992","0.856305750232979","0.896377404199005"
"Unbefristet","2001","Hauptschule","3","770","0.913603619701565","0.894570409605306","0.932636829797823"
"Unbefristet","2001","Hauptschule","4","600","0.940515413192494","0.922190442563568","0.95884038382142"
"Unbefristet","2001","Hauptschule","5 Einkommensstärkstes Quintil","236","0.953602424281111","0.927476014438513","0.979728834123709"
"Unbefristet","2001","Realschule","1 Einkommensschwächstes Quintil","407","0.672025420614796","0.634143234994078","0.709907606235514"
"Unbefristet","2001","Realschule","2","853","0.848491532092805","0.826477316847818","0.870505747337792"
"Unbefristet","2001","Realschule","3","717","0.864003230142625","0.840822322977769","0.887184137307481"
"Unbefristet","2001","Realschule","4","649","0.928001834109391","0.909002060572014","0.947001607646767"
"Unbefristet","2001","Realschule","5 Einkommensstärkstes Quintil","350","0.944520576372356","0.921258509327657","0.967782643417054"
"Unbefristet","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","114","0.628508439675322","0.558307580112281","0.698709299238363"
"Unbefristet","2001","(Fach-)Abitur","2","205","0.709163089740848","0.657073074060803","0.761253105420893"
"Unbefristet","2001","(Fach-)Abitur","3","195","0.856723119155865","0.811737009966526","0.901709228345204"
"Unbefristet","2001","(Fach-)Abitur","4","224","0.866573700207549","0.825556161092572","0.907591239322526"
"Unbefristet","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","144","0.872924724427144","0.822259149597976","0.923590299256313"
"Unbefristet","2001","AkademikerIn","1 Einkommensschwächstes Quintil","99","0.718130415380383","0.641667995437615","0.794592835323151"
"Unbefristet","2001","AkademikerIn","2","292","0.845528116185838","0.806827806904368","0.884228425467308"
"Unbefristet","2001","AkademikerIn","3","384","0.885717320689483","0.855505210003237","0.915929431375728"
"Unbefristet","2001","AkademikerIn","4","555","0.906972629625009","0.883788441189373","0.930156818060645"
"Unbefristet","2001","AkademikerIn","5 Einkommensstärkstes Quintil","612","0.926263333938346","0.906264477791063","0.946262190085629"
"Befristet","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","13","","",""
"Befristet","2001","(noch) kein Abschluss","2","5","","",""
"Befristet","2001","(noch) kein Abschluss","3","2","","",""
"Befristet","2001","(noch) kein Abschluss","4","1","","",""
"Befristet","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Befristet","2001","Hauptschule","1 Einkommensschwächstes Quintil","179","0.200442572913854","0.173545617301423","0.227339528526285"
"Befristet","2001","Hauptschule","2","132","0.123658422784008","0.103622595800995","0.143694249767021"
"Befristet","2001","Hauptschule","3","67","0.0863963802984353","0.0673631702021765","0.105429590394694"
"Befristet","2001","Hauptschule","4","40","0.0594845868075064","0.0411596161785803","0.0778095574364325"
"Befristet","2001","Hauptschule","5 Einkommensstärkstes Quintil","13","","",""
"Befristet","2001","Realschule","1 Einkommensschwächstes Quintil","183","0.327974579385204","0.290092393764486","0.365856765005921"
"Befristet","2001","Realschule","2","166","0.151508467907195","0.129494252662208","0.173522683152182"
"Befristet","2001","Realschule","3","123","0.135996769857375","0.112815862692519","0.159177677022231"
"Befristet","2001","Realschule","4","62","0.0719981658906094","0.052998392353233","0.0909979394279858"
"Befristet","2001","Realschule","5 Einkommensstärkstes Quintil","22","","",""
"Befristet","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","68","0.371491560324678","0.301290700761636","0.441692419887719"
"Befristet","2001","(Fach-)Abitur","2","87","0.290836910259152","0.238746894579107","0.342926925939196"
"Befristet","2001","(Fach-)Abitur","3","38","0.143276880844135","0.0982907716547964","0.188262990033474"
"Befristet","2001","(Fach-)Abitur","4","40","0.133426299792451","0.0924087606774739","0.174443838907428"
"Befristet","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","22","","",""
"Befristet","2001","AkademikerIn","1 Einkommensschwächstes Quintil","34","0.281869584619617","0.205407164676849","0.358332004562385"
"Befristet","2001","AkademikerIn","2","43","0.154471883814162","0.115771574532692","0.193172193095632"
"Befristet","2001","AkademikerIn","3","42","0.114282679310517","0.0840705686242716","0.144494789996763"
"Befristet","2001","AkademikerIn","4","48","0.0930273703749912","0.0698431819393555","0.116211558810627"
"Befristet","2001","AkademikerIn","5 Einkommensstärkstes Quintil","44","0.0737366660616541","0.0537378099143709","0.0937355222089374"
"Unbefristet","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","31","0.801910541015205","0.673488114060373","0.930332967970037"
"Unbefristet","2002","(noch) kein Abschluss","2","32","0.792511576478559","0.66684556295961","0.918177589997508"
"Unbefristet","2002","(noch) kein Abschluss","3","19","","",""
"Unbefristet","2002","(noch) kein Abschluss","4","15","","",""
"Unbefristet","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","9","","",""
"Unbefristet","2002","Hauptschule","1 Einkommensschwächstes Quintil","525","0.808032905656843","0.777778716638118","0.838287094675569"
"Unbefristet","2002","Hauptschule","2","796","0.883910570399922","0.863074986813283","0.904746153986561"
"Unbefristet","2002","Hauptschule","3","667","0.916840400911772","0.896864649457417","0.936816152366127"
"Unbefristet","2002","Hauptschule","4","639","0.954856326194599","0.939262883825015","0.970449768564183"
"Unbefristet","2002","Hauptschule","5 Einkommensstärkstes Quintil","311","0.945106728772959","0.920569016037482","0.969644441508436"
"Unbefristet","2002","Realschule","1 Einkommensschwächstes Quintil","380","0.695106620025967","0.655727305779204","0.73448593427273"
"Unbefristet","2002","Realschule","2","726","0.828546473221086","0.803370969822502","0.85372197661967"
"Unbefristet","2002","Realschule","3","748","0.890718720351355","0.869757021038954","0.911680419663756"
"Unbefristet","2002","Realschule","4","687","0.91212064767428","0.892187916620571","0.932053378727989"
"Unbefristet","2002","Realschule","5 Einkommensstärkstes Quintil","567","0.94385581568418","0.925572933482266","0.962138697886094"
"Unbefristet","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","97","0.604148913025907","0.531900272885088","0.676397553166727"
"Unbefristet","2002","(Fach-)Abitur","2","202","0.807585539346327","0.759202725593744","0.85596835309891"
"Unbefristet","2002","(Fach-)Abitur","3","173","0.791893697520428","0.739543519745033","0.844243875295823"
"Unbefristet","2002","(Fach-)Abitur","4","246","0.83491096376977","0.792969455772992","0.876852471766548"
"Unbefristet","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","267","0.860744925827336","0.822328801868373","0.899161049786299"
"Unbefristet","2002","AkademikerIn","1 Einkommensschwächstes Quintil","98","0.746229748733122","0.670246221078774","0.82221327638747"
"Unbefristet","2002","AkademikerIn","2","221","0.820647786523301","0.774369433011614","0.866926140034987"
"Unbefristet","2002","AkademikerIn","3","358","0.899532361516245","0.869886024838467","0.929178698194024"
"Unbefristet","2002","AkademikerIn","4","629","0.901486435176134","0.879282872783458","0.92368999756881"
"Unbefristet","2002","AkademikerIn","5 Einkommensstärkstes Quintil","1175","0.921706432298321","0.906861879408789","0.936550985187853"
"Befristet","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6","","",""
"Befristet","2002","(noch) kein Abschluss","2","8","","",""
"Befristet","2002","(noch) kein Abschluss","3","3","","",""
"Befristet","2002","(noch) kein Abschluss","4","4","","",""
"Befristet","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Befristet","2002","Hauptschule","1 Einkommensschwächstes Quintil","126","0.191967094343157","0.161712905324431","0.222221283361882"
"Befristet","2002","Hauptschule","2","112","0.116089429600078","0.0952538460134389","0.136925013186717"
"Befristet","2002","Hauptschule","3","67","0.083159599088228","0.0631838476338728","0.103135350542583"
"Befristet","2002","Hauptschule","4","42","0.0451436738054008","0.0295502314358169","0.0607371161749848"
"Befristet","2002","Hauptschule","5 Einkommensstärkstes Quintil","20","","",""
"Befristet","2002","Realschule","1 Einkommensschwächstes Quintil","145","0.304893379974033","0.26551406572727","0.344272694220796"
"Befristet","2002","Realschule","2","135","0.171453526778914","0.14627802338033","0.196629030177498"
"Befristet","2002","Realschule","3","103","0.109281279648645","0.0883195803362442","0.130242978961046"
"Befristet","2002","Realschule","4","88","0.0878793523257201","0.0679466212720114","0.107812083379429"
"Befristet","2002","Realschule","5 Einkommensstärkstes Quintil","42","0.0561441843158199","0.0378613021139056","0.0744270665177342"
"Befristet","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","79","0.395851086974093","0.323602446833273","0.468099727114912"
"Befristet","2002","(Fach-)Abitur","2","53","0.192414460653673","0.14403164690109","0.240797274406256"
"Befristet","2002","(Fach-)Abitur","3","58","0.208106302479572","0.155756124704177","0.260456480254968"
"Befristet","2002","(Fach-)Abitur","4","55","0.16508903623023","0.123147528233452","0.207030544227008"
"Befristet","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","45","0.139255074172664","0.100838950213702","0.177671198131627"
"Befristet","2002","AkademikerIn","1 Einkommensschwächstes Quintil","28","","",""
"Befristet","2002","AkademikerIn","2","43","0.179352213476699","0.133073859965013","0.225630566988386"
"Befristet","2002","AkademikerIn","3","37","0.100467638483755","0.0708213018059765","0.130113975161533"
"Befristet","2002","AkademikerIn","4","63","0.0985135648238664","0.0763100024311903","0.120717127216542"
"Befristet","2002","AkademikerIn","5 Einkommensstärkstes Quintil","83","0.0782935677016789","0.0634490148121472","0.0931381205912107"
"Unbefristet","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","27","","",""
"Unbefristet","2003","(noch) kein Abschluss","2","25","","",""
"Unbefristet","2003","(noch) kein Abschluss","3","16","","",""
"Unbefristet","2003","(noch) kein Abschluss","4","13","","",""
"Unbefristet","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","6","","",""
"Unbefristet","2003","Hauptschule","1 Einkommensschwächstes Quintil","418","0.785834296765658","0.751200974042093","0.820467619489223"
"Unbefristet","2003","Hauptschule","2","756","0.877832080686561","0.855970640404044","0.899693520969078"
"Unbefristet","2003","Hauptschule","3","640","0.92148599826904","0.901545893765674","0.941426102772406"
"Unbefristet","2003","Hauptschule","4","600","0.936334597055738","0.91757925979443","0.955089934317045"
"Unbefristet","2003","Hauptschule","5 Einkommensstärkstes Quintil","284","0.963818331083376","0.942508550811863","0.985128111354889"
"Unbefristet","2003","Realschule","1 Einkommensschwächstes Quintil","364","0.736866150420459","0.697877992719281","0.775854308121637"
"Unbefristet","2003","Realschule","2","707","0.847528060954503","0.822953589429407","0.872102532479598"
"Unbefristet","2003","Realschule","3","717","0.899952696207855","0.879262960335969","0.920642432079741"
"Unbefristet","2003","Realschule","4","686","0.909001366143212","0.888713370402992","0.929289361883433"
"Unbefristet","2003","Realschule","5 Einkommensstärkstes Quintil","478","0.93389464216651","0.91249776057771","0.95529152375531"
"Unbefristet","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","83","0.569630647730202","0.489590705655726","0.649670589804678"
"Unbefristet","2003","(Fach-)Abitur","2","179","0.775175534500082","0.722686719552444","0.82766434944772"
"Unbefristet","2003","(Fach-)Abitur","3","210","0.769023336587137","0.718564816918379","0.819481856255895"
"Unbefristet","2003","(Fach-)Abitur","4","244","0.867614246655614","0.829327469884953","0.905901023426276"
"Unbefristet","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","228","0.870067465922465","0.82981281053493","0.91032212131"
"Unbefristet","2003","AkademikerIn","1 Einkommensschwächstes Quintil","84","0.690845130184919","0.608158391247213","0.773531869122625"
"Unbefristet","2003","AkademikerIn","2","212","0.869615262621985","0.827278084364363","0.911952440879608"
"Unbefristet","2003","AkademikerIn","3","322","0.918572652451461","0.890042595528388","0.947102709374533"
"Unbefristet","2003","AkademikerIn","4","613","0.868682558891163","0.843315723440933","0.894049394341393"
"Unbefristet","2003","AkademikerIn","5 Einkommensstärkstes Quintil","1058","0.926652731438149","0.911538869397747","0.941766593478551"
"Befristet","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","4","","",""
"Befristet","2003","(noch) kein Abschluss","2","6","","",""
"Befristet","2003","(noch) kein Abschluss","3","4","","",""
"Befristet","2003","(noch) kein Abschluss","4","1","","",""
"Befristet","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Befristet","2003","Hauptschule","1 Einkommensschwächstes Quintil","121","0.214165703234342","0.179532380510777","0.248799025957907"
"Befristet","2003","Hauptschule","2","106","0.122167919313439","0.100306479030922","0.144029359595956"
"Befristet","2003","Hauptschule","3","59","0.0785140017309597","0.0585738972275936","0.0984541062343259"
"Befristet","2003","Hauptschule","4","51","0.0636654029442623","0.0449100656829546","0.0824207402055701"
"Befristet","2003","Hauptschule","5 Einkommensstärkstes Quintil","11","","",""
"Befristet","2003","Realschule","1 Einkommensschwächstes Quintil","126","0.263133849579541","0.224145691878363","0.302122007280719"
"Befristet","2003","Realschule","2","115","0.152471939045497","0.127897467520402","0.177046410570593"
"Befristet","2003","Realschule","3","91","0.100047303792145","0.0793575679202591","0.120737039664031"
"Befristet","2003","Realschule","4","86","0.0909986338567875","0.0707106381165669","0.111286629597008"
"Befristet","2003","Realschule","5 Einkommensstärkstes Quintil","40","0.0661053578334898","0.0447084762446899","0.0875022394222898"
"Befristet","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","64","0.430369352269798","0.350329410195322","0.510409294344274"
"Befristet","2003","(Fach-)Abitur","2","64","0.224824465499918","0.17233565055228","0.277313280447556"
"Befristet","2003","(Fach-)Abitur","3","58","0.230976663412863","0.180518143744105","0.281435183081621"
"Befristet","2003","(Fach-)Abitur","4","57","0.132385753344386","0.0940989765737241","0.170672530115047"
"Befristet","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","40","0.129932534077535","0.0896778786899999","0.17018718946507"
"Befristet","2003","AkademikerIn","1 Einkommensschwächstes Quintil","36","0.309154869815081","0.226468130877375","0.391841608752787"
"Befristet","2003","AkademikerIn","2","31","0.130384737378015","0.0880475591203925","0.172721915635637"
"Befristet","2003","AkademikerIn","3","31","0.0814273475485391","0.0528972906254667","0.109957404471612"
"Befristet","2003","AkademikerIn","4","68","0.131317441108837","0.105950605658607","0.156684276559067"
"Befristet","2003","AkademikerIn","5 Einkommensstärkstes Quintil","85","0.0733472685618509","0.0582334065214493","0.0884611306022526"
"Unbefristet","2004","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","24","","",""
"Unbefristet","2004","(noch) kein Abschluss","2","21","","",""
"Unbefristet","2004","(noch) kein Abschluss","3","17","","",""
"Unbefristet","2004","(noch) kein Abschluss","4","10","","",""
"Unbefristet","2004","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Unbefristet","2004","Hauptschule","1 Einkommensschwächstes Quintil","371","0.743798660477384","0.705303776896173","0.782293544058594"
"Unbefristet","2004","Hauptschule","2","736","0.884857060714014","0.863141839345698","0.906572282082329"
"Unbefristet","2004","Hauptschule","3","562","0.928537660469688","0.908162441632104","0.948912879307273"
"Unbefristet","2004","Hauptschule","4","581","0.936817899725764","0.917820138032395","0.955815661419134"
"Unbefristet","2004","Hauptschule","5 Einkommensstärkstes Quintil","265","0.970402414088516","0.95051629350887","0.990288534668162"
"Unbefristet","2004","Realschule","1 Einkommensschwächstes Quintil","326","0.724745246215357","0.68343240894847","0.766058083482244"
"Unbefristet","2004","Realschule","2","639","0.834762397888367","0.808375299064082","0.861149496712653"
"Unbefristet","2004","Realschule","3","652","0.882386309525877","0.859330744038687","0.905441875013068"
"Unbefristet","2004","Realschule","4","689","0.923156961790638","0.904369008177939","0.941944915403336"
"Unbefristet","2004","Realschule","5 Einkommensstärkstes Quintil","506","0.936517713372559","0.915933324051433","0.957102102693684"
"Unbefristet","2004","(Fach-)Abitur","1 Einkommensschwächstes Quintil","96","0.589982990853976","0.514245438447915","0.665720543260037"
"Unbefristet","2004","(Fach-)Abitur","2","181","0.806516083135439","0.755574662466582","0.857457503804296"
"Unbefristet","2004","(Fach-)Abitur","3","183","0.765457393441085","0.712934399807934","0.817980387074236"
"Unbefristet","2004","(Fach-)Abitur","4","252","0.842094700743643","0.801103549197741","0.883085852289546"
"Unbefristet","2004","(Fach-)Abitur","5 Einkommensstärkstes Quintil","244","0.894235583793952","0.858149333969925","0.93032183361798"
"Unbefristet","2004","AkademikerIn","1 Einkommensschwächstes Quintil","83","0.755573478159031","0.6737632366255","0.837383719692561"
"Unbefristet","2004","AkademikerIn","2","205","0.791932729016296","0.741614642429837","0.842250815602755"
"Unbefristet","2004","AkademikerIn","3","310","0.843146597399004","0.805370106791146","0.880923088006862"
"Unbefristet","2004","AkademikerIn","4","571","0.876346444516463","0.850742761190455","0.901950127842471"
"Unbefristet","2004","AkademikerIn","5 Einkommensstärkstes Quintil","1060","0.91255462246626","0.896178056495827","0.928931188436693"
"Befristet","2004","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","5","","",""
"Befristet","2004","(noch) kein Abschluss","2","3","","",""
"Befristet","2004","(noch) kein Abschluss","3","3","","",""
"Befristet","2004","(noch) kein Abschluss","4","1","","",""
"Befristet","2004","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Befristet","2004","Hauptschule","1 Einkommensschwächstes Quintil","123","0.256201339522616","0.217706455941406","0.294696223103827"
"Befristet","2004","Hauptschule","2","94","0.115142939285986","0.0934277179176713","0.136858160654302"
"Befristet","2004","Hauptschule","3","52","0.0714623395303115","0.0510871206927268","0.0918375583678963"
"Befristet","2004","Hauptschule","4","49","0.0631821002742354","0.0441843385808657","0.0821798619676051"
"Befristet","2004","Hauptschule","5 Einkommensstärkstes Quintil","14","","",""
"Befristet","2004","Realschule","1 Einkommensschwächstes Quintil","123","0.275254753784643","0.233941916517756","0.31656759105153"
"Befristet","2004","Realschule","2","122","0.165237602111632","0.138850503287347","0.191624700935918"
"Befristet","2004","Realschule","3","98","0.117613690474123","0.0945581249869323","0.140669255961313"
"Befristet","2004","Realschule","4","83","0.0768430382093623","0.0580550845966635","0.095630991822061"
"Befristet","2004","Realschule","5 Einkommensstärkstes Quintil","33","0.0634822866274413","0.0428978973063159","0.0840666759485666"
"Befristet","2004","(Fach-)Abitur","1 Einkommensschwächstes Quintil","66","0.410017009146024","0.334279456739963","0.485754561552085"
"Befristet","2004","(Fach-)Abitur","2","50","0.193483916864561","0.142542496195704","0.244425337533418"
"Befristet","2004","(Fach-)Abitur","3","67","0.234542606558915","0.182019612925764","0.287065600192066"
"Befristet","2004","(Fach-)Abitur","4","52","0.157905299256357","0.116914147710454","0.19889645080226"
"Befristet","2004","(Fach-)Abitur","5 Einkommensstärkstes Quintil","35","0.105764416206048","0.0696781663820198","0.141850666030076"
"Befristet","2004","AkademikerIn","1 Einkommensschwächstes Quintil","23","","",""
"Befristet","2004","AkademikerIn","2","45","0.208067270983704","0.157749184397245","0.258385357570163"
"Befristet","2004","AkademikerIn","3","46","0.156853402600996","0.119076911993138","0.194629893208854"
"Befristet","2004","AkademikerIn","4","64","0.123653555483537","0.0980498721575287","0.149257238809545"
"Befristet","2004","AkademikerIn","5 Einkommensstärkstes Quintil","83","0.08744537753374","0.0710688115633073","0.103821943504173"
"Unbefristet","2005","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","25","","",""
"Unbefristet","2005","(noch) kein Abschluss","2","17","","",""
"Unbefristet","2005","(noch) kein Abschluss","3","8","","",""
"Unbefristet","2005","(noch) kein Abschluss","4","14","","",""
"Unbefristet","2005","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","8","","",""
"Unbefristet","2005","Hauptschule","1 Einkommensschwächstes Quintil","357","0.742041057776185","0.702360395465179","0.781721720087192"
"Unbefristet","2005","Hauptschule","2","646","0.873559942352003","0.849401463590517","0.897718421113488"
"Unbefristet","2005","Hauptschule","3","536","0.920944746929128","0.899135454180101","0.942754039678156"
"Unbefristet","2005","Hauptschule","4","553","0.959683233074919","0.943730008823342","0.975636457326496"
"Unbefristet","2005","Hauptschule","5 Einkommensstärkstes Quintil","273","0.925497546062901","0.895327600877234","0.955667491248568"
"Unbefristet","2005","Realschule","1 Einkommensschwächstes Quintil","326","0.707000307098301","0.664712859821011","0.749287754375591"
"Unbefristet","2005","Realschule","2","590","0.836759970257814","0.809083124987268","0.864436815528359"
"Unbefristet","2005","Realschule","3","651","0.897264700377505","0.875345006523126","0.919184394231884"
"Unbefristet","2005","Realschule","4","682","0.892087482531552","0.870158193281113","0.914016771781992"
"Unbefristet","2005","Realschule","5 Einkommensstärkstes Quintil","518","0.964102344128188","0.948483659553368","0.979721028703008"
"Unbefristet","2005","(Fach-)Abitur","1 Einkommensschwächstes Quintil","93","0.655912411240192","0.578587128224565","0.73323769425582"
"Unbefristet","2005","(Fach-)Abitur","2","170","0.793441096560927","0.739073817960582","0.847808375161272"
"Unbefristet","2005","(Fach-)Abitur","3","179","0.818439836052076","0.768836856834974","0.868042815269179"
"Unbefristet","2005","(Fach-)Abitur","4","266","0.863425480875892","0.825682881986203","0.901168079765581"
"Unbefristet","2005","(Fach-)Abitur","5 Einkommensstärkstes Quintil","266","0.919941610214381","0.88876096099505","0.951122259433711"
"Unbefristet","2005","AkademikerIn","1 Einkommensschwächstes Quintil","89","0.841804469499615","0.772334377081578","0.911274561917651"
"Unbefristet","2005","AkademikerIn","2","203","0.87906914724544","0.837293783609886","0.920844510880994"
"Unbefristet","2005","AkademikerIn","3","281","0.855349075176605","0.816929508915692","0.893768641437518"
"Unbefristet","2005","AkademikerIn","4","563","0.917130221749034","0.895324147013441","0.938936296484628"
"Unbefristet","2005","AkademikerIn","5 Einkommensstärkstes Quintil","1074","0.913775110295534","0.897516578163484","0.930033642427585"
"Befristet","2005","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","4","","",""
"Befristet","2005","(noch) kein Abschluss","2","5","","",""
"Befristet","2005","(noch) kein Abschluss","3","3","","",""
"Befristet","2005","(noch) kein Abschluss","4","3","","",""
"Befristet","2005","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Befristet","2005","Hauptschule","1 Einkommensschwächstes Quintil","110","0.257958942223815","0.218278279912808","0.297639604534821"
"Befristet","2005","Hauptschule","2","81","0.126440057647997","0.102281578886512","0.150598536409483"
"Befristet","2005","Hauptschule","3","52","0.0790552530708715","0.0572459603218441","0.100864545819899"
"Befristet","2005","Hauptschule","4","31","0.0403167669250807","0.024363542673504","0.0562699911766575"
"Befristet","2005","Hauptschule","5 Einkommensstärkstes Quintil","18","","",""
"Befristet","2005","Realschule","1 Einkommensschwächstes Quintil","119","0.292999692901699","0.250712245624409","0.335287140178989"
"Befristet","2005","Realschule","2","95","0.163240029742186","0.135563184471641","0.190916875012732"
"Befristet","2005","Realschule","3","86","0.102735299622495","0.080815605768116","0.124654993476875"
"Befristet","2005","Realschule","4","87","0.107912517468448","0.0859832282180077","0.129841806718887"
"Befristet","2005","Realschule","5 Einkommensstärkstes Quintil","27","","",""
"Befristet","2005","(Fach-)Abitur","1 Einkommensschwächstes Quintil","52","0.344087588759808","0.26676230574418","0.421412871775435"
"Befristet","2005","(Fach-)Abitur","2","43","0.206558903439073","0.152191624838728","0.260926182039417"
"Befristet","2005","(Fach-)Abitur","3","53","0.181560163947924","0.131957184730821","0.231163143165026"
"Befristet","2005","(Fach-)Abitur","4","52","0.136574519124108","0.0988319202344189","0.174317118013797"
"Befristet","2005","(Fach-)Abitur","5 Einkommensstärkstes Quintil","25","","",""
"Befristet","2005","AkademikerIn","1 Einkommensschwächstes Quintil","17","","",""
"Befristet","2005","AkademikerIn","2","31","0.12093085275456","0.0791554891190058","0.162706216390114"
"Befristet","2005","AkademikerIn","3","41","0.144650924823395","0.106231358562482","0.183070491084308"
"Befristet","2005","AkademikerIn","4","51","0.0828697782509657","0.0610637035153723","0.104675852986559"
"Befristet","2005","AkademikerIn","5 Einkommensstärkstes Quintil","71","0.0862248897044655","0.0699663575724149","0.102483421836516"
"Unbefristet","2006","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","16","","",""
"Unbefristet","2006","(noch) kein Abschluss","2","18","","",""
"Unbefristet","2006","(noch) kein Abschluss","3","10","","",""
"Unbefristet","2006","(noch) kein Abschluss","4","17","","",""
"Unbefristet","2006","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Unbefristet","2006","Hauptschule","1 Einkommensschwächstes Quintil","383","0.742114063356315","0.704071883422504","0.780156243290126"
"Unbefristet","2006","Hauptschule","2","649","0.878853179375125","0.855215397263692","0.902490961486557"
"Unbefristet","2006","Hauptschule","3","542","0.913250619072731","0.890672430018704","0.935828808126757"
"Unbefristet","2006","Hauptschule","4","593","0.940445584414249","0.92192144076936","0.958969728059137"
"Unbefristet","2006","Hauptschule","5 Einkommensstärkstes Quintil","268","0.96059925677016","0.937933083547349","0.983265429992971"
"Unbefristet","2006","Realschule","1 Einkommensschwächstes Quintil","333","0.700864384821","0.658838513437717","0.742890256204283"
"Unbefristet","2006","Realschule","2","619","0.822498581238375","0.795098220331916","0.849898942144834"
"Unbefristet","2006","Realschule","3","680","0.891313327391122","0.869243204137874","0.91338345064437"
"Unbefristet","2006","Realschule","4","738","0.899224336283862","0.878682797383911","0.919765875183814"
"Unbefristet","2006","Realschule","5 Einkommensstärkstes Quintil","509","0.906513454250162","0.882184220558437","0.930842687941888"
"Unbefristet","2006","(Fach-)Abitur","1 Einkommensschwächstes Quintil","90","0.623743155241381","0.543496087103918","0.703990223378845"
"Unbefristet","2006","(Fach-)Abitur","2","197","0.810220352559539","0.76111922778311","0.859321477335968"
"Unbefristet","2006","(Fach-)Abitur","3","214","0.800328814784378","0.752468823122464","0.848188806446293"
"Unbefristet","2006","(Fach-)Abitur","4","257","0.835889274962053","0.794923033020453","0.876855516903652"
"Unbefristet","2006","(Fach-)Abitur","5 Einkommensstärkstes Quintil","258","0.9216153412185","0.89030085741741","0.952929825019589"
"Unbefristet","2006","AkademikerIn","1 Einkommensschwächstes Quintil","75","0.726369047727338","0.641498611559106","0.811239483895571"
"Unbefristet","2006","AkademikerIn","2","209","0.79737080165194","0.747643784664665","0.847097818639214"
"Unbefristet","2006","AkademikerIn","3","330","0.881563754146114","0.848728090345757","0.914399417946471"
"Unbefristet","2006","AkademikerIn","4","606","0.88614393857132","0.862074539593802","0.910213337548837"
"Unbefristet","2006","AkademikerIn","5 Einkommensstärkstes Quintil","1104","0.917368004317335","0.901658842885213","0.933077165749458"
"Befristet","2006","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","7","","",""
"Befristet","2006","(noch) kein Abschluss","2","3","","",""
