"plb0037_h","year","bildungsniveau","bula_h","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Unbefristet","1985","Hauptschule","Rheinland-Pfalz,Saarland","202","0.881040802376892","0.839382542726267","0.922699062027518"
"Unbefristet","1985","Hauptschule","Baden-Wuerttemberg","663","0.933861972666849","0.91567101859507","0.952052926738628"
"Unbefristet","1985","Hauptschule","Bayern","537","0.897213128757221","0.872853113344729","0.921573144169712"
"Unbefristet","1985","Hauptschule","Saarland","","","",""
"Unbefristet","1985","Hauptschule","Berlin","93","0.88864668868491","0.828762621359707","0.948530756010114"
"Unbefristet","1985","Hauptschule","Brandenburg","","","",""
"Unbefristet","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Unbefristet","1985","Hauptschule","Sachsen","","","",""
"Unbefristet","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Unbefristet","1985","Hauptschule","Thueringen","","","",""
"Unbefristet","1985","Realschule","Schleswig-Holstein","45","0.839327175966613","0.741380868674277","0.937273483258948"
"Unbefristet","1985","Realschule","Hamburg","29","","",""
"Unbefristet","1985","Realschule","Niedersachsen","88","0.776218552678401","0.699374029907635","0.853063075449167"
"Unbefristet","1985","Realschule","Bremen","7","","",""
"Unbefristet","1985","Realschule","Nordrhein-Westfalen","199","0.824777420879434","0.777368176855729","0.87218666490314"
"Unbefristet","1985","Realschule","Hessen","87","0.872210932037072","0.807101333386158","0.937320530687985"
"Unbefristet","1985","Realschule","Rheinland-Pfalz,Saarland","43","0.758705462598136","0.647629262613159","0.869781662583113"
"Unbefristet","1985","Realschule","Baden-Wuerttemberg","124","0.849435073579235","0.791818923395474","0.907051223762995"
"Unbefristet","1985","Realschule","Bayern","171","0.824057899889344","0.772060906746821","0.876054893031868"
"Unbefristet","1985","Realschule","Saarland","","","",""
"Unbefristet","1985","Realschule","Berlin","39","0.906675345154098","0.819731676309354","0.993619013998842"
"Unbefristet","1985","Realschule","Brandenburg","","","",""
"Unbefristet","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Unbefristet","1985","Realschule","Sachsen","","","",""
"Unbefristet","1985","Realschule","Sachsen-Anhalt","","","",""
"Unbefristet","1985","Realschule","Thueringen","","","",""
"Unbefristet","1985","(Fach-)Abitur","Schleswig-Holstein","7","","",""
"Unbefristet","1985","(Fach-)Abitur","Hamburg","19","","",""
"Unbefristet","1985","(Fach-)Abitur","Niedersachsen","20","","",""
"Unbefristet","1985","(Fach-)Abitur","Bremen","","","",""
"Unbefristet","1985","(Fach-)Abitur","Nordrhein-Westfalen","86","0.76457090172503","0.685643909301956","0.843497894148105"
"Unbefristet","1985","(Fach-)Abitur","Hessen","39","0.809139688090297","0.69557619521741","0.922703180963184"
"Unbefristet","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","10","","",""
"Unbefristet","1985","(Fach-)Abitur","Baden-Wuerttemberg","50","0.680787915854826","0.568321798001501","0.79325403370815"
"Unbefristet","1985","(Fach-)Abitur","Bayern","34","0.6917303085467","0.559712360450992","0.823748256642409"
"Unbefristet","1985","(Fach-)Abitur","Saarland","","","",""
"Unbefristet","1985","(Fach-)Abitur","Berlin","15","","",""
"Unbefristet","1985","(Fach-)Abitur","Brandenburg","","","",""
"Unbefristet","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Unbefristet","1985","(Fach-)Abitur","Sachsen","","","",""
"Unbefristet","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Unbefristet","1985","(Fach-)Abitur","Thueringen","","","",""
"Unbefristet","1985","AkademikerIn","Schleswig-Holstein","8","","",""
"Unbefristet","1985","AkademikerIn","Hamburg","8","","",""
"Unbefristet","1985","AkademikerIn","Niedersachsen","46","0.932816447957413","0.863427122249582","1.00220577366524"
"Unbefristet","1985","AkademikerIn","Bremen","1","","",""
"Unbefristet","1985","AkademikerIn","Nordrhein-Westfalen","133","0.839788899855514","0.782774980754959","0.896802818956069"
"Unbefristet","1985","AkademikerIn","Hessen","41","0.780973668680103","0.670662986274383","0.891284351085822"
"Unbefristet","1985","AkademikerIn","Rheinland-Pfalz,Saarland","25","","",""
"Unbefristet","1985","AkademikerIn","Baden-Wuerttemberg","68","0.97313867358026","0.935793632961368","1.01048371419915"
"Unbefristet","1985","AkademikerIn","Bayern","77","0.874347555933657","0.806982583379717","0.941712528487596"
"Unbefristet","1985","AkademikerIn","Saarland","","","",""
"Unbefristet","1985","AkademikerIn","Berlin","20","","",""
"Unbefristet","1985","AkademikerIn","Brandenburg","","","",""
"Unbefristet","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Unbefristet","1985","AkademikerIn","Sachsen","","","",""
"Unbefristet","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Unbefristet","1985","AkademikerIn","Thueringen","","","",""
"Befristet","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Befristet","1985","(noch) kein Abschluss","Hamburg","","","",""
"Befristet","1985","(noch) kein Abschluss","Niedersachsen","","","",""
"Befristet","1985","(noch) kein Abschluss","Bremen","","","",""
"Befristet","1985","(noch) kein Abschluss","Nordrhein-Westfalen","9","","",""
"Befristet","1985","(noch) kein Abschluss","Hessen","5","","",""
"Befristet","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"Befristet","1985","(noch) kein Abschluss","Baden-Wuerttemberg","5","","",""
"Befristet","1985","(noch) kein Abschluss","Bayern","5","","",""
"Befristet","1985","(noch) kein Abschluss","Saarland","","","",""
"Befristet","1985","(noch) kein Abschluss","Berlin","2","","",""
"Befristet","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Befristet","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Befristet","1985","(noch) kein Abschluss","Sachsen","","","",""
"Befristet","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Befristet","1985","(noch) kein Abschluss","Thueringen","","","",""
"Befristet","1985","Hauptschule","Schleswig-Holstein","9","","",""
"Befristet","1985","Hauptschule","Hamburg","11","","",""
"Befristet","1985","Hauptschule","Niedersachsen","24","","",""
"Befristet","1985","Hauptschule","Bremen","3","","",""
"Befristet","1985","Hauptschule","Nordrhein-Westfalen","70","0.0843208802733946","0.0654057190590895","0.1032360414877"
"Befristet","1985","Hauptschule","Hessen","31","0.0810495702140928","0.0511479650472656","0.11095117538092"
"Befristet","1985","Hauptschule","Rheinland-Pfalz,Saarland","30","0.118959197623108","0.0773009379724824","0.160617457273733"
"Befristet","1985","Hauptschule","Baden-Wuerttemberg","54","0.0661380273331511","0.0479470732613722","0.08432898140493"
"Befristet","1985","Hauptschule","Bayern","60","0.102786871242779","0.0784268558302876","0.127146886655271"
"Befristet","1985","Hauptschule","Saarland","","","",""
"Befristet","1985","Hauptschule","Berlin","13","","",""
"Befristet","1985","Hauptschule","Brandenburg","","","",""
"Befristet","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Befristet","1985","Hauptschule","Sachsen","","","",""
"Befristet","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Befristet","1985","Hauptschule","Thueringen","","","",""
"Befristet","1985","Realschule","Schleswig-Holstein","9","","",""
"Befristet","1985","Realschule","Hamburg","6","","",""
"Befristet","1985","Realschule","Niedersachsen","25","","",""
"Befristet","1985","Realschule","Bremen","3","","",""
"Befristet","1985","Realschule","Nordrhein-Westfalen","48","0.175222579120566","0.12781333509686","0.222631823144271"
"Befristet","1985","Realschule","Hessen","14","","",""
"Befristet","1985","Realschule","Rheinland-Pfalz,Saarland","14","","",""
"Befristet","1985","Realschule","Baden-Wuerttemberg","24","","",""
"Befristet","1985","Realschule","Bayern","35","0.175942100110656","0.123945106968132","0.227939093253179"
"Befristet","1985","Realschule","Saarland","","","",""
"Befristet","1985","Realschule","Berlin","4","","",""
"Befristet","1985","Realschule","Brandenburg","","","",""
"Befristet","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Befristet","1985","Realschule","Sachsen","","","",""
"Befristet","1985","Realschule","Sachsen-Anhalt","","","",""
"Befristet","1985","Realschule","Thueringen","","","",""
"Befristet","1985","(Fach-)Abitur","Schleswig-Holstein","5","","",""
"Befristet","1985","(Fach-)Abitur","Hamburg","2","","",""
"Befristet","1985","(Fach-)Abitur","Niedersachsen","7","","",""
"Befristet","1985","(Fach-)Abitur","Bremen","1","","",""
"Befristet","1985","(Fach-)Abitur","Nordrhein-Westfalen","25","","",""
"Befristet","1985","(Fach-)Abitur","Hessen","7","","",""
"Befristet","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","1","","",""
"Befristet","1985","(Fach-)Abitur","Baden-Wuerttemberg","16","","",""
"Befristet","1985","(Fach-)Abitur","Bayern","13","","",""
"Befristet","1985","(Fach-)Abitur","Saarland","","","",""
"Befristet","1985","(Fach-)Abitur","Berlin","7","","",""
"Befristet","1985","(Fach-)Abitur","Brandenburg","","","",""
"Befristet","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Befristet","1985","(Fach-)Abitur","Sachsen","","","",""
"Befristet","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Befristet","1985","(Fach-)Abitur","Thueringen","","","",""
"Befristet","1985","AkademikerIn","Schleswig-Holstein","","","",""
"Befristet","1985","AkademikerIn","Hamburg","2","","",""
"Befristet","1985","AkademikerIn","Niedersachsen","4","","",""
"Befristet","1985","AkademikerIn","Bremen","1","","",""
"Befristet","1985","AkademikerIn","Nordrhein-Westfalen","26","","",""
"Befristet","1985","AkademikerIn","Hessen","13","","",""
"Befristet","1985","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Befristet","1985","AkademikerIn","Baden-Wuerttemberg","4","","",""
"Befristet","1985","AkademikerIn","Bayern","16","","",""
"Befristet","1985","AkademikerIn","Saarland","","","",""
"Befristet","1985","AkademikerIn","Berlin","4","","",""
"Befristet","1985","AkademikerIn","Brandenburg","","","",""
"Befristet","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Befristet","1985","AkademikerIn","Sachsen","","","",""
"Befristet","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Befristet","1985","AkademikerIn","Thueringen","","","",""
"Unbefristet","1986","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Unbefristet","1986","(noch) kein Abschluss","Hamburg","1","","",""
"Unbefristet","1986","(noch) kein Abschluss","Niedersachsen","1","","",""
"Unbefristet","1986","(noch) kein Abschluss","Bremen","","","",""
"Unbefristet","1986","(noch) kein Abschluss","Nordrhein-Westfalen","8","","",""
"Unbefristet","1986","(noch) kein Abschluss","Hessen","5","","",""
"Unbefristet","1986","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Unbefristet","1986","(noch) kein Abschluss","Baden-Wuerttemberg","4","","",""
"Unbefristet","1986","(noch) kein Abschluss","Bayern","7","","",""
"Unbefristet","1986","(noch) kein Abschluss","Saarland","","","",""
"Unbefristet","1986","(noch) kein Abschluss","Berlin","","","",""
"Unbefristet","1986","(noch) kein Abschluss","Brandenburg","","","",""
"Unbefristet","1986","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Unbefristet","1986","(noch) kein Abschluss","Sachsen","","","",""
"Unbefristet","1986","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Unbefristet","1986","(noch) kein Abschluss","Thueringen","","","",""
"Unbefristet","1986","Hauptschule","Schleswig-Holstein","7","","",""
"Unbefristet","1986","Hauptschule","Hamburg","4","","",""
"Unbefristet","1986","Hauptschule","Niedersachsen","35","0.604952799966488","0.470785017263731","0.739120582669244"
"Unbefristet","1986","Hauptschule","Bremen","2","","",""
"Unbefristet","1986","Hauptschule","Nordrhein-Westfalen","73","0.846569260725922","0.771693624784595","0.921444896667248"
"Unbefristet","1986","Hauptschule","Hessen","26","","",""
"Unbefristet","1986","Hauptschule","Rheinland-Pfalz,Saarland","31","0.844243466823532","0.730435470368103","0.95805146327896"
"Unbefristet","1986","Hauptschule","Baden-Wuerttemberg","88","0.886875197970397","0.826576861707651","0.947173534233142"
"Unbefristet","1986","Hauptschule","Bayern","49","0.774487292658197","0.672889547276178","0.876085038040217"
"Unbefristet","1986","Hauptschule","Saarland","","","",""
"Unbefristet","1986","Hauptschule","Berlin","20","","",""
"Unbefristet","1986","Hauptschule","Brandenburg","","","",""
"Unbefristet","1986","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Unbefristet","1986","Hauptschule","Sachsen","","","",""
"Unbefristet","1986","Hauptschule","Sachsen-Anhalt","","","",""
"Unbefristet","1986","Hauptschule","Thueringen","","","",""
"Unbefristet","1986","Realschule","Schleswig-Holstein","6","","",""
"Unbefristet","1986","Realschule","Hamburg","1","","",""
"Unbefristet","1986","Realschule","Niedersachsen","6","","",""
"Unbefristet","1986","Realschule","Bremen","3","","",""
"Unbefristet","1986","Realschule","Nordrhein-Westfalen","34","0.639591395112077","0.503767445809122","0.775415344415031"
"Unbefristet","1986","Realschule","Hessen","12","","",""
"Unbefristet","1986","Realschule","Rheinland-Pfalz,Saarland","12","","",""
"Unbefristet","1986","Realschule","Baden-Wuerttemberg","24","","",""
"Unbefristet","1986","Realschule","Bayern","28","","",""
"Unbefristet","1986","Realschule","Saarland","","","",""
"Unbefristet","1986","Realschule","Berlin","7","","",""
"Unbefristet","1986","Realschule","Brandenburg","","","",""
"Unbefristet","1986","Realschule","Mecklenburg-Vorpommern","","","",""
"Unbefristet","1986","Realschule","Sachsen","","","",""
"Unbefristet","1986","Realschule","Sachsen-Anhalt","","","",""
"Unbefristet","1986","Realschule","Thueringen","","","",""
"Unbefristet","1986","(Fach-)Abitur","Schleswig-Holstein","2","","",""
"Unbefristet","1986","(Fach-)Abitur","Hamburg","4","","",""
"Unbefristet","1986","(Fach-)Abitur","Niedersachsen","5","","",""
"Unbefristet","1986","(Fach-)Abitur","Bremen","1","","",""
"Unbefristet","1986","(Fach-)Abitur","Nordrhein-Westfalen","18","","",""
"Unbefristet","1986","(Fach-)Abitur","Hessen","8","","",""
"Unbefristet","1986","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Unbefristet","1986","(Fach-)Abitur","Baden-Wuerttemberg","11","","",""
"Unbefristet","1986","(Fach-)Abitur","Bayern","6","","",""
"Unbefristet","1986","(Fach-)Abitur","Saarland","","","",""
"Unbefristet","1986","(Fach-)Abitur","Berlin","3","","",""
"Unbefristet","1986","(Fach-)Abitur","Brandenburg","","","",""
"Unbefristet","1986","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Unbefristet","1986","(Fach-)Abitur","Sachsen","","","",""
"Unbefristet","1986","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Unbefristet","1986","(Fach-)Abitur","Thueringen","","","",""
"Unbefristet","1986","AkademikerIn","Schleswig-Holstein","","","",""
"Unbefristet","1986","AkademikerIn","Hamburg","3","","",""
"Unbefristet","1986","AkademikerIn","Niedersachsen","9","","",""
"Unbefristet","1986","AkademikerIn","Bremen","","","",""
"Unbefristet","1986","AkademikerIn","Nordrhein-Westfalen","11","","",""
"Unbefristet","1986","AkademikerIn","Hessen","13","","",""
"Unbefristet","1986","AkademikerIn","Rheinland-Pfalz,Saarland","6","","",""
"Unbefristet","1986","AkademikerIn","Baden-Wuerttemberg","9","","",""
"Unbefristet","1986","AkademikerIn","Bayern","9","","",""
"Unbefristet","1986","AkademikerIn","Saarland","","","",""
"Unbefristet","1986","AkademikerIn","Berlin","4","","",""
"Unbefristet","1986","AkademikerIn","Brandenburg","","","",""
"Unbefristet","1986","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Unbefristet","1986","AkademikerIn","Sachsen","","","",""
"Unbefristet","1986","AkademikerIn","Sachsen-Anhalt","","","",""
"Unbefristet","1986","AkademikerIn","Thueringen","","","",""
"Befristet","1986","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Befristet","1986","(noch) kein Abschluss","Hamburg","","","",""
"Befristet","1986","(noch) kein Abschluss","Niedersachsen","","","",""
"Befristet","1986","(noch) kein Abschluss","Bremen","","","",""
"Befristet","1986","(noch) kein Abschluss","Nordrhein-Westfalen","1","","",""
"Befristet","1986","(noch) kein Abschluss","Hessen","1","","",""
"Befristet","1986","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Befristet","1986","(noch) kein Abschluss","Baden-Wuerttemberg","3","","",""
"Befristet","1986","(noch) kein Abschluss","Bayern","1","","",""
"Befristet","1986","(noch) kein Abschluss","Saarland","","","",""
"Befristet","1986","(noch) kein Abschluss","Berlin","1","","",""
"Befristet","1986","(noch) kein Abschluss","Brandenburg","","","",""
"Befristet","1986","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Befristet","1986","(noch) kein Abschluss","Sachsen","","","",""
"Befristet","1986","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Befristet","1986","(noch) kein Abschluss","Thueringen","","","",""
"Befristet","1986","Hauptschule","Schleswig-Holstein","4","","",""
"Befristet","1986","Hauptschule","Hamburg","2","","",""
"Befristet","1986","Hauptschule","Niedersachsen","16","","",""
"Befristet","1986","Hauptschule","Bremen","","","",""
"Befristet","1986","Hauptschule","Nordrhein-Westfalen","16","","",""
"Befristet","1986","Hauptschule","Hessen","9","","",""
"Befristet","1986","Hauptschule","Rheinland-Pfalz,Saarland","8","","",""
"Befristet","1986","Hauptschule","Baden-Wuerttemberg","18","","",""
"Befristet","1986","Hauptschule","Bayern","16","","",""
"Befristet","1986","Hauptschule","Saarland","","","",""
"Befristet","1986","Hauptschule","Berlin","1","","",""
"Befristet","1986","Hauptschule","Brandenburg","","","",""
"Befristet","1986","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Befristet","1986","Hauptschule","Sachsen","","","",""
"Befristet","1986","Hauptschule","Sachsen-Anhalt","","","",""
"Befristet","1986","Hauptschule","Thueringen","","","",""
"Befristet","1986","Realschule","Schleswig-Holstein","2","","",""
"Befristet","1986","Realschule","Hamburg","1","","",""
"Befristet","1986","Realschule","Niedersachsen","13","","",""
"Befristet","1986","Realschule","Bremen","3","","",""
"Befristet","1986","Realschule","Nordrhein-Westfalen","14","","",""
"Befristet","1986","Realschule","Hessen","5","","",""
"Befristet","1986","Realschule","Rheinland-Pfalz,Saarland","6","","",""
"Befristet","1986","Realschule","Baden-Wuerttemberg","15","","",""
"Befristet","1986","Realschule","Bayern","7","","",""
"Befristet","1986","Realschule","Saarland","","","",""
"Befristet","1986","Realschule","Berlin","3","","",""
"Befristet","1986","Realschule","Brandenburg","","","",""
"Befristet","1986","Realschule","Mecklenburg-Vorpommern","","","",""
"Befristet","1986","Realschule","Sachsen","","","",""
"Befristet","1986","Realschule","Sachsen-Anhalt","","","",""
"Befristet","1986","Realschule","Thueringen","","","",""
"Befristet","1986","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"Befristet","1986","(Fach-)Abitur","Hamburg","","","",""
"Befristet","1986","(Fach-)Abitur","Niedersachsen","3","","",""
"Befristet","1986","(Fach-)Abitur","Bremen","","","",""
"Befristet","1986","(Fach-)Abitur","Nordrhein-Westfalen","9","","",""
"Befristet","1986","(Fach-)Abitur","Hessen","2","","",""
"Befristet","1986","(Fach-)Abitur","Rheinland-Pfalz,Saarland","2","","",""
"Befristet","1986","(Fach-)Abitur","Baden-Wuerttemberg","2","","",""
"Befristet","1986","(Fach-)Abitur","Bayern","","","",""
"Befristet","1986","(Fach-)Abitur","Saarland","","","",""
"Befristet","1986","(Fach-)Abitur","Berlin","","","",""
"Befristet","1986","(Fach-)Abitur","Brandenburg","","","",""
"Befristet","1986","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Befristet","1986","(Fach-)Abitur","Sachsen","","","",""
"Befristet","1986","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Befristet","1986","(Fach-)Abitur","Thueringen","","","",""
"Befristet","1986","AkademikerIn","Schleswig-Holstein","","","",""
"Befristet","1986","AkademikerIn","Hamburg","2","","",""
"Befristet","1986","AkademikerIn","Niedersachsen","1","","",""
"Befristet","1986","AkademikerIn","Bremen","","","",""
"Befristet","1986","AkademikerIn","Nordrhein-Westfalen","8","","",""
"Befristet","1986","AkademikerIn","Hessen","5","","",""
"Befristet","1986","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Befristet","1986","AkademikerIn","Baden-Wuerttemberg","1","","",""
"Befristet","1986","AkademikerIn","Bayern","6","","",""
"Befristet","1986","AkademikerIn","Saarland","","","",""
"Befristet","1986","AkademikerIn","Berlin","2","","",""
"Befristet","1986","AkademikerIn","Brandenburg","","","",""
"Befristet","1986","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Befristet","1986","AkademikerIn","Sachsen","","","",""
"Befristet","1986","AkademikerIn","Sachsen-Anhalt","","","",""
"Befristet","1986","AkademikerIn","Thueringen","","","",""
"Unbefristet","1987","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Unbefristet","1987","(noch) kein Abschluss","Hamburg","","","",""
"Unbefristet","1987","(noch) kein Abschluss","Niedersachsen","2","","",""
"Unbefristet","1987","(noch) kein Abschluss","Bremen","1","","",""
"Unbefristet","1987","(noch) kein Abschluss","Nordrhein-Westfalen","13","","",""
"Unbefristet","1987","(noch) kein Abschluss","Hessen","6","","",""
"Unbefristet","1987","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"Unbefristet","1987","(noch) kein Abschluss","Baden-Wuerttemberg","8","","",""
"Unbefristet","1987","(noch) kein Abschluss","Bayern","2","","",""
"Unbefristet","1987","(noch) kein Abschluss","Saarland","","","",""
"Unbefristet","1987","(noch) kein Abschluss","Berlin","4","","",""
"Unbefristet","1987","(noch) kein Abschluss","Brandenburg","","","",""
"Unbefristet","1987","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Unbefristet","1987","(noch) kein Abschluss","Sachsen","","","",""
"Unbefristet","1987","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Unbefristet","1987","(noch) kein Abschluss","Thueringen","","","",""
"Unbefristet","1987","Hauptschule","Schleswig-Holstein","16","","",""
"Unbefristet","1987","Hauptschule","Hamburg","5","","",""
"Unbefristet","1987","Hauptschule","Niedersachsen","46","0.671706917201227","0.559264165254201","0.784149669148254"
"Unbefristet","1987","Hauptschule","Bremen","4","","",""
"Unbefristet","1987","Hauptschule","Nordrhein-Westfalen","103","0.833242045341954","0.769651874256486","0.896832216427422"
"Unbefristet","1987","Hauptschule","Hessen","41","0.770015602328657","0.661714458407377","0.878316746249937"
"Unbefristet","1987","Hauptschule","Rheinland-Pfalz,Saarland","28","","",""
"Unbefristet","1987","Hauptschule","Baden-Wuerttemberg","88","0.794128463386456","0.718909016450299","0.869347910322612"
"Unbefristet","1987","Hauptschule","Bayern","92","0.770372502942825","0.697223474361498","0.843521531524151"
"Unbefristet","1987","Hauptschule","Saarland","","","",""
"Unbefristet","1987","Hauptschule","Berlin","16","","",""
"Unbefristet","1987","Hauptschule","Brandenburg","","","",""
"Unbefristet","1987","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Unbefristet","1987","Hauptschule","Sachsen","","","",""
"Unbefristet","1987","Hauptschule","Sachsen-Anhalt","","","",""
"Unbefristet","1987","Hauptschule","Thueringen","","","",""
"Unbefristet","1987","Realschule","Schleswig-Holstein","7","","",""
"Unbefristet","1987","Realschule","Hamburg","2","","",""
"Unbefristet","1987","Realschule","Niedersachsen","22","","",""
"Unbefristet","1987","Realschule","Bremen","4","","",""
"Unbefristet","1987","Realschule","Nordrhein-Westfalen","39","0.728345148164574","0.614844214518463","0.841846081810685"
"Unbefristet","1987","Realschule","Hessen","17","","",""
"Unbefristet","1987","Realschule","Rheinland-Pfalz,Saarland","9","","",""
"Unbefristet","1987","Realschule","Baden-Wuerttemberg","25","","",""
"Unbefristet","1987","Realschule","Bayern","33","0.699194736342038","0.570786807266319","0.827602665417757"
"Unbefristet","1987","Realschule","Saarland","","","",""
"Unbefristet","1987","Realschule","Berlin","15","","",""
"Unbefristet","1987","Realschule","Brandenburg","","","",""
"Unbefristet","1987","Realschule","Mecklenburg-Vorpommern","","","",""
"Unbefristet","1987","Realschule","Sachsen","","","",""
"Unbefristet","1987","Realschule","Sachsen-Anhalt","","","",""
"Unbefristet","1987","Realschule","Thueringen","","","",""
"Unbefristet","1987","(Fach-)Abitur","Schleswig-Holstein","3","","",""
"Unbefristet","1987","(Fach-)Abitur","Hamburg","2","","",""
"Unbefristet","1987","(Fach-)Abitur","Niedersachsen","7","","",""
"Unbefristet","1987","(Fach-)Abitur","Bremen","1","","",""
"Unbefristet","1987","(Fach-)Abitur","Nordrhein-Westfalen","25","","",""
"Unbefristet","1987","(Fach-)Abitur","Hessen","8","","",""
"Unbefristet","1987","(Fach-)Abitur","Rheinland-Pfalz,Saarland","2","","",""
"Unbefristet","1987","(Fach-)Abitur","Baden-Wuerttemberg","7","","",""
"Unbefristet","1987","(Fach-)Abitur","Bayern","7","","",""
"Unbefristet","1987","(Fach-)Abitur","Saarland","","","",""
"Unbefristet","1987","(Fach-)Abitur","Berlin","6","","",""
"Unbefristet","1987","(Fach-)Abitur","Brandenburg","","","",""
"Unbefristet","1987","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Unbefristet","1987","(Fach-)Abitur","Sachsen","","","",""
"Unbefristet","1987","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Unbefristet","1987","(Fach-)Abitur","Thueringen","","","",""
"Unbefristet","1987","AkademikerIn","Schleswig-Holstein","","","",""
"Unbefristet","1987","AkademikerIn","Hamburg","4","","",""
"Unbefristet","1987","AkademikerIn","Niedersachsen","7","","",""
"Unbefristet","1987","AkademikerIn","Bremen","","","",""
