year,quintil_oecd,sampreg,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,4th Quintile,East,Permanent job,0.86462,510,581,0.83677,0.89246
2007,4th Quintile,East,Temporary job,0.13538,71,581,0.10754,0.16323
2007,5th Quintile,West,Permanent job,0.91649,2383,2586,0.90583,0.92716
2007,5th Quintile,West,Temporary job,0.08351,203,2586,0.07284,0.09417
2007,5th Quintile,East,Permanent job,0.88792,438,492,0.86002,0.91583
2007,5th Quintile,East,Temporary job,0.11208,54,492,0.08417,0.13998
2008,1st Quintile,West,Permanent job,0.66912,423,626,0.63223,0.70601
2008,1st Quintile,West,Temporary job,0.33088,203,626,0.29399,0.36777
2008,1st Quintile,East,Permanent job,0.59278,164,269,0.53395,0.65160
2008,1st Quintile,East,Temporary job,0.40722,105,269,0.34840,0.46605
2008,2nd Quintile,West,Permanent job,0.81141,802,984,0.78696,0.83586
2008,2nd Quintile,West,Temporary job,0.18859,182,984,0.16414,0.21304
2008,2nd Quintile,East,Permanent job,0.81323,344,429,0.77630,0.85015
2008,2nd Quintile,East,Temporary job,0.18677,85,429,0.14985,0.22370
2008,3rd Quintile,West,Permanent job,0.84524,1140,1352,0.82595,0.86452
2008,3rd Quintile,West,Temporary job,0.15476,212,1352,0.13548,0.17405
2008,3rd Quintile,East,Permanent job,0.85095,500,597,0.82235,0.87954
2008,3rd Quintile,East,Temporary job,0.14905,97,597,0.12046,0.17765
2008,4th Quintile,West,Permanent job,0.87118,1496,1694,0.85522,0.88714
2008,4th Quintile,West,Temporary job,0.12882,198,1694,0.11286,0.14478
2008,4th Quintile,East,Permanent job,0.87799,416,471,0.84840,0.90758
2008,4th Quintile,East,Temporary job,0.12201,55,471,0.09242,0.15160
2008,5th Quintile,West,Permanent job,0.92689,2277,2457,0.91660,0.93719
2008,5th Quintile,West,Temporary job,0.07311,180,2457,0.06281,0.08340
2008,5th Quintile,East,Permanent job,0.87267,448,492,0.84319,0.90216
2008,5th Quintile,East,Temporary job,0.12733,44,492,0.09784,0.15681
2009,1st Quintile,West,Permanent job,0.66456,379,586,0.62630,0.70282
2009,1st Quintile,West,Temporary job,0.33544,207,586,0.29718,0.37370
2009,1st Quintile,East,Permanent job,0.57847,182,289,0.52144,0.63550
2009,1st Quintile,East,Temporary job,0.42153,107,289,0.36450,0.47856
2009,2nd Quintile,West,Permanent job,0.80070,702,864,0.77405,0.82735
2009,2nd Quintile,West,Temporary job,0.19930,162,864,0.17265,0.22595
2009,2nd Quintile,East,Permanent job,0.80692,285,365,0.76637,0.84747
2009,2nd Quintile,East,Temporary job,0.19308,80,365,0.15253,0.23363
2009,3rd Quintile,West,Permanent job,0.83912,1059,1242,0.81868,0.85956
2009,3rd Quintile,West,Temporary job,0.16088,183,1242,0.14044,0.18132
2009,3rd Quintile,East,Permanent job,0.82904,442,536,0.79714,0.86095
2009,3rd Quintile,East,Temporary job,0.17096,94,536,0.13905,0.20286
2009,4th Quintile,West,Permanent job,0.89224,1492,1671,0.87737,0.90711
2009,4th Quintile,West,Temporary job,0.10776,179,1671,0.09289,0.12263
2009,4th Quintile,East,Permanent job,0.84782,414,479,0.81562,0.88002
2009,4th Quintile,East,Temporary job,0.15218,65,479,0.11998,0.18438
2009,5th Quintile,West,Permanent job,0.92469,2042,2220,0.91371,0.93567
2009,5th Quintile,West,Temporary job,0.07531,178,2220,0.06433,0.08629
2009,5th Quintile,East,Permanent job,0.94403,441,441,0.92255,0.96550
2010,1st Quintile,West,Permanent job,0.64675,345,531,0.60606,0.68744
2010,1st Quintile,West,Temporary job,0.35325,186,531,0.31256,0.39394
2010,1st Quintile,East,Permanent job,0.53425,160,259,0.47338,0.59512
2010,1st Quintile,East,Temporary job,0.46575,99,259,0.40488,0.52662
2010,2nd Quintile,West,Permanent job,0.81090,670,818,0.78405,0.83775
2010,2nd Quintile,West,Temporary job,0.18910,148,818,0.16225,0.21595
2010,2nd Quintile,East,Permanent job,0.80090,336,410,0.76220,0.83960
2010,2nd Quintile,East,Temporary job,0.19910,74,410,0.16040,0.23780
2010,3rd Quintile,West,Permanent job,0.81792,980,1176,0.79586,0.83999
2010,3rd Quintile,West,Temporary job,0.18208,196,1176,0.16001,0.20414
2010,3rd Quintile,East,Permanent job,0.84915,374,443,0.81578,0.88251
2010,3rd Quintile,East,Temporary job,0.15085,69,443,0.11749,0.18422
2010,4th Quintile,West,Permanent job,0.89682,1326,1494,0.88139,0.91225
2010,4th Quintile,West,Temporary job,0.10318,168,1494,0.08775,0.11861
2010,4th Quintile,East,Permanent job,0.85669,405,464,0.82477,0.88861
2010,4th Quintile,East,Temporary job,0.14331,59,464,0.11139,0.17523
2010,5th Quintile,West,Permanent job,0.92107,1930,2105,0.90955,0.93259
2010,5th Quintile,West,Temporary job,0.07893,175,2105,0.06741,0.09045
2010,5th Quintile,East,Permanent job,0.89410,369,406,0.86413,0.92407
2010,5th Quintile,East,Temporary job,0.10590,37,406,0.07593,0.13587
2011,1st Quintile,West,Permanent job,0.67632,879,1237,0.65024,0.70241
2011,1st Quintile,West,Temporary job,0.32368,358,1237,0.29759,0.34976
2011,1st Quintile,East,Permanent job,0.65826,333,483,0.61591,0.70060
2011,1st Quintile,East,Temporary job,0.34174,150,483,0.29940,0.38409
2011,2nd Quintile,West,Permanent job,0.81031,1344,1603,0.79111,0.82951
2011,2nd Quintile,West,Temporary job,0.18969,259,1603,0.17049,0.20889
2011,2nd Quintile,East,Permanent job,0.81157,499,612,0.78056,0.84258
2011,2nd Quintile,East,Temporary job,0.18843,113,612,0.15742,0.21944
2011,3rd Quintile,West,Permanent job,0.80742,1502,1771,0.78905,0.82579
2011,3rd Quintile,West,Temporary job,0.19258,269,1771,0.17421,0.21095
2011,3rd Quintile,East,Permanent job,0.84173,471,540,0.81091,0.87254
2011,3rd Quintile,East,Temporary job,0.15827,69,540,0.12746,0.18909
2011,4th Quintile,West,Permanent job,0.89932,1751,1955,0.88597,0.91266
2011,4th Quintile,West,Temporary job,0.10068,204,1955,0.08734,0.11403
2011,4th Quintile,East,Permanent job,0.86429,477,552,0.83569,0.89289
2011,4th Quintile,East,Temporary job,0.13571,75,552,0.10711,0.16431
2011,5th Quintile,West,Permanent job,0.91309,2178,2373,0.90176,0.92443
2011,5th Quintile,West,Temporary job,0.08691,195,2373,0.07557,0.09824
2011,5th Quintile,East,Permanent job,0.89824,380,413,0.86905,0.92743
2011,5th Quintile,East,Temporary job,0.10176,33,413,0.07257,0.13095
2012,1st Quintile,West,Permanent job,0.70227,1117,1535,0.67939,0.72515
2012,1st Quintile,West,Temporary job,0.29773,418,1535,0.27485,0.32061
2012,1st Quintile,East,Permanent job,0.67412,364,545,0.63474,0.71351
2012,1st Quintile,East,Temporary job,0.32588,181,545,0.28649,0.36526
2012,2nd Quintile,West,Permanent job,0.80896,1594,1928,0.79141,0.82651
2012,2nd Quintile,West,Temporary job,0.19104,334,1928,0.17349,0.20859
2012,2nd Quintile,East,Permanent job,0.79476,452,564,0.76139,0.82812
2012,2nd Quintile,East,Temporary job,0.20524,112,564,0.17188,0.23861
2012,3rd Quintile,West,Permanent job,0.81628,1769,2121,0.79980,0.83277
2012,3rd Quintile,West,Temporary job,0.18372,352,2121,0.16723,0.20020
2012,3rd Quintile,East,Permanent job,0.87134,571,657,0.84572,0.89697
2012,3rd Quintile,East,Temporary job,0.12866,86,657,0.10303,0.15428
2012,4th Quintile,West,Permanent job,0.87986,2046,2294,0.86655,0.89317
2012,4th Quintile,West,Temporary job,0.12014,248,2294,0.10683,0.13345
2012,4th Quintile,East,Permanent job,0.88965,545,612,0.86481,0.91450
2012,4th Quintile,East,Temporary job,0.11035,67,612,0.08550,0.13519
2012,5th Quintile,West,Permanent job,0.91218,2308,2530,0.90115,0.92321
2012,5th Quintile,West,Temporary job,0.08782,222,2530,0.07679,0.09885
2012,5th Quintile,East,Permanent job,0.91236,483,528,0.88821,0.93650
2012,5th Quintile,East,Temporary job,0.08764,45,528,0.06350,0.11179
2013,1st Quintile,West,Permanent job,0.64488,984,1429,0.62006,0.66970
2013,1st Quintile,West,Temporary job,0.35512,445,1429,0.33030,0.37994
2013,1st Quintile,East,Permanent job,0.67010,395,594,0.63225,0.70794
2013,1st Quintile,East,Temporary job,0.32990,199,594,0.29206,0.36775
2013,2nd Quintile,West,Permanent job,0.78337,1595,1968,0.76516,0.80157
2013,2nd Quintile,West,Temporary job,0.21663,373,1968,0.19843,0.23484
2013,2nd Quintile,East,Permanent job,0.78496,543,691,0.75431,0.81562
2013,2nd Quintile,East,Temporary job,0.21504,148,691,0.18438,0.24569
2013,3rd Quintile,West,Permanent job,0.85040,1786,2110,0.83517,0.86562
2013,3rd Quintile,West,Temporary job,0.14960,324,2110,0.13438,0.16483
2013,3rd Quintile,East,Permanent job,0.88078,530,598,0.85478,0.90677
2013,3rd Quintile,East,Temporary job,0.11922,68,598,0.09323,0.14522
2013,4th Quintile,West,Permanent job,0.88606,2090,2351,0.87321,0.89891
2013,4th Quintile,West,Temporary job,0.11394,261,2351,0.10109,0.12679
2013,4th Quintile,East,Permanent job,0.88211,521,583,0.85592,0.90831
2013,4th Quintile,East,Temporary job,0.11789,62,583,0.09169,0.14408
2013,5th Quintile,West,Permanent job,0.90809,2448,2696,0.89718,0.91899
2013,5th Quintile,West,Temporary job,0.09191,248,2696,0.08101,0.10282
2013,5th Quintile,East,Permanent job,0.91402,403,403,0.88662,0.94143
2014,1st Quintile,West,Permanent job,0.62264,1159,1744,0.59989,0.64540
2014,1st Quintile,West,Temporary job,0.37736,585,1744,0.35460,0.40011
2014,1st Quintile,East,Permanent job,0.62282,345,554,0.58242,0.66322
2014,1st Quintile,East,Temporary job,0.37718,209,554,0.33678,0.41758
2014,2nd Quintile,West,Permanent job,0.76843,1795,2252,0.75100,0.78586
2014,2nd Quintile,West,Temporary job,0.23157,457,2252,0.21414,0.24900
2014,2nd Quintile,East,Permanent job,0.81735,485,599,0.78638,0.84832
2014,2nd Quintile,East,Temporary job,0.18265,114,599,0.15168,0.21362
2014,3rd Quintile,West,Permanent job,0.84018,1970,2335,0.82531,0.85504
2014,3rd Quintile,West,Temporary job,0.15982,365,2335,0.14496,0.17469
2014,3rd Quintile,East,Permanent job,0.85631,519,592,0.82803,0.88459
2014,3rd Quintile,East,Temporary job,0.14369,73,592,0.11541,0.17197
2014,4th Quintile,West,Permanent job,0.87781,2249,2586,0.86519,0.89044
2014,4th Quintile,West,Temporary job,0.12219,337,2586,0.10956,0.13481
2014,4th Quintile,East,Permanent job,0.89715,530,580,0.87241,0.92189
2014,4th Quintile,East,Temporary job,0.10285,50,580,0.07811,0.12759
2014,5th Quintile,West,Permanent job,0.90313,2491,2736,0.89204,0.91421
2014,5th Quintile,West,Temporary job,0.09687,245,2736,0.08579,0.10796
2014,5th Quintile,East,Permanent job,0.87659,411,451,0.84620,0.90698
2014,5th Quintile,East,Temporary job,0.12341,40,451,0.09302,0.15380
2015,1st Quintile,West,Permanent job,0.63160,1005,1499,0.60717,0.65603
2015,1st Quintile,West,Temporary job,0.36840,494,1499,0.34397,0.39283
2015,1st Quintile,East,Permanent job,0.61996,327,493,0.57706,0.66285
2015,1st Quintile,East,Temporary job,0.38004,166,493,0.33715,0.42294
2015,2nd Quintile,West,Permanent job,0.75756,1594,2047,0.73899,0.77613
2015,2nd Quintile,West,Temporary job,0.24244,453,2047,0.22387,0.26101
2015,2nd Quintile,East,Permanent job,0.84099,555,666,0.81319,0.86878
2015,2nd Quintile,East,Temporary job,0.15901,111,666,0.13122,0.18681
2015,3rd Quintile,West,Permanent job,0.83707,1899,2253,0.82181,0.85232
2015,3rd Quintile,West,Temporary job,0.16293,354,2253,0.14768,0.17819
2015,3rd Quintile,East,Permanent job,0.86619,457,521,0.83693,0.89545
2015,3rd Quintile,East,Temporary job,0.13381,64,521,0.10455,0.16307
2015,4th Quintile,West,Permanent job,0.88424,2165,2469,0.87161,0.89686
2015,4th Quintile,West,Temporary job,0.11576,304,2469,0.10314,0.12839
2015,4th Quintile,East,Permanent job,0.92029,467,520,0.89699,0.94359
2015,4th Quintile,East,Temporary job,0.07971,53,520,0.05641,0.10301
2015,5th Quintile,West,Permanent job,0.91291,2338,2567,0.90200,0.92382
2015,5th Quintile,West,Temporary job,0.08709,229,2567,0.07618,0.09800
2015,5th Quintile,East,Permanent job,0.92372,365,400,0.89767,0.94976
2015,5th Quintile,East,Temporary job,0.07628,35,400,0.05024,0.10233
2016,1st Quintile,West,Permanent job,0.60600,1014,1541,0.58159,0.63040
2016,1st Quintile,West,Temporary job,0.39400,527,1541,0.36960,0.41841
2016,1st Quintile,East,Permanent job,0.62018,338,515,0.57822,0.66214
2016,1st Quintile,East,Temporary job,0.37982,177,515,0.33786,0.42178
2016,2nd Quintile,West,Permanent job,0.78020,1623,2065,0.76233,0.79806
2016,2nd Quintile,West,Temporary job,0.21980,442,2065,0.20194,0.23767
2016,2nd Quintile,East,Permanent job,0.81452,492,600,0.78339,0.84565
2016,2nd Quintile,East,Temporary job,0.18548,108,600,0.15435,0.21661
2016,3rd Quintile,West,Permanent job,0.84050,1802,2157,0.82504,0.85595
2016,3rd Quintile,West,Temporary job,0.15950,355,2157,0.14405,0.17496
2016,3rd Quintile,East,Permanent job,0.87416,499,564,0.84677,0.90156
2016,3rd Quintile,East,Temporary job,0.12584,65,564,0.09844,0.15323
2016,4th Quintile,West,Permanent job,0.87006,2080,2388,0.85657,0.88355
2016,4th Quintile,West,Temporary job,0.12994,308,2388,0.11645,0.14343
2016,4th Quintile,East,Permanent job,0.90938,445,501,0.88422,0.93455
2016,4th Quintile,East,Temporary job,0.09062,56,501,0.06545,0.11578
2016,5th Quintile,West,Permanent job,0.89500,2170,2421,0.88279,0.90722
2016,5th Quintile,West,Temporary job,0.10500,251,2421,0.09278,0.11721
2016,5th Quintile,East,Permanent job,0.93289,346,346,0.90649,0.95930
2017,1st Quintile,West,Permanent job,0.62904,1026,1708,0.60612,0.65195
2017,1st Quintile,West,Temporary job,0.37096,682,1708,0.34805,0.39388
2017,1st Quintile,East,Permanent job,0.65973,319,509,0.61852,0.70093
2017,1st Quintile,East,Temporary job,0.34027,190,509,0.29907,0.38148
2017,2nd Quintile,West,Permanent job,0.77840,1596,1997,0.76018,0.79662
2017,2nd Quintile,West,Temporary job,0.22160,401,1997,0.20338,0.23982
2017,2nd Quintile,East,Permanent job,0.87016,512,604,0.84334,0.89699
2017,2nd Quintile,East,Temporary job,0.12984,92,604,0.10301,0.15666
2017,3rd Quintile,West,Permanent job,0.84550,1758,2076,0.82995,0.86105
2017,3rd Quintile,West,Temporary job,0.15450,318,2076,0.13895,0.17005
2017,3rd Quintile,East,Permanent job,0.88952,458,518,0.86250,0.91655
2017,3rd Quintile,East,Temporary job,0.11048,60,518,0.08345,0.13750
2017,4th Quintile,West,Permanent job,0.86830,1934,2226,0.85424,0.88235
2017,4th Quintile,West,Temporary job,0.13170,292,2226,0.11765,0.14576
2017,4th Quintile,East,Permanent job,0.92524,402,437,0.90056,0.94993
2017,4th Quintile,East,Temporary job,0.07476,35,437,0.05007,0.09944
2017,5th Quintile,West,Permanent job,0.90156,2060,2272,0.88931,0.91381
2017,5th Quintile,West,Temporary job,0.09844,212,2272,0.08619,0.11069
2017,5th Quintile,East,Permanent job,0.90241,348,386,0.87276,0.93205
2017,5th Quintile,East,Temporary job,0.09759,38,386,0.06795,0.12724
2018,1st Quintile,West,Permanent job,0.63121,1120,1941,0.60974,0.65268
2018,1st Quintile,West,Temporary job,0.36879,821,1941,0.34732,0.39026
2018,1st Quintile,East,Permanent job,0.68638,397,602,0.64928,0.72347
2018,1st Quintile,East,Temporary job,0.31362,205,602,0.27653,0.35072
2018,2nd Quintile,West,Permanent job,0.79802,1697,2174,0.78114,0.81490
2018,2nd Quintile,West,Temporary job,0.20198,477,2174,0.18510,0.21886
2018,2nd Quintile,East,Permanent job,0.85420,578,698,0.82800,0.88040
2018,2nd Quintile,East,Temporary job,0.14580,120,698,0.11960,0.17200
2018,3rd Quintile,West,Permanent job,0.83630,1904,2251,0.82101,0.85159
2018,3rd Quintile,West,Temporary job,0.16370,347,2251,0.14841,0.17899
2018,3rd Quintile,East,Permanent job,0.91762,556,617,0.89591,0.93934
2018,3rd Quintile,East,Temporary job,0.08238,61,617,0.06066,0.10409
2018,4th Quintile,West,Permanent job,0.87131,2184,2499,0.85818,0.88444
2018,4th Quintile,West,Temporary job,0.12869,315,2499,0.11556,0.14182
2018,4th Quintile,East,Permanent job,0.89620,483,528,0.87016,0.92224
2018,4th Quintile,East,Temporary job,0.10380,45,528,0.07776,0.12984
2018,5th Quintile,West,Permanent job,0.91418,2425,2646,0.90350,0.92485
2018,5th Quintile,West,Temporary job,0.08582,221,2646,0.07515,0.09650
2018,5th Quintile,East,Permanent job,0.93875,385,385,0.91476,0.96273
2019,1st Quintile,West,Permanent job,0.62789,1125,2053,0.60697,0.64880
2019,1st Quintile,West,Temporary job,0.37211,928,2053,0.35120,0.39303
2019,1st Quintile,East,Permanent job,0.69819,355,560,0.66014,0.73625
2019,1st Quintile,East,Temporary job,0.30181,205,560,0.26375,0.33986
2019,2nd Quintile,West,Permanent job,0.78583,1587,2042,0.76803,0.80363
2019,2nd Quintile,West,Temporary job,0.21417,455,2042,0.19637,0.23197
2019,2nd Quintile,East,Permanent job,0.86250,520,618,0.83532,0.88967
2019,2nd Quintile,East,Temporary job,0.13750,98,618,0.11033,0.16468
2019,3rd Quintile,West,Permanent job,0.84516,1757,2083,0.82963,0.86070
2019,3rd Quintile,West,Temporary job,0.15484,326,2083,0.13930,0.17037
2019,3rd Quintile,East,Permanent job,0.90846,542,610,0.88556,0.93136
2019,3rd Quintile,East,Temporary job,0.09154,68,610,0.06864,0.11444
2019,4th Quintile,West,Permanent job,0.90766,2012,2251,0.89570,0.91962
2019,4th Quintile,West,Temporary job,0.09234,239,2251,0.08038,0.10430
2019,4th Quintile,East,Permanent job,0.90887,441,482,0.88315,0.93459
2019,4th Quintile,East,Temporary job,0.09113,41,482,0.06541,0.11685
2019,5th Quintile,West,Permanent job,0.91341,2287,2495,0.90238,0.92445
2019,5th Quintile,West,Temporary job,0.08659,208,2495,0.07555,0.09762
2019,5th Quintile,East,Permanent job,0.92649,392,392,0.90063,0.95236
2020,1st Quintile,West,Permanent job,0.62272,1070,1913,0.60099,0.64444
2020,1st Quintile,West,Temporary job,0.37728,843,1913,0.35556,0.39901
2020,1st Quintile,East,Permanent job,0.73409,345,521,0.69612,0.77207
2020,1st Quintile,East,Temporary job,0.26591,176,521,0.22793,0.30388
2020,2nd Quintile,West,Permanent job,0.84287,1592,1950,0.82672,0.85903
2020,2nd Quintile,West,Temporary job,0.15713,358,1950,0.14097,0.17328
2020,2nd Quintile,East,Permanent job,0.86705,547,643,0.84079,0.89332
2020,2nd Quintile,East,Temporary job,0.13295,96,643,0.10668,0.15921
2020,3rd Quintile,West,Permanent job,0.86513,1725,2012,0.85020,0.88006
2020,3rd Quintile,West,Temporary job,0.13487,287,2012,0.11994,0.14980
2020,3rd Quintile,East,Permanent job,0.91573,503,564,0.89279,0.93868
2020,3rd Quintile,East,Temporary job,0.08427,61,564,0.06132,0.10721
2020,4th Quintile,West,Permanent job,0.87664,2076,2359,0.86336,0.88991
2020,4th Quintile,West,Temporary job,0.12336,283,2359,0.11009,0.13664
2020,4th Quintile,East,Permanent job,0.89797,474,514,0.87178,0.92416
2020,4th Quintile,East,Temporary job,0.10203,40,514,0.07584,0.12822
2020,5th Quintile,West,Permanent job,0.91510,2365,2598,0.90438,0.92582
2020,5th Quintile,West,Temporary job,0.08490,233,2598,0.07418,0.09562
2020,5th Quintile,East,Permanent job,0.95513,418,418,0.93526,0.97500
2021,1st Quintile,West,Permanent job,0.67755,974,1545,0.65424,0.70087
2021,1st Quintile,West,Temporary job,0.32245,571,1545,0.29913,0.34576
2021,1st Quintile,East,Permanent job,0.71733,271,387,0.67241,0.76225
2021,1st Quintile,East,Temporary job,0.28267,116,387,0.23775,0.32759
2021,2nd Quintile,West,Permanent job,0.82189,1216,1477,0.80237,0.84141
2021,2nd Quintile,West,Temporary job,0.17811,261,1477,0.15859,0.19763
2021,2nd Quintile,East,Permanent job,0.91422,358,404,0.88688,0.94156
2021,2nd Quintile,East,Temporary job,0.08578,46,404,0.05844,0.11312
2021,3rd Quintile,West,Permanent job,0.87473,1325,1530,0.85814,0.89133
2021,3rd Quintile,West,Temporary job,0.12527,205,1530,0.10867,0.14186
2021,3rd Quintile,East,Permanent job,0.92443,392,432,0.89947,0.94938
2021,3rd Quintile,East,Temporary job,0.07557,40,432,0.05062,0.10053
2021,4th Quintile,West,Permanent job,0.88919,1457,1645,0.87402,0.90437
2021,4th Quintile,West,Temporary job,0.11081,188,1645,0.09563,0.12598
2021,4th Quintile,East,Permanent job,0.91196,339,339,0.88176,0.94217
2021,5th Quintile,West,Permanent job,0.92900,1758,1915,0.91750,0.94051
2021,5th Quintile,West,Temporary job,0.07100,157,1915,0.05949,0.08250
2021,5th Quintile,East,Permanent job,0.97425,333,333,0.95721,0.99129
2022,1st Quintile,West,Permanent job,0.71536,921,1353,0.69130,0.73941
2022,1st Quintile,West,Temporary job,0.28464,432,1353,0.26059,0.30870
2022,1st Quintile,East,Permanent job,0.73912,260,368,0.69419,0.78404
2022,1st Quintile,East,Temporary job,0.26088,108,368,0.21596,0.30581
2022,2nd Quintile,West,Permanent job,0.84453,1107,1323,0.82500,0.86406
2022,2nd Quintile,West,Temporary job,0.15547,216,1323,0.13594,0.17500
2022,2nd Quintile,East,Permanent job,0.90223,375,429,0.87409,0.93037
2022,2nd Quintile,East,Temporary job,0.09777,54,429,0.06963,0.12591
2022,3rd Quintile,West,Permanent job,0.90548,1273,1451,0.89043,0.92054
2022,3rd Quintile,West,Temporary job,0.09452,178,1451,0.07946,0.10957
2022,3rd Quintile,East,Permanent job,0.89633,344,380,0.86564,0.92702
2022,3rd Quintile,East,Temporary job,0.10367,36,380,0.07298,0.13436
2022,4th Quintile,West,Permanent job,0.89989,1446,1616,0.88525,0.91453
2022,4th Quintile,West,Temporary job,0.10011,170,1616,0.08547,0.11475
2022,4th Quintile,East,Permanent job,0.94388,329,329,0.91897,0.96879
2022,5th Quintile,West,Permanent job,0.92935,1614,1756,0.91736,0.94134
2022,5th Quintile,West,Temporary job,0.07065,142,1756,0.05866,0.08264
2022,5th Quintile,East,Permanent job,0.96562,303,303,0.94507,0.98617
