"plb0037_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Befristet","1987","AkademikerIn","direkter Migrationshintergrund","3","","",""
"Befristet","1987","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Befristet","1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1988","(noch) kein Abschluss","kein Migrationshintergrund","18","","",""
"Unbefristet","1988","(noch) kein Abschluss","direkter Migrationshintergrund","329","0.933364678397508","0.907237530796321","0.959491825998695"
"Unbefristet","1988","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Unbefristet","1988","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1988","Hauptschule","kein Migrationshintergrund","1797","0.914303589739694","0.901971072778476","0.926636106700911"
"Unbefristet","1988","Hauptschule","direkter Migrationshintergrund","846","0.924949711804449","0.90806173870841","0.941837684900487"
"Unbefristet","1988","Hauptschule","indirekter Migrationshintergrund","45","0.727775266506579","0.620391518042344","0.835159014970813"
"Unbefristet","1988","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1988","Realschule","kein Migrationshintergrund","755","0.871142346353197","0.849130688178147","0.893154004528246"
"Unbefristet","1988","Realschule","direkter Migrationshintergrund","60","0.802210183169597","0.715463749112422","0.888956617226772"
"Unbefristet","1988","Realschule","indirekter Migrationshintergrund","15","","",""
"Unbefristet","1988","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1988","(Fach-)Abitur","kein Migrationshintergrund","171","0.751132792621655","0.695134788472002","0.807130796771308"
"Unbefristet","1988","(Fach-)Abitur","direkter Migrationshintergrund","109","0.834790513720304","0.770455210942167","0.899125816498441"
"Unbefristet","1988","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Unbefristet","1988","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1988","AkademikerIn","kein Migrationshintergrund","374","0.89366639251244","0.864114660674953","0.923218124349926"
"Unbefristet","1988","AkademikerIn","direkter Migrationshintergrund","49","0.912621673678997","0.837303728816179","0.987939618541814"
"Unbefristet","1988","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Unbefristet","1988","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1988","(noch) kein Abschluss","kein Migrationshintergrund","7","","",""
"Befristet","1988","(noch) kein Abschluss","direkter Migrationshintergrund","21","","",""
"Befristet","1988","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Befristet","1988","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1988","Hauptschule","kein Migrationshintergrund","182","0.0856964102603063","0.0733638932990886","0.098028927221524"
"Befristet","1988","Hauptschule","direkter Migrationshintergrund","89","0.0750502881955515","0.0581623150995132","0.0919382612915898"
"Befristet","1988","Hauptschule","indirekter Migrationshintergrund","21","","",""
"Befristet","1988","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1988","Realschule","kein Migrationshintergrund","135","0.128857653646803","0.106845995471754","0.150869311821853"
"Befristet","1988","Realschule","direkter Migrationshintergrund","21","","",""
"Befristet","1988","Realschule","indirekter Migrationshintergrund","10","","",""
"Befristet","1988","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1988","(Fach-)Abitur","kein Migrationshintergrund","58","0.248867207378345","0.192869203228692","0.304865211527997"
"Befristet","1988","(Fach-)Abitur","direkter Migrationshintergrund","19","","",""
"Befristet","1988","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Befristet","1988","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1988","AkademikerIn","kein Migrationshintergrund","44","0.10633360748756","0.0767818756500736","0.135885339325047"
"Befristet","1988","AkademikerIn","direkter Migrationshintergrund","5","","",""
"Befristet","1988","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Befristet","1988","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1989","(noch) kein Abschluss","kein Migrationshintergrund","8","","",""
"Unbefristet","1989","(noch) kein Abschluss","direkter Migrationshintergrund","23","","",""
"Unbefristet","1989","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Unbefristet","1989","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1989","Hauptschule","kein Migrationshintergrund","209","0.77019032696391","0.720735478503852","0.819645175423968"
"Unbefristet","1989","Hauptschule","direkter Migrationshintergrund","96","0.763064542762977","0.690801218502008","0.835327867023947"
"Unbefristet","1989","Hauptschule","indirekter Migrationshintergrund","14","","",""
"Unbefristet","1989","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1989","Realschule","kein Migrationshintergrund","131","0.753007597862976","0.689830008369725","0.816185187356227"
"Unbefristet","1989","Realschule","direkter Migrationshintergrund","10","","",""
"Unbefristet","1989","Realschule","indirekter Migrationshintergrund","2","","",""
"Unbefristet","1989","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1989","(Fach-)Abitur","kein Migrationshintergrund","53","0.727204776945845","0.626403925298994","0.828005628592695"
"Unbefristet","1989","(Fach-)Abitur","direkter Migrationshintergrund","15","","",""
"Unbefristet","1989","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Unbefristet","1989","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1989","AkademikerIn","kein Migrationshintergrund","59","0.817261845744672","0.730944523815803","0.903579167673541"
"Unbefristet","1989","AkademikerIn","direkter Migrationshintergrund","6","","",""
"Unbefristet","1989","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Unbefristet","1989","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1989","(noch) kein Abschluss","kein Migrationshintergrund","1","","",""
"Befristet","1989","(noch) kein Abschluss","direkter Migrationshintergrund","8","","",""
"Befristet","1989","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Befristet","1989","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1989","Hauptschule","kein Migrationshintergrund","69","0.22980967303609","0.180354824576032","0.279264521496148"
"Befristet","1989","Hauptschule","direkter Migrationshintergrund","37","0.236935457237023","0.164672132976053","0.309198781497992"
"Befristet","1989","Hauptschule","indirekter Migrationshintergrund","6","","",""
"Befristet","1989","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1989","Realschule","kein Migrationshintergrund","48","0.246992402137024","0.183814812643773","0.310169991630275"
"Befristet","1989","Realschule","direkter Migrationshintergrund","12","","",""
"Befristet","1989","Realschule","indirekter Migrationshintergrund","5","","",""
"Befristet","1989","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1989","(Fach-)Abitur","kein Migrationshintergrund","22","","",""
"Befristet","1989","(Fach-)Abitur","direkter Migrationshintergrund","8","","",""
"Befristet","1989","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Befristet","1989","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1989","AkademikerIn","kein Migrationshintergrund","18","","",""
"Befristet","1989","AkademikerIn","direkter Migrationshintergrund","3","","",""
"Befristet","1989","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Befristet","1989","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1990","(noch) kein Abschluss","kein Migrationshintergrund","5","","",""
"Unbefristet","1990","(noch) kein Abschluss","direkter Migrationshintergrund","26","","",""
"Unbefristet","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Unbefristet","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1990","Hauptschule","kein Migrationshintergrund","233","0.829324533104081","0.785645454625582","0.87300361158258"
"Unbefristet","1990","Hauptschule","direkter Migrationshintergrund","109","0.75577513229535","0.68608634556004","0.825463919030661"
"Unbefristet","1990","Hauptschule","indirekter Migrationshintergrund","19","","",""
"Unbefristet","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1990","Realschule","kein Migrationshintergrund","141","0.75076691388824","0.689097105498118","0.812436722278361"
"Unbefristet","1990","Realschule","direkter Migrationshintergrund","12","","",""
"Unbefristet","1990","Realschule","indirekter Migrationshintergrund","3","","",""
"Unbefristet","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1990","(Fach-)Abitur","kein Migrationshintergrund","55","0.706135208179688","0.605684672647332","0.806585743712044"
"Unbefristet","1990","(Fach-)Abitur","direkter Migrationshintergrund","14","","",""
"Unbefristet","1990","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Unbefristet","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1990","AkademikerIn","kein Migrationshintergrund","56","0.772050218686467","0.674470113535193","0.869630323837742"
"Unbefristet","1990","AkademikerIn","direkter Migrationshintergrund","5","","",""
"Unbefristet","1990","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Unbefristet","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Befristet","1990","(noch) kein Abschluss","direkter Migrationshintergrund","8","","",""
"Befristet","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Befristet","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1990","Hauptschule","kein Migrationshintergrund","52","0.170675466895919","0.12699638841742","0.214354545374418"
"Befristet","1990","Hauptschule","direkter Migrationshintergrund","37","0.24422486770465","0.174536080969339","0.313913654439961"
"Befristet","1990","Hauptschule","indirekter Migrationshintergrund","8","","",""
"Befristet","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1990","Realschule","kein Migrationshintergrund","48","0.24923308611176","0.187563277721639","0.310902894501882"
"Befristet","1990","Realschule","direkter Migrationshintergrund","4","","",""
"Befristet","1990","Realschule","indirekter Migrationshintergrund","7","","",""
"Befristet","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1990","(Fach-)Abitur","kein Migrationshintergrund","24","","",""
"Befristet","1990","(Fach-)Abitur","direkter Migrationshintergrund","3","","",""
"Befristet","1990","(Fach-)Abitur","indirekter Migrationshintergrund","5","","",""
"Befristet","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1990","AkademikerIn","kein Migrationshintergrund","15","","",""
"Befristet","1990","AkademikerIn","direkter Migrationshintergrund","5","","",""
"Befristet","1990","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Befristet","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1991","(noch) kein Abschluss","kein Migrationshintergrund","8","","",""
"Unbefristet","1991","(noch) kein Abschluss","direkter Migrationshintergrund","36","0.751140364792453","0.624818184006855","0.877462545578051"
"Unbefristet","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Unbefristet","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1991","Hauptschule","kein Migrationshintergrund","294","0.777523352679777","0.735484282180046","0.819562423179508"
"Unbefristet","1991","Hauptschule","direkter Migrationshintergrund","129","0.875920315733176","0.823510946051382","0.92832968541497"
"Unbefristet","1991","Hauptschule","indirekter Migrationshintergrund","20","","",""
"Unbefristet","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1991","Realschule","kein Migrationshintergrund","405","0.814321351654831","0.780803072504063","0.8478396308056"
"Unbefristet","1991","Realschule","direkter Migrationshintergrund","18","","",""
"Unbefristet","1991","Realschule","indirekter Migrationshintergrund","2","","",""
"Unbefristet","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1991","(Fach-)Abitur","kein Migrationshintergrund","67","0.707549669151149","0.617488085826151","0.797611252476147"
"Unbefristet","1991","(Fach-)Abitur","direkter Migrationshintergrund","15","","",""
"Unbefristet","1991","(Fach-)Abitur","indirekter Migrationshintergrund","8","","",""
"Unbefristet","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1991","AkademikerIn","kein Migrationshintergrund","237","0.747188042285836","0.698649526185131","0.795726558386541"
"Unbefristet","1991","AkademikerIn","direkter Migrationshintergrund","11","","",""
"Unbefristet","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Unbefristet","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1991","(noch) kein Abschluss","kein Migrationshintergrund","2","","",""
"Befristet","1991","(noch) kein Abschluss","direkter Migrationshintergrund","9","","",""
"Befristet","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Befristet","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1991","Hauptschule","kein Migrationshintergrund","82","0.222476647320223","0.180437576820491","0.264515717819954"
"Befristet","1991","Hauptschule","direkter Migrationshintergrund","23","","",""
"Befristet","1991","Hauptschule","indirekter Migrationshintergrund","12","","",""
"Befristet","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1991","Realschule","kein Migrationshintergrund","112","0.185678648345169","0.1521603691944","0.219196927495937"
"Befristet","1991","Realschule","direkter Migrationshintergrund","6","","",""
"Befristet","1991","Realschule","indirekter Migrationshintergrund","5","","",""
"Befristet","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1991","(Fach-)Abitur","kein Migrationshintergrund","31","0.292450330848851","0.202388747523853","0.382511914173849"
"Befristet","1991","(Fach-)Abitur","direkter Migrationshintergrund","7","","",""
"Befristet","1991","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Befristet","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1991","AkademikerIn","kein Migrationshintergrund","71","0.252811957714164","0.204273441613459","0.301350473814869"
"Befristet","1991","AkademikerIn","direkter Migrationshintergrund","8","","",""
"Befristet","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Befristet","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1992","(noch) kein Abschluss","kein Migrationshintergrund","8","","",""
"Unbefristet","1992","(noch) kein Abschluss","direkter Migrationshintergrund","27","","",""
"Unbefristet","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Unbefristet","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1992","Hauptschule","kein Migrationshintergrund","313","0.762761628784207","0.721981665005004","0.803541592563409"
"Unbefristet","1992","Hauptschule","direkter Migrationshintergrund","97","0.839822213149082","0.774739897209129","0.904904529089035"
"Unbefristet","1992","Hauptschule","indirekter Migrationshintergrund","22","","",""
"Unbefristet","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1992","Realschule","kein Migrationshintergrund","378","0.804423695161728","0.768976971594014","0.839870418729442"
"Unbefristet","1992","Realschule","direkter Migrationshintergrund","15","","",""
"Unbefristet","1992","Realschule","indirekter Migrationshintergrund","10","","",""
"Unbefristet","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1992","(Fach-)Abitur","kein Migrationshintergrund","56","0.608969697775958","0.508709064587323","0.709230330964594"
"Unbefristet","1992","(Fach-)Abitur","direkter Migrationshintergrund","9","","",""
"Unbefristet","1992","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Unbefristet","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1992","AkademikerIn","kein Migrationshintergrund","228","0.777561023269384","0.730102986484739","0.825019060054029"
"Unbefristet","1992","AkademikerIn","direkter Migrationshintergrund","14","","",""
"Unbefristet","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Unbefristet","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1992","(noch) kein Abschluss","kein Migrationshintergrund","4","","",""
"Befristet","1992","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Befristet","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Befristet","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1992","Hauptschule","kein Migrationshintergrund","105","0.237238371215793","0.196458407436591","0.278018334994996"
"Befristet","1992","Hauptschule","direkter Migrationshintergrund","25","","",""
"Befristet","1992","Hauptschule","indirekter Migrationshintergrund","13","","",""
"Befristet","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1992","Realschule","kein Migrationshintergrund","103","0.195576304838272","0.160129581270558","0.231023028405985"
"Befristet","1992","Realschule","direkter Migrationshintergrund","6","","",""
