"plb0037_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Unbefristet","1985","(noch) kein Abschluss","kein Migrationshintergrund","24","","",""
"Unbefristet","1985","(noch) kein Abschluss","direkter Migrationshintergrund","428","0.939289226469957","0.917274594611871","0.961303858328043"
"Unbefristet","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Unbefristet","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1985","Hauptschule","kein Migrationshintergrund","2046","0.912541643156937","0.900847799320062","0.924235486993812"
"Unbefristet","1985","Hauptschule","direkter Migrationshintergrund","915","0.905276315121849","0.887261287138149","0.92329134310555"
"Unbefristet","1985","Hauptschule","indirekter Migrationshintergrund","32","0.755188725699174","0.62357547411321","0.886801977285139"
"Unbefristet","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1985","Realschule","kein Migrationshintergrund","771","0.826245722513567","0.801828312877444","0.85066313214969"
"Unbefristet","1985","Realschule","direkter Migrationshintergrund","56","0.834350448087293","0.750768848321022","0.917932047853564"
"Unbefristet","1985","Realschule","indirekter Migrationshintergrund","5","","",""
"Unbefristet","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1985","(Fach-)Abitur","kein Migrationshintergrund","170","0.73082469505654","0.673996432776848","0.787652957336233"
"Unbefristet","1985","(Fach-)Abitur","direkter Migrationshintergrund","109","0.773983268088191","0.7018078484739","0.846158687702482"
"Unbefristet","1985","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Unbefristet","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1985","AkademikerIn","kein Migrationshintergrund","370","0.87921189984871","0.848302326713081","0.910121472984338"
"Unbefristet","1985","AkademikerIn","direkter Migrationshintergrund","55","0.829668775111367","0.740319066149892","0.919018484072842"
"Unbefristet","1985","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Unbefristet","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1985","(noch) kein Abschluss","kein Migrationshintergrund","4","","",""
"Befristet","1985","(noch) kein Abschluss","direkter Migrationshintergrund","24","","",""
"Befristet","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Befristet","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1985","Hauptschule","kein Migrationshintergrund","196","0.0874583568430629","0.0757645130061882","0.0991522006799376"
"Befristet","1985","Hauptschule","direkter Migrationshintergrund","100","0.0947236848781505","0.0767086568944504","0.112738712861851"
"Befristet","1985","Hauptschule","indirekter Migrationshintergrund","9","","",""
"Befristet","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1985","Realschule","kein Migrationshintergrund","154","0.173754277486433","0.14933686785031","0.198171687122556"
"Befristet","1985","Realschule","direkter Migrationshintergrund","20","","",""
"Befristet","1985","Realschule","indirekter Migrationshintergrund","8","","",""
"Befristet","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1985","(Fach-)Abitur","kein Migrationshintergrund","64","0.26917530494346","0.212347042663767","0.326003567223152"
"Befristet","1985","(Fach-)Abitur","direkter Migrationshintergrund","20","","",""
"Befristet","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Befristet","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1985","AkademikerIn","kein Migrationshintergrund","57","0.12078810015129","0.0898785270156618","0.151697673286919"
"Befristet","1985","AkademikerIn","direkter Migrationshintergrund","13","","",""
"Befristet","1985","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Befristet","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1986","(noch) kein Abschluss","kein Migrationshintergrund","7","","",""
"Unbefristet","1986","(noch) kein Abschluss","direkter Migrationshintergrund","18","","",""
"Unbefristet","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Unbefristet","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1986","Hauptschule","kein Migrationshintergrund","238","0.803715456055923","0.758544001220355","0.84888691089149"
"Unbefristet","1986","Hauptschule","direkter Migrationshintergrund","89","0.833099192097447","0.764947483707174","0.90125090048772"
"Unbefristet","1986","Hauptschule","indirekter Migrationshintergrund","8","","",""
"Unbefristet","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1986","Realschule","kein Migrationshintergrund","127","0.660615004451671","0.59238384323269","0.728846165670652"
"Unbefristet","1986","Realschule","direkter Migrationshintergrund","5","","",""
"Unbefristet","1986","Realschule","indirekter Migrationshintergrund","1","","",""
"Unbefristet","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1986","(Fach-)Abitur","kein Migrationshintergrund","45","0.696422864213709","0.58197089053121","0.810874837896208"
"Unbefristet","1986","(Fach-)Abitur","direkter Migrationshintergrund","12","","",""
"Unbefristet","1986","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Unbefristet","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1986","AkademikerIn","kein Migrationshintergrund","57","0.70675842843976","0.607617302024895","0.805899554854625"
"Unbefristet","1986","AkademikerIn","direkter Migrationshintergrund","7","","",""
"Unbefristet","1986","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Unbefristet","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1986","(noch) kein Abschluss","kein Migrationshintergrund","3","","",""
"Befristet","1986","(noch) kein Abschluss","direkter Migrationshintergrund","5","","",""
"Befristet","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Befristet","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1986","Hauptschule","kein Migrationshintergrund","59","0.196284543944077","0.15111308910851","0.241455998779645"
"Befristet","1986","Hauptschule","direkter Migrationshintergrund","26","","",""
"Befristet","1986","Hauptschule","indirekter Migrationshintergrund","5","","",""
"Befristet","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1986","Realschule","kein Migrationshintergrund","58","0.339384995548329","0.271153834329348","0.40761615676731"
"Befristet","1986","Realschule","direkter Migrationshintergrund","9","","",""
"Befristet","1986","Realschule","indirekter Migrationshintergrund","2","","",""
"Befristet","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1986","(Fach-)Abitur","kein Migrationshintergrund","17","","",""
"Befristet","1986","(Fach-)Abitur","direkter Migrationshintergrund","2","","",""
"Befristet","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Befristet","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1986","AkademikerIn","kein Migrationshintergrund","24","","",""
"Befristet","1986","AkademikerIn","direkter Migrationshintergrund","1","","",""
"Befristet","1986","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Befristet","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1987","(noch) kein Abschluss","kein Migrationshintergrund","6","","",""
"Unbefristet","1987","(noch) kein Abschluss","direkter Migrationshintergrund","31","0.740526019815759","0.607957467367936","0.873094572263583"
"Unbefristet","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Unbefristet","1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1987","Hauptschule","kein Migrationshintergrund","318","0.784705499722973","0.745160292212238","0.824250707233709"
"Unbefristet","1987","Hauptschule","direkter Migrationshintergrund","108","0.669875682427131","0.59631696821354","0.743434396640721"
"Unbefristet","1987","Hauptschule","indirekter Migrationshintergrund","13","","",""
"Unbefristet","1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1987","Realschule","kein Migrationshintergrund","160","0.70097365560111","0.64218741274081","0.75975989846141"
"Unbefristet","1987","Realschule","direkter Migrationshintergrund","12","","",""
"Unbefristet","1987","Realschule","indirekter Migrationshintergrund","1","","",""
"Unbefristet","1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1987","(Fach-)Abitur","kein Migrationshintergrund","43","0.578939018209452","0.465679275557009","0.692198760861895"
"Unbefristet","1987","(Fach-)Abitur","direkter Migrationshintergrund","24","","",""
"Unbefristet","1987","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Unbefristet","1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Unbefristet","1987","AkademikerIn","kein Migrationshintergrund","66","0.720126241179912","0.629850368148419","0.810402114211405"
"Unbefristet","1987","AkademikerIn","direkter Migrationshintergrund","6","","",""
"Unbefristet","1987","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Unbefristet","1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1987","(noch) kein Abschluss","kein Migrationshintergrund","1","","",""
"Befristet","1987","(noch) kein Abschluss","direkter Migrationshintergrund","11","","",""
"Befristet","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Befristet","1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1987","Hauptschule","kein Migrationshintergrund","97","0.215294500277027","0.175749292766291","0.254839707787762"
"Befristet","1987","Hauptschule","direkter Migrationshintergrund","49","0.330124317572869","0.256565603359279","0.40368303178646"
"Befristet","1987","Hauptschule","indirekter Migrationshintergrund","3","","",""
"Befristet","1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1987","Realschule","kein Migrationshintergrund","73","0.29902634439889","0.24024010153859","0.35781258725919"
"Befristet","1987","Realschule","direkter Migrationshintergrund","10","","",""
"Befristet","1987","Realschule","indirekter Migrationshintergrund","2","","",""
"Befristet","1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1987","(Fach-)Abitur","kein Migrationshintergrund","30","0.421060981790548","0.307801239138105","0.534320724442991"
"Befristet","1987","(Fach-)Abitur","direkter Migrationshintergrund","11","","",""
"Befristet","1987","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Befristet","1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Befristet","1987","AkademikerIn","kein Migrationshintergrund","29","","",""
