"plb0037_h","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Befristet","1994","46-65","Hauptschule","29","","",""
"Befristet","1994","46-65","Realschule","7","","",""
"Befristet","1994","46-65","(Fach-)Abitur","2","","",""
"Befristet","1994","46-65","AkademikerIn","4","","",""
"Befristet","1994","66","(noch) kein Abschluss","","","",""
"Befristet","1994","66","Hauptschule","","","",""
"Befristet","1994","66","Realschule","","","",""
"Befristet","1994","66","(Fach-)Abitur","","","",""
"Befristet","1994","66","AkademikerIn","","","",""
"Unbefristet","1995","17-29","(noch) kein Abschluss","29","","",""
"Unbefristet","1995","17-29","Hauptschule","485","0.736130153446531","0.701931426649287","0.770328880243774"
"Unbefristet","1995","17-29","Realschule","592","0.733834524396535","0.703285665128122","0.764383383664948"
"Unbefristet","1995","17-29","(Fach-)Abitur","155","0.625978059912273","0.566820585500813","0.685135534323732"
"Unbefristet","1995","17-29","AkademikerIn","90","0.670672942460172","0.590801528968496","0.750544355951848"
"Unbefristet","1995","30-45","(noch) kein Abschluss","87","0.896443668530579","0.835810250016269","0.957077087044888"
"Unbefristet","1995","30-45","Hauptschule","1044","0.938376624660763","0.924274555634026","0.9524786936875"
"Unbefristet","1995","30-45","Realschule","915","0.955242034764179","0.942236435867033","0.968247633661324"
"Unbefristet","1995","30-45","(Fach-)Abitur","225","0.908921301793425","0.872745638531686","0.945096965055163"
"Unbefristet","1995","30-45","AkademikerIn","595","0.890480801126068","0.86665576693136","0.914305835320775"
"Unbefristet","1995","46-65","(noch) kein Abschluss","126","0.951331055834026","0.914342428530242","0.988319683137809"
"Unbefristet","1995","46-65","Hauptschule","1048","0.935759394326275","0.921438642879652","0.950080145772898"
"Unbefristet","1995","46-65","Realschule","276","0.971710120052258","0.952594733499789","0.990825506604727"
"Unbefristet","1995","46-65","(Fach-)Abitur","60","0.974629001661595","0.935799102750626","1.01345890057256"
"Unbefristet","1995","46-65","AkademikerIn","365","0.922789769339308","0.896466589331673","0.949112949346943"
"Unbefristet","1995","66","(noch) kein Abschluss","","","",""
"Unbefristet","1995","66","Hauptschule","","","",""
"Unbefristet","1995","66","Realschule","","","",""
"Unbefristet","1995","66","(Fach-)Abitur","","","",""
"Unbefristet","1995","66","AkademikerIn","","","",""
"Befristet","1995","17-29","(noch) kein Abschluss","13","","",""
"Befristet","1995","17-29","Hauptschule","153","0.263869846553469","0.229671119756226","0.298068573350713"
"Befristet","1995","17-29","Realschule","212","0.266165475603465","0.235616616335052","0.296714334871878"
"Befristet","1995","17-29","(Fach-)Abitur","102","0.374021940087727","0.314864465676268","0.433179414499187"
"Befristet","1995","17-29","AkademikerIn","43","0.329327057539828","0.249455644048152","0.409198471031504"
"Befristet","1995","30-45","(noch) kein Abschluss","10","","",""
"Befristet","1995","30-45","Hauptschule","73","0.0616233753392371","0.0475213063124998","0.0757254443659745"
"Befristet","1995","30-45","Realschule","56","0.0447579652358213","0.0317523663386757","0.0577635641329669"
"Befristet","1995","30-45","(Fach-)Abitur","18","","",""
"Befristet","1995","30-45","AkademikerIn","65","0.109519198873932","0.0856941646792246","0.13334423306864"
"Befristet","1995","46-65","(noch) kein Abschluss","4","","",""
"Befristet","1995","46-65","Hauptschule","78","0.064240605673725","0.049919854227102","0.078561357120348"
"Befristet","1995","46-65","Realschule","13","","",""
"Befristet","1995","46-65","(Fach-)Abitur","3","","",""
"Befristet","1995","46-65","AkademikerIn","30","0.0772102306606924","0.0508870506530573","0.103533410668327"
"Befristet","1995","66","(noch) kein Abschluss","","","",""
"Befristet","1995","66","Hauptschule","","","",""
"Befristet","1995","66","Realschule","","","",""
"Befristet","1995","66","(Fach-)Abitur","","","",""
"Befristet","1995","66","AkademikerIn","","","",""
"Unbefristet","1996","17-29","(noch) kein Abschluss","23","","",""
"Unbefristet","1996","17-29","Hauptschule","440","0.74712708360674","0.712054279959766","0.782199887253714"
"Unbefristet","1996","17-29","Realschule","511","0.722354107808795","0.689574087914671","0.755134127702919"
"Unbefristet","1996","17-29","(Fach-)Abitur","162","0.682350334502122","0.624523912263075","0.740176756741169"
"Unbefristet","1996","17-29","AkademikerIn","94","0.729244778261677","0.651034769774363","0.807454786748992"
"Unbefristet","1996","30-45","(noch) kein Abschluss","84","0.862313272083263","0.790321091235161","0.934305452931364"
"Unbefristet","1996","30-45","Hauptschule","1025","0.925820907284771","0.910397278343153","0.941244536226389"
"Unbefristet","1996","30-45","Realschule","962","0.954805604933693","0.941988135907904","0.967623073959483"
"Unbefristet","1996","30-45","(Fach-)Abitur","237","0.919645768754228","0.886345880806174","0.952945656702282"
"Unbefristet","1996","30-45","AkademikerIn","582","0.885614706581202","0.861032964220816","0.910196448941587"
"Unbefristet","1996","46-65","(noch) kein Abschluss","117","0.957653593362805","0.921772314881261","0.993534871844349"
"Unbefristet","1996","46-65","Hauptschule","989","0.935493452346775","0.92067719858466","0.950309706108891"
"Unbefristet","1996","46-65","Realschule","290","0.964610549748767","0.943875213461799","0.985345886035734"
"Unbefristet","1996","46-65","(Fach-)Abitur","55","0.954297761127829","0.901009349470553","1.0075861727851"
"Unbefristet","1996","46-65","AkademikerIn","365","0.939433161080657","0.915759458643379","0.963106863517935"
"Unbefristet","1996","66","(noch) kein Abschluss","","","",""
"Unbefristet","1996","66","Hauptschule","","","",""
"Unbefristet","1996","66","Realschule","","","",""
"Unbefristet","1996","66","(Fach-)Abitur","","","",""
"Unbefristet","1996","66","AkademikerIn","","","",""
"Befristet","1996","17-29","(noch) kein Abschluss","14","","",""
"Befristet","1996","17-29","Hauptschule","150","0.25287291639326","0.217800112746286","0.287945720040234"
"Befristet","1996","17-29","Realschule","206","0.277645892191205","0.244865872297081","0.310425912085329"
"Befristet","1996","17-29","(Fach-)Abitur","87","0.317649665497878","0.25982324325883","0.375476087736925"
"Befristet","1996","17-29","AkademikerIn","30","0.270755221738322","0.192545213251008","0.348965230225637"
"Befristet","1996","30-45","(noch) kein Abschluss","4","","",""
"Befristet","1996","30-45","Hauptschule","84","0.0741790927152291","0.0587554637736111","0.0896027216568472"
"Befristet","1996","30-45","Realschule","47","0.0451943950663068","0.0323769260405174","0.0580118640920963"
"Befristet","1996","30-45","(Fach-)Abitur","19","","",""
"Befristet","1996","30-45","AkademikerIn","62","0.114385293418798","0.0898035510584127","0.138967035779184"
"Befristet","1996","46-65","(noch) kein Abschluss","4","","",""
"Befristet","1996","46-65","Hauptschule","67","0.0645065476532247","0.0496902938911092","0.0793228014153403"
"Befristet","1996","46-65","Realschule","15","","",""
"Befristet","1996","46-65","(Fach-)Abitur","4","","",""
"Befristet","1996","46-65","AkademikerIn","25","","",""
"Befristet","1996","66","(noch) kein Abschluss","","","",""
"Befristet","1996","66","Hauptschule","","","",""
"Befristet","1996","66","Realschule","","","",""
"Befristet","1996","66","(Fach-)Abitur","","","",""
"Befristet","1996","66","AkademikerIn","","","",""
"Unbefristet","1997","17-29","(noch) kein Abschluss","27","","",""
"Unbefristet","1997","17-29","Hauptschule","374","0.704070040475092","0.665677170689675","0.742462910260508"
"Unbefristet","1997","17-29","Realschule","432","0.658860335947866","0.622935249444281","0.694785422451452"
"Unbefristet","1997","17-29","(Fach-)Abitur","154","0.650047216853484","0.590445644785763","0.709648788921204"
"Unbefristet","1997","17-29","AkademikerIn","88","0.678096831577605","0.593799161618079","0.762394501537131"
"Unbefristet","1997","30-45","(noch) kein Abschluss","70","0.924940008990826","0.864906563706169","0.984973454275483"
"Unbefristet","1997","30-45","Hauptschule","977","0.930027197103327","0.914560328157847","0.945494066048807"
"Unbefristet","1997","30-45","Realschule","930","0.943754132771833","0.929351361161038","0.958156904382627"
"Unbefristet","1997","30-45","(Fach-)Abitur","235","0.895081476763754","0.857903546644092","0.932259406883416"
"Unbefristet","1997","30-45","AkademikerIn","562","0.854213039162022","0.827000173892081","0.881425904431962"
"Unbefristet","1997","46-65","(noch) kein Abschluss","107","0.934145312196998","0.888004294561625","0.98028632983237"
"Unbefristet","1997","46-65","Hauptschule","923","0.93543966874034","0.920116083617101","0.950763253863578"
"Unbefristet","1997","46-65","Realschule","310","0.959609552313933","0.93827120255747","0.980947902070396"
"Unbefristet","1997","46-65","(Fach-)Abitur","57","0.97497050464307","0.935109901062308","1.01483110822383"
"Unbefristet","1997","46-65","AkademikerIn","378","0.930364791300701","0.905606187602293","0.955123394999109"
"Unbefristet","1997","66","(noch) kein Abschluss","","","",""
"Unbefristet","1997","66","Hauptschule","","","",""
"Unbefristet","1997","66","Realschule","","","",""
"Unbefristet","1997","66","(Fach-)Abitur","","","",""
"Unbefristet","1997","66","AkademikerIn","","","",""
"Befristet","1997","17-29","(noch) kein Abschluss","13","","",""
"Befristet","1997","17-29","Hauptschule","169","0.295929959524908","0.257537089739491","0.334322829310325"
"Befristet","1997","17-29","Realschule","237","0.341139664052134","0.305214577548548","0.377064750555719"
"Befristet","1997","17-29","(Fach-)Abitur","92","0.349952783146516","0.290351211078796","0.409554355214237"
"Befristet","1997","17-29","AkademikerIn","30","0.321903168422395","0.237605498462869","0.406200838381921"
"Befristet","1997","30-45","(noch) kein Abschluss","4","","",""
"Befristet","1997","30-45","Hauptschule","68","0.0699728028966734","0.0545059339511934","0.0854396718421533"
"Befristet","1997","30-45","Realschule","53","0.0562458672281675","0.0418430956173734","0.0706486388389616"
"Befristet","1997","30-45","(Fach-)Abitur","26","","",""
"Befristet","1997","30-45","AkademikerIn","84","0.145786960837979","0.118574095568038","0.17299982610792"
"Befristet","1997","46-65","(noch) kein Abschluss","4","","",""
"Befristet","1997","46-65","Hauptschule","65","0.0645603312596604","0.0492367461364217","0.0798839163828991"
"Befristet","1997","46-65","Realschule","17","","",""
"Befristet","1997","46-65","(Fach-)Abitur","2","","",""
"Befristet","1997","46-65","AkademikerIn","28","","",""
"Befristet","1997","66","(noch) kein Abschluss","","","",""
"Befristet","1997","66","Hauptschule","","","",""
"Befristet","1997","66","Realschule","","","",""
"Befristet","1997","66","(Fach-)Abitur","","","",""
"Befristet","1997","66","AkademikerIn","","","",""
"Unbefristet","1998","17-29","(noch) kein Abschluss","34","0.811084609507846","0.689777893475072","0.932391325540619"
"Unbefristet","1998","17-29","Hauptschule","342","0.626084651254102","0.585426107840612","0.666743194667592"
"Unbefristet","1998","17-29","Realschule","458","0.652403429910921","0.617251482364289","0.687555377457553"
"Unbefristet","1998","17-29","(Fach-)Abitur","163","0.630720706111382","0.572058628548348","0.689382783674417"
"Unbefristet","1998","17-29","AkademikerIn","82","0.639013495228727","0.55045925372891","0.727567736728544"
"Unbefristet","1998","30-45","(noch) kein Abschluss","69","0.910412098948252","0.846204713438647","0.974619484457858"
"Unbefristet","1998","30-45","Hauptschule","1001","0.921484648814548","0.905442684187892","0.937526613441204"
"Unbefristet","1998","30-45","Realschule","1044","0.940967404218324","0.927127320233421","0.954807488203227"
"Unbefristet","1998","30-45","(Fach-)Abitur","274","0.907830106951832","0.875042529511867","0.940617684391797"
"Unbefristet","1998","30-45","AkademikerIn","624","0.870320804742799","0.845539704952875","0.895101904532724"
"Unbefristet","1998","46-65","(noch) kein Abschluss","101","0.963047662806","0.926791965002453","0.999303360609547"
"Unbefristet","1998","46-65","Hauptschule","1022","0.954428148202183","0.941972675991084","0.966883620413282"
"Unbefristet","1998","46-65","Realschule","365","0.972662554652455","0.956158429074419","0.989166680230492"
"Unbefristet","1998","46-65","(Fach-)Abitur","70","0.865059850464821","0.78923798572488","0.940881715204761"
"Unbefristet","1998","46-65","AkademikerIn","424","0.945306997588613","0.924180845383703","0.966433149793522"
"Unbefristet","1998","66","(noch) kein Abschluss","","","",""
"Unbefristet","1998","66","Hauptschule","","","",""
"Unbefristet","1998","66","Realschule","","","",""
"Unbefristet","1998","66","(Fach-)Abitur","","","",""
"Unbefristet","1998","66","AkademikerIn","","","",""
"Befristet","1998","17-29","(noch) kein Abschluss","6","","",""
"Befristet","1998","17-29","Hauptschule","202","0.373915348745898","0.333256805332408","0.414573892159388"
"Befristet","1998","17-29","Realschule","247","0.347596570089079","0.312444622542447","0.382748517635711"
"Befristet","1998","17-29","(Fach-)Abitur","97","0.369279293888618","0.310617216325583","0.427941371451652"
"Befristet","1998","17-29","AkademikerIn","31","0.360986504771273","0.272432263271456","0.44954074627109"
"Befristet","1998","30-45","(noch) kein Abschluss","7","","",""
"Befristet","1998","30-45","Hauptschule","79","0.0785153511854523","0.0624733865587963","0.0945573158121084"
"Befristet","1998","30-45","Realschule","70","0.0590325957816759","0.0451925117967732","0.0728726797665785"
"Befristet","1998","30-45","(Fach-)Abitur","25","","",""
"Befristet","1998","30-45","AkademikerIn","82","0.129679195257201","0.104898095467276","0.154460295047125"
"Befristet","1998","46-65","(noch) kein Abschluss","3","","",""
"Befristet","1998","46-65","Hauptschule","55","0.0455718517978173","0.0331163795867182","0.0580273240089164"
"Befristet","1998","46-65","Realschule","10","","",""
"Befristet","1998","46-65","(Fach-)Abitur","8","","",""
"Befristet","1998","46-65","AkademikerIn","21","","",""
"Befristet","1998","66","(noch) kein Abschluss","","","",""
"Befristet","1998","66","Hauptschule","","","",""
"Befristet","1998","66","Realschule","","","",""
"Befristet","1998","66","(Fach-)Abitur","","","",""
"Befristet","1998","66","AkademikerIn","","","",""
"Unbefristet","1999","17-29","(noch) kein Abschluss","43","0.722184841000905","0.601594559220856","0.842775122780955"
"Unbefristet","1999","17-29","Hauptschule","345","0.626610604660798","0.585623139553829","0.667598069767766"
"Unbefristet","1999","17-29","Realschule","421","0.623098611785631","0.586939662178961","0.659257561392302"
"Unbefristet","1999","17-29","(Fach-)Abitur","176","0.626423042006391","0.569861813486476","0.682984270526306"
"Unbefristet","1999","17-29","AkademikerIn","68","0.613502131535989","0.521665107334093","0.705339155737885"
"Unbefristet","1999","30-45","(noch) kein Abschluss","73","0.823710994375645","0.740724842412166","0.906697146339124"
"Unbefristet","1999","30-45","Hauptschule","997","0.923899723155539","0.908122202451151","0.939677243859927"
"Unbefristet","1999","30-45","Realschule","1086","0.931930344531514","0.917455072424114","0.946405616638914"
"Unbefristet","1999","30-45","(Fach-)Abitur","285","0.928704006341942","0.900059689644692","0.957348323039193"
"Unbefristet","1999","30-45","AkademikerIn","623","0.867131425492693","0.84211115590622","0.892151695079166"
"Unbefristet","1999","46-65","(noch) kein Abschluss","95","0.945118757511936","0.900027721685478","0.990209793338395"
"Unbefristet","1999","46-65","Hauptschule","988","0.95740051159611","0.945179437807978","0.969621585384243"
"Unbefristet","1999","46-65","Realschule","355","0.937345250412255","0.913043184164717","0.961647316659793"
"Unbefristet","1999","46-65","(Fach-)Abitur","62","0.889040031850667","0.814931643991779","0.963148419709555"
"Unbefristet","1999","46-65","AkademikerIn","434","0.93965758436854","0.918014568779355","0.961300599957725"
"Unbefristet","1999","66","(noch) kein Abschluss","","","",""
"Unbefristet","1999","66","Hauptschule","","","",""
"Unbefristet","1999","66","Realschule","","","",""
"Unbefristet","1999","66","(Fach-)Abitur","","","",""
"Unbefristet","1999","66","AkademikerIn","","","",""
"Befristet","1999","17-29","(noch) kein Abschluss","10","","",""
"Befristet","1999","17-29","Hauptschule","190","0.373389395339202","0.332401930232234","0.414376860446171"
"Befristet","1999","17-29","Realschule","269","0.376901388214369","0.340742438607699","0.413060337821039"
"Befristet","1999","17-29","(Fach-)Abitur","105","0.373576957993609","0.317015729473694","0.430138186513524"
"Befristet","1999","17-29","AkademikerIn","40","0.386497868464011","0.294660844262115","0.478334892665907"
"Befristet","1999","30-45","(noch) kein Abschluss","8","","",""
"Befristet","1999","30-45","Hauptschule","88","0.0761002768444613","0.0603227561400732","0.0918777975488494"
"Befristet","1999","30-45","Realschule","77","0.0680696554684858","0.0535943833610859","0.0825449275758856"
"Befristet","1999","30-45","(Fach-)Abitur","25","","",""
"Befristet","1999","30-45","AkademikerIn","84","0.132868574507307","0.107848304920834","0.15788884409378"
"Befristet","1999","46-65","(noch) kein Abschluss","3","","",""
"Befristet","1999","46-65","Hauptschule","61","0.0425994884038897","0.0303784146157572","0.0548205621920223"
"Befristet","1999","46-65","Realschule","27","","",""
"Befristet","1999","46-65","(Fach-)Abitur","7","","",""
"Befristet","1999","46-65","AkademikerIn","31","0.0603424156314598","0.0386994000422746","0.081985431220645"
"Befristet","1999","66","(noch) kein Abschluss","","","",""
"Befristet","1999","66","Hauptschule","","","",""
"Befristet","1999","66","Realschule","","","",""
"Befristet","1999","66","(Fach-)Abitur","","","",""
"Befristet","1999","66","AkademikerIn","","","",""
"Unbefristet","2000","17-29","(noch) kein Abschluss","28","","",""
"Unbefristet","2000","17-29","Hauptschule","417","0.606218699733691","0.570355789034303","0.642081610433079"
"Unbefristet","2000","17-29","Realschule","626","0.602528168716191","0.573382386309647","0.631673951122735"
"Unbefristet","2000","17-29","(Fach-)Abitur","262","0.599438662478576","0.554852921331692","0.644024403625459"
"Unbefristet","2000","17-29","AkademikerIn","120","0.612895083671831","0.544176080847724","0.681614086495938"
"Unbefristet","2000","30-45","(noch) kein Abschluss","38","0.78136658283185","0.664440026165684","0.898293139498017"
"Unbefristet","2000","30-45","Hauptschule","1587","0.925182441942228","0.912701516575672","0.937663367308784"
"Unbefristet","2000","30-45","Realschule","1876","0.936958257710162","0.926314821991266","0.947601693429058"
"Unbefristet","2000","30-45","(Fach-)Abitur","497","0.916355121171032","0.89296090293186","0.939749339410204"
"Unbefristet","2000","30-45","AkademikerIn","1095","0.8678676577668","0.84899667317479","0.88673864235881"
"Unbefristet","2000","46-65","(noch) kein Abschluss","61","0.931220374336378","0.869217154558861","0.993223594113895"
"Unbefristet","2000","46-65","Hauptschule","1624","0.947747636135608","0.937215526895753","0.958279745375462"
"Unbefristet","2000","46-65","Realschule","717","0.960586242548917","0.946670056588323","0.974502428509512"
"Unbefristet","2000","46-65","(Fach-)Abitur","185","0.961266840924789","0.934044035628161","0.988489646221417"
"Unbefristet","2000","46-65","AkademikerIn","842","0.946238189220999","0.931378366251668","0.96109801219033"
"Unbefristet","2000","66","(noch) kein Abschluss","","","",""
"Unbefristet","2000","66","Hauptschule","","","",""
"Unbefristet","2000","66","Realschule","","","",""
"Unbefristet","2000","66","(Fach-)Abitur","","","",""
"Unbefristet","2000","66","AkademikerIn","","","",""
"Befristet","2000","17-29","(noch) kein Abschluss","13","","",""
"Befristet","2000","17-29","Hauptschule","296","0.393781300266309","0.357918389566921","0.429644210965697"
"Befristet","2000","17-29","Realschule","457","0.397471831283809","0.368326048877265","0.426617613690353"
"Befristet","2000","17-29","(Fach-)Abitur","202","0.400561337521424","0.355975596374541","0.445147078668308"
"Befristet","2000","17-29","AkademikerIn","73","0.387104916328169","0.318385913504063","0.455823919152276"
"Befristet","2000","30-45","(noch) kein Abschluss","10","","",""
"Befristet","2000","30-45","Hauptschule","120","0.0748175580577719","0.0623366326912159","0.0872984834243279"
"Befristet","2000","30-45","Realschule","127","0.063041742289838","0.0523983065709423","0.0736851780087336"
"Befristet","2000","30-45","(Fach-)Abitur","41","0.0836448788289675","0.0602506605897956","0.10703909706814"
"Befristet","2000","30-45","AkademikerIn","142","0.1321323422332","0.11326135764119","0.15100332682521"
"Befristet","2000","46-65","(noch) kein Abschluss","3","","",""
"Befristet","2000","46-65","Hauptschule","91","0.0522523638643925","0.0417202546245382","0.0627844731042468"
"Befristet","2000","46-65","Realschule","34","0.0394137574510826","0.025497571490488","0.0533299434116772"
"Befristet","2000","46-65","(Fach-)Abitur","8","","",""
"Befristet","2000","46-65","AkademikerIn","43","0.0537618107790011","0.0389019878096698","0.0686216337483324"
"Befristet","2000","66","(noch) kein Abschluss","","","",""
"Befristet","2000","66","Hauptschule","","","",""
"Befristet","2000","66","Realschule","","","",""
"Befristet","2000","66","(Fach-)Abitur","","","",""
"Befristet","2000","66","AkademikerIn","","","",""
"Unbefristet","2001","17-29","(noch) kein Abschluss","41","0.663843299469118","0.543304805945356","0.784381792992879"
"Unbefristet","2001","17-29","Hauptschule","344","0.59291290610404","0.553700042943271","0.632125769264809"
"Unbefristet","2001","17-29","Realschule","521","0.588164657215796","0.556240166970134","0.620089147461457"
"Unbefristet","2001","17-29","(Fach-)Abitur","223","0.519145663162691","0.472566858392492","0.565724467932889"
"Unbefristet","2001","17-29","AkademikerIn","113","0.681727266606221","0.61043683955976","0.753017693652681"
"Unbefristet","2001","30-45","(noch) kein Abschluss","35","0.92987126015544","0.849726484498827","1.01001603581205"
"Unbefristet","2001","30-45","Hauptschule","1367","0.927579757367338","0.914325884145129","0.940833630589546"
"Unbefristet","2001","30-45","Realschule","1743","0.939195556141928","0.928347028202291","0.950044084081566"
"Unbefristet","2001","30-45","(Fach-)Abitur","476","0.934188775060613","0.912690433902157","0.955687116219069"
"Unbefristet","2001","30-45","AkademikerIn","1000","0.878828949534024","0.859674826572283","0.897983072495765"
"Unbefristet","2001","46-65","(noch) kein Abschluss","49","1","1","1"
"Unbefristet","2001","46-65","Hauptschule","1456","0.95500894740215","0.944602022881734","0.965415871922566"
"Unbefristet","2001","46-65","Realschule","708","0.956315931912018","0.941697851191577","0.970934012632459"
"Unbefristet","2001","46-65","(Fach-)Abitur","182","0.995396672195178","0.985589211201289","1.00520413318907"
"Unbefristet","2001","46-65","AkademikerIn","822","0.947817533382341","0.932979806789493","0.962655259975189"
"Unbefristet","2001","66","(noch) kein Abschluss","","","",""
"Unbefristet","2001","66","Hauptschule","","","",""
"Unbefristet","2001","66","Realschule","","","",""
"Unbefristet","2001","66","(Fach-)Abitur","","","",""
"Unbefristet","2001","66","AkademikerIn","","","",""
"Befristet","2001","17-29","(noch) kein Abschluss","18","","",""
"Befristet","2001","17-29","Hauptschule","259","0.40708709389596","0.367874230735191","0.446299957056729"
"Befristet","2001","17-29","Realschule","392","0.411835342784204","0.379910852538543","0.443759833029866"
"Befristet","2001","17-29","(Fach-)Abitur","219","0.480854336837309","0.434275532067111","0.527433141607508"
"Befristet","2001","17-29","AkademikerIn","51","0.318272733393779","0.246982306347319","0.38956316044024"
"Befristet","2001","30-45","(noch) kein Abschluss","4","","",""
"Befristet","2001","30-45","Hauptschule","102","0.0724202426326625","0.0591663694104537","0.0856741158548713"
"Befristet","2001","30-45","Realschule","121","0.0608044438580716","0.049955915918434","0.0716529717977091"
"Befristet","2001","30-45","(Fach-)Abitur","35","0.0658112249393866","0.0443128837809307","0.0873095660978425"
"Befristet","2001","30-45","AkademikerIn","115","0.121171050465976","0.102016927504235","0.140325173427717"
"Befristet","2001","46-65","(noch) kein Abschluss","","","",""
"Befristet","2001","46-65","Hauptschule","68","0.04499105259785","0.0345841280774344","0.0553979771182656"
"Befristet","2001","46-65","Realschule","43","0.0436840680879818","0.0290659873675408","0.0583021488084227"
"Befristet","2001","46-65","(Fach-)Abitur","1","","",""
"Befristet","2001","46-65","AkademikerIn","41","0.0521824666176588","0.0373447400248111","0.0670201932105066"
"Befristet","2001","66","(noch) kein Abschluss","","","",""
"Befristet","2001","66","Hauptschule","","","",""
"Befristet","2001","66","Realschule","","","",""
"Befristet","2001","66","(Fach-)Abitur","","","",""
"Befristet","2001","66","AkademikerIn","","","",""
"Unbefristet","2002","17-29","(noch) kein Abschluss","40","0.627372971639688","0.501853604177794","0.752892339101582"
"Unbefristet","2002","17-29","Hauptschule","303","0.579172255582635","0.537101887488158","0.621242623677113"
"Unbefristet","2002","17-29","Realschule","494","0.557315524598169","0.524021771843044","0.590609277353295"
"Unbefristet","2002","17-29","(Fach-)Abitur","227","0.534437582451722","0.489002110008731","0.579873054894713"
"Unbefristet","2002","17-29","AkademikerIn","101","0.624293225923096","0.550171590843143","0.698414861003048"
"Unbefristet","2002","30-45","(noch) kein Abschluss","27","","",""
"Unbefristet","2002","30-45","Hauptschule","1228","0.945088923745697","0.932714957883089","0.957462889608305"
"Unbefristet","2002","30-45","Realschule","1739","0.943822233551731","0.933329477817665","0.954314989285797"
"Unbefristet","2002","30-45","(Fach-)Abitur","538","0.91293774362428","0.890033173821894","0.935842313426665"
"Unbefristet","2002","30-45","AkademikerIn","1175","0.881348146171137","0.863796400912874","0.898899891429399"
"Unbefristet","2002","46-65","(noch) kein Abschluss","39","1","1","1"
"Unbefristet","2002","46-65","Hauptschule","1392","0.952861460834363","0.941982879333611","0.963740042335114"
"Unbefristet","2002","46-65","Realschule","869","0.954833565627205","0.941333437459791","0.968333693794619"
"Unbefristet","2002","46-65","(Fach-)Abitur","218","0.95255745074751","0.924963729974256","0.980151171520763"
"Unbefristet","2002","46-65","AkademikerIn","1194","0.94703764030908","0.934637121968426","0.959438158649735"
"Unbefristet","2002","66","(noch) kein Abschluss","","","",""
"Unbefristet","2002","66","Hauptschule","","","",""
"Unbefristet","2002","66","Realschule","","","",""
"Unbefristet","2002","66","(Fach-)Abitur","","","",""
"Unbefristet","2002","66","AkademikerIn","","","",""
"Befristet","2002","17-29","(noch) kein Abschluss","17","","",""
"Befristet","2002","17-29","Hauptschule","226","0.420827744417365","0.378757376322887","0.462898112511842"
"Befristet","2002","17-29","Realschule","361","0.44268447540183","0.409390722646705","0.475978228156956"
"Befristet","2002","17-29","(Fach-)Abitur","236","0.465562417548278","0.420126945105287","0.510997889991269"
"Befristet","2002","17-29","AkademikerIn","63","0.375706774076904","0.301585138996952","0.449828409156857"
"Befristet","2002","30-45","(noch) kein Abschluss","5","","",""
"Befristet","2002","30-45","Hauptschule","74","0.0549110762543025","0.0425371103916945","0.0672850421169105"
"Befristet","2002","30-45","Realschule","111","0.0561777664482692","0.0456850107142029","0.0666705221823355"
"Befristet","2002","30-45","(Fach-)Abitur","44","0.0870622563757202","0.0641576865733346","0.109966826178106"
"Befristet","2002","30-45","AkademikerIn","129","0.118651853828863","0.101100108570601","0.136203599087126"
"Befristet","2002","46-65","(noch) kein Abschluss","","","",""
"Befristet","2002","46-65","Hauptschule","66","0.0471385391656373","0.0362599576648856","0.058017120666389"
"Befristet","2002","46-65","Realschule","40","0.0451664343727947","0.0316663062053808","0.0586665625402086"
"Befristet","2002","46-65","(Fach-)Abitur","10","","",""
"Befristet","2002","46-65","AkademikerIn","59","0.0529623596909197","0.0405618413502649","0.0653628780315744"
"Befristet","2002","66","(noch) kein Abschluss","","","",""
"Befristet","2002","66","Hauptschule","","","",""
"Befristet","2002","66","Realschule","","","",""
"Befristet","2002","66","(Fach-)Abitur","","","",""
"Befristet","2002","66","AkademikerIn","","","",""
"Unbefristet","2003","17-29","(noch) kein Abschluss","31","0.714524489513884","0.576279579247864","0.852769399779905"
"Unbefristet","2003","17-29","Hauptschule","251","0.568938569596051","0.523485005697836","0.614392133494265"
"Unbefristet","2003","17-29","Realschule","442","0.587636469584054","0.553068501111328","0.622204438056781"
"Unbefristet","2003","17-29","(Fach-)Abitur","222","0.500167201721948","0.454123633771311","0.546210769672586"
"Unbefristet","2003","17-29","AkademikerIn","95","0.73221156626376","0.660137621947456","0.804285510580064"
"Unbefristet","2003","30-45","(noch) kein Abschluss","20","","",""
"Unbefristet","2003","30-45","Hauptschule","1130","0.943185359411495","0.930109702859313","0.956261015963678"
"Unbefristet","2003","30-45","Realschule","1623","0.946622066736766","0.93598034566665","0.957263787806883"
"Unbefristet","2003","30-45","(Fach-)Abitur","509","0.90635244229867","0.881960038870402","0.930744845726938"
"Unbefristet","2003","30-45","AkademikerIn","1036","0.868430451399946","0.849020236556231","0.887840666243661"
"Unbefristet","2003","46-65","(noch) kein Abschluss","36","0.930090821146431","0.847927684833609","1.01225395745925"
"Unbefristet","2003","46-65","Hauptschule","1297","0.943217453793469","0.930935873506507","0.955499034080431"
"Unbefristet","2003","46-65","Realschule","884","0.965317416592215","0.953455201795424","0.977179631389006"
"Unbefristet","2003","46-65","(Fach-)Abitur","213","0.96573614480469","0.942020156499626","0.989452133109753"
"Unbefristet","2003","46-65","AkademikerIn","1145","0.937622647679453","0.924029851139047","0.951215444219859"
