"plb0037_h","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Unbefristet","2002","(noch) kein Abschluss","maennlich","52","0.797635266000162","0.698427103655965","0.896843428344359"
"Unbefristet","2002","(noch) kein Abschluss","weiblich","54","0.801355140207884","0.704361648939018","0.898348631476749"
"Unbefristet","2002","AkademikerIn","maennlich","1438","","",""
"Unbefristet","2002","AkademikerIn","weiblich","1043","","",""
"Unbefristet","2002","Hauptschule","maennlich","1778","","",""
"Unbefristet","2002","Hauptschule","weiblich","1160","","",""
"Unbefristet","2002","Realschule","maennlich","1470","","",""
"Unbefristet","2002","Realschule","weiblich","1638","","",""
"Befristet","2003","(Fach-)Abitur","maennlich","128","","",""
"Befristet","2003","(Fach-)Abitur","weiblich","155","","",""
"Befristet","2003","(noch) kein Abschluss","maennlich","10","","",""
"Befristet","2003","(noch) kein Abschluss","weiblich","5","0.191844763756984","0.0792750575494629","0.304414469964504"
"Befristet","2003","AkademikerIn","maennlich","113","","",""
"Befristet","2003","AkademikerIn","weiblich","138","","",""
"Befristet","2003","Hauptschule","maennlich","190","","",""
"Befristet","2003","Hauptschule","weiblich","158","","",""
"Befristet","2003","Realschule","maennlich","244","","",""
"Befristet","2003","Realschule","weiblich","214","","",""
"Unbefristet","2003","(Fach-)Abitur","maennlich","461","0.785493700034339","0.752343830570384","0.818643569498293"
"Unbefristet","2003","(Fach-)Abitur","weiblich","483","0.768017088641336","0.735264080695356","0.800770096587315"
"Unbefristet","2003","(noch) kein Abschluss","maennlich","45","0.787192565697813","0.679024108333752","0.895361023061874"
"Unbefristet","2003","(noch) kein Abschluss","weiblich","42","0.808155236243016","0.695585530035496","0.920724942450537"
"Unbefristet","2003","AkademikerIn","maennlich","1306","","",""
"Unbefristet","2003","AkademikerIn","weiblich","983","0.858947815613541","0.838571832004291","0.879323799222792"
"Unbefristet","2003","Hauptschule","maennlich","1644","","",""
"Unbefristet","2003","Hauptschule","weiblich","1054","","",""
"Unbefristet","2003","Realschule","maennlich","1364","","",""
"Unbefristet","2003","Realschule","weiblich","1588","","",""
"Befristet","2004","(Fach-)Abitur","maennlich","113","","",""
"Befristet","2004","(Fach-)Abitur","weiblich","157","","",""
"Befristet","2004","(noch) kein Abschluss","maennlich","6","0.172532916918094","0.0645113413092748","0.280554492526914"
"Befristet","2004","(noch) kein Abschluss","weiblich","7","0.0747519605244137","-0.0038537764294654","0.153357697478293"
"Befristet","2004","AkademikerIn","maennlich","130","","",""
"Befristet","2004","AkademikerIn","weiblich","131","","",""
"Befristet","2004","Hauptschule","maennlich","189","","",""
"Befristet","2004","Hauptschule","weiblich","143","","",""
"Befristet","2004","Realschule","maennlich","235","","",""
"Befristet","2004","Realschule","weiblich","224","","",""
"Unbefristet","2004","(Fach-)Abitur","maennlich","456","0.812700555369352","0.78064336317943","0.844757747559274"
"Unbefristet","2004","(Fach-)Abitur","weiblich","500","0.764190408496224","0.731730526964809","0.79665029002764"
"Unbefristet","2004","(noch) kein Abschluss","maennlich","41","0.827467083081906","0.719445507473086","0.935488658690725"
"Unbefristet","2004","(noch) kein Abschluss","weiblich","36","0.925248039475586","0.846642302521707","1.00385377642947"
"Unbefristet","2004","AkademikerIn","maennlich","1256","","",""
"Unbefristet","2004","AkademikerIn","weiblich","973","0.849524459814007","0.828434077437819","0.870614842190196"
"Unbefristet","2004","Hauptschule","maennlich","1495","","",""
"Unbefristet","2004","Hauptschule","weiblich","1020","","",""
"Unbefristet","2004","Realschule","maennlich","1302","","",""
"Unbefristet","2004","Realschule","weiblich","1510","","",""
"Befristet","2005","(Fach-)Abitur","maennlich","106","","",""
"Befristet","2005","(Fach-)Abitur","weiblich","119","","",""
"Befristet","2005","(noch) kein Abschluss","maennlich","8","0.200025818613841","0.0831504892680934","0.316901147959589"
"Befristet","2005","(noch) kein Abschluss","weiblich","8","0.108897669210985","0.0157896804994078","0.202005657922563"
"Befristet","2005","AkademikerIn","maennlich","96","0.0905175879680022","0.0751894570913353","0.105845718844669"
"Befristet","2005","AkademikerIn","weiblich","115","","",""
"Befristet","2005","Hauptschule","maennlich","167","","",""
"Befristet","2005","Hauptschule","weiblich","125","","",""
"Befristet","2005","Realschule","maennlich","194","","",""
"Befristet","2005","Realschule","weiblich","220","","",""
"Unbefristet","2005","(Fach-)Abitur","maennlich","469","0.82263146457506","0.791409867335681","0.853853061814438"
"Unbefristet","2005","(Fach-)Abitur","weiblich","505","0.81510984739853","0.78465048861099","0.845569206186071"
"Unbefristet","2005","(noch) kein Abschluss","maennlich","37","0.799974181386159","0.683098852040411","0.916849510731907"
"Unbefristet","2005","(noch) kein Abschluss","weiblich","35","0.891102330789015","0.797994342077437","0.984210319500592"
"Unbefristet","2005","AkademikerIn","maennlich","1250","","",""
"Unbefristet","2005","AkademikerIn","weiblich","960","0.880155557161704","0.860740774780636","0.899570339542772"
"Unbefristet","2005","Hauptschule","maennlich","1416","","",""
"Unbefristet","2005","Hauptschule","weiblich","949","0.874946567025621","0.85516391438718","0.894729219664062"
"Unbefristet","2005","Realschule","maennlich","1317","","",""
"Unbefristet","2005","Realschule","weiblich","1450","","",""
"Befristet","2006","(Fach-)Abitur","maennlich","96","0.16449485625589","0.134193302809186","0.194796409702594"
"Befristet","2006","(Fach-)Abitur","weiblich","138","","",""
"Befristet","2006","(noch) kein Abschluss","maennlich","6","0.156293251759401","0.0437591962660428","0.268827307252758"
"Befristet","2006","(noch) kein Abschluss","weiblich","6","0.153485139290601","0.0357388307997899","0.271231447781412"
"Befristet","2006","AkademikerIn","maennlich","124","","",""
"Befristet","2006","AkademikerIn","weiblich","130","","",""
"Befristet","2006","Hauptschule","maennlich","191","","",""
"Befristet","2006","Hauptschule","weiblich","121","","",""
"Befristet","2006","Realschule","maennlich","212","","",""
"Befristet","2006","Realschule","weiblich","251","","",""
"Unbefristet","2006","(Fach-)Abitur","maennlich","479","0.83550514374411","0.805203590297406","0.865806697190814"
"Unbefristet","2006","(Fach-)Abitur","weiblich","537","0.781905153727182","0.750752435715793","0.81305787173857"
"Unbefristet","2006","(noch) kein Abschluss","maennlich","34","0.843706748240599","0.731172692747242","0.956240803733957"
"Unbefristet","2006","(noch) kein Abschluss","weiblich","30","0.846514860709399","0.728768552218588","0.96426116920021"
"Unbefristet","2006","AkademikerIn","maennlich","1297","","",""
"Unbefristet","2006","AkademikerIn","weiblich","1027","","",""
"Unbefristet","2006","Hauptschule","maennlich","1459","","",""
"Unbefristet","2006","Hauptschule","weiblich","976","0.878909557122165","0.859604468283953","0.898214645960378"
"Unbefristet","2006","Realschule","maennlich","1323","","",""
"Unbefristet","2006","Realschule","weiblich","1556","","",""
"Befristet","2007","(Fach-)Abitur","maennlich","121","","",""
"Befristet","2007","(Fach-)Abitur","weiblich","145","","",""
"Befristet","2007","(noch) kein Abschluss","maennlich","3","","",""
"Befristet","2007","(noch) kein Abschluss","weiblich","9","0.311156148297","0.155538725310414","0.466773571283586"
"Befristet","2007","AkademikerIn","maennlich","117","","",""
"Befristet","2007","AkademikerIn","weiblich","141","","",""
"Befristet","2007","Hauptschule","maennlich","181","","",""
"Befristet","2007","Hauptschule","weiblich","118","","",""
"Befristet","2007","Realschule","maennlich","200","","",""
"Befristet","2007","Realschule","weiblich","224","","",""
"Unbefristet","2007","(Fach-)Abitur","maennlich","462","0.784462296124372","0.751084206455992","0.817840385792753"
"Unbefristet","2007","(Fach-)Abitur","weiblich","520","0.754001281354852","0.721267985726815","0.78673457698289"
"Unbefristet","2007","(noch) kein Abschluss","maennlich","28","","",""
"Unbefristet","2007","(noch) kein Abschluss","weiblich","25","","",""
"Unbefristet","2007","AkademikerIn","maennlich","1197","","",""
"Unbefristet","2007","AkademikerIn","weiblich","999","0.860984687202181","0.840901867018259","0.881067507386102"
"Unbefristet","2007","Hauptschule","maennlich","1364","","",""
"Unbefristet","2007","Hauptschule","weiblich","916","0.876063332846639","0.85597908925915","0.896147576434129"
"Unbefristet","2007","Realschule","maennlich","1302","","",""
"Unbefristet","2007","Realschule","weiblich","1450","","",""
"Befristet","2008","(Fach-)Abitur","maennlich","106","","",""
"Befristet","2008","(Fach-)Abitur","weiblich","145","","",""
"Befristet","2008","(noch) kein Abschluss","maennlich","9","0.207381787962798","0.0784756421923468","0.336287933733249"
"Befristet","2008","(noch) kein Abschluss","weiblich","8","0.231275857960373","0.087415369132964","0.375136346787781"
"Befristet","2008","AkademikerIn","maennlich","94","0.0909760625744162","0.075040380220037","0.106911744928795"
"Befristet","2008","AkademikerIn","weiblich","157","","",""
"Befristet","2008","Hauptschule","maennlich","151","","",""
"Befristet","2008","Hauptschule","weiblich","109","","",""
"Befristet","2008","Realschule","maennlich","205","","",""
"Befristet","2008","Realschule","weiblich","239","","",""
"Unbefristet","2008","(Fach-)Abitur","maennlich","432","0.796665899689494","0.762656405218658","0.83067539416033"
"Unbefristet","2008","(Fach-)Abitur","weiblich","473","0.76169155526898","0.728101312706804","0.795281797831156"
"Unbefristet","2008","(noch) kein Abschluss","maennlich","29","","",""
"Unbefristet","2008","(noch) kein Abschluss","weiblich","25","","",""
"Unbefristet","2008","AkademikerIn","maennlich","1157","","",""
"Unbefristet","2008","AkademikerIn","weiblich","957","0.835214788509779","0.813429480719122","0.857000096300436"
"Unbefristet","2008","Hauptschule","maennlich","1305","","",""
"Unbefristet","2008","Hauptschule","weiblich","868","0.881030352255574","0.860729497114898","0.901331207396251"
"Unbefristet","2008","Realschule","maennlich","1261","","",""
"Unbefristet","2008","Realschule","weiblich","1407","","",""
"Befristet","2009","(Fach-)Abitur","maennlich","111","","",""
"Befristet","2009","(Fach-)Abitur","weiblich","137","","",""
"Befristet","2009","(noch) kein Abschluss","maennlich","9","0.155913210852345","0.0420585545012608","0.26976786720343"
"Befristet","2009","(noch) kein Abschluss","weiblich","6","0.116181236093142","-0.020871606890863","0.253234079077147"
"Befristet","2009","AkademikerIn","maennlich","94","0.0933872546924126","0.076620997421648","0.110153511963177"
"Befristet","2009","AkademikerIn","weiblich","151","","",""
"Befristet","2009","Hauptschule","maennlich","141","","",""
"Befristet","2009","Hauptschule","weiblich","110","","",""
"Befristet","2009","Realschule","maennlich","184","","",""
"Befristet","2009","Realschule","weiblich","207","","",""
"Unbefristet","2009","(Fach-)Abitur","maennlich","386","0.754841845474585","0.717021886600225","0.792661804348945"
"Unbefristet","2009","(Fach-)Abitur","weiblich","455","0.770879102376071","0.737024889167341","0.804733315584801"
"Unbefristet","2009","(noch) kein Abschluss","maennlich","30","0.844086789147655","0.73023213279657","0.957941445498739"
"Unbefristet","2009","(noch) kein Abschluss","weiblich","15","","",""
"Unbefristet","2009","AkademikerIn","maennlich","1063","","",""
"Unbefristet","2009","AkademikerIn","weiblich","929","0.84192242959221","0.820165010395962","0.863679848788459"
"Unbefristet","2009","Hauptschule","maennlich","1148","","",""
"Unbefristet","2009","Hauptschule","weiblich","771","0.871422946199899","0.849319684400444","0.893526207999354"
"Unbefristet","2009","Realschule","maennlich","1162","","",""
"Unbefristet","2009","Realschule","weiblich","1381","","",""
"Befristet","2010","(Fach-)Abitur","maennlich","138","","",""
"Befristet","2010","(Fach-)Abitur","weiblich","188","","",""
"Befristet","2010","(noch) kein Abschluss","maennlich","18","","",""
"Befristet","2010","(noch) kein Abschluss","weiblich","12","","",""
"Befristet","2010","AkademikerIn","maennlich","158","","",""
"Befristet","2010","AkademikerIn","weiblich","243","","",""
"Befristet","2010","Hauptschule","maennlich","231","","",""
"Befristet","2010","Hauptschule","weiblich","163","","",""
"Befristet","2010","Realschule","maennlich","233","","",""
"Befristet","2010","Realschule","weiblich","327","0.171664108910575","0.155942573956922","0.187385643864228"
"Unbefristet","2010","(Fach-)Abitur","maennlich","628","0.781788129568886","0.752538698155706","0.811037560982066"
"Unbefristet","2010","(Fach-)Abitur","weiblich","701","0.756689060287657","0.728483368482399","0.784894752092916"
"Unbefristet","2010","(noch) kein Abschluss","maennlich","71","0.865794593502303","0.794976288429485","0.93661289857512"
"Unbefristet","2010","(noch) kein Abschluss","weiblich","29","","",""
"Unbefristet","2010","AkademikerIn","maennlich","1467","","",""
"Unbefristet","2010","AkademikerIn","weiblich","1186","","",""
"Unbefristet","2010","Hauptschule","maennlich","1583","","",""
"Unbefristet","2010","Hauptschule","weiblich","903","0.883058806377373","0.863768103015226","0.902349509739521"
"Unbefristet","2010","Realschule","maennlich","1592","","",""
"Unbefristet","2010","Realschule","weiblich","1883","","",""
"Befristet","2011","(Fach-)Abitur","maennlich","150","","",""
"Befristet","2011","(Fach-)Abitur","weiblich","216","","",""
"Befristet","2011","(noch) kein Abschluss","maennlich","30","0.32933388095885","0.239441096920378","0.419226664997321"
"Befristet","2011","(noch) kein Abschluss","weiblich","17","","",""
"Befristet","2011","AkademikerIn","maennlich","185","","",""
"Befristet","2011","AkademikerIn","weiblich","268","","",""
"Befristet","2011","Hauptschule","maennlich","238","","",""
"Befristet","2011","Hauptschule","weiblich","209","","",""
"Befristet","2011","Realschule","maennlich","254","","",""
"Befristet","2011","Realschule","weiblich","411","0.170550253235529","0.156586542925314","0.184513963545745"
"Unbefristet","2011","(Fach-)Abitur","maennlich","707","0.804004075180812","0.77742680778882","0.830581342572804"
"Unbefristet","2011","(Fach-)Abitur","weiblich","930","0.774084198160122","0.749872615029128","0.798295781291117"
"Unbefristet","2011","(noch) kein Abschluss","maennlich","75","0.67066611904115","0.580773335002679","0.760558903079622"
"Unbefristet","2011","(noch) kein Abschluss","weiblich","45","0.724886455742334","0.613727815700695","0.836045095783974"
"Unbefristet","2011","AkademikerIn","maennlich","1725","","",""
"Unbefristet","2011","AkademikerIn","weiblich","1503","","",""
"Unbefristet","2011","Hauptschule","maennlich","1795","","",""
"Unbefristet","2011","Hauptschule","weiblich","1178","","",""
"Unbefristet","2011","Realschule","maennlich","1845","","",""
"Unbefristet","2011","Realschule","weiblich","2376","","",""
"Befristet","2012","(Fach-)Abitur","maennlich","183","","",""
"Befristet","2012","(Fach-)Abitur","weiblich","236","","",""
"Befristet","2012","(noch) kein Abschluss","maennlich","32","0.23313650316053","0.157484289600442","0.308788716720619"
"Befristet","2012","(noch) kein Abschluss","weiblich","25","","",""
"Befristet","2012","AkademikerIn","maennlich","179","","",""
"Befristet","2012","AkademikerIn","weiblich","269","","",""
"Befristet","2012","Hauptschule","maennlich","258","","",""
"Befristet","2012","Hauptschule","weiblich","229","","",""
"Befristet","2012","Realschule","maennlich","276","","",""
"Befristet","2012","Realschule","weiblich","408","0.154325183668668","0.140910586516012","0.167739780821323"
"Unbefristet","2012","(Fach-)Abitur","maennlich","697","0.760380227555657","0.732177995078247","0.788582460033067"
"Unbefristet","2012","(Fach-)Abitur","weiblich","959","0.783209922969266","0.759847228533742","0.80657261740479"
"Unbefristet","2012","(noch) kein Abschluss","maennlich","88","0.76686349683947","0.691211283279381","0.842515710399558"
"Unbefristet","2012","(noch) kein Abschluss","weiblich","51","0.687038054337966","0.582787719665443","0.791288389010489"
"Unbefristet","2012","AkademikerIn","maennlich","1643","","",""
"Unbefristet","2012","AkademikerIn","weiblich","1493","","",""
"Unbefristet","2012","Hauptschule","maennlich","1738","","",""
"Unbefristet","2012","Hauptschule","weiblich","1186","","",""
"Unbefristet","2012","Realschule","maennlich","1780","","",""
"Unbefristet","2012","Realschule","weiblich","2378","","",""
"Befristet","2013","(Fach-)Abitur","maennlich","242","","",""
"Befristet","2013","(Fach-)Abitur","weiblich","332","0.220404289353089","0.199434093506981","0.241374485199197"
"Befristet","2013","(noch) kein Abschluss","maennlich","57","0.390302364664992","0.316094165326257","0.464510564003726"
"Befristet","2013","(noch) kein Abschluss","weiblich","47","0.30911909398928","0.2351641908654","0.383073997113159"
"Befristet","2013","AkademikerIn","maennlich","236","","",""
"Befristet","2013","AkademikerIn","weiblich","347","0.17286181451809","0.156376262145271","0.189347366890909"
"Befristet","2013","Hauptschule","maennlich","362","0.136152513553558","0.122313170042569","0.149991857064546"
"Befristet","2013","Hauptschule","weiblich","291","","",""
"Befristet","2013","Realschule","maennlich","330","0.130795742073383","0.11629159676384","0.145299887382926"
"Befristet","2013","Realschule","weiblich","459","0.157295611664123","0.143846152443834","0.170745070884411"
"Unbefristet","2013","(Fach-)Abitur","maennlich","908","0.757126474340749","0.732342355911734","0.781910592769763"
"Unbefristet","2013","(Fach-)Abitur","weiblich","1169","","",""
"Unbefristet","2013","(noch) kein Abschluss","maennlich","109","","",""
"Unbefristet","2013","(noch) kein Abschluss","weiblich","103","","",""
"Unbefristet","2013","AkademikerIn","maennlich","1766","","",""
"Unbefristet","2013","AkademikerIn","weiblich","1674","","",""
"Unbefristet","2013","Hauptschule","maennlich","1997","","",""
"Unbefristet","2013","Hauptschule","weiblich","1402","","",""
"Unbefristet","2013","Realschule","maennlich","1746","","",""
"Unbefristet","2013","Realschule","weiblich","2356","","",""
"Befristet","2014","(Fach-)Abitur","maennlich","238","","",""
"Befristet","2014","(Fach-)Abitur","weiblich","301","0.225232717519108","0.202907879135041","0.247557555903176"
"Befristet","2014","(noch) kein Abschluss","maennlich","28","","",""
"Befristet","2014","(noch) kein Abschluss","weiblich","34","0.227735687862307","0.145540456846472","0.309930918878142"
"Befristet","2014","AkademikerIn","maennlich","193","","",""
"Befristet","2014","AkademikerIn","weiblich","312","0.189569505366074","0.171606319490612","0.207532691241536"
"Befristet","2014","Hauptschule","maennlich","261","","",""
"Befristet","2014","Hauptschule","weiblich","248","","",""
"Befristet","2014","Realschule","maennlich","286","","",""
"Befristet","2014","Realschule","weiblich","370","0.148805854474423","0.134756254721543","0.162855454227303"
"Unbefristet","2014","(Fach-)Abitur","maennlich","820","0.723358172279387","0.696403076709524","0.750313267849249"
"Unbefristet","2014","(Fach-)Abitur","weiblich","1044","","",""
"Unbefristet","2014","(noch) kein Abschluss","maennlich","90","0.701051017611392","0.618450943095959","0.783651092126826"
"Unbefristet","2014","(noch) kein Abschluss","weiblich","66","0.772264312137693","0.690069081121858","0.854459543153528"
"Unbefristet","2014","AkademikerIn","maennlich","1580","","",""
"Unbefristet","2014","AkademikerIn","weiblich","1517","","",""
"Unbefristet","2014","Hauptschule","maennlich","1739","","",""
"Unbefristet","2014","Hauptschule","weiblich","1227","","",""
"Unbefristet","2014","Realschule","maennlich","1551","","",""
"Unbefristet","2014","Realschule","weiblich","2095","","",""
"Befristet","2015","(Fach-)Abitur","maennlich","236","","",""
"Befristet","2015","(Fach-)Abitur","weiblich","314","0.200230091873419","0.179215559230423","0.221244624516415"
"Befristet","2015","(noch) kein Abschluss","maennlich","32","0.301635597561767","0.224780947182848","0.378490247940686"
"Befristet","2015","(noch) kein Abschluss","weiblich","42","0.356074854445255","0.26817583902152","0.44397386986899"
"Befristet","2015","AkademikerIn","maennlich","233","","",""
"Befristet","2015","AkademikerIn","weiblich","341","0.176759803718595","0.159656784388312","0.193862823048878"
"Befristet","2015","Hauptschule","maennlich","282","","",""
"Befristet","2015","Hauptschule","weiblich","240","","",""
"Befristet","2015","Realschule","maennlich","251","","",""
"Befristet","2015","Realschule","weiblich","354","0.138694033210176","0.124784954479871","0.152603111940481"
"Unbefristet","2015","(Fach-)Abitur","maennlich","865","0.77314535771875","0.748407684782869","0.797883030654631"
"Unbefristet","2015","(Fach-)Abitur","weiblich","1079","","",""
"Unbefristet","2015","(noch) kein Abschluss","maennlich","105","","",""
"Unbefristet","2015","(noch) kein Abschluss","weiblich","72","0.643925145554745","0.55602613013101","0.73182416097848"
"Unbefristet","2015","AkademikerIn","maennlich","1604","","",""
"Unbefristet","2015","AkademikerIn","weiblich","1570","","",""
"Unbefristet","2015","Hauptschule","maennlich","1676","","",""
"Unbefristet","2015","Hauptschule","weiblich","1126","","",""
"Unbefristet","2015","Realschule","maennlich","1482","","",""
"Unbefristet","2015","Realschule","weiblich","2018","","",""
"Befristet","2016","(Fach-)Abitur","maennlich","251","","",""
"Befristet","2016","(Fach-)Abitur","weiblich","280","","",""
"Befristet","2016","(noch) kein Abschluss","maennlich","72","0.354171124346361","0.283911892969932","0.424430355722791"
"Befristet","2016","(noch) kein Abschluss","weiblich","36","0.259915765286992","0.180444148602542","0.339387381971443"
"Befristet","2016","AkademikerIn","maennlich","240","","",""
"Befristet","2016","AkademikerIn","weiblich","315","0.177505529893596","0.159740055289245","0.195271004497947"
"Befristet","2016","Hauptschule","maennlich","307","0.130358670407513","0.114681911512626","0.1460354293024"
"Befristet","2016","Hauptschule","weiblich","231","","",""
"Befristet","2016","Realschule","maennlich","238","","",""
"Befristet","2016","Realschule","weiblich","311","0.13442017248546","0.120182808715134","0.148657536255786"
"Unbefristet","2016","(Fach-)Abitur","maennlich","793","0.758912680318103","0.732966051999304","0.784859308636902"
"Unbefristet","2016","(Fach-)Abitur","weiblich","1055","","",""
"Unbefristet","2016","(noch) kein Abschluss","maennlich","106","","",""
"Unbefristet","2016","(noch) kein Abschluss","weiblich","81","0.740084234713008","0.660612618028557","0.819555851397458"
"Unbefristet","2016","AkademikerIn","maennlich","1449","","",""
"Unbefristet","2016","AkademikerIn","weiblich","1462","","",""
"Unbefristet","2016","Hauptschule","maennlich","1465","","",""
"Unbefristet","2016","Hauptschule","weiblich","1050","","",""
"Unbefristet","2016","Realschule","maennlich","1322","","",""
"Unbefristet","2016","Realschule","weiblich","1894","","",""
"Befristet","2017","(Fach-)Abitur","maennlich","329","0.233078182068151","0.209314832257931","0.256841531878371"
"Befristet","2017","(Fach-)Abitur","weiblich","329","0.203682787546817","0.183295122439224","0.224070452654409"
"Befristet","2017","(noch) kein Abschluss","maennlich","111","","",""
"Befristet","2017","(noch) kein Abschluss","weiblich","43","0.276217709627003","0.19994119124671","0.352494228007296"
"Befristet","2017","AkademikerIn","maennlich","300","0.149449328605531","0.133812231302087","0.165086425908975"
"Befristet","2017","AkademikerIn","weiblich","344","0.183732772129449","0.166823688977112","0.200641855281786"
"Befristet","2017","Hauptschule","maennlich","320","0.109735720049041","0.0957585936799154","0.123712846418168"
"Befristet","2017","Hauptschule","weiblich","226","","",""
"Befristet","2017","Realschule","maennlich","227","","",""
"Befristet","2017","Realschule","weiblich","332","0.134779801233659","0.121577268287145","0.147982334180174"
"Unbefristet","2017","(Fach-)Abitur","maennlich","887","0.766921817931849","0.743158468121629","0.790685167742069"
"Unbefristet","2017","(Fach-)Abitur","weiblich","1170","","",""
"Unbefristet","2017","(noch) kein Abschluss","maennlich","132","","",""
"Unbefristet","2017","(noch) kein Abschluss","weiblich","89","0.723782290372997","0.647505771992704","0.80005880875329"
"Unbefristet","2017","AkademikerIn","maennlich","1697","","",""
"Unbefristet","2017","AkademikerIn","weiblich","1671","","",""
"Unbefristet","2017","Hauptschule","maennlich","1601","","",""
"Unbefristet","2017","Hauptschule","weiblich","1160","","",""
"Unbefristet","2017","Realschule","maennlich","1639","","",""
"Unbefristet","2017","Realschule","weiblich","2238","","",""
"Befristet","2018","(Fach-)Abitur","maennlich","346","0.233611734532213","0.209974818371707","0.257248650692719"
"Befristet","2018","(Fach-)Abitur","weiblich","331","0.204199536496306","0.18373111146201","0.224667961530602"
"Befristet","2018","(noch) kein Abschluss","maennlich","147","","",""
"Befristet","2018","(noch) kein Abschluss","weiblich","48","0.259591847548614","0.185637735412006","0.333545959685222"
"Befristet","2018","AkademikerIn","maennlich","323","0.159730176237719","0.143589264491106","0.175871087984333"
"Befristet","2018","AkademikerIn","weiblich","316","0.160805923146192","0.144637451862505","0.17697439442988"
"Befristet","2018","Hauptschule","maennlich","360","0.141284230143468","0.125386350796597","0.15718210949034"
"Befristet","2018","Hauptschule","weiblich","216","","",""
"Befristet","2018","Realschule","maennlich","244","","",""
"Befristet","2018","Realschule","weiblich","289","","",""
"Unbefristet","2018","(Fach-)Abitur","maennlich","885","0.766388265467787","0.742751349307281","0.790025181628293"
"Unbefristet","2018","(Fach-)Abitur","weiblich","1159","","",""
"Unbefristet","2018","(noch) kein Abschluss","maennlich","147","","",""
"Unbefristet","2018","(noch) kein Abschluss","weiblich","87","0.740408152451386","0.666454040314778","0.814362264587994"
"Unbefristet","2018","AkademikerIn","maennlich","1656","","",""
"Unbefristet","2018","AkademikerIn","weiblich","1667","","",""
"Unbefristet","2018","Hauptschule","maennlich","1484","","",""
"Unbefristet","2018","Hauptschule","weiblich","1101","","",""
"Unbefristet","2018","Realschule","maennlich","1556","","",""
"Unbefristet","2018","Realschule","weiblich","2167","","",""
"Befristet","2019","(Fach-)Abitur","maennlich","309","0.216689546227664","0.193232417176262","0.240146675279065"
"Befristet","2019","(Fach-)Abitur","weiblich","325","0.192243006486709","0.172261030599079","0.212224982374339"
"Befristet","2019","(noch) kein Abschluss","maennlich","210","","",""
"Befristet","2019","(noch) kein Abschluss","weiblich","61","0.305265142748511","0.232531408810727","0.377998876686295"
"Befristet","2019","AkademikerIn","maennlich","321","0.138803895856274","0.123598059053834","0.154009732658714"
"Befristet","2019","AkademikerIn","weiblich","303","0.162748379178265","0.146534057099234","0.178962701257296"
"Befristet","2019","Hauptschule","maennlich","334","0.129375625311927","0.113402981431202","0.145348269192652"
"Befristet","2019","Hauptschule","weiblich","194","","",""
"Befristet","2019","Realschule","maennlich","218","","",""
"Befristet","2019","Realschule","weiblich","272","","",""
"Unbefristet","2019","(Fach-)Abitur","maennlich","876","0.783310453772336","0.759853324720935","0.806767582823738"
"Unbefristet","2019","(Fach-)Abitur","weiblich","1169","","",""
"Unbefristet","2019","(noch) kein Abschluss","maennlich","172","","",""
"Unbefristet","2019","(noch) kein Abschluss","weiblich","93","0.694734857251489","0.622001123313705","0.767468591189273"
"Unbefristet","2019","AkademikerIn","maennlich","1665","","",""
"Unbefristet","2019","AkademikerIn","weiblich","1688","","",""
"Unbefristet","2019","Hauptschule","maennlich","1362","","",""
"Unbefristet","2019","Hauptschule","weiblich","952","0.871353074925762","0.85196866562483","0.890737484226693"
"Unbefristet","2019","Realschule","maennlich","1469","","",""
"Unbefristet","2019","Realschule","weiblich","2080","","",""
"Befristet","2020","(Fach-)Abitur","maennlich","410","0.174103551881537","0.154632701035085","0.19357440272799"
"Befristet","2020","(Fach-)Abitur","weiblich","393","0.191508499040968","0.172458701258584","0.210558296823351"
"Befristet","2020","(noch) kein Abschluss","maennlich","261","","",""
"Befristet","2020","(noch) kein Abschluss","weiblich","71","0.247458422031889","0.18100659082927","0.313910253234508"
"Befristet","2020","AkademikerIn","maennlich","379","0.130871476086182","0.116929817615475","0.144813134556889"
"Befristet","2020","AkademikerIn","weiblich","362","0.159031511425694","0.14363756726871","0.174425455582678"
"Befristet","2020","Hauptschule","maennlich","377","0.125592029344639","0.110131874869307","0.141052183819971"
"Befristet","2020","Hauptschule","weiblich","184","","",""
"Befristet","2020","Realschule","maennlich","207","","",""
"Befristet","2020","Realschule","weiblich","250","","",""
"Unbefristet","2020","(Fach-)Abitur","maennlich","1047","","",""
"Unbefristet","2020","(Fach-)Abitur","weiblich","1246","","",""
"Unbefristet","2020","(noch) kein Abschluss","maennlich","255","","",""
"Unbefristet","2020","(noch) kein Abschluss","weiblich","91","0.752541577968111","0.686089746765492","0.81899340917073"
"Unbefristet","2020","AkademikerIn","maennlich","1869","","",""
"Unbefristet","2020","AkademikerIn","weiblich","1806","","",""
"Unbefristet","2020","Hauptschule","maennlich","1388","","",""
"Unbefristet","2020","Hauptschule","weiblich","949","0.865235967364036","0.845352715334119","0.885119219393952"
"Unbefristet","2020","Realschule","maennlich","1376","","",""
"Unbefristet","2020","Realschule","weiblich","1905","","",""
