"plb0037_h","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Unbefristet","1987","(noch) kein Abschluss","38","0.820943294937684","0.714672247004374","0.927214342870994"
"Unbefristet","1987","AkademikerIn","72","0.723562673407026","0.637608327285319","0.809517019528733"
"Unbefristet","1987","Hauptschule","439","0.775241663377062","0.741502377585617","0.808980949168507"
"Unbefristet","1987","Realschule","173","","",""
"Befristet","1988","(Fach-)Abitur","80","0.238645547664967","0.194735498861999","0.282555596467935"
"Befristet","1988","(noch) kein Abschluss","30","0.12278023169867","0.0898265431725463","0.155733920224794"
"Befristet","1988","AkademikerIn","49","0.104642929241838","0.0770580810275369","0.132227777456138"
"Befristet","1988","Hauptschule","292","","",""
"Befristet","1988","Realschule","166","","",""
"Unbefristet","1988","(Fach-)Abitur","282","","",""
"Unbefristet","1988","(noch) kein Abschluss","351","0.87721976830133","0.844266079775206","0.910173456827454"
"Unbefristet","1988","AkademikerIn","424","0.895357070758163","0.867772222543862","0.922941918972463"
"Unbefristet","1988","Hauptschule","2688","","",""
"Unbefristet","1988","Realschule","830","0.867005036161778","0.845916480817113","0.888093591506443"
"Befristet","1989","(Fach-)Abitur","32","0.282479453883378","0.194678748020954","0.370280159745801"
"Befristet","1989","(noch) kein Abschluss","9","0.192933470046132","0.0763383942766158","0.309528545815647"
"Befristet","1989","AkademikerIn","21","","",""
"Befristet","1989","Hauptschule","112","","",""
"Befristet","1989","Realschule","65","0.263421117240619","0.203559099803483","0.323283134677755"
"Unbefristet","1989","(Fach-)Abitur","69","0.717520546116622","0.629719840254199","0.805321251979046"
"Unbefristet","1989","(noch) kein Abschluss","35","0.807066529953869","0.690471454184353","0.923661605723384"
"Unbefristet","1989","AkademikerIn","66","0.81765868999525","0.736522048223536","0.898795331766965"
"Unbefristet","1989","Hauptschule","319","0.768837010989226","0.729036765808806","0.808637256169645"
"Unbefristet","1989","Realschule","143","","",""
"Befristet","1990","(Fach-)Abitur","32","0.289256598275499","0.20126401645656","0.377249180094438"
"Befristet","1990","(noch) kein Abschluss","8","0.111270383216251","0.0138179440124976","0.208722822420004"
"Befristet","1990","AkademikerIn","20","","",""
"Befristet","1990","Hauptschule","97","0.185449534469872","0.149854679819237","0.221044389120507"
"Befristet","1990","Realschule","59","0.256272407536436","0.197916244010117","0.314628571062754"
"Unbefristet","1990","(Fach-)Abitur","70","0.710743401724501","0.622750819905562","0.79873598354344"
"Unbefristet","1990","(noch) kein Abschluss","32","0.888729616783749","0.791277177579996","0.986182055987502"
"Unbefristet","1990","AkademikerIn","62","0.74471629172443","0.650343208894403","0.839089374554456"
"Unbefristet","1990","Hauptschule","361","0.814550465530128","0.778955610879493","0.850145320180763"
"Unbefristet","1990","Realschule","156","","",""
"Befristet","1991","(Fach-)Abitur","39","0.290389176247085","0.212054588201943","0.368723764292228"
"Befristet","1991","(noch) kein Abschluss","12","","",""
"Befristet","1991","AkademikerIn","79","0.270808905060867","0.222644481887131","0.318973328234602"
"Befristet","1991","Hauptschule","117","","",""
"Befristet","1991","Realschule","123","","",""
"Unbefristet","1991","(Fach-)Abitur","90","0.709610823752915","0.631276235707772","0.787945411798057"
"Unbefristet","1991","(noch) kein Abschluss","47","0.798937204967865","0.69666814456164","0.901206265374089"
"Unbefristet","1991","AkademikerIn","248","","",""
"Unbefristet","1991","Hauptschule","443","0.788410071363187","0.754581967505046","0.822238175221328"
"Unbefristet","1991","Realschule","425","0.815771221697048","0.78331329776799","0.848229145626105"
"Befristet","1992","(Fach-)Abitur","45","0.392741784878658","0.302698957529901","0.482784612227416"
"Befristet","1992","(noch) kein Abschluss","6","0.157542625770472","0.0486529082693952","0.266432343271549"
"Befristet","1992","AkademikerIn","73","0.241580672251271","0.194311434080138","0.288849910422404"
"Befristet","1992","Hauptschule","143","","",""
"Befristet","1992","Realschule","115","","",""
"Unbefristet","1992","(Fach-)Abitur","68","0.607258215121342","0.517215387772584","0.697301042470099"
"Unbefristet","1992","(noch) kein Abschluss","37","0.842457374229528","0.733567656728451","0.951347091730605"
"Unbefristet","1992","AkademikerIn","242","","",""
"Unbefristet","1992","Hauptschule","432","0.769871913764558","0.735467970748852","0.804275856780264"
"Unbefristet","1992","Realschule","403","0.795819640978684","0.761106211665157","0.83053307029221"
"Befristet","1993","(Fach-)Abitur","35","0.255332516684422","0.177957201022301","0.332707832346542"
"Befristet","1993","(noch) kein Abschluss","9","0.482127119899803","0.290059664785054","0.674194575014553"
"Befristet","1993","AkademikerIn","60","0.242991993387211","0.191256053189709","0.294727933584714"
"Befristet","1993","Hauptschule","107","","",""
"Befristet","1993","Realschule","93","0.204146868947383","0.167431709227511","0.240862028667254"
"Unbefristet","1993","(Fach-)Abitur","87","0.744667483315578","0.667292167653458","0.822042798977699"
"Unbefristet","1993","(noch) kein Abschluss","17","","",""
"Unbefristet","1993","AkademikerIn","204","","",""
"Unbefristet","1993","Hauptschule","349","0.78741589304121","0.749863885944534","0.824967900137886"
"Unbefristet","1993","Realschule","370","0.795853131052617","0.759137971332746","0.832568290772489"
"Befristet","1994","(Fach-)Abitur","61","0.477004451800684","0.391473627927575","0.562535275673792"
"Befristet","1994","(noch) kein Abschluss","15","","",""
"Befristet","1994","AkademikerIn","65","0.299807899169384","0.234830616324271","0.364785182014497"
"Befristet","1994","Hauptschule","125","","",""
"Befristet","1994","Realschule","121","","",""
"Unbefristet","1994","(Fach-)Abitur","70","0.522995548199316","0.437464724326208","0.608526372072425"
"Unbefristet","1994","(noch) kein Abschluss","20","","",""
"Unbefristet","1994","AkademikerIn","126","","",""
"Unbefristet","1994","Hauptschule","295","","",""
"Unbefristet","1994","Realschule","288","","",""
"Befristet","1995","(Fach-)Abitur","123","","",""
"Befristet","1995","(noch) kein Abschluss","27","","",""
"Befristet","1995","AkademikerIn","138","","",""
"Befristet","1995","Hauptschule","306","0.0987755233152008","0.0879015038638779","0.109649542766524"
"Befristet","1995","Realschule","282","","",""
"Unbefristet","1995","(Fach-)Abitur","441","0.79092939241963","0.757369242887728","0.824489541951532"
"Unbefristet","1995","(noch) kein Abschluss","242","","",""
"Unbefristet","1995","AkademikerIn","1051","","",""
"Unbefristet","1995","Hauptschule","2586","","",""
"Unbefristet","1995","Realschule","1786","","",""
"Befristet","1996","(Fach-)Abitur","110","","",""
"Befristet","1996","(noch) kein Abschluss","22","","",""
"Befristet","1996","AkademikerIn","117","","",""
"Befristet","1996","Hauptschule","301","0.0994250086416309","0.0882675468429677","0.110582470440294"
"Befristet","1996","Realschule","268","","",""
"Unbefristet","1996","(Fach-)Abitur","456","0.823787067184744","0.792398878838061","0.855175255531426"
"Unbefristet","1996","(noch) kein Abschluss","224","","",""
"Unbefristet","1996","AkademikerIn","1043","","",""
"Unbefristet","1996","Hauptschule","2462","","",""
"Unbefristet","1996","Realschule","1764","","",""
"Befristet","1997","(Fach-)Abitur","120","","",""
"Befristet","1997","(noch) kein Abschluss","21","","",""
"Befristet","1997","AkademikerIn","142","","",""
"Befristet","1997","Hauptschule","304","0.104902466870342","0.0930921415277932","0.116712792212891"
"Befristet","1997","Realschule","308","0.135498902639592","0.120423595838135","0.150574209441049"
"Unbefristet","1997","(Fach-)Abitur","449","0.799805420778381","0.766927050189721","0.832683791367041"
"Unbefristet","1997","(noch) kein Abschluss","204","","",""
"Unbefristet","1997","AkademikerIn","1031","","",""
"Unbefristet","1997","Hauptschule","2282","","",""
"Unbefristet","1997","Realschule","1672","","",""
"Befristet","1998","(Fach-)Abitur","130","","",""
"Befristet","1998","(noch) kein Abschluss","16","","",""
"Befristet","1998","AkademikerIn","134","","",""
"Befristet","1998","Hauptschule","338","0.112885581343574","0.100977761646855","0.124793401040293"
"Befristet","1998","Realschule","327","0.133698966263814","0.119464854741511","0.147933077786118"
"Unbefristet","1998","(Fach-)Abitur","510","0.791937393809743","0.760488849608923","0.823385938010563"
"Unbefristet","1998","(noch) kein Abschluss","204","","",""
"Unbefristet","1998","AkademikerIn","1131","","",""
"Unbefristet","1998","Hauptschule","2375","","",""
"Unbefristet","1998","Realschule","1869","","",""
"Befristet","1999","(Fach-)Abitur","137","","",""
"Befristet","1999","(noch) kein Abschluss","21","","",""
"Befristet","1999","AkademikerIn","155","","",""
"Befristet","1999","Hauptschule","341","0.11039327192575","0.0985331532036962","0.122253390647805"
"Befristet","1999","Realschule","374","0.15562820848229","0.140616327970432","0.170640088994149"
"Unbefristet","1999","(Fach-)Abitur","524","0.809350007122513","0.779404343256693","0.839295670988333"
"Unbefristet","1999","(noch) kein Abschluss","212","","",""
"Unbefristet","1999","AkademikerIn","1128","","",""
"Unbefristet","1999","Hauptschule","2341","","",""
"Unbefristet","1999","Realschule","1866","","",""
"Befristet","2000","(Fach-)Abitur","251","","",""
"Befristet","2000","(noch) kein Abschluss","26","","",""
"Befristet","2000","AkademikerIn","262","","",""
"Befristet","2000","Hauptschule","508","0.116605020427847","0.106843820376223","0.126366220479472"
"Befristet","2000","Realschule","618","0.152225724049455","0.140867850210769","0.16358359788814"
"Unbefristet","2000","(Fach-)Abitur","945","0.804570459908411","0.782097532558376","0.827043387258447"
"Unbefristet","2000","(noch) kein Abschluss","127","","",""
"Unbefristet","2000","AkademikerIn","2062","","",""
"Unbefristet","2000","Hauptschule","3645","0.883394979572153","0.873633779520528","0.893156179623777"
"Unbefristet","2000","Realschule","3225","0.847774275950545","0.83641640211186","0.859132149789231"
"Befristet","2001","(Fach-)Abitur","255","","",""
"Befristet","2001","(noch) kein Abschluss","22","","",""
"Befristet","2001","AkademikerIn","211","","",""
"Befristet","2001","Hauptschule","431","0.113978652458159","0.103617981796412","0.124339323119906"
"Befristet","2001","Realschule","556","0.145391167954789","0.133766235327042","0.157016100582535"
"Unbefristet","2001","(Fach-)Abitur","882","0.791216680488891","0.767592134283086","0.814841226694695"
"Unbefristet","2001","(noch) kein Abschluss","125","","",""
"Unbefristet","2001","AkademikerIn","1942","","",""
"Unbefristet","2001","Hauptschule","3183","0.886021347541841","0.875660676880094","0.896382018203588"
"Unbefristet","2001","Realschule","2976","","",""
"Befristet","2002","(Fach-)Abitur","290","","",""
"Befristet","2002","(noch) kein Abschluss","22","","",""
"Befristet","2002","AkademikerIn","254","","",""
"Befristet","2002","Hauptschule","367","0.107062553764708","0.0965213143731124","0.117603793156304"
"Befristet","2002","Realschule","513","0.145089695001493","0.133618401582722","0.156560988420265"
"Unbefristet","2002","(Fach-)Abitur","985","0.785815841935306","0.763296947692055","0.808334736178556"
"Unbefristet","2002","(noch) kein Abschluss","106","","",""
"Unbefristet","2002","AkademikerIn","2481","","",""
"Unbefristet","2002","Hauptschule","2938","","",""
"Unbefristet","2002","Realschule","3108","0.854910304998507","0.843439011579735","0.866381598417279"
"Befristet","2003","(Fach-)Abitur","283","","",""
"Befristet","2003","(noch) kein Abschluss","15","","",""
"Befristet","2003","AkademikerIn","251","","",""
"Befristet","2003","Hauptschule","348","0.11037963793039","0.0992513082973023","0.121507967563478"
"Befristet","2003","Realschule","458","0.132575855804256","0.121193848124617","0.143957863483896"
"Unbefristet","2003","(Fach-)Abitur","944","0.776914486529845","0.753620270216077","0.800208702843614"
"Unbefristet","2003","(noch) kein Abschluss","87","0.79631472223695","0.718157305349873","0.874472139124027"
"Unbefristet","2003","AkademikerIn","2289","","",""
"Unbefristet","2003","Hauptschule","2698","","",""
"Unbefristet","2003","Realschule","2952","","",""
"Befristet","2004","(Fach-)Abitur","270","","",""
"Befristet","2004","(noch) kein Abschluss","13","","",""
"Befristet","2004","AkademikerIn","261","","",""
"Befristet","2004","Hauptschule","332","0.11484530263878","0.103133585765321","0.126557019512239"
"Befristet","2004","Realschule","459","0.135258001922817","0.123537867879942","0.146978135965692"
"Unbefristet","2004","(Fach-)Abitur","956","0.788097064695261","0.765222059718034","0.810972069672488"
"Unbefristet","2004","(noch) kein Abschluss","77","0.871299809133835","0.802116673612787","0.940482944654882"
"Unbefristet","2004","AkademikerIn","2229","","",""
"Unbefristet","2004","Hauptschule","2515","","",""
"Unbefristet","2004","Realschule","2812","","",""
"Befristet","2005","(Fach-)Abitur","225","","",""
"Befristet","2005","(noch) kein Abschluss","16","","",""
"Befristet","2005","AkademikerIn","211","","",""
"Befristet","2005","Hauptschule","292","","",""
"Befristet","2005","Realschule","414","0.136886158453711","0.124941325929314","0.148830990978107"
"Unbefristet","2005","(Fach-)Abitur","974","0.818859340623015","0.797059610091327","0.840659071154704"
"Unbefristet","2005","(noch) kein Abschluss","72","0.842064568749444","0.76587083827999","0.918258299218898"
"Unbefristet","2005","AkademikerIn","2210","","",""
"Unbefristet","2005","Hauptschule","2365","","",""
"Unbefristet","2005","Realschule","2767","","",""
"Befristet","2006","(Fach-)Abitur","234","","",""
"Befristet","2006","(noch) kein Abschluss","12","","",""
"Befristet","2006","AkademikerIn","254","","",""
"Befristet","2006","Hauptschule","312","0.12218104849919","0.109934233384169","0.134427863614211"
"Befristet","2006","Realschule","463","0.148135985228518","0.136092275224563","0.160179695232473"
"Unbefristet","2006","(Fach-)Abitur","1016","","",""
"Unbefristet","2006","(noch) kein Abschluss","64","0.844949882160579","0.76357454142504","0.926325222896118"
"Unbefristet","2006","AkademikerIn","2324","","",""
"Unbefristet","2006","Hauptschule","2435","","",""
"Unbefristet","2006","Realschule","2879","","",""
"Befristet","2007","(Fach-)Abitur","266","","",""
"Befristet","2007","(noch) kein Abschluss","12","","",""
"Befristet","2007","AkademikerIn","258","","",""
"Befristet","2007","Hauptschule","299","","",""
"Befristet","2007","Realschule","424","0.139226355822902","0.127186728259788","0.151265983386015"
"Unbefristet","2007","(Fach-)Abitur","982","0.768799374594057","0.74540875040526","0.792189998782854"
"Unbefristet","2007","(noch) kein Abschluss","53","0.823299309237434","0.730575895615307","0.916022722859561"
"Unbefristet","2007","AkademikerIn","2196","","",""
"Unbefristet","2007","Hauptschule","2280","","",""
"Unbefristet","2007","Realschule","2752","","",""
"Befristet","2008","(Fach-)Abitur","251","","",""
"Befristet","2008","(noch) kein Abschluss","17","","",""
"Befristet","2008","AkademikerIn","251","","",""
"Befristet","2008","Hauptschule","260","","",""
"Befristet","2008","Realschule","444","0.157153196376284","0.144366327012172","0.169940065740395"
"Unbefristet","2008","(Fach-)Abitur","905","0.778888968888703","0.754966160847696","0.802811776929709"
"Unbefristet","2008","(noch) kein Abschluss","54","0.781707113678311","0.685620975177876","0.877793252178747"
"Unbefristet","2008","AkademikerIn","2114","","",""
"Unbefristet","2008","Hauptschule","2173","","",""
"Unbefristet","2008","Realschule","2668","","",""
"Befristet","2009","(Fach-)Abitur","248","","",""
"Befristet","2009","(noch) kein Abschluss","15","","",""
"Befristet","2009","AkademikerIn","245","","",""
"Befristet","2009","Hauptschule","251","","",""
"Befristet","2009","Realschule","391","0.146393183167842","0.133602097704122","0.159184268631562"
"Unbefristet","2009","(Fach-)Abitur","841","0.76311865789018","0.737866667543863","0.788370648236496"
"Unbefristet","2009","(noch) kein Abschluss","45","0.857030731683786","0.768459637321172","0.945601826046401"
"Unbefristet","2009","AkademikerIn","1992","","",""
"Unbefristet","2009","Hauptschule","1919","","",""
"Unbefristet","2009","Realschule","2543","","",""
"Befristet","2010","(Fach-)Abitur","326","0.231063772599098","0.210756098592843","0.251371446605353"
"Befristet","2010","(noch) kein Abschluss","30","0.172355154864597","0.107430363815845","0.237279945913349"
"Befristet","2010","AkademikerIn","401","0.129996739207754","0.118069491353122","0.141923987062386"
"Befristet","2010","Hauptschule","394","0.118212720989083","0.106421307508137","0.130004134470029"
"Befristet","2010","Realschule","560","0.152306792619514","0.141220015692464","0.163393569546564"
"Unbefristet","2010","(Fach-)Abitur","1329","","",""
"Unbefristet","2010","(noch) kein Abschluss","100","","",""
"Unbefristet","2010","AkademikerIn","2653","","",""
"Unbefristet","2010","Hauptschule","2486","","",""
"Unbefristet","2010","Realschule","3475","0.847693207380486","0.836606430453436","0.858779984307536"
"Befristet","2011","(Fach-)Abitur","366","0.211631017935641","0.193743007430743","0.229519028440538"
"Befristet","2011","(noch) kein Abschluss","47","0.312280364967593","0.241994514116006","0.382566215819179"
"Befristet","2011","AkademikerIn","453","0.133281918601913","0.122302237445529","0.144261599758297"
"Befristet","2011","Hauptschule","447","0.120458873428853","0.109549934453015","0.131367812404691"
"Befristet","2011","Realschule","665","0.15182893939128","0.141766799196686","0.161891079585875"
"Unbefristet","2011","(Fach-)Abitur","1637","","",""
"Unbefristet","2011","(noch) kein Abschluss","120","","",""
"Unbefristet","2011","AkademikerIn","3228","0.866718081398087","0.855738400241703","0.877697762554471"
"Unbefristet","2011","Hauptschule","2973","","",""
"Unbefristet","2011","Realschule","4221","0.848171060608719","0.838108920414125","0.858233200803314"
"Befristet","2012","(Fach-)Abitur","419","0.227441933002988","0.209405947596445","0.24547791840953"
"Befristet","2012","(noch) kein Abschluss","57","0.262941548283607","0.201310347612208","0.324572748955006"
"Befristet","2012","AkademikerIn","448","0.145991540720633","0.134431509080444","0.157551572360821"
"Befristet","2012","Hauptschule","487","0.120947060338918","0.110004664904356","0.131889455773481"
"Befristet","2012","Realschule","684","0.140215557108521","0.130435788245114","0.149995325971929"
"Unbefristet","2012","(Fach-)Abitur","1656","","",""
"Unbefristet","2012","(noch) kein Abschluss","139","","",""
"Unbefristet","2012","AkademikerIn","3136","0.854008459279367","0.842448427639179","0.865568490919555"
"Unbefristet","2012","Hauptschule","2924","","",""
"Unbefristet","2012","Realschule","4158","0.859784442891479","0.850004674028071","0.869564211754886"
"Befristet","2013","(Fach-)Abitur","574","0.23131126487445","0.215259718522676","0.247362811226225"
"Befristet","2013","(noch) kein Abschluss","104","","",""
"Befristet","2013","AkademikerIn","583","0.149274448710957","0.138262592011279","0.160286305410635"
"Befristet","2013","Hauptschule","653","0.130540647112042","0.12016749144941","0.140913802774675"
"Befristet","2013","Realschule","789","0.144664720629597","0.134806494663265","0.154522946595929"
"Unbefristet","2013","(Fach-)Abitur","2077","","",""
"Unbefristet","2013","(noch) kein Abschluss","212","","",""
"Unbefristet","2013","AkademikerIn","3440","0.850725551289043","0.839713694589365","0.861737407988721"
"Unbefristet","2013","Hauptschule","3399","0.869459352887958","0.859086197225325","0.87983250855059"
"Unbefristet","2013","Realschule","4102","0.855335279370403","0.845477053404071","0.865193505336735"
"Befristet","2014","(Fach-)Abitur","539","0.250922522335317","0.233588298606656","0.268256746063979"
"Befristet","2014","(noch) kein Abschluss","62","0.26546039104227","0.206842887433852","0.324077894650687"
"Befristet","2014","AkademikerIn","505","0.154576305044376","0.142770790908275","0.166381819180477"
"Befristet","2014","Hauptschule","509","0.125689892770209","0.114668065163675","0.136711720376744"
"Befristet","2014","Realschule","656","0.149829253293409","0.139164169444085","0.160494337142733"
"Unbefristet","2014","(Fach-)Abitur","1864","","",""
"Unbefristet","2014","(noch) kein Abschluss","156","","",""
"Unbefristet","2014","AkademikerIn","3097","0.845423694955624","0.833618180819523","0.857229209091725"
"Unbefristet","2014","Hauptschule","2966","","",""
"Unbefristet","2014","Realschule","3646","0.850170746706591","0.839505662857267","0.860835830555915"
"Befristet","2015","(Fach-)Abitur","550","0.212978777712606","0.196910798792613","0.229046756632598"
"Befristet","2015","(noch) kein Abschluss","74","0.327981736670988","0.269901737856037","0.38606173548594"
"Befristet","2015","AkademikerIn","574","0.155858743830641","0.144246358221659","0.167471129439622"
"Befristet","2015","Hauptschule","522","0.14568670429172","0.133693475309874","0.157679933273566"
"Befristet","2015","Realschule","605","0.131498470912806","0.121160455974173","0.141836485851438"
"Unbefristet","2015","(Fach-)Abitur","1944","","",""
"Unbefristet","2015","(noch) kein Abschluss","177","","",""
"Unbefristet","2015","AkademikerIn","3174","0.844141256169359","0.832528870560378","0.855753641778341"
"Unbefristet","2015","Hauptschule","2802","","",""
"Unbefristet","2015","Realschule","3500","0.868501529087194","0.858163514148562","0.878839544025827"
"Befristet","2016","(Fach-)Abitur","531","0.22264268039449","0.205925407690584","0.239359953098397"
"Befristet","2016","(noch) kein Abschluss","108","","",""
"Befristet","2016","AkademikerIn","555","0.153232103383612","0.141240123659682","0.165224083107542"
"Befristet","2016","Hauptschule","538","0.1335258662879","0.121460369947241","0.145591362628558"
"Befristet","2016","Realschule","549","0.14530404458038","0.134047365710147","0.156560723450613"
"Unbefristet","2016","(Fach-)Abitur","1848","","",""
"Unbefristet","2016","(noch) kein Abschluss","187","","",""
"Unbefristet","2016","AkademikerIn","2911","","",""
"Unbefristet","2016","Hauptschule","2515","","",""
"Unbefristet","2016","Realschule","3216","0.85469595541962","0.843439276549387","0.865952634289853"
"Befristet","2017","(Fach-)Abitur","658","0.217880441790257","0.202352679612472","0.233408203968042"
"Befristet","2017","(noch) kein Abschluss","154","","",""
"Befristet","2017","AkademikerIn","644","0.165798708078201","0.154290873007972","0.17730654314843"
"Befristet","2017","Hauptschule","546","0.118589236815612","0.107570221025642","0.129608252605582"
"Befristet","2017","Realschule","559","0.131711204355121","0.121759538595516","0.141662870114726"
"Unbefristet","2017","(Fach-)Abitur","2057","","",""
"Unbefristet","2017","(noch) kein Abschluss","221","","",""
"Unbefristet","2017","AkademikerIn","3368","0.834201291921799","0.82269345685157","0.845709126992028"
"Unbefristet","2017","Hauptschule","2761","","",""
"Unbefristet","2017","Realschule","3877","0.868288795644879","0.858337129885274","0.878240461404484"
"Befristet","2018","(Fach-)Abitur","677","0.218341587353575","0.202819127153613","0.233864047553537"
"Befristet","2018","(noch) kein Abschluss","195","","",""
"Befristet","2018","AkademikerIn","639","0.160237210355704","0.148814981521333","0.171659439190075"
"Befristet","2018","Hauptschule","576","0.130843995876612","0.119087940862442","0.142600050890781"
"Befristet","2018","Realschule","533","0.120873430528623","0.111079919690343","0.130666941366904"
"Unbefristet","2018","(Fach-)Abitur","2044","","",""
"Unbefristet","2018","(noch) kein Abschluss","234","","",""
"Unbefristet","2018","AkademikerIn","3323","0.839762789644296","0.828340560809925","0.851185018478667"
"Unbefristet","2018","Hauptschule","2585","","",""
"Unbefristet","2018","Realschule","3723","0.879126569471377","0.869333058633096","0.888920080309657"
"Befristet","2019","(Fach-)Abitur","634","0.204019109163353","0.188762169162859","0.219276049163846"
"Befristet","2019","(noch) kein Abschluss","271","","",""
"Befristet","2019","AkademikerIn","625","0.150050076235641","0.138953834707985","0.161146317763298"
"Befristet","2019","Hauptschule","528","0.129092123190327","0.116764707660272","0.141419538720382"
"Befristet","2019","Realschule","490","0.112887428965979","0.103128024386123","0.122646833545835"
"Unbefristet","2019","(Fach-)Abitur","2046","","",""
"Unbefristet","2019","(noch) kein Abschluss","265","","",""
"Unbefristet","2019","AkademikerIn","3354","0.849949923764359","0.838853682236702","0.861046165292015"
"Unbefristet","2019","Hauptschule","2314","","",""
"Unbefristet","2019","Realschule","3549","0.887112571034021","0.877353166454165","0.896871975613877"
"Befristet","2020","(Fach-)Abitur","804","0.183529213996415","0.169898132585606","0.197160295407224"
"Befristet","2020","(noch) kein Abschluss","332","0.300141883265877","0.26564327719547","0.334640489336284"
"Befristet","2020","AkademikerIn","742","0.144276302179455","0.133915353650147","0.154637250708764"
"Befristet","2020","Hauptschule","561","0.129214065437384","0.117001427032275","0.141426703842493"
"Befristet","2020","Realschule","457","0.10788335906996","0.097938091022048","0.117828627117873"
"Unbefristet","2020","(Fach-)Abitur","2294","","",""
"Unbefristet","2020","(noch) kein Abschluss","346","0.699858116734123","0.665359510663716","0.73435672280453"
"Unbefristet","2020","AkademikerIn","3676","0.855723697820545","0.845362749291236","0.866084646349853"
"Unbefristet","2020","Hauptschule","2337","","",""
"Unbefristet","2020","Realschule","3281","0.89211664093004","0.882171372882127","0.902061908977952"
