,Unnamed: 0,year,bula_h,regtyp,plb0037_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
293,293,1998,North Rhine-Westphalia,Urban regions,Permanent job,0.88929,1251,7244,0.85934,0.93518
294,294,1998,North Rhine-Westphalia,Urban regions,Temporary job,0.11071,166,7244,0.09957,0.12179
295,295,1998,North Rhine-Westphalia,Rural regions,Permanent job,1.0,37,7244,0.83699,1.17853
296,296,1998,Hesse,Urban regions,Permanent job,0.85926,378,7244,0.79633,0.93095
297,297,1998,Hesse,Urban regions,Temporary job,0.14074,48,7244,0.11435,0.16921
298,298,1998,Hesse,Rural regions,Permanent job,1.0,63,7244,0.88141,1.12021
299,299,1998,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.80417,244,7244,0.74896,0.8661
300,300,1998,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.19583,52,7244,0.15538,0.24737
301,301,1998,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,92,7244,0.91051,1.11729
302,302,1998,Baden-Wuerttemberg,Urban regions,Permanent job,0.86768,752,7244,0.82153,0.92142
303,303,1998,Baden-Wuerttemberg,Urban regions,Temporary job,0.13232,113,7244,0.11134,0.15104
304,304,1998,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,84,7244,0.86877,1.12171
305,305,1998,Bavaria,Urban regions,Permanent job,0.91217,429,7244,0.85199,0.97688
306,306,1998,Bavaria,Urban regions,Temporary job,0.08783,45,7244,0.07362,0.10508
307,307,1998,Bavaria,Rural regions,Permanent job,0.89632,456,7244,0.84677,0.95447
308,308,1998,Bavaria,Rural regions,Temporary job,0.10368,52,7244,0.09011,0.12022
309,309,1998,Berlin,Urban regions,Permanent job,0.83733,232,7244,0.78363,0.89202
310,310,1998,Berlin,Urban regions,Temporary job,0.16267,45,7244,0.13005,0.19967
311,311,1998,Brandenburg,Rural regions,Permanent job,0.81545,241,7244,0.74481,0.88254
312,312,1998,Brandenburg,Rural regions,Temporary job,0.18455,49,7244,0.14797,0.22168
313,313,1998,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.82244,151,7244,0.74342,0.89561
314,314,1998,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.17756,31,7244,0.14626,0.21104
315,315,1998,Saxony,Urban regions,Permanent job,0.83194,251,7244,0.78428,0.89725
316,316,1998,Saxony,Urban regions,Temporary job,0.16806,50,7244,0.13421,0.19805
317,317,1998,Saxony,Rural regions,Permanent job,0.80521,266,7244,0.74068,0.86112
318,318,1998,Saxony,Rural regions,Temporary job,0.19479,61,7244,0.17124,0.22144
319,319,1998,Saxony-Anhalt,Urban regions,Permanent job,1.0,58,7244,0.87754,1.1399
320,320,1998,Saxony-Anhalt,Rural regions,Permanent job,0.82321,234,7244,0.75762,0.89382
321,321,1998,Saxony-Anhalt,Rural regions,Temporary job,0.17679,51,7244,0.15262,0.20323
322,322,1998,Thuringa,Urban regions,Permanent job,1.0,92,7244,0.89395,1.10181
323,323,1998,Thuringa,Rural regions,Permanent job,0.7685,193,7244,0.70367,0.845
324,324,1998,Thuringa,Rural regions,Temporary job,0.2315,55,7244,0.2007,0.27249
325,325,1999,Schleswig-Holstein,Urban regions,Permanent job,1.0,85,7140,0.90396,1.09792
326,326,1999,Schleswig-Holstein,Rural regions,Permanent job,1.0,73,7140,0.85063,1.16009
327,327,1999,Hamburg,Urban regions,Permanent job,1.0,67,7140,0.84701,1.16916
328,328,1999,Lower Saxony,Urban regions,Permanent job,0.83436,268,7140,0.77162,0.90995
329,329,1999,Lower Saxony,Urban regions,Temporary job,0.16564,56,7140,0.13392,0.19661
330,330,1999,Lower Saxony,Rural regions,Permanent job,0.86788,269,7140,0.78596,0.93025
331,331,1999,Lower Saxony,Rural regions,Temporary job,0.13212,50,7140,0.11036,0.15531
332,332,1999,Bremen,Urban regions,Permanent job,1.0,32,7140,0.83923,1.16904
333,333,1999,North Rhine-Westphalia,Urban regions,Permanent job,0.89208,1235,7140,0.85678,0.94056
334,334,1999,North Rhine-Westphalia,Urban regions,Temporary job,0.10792,166,7140,0.09706,0.11895
335,335,1999,North Rhine-Westphalia,Rural regions,Permanent job,1.0,38,7140,0.7871,1.20846
336,336,1999,Hesse,Urban regions,Permanent job,0.85779,361,7140,0.79901,0.92048
337,337,1999,Hesse,Urban regions,Temporary job,0.14221,53,7140,0.11491,0.16367
338,338,1999,Hesse,Rural regions,Permanent job,1.0,51,7140,0.83568,1.1895
339,339,1999,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.82489,244,7140,0.77058,0.8915
340,340,1999,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.17511,47,7140,0.14157,0.20442
341,341,1999,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,90,7140,0.87379,1.114
342,342,1999,Baden-Wuerttemberg,Urban regions,Permanent job,0.86816,735,7140,0.80844,0.92587
343,343,1999,Baden-Wuerttemberg,Urban regions,Temporary job,0.13184,106,7140,0.11147,0.15348
344,344,1999,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,84,7140,0.8537,1.16777
345,345,1999,Bavaria,Urban regions,Permanent job,0.87984,423,7140,0.81539,0.9449
346,346,1999,Bavaria,Urban regions,Temporary job,0.12016,60,7140,0.10342,0.13975
347,347,1999,Bavaria,Rural regions,Permanent job,0.88646,454,7140,0.83476,0.9536
348,348,1999,Bavaria,Rural regions,Temporary job,0.11354,57,7140,0.09278,0.13672
349,349,1999,Berlin,Urban regions,Permanent job,0.87368,219,7140,0.80729,0.95859
350,350,1999,Berlin,Urban regions,Temporary job,0.12632,42,7140,0.11095,0.14161
351,351,1999,Brandenburg,Rural regions,Permanent job,0.80597,224,7140,0.7336,0.88347
352,352,1999,Brandenburg,Rural regions,Temporary job,0.19403,56,7140,0.16424,0.2281
353,353,1999,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.83726,152,7140,0.72874,0.91336
354,354,1999,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.16274,36,7140,0.13523,0.19481
355,355,1999,Saxony,Urban regions,Permanent job,0.84594,244,7140,0.78555,0.92271
356,356,1999,Saxony,Urban regions,Temporary job,0.15406,51,7140,0.12933,0.1814
357,357,1999,Saxony,Rural regions,Permanent job,0.81028,248,7140,0.73531,0.87492
358,358,1999,Saxony,Rural regions,Temporary job,0.18972,58,7140,0.16753,0.22057
359,359,1999,Saxony-Anhalt,Urban regions,Permanent job,1.0,57,7140,0.86513,1.18261
360,360,1999,Saxony-Anhalt,Rural regions,Permanent job,0.77277,227,7140,0.69733,0.84689
361,361,1999,Saxony-Anhalt,Rural regions,Temporary job,0.22723,64,7140,0.19863,0.26832
362,362,1999,Thuringa,Urban regions,Permanent job,1.0,98,7140,0.8963,1.10349
363,363,1999,Thuringa,Rural regions,Permanent job,0.74884,195,7140,0.67774,0.83978
364,364,1999,Thuringa,Rural regions,Temporary job,0.25116,65,7140,0.20828,0.30858
365,365,2000,Schleswig-Holstein,Urban regions,Permanent job,1.0,127,11517,0.9143,1.08322
366,366,2000,Schleswig-Holstein,Rural regions,Permanent job,1.0,176,11517,0.91069,1.095
367,367,2000,Hamburg,Urban regions,Permanent job,1.0,133,11517,0.90961,1.08478
368,368,2000,Lower Saxony,Urban regions,Permanent job,0.85295,411,11517,0.81017,0.91355
369,369,2000,Lower Saxony,Urban regions,Temporary job,0.14705,68,11517,0.12965,0.16676
370,370,2000,Lower Saxony,Rural regions,Permanent job,0.83521,420,11517,0.8008,0.87581
371,371,2000,Lower Saxony,Rural regions,Temporary job,0.16479,83,11517,0.14472,0.18701
372,372,2000,Bremen,Urban regions,Permanent job,1.0,79,11517,0.88419,1.10284
373,373,2000,North Rhine-Westphalia,Urban regions,Permanent job,0.86962,2098,11517,0.84765,0.89302
374,374,2000,North Rhine-Westphalia,Urban regions,Temporary job,0.13038,321,11517,0.12259,0.13861
375,375,2000,North Rhine-Westphalia,Rural regions,Permanent job,1.0,56,11517,0.85344,1.17413
376,376,2000,Hesse,Urban regions,Permanent job,0.85598,570,11517,0.82049,0.89784
377,377,2000,Hesse,Urban regions,Temporary job,0.14402,91,11517,0.13025,0.16336
378,378,2000,Hesse,Rural regions,Permanent job,0.7968,114,11517,0.75448,0.86625
379,379,2000,Hesse,Rural regions,Temporary job,0.2032,32,11517,0.16943,0.25234
380,380,2000,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.8706,429,11517,0.82018,0.90901
381,381,2000,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.1294,59,11517,0.1144,0.14724
382,382,2000,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,143,11517,0.93231,1.092
383,383,2000,Baden-Wuerttemberg,Urban regions,Permanent job,0.87052,1167,11517,0.84092,0.90345
384,384,2000,Baden-Wuerttemberg,Urban regions,Temporary job,0.12948,154,11517,0.11819,0.1406
385,385,2000,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,124,11517,0.8978,1.09024
386,386,2000,Bavaria,Urban regions,Permanent job,0.89112,707,11517,0.85298,0.93386
387,387,2000,Bavaria,Urban regions,Temporary job,0.10888,88,11517,0.09568,0.12219
388,388,2000,Bavaria,Rural regions,Permanent job,0.87887,771,11517,0.84098,0.91375
389,389,2000,Bavaria,Rural regions,Temporary job,0.12113,110,11517,0.11136,0.13116
390,390,2000,Berlin,Urban regions,Permanent job,0.90651,354,11517,0.86045,0.94955
391,391,2000,Berlin,Urban regions,Temporary job,0.09349,41,11517,0.0779,0.11299
392,392,2000,Brandenburg,Urban regions,Permanent job,1.0,33,11517,0.85891,1.12736
393,393,2000,Brandenburg,Rural regions,Permanent job,0.78558,350,11517,0.7489,0.82906
394,394,2000,Brandenburg,Rural regions,Temporary job,0.21442,96,11517,0.18476,0.24141
395,395,2000,Mecklenburg-Western Pomerania,Urban regions,Permanent job,1.0,33,11517,0.79571,1.20931
396,396,2000,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.83597,210,11517,0.77673,0.89608
397,397,2000,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.16403,45,11517,0.14154,0.18516
398,398,2000,Saxony,Urban regions,Permanent job,0.81617,345,11517,0.7674,0.85621
399,399,2000,Saxony,Urban regions,Temporary job,0.18383,70,11517,0.15703,0.20723
400,400,2000,Saxony,Rural regions,Permanent job,0.80887,357,11517,0.7617,0.85602
401,401,2000,Saxony,Rural regions,Temporary job,0.19113,83,11517,0.16843,0.21074
402,402,2000,Saxony-Anhalt,Urban regions,Permanent job,1.0,76,11517,0.88817,1.09294
403,403,2000,Saxony-Anhalt,Rural regions,Permanent job,0.80345,325,11517,0.75965,0.85872
404,404,2000,Saxony-Anhalt,Rural regions,Temporary job,0.19655,84,11517,0.17278,0.22089
405,405,2000,Thuringa,Urban regions,Permanent job,1.0,120,11517,0.91977,1.08062
406,406,2000,Thuringa,Rural regions,Permanent job,0.79855,286,11517,0.73764,0.86657
407,407,2000,Thuringa,Rural regions,Temporary job,0.20145,78,11517,0.17695,0.22954
408,408,2001,Schleswig-Holstein,Urban regions,Permanent job,1.0,119,10416,0.90126,1.09285
409,409,2001,Schleswig-Holstein,Rural regions,Permanent job,1.0,150,10416,0.90924,1.0935
410,410,2001,Hamburg,Urban regions,Permanent job,1.0,120,10416,0.91317,1.10278
411,411,2001,Lower Saxony,Urban regions,Permanent job,0.89032,376,10416,0.82776,0.95476
412,412,2001,Lower Saxony,Urban regions,Temporary job,0.10968,55,10416,0.09103,0.12469
413,413,2001,Lower Saxony,Rural regions,Permanent job,0.8263,354,10416,0.78364,0.88945
414,414,2001,Lower Saxony,Rural regions,Temporary job,0.1737,68,10416,0.1472,0.20215
415,415,2001,Bremen,Urban regions,Permanent job,1.0,64,10416,0.85985,1.14069
416,416,2001,North Rhine-Westphalia,Urban regions,Permanent job,0.88158,1940,10416,0.85456,0.90733
417,417,2001,North Rhine-Westphalia,Urban regions,Temporary job,0.11842,267,10416,0.10956,0.12674
418,418,2001,North Rhine-Westphalia,Rural regions,Permanent job,1.0,44,10416,0.85003,1.1516
419,419,2001,Hesse,Urban regions,Permanent job,0.83967,501,10416,0.79266,0.89188
420,420,2001,Hesse,Urban regions,Temporary job,0.16033,82,10416,0.13849,0.17988
421,421,2001,Hesse,Rural regions,Permanent job,1.0,110,10416,0.89749,1.09685
422,422,2001,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.88076,396,10416,0.83484,0.93417
423,423,2001,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.11924,51,10416,0.10102,0.13745
424,424,2001,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,133,10416,0.89635,1.10949
425,425,2001,Baden-Wuerttemberg,Urban regions,Permanent job,0.86808,1051,10416,0.83798,0.90309
426,426,2001,Baden-Wuerttemberg,Urban regions,Temporary job,0.13192,153,10416,0.11854,0.14575
427,427,2001,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,110,10416,0.89152,1.13708
428,428,2001,Bavaria,Urban regions,Permanent job,0.89445,647,10416,0.84926,0.93606
429,429,2001,Bavaria,Urban regions,Temporary job,0.10555,78,10416,0.09408,0.12156
430,430,2001,Bavaria,Rural regions,Permanent job,0.89278,697,10416,0.84824,0.93694
431,431,2001,Bavaria,Rural regions,Temporary job,0.10722,89,10416,0.09699,0.11835
432,432,2001,Berlin,Urban regions,Permanent job,0.87912,347,10416,0.82812,0.93598
433,433,2001,Berlin,Urban regions,Temporary job,0.12088,48,10416,0.10355,0.14218
434,434,2001,Brandenburg,Rural regions,Permanent job,0.77178,324,10416,0.72831,0.81961
435,435,2001,Brandenburg,Rural regions,Temporary job,0.22822,99,10416,0.20095,0.25666
436,436,2001,Mecklenburg-Western Pomerania,Urban regions,Permanent job,1.0,31,10416,0.77689,1.21518
437,437,2001,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.79655,187,10416,0.728,0.86429
438,438,2001,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.20345,47,10416,0.1717,0.23421
439,439,2001,Saxony,Urban regions,Permanent job,0.82409,326,10416,0.75091,0.88424
440,440,2001,Saxony,Urban regions,Temporary job,0.17591,63,10416,0.15093,0.20025
441,441,2001,Saxony,Rural regions,Permanent job,0.80605,328,10416,0.75486,0.85814
442,442,2001,Saxony,Rural regions,Temporary job,0.19395,78,10416,0.17202,0.21859
443,443,2001,Saxony-Anhalt,Urban regions,Permanent job,1.0,74,10416,0.90455,1.10045
444,444,2001,Saxony-Anhalt,Rural regions,Permanent job,0.80157,304,10416,0.74616,0.84783
445,445,2001,Saxony-Anhalt,Rural regions,Temporary job,0.19843,75,10416,0.16686,0.23884
446,446,2001,Thuringa,Urban regions,Permanent job,1.0,114,10416,0.89556,1.11356
447,447,2001,Thuringa,Rural regions,Permanent job,0.77014,245,10416,0.71001,0.83215
448,448,2001,Thuringa,Rural regions,Temporary job,0.22986,71,10416,0.20031,0.26118
449,449,2002,Schleswig-Holstein,Urban regions,Permanent job,1.0,126,10980,0.88023,1.11535
450,450,2002,Schleswig-Holstein,Rural regions,Permanent job,1.0,170,10980,0.88882,1.10841
451,451,2002,Hamburg,Urban regions,Permanent job,1.0,148,10980,0.86732,1.12301
452,452,2002,Lower Saxony,Urban regions,Permanent job,0.88767,387,10980,0.81881,0.95907
453,453,2002,Lower Saxony,Urban regions,Temporary job,0.11233,61,10980,0.08767,0.14135
454,454,2002,Lower Saxony,Rural regions,Permanent job,0.85983,416,10980,0.81087,0.93067
455,455,2002,Lower Saxony,Rural regions,Temporary job,0.14017,68,10980,0.11602,0.17033
456,456,2002,Bremen,Urban regions,Permanent job,1.0,67,10980,0.83455,1.18814
457,457,2002,North Rhine-Westphalia,Urban regions,Permanent job,0.88727,2013,10980,0.85572,0.91829
458,458,2002,North Rhine-Westphalia,Urban regions,Temporary job,0.11273,270,10980,0.10345,0.12398
459,459,2002,North Rhine-Westphalia,Rural regions,Permanent job,1.0,41,10980,0.76825,1.25068
460,460,2002,Hesse,Urban regions,Permanent job,0.8455,596,10980,0.79768,0.91315
461,461,2002,Hesse,Urban regions,Temporary job,0.1545,83,10980,0.13052,0.1858
462,462,2002,Hesse,Rural regions,Permanent job,1.0,118,10980,0.863,1.13555
463,463,2002,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.8712,398,10980,0.80922,0.93585
464,464,2002,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.1288,59,10980,0.10798,0.15149
465,465,2002,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,0.8019,140,10980,0.68277,0.9136
466,466,2002,"Rhineland-Palatinate, Saarland",Rural regions,Temporary job,0.1981,31,10980,0.15546,0.24243
467,467,2002,Baden-Wuerttemberg,Urban regions,Permanent job,0.87306,1146,10980,0.84306,0.91916
468,468,2002,Baden-Wuerttemberg,Urban regions,Temporary job,0.12694,151,10980,0.11008,0.14713
469,469,2002,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,112,10980,0.8324,1.14847
470,470,2002,Bavaria,Urban regions,Permanent job,0.88456,729,10980,0.82598,0.932
471,471,2002,Bavaria,Urban regions,Temporary job,0.11544,84,10980,0.09332,0.14082
472,472,2002,Bavaria,Rural regions,Permanent job,0.86666,696,10980,0.81541,0.93416
473,473,2002,Bavaria,Rural regions,Temporary job,0.13334,104,10980,0.11517,0.15692
474,474,2002,Berlin,Urban regions,Permanent job,0.84955,345,10980,0.78019,0.93063
475,475,2002,Berlin,Urban regions,Temporary job,0.15045,59,10980,0.12133,0.18148
476,476,2002,Brandenburg,Urban regions,Permanent job,1.0,31,10980,0.7929,1.24946
477,477,2002,Brandenburg,Rural regions,Permanent job,0.80978,337,10980,0.74992,0.87292
478,478,2002,Brandenburg,Rural regions,Temporary job,0.19022,72,10980,0.15695,0.23115
479,479,2002,Mecklenburg-Western Pomerania,Urban regions,Permanent job,1.0,37,10980,0.68027,1.26544
480,480,2002,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.77062,175,10980,0.68752,0.86371
481,481,2002,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.22938,49,10980,0.18779,0.2699
482,482,2002,Saxony,Urban regions,Permanent job,0.8067,330,10980,0.73473,0.87615
483,483,2002,Saxony,Urban regions,Temporary job,0.1933,64,10980,0.15931,0.23591
484,484,2002,Saxony,Rural regions,Permanent job,0.84981,353,10980,0.77795,0.91048
485,485,2002,Saxony,Rural regions,Temporary job,0.15019,59,10980,0.12365,0.17518
486,486,2002,Saxony-Anhalt,Urban regions,Permanent job,1.0,74,10980,0.87522,1.12744
487,487,2002,Saxony-Anhalt,Rural regions,Permanent job,0.79539,294,10980,0.72052,0.87573
488,488,2002,Saxony-Anhalt,Rural regions,Temporary job,0.20461,67,10980,0.1664,0.24279
489,489,2002,Thuringa,Urban regions,Permanent job,1.0,111,10980,0.8596,1.14074
490,490,2002,Thuringa,Rural regions,Permanent job,0.81362,252,10980,0.73709,0.88079
491,491,2002,Thuringa,Rural regions,Temporary job,0.18638,57,10980,0.14763,0.22202
492,492,2003,Schleswig-Holstein,Urban regions,Permanent job,1.0,111,10229,0.84591,1.15352
493,493,2003,Schleswig-Holstein,Rural regions,Permanent job,1.0,156,10229,0.89621,1.13581
494,494,2003,Hamburg,Urban regions,Permanent job,1.0,133,10229,0.87418,1.14288
495,495,2003,Lower Saxony,Urban regions,Permanent job,0.87728,366,10229,0.8072,0.94738
496,496,2003,Lower Saxony,Urban regions,Temporary job,0.12272,56,10229,0.09008,0.15705
497,497,2003,Lower Saxony,Rural regions,Permanent job,0.85966,389,10229,0.79313,0.9294
498,498,2003,Lower Saxony,Rural regions,Temporary job,0.14034,61,10229,0.11208,0.16758
499,499,2003,Bremen,Urban regions,Permanent job,1.0,61,10229,0.79478,1.19289
500,500,2003,North Rhine-Westphalia,Urban regions,Permanent job,0.88133,1862,10229,0.8506,0.91145
501,501,2003,North Rhine-Westphalia,Urban regions,Temporary job,0.11867,267,10229,0.10721,0.12924
502,502,2003,North Rhine-Westphalia,Rural regions,Permanent job,1.0,34,10229,0.77354,1.24552
503,503,2003,Hesse,Urban regions,Permanent job,0.84704,558,10229,0.79598,0.904
504,504,2003,Hesse,Urban regions,Temporary job,0.15296,69,10229,0.12748,0.18274
505,505,2003,Hesse,Rural regions,Permanent job,1.0,108,10229,0.86672,1.14918
506,506,2003,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.83661,376,10229,0.77232,0.90838
507,507,2003,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.16339,64,10229,0.13563,0.18921
508,508,2003,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,126,10229,0.88263,1.11902
509,509,2003,Baden-Wuerttemberg,Urban regions,Permanent job,0.89036,1084,10229,0.84553,0.93303
510,510,2003,Baden-Wuerttemberg,Urban regions,Temporary job,0.10964,145,10229,0.0928,0.12646
511,511,2003,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,98,10229,0.83904,1.19498
512,512,2003,Bavaria,Urban regions,Permanent job,0.87869,692,10229,0.8172,0.94144
513,513,2003,Bavaria,Urban regions,Temporary job,0.12131,89,10229,0.09753,0.14418
514,514,2003,Bavaria,Rural regions,Permanent job,0.88978,643,10229,0.83522,0.94607
515,515,2003,Bavaria,Rural regions,Temporary job,0.11022,95,10229,0.09478,0.12788
516,516,2003,Berlin,Urban regions,Permanent job,0.83075,318,10229,0.76219,0.90989
517,517,2003,Berlin,Urban regions,Temporary job,0.16925,64,10229,0.14121,0.20523
518,518,2003,Brandenburg,Rural regions,Permanent job,0.80442,320,10229,0.73694,0.87649
519,519,2003,Brandenburg,Rural regions,Temporary job,0.19558,74,10229,0.16075,0.22451
520,520,2003,Mecklenburg-Western Pomerania,Urban regions,Permanent job,1.0,36,10229,0.71019,1.30752
521,521,2003,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.79214,165,10229,0.69949,0.8838
522,522,2003,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.20786,43,10229,0.1701,0.25811
523,523,2003,Saxony,Urban regions,Permanent job,0.85455,315,10229,0.77724,0.92892
524,524,2003,Saxony,Urban regions,Temporary job,0.14545,52,10229,0.11781,0.16577
525,525,2003,Saxony,Rural regions,Permanent job,0.87121,334,10229,0.78915,0.9463
526,526,2003,Saxony,Rural regions,Temporary job,0.12879,52,10229,0.10851,0.15159
527,527,2003,Saxony-Anhalt,Urban regions,Permanent job,1.0,69,10229,0.85913,1.13675
528,528,2003,Saxony-Anhalt,Rural regions,Permanent job,0.84231,280,10229,0.75711,0.91499
529,529,2003,Saxony-Anhalt,Rural regions,Temporary job,0.15769,51,10229,0.12082,0.20535
530,530,2003,Thuringa,Urban regions,Permanent job,1.0,105,10229,0.84991,1.16008
531,531,2003,Thuringa,Rural regions,Permanent job,0.7611,244,10229,0.68086,0.84327
532,532,2003,Thuringa,Rural regions,Temporary job,0.2389,64,10229,0.19501,0.29244
533,533,2004,Schleswig-Holstein,Urban regions,Permanent job,1.0,113,9896,0.84858,1.14218
534,534,2004,Schleswig-Holstein,Rural regions,Permanent job,1.0,144,9896,0.88122,1.12737
535,535,2004,Hamburg,Urban regions,Permanent job,1.0,125,9896,0.84974,1.14856
536,536,2004,Lower Saxony,Urban regions,Permanent job,0.91589,369,9896,0.83574,0.99662
537,537,2004,Lower Saxony,Urban regions,Temporary job,0.08411,46,9896,0.06644,0.1048
538,538,2004,Lower Saxony,Rural regions,Permanent job,0.82866,376,9896,0.75502,0.89291
539,539,2004,Lower Saxony,Rural regions,Temporary job,0.17134,65,9896,0.13831,0.2125
540,540,2004,Bremen,Urban regions,Permanent job,1.0,64,9896,0.80625,1.19628
541,541,2004,North Rhine-Westphalia,Urban regions,Permanent job,0.8716,1794,9896,0.83531,0.90457
542,542,2004,North Rhine-Westphalia,Urban regions,Temporary job,0.1284,256,9896,0.11707,0.14002
543,543,2004,North Rhine-Westphalia,Rural regions,Permanent job,1.0,42,9896,0.76765,1.21594
544,544,2004,Hesse,Urban regions,Permanent job,0.83528,522,9896,0.77182,0.88899
545,545,2004,Hesse,Urban regions,Temporary job,0.16472,80,9896,0.14387,0.19242
546,546,2004,Hesse,Rural regions,Permanent job,1.0,97,9896,0.84712,1.15336
547,547,2004,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.83471,374,9896,0.76712,0.90389
548,548,2004,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.16529,60,9896,0.13077,0.20033
549,549,2004,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,119,9896,0.83685,1.16885
550,550,2004,Baden-Wuerttemberg,Urban regions,Permanent job,0.87142,1017,9896,0.81353,0.91914
551,551,2004,Baden-Wuerttemberg,Urban regions,Temporary job,0.12858,150,9896,0.11154,0.14859
552,552,2004,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,86,9896,0.84564,1.18076
553,553,2004,Bavaria,Urban regions,Permanent job,0.88905,650,9896,0.83746,0.94121
554,554,2004,Bavaria,Urban regions,Temporary job,0.11095,82,9896,0.08745,0.13501
555,555,2004,Bavaria,Rural regions,Permanent job,0.86423,617,9896,0.79792,0.92861
556,556,2004,Bavaria,Rural regions,Temporary job,0.13577,108,9896,0.1119,0.1542
557,557,2004,Berlin,Urban regions,Permanent job,0.78018,305,9896,0.71609,0.85325
558,558,2004,Berlin,Urban regions,Temporary job,0.21982,72,9896,0.18631,0.26323
559,559,2004,Brandenburg,Urban regions,Permanent job,1.0,37,9896,0.79242,1.20837
560,560,2004,Brandenburg,Rural regions,Permanent job,0.81011,287,9896,0.7342,0.90583
561,561,2004,Brandenburg,Rural regions,Temporary job,0.18989,65,9896,0.15831,0.23758
562,562,2004,Mecklenburg-Western Pomerania,Urban regions,Permanent job,1.0,38,9896,0.67633,1.3429
563,563,2004,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.81205,157,9896,0.70035,0.92528
564,564,2004,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.18795,40,9896,0.14858,0.22924
565,565,2004,Saxony,Urban regions,Permanent job,0.83505,300,9896,0.75504,0.918
566,566,2004,Saxony,Urban regions,Temporary job,0.16495,55,9896,0.13097,0.19627
567,567,2004,Saxony,Rural regions,Permanent job,0.84165,314,9896,0.76271,0.91795
568,568,2004,Saxony,Rural regions,Temporary job,0.15835,66,9896,0.13503,0.18252
569,569,2004,Saxony-Anhalt,Urban regions,Permanent job,1.0,69,9896,0.85615,1.15949
570,570,2004,Saxony-Anhalt,Rural regions,Permanent job,0.86111,286,9896,0.79002,0.95744
571,571,2004,Saxony-Anhalt,Rural regions,Temporary job,0.13889,52,9896,0.11098,0.17187
572,572,2004,Thuringa,Urban regions,Permanent job,1.0,101,9896,0.83019,1.19716
573,573,2004,Thuringa,Rural regions,Permanent job,0.79934,235,9896,0.71756,0.90252
574,574,2004,Thuringa,Rural regions,Temporary job,0.20066,61,9896,0.16244,0.24112
575,575,2005,Schleswig-Holstein,Urban regions,Permanent job,1.0,113,9555,0.85982,1.14463
576,576,2005,Schleswig-Holstein,Rural regions,Permanent job,1.0,150,9555,0.86641,1.12855
577,577,2005,Hamburg,Urban regions,Permanent job,1.0,112,9555,0.84407,1.16484
578,578,2005,Lower Saxony,Urban regions,Permanent job,0.88646,349,9555,0.81318,0.9609
579,579,2005,Lower Saxony,Urban regions,Temporary job,0.11354,55,9555,0.08918,0.14141
580,580,2005,Lower Saxony,Rural regions,Permanent job,0.8567,368,9555,0.78869,0.92829
581,581,2005,Lower Saxony,Rural regions,Temporary job,0.1433,51,9555,0.10986,0.17938
582,582,2005,Bremen,Urban regions,Permanent job,1.0,57,9555,0.78761,1.25661
583,583,2005,North Rhine-Westphalia,Urban regions,Permanent job,0.86704,1749,9555,0.83253,0.9036
