year,migback,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,No migration background,Permanent job,0.06038,884,1137,0.04653,0.07423
1993,No migration background,Temporary job,0.01729,253,1137,0.00971,0.02487
1993,Direct migration background,Permanent job,0.04857,117,154,0.01451,0.08264
1993,Direct migration background,Temporary job,0.01594,37,154,-0.00391,0.03578
1993,Indirect migration background,Permanent job,0.02882,51,51,-0.01755,0.07520
1994,No migration background,Permanent job,0.04696,683,999,0.03383,0.06008
1994,No migration background,Temporary job,0.02094,316,999,0.01206,0.02983
1994,Direct migration background,Permanent job,0.03774,87,135,0.00547,0.07001
1994,Direct migration background,Temporary job,0.01597,48,135,-0.00525,0.03720
1994,Indirect migration background,Permanent job,0.03233,61,108,-0.00119,0.06584
1994,Indirect migration background,Temporary job,0.03432,47,108,-0.00018,0.06881
1995,No migration background,Permanent job,0.35886,4767,5450,0.34613,0.37160
1995,No migration background,Temporary job,0.04765,683,5450,0.04199,0.05330
1995,Direct migration background,Permanent job,0.38898,1298,1439,0.36378,0.41418
1995,Direct migration background,Temporary job,0.04850,141,1439,0.03739,0.05960
1995,Indirect migration background,Permanent job,0.10668,189,287,0.07090,0.14246
1995,Indirect migration background,Temporary job,0.06214,98,287,0.03417,0.09012
1996,No migration background,Permanent job,0.35822,4702,5345,0.34536,0.37107
1996,No migration background,Temporary job,0.04499,643,5345,0.03943,0.05055
1996,Direct migration background,Permanent job,0.38969,1207,1332,0.36349,0.41589
1996,Direct migration background,Temporary job,0.04864,125,1332,0.03708,0.06019
1996,Indirect migration background,Permanent job,0.10492,194,288,0.06947,0.14038
1996,Indirect migration background,Temporary job,0.06106,94,288,0.03336,0.08876
1997,No migration background,Permanent job,0.34418,4457,5165,0.33122,0.35714
1997,No migration background,Temporary job,0.04982,708,5165,0.04389,0.05576
1997,Direct migration background,Permanent job,0.39233,1117,1242,0.36516,0.41950
1997,Direct migration background,Temporary job,0.05450,125,1242,0.04187,0.06713
1997,Indirect migration background,Permanent job,0.11610,208,331,0.08154,0.15067
1997,Indirect migration background,Temporary job,0.09112,123,331,0.06007,0.12217
1998,No migration background,Permanent job,0.34750,5095,5865,0.33531,0.35969
1998,No migration background,Temporary job,0.04882,770,5865,0.04330,0.05433
1998,Direct migration background,Permanent job,0.40215,1063,1201,0.37441,0.42989
1998,Direct migration background,Temporary job,0.06072,138,1201,0.04720,0.07423
1998,Indirect migration background,Permanent job,0.11740,211,331,0.08267,0.15214
1998,Indirect migration background,Temporary job,0.08194,120,331,0.05235,0.11153
1999,No migration background,Permanent job,0.35437,5000,5844,0.34211,0.36664
1999,No migration background,Temporary job,0.05369,844,5844,0.04791,0.05947
1999,Direct migration background,Permanent job,0.41128,982,1110,0.38232,0.44024
1999,Direct migration background,Temporary job,0.06192,128,1110,0.04774,0.07611
1999,Indirect migration background,Permanent job,0.14152,235,360,0.10546,0.17758
1999,Indirect migration background,Temporary job,0.08656,125,360,0.05747,0.11565
2000,No migration background,Permanent job,0.33552,8344,9675,0.32611,0.34493
2000,No migration background,Temporary job,0.05080,1331,9675,0.04642,0.05517
2000,Direct migration background,Permanent job,0.37274,1370,1573,0.34883,0.39664
2000,Direct migration background,Temporary job,0.06410,203,1573,0.05199,0.07621
2000,Indirect migration background,Permanent job,0.14836,300,432,0.11480,0.18192
2000,Indirect migration background,Temporary job,0.06314,132,432,0.04018,0.08611
2001,No migration background,Permanent job,0.33698,7597,8791,0.32709,0.34686
2001,No migration background,Temporary job,0.04869,1194,8791,0.04419,0.05319
2001,Direct migration background,Permanent job,0.37079,1237,1416,0.34562,0.39595
2001,Direct migration background,Temporary job,0.06778,179,1416,0.05468,0.08088
2001,Indirect migration background,Permanent job,0.14808,287,419,0.11403,0.18213
2001,Indirect migration background,Temporary job,0.06874,132,419,0.04448,0.09299
2002,No migration background,Permanent job,0.33049,8223,9441,0.32101,0.33998
2002,No migration background,Temporary job,0.04765,1218,9441,0.04335,0.05195
2002,Direct migration background,Permanent job,0.35876,1140,1309,0.33277,0.38475
2002,Direct migration background,Temporary job,0.07092,169,1309,0.05701,0.08484
2002,Indirect migration background,Permanent job,0.12949,279,405,0.09675,0.16223
2002,Indirect migration background,Temporary job,0.07207,126,405,0.04686,0.09729
2003,No migration background,Permanent job,0.32389,7681,8843,0.31413,0.33364
2003,No migration background,Temporary job,0.04737,1162,8843,0.04295,0.05180
2003,Direct migration background,Permanent job,0.35018,1041,1200,0.32318,0.37718
2003,Direct migration background,Temporary job,0.06492,159,1200,0.05098,0.07887
2003,Indirect migration background,Permanent job,0.14629,291,410,0.11204,0.18054
2003,Indirect migration background,Temporary job,0.06768,119,410,0.04334,0.09203
2004,No migration background,Permanent job,0.31909,7353,8552,0.30921,0.32897
2004,No migration background,Temporary job,0.05076,1199,8552,0.04611,0.05541
2004,Direct migration background,Permanent job,0.34955,996,1114,0.32154,0.37756
2004,Direct migration background,Temporary job,0.05416,118,1114,0.04086,0.06746
2004,Indirect migration background,Permanent job,0.14539,289,408,0.11114,0.17963
2004,Indirect migration background,Temporary job,0.07845,119,408,0.05233,0.10457
2005,No migration background,Permanent job,0.33300,7216,8271,0.32284,0.34315
2005,No migration background,Temporary job,0.05111,1055,8271,0.04636,0.05586
2005,Direct migration background,Permanent job,0.36060,938,1043,0.33145,0.38976
2005,Direct migration background,Temporary job,0.05614,105,1043,0.04216,0.07012
2005,Indirect migration background,Permanent job,0.16384,296,413,0.12810,0.19958
2005,Indirect migration background,Temporary job,0.07387,117,413,0.04861,0.09912
2006,No migration background,Permanent job,0.32714,7573,8720,0.31730,0.33699
2006,No migration background,Temporary job,0.05374,1147,8720,0.04900,0.05847
2006,Direct migration background,Permanent job,0.35550,928,1056,0.32662,0.38438
2006,Direct migration background,Temporary job,0.05881,128,1056,0.04461,0.07301
2006,Indirect migration background,Permanent job,0.16012,285,416,0.12484,0.19540
2006,Indirect migration background,Temporary job,0.08025,131,416,0.05411,0.10639
2007,No migration background,Permanent job,0.33633,7221,8356,0.32620,0.34646
2007,No migration background,Temporary job,0.05680,1135,8356,0.05184,0.06176
2007,Direct migration background,Permanent job,0.35261,816,945,0.32213,0.38309
2007,Direct migration background,Temporary job,0.06294,129,945,0.04745,0.07843
2007,Indirect migration background,Permanent job,0.18939,307,443,0.15286,0.22592
2007,Indirect migration background,Temporary job,0.08460,136,443,0.05866,0.11054
2008,No migration background,Permanent job,0.34646,6929,8043,0.33606,0.35686
2008,No migration background,Temporary job,0.06102,1114,8043,0.05579,0.06626
2008,Direct migration background,Permanent job,0.38452,762,882,0.35239,0.41664
2008,Direct migration background,Temporary job,0.06747,120,882,0.05091,0.08403
2008,Indirect migration background,Permanent job,0.22330,319,446,0.18460,0.26199
2008,Indirect migration background,Temporary job,0.08252,127,446,0.05695,0.10808
2009,No migration background,Permanent job,0.34806,6486,7557,0.33732,0.35880
2009,No migration background,Temporary job,0.06113,1071,7557,0.05573,0.06653
2009,Direct migration background,Permanent job,0.37514,650,746,0.34037,0.40990
2009,Direct migration background,Temporary job,0.06148,96,746,0.04423,0.07873
2009,Indirect migration background,Permanent job,0.25098,303,421,0.20951,0.29245
2009,Indirect migration background,Temporary job,0.09458,118,421,0.06659,0.12257
2010,No migration background,Permanent job,0.36052,8622,10099,0.35115,0.36988
2010,No migration background,Temporary job,0.06436,1477,10099,0.05957,0.06914
2010,Direct migration background,Permanent job,0.36702,1104,1324,0.34105,0.39299
2010,Direct migration background,Temporary job,0.06974,220,1324,0.05601,0.08346
2010,Indirect migration background,Permanent job,0.19627,427,574,0.16375,0.22879
2010,Indirect migration background,Temporary job,0.07884,147,574,0.05678,0.10091
2011,No migration background,Permanent job,0.35767,10560,12288,0.34919,0.36614
2011,No migration background,Temporary job,0.06372,1728,12288,0.05940,0.06804
2011,Direct migration background,Permanent job,0.37282,1316,1582,0.34898,0.39666
2011,Direct migration background,Temporary job,0.07140,266,1582,0.05871,0.08409
2011,Indirect migration background,Permanent job,0.19576,535,711,0.16657,0.22494
2011,Indirect migration background,Temporary job,0.08721,176,711,0.06645,0.10796
2012,No migration background,Permanent job,0.35869,10287,12059,0.35013,0.36725
2012,No migration background,Temporary job,0.06304,1772,12059,0.05871,0.06738
2012,Direct migration background,Permanent job,0.40975,1373,1666,0.38612,0.43337
2012,Direct migration background,Temporary job,0.07935,293,1666,0.06637,0.09234
2012,Indirect migration background,Permanent job,0.19433,520,708,0.16516,0.22350
2012,Indirect migration background,Temporary job,0.08923,188,708,0.06821,0.11024
2013,No migration background,Permanent job,0.35283,9768,11521,0.34410,0.36155
2013,No migration background,Temporary job,0.06362,1753,11521,0.05916,0.06808
2013,Direct migration background,Permanent job,0.41602,2881,3647,0.40002,0.43202
2013,Direct migration background,Temporary job,0.09015,766,3647,0.08086,0.09945
2013,Indirect migration background,Permanent job,0.19547,794,1157,0.17261,0.21833
2013,Indirect migration background,Temporary job,0.08438,363,1157,0.06836,0.10041
2014,No migration background,Permanent job,0.35621,8877,10457,0.34703,0.36539
2014,No migration background,Temporary job,0.06654,1580,10457,0.06176,0.07131
2014,Direct migration background,Permanent job,0.40435,2381,2959,0.38666,0.42204
2014,Direct migration background,Temporary job,0.09352,578,2959,0.08303,0.10401
2014,Indirect migration background,Permanent job,0.20463,697,1014,0.17979,0.22948
2014,Indirect migration background,Temporary job,0.09506,317,1014,0.07700,0.11312
2015,No migration background,Permanent job,0.36364,8483,10008,0.35422,0.37307
2015,No migration background,Temporary job,0.06554,1525,10008,0.06069,0.07038
2015,Direct migration background,Permanent job,0.42378,2711,3461,0.40731,0.44024
2015,Direct migration background,Temporary job,0.09925,750,3461,0.08929,0.10922
2015,Indirect migration background,Permanent job,0.20728,642,928,0.18118,0.23337
2015,Indirect migration background,Temporary job,0.09569,286,928,0.07675,0.11462
2016,No migration background,Permanent job,0.36438,7883,9306,0.35460,0.37415
2016,No migration background,Temporary job,0.06784,1423,9306,0.06273,0.07295
2016,Direct migration background,Permanent job,0.40612,2373,3196,0.38909,0.42315
2016,Direct migration background,Temporary job,0.09941,823,3196,0.08904,0.10979
2016,Indirect migration background,Permanent job,0.22064,630,904,0.19359,0.24769
2016,Indirect migration background,Temporary job,0.09521,274,904,0.07606,0.11435
2017,No migration background,Permanent job,0.37534,9404,11041,0.36631,0.38437
2017,No migration background,Temporary job,0.06733,1637,11041,0.06266,0.07201
2017,Direct migration background,Permanent job,0.40661,2425,3301,0.38985,0.42337
2017,Direct migration background,Temporary job,0.09381,876,3301,0.08386,0.10375
2017,Indirect migration background,Permanent job,0.22330,688,983,0.19725,0.24935
2017,Indirect migration background,Temporary job,0.09147,295,983,0.07344,0.10951
2018,No migration background,Permanent job,0.38507,9078,10584,0.37580,0.39435
2018,No migration background,Temporary job,0.06308,1506,10584,0.05845,0.06771
2018,Direct migration background,Permanent job,0.41353,2422,3485,0.39718,0.42988
2018,Direct migration background,Temporary job,0.10478,1063,3485,0.09461,0.11495
2018,Indirect migration background,Permanent job,0.24394,690,1001,0.21732,0.27056
2018,Indirect migration background,Temporary job,0.10552,311,1001,0.08648,0.12456
2019,No migration background,Permanent job,0.39116,8878,10294,0.38173,0.40059
2019,No migration background,Temporary job,0.06116,1416,10294,0.05653,0.06579
2019,Direct migration background,Permanent job,0.41943,2243,3328,0.40266,0.43620
2019,Direct migration background,Temporary job,0.10453,1085,3328,0.09414,0.11493
2019,Indirect migration background,Permanent job,0.24061,673,954,0.21347,0.26775
2019,Indirect migration background,Temporary job,0.09404,281,954,0.07550,0.11257
2020,No migration background,Permanent job,0.39338,8327,9605,0.38361,0.40315
2020,No migration background,Temporary job,0.05802,1278,9605,0.05335,0.06270
2020,Direct migration background,Permanent job,0.42124,3346,4993,0.40754,0.43494
2020,Direct migration background,Temporary job,0.10317,1647,4993,0.09473,0.11161
2020,Indirect migration background,Permanent job,0.23586,681,943,0.20874,0.26297
2020,Indirect migration background,Temporary job,0.08220,262,943,0.06466,0.09975
2021,No migration background,Permanent job,0.39824,6040,6873,0.38667,0.40982
2021,No migration background,Temporary job,0.05339,833,6873,0.04807,0.05870
2021,Direct migration background,Permanent job,0.43117,2033,2749,0.41266,0.44969
2021,Direct migration background,Temporary job,0.10582,716,2749,0.09432,0.11732
2021,Indirect migration background,Permanent job,0.24708,427,580,0.21195,0.28222
2021,Indirect migration background,Temporary job,0.06285,153,580,0.04309,0.08262
2022,No migration background,Permanent job,0.39808,9355,10607,0.38877,0.40740
2022,No migration background,Temporary job,0.05103,1252,10607,0.04684,0.05522
2022,Direct migration background,Permanent job,0.45903,3899,5227,0.44552,0.47254
2022,Direct migration background,Temporary job,0.08601,1328,5227,0.07840,0.09361
2022,Indirect migration background,Permanent job,0.29090,782,947,0.26195,0.31984
2022,Indirect migration background,Temporary job,0.06166,165,947,0.04633,0.07698
