year,bula_h,sampreg,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Hesse,West,Temporary job,0.08564,193,1050,0.06870,0.10257
2014,"Rhineland-Palatinate, Saarland",West,Permanent job,0.33833,694,854,0.30658,0.37009
2014,"Rhineland-Palatinate, Saarland",West,Temporary job,0.07252,160,854,0.05511,0.08992
2014,Baden-Wuerttemberg,West,Permanent job,0.36594,1560,1836,0.34390,0.38798
2014,Baden-Wuerttemberg,West,Temporary job,0.07095,276,1836,0.05920,0.08270
2014,Bavaria,West,Permanent job,0.38739,2095,2465,0.36815,0.40662
2014,Bavaria,West,Temporary job,0.05938,370,2465,0.05005,0.06871
2014,Berlin,West,Permanent job,0.32831,213,271,0.27230,0.38433
2014,Berlin,West,Temporary job,0.09614,58,271,0.06098,0.13131
2014,Berlin,East,Permanent job,0.31954,171,208,0.25602,0.38306
2014,Berlin,East,Temporary job,0.08505,37,208,0.04705,0.12305
2014,Brandenburg,East,Permanent job,0.31136,380,476,0.26971,0.35300
2014,Brandenburg,East,Temporary job,0.05740,96,476,0.03648,0.07832
2014,Mecklenburg-Western Pomerania,East,Permanent job,0.32620,207,269,0.27007,0.38233
2014,Mecklenburg-Western Pomerania,East,Temporary job,0.09786,62,269,0.06229,0.13344
2014,Saxony,East,Permanent job,0.38083,718,849,0.34814,0.41351
2014,Saxony,East,Temporary job,0.08060,131,849,0.06228,0.09893
2014,Saxony-Anhalt,East,Permanent job,0.32897,405,475,0.28667,0.37126
2014,Saxony-Anhalt,East,Temporary job,0.05487,70,475,0.03437,0.07537
2014,Thuringa,East,Permanent job,0.32287,409,499,0.28181,0.36394
2014,Thuringa,East,Temporary job,0.07771,90,499,0.05419,0.10122
2015,Schleswig-Holstein,West,Permanent job,0.36641,389,472,0.32290,0.40993
2015,Schleswig-Holstein,West,Temporary job,0.06021,83,472,0.03873,0.08169
2015,Hamburg,West,Permanent job,0.34754,199,238,0.28692,0.40817
2015,Hamburg,West,Temporary job,0.03608,39,238,0.01234,0.05982
2015,Lower Saxony,West,Permanent job,0.35962,1117,1394,0.33442,0.38482
2015,Lower Saxony,West,Temporary job,0.07917,277,1394,0.06499,0.09335
2015,Bremen,West,Permanent job,0.20235,67,67,0.10542,0.29928
2015,North Rhine-Westphalia,West,Permanent job,0.34436,2361,2915,0.32710,0.36161
2015,North Rhine-Westphalia,West,Temporary job,0.07429,554,2915,0.06477,0.08381
2015,Hesse,West,Permanent job,0.36721,868,1071,0.33832,0.39609
2015,Hesse,West,Temporary job,0.07075,203,1071,0.05539,0.08612
2015,"Rhineland-Palatinate, Saarland",West,Permanent job,0.33618,698,844,0.30429,0.36807
2015,"Rhineland-Palatinate, Saarland",West,Temporary job,0.08155,146,844,0.06307,0.10002
2015,Baden-Wuerttemberg,West,Permanent job,0.36693,1581,1873,0.34510,0.38876
2015,Baden-Wuerttemberg,West,Temporary job,0.07588,292,1873,0.06388,0.08787
2015,Bavaria,West,Permanent job,0.39735,2124,2548,0.37835,0.41636
2015,Bavaria,West,Temporary job,0.06307,424,2548,0.05363,0.07251
2015,Berlin,West,Permanent job,0.30178,204,258,0.24566,0.35791
2015,Berlin,West,Temporary job,0.10525,54,258,0.06773,0.14277
2015,Berlin,East,Permanent job,0.34489,179,225,0.28264,0.40713
2015,Berlin,East,Temporary job,0.08320,46,225,0.04703,0.11937
2015,Brandenburg,East,Permanent job,0.32872,386,469,0.28616,0.37128
2015,Brandenburg,East,Temporary job,0.04583,83,469,0.02688,0.06478
2015,Mecklenburg-Western Pomerania,East,Permanent job,0.34213,213,260,0.28435,0.39991
2015,Mecklenburg-Western Pomerania,East,Temporary job,0.08931,47,260,0.05458,0.12405
2015,Saxony,East,Permanent job,0.40334,671,803,0.36939,0.43729
2015,Saxony,East,Temporary job,0.07506,132,803,0.05682,0.09330
2015,Saxony-Anhalt,East,Permanent job,0.31023,372,439,0.26691,0.35356
2015,Saxony-Anhalt,East,Temporary job,0.07261,67,439,0.04831,0.09691
2015,Thuringa,East,Permanent job,0.33777,407,495,0.29606,0.37947
2015,Thuringa,East,Temporary job,0.06558,88,495,0.04375,0.08741
2016,Schleswig-Holstein,West,Permanent job,0.33239,332,434,0.28802,0.37677
2016,Schleswig-Holstein,West,Temporary job,0.06952,102,434,0.04556,0.09348
2016,Hamburg,West,Permanent job,0.31979,187,220,0.25802,0.38157
2016,Hamburg,West,Temporary job,0.04475,33,220,0.01736,0.07213
2016,Lower Saxony,West,Permanent job,0.35233,1047,1323,0.32658,0.37808
2016,Lower Saxony,West,Temporary job,0.08850,276,1323,0.07319,0.10381
2016,Bremen,West,Permanent job,0.23350,69,69,0.13294,0.33405
2016,North Rhine-Westphalia,West,Permanent job,0.34390,2190,2770,0.32620,0.36159
2016,North Rhine-Westphalia,West,Temporary job,0.09022,580,2770,0.07955,0.10089
2016,Hesse,West,Permanent job,0.35237,748,922,0.32152,0.38322
2016,Hesse,West,Temporary job,0.07127,174,922,0.05465,0.08788
2016,"Rhineland-Palatinate, Saarland",West,Permanent job,0.36446,673,826,0.33162,0.39730
2016,"Rhineland-Palatinate, Saarland",West,Temporary job,0.05785,153,826,0.04191,0.07378
2016,Baden-Wuerttemberg,West,Permanent job,0.38030,1447,1737,0.35746,0.40313
2016,Baden-Wuerttemberg,West,Temporary job,0.06649,290,1737,0.05477,0.07821
2016,Bavaria,West,Permanent job,0.39027,1866,2246,0.37009,0.41045
2016,Bavaria,West,Temporary job,0.06502,380,2246,0.05482,0.07522
2016,Berlin,West,Permanent job,0.32051,193,243,0.26171,0.37930
2016,Berlin,West,Temporary job,0.09178,50,243,0.05540,0.12816
2016,Berlin,East,Permanent job,0.31866,172,209,0.25534,0.38199
2016,Berlin,East,Temporary job,0.08108,37,209,0.04399,0.11818
2016,Brandenburg,East,Permanent job,0.34286,381,458,0.29935,0.38638
2016,Brandenburg,East,Temporary job,0.04274,77,458,0.02419,0.06128
2016,Mecklenburg-Western Pomerania,East,Permanent job,0.37746,214,263,0.31876,0.43616
2016,Mecklenburg-Western Pomerania,East,Temporary job,0.07552,49,263,0.04353,0.10752
2016,Saxony,East,Permanent job,0.38874,647,773,0.35435,0.42313
2016,Saxony,East,Temporary job,0.08164,126,773,0.06232,0.10095
2016,Saxony-Anhalt,East,Permanent job,0.31312,344,426,0.26903,0.35721
2016,Saxony-Anhalt,East,Temporary job,0.06275,82,426,0.03969,0.08580
2016,Thuringa,East,Permanent job,0.33673,376,463,0.29363,0.37982
2016,Thuringa,East,Temporary job,0.08398,87,463,0.05869,0.10928
2017,Schleswig-Holstein,West,Permanent job,0.34018,435,546,0.30040,0.37995
2017,Schleswig-Holstein,West,Temporary job,0.06416,111,546,0.04358,0.08473
2017,Hamburg,West,Permanent job,0.33109,208,252,0.27287,0.38931
2017,Hamburg,West,Temporary job,0.06139,44,252,0.03169,0.09109
2017,Lower Saxony,West,Permanent job,0.35878,1267,1584,0.33515,0.38240
2017,Lower Saxony,West,Temporary job,0.08030,317,1584,0.06691,0.09369
2017,Bremen,West,Permanent job,0.25169,93,124,0.17499,0.32838
2017,Bremen,West,Temporary job,0.11657,31,124,0.05986,0.17328
2017,North Rhine-Westphalia,West,Permanent job,0.35202,2493,3104,0.33522,0.36883
2017,North Rhine-Westphalia,West,Temporary job,0.07826,611,3104,0.06881,0.08771
2017,Hesse,West,Permanent job,0.36389,871,1082,0.33521,0.39257
2017,Hesse,West,Temporary job,0.07503,211,1082,0.05933,0.09074
2017,"Rhineland-Palatinate, Saarland",West,Permanent job,0.37967,736,893,0.34782,0.41152
2017,"Rhineland-Palatinate, Saarland",West,Temporary job,0.06075,157,893,0.04507,0.07642
2017,Baden-Wuerttemberg,West,Permanent job,0.38215,1585,1909,0.36035,0.40396
2017,Baden-Wuerttemberg,West,Temporary job,0.06677,324,1909,0.05557,0.07797
2017,Bavaria,West,Permanent job,0.39274,2107,2558,0.37381,0.41167
2017,Bavaria,West,Temporary job,0.07605,451,2558,0.06578,0.08633
2017,Berlin,West,Permanent job,0.33066,214,284,0.27584,0.38547
2017,Berlin,West,Temporary job,0.11157,70,284,0.07488,0.14825
2017,Berlin,East,Permanent job,0.35031,200,246,0.29057,0.41004
2017,Berlin,East,Temporary job,0.08716,46,246,0.05184,0.12248
2017,Brandenburg,East,Permanent job,0.35653,447,520,0.31532,0.39774
2017,Brandenburg,East,Temporary job,0.03343,73,520,0.01796,0.04889
2017,Mecklenburg-Western Pomerania,East,Permanent job,0.37006,231,290,0.31439,0.42572
2017,Mecklenburg-Western Pomerania,East,Temporary job,0.08228,59,290,0.05060,0.11397
2017,Saxony,East,Permanent job,0.40163,771,901,0.36960,0.43366
2017,Saxony,East,Temporary job,0.06285,130,901,0.04699,0.07870
2017,Saxony-Anhalt,East,Permanent job,0.32813,406,494,0.28668,0.36957
2017,Saxony-Anhalt,East,Temporary job,0.07470,88,494,0.05149,0.09791
2017,Thuringa,East,Permanent job,0.37010,453,538,0.32926,0.41094
2017,Thuringa,East,Temporary job,0.06363,85,538,0.04298,0.08428
2018,Schleswig-Holstein,West,Permanent job,0.36464,439,549,0.32434,0.40494
2018,Schleswig-Holstein,West,Temporary job,0.06388,110,549,0.04340,0.08435
2018,Hamburg,West,Permanent job,0.31988,216,270,0.26414,0.37562
2018,Hamburg,West,Temporary job,0.06032,54,270,0.03187,0.08878
2018,Lower Saxony,West,Permanent job,0.38067,1231,1542,0.35643,0.40492
2018,Lower Saxony,West,Temporary job,0.07884,311,1542,0.06538,0.09229
2018,Bremen,West,Permanent job,0.31073,95,129,0.23056,0.39091
2018,Bremen,West,Temporary job,0.11153,34,129,0.05699,0.16606
2018,North Rhine-Westphalia,West,Permanent job,0.36411,2454,3115,0.34721,0.38101
2018,North Rhine-Westphalia,West,Temporary job,0.08330,661,3115,0.07360,0.09301
2018,Hesse,West,Permanent job,0.37265,820,1066,0.34361,0.40169
2018,Hesse,West,Temporary job,0.07905,246,1066,0.06285,0.09526
2018,"Rhineland-Palatinate, Saarland",West,Permanent job,0.38821,731,913,0.35658,0.41983
2018,"Rhineland-Palatinate, Saarland",West,Temporary job,0.05843,182,913,0.04321,0.07365
2018,Baden-Wuerttemberg,West,Permanent job,0.38948,1452,1751,0.36663,0.41233
2018,Baden-Wuerttemberg,West,Temporary job,0.07036,299,1751,0.05838,0.08235
2018,Bavaria,West,Permanent job,0.39898,2000,2411,0.37942,0.41853
2018,Bavaria,West,Temporary job,0.06641,411,2411,0.05646,0.07635
2018,Berlin,West,Permanent job,0.33664,253,327,0.28535,0.38794
2018,Berlin,West,Temporary job,0.11212,74,327,0.07787,0.14637
2018,Berlin,East,Permanent job,0.37356,185,226,0.31035,0.43677
2018,Berlin,East,Temporary job,0.05912,41,226,0.02831,0.08994
2018,Brandenburg,East,Permanent job,0.36104,447,537,0.32038,0.40170
2018,Brandenburg,East,Temporary job,0.04989,90,537,0.03145,0.06832
2018,Mecklenburg-Western Pomerania,East,Permanent job,0.36479,242,292,0.30948,0.42009
2018,Mecklenburg-Western Pomerania,East,Temporary job,0.05181,50,292,0.02634,0.07728
2018,Saxony,East,Permanent job,0.40979,765,919,0.37798,0.44161
2018,Saxony,East,Temporary job,0.07745,154,919,0.06015,0.09474
2018,Saxony-Anhalt,East,Permanent job,0.32141,414,495,0.28023,0.36260
2018,Saxony-Anhalt,East,Temporary job,0.05783,81,495,0.03724,0.07841
2018,Thuringa,East,Permanent job,0.38219,446,528,0.34070,0.42367
2018,Thuringa,East,Temporary job,0.05826,82,528,0.03826,0.07826
2019,Schleswig-Holstein,West,Permanent job,0.36627,428,541,0.32563,0.40690
2019,Schleswig-Holstein,West,Temporary job,0.07640,113,541,0.05399,0.09880
2019,Hamburg,West,Permanent job,0.36925,223,262,0.31070,0.42780
2019,Hamburg,West,Temporary job,0.02757,39,262,0.00771,0.04744
2019,Lower Saxony,West,Permanent job,0.38272,1200,1512,0.35821,0.40722
2019,Lower Saxony,West,Temporary job,0.06874,312,1512,0.05598,0.08150
2019,Bremen,West,Permanent job,0.34125,93,93,0.24437,0.43814
2019,North Rhine-Westphalia,West,Permanent job,0.36893,2393,3082,0.35189,0.38597
2019,North Rhine-Westphalia,West,Temporary job,0.08421,689,3082,0.07440,0.09402
2019,Hesse,West,Permanent job,0.39509,810,1017,0.36503,0.42515
2019,Hesse,West,Temporary job,0.07796,207,1017,0.06147,0.09444
2019,"Rhineland-Palatinate, Saarland",West,Permanent job,0.37004,681,841,0.33739,0.40269
2019,"Rhineland-Palatinate, Saarland",West,Temporary job,0.06757,160,841,0.05060,0.08455
2019,Baden-Wuerttemberg,West,Permanent job,0.39312,1398,1692,0.36984,0.41640
2019,Baden-Wuerttemberg,West,Temporary job,0.06631,294,1692,0.05445,0.07817
2019,Bavaria,West,Permanent job,0.40175,1903,2288,0.38166,0.42184
2019,Bavaria,West,Temporary job,0.05885,385,2288,0.04920,0.06849
2019,Berlin,West,Permanent job,0.33557,228,311,0.28300,0.38813
2019,Berlin,West,Temporary job,0.12805,83,311,0.09085,0.16524
2019,Berlin,East,Permanent job,0.39041,170,218,0.32550,0.45532
2019,Berlin,East,Temporary job,0.06048,48,218,0.02876,0.09219
2019,Brandenburg,East,Permanent job,0.35524,458,549,0.31517,0.39531
2019,Brandenburg,East,Temporary job,0.05251,91,549,0.03384,0.07119
2019,Mecklenburg-Western Pomerania,East,Permanent job,0.36973,233,277,0.31278,0.42668
2019,Mecklenburg-Western Pomerania,East,Temporary job,0.04832,44,277,0.02302,0.07362
2019,Saxony,East,Permanent job,0.43114,766,891,0.39860,0.46368
2019,Saxony,East,Temporary job,0.06070,125,891,0.04501,0.07638
2019,Saxony-Anhalt,East,Permanent job,0.32534,373,449,0.28196,0.36873
2019,Saxony-Anhalt,East,Temporary job,0.06911,76,449,0.04562,0.09259
2019,Thuringa,East,Permanent job,0.34676,402,485,0.30436,0.38916
2019,Thuringa,East,Temporary job,0.06099,83,485,0.03967,0.08231
2020,Schleswig-Holstein,West,Permanent job,0.38825,443,537,0.34699,0.42951
2020,Schleswig-Holstein,West,Temporary job,0.03982,94,537,0.02327,0.05638
2020,Hamburg,West,Permanent job,0.34232,226,298,0.28836,0.39629
2020,Hamburg,West,Temporary job,0.05749,72,298,0.03102,0.08396
2020,Lower Saxony,West,Permanent job,0.38680,1218,1536,0.36244,0.41116
2020,Lower Saxony,West,Temporary job,0.06033,318,1536,0.04842,0.07224
2020,Bremen,West,Permanent job,0.30410,92,141,0.22789,0.38030
2020,Bremen,West,Temporary job,0.10558,49,141,0.05467,0.15648
2020,North Rhine-Westphalia,West,Permanent job,0.37176,2541,3361,0.35542,0.38810
2020,North Rhine-Westphalia,West,Temporary job,0.07599,820,3361,0.06703,0.08494
2020,Hesse,West,Permanent job,0.37165,875,1128,0.34344,0.39986
2020,Hesse,West,Temporary job,0.07384,253,1128,0.05857,0.08911
2020,"Rhineland-Palatinate, Saarland",West,Permanent job,0.37926,661,826,0.34615,0.41237
2020,"Rhineland-Palatinate, Saarland",West,Temporary job,0.06871,165,826,0.05145,0.08598
2020,Baden-Wuerttemberg,West,Permanent job,0.38044,1445,1810,0.35807,0.40282
2020,Baden-Wuerttemberg,West,Temporary job,0.06658,365,1810,0.05509,0.07807
2020,Bavaria,West,Permanent job,0.40892,2093,2560,0.38988,0.42797
2020,Bavaria,West,Temporary job,0.06313,467,2560,0.05371,0.07256
2020,Berlin,West,Permanent job,0.35132,358,473,0.30825,0.39439
2020,Berlin,West,Temporary job,0.09894,115,473,0.07200,0.12587
2020,Berlin,East,Permanent job,0.35276,211,271,0.29576,0.40975
2020,Berlin,East,Temporary job,0.06759,60,271,0.03764,0.09753
2020,Brandenburg,East,Permanent job,0.38403,456,543,0.34308,0.42498
2020,Brandenburg,East,Temporary job,0.04710,87,543,0.02927,0.06494
2020,Mecklenburg-Western Pomerania,East,Permanent job,0.35966,192,242,0.29907,0.42025
2020,Mecklenburg-Western Pomerania,East,Temporary job,0.04209,50,242,0.01674,0.06744
2020,Saxony,East,Permanent job,0.44473,739,862,0.41154,0.47792
2020,Saxony,East,Temporary job,0.05832,123,862,0.04267,0.07397
2020,Saxony-Anhalt,East,Permanent job,0.36542,392,462,0.32147,0.40938
2020,Saxony-Anhalt,East,Temporary job,0.04814,70,462,0.02860,0.06768
2020,Thuringa,East,Permanent job,0.36813,412,491,0.32543,0.41084
2020,Thuringa,East,Temporary job,0.06648,79,491,0.04442,0.08854
2021,Schleswig-Holstein,West,Permanent job,0.41841,356,421,0.37123,0.46559
2021,Schleswig-Holstein,West,Temporary job,0.03098,65,421,0.01441,0.04755
2021,Hamburg,West,Permanent job,0.37665,174,216,0.31188,0.44142
2021,Hamburg,West,Temporary job,0.05269,42,216,0.02283,0.08255
2021,Lower Saxony,West,Permanent job,0.39006,859,1019,0.36010,0.42003
2021,Lower Saxony,West,Temporary job,0.06959,160,1019,0.05396,0.08522
2021,Bremen,West,Permanent job,0.36741,60,60,0.24439,0.49042
2021,North Rhine-Westphalia,West,Permanent job,0.37601,1759,2179,0.35567,0.39635
2021,North Rhine-Westphalia,West,Temporary job,0.06756,420,2179,0.05702,0.07810
2021,Hesse,West,Permanent job,0.37901,563,714,0.34340,0.41462
2021,Hesse,West,Temporary job,0.06868,151,714,0.05011,0.08724
2021,"Rhineland-Palatinate, Saarland",West,Permanent job,0.35626,410,520,0.31506,0.39747
2021,"Rhineland-Palatinate, Saarland",West,Temporary job,0.06353,110,520,0.04254,0.08451
2021,Baden-Wuerttemberg,West,Permanent job,0.41414,1047,1244,0.38676,0.44153
2021,Baden-Wuerttemberg,West,Temporary job,0.06661,197,1244,0.05275,0.08047
2021,Bavaria,West,Permanent job,0.39472,1346,1570,0.37053,0.41890
2021,Bavaria,West,Temporary job,0.05956,224,1570,0.04785,0.07127
2021,Berlin,West,Permanent job,0.35671,225,288,0.30129,0.41213
2021,Berlin,West,Temporary job,0.08206,63,288,0.05031,0.11381
2021,Berlin,East,Permanent job,0.32534,152,152,0.25061,0.40007
2021,Brandenburg,East,Permanent job,0.40444,316,359,0.35360,0.45528
2021,Brandenburg,East,Temporary job,0.04743,43,359,0.02541,0.06945
2021,Mecklenburg-Western Pomerania,East,Permanent job,0.38546,170,170,0.31208,0.45884
2021,Saxony,East,Permanent job,0.42594,538,612,0.38673,0.46515
2021,Saxony,East,Temporary job,0.05484,74,612,0.03679,0.07290
2021,Saxony-Anhalt,East,Permanent job,0.36886,249,294,0.31361,0.42411
2021,Saxony-Anhalt,East,Temporary job,0.05193,45,294,0.02652,0.07734
2021,Thuringa,East,Permanent job,0.38217,275,317,0.32859,0.43575
2021,Thuringa,East,Temporary job,0.05074,42,317,0.02654,0.07494
2022,Schleswig-Holstein,West,Permanent job,0.41007,492,580,0.37000,0.45013
2022,Schleswig-Holstein,West,Temporary job,0.05390,88,580,0.03551,0.07230
2022,Hamburg,West,Permanent job,0.39127,318,385,0.34245,0.44008
2022,Hamburg,West,Temporary job,0.05233,67,385,0.03006,0.07460
2022,Lower Saxony,West,Permanent job,0.38569,1196,1414,0.36031,0.41107
2022,Lower Saxony,West,Temporary job,0.05103,218,1414,0.03955,0.06250
2022,Bremen,West,Permanent job,0.34680,86,126,0.26336,0.43024
2022,Bremen,West,Temporary job,0.11867,40,126,0.06198,0.17537
2022,North Rhine-Westphalia,West,Permanent job,0.38955,2889,3527,0.37346,0.40565
2022,North Rhine-Westphalia,West,Temporary job,0.06158,638,3527,0.05364,0.06951
2022,Hesse,West,Permanent job,0.40039,921,1118,0.37166,0.42913
2022,Hesse,West,Temporary job,0.06626,197,1118,0.05167,0.08084
2022,"Rhineland-Palatinate, Saarland",West,Permanent job,0.39302,627,779,0.35870,0.42734
2022,"Rhineland-Palatinate, Saarland",West,Temporary job,0.05597,152,779,0.03982,0.07213
2022,Baden-Wuerttemberg,West,Permanent job,0.41579,1780,2138,0.39489,0.43669
2022,Baden-Wuerttemberg,West,Temporary job,0.05771,358,2138,0.04782,0.06759
2022,Bavaria,West,Permanent job,0.40772,2396,2802,0.38952,0.42592
2022,Bavaria,West,Temporary job,0.05385,406,2802,0.04549,0.06221
2022,Berlin,West,Permanent job,0.34836,447,544,0.30829,0.38844
2022,Berlin,West,Temporary job,0.07414,97,544,0.05210,0.09618
2022,Berlin,East,Permanent job,0.40239,384,449,0.35698,0.44780
2022,Berlin,East,Temporary job,0.06415,65,449,0.04146,0.08684
2022,Brandenburg,East,Permanent job,0.38656,492,562,0.34627,0.42686
2022,Brandenburg,East,Temporary job,0.04664,70,562,0.02919,0.06409
2022,Mecklenburg-Western Pomerania,East,Permanent job,0.35542,262,321,0.30297,0.40786
2022,Mecklenburg-Western Pomerania,East,Temporary job,0.07035,59,321,0.04233,0.09837
2022,Saxony,East,Permanent job,0.40823,892,1028,0.37817,0.43829
2022,Saxony,East,Temporary job,0.05261,136,1028,0.03896,0.06627
2022,Saxony-Anhalt,East,Permanent job,0.40050,455,535,0.35894,0.44206
2022,Saxony-Anhalt,East,Temporary job,0.05201,80,535,0.03318,0.07085
2022,Thuringa,East,Permanent job,0.37850,401,477,0.33493,0.42208
2022,Thuringa,East,Temporary job,0.04102,76,477,0.02320,0.05884
