,Unnamed: 0,year,bula_h,rentown,hgeqpnrj,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
328,328,2018,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,431,15129,0.88103,1.11057
329,329,2018,Baden-Wuerttemberg,Owner,Yes,0.10418,101,15129,0.08246,0.1298
330,330,2018,Baden-Wuerttemberg,Owner,No,0.89582,774,15129,0.83334,0.9557
331,331,2018,Baden-Wuerttemberg,Tenant,No,1.0,725,15129,0.93382,1.07202
332,332,2018,Bavaria,Owner,Yes,0.06145,91,15129,0.04743,0.07552
333,333,2018,Bavaria,Owner,No,0.93855,1060,15129,0.88528,0.99945
334,334,2018,Bavaria,Tenant,No,1.0,1231,15129,0.94005,1.06422
335,335,2018,Berlin,Owner,No,1.0,109,15129,0.86637,1.19084
336,336,2018,Berlin,Tenant,No,1.0,573,15129,0.92104,1.08168
337,337,2018,Brandenburg,Owner,No,1.0,248,15129,0.89497,1.11541
338,338,2018,Brandenburg,Tenant,No,1.0,371,15129,0.85541,1.14083
339,339,2018,Mecklenburg-Western Pomerania,Owner,No,1.0,118,15129,0.80696,1.23494
340,340,2018,Mecklenburg-Western Pomerania,Tenant,No,1.0,253,15129,0.88875,1.15184
341,341,2018,Saxony,Owner,No,1.0,320,15129,0.8768,1.11551
342,342,2018,Saxony,Tenant,No,1.0,624,15129,0.91649,1.0908
343,343,2018,Saxony-Anhalt,Owner,No,1.0,209,15129,0.85199,1.14931
344,344,2018,Saxony-Anhalt,Tenant,No,1.0,343,15129,0.87452,1.14468
345,345,2018,Thuringa,Owner,No,1.0,236,15129,0.84473,1.13681
346,346,2018,Thuringa,Tenant,No,1.0,325,15129,0.89501,1.12153
347,347,2019,Schleswig-Holstein,Owner,No,1.0,228,12348,0.88027,1.13625
348,348,2019,Schleswig-Holstein,Tenant,No,1.0,198,12348,0.86656,1.17939
349,349,2019,Hamburg,Owner,No,1.0,67,12348,0.7514,1.23359
350,350,2019,Hamburg,Tenant,No,1.0,203,12348,0.86618,1.12593
351,351,2019,Lower Saxony,Owner,Yes,0.08031,62,12348,0.05948,0.09841
352,352,2019,Lower Saxony,Owner,No,0.91969,628,12348,0.84249,1.0019
353,353,2019,Lower Saxony,Tenant,No,1.0,521,12348,0.90871,1.09596
354,354,2019,Bremen,Owner,No,1.0,38,12348,0.69874,1.45886
355,355,2019,Bremen,Tenant,No,1.0,68,12348,0.78123,1.26953
356,356,2019,North Rhine-Westphalia,Owner,Yes,0.04841,78,12348,0.03617,0.06074
357,357,2019,North Rhine-Westphalia,Owner,No,0.95159,1097,12348,0.89914,1.01599
358,358,2019,North Rhine-Westphalia,Tenant,No,1.0,1396,12348,0.93431,1.05405
359,359,2019,Hesse,Owner,No,1.0,372,12348,0.8938,1.11148
360,360,2019,Hesse,Tenant,No,1.0,408,12348,0.88453,1.08217
361,361,2019,"Rhineland-Palatinate, Saarland",Owner,No,1.0,366,12348,0.91236,1.10074
362,362,2019,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,322,12348,0.85855,1.11213
363,363,2019,Baden-Wuerttemberg,Owner,Yes,0.07569,80,12348,0.05922,0.09609
364,364,2019,Baden-Wuerttemberg,Owner,No,0.92431,664,12348,0.86311,0.9973
365,365,2019,Baden-Wuerttemberg,Tenant,No,1.0,548,12348,0.91107,1.08346
366,366,2019,Bavaria,Owner,Yes,0.06255,84,12348,0.04576,0.0835
367,367,2019,Bavaria,Owner,No,0.93745,917,12348,0.8736,1.00955
368,368,2019,Bavaria,Tenant,No,1.0,928,12348,0.92542,1.06967
369,369,2019,Berlin,Owner,No,1.0,98,12348,0.8231,1.19778
370,370,2019,Berlin,Tenant,No,1.0,450,12348,0.92099,1.09367
371,371,2019,Brandenburg,Owner,No,1.0,236,12348,0.88519,1.12214
372,372,2019,Brandenburg,Tenant,No,1.0,297,12348,0.88029,1.13471
373,373,2019,Mecklenburg-Western Pomerania,Owner,No,1.0,105,12348,0.752,1.25405
374,374,2019,Mecklenburg-Western Pomerania,Tenant,No,1.0,197,12348,0.87344,1.15495
375,375,2019,Saxony,Owner,No,1.0,280,12348,0.88007,1.13475
376,376,2019,Saxony,Tenant,No,1.0,512,12348,0.90712,1.09199
377,377,2019,Saxony-Anhalt,Owner,No,1.0,183,12348,0.84684,1.14762
378,378,2019,Saxony-Anhalt,Tenant,No,1.0,259,12348,0.87166,1.13124
379,379,2019,Thuringa,Owner,No,1.0,205,12348,0.79227,1.18214
380,380,2019,Thuringa,Tenant,No,1.0,253,12348,0.86427,1.13926
381,381,2020,Schleswig-Holstein,Owner,No,1.0,274,16012,0.87179,1.12119
382,382,2020,Schleswig-Holstein,Tenant,No,1.0,250,16012,0.84995,1.13205
383,383,2020,Hamburg,Owner,No,1.0,96,16012,0.82324,1.24019
384,384,2020,Hamburg,Tenant,No,1.0,263,16012,0.86851,1.12182
385,385,2020,Lower Saxony,Owner,Yes,0.05639,41,16012,0.03668,0.07387
386,386,2020,Lower Saxony,Owner,No,0.94361,694,16012,0.8715,1.02048
387,387,2020,Lower Saxony,Tenant,No,1.0,730,16012,0.91583,1.08639
388,388,2020,Bremen,Owner,No,1.0,47,16012,0.67348,1.3961
389,389,2020,Bremen,Tenant,No,1.0,91,16012,0.74257,1.27814
390,390,2020,North Rhine-Westphalia,Owner,Yes,0.03857,92,16012,0.02853,0.04959
391,391,2020,North Rhine-Westphalia,Owner,No,0.96143,1263,16012,0.90193,1.01475
392,392,2020,North Rhine-Westphalia,Tenant,Yes,0.02818,40,16012,0.01887,0.03892
393,393,2020,North Rhine-Westphalia,Tenant,No,0.97182,1985,16012,0.92238,1.02209
394,394,2020,Hesse,Owner,No,1.0,442,16012,0.88687,1.12243
395,395,2020,Hesse,Tenant,No,1.0,630,16012,0.90625,1.09985
396,396,2020,"Rhineland-Palatinate, Saarland",Owner,Yes,0.03981,32,16012,0.02203,0.05679
397,397,2020,"Rhineland-Palatinate, Saarland",Owner,No,0.96019,404,16012,0.87126,1.05484
398,398,2020,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,421,16012,0.87944,1.1166
399,399,2020,Baden-Wuerttemberg,Owner,Yes,0.05592,77,16012,0.04167,0.07198
400,400,2020,Baden-Wuerttemberg,Owner,No,0.94408,801,16012,0.87289,1.01381
401,401,2020,Baden-Wuerttemberg,Tenant,No,1.0,840,16012,0.91242,1.08082
402,402,2020,Bavaria,Owner,Yes,0.05806,105,16012,0.04328,0.07275
403,403,2020,Bavaria,Owner,No,0.94194,1063,16012,0.8833,1.01227
404,404,2020,Bavaria,Tenant,Yes,0.02874,35,16012,0.0154,0.04118
405,405,2020,Bavaria,Tenant,No,0.97126,1404,16012,0.91026,1.04914
406,406,2020,Berlin,Owner,No,1.0,134,16012,0.80356,1.20519
407,407,2020,Berlin,Tenant,No,1.0,714,16012,0.86818,1.0929
408,408,2020,Brandenburg,Owner,Yes,0.06159,33,16012,0.04092,0.08431
409,409,2020,Brandenburg,Owner,No,0.93841,289,16012,0.81539,1.05473
410,410,2020,Brandenburg,Tenant,No,1.0,345,16012,0.88073,1.13696
411,411,2020,Mecklenburg-Western Pomerania,Owner,No,1.0,115,16012,0.81098,1.22295
412,412,2020,Mecklenburg-Western Pomerania,Tenant,No,1.0,211,16012,0.85777,1.18027
413,413,2020,Saxony,Owner,Yes,0.10251,39,16012,0.05817,0.16388
414,414,2020,Saxony,Owner,No,0.89749,327,16012,0.77629,1.00558
415,415,2020,Saxony,Tenant,No,1.0,603,16012,0.92127,1.08417
416,416,2020,Saxony-Anhalt,Owner,No,1.0,223,16012,0.87743,1.16095
417,417,2020,Saxony-Anhalt,Tenant,No,1.0,310,16012,0.86276,1.12545
418,418,2020,Thuringa,Owner,No,1.0,235,16012,0.83252,1.18336
419,419,2020,Thuringa,Tenant,No,1.0,314,16012,0.87112,1.13957
420,420,2021,Schleswig-Holstein,Owner,No,1.0,208,9642,0.83621,1.15313
421,421,2021,Schleswig-Holstein,Tenant,No,1.0,156,9642,0.79669,1.20747
422,422,2021,Hamburg,Owner,No,1.0,70,9642,0.73209,1.33139
423,423,2021,Hamburg,Tenant,No,1.0,165,9642,0.82992,1.15379
424,424,2021,Lower Saxony,Owner,No,1.0,484,9642,0.89773,1.10529
425,425,2021,Lower Saxony,Tenant,No,1.0,432,9642,0.9018,1.11836
426,426,2021,Bremen,Tenant,No,1.0,49,9642,0.73461,1.32319
427,427,2021,North Rhine-Westphalia,Owner,Yes,0.04819,61,9642,0.03062,0.06698
428,428,2021,North Rhine-Westphalia,Owner,No,0.95181,877,9642,0.87838,1.03546
429,429,2021,North Rhine-Westphalia,Tenant,No,1.0,1094,9642,0.92912,1.06812
430,430,2021,Hesse,Owner,No,1.0,274,9642,0.87016,1.13225
431,431,2021,Hesse,Tenant,No,1.0,318,9642,0.84188,1.17134
432,432,2021,"Rhineland-Palatinate, Saarland",Owner,No,1.0,245,9642,0.87067,1.13076
433,433,2021,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,213,9642,0.82402,1.1552
434,434,2021,Baden-Wuerttemberg,Owner,Yes,0.05614,56,9642,0.0419,0.07495
435,435,2021,Baden-Wuerttemberg,Owner,No,0.94386,523,9642,0.85562,1.03062
436,436,2021,Baden-Wuerttemberg,Tenant,No,1.0,456,9642,0.89172,1.1282
437,437,2021,Bavaria,Owner,Yes,0.04503,66,9642,0.03138,0.05841
438,438,2021,Bavaria,Owner,No,0.95497,729,9642,0.86618,1.04498
439,439,2021,Bavaria,Tenant,No,1.0,753,9642,0.90188,1.10405
440,440,2021,Berlin,Owner,No,1.0,93,9642,0.72561,1.24993
441,441,2021,Berlin,Tenant,No,1.0,413,9642,0.8953,1.13356
442,442,2021,Brandenburg,Owner,No,1.0,180,9642,0.83707,1.16448
443,443,2021,Brandenburg,Tenant,No,1.0,195,9642,0.84376,1.16577
444,444,2021,Mecklenburg-Western Pomerania,Owner,No,1.0,87,9642,0.74993,1.26536
445,445,2021,Mecklenburg-Western Pomerania,Tenant,No,1.0,141,9642,0.8089,1.1853
446,446,2021,Saxony,Owner,No,1.0,224,9642,0.85186,1.16034
447,447,2021,Saxony,Tenant,No,1.0,425,9642,0.89887,1.10735
448,448,2021,Saxony-Anhalt,Owner,No,1.0,126,9642,0.79011,1.25857
449,449,2021,Saxony-Anhalt,Tenant,No,1.0,189,9642,0.83723,1.15716
450,450,2021,Thuringa,Owner,No,1.0,151,9642,0.78828,1.24137
451,451,2021,Thuringa,Tenant,No,1.0,189,9642,0.86164,1.14389
