year,age_gr,quintil_oecd,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,30-45 y.,3rd Quintile,Not compensated,0.07541,70,528,0.05287,0.09796
1992,30-45 y.,4th Quintile,Comp. time,0.23188,149,465,0.19347,0.27028
1992,30-45 y.,4th Quintile,Some of both,0.10891,80,465,0.08056,0.13725
1992,30-45 y.,4th Quintile,Paid,0.22054,174,465,0.18281,0.25826
1992,30-45 y.,4th Quintile,Not compensated,0.08010,62,465,0.05540,0.10479
1992,30-45 y.,5th Quintile,Comp. time,0.20374,153,444,0.16623,0.24125
1992,30-45 y.,5th Quintile,Some of both,0.12028,80,444,0.08999,0.15057
1992,30-45 y.,5th Quintile,Paid,0.12485,99,444,0.09407,0.15563
1992,30-45 y.,5th Quintile,Not compensated,0.15682,112,444,0.12296,0.19068
1992,46-65 y.,1st Quintile,Comp. time,0.04570,42,92,0.00279,0.08860
1992,46-65 y.,1st Quintile,Paid,0.05252,50,92,0.00669,0.09836
1992,46-65 y.,2nd Quintile,Comp. time,0.09649,76,235,0.05865,0.13432
1992,46-65 y.,2nd Quintile,Some of both,0.03233,31,235,0.00967,0.05500
1992,46-65 y.,2nd Quintile,Paid,0.12204,97,235,0.08010,0.16398
1992,46-65 y.,2nd Quintile,Not compensated,0.04299,31,235,0.01700,0.06897
1992,46-65 y.,3rd Quintile,Comp. time,0.11994,102,294,0.08274,0.15714
1992,46-65 y.,3rd Quintile,Some of both,0.05376,47,294,0.02793,0.07958
1992,46-65 y.,3rd Quintile,Paid,0.12220,99,294,0.08470,0.15971
1992,46-65 y.,3rd Quintile,Not compensated,0.05457,46,294,0.02856,0.08058
1992,46-65 y.,4th Quintile,Comp. time,0.15129,125,392,0.11577,0.18681
1992,46-65 y.,4th Quintile,Some of both,0.06251,54,392,0.03852,0.08651
1992,46-65 y.,4th Quintile,Paid,0.15161,151,392,0.11606,0.18716
1992,46-65 y.,4th Quintile,Not compensated,0.06943,62,392,0.04424,0.09463
1992,46-65 y.,5th Quintile,Comp. time,0.15728,129,422,0.12250,0.19206
1992,46-65 y.,5th Quintile,Some of both,0.06441,55,422,0.04096,0.08786
1992,46-65 y.,5th Quintile,Paid,0.10818,113,422,0.07851,0.13785
1992,46-65 y.,5th Quintile,Not compensated,0.15053,125,422,0.11637,0.18469
1993,17-29 y.,1st Quintile,Comp. time,0.10639,67,146,0.05620,0.15658
1993,17-29 y.,1st Quintile,Paid,0.09867,79,146,0.05013,0.14721
1993,17-29 y.,2nd Quintile,Comp. time,0.13558,99,265,0.09428,0.17688
1993,17-29 y.,2nd Quintile,Some of both,0.09143,56,265,0.05666,0.12619
1993,17-29 y.,2nd Quintile,Paid,0.15227,110,265,0.10893,0.19561
1993,17-29 y.,3rd Quintile,Comp. time,0.17639,115,295,0.13282,0.21996
1993,17-29 y.,3rd Quintile,Some of both,0.06292,54,295,0.03517,0.09068
1993,17-29 y.,3rd Quintile,Paid,0.15524,126,295,0.11385,0.19664
1993,17-29 y.,4th Quintile,Comp. time,0.20260,136,381,0.16218,0.24301
1993,17-29 y.,4th Quintile,Some of both,0.12199,83,381,0.08909,0.15490
1993,17-29 y.,4th Quintile,Paid,0.16216,120,381,0.12510,0.19922
1993,17-29 y.,4th Quintile,Not compensated,0.06543,42,381,0.04057,0.09029
1993,17-29 y.,5th Quintile,Comp. time,0.24147,137,316,0.19421,0.28873
1993,17-29 y.,5th Quintile,Some of both,0.09347,55,316,0.06133,0.12562
1993,17-29 y.,5th Quintile,Paid,0.18447,92,316,0.14164,0.22730
1993,17-29 y.,5th Quintile,Not compensated,0.05861,32,316,0.03267,0.08455
1993,30-45 y.,1st Quintile,Comp. time,0.10960,89,315,0.07504,0.14415
1993,30-45 y.,1st Quintile,Some of both,0.07145,56,315,0.04296,0.09995
1993,30-45 y.,1st Quintile,Paid,0.17319,139,315,0.13133,0.21505
1993,30-45 y.,1st Quintile,Not compensated,0.04142,31,315,0.01938,0.06346
1993,30-45 y.,2nd Quintile,Comp. time,0.16974,170,540,0.13805,0.20144
1993,30-45 y.,2nd Quintile,Some of both,0.09214,93,540,0.06772,0.11655
1993,30-45 y.,2nd Quintile,Paid,0.21042,217,540,0.17600,0.24483
1993,30-45 y.,2nd Quintile,Not compensated,0.05866,60,540,0.03882,0.07849
1993,30-45 y.,3rd Quintile,Comp. time,0.21954,211,558,0.18516,0.25391
1993,30-45 y.,3rd Quintile,Some of both,0.10093,89,558,0.07591,0.12595
1993,30-45 y.,3rd Quintile,Paid,0.20216,183,558,0.16881,0.23551
1993,30-45 y.,3rd Quintile,Not compensated,0.07564,75,558,0.05368,0.09760
1993,30-45 y.,4th Quintile,Comp. time,0.23582,172,487,0.19808,0.27357
1993,30-45 y.,4th Quintile,Some of both,0.09108,77,487,0.06550,0.11666
1993,30-45 y.,4th Quintile,Paid,0.19805,157,487,0.16262,0.23348
1993,30-45 y.,4th Quintile,Not compensated,0.12061,81,487,0.09166,0.14957
1993,30-45 y.,5th Quintile,Comp. time,0.22385,170,463,0.18584,0.26186
1993,30-45 y.,5th Quintile,Some of both,0.11947,85,463,0.08989,0.14904
1993,30-45 y.,5th Quintile,Paid,0.12340,95,463,0.09341,0.15339
1993,30-45 y.,5th Quintile,Not compensated,0.15521,113,463,0.12219,0.18823
1993,46-65 y.,1st Quintile,Paid,0.04339,31,31,-0.02952,0.11629
1993,46-65 y.,2nd Quintile,Comp. time,0.08247,66,168,0.04075,0.12420
1993,46-65 y.,2nd Quintile,Some of both,0.03874,31,168,0.00947,0.06800
1993,46-65 y.,2nd Quintile,Paid,0.10258,71,168,0.05656,0.14860
1993,46-65 y.,3rd Quintile,Comp. time,0.10735,84,292,0.07178,0.14292
1993,46-65 y.,3rd Quintile,Some of both,0.05191,41,292,0.02642,0.07740
1993,46-65 y.,3rd Quintile,Paid,0.15346,110,292,0.11205,0.19487
1993,46-65 y.,3rd Quintile,Not compensated,0.05940,57,292,0.03224,0.08656
1993,46-65 y.,4th Quintile,Comp. time,0.16745,140,384,0.13005,0.20484
1993,46-65 y.,4th Quintile,Some of both,0.05402,61,384,0.03138,0.07666
1993,46-65 y.,4th Quintile,Paid,0.13187,121,384,0.09798,0.16575
1993,46-65 y.,4th Quintile,Not compensated,0.06258,62,384,0.03832,0.08684
1993,46-65 y.,5th Quintile,Comp. time,0.13617,119,441,0.10412,0.16822
1993,46-65 y.,5th Quintile,Some of both,0.07962,69,441,0.05433,0.10492
1993,46-65 y.,5th Quintile,Paid,0.10311,104,441,0.07470,0.13153
1993,46-65 y.,5th Quintile,Not compensated,0.18241,149,441,0.14632,0.21849
1994,17-29 y.,1st Quintile,Comp. time,0.11878,72,143,0.06556,0.17199
1994,17-29 y.,1st Quintile,Paid,0.09163,71,143,0.04418,0.13908
1994,17-29 y.,2nd Quintile,Comp. time,0.15291,101,243,0.10756,0.19825
1994,17-29 y.,2nd Quintile,Some of both,0.05897,35,243,0.02929,0.08864
1994,17-29 y.,2nd Quintile,Paid,0.15196,107,243,0.10673,0.19719
1994,17-29 y.,3rd Quintile,Comp. time,0.19222,126,304,0.14785,0.23659
1994,17-29 y.,3rd Quintile,Some of both,0.08320,52,304,0.05210,0.11430
1994,17-29 y.,3rd Quintile,Paid,0.11350,85,304,0.07779,0.14922
1994,17-29 y.,3rd Quintile,Not compensated,0.06068,41,304,0.03380,0.08757
1994,17-29 y.,4th Quintile,Comp. time,0.22791,147,387,0.18606,0.26975
1994,17-29 y.,4th Quintile,Some of both,0.14197,99,387,0.10715,0.17679
1994,17-29 y.,4th Quintile,Paid,0.12668,105,387,0.09350,0.15987
1994,17-29 y.,4th Quintile,Not compensated,0.03724,36,387,0.01835,0.05613
1994,17-29 y.,5th Quintile,Comp. time,0.23754,125,305,0.18970,0.28538
1994,17-29 y.,5th Quintile,Some of both,0.11050,60,305,0.07526,0.14574
1994,17-29 y.,5th Quintile,Paid,0.16179,83,305,0.12039,0.20319
1994,17-29 y.,5th Quintile,Not compensated,0.06958,37,305,0.04098,0.09819
1994,30-45 y.,1st Quintile,Comp. time,0.10707,77,224,0.06649,0.14765
1994,30-45 y.,1st Quintile,Some of both,0.05576,43,224,0.02564,0.08588
1994,30-45 y.,1st Quintile,Paid,0.15157,104,224,0.10450,0.19863
1994,30-45 y.,2nd Quintile,Comp. time,0.18355,180,527,0.15047,0.21663
1994,30-45 y.,2nd Quintile,Some of both,0.10030,96,527,0.07463,0.12597
1994,30-45 y.,2nd Quintile,Paid,0.18773,181,527,0.15436,0.22111
1994,30-45 y.,2nd Quintile,Not compensated,0.08044,70,527,0.05720,0.10368
1994,30-45 y.,3rd Quintile,Comp. time,0.23254,235,573,0.19792,0.26716
1994,30-45 y.,3rd Quintile,Some of both,0.10046,91,573,0.07582,0.12509
1994,30-45 y.,3rd Quintile,Paid,0.20915,181,573,0.17582,0.24248
1994,30-45 y.,3rd Quintile,Not compensated,0.07059,66,573,0.04960,0.09159
1994,30-45 y.,4th Quintile,Comp. time,0.26746,182,499,0.22859,0.30634
1994,30-45 y.,4th Quintile,Some of both,0.10024,87,499,0.07387,0.12662
1994,30-45 y.,4th Quintile,Paid,0.19871,149,499,0.16366,0.23376
1994,30-45 y.,4th Quintile,Not compensated,0.10900,81,499,0.08162,0.13637
1994,30-45 y.,5th Quintile,Comp. time,0.23201,177,483,0.19433,0.26970
1994,30-45 y.,5th Quintile,Some of both,0.12806,100,483,0.09823,0.15790
1994,30-45 y.,5th Quintile,Paid,0.11849,86,483,0.08964,0.14735
1994,30-45 y.,5th Quintile,Not compensated,0.16095,120,483,0.12814,0.19375
1994,46-65 y.,1st Quintile,Comp. time,0.03671,31,63,-0.01010,0.08352
1994,46-65 y.,1st Quintile,Paid,0.04457,32,63,-0.00680,0.09594
1994,46-65 y.,2nd Quintile,Comp. time,0.08868,67,144,0.04208,0.13527
1994,46-65 y.,2nd Quintile,Paid,0.12168,77,144,0.06810,0.17526
1994,46-65 y.,3rd Quintile,Comp. time,0.12906,106,291,0.09048,0.16765
1994,46-65 y.,3rd Quintile,Some of both,0.04356,40,291,0.02006,0.06705
1994,46-65 y.,3rd Quintile,Paid,0.12337,95,291,0.08552,0.16122
1994,46-65 y.,3rd Quintile,Not compensated,0.05062,50,291,0.02539,0.07585
1994,46-65 y.,4th Quintile,Comp. time,0.16524,136,375,0.12760,0.20288
1994,46-65 y.,4th Quintile,Some of both,0.06623,56,375,0.04102,0.09143
1994,46-65 y.,4th Quintile,Paid,0.13490,114,375,0.10028,0.16952
1994,46-65 y.,4th Quintile,Not compensated,0.07171,69,375,0.04556,0.09786
1994,46-65 y.,5th Quintile,Comp. time,0.18291,152,455,0.14735,0.21847
1994,46-65 y.,5th Quintile,Some of both,0.08021,72,455,0.05522,0.10519
1994,46-65 y.,5th Quintile,Paid,0.08845,95,455,0.06233,0.11457
1994,46-65 y.,5th Quintile,Not compensated,0.16232,136,455,0.12840,0.19624
1995,17-29 y.,1st Quintile,Comp. time,0.11254,80,201,0.06874,0.15634
1995,17-29 y.,1st Quintile,Some of both,0.05494,34,201,0.02336,0.08653
1995,17-29 y.,1st Quintile,Paid,0.09592,87,201,0.05511,0.13673
1995,17-29 y.,2nd Quintile,Comp. time,0.13882,97,235,0.09452,0.18312
1995,17-29 y.,2nd Quintile,Some of both,0.07141,41,235,0.03842,0.10441
1995,17-29 y.,2nd Quintile,Paid,0.11688,97,235,0.07571,0.15804
1995,17-29 y.,3rd Quintile,Comp. time,0.21155,123,325,0.16708,0.25602
1995,17-29 y.,3rd Quintile,Some of both,0.08873,55,325,0.05776,0.11969
1995,17-29 y.,3rd Quintile,Paid,0.15386,113,325,0.11457,0.19315
1995,17-29 y.,3rd Quintile,Not compensated,0.05244,34,325,0.02817,0.07672
1995,17-29 y.,4th Quintile,Comp. time,0.20347,150,384,0.16315,0.24379
1995,17-29 y.,4th Quintile,Some of both,0.11222,82,384,0.08061,0.14383
1995,17-29 y.,4th Quintile,Paid,0.14438,108,384,0.10917,0.17958
1995,17-29 y.,4th Quintile,Not compensated,0.07522,44,384,0.04880,0.10163
1995,17-29 y.,5th Quintile,Comp. time,0.28225,132,288,0.23017,0.33432
1995,17-29 y.,5th Quintile,Some of both,0.12191,65,288,0.08406,0.15977
1995,17-29 y.,5th Quintile,Paid,0.09405,58,288,0.06028,0.12782
1995,17-29 y.,5th Quintile,Not compensated,0.06442,33,288,0.03602,0.09282
1995,30-45 y.,1st Quintile,Comp. time,0.11515,86,280,0.07769,0.15260
1995,30-45 y.,1st Quintile,Some of both,0.04171,47,280,0.01825,0.06517
1995,30-45 y.,1st Quintile,Paid,0.16937,147,280,0.12536,0.21339
1995,30-45 y.,2nd Quintile,Comp. time,0.19677,210,555,0.16366,0.22988
1995,30-45 y.,2nd Quintile,Some of both,0.09205,94,555,0.06798,0.11613
1995,30-45 y.,2nd Quintile,Paid,0.17463,193,555,0.14302,0.20625
1995,30-45 y.,2nd Quintile,Not compensated,0.06404,58,555,0.04365,0.08442
1995,30-45 y.,3rd Quintile,Comp. time,0.26102,246,607,0.22606,0.29599
1995,30-45 y.,3rd Quintile,Some of both,0.10867,108,607,0.08389,0.13345
1995,30-45 y.,3rd Quintile,Paid,0.19833,193,607,0.16658,0.23008
1995,30-45 y.,3rd Quintile,Not compensated,0.05610,60,607,0.03778,0.07442
1995,30-45 y.,4th Quintile,Comp. time,0.26666,220,564,0.23014,0.30319
1995,30-45 y.,4th Quintile,Some of both,0.12424,107,564,0.09699,0.15149
1995,30-45 y.,4th Quintile,Paid,0.18998,148,564,0.15757,0.22238
1995,30-45 y.,4th Quintile,Not compensated,0.11373,89,564,0.08751,0.13996
1995,30-45 y.,5th Quintile,Comp. time,0.23090,186,514,0.19444,0.26737
1995,30-45 y.,5th Quintile,Some of both,0.15435,121,514,0.12308,0.18561
1995,30-45 y.,5th Quintile,Paid,0.10536,86,514,0.07879,0.13193
1995,30-45 y.,5th Quintile,Not compensated,0.17240,121,514,0.13972,0.20509
1995,46-65 y.,1st Quintile,Paid,0.04769,37,37,-0.02192,0.11731
1995,46-65 y.,2nd Quintile,Comp. time,0.06649,58,141,0.02522,0.10776
1995,46-65 y.,2nd Quintile,Paid,0.10251,83,141,0.05227,0.15275
1995,46-65 y.,3rd Quintile,Comp. time,0.12390,107,293,0.08611,0.16169
1995,46-65 y.,3rd Quintile,Some of both,0.04918,43,293,0.02438,0.07398
1995,46-65 y.,3rd Quintile,Paid,0.12261,98,293,0.08499,0.16023
1995,46-65 y.,3rd Quintile,Not compensated,0.05678,45,293,0.03024,0.08333
1995,46-65 y.,4th Quintile,Comp. time,0.18112,147,431,0.14472,0.21752
1995,46-65 y.,4th Quintile,Some of both,0.06724,68,431,0.04357,0.09091
1995,46-65 y.,4th Quintile,Paid,0.15997,144,431,0.12532,0.19462
1995,46-65 y.,4th Quintile,Not compensated,0.06344,72,431,0.04040,0.08648
1995,46-65 y.,5th Quintile,Comp. time,0.18786,175,490,0.15324,0.22248
1995,46-65 y.,5th Quintile,Some of both,0.08726,87,490,0.06225,0.11228
1995,46-65 y.,5th Quintile,Paid,0.08082,77,490,0.05666,0.10498
1995,46-65 y.,5th Quintile,Not compensated,0.17103,151,490,0.13766,0.20441
1996,17-29 y.,1st Quintile,Comp. time,0.11583,87,203,0.07170,0.15996
1996,17-29 y.,1st Quintile,Some of both,0.05606,41,203,0.02434,0.08778
1996,17-29 y.,1st Quintile,Paid,0.10965,75,203,0.06656,0.15273
1996,17-29 y.,2nd Quintile,Comp. time,0.13852,94,240,0.09472,0.18231
1996,17-29 y.,2nd Quintile,Some of both,0.06500,45,240,0.03375,0.09626
1996,17-29 y.,2nd Quintile,Paid,0.15122,101,240,0.10580,0.19664
1996,17-29 y.,3rd Quintile,Comp. time,0.24258,138,258,0.19017,0.29499
1996,17-29 y.,3rd Quintile,Some of both,0.06429,43,258,0.03430,0.09428
1996,17-29 y.,3rd Quintile,Paid,0.12729,77,258,0.08654,0.16804
1996,17-29 y.,4th Quintile,Comp. time,0.28636,177,372,0.24036,0.33236
1996,17-29 y.,4th Quintile,Some of both,0.09949,61,372,0.06903,0.12995
1996,17-29 y.,4th Quintile,Paid,0.12450,89,372,0.09090,0.15809
1996,17-29 y.,4th Quintile,Not compensated,0.06341,45,372,0.03861,0.08821
1996,17-29 y.,5th Quintile,Comp. time,0.21463,108,220,0.16026,0.26901
1996,17-29 y.,5th Quintile,Some of both,0.07032,43,220,0.03645,0.10418
1996,17-29 y.,5th Quintile,Paid,0.08257,32,220,0.04612,0.11902
1996,17-29 y.,5th Quintile,Not compensated,0.09606,37,220,0.05703,0.13509
1996,30-45 y.,1st Quintile,Comp. time,0.15355,115,273,0.11070,0.19639
1996,30-45 y.,1st Quintile,Some of both,0.05325,36,273,0.02657,0.07994
1996,30-45 y.,1st Quintile,Paid,0.12955,122,273,0.08965,0.16946
1996,30-45 y.,2nd Quintile,Comp. time,0.20964,210,551,0.17562,0.24365
1996,30-45 y.,2nd Quintile,Some of both,0.09456,96,551,0.07011,0.11902
1996,30-45 y.,2nd Quintile,Paid,0.19625,193,551,0.16306,0.22944
1996,30-45 y.,2nd Quintile,Not compensated,0.04994,52,551,0.03174,0.06815
1996,30-45 y.,3rd Quintile,Comp. time,0.27430,253,606,0.23875,0.30985
1996,30-45 y.,3rd Quintile,Some of both,0.12318,113,606,0.09699,0.14936
1996,30-45 y.,3rd Quintile,Paid,0.19045,185,606,0.15916,0.22174
1996,30-45 y.,3rd Quintile,Not compensated,0.05562,55,606,0.03735,0.07388
1996,30-45 y.,4th Quintile,Comp. time,0.28323,246,609,0.24742,0.31905
1996,30-45 y.,4th Quintile,Some of both,0.15067,119,609,0.12224,0.17911
1996,30-45 y.,4th Quintile,Paid,0.15740,152,609,0.12845,0.18634
1996,30-45 y.,4th Quintile,Not compensated,0.09047,92,609,0.06767,0.11327
1996,30-45 y.,5th Quintile,Comp. time,0.27190,208,498,0.23278,0.31102
1996,30-45 y.,5th Quintile,Some of both,0.12898,90,498,0.09951,0.15845
1996,30-45 y.,5th Quintile,Paid,0.08925,71,498,0.06419,0.11432
1996,30-45 y.,5th Quintile,Not compensated,0.17388,129,498,0.14056,0.20720
1996,46-65 y.,1st Quintile,Paid,0.05042,37,37,-0.02106,0.12190
1996,46-65 y.,2nd Quintile,Comp. time,0.10088,69,136,0.05008,0.15169
1996,46-65 y.,2nd Quintile,Paid,0.09455,67,136,0.04519,0.14390
1996,46-65 y.,3rd Quintile,Comp. time,0.14087,117,281,0.10012,0.18162
1996,46-65 y.,3rd Quintile,Some of both,0.03208,32,281,0.01144,0.05273
1996,46-65 y.,3rd Quintile,Paid,0.09395,80,281,0.05978,0.12813
1996,46-65 y.,3rd Quintile,Not compensated,0.06353,52,281,0.03496,0.09209
1996,46-65 y.,4th Quintile,Comp. time,0.19977,171,394,0.16024,0.23930
1996,46-65 y.,4th Quintile,Some of both,0.05874,49,394,0.03549,0.08198
1996,46-65 y.,4th Quintile,Paid,0.11235,114,394,0.08113,0.14358
1996,46-65 y.,4th Quintile,Not compensated,0.06542,60,394,0.04097,0.08986
1996,46-65 y.,5th Quintile,Comp. time,0.18645,183,484,0.15171,0.22118
1996,46-65 y.,5th Quintile,Some of both,0.07206,79,484,0.04900,0.09512
1996,46-65 y.,5th Quintile,Paid,0.07324,69,484,0.05000,0.09647
1996,46-65 y.,5th Quintile,Not compensated,0.16145,153,484,0.12864,0.19427
1997,17-29 y.,1st Quintile,Comp. time,0.10125,61,137,0.05055,0.15195
1997,17-29 y.,1st Quintile,Some of both,0.05272,33,137,0.01516,0.09028
1997,17-29 y.,1st Quintile,Paid,0.04760,43,137,0.01181,0.08338
1997,17-29 y.,2nd Quintile,Comp. time,0.15108,104,192,0.10029,0.20187
1997,17-29 y.,2nd Quintile,Some of both,0.06683,38,192,0.03141,0.10225
1997,17-29 y.,2nd Quintile,Paid,0.06941,50,192,0.03336,0.10545
1997,17-29 y.,3rd Quintile,Comp. time,0.18073,115,213,0.12893,0.23252
1997,17-29 y.,3rd Quintile,Some of both,0.09359,57,213,0.05438,0.13280
1997,17-29 y.,3rd Quintile,Paid,0.07747,41,213,0.04149,0.11346
1997,17-29 y.,4th Quintile,Comp. time,0.26196,160,330,0.21445,0.30948
1997,17-29 y.,4th Quintile,Some of both,0.10519,80,330,0.07204,0.13834
1997,17-29 y.,4th Quintile,Paid,0.09237,58,330,0.06109,0.12366
1997,17-29 y.,4th Quintile,Not compensated,0.07189,32,330,0.04398,0.09980
1997,17-29 y.,5th Quintile,Comp. time,0.21211,107,149,0.14625,0.27797
1997,17-29 y.,5th Quintile,Some of both,0.10738,42,149,0.05750,0.15726
1997,30-45 y.,1st Quintile,Comp. time,0.13969,90,206,0.09223,0.18714
1997,30-45 y.,1st Quintile,Some of both,0.05765,51,206,0.02574,0.08956
1997,30-45 y.,1st Quintile,Paid,0.08170,65,206,0.04420,0.11919
1997,30-45 y.,2nd Quintile,Comp. time,0.18284,178,461,0.14751,0.21816
1997,30-45 y.,2nd Quintile,Some of both,0.10643,105,461,0.07825,0.13461
1997,30-45 y.,2nd Quintile,Paid,0.12244,130,461,0.09249,0.15240
1997,30-45 y.,2nd Quintile,Not compensated,0.04875,48,461,0.02907,0.06843
1997,30-45 y.,3rd Quintile,Comp. time,0.24786,224,521,0.21075,0.28498
1997,30-45 y.,3rd Quintile,Some of both,0.12725,123,521,0.09861,0.15590
1997,30-45 y.,3rd Quintile,Paid,0.11107,109,521,0.08406,0.13808
1997,30-45 y.,3rd Quintile,Not compensated,0.07940,65,521,0.05616,0.10264
1997,30-45 y.,4th Quintile,Comp. time,0.27877,240,524,0.24034,0.31720
1997,30-45 y.,4th Quintile,Some of both,0.14224,117,524,0.11231,0.17218
1997,30-45 y.,4th Quintile,Paid,0.08981,88,524,0.06531,0.11431
1997,30-45 y.,4th Quintile,Not compensated,0.09236,79,524,0.06754,0.11717
1997,30-45 y.,5th Quintile,Comp. time,0.23830,184,471,0.19978,0.27682
1997,30-45 y.,5th Quintile,Some of both,0.13658,103,471,0.10553,0.16763
1997,30-45 y.,5th Quintile,Paid,0.05038,47,471,0.03060,0.07015
1997,30-45 y.,5th Quintile,Not compensated,0.17199,137,471,0.13787,0.20610
1997,46-65 y.,2nd Quintile,Comp. time,0.08198,57,133,0.03518,0.12878
1997,46-65 y.,2nd Quintile,Some of both,0.04191,35,133,0.00772,0.07609
1997,46-65 y.,2nd Quintile,Paid,0.04720,41,133,0.01102,0.08337
1997,46-65 y.,3rd Quintile,Comp. time,0.11333,91,227,0.07200,0.15466
1997,46-65 y.,3rd Quintile,Some of both,0.05362,46,227,0.02425,0.08298
1997,46-65 y.,3rd Quintile,Paid,0.07489,55,227,0.04058,0.10921
1997,46-65 y.,3rd Quintile,Not compensated,0.04222,35,227,0.01600,0.06843
1997,46-65 y.,4th Quintile,Comp. time,0.20356,175,383,0.16318,0.24393
1997,46-65 y.,4th Quintile,Some of both,0.07689,67,383,0.05017,0.10361
1997,46-65 y.,4th Quintile,Paid,0.07051,67,383,0.04483,0.09618
1997,46-65 y.,4th Quintile,Not compensated,0.06946,74,383,0.04397,0.09496
1997,46-65 y.,5th Quintile,Comp. time,0.17163,153,396,0.13445,0.20882
1997,46-65 y.,5th Quintile,Some of both,0.05859,64,396,0.03543,0.08176
1997,46-65 y.,5th Quintile,Paid,0.03349,38,396,0.01575,0.05124
1997,46-65 y.,5th Quintile,Not compensated,0.14959,141,396,0.11442,0.18476
1998,17-29 y.,1st Quintile,Comp. time,0.09845,59,137,0.04838,0.14852
1998,17-29 y.,1st Quintile,Some of both,0.06919,42,137,0.02654,0.11184
1998,17-29 y.,1st Quintile,Paid,0.03985,36,137,0.00697,0.07272
1998,17-29 y.,2nd Quintile,Comp. time,0.14431,99,188,0.09395,0.19468
1998,17-29 y.,2nd Quintile,Some of both,0.06746,37,188,0.03151,0.10341
1998,17-29 y.,2nd Quintile,Paid,0.09398,52,188,0.05215,0.13580
1998,17-29 y.,3rd Quintile,Comp. time,0.21615,111,208,0.16008,0.27223
1998,17-29 y.,3rd Quintile,Some of both,0.08433,58,208,0.04648,0.12219
1998,17-29 y.,3rd Quintile,Paid,0.08102,39,208,0.04385,0.11819
1998,17-29 y.,4th Quintile,Comp. time,0.24303,136,295,0.19400,0.29206
1998,17-29 y.,4th Quintile,Some of both,0.08894,68,295,0.05640,0.12148
1998,17-29 y.,4th Quintile,Paid,0.09085,53,295,0.05800,0.12370
1998,17-29 y.,4th Quintile,Not compensated,0.06291,38,295,0.03516,0.09067
1998,17-29 y.,5th Quintile,Comp. time,0.18355,78,160,0.12337,0.24372
1998,17-29 y.,5th Quintile,Some of both,0.14391,51,160,0.08935,0.19846
1998,17-29 y.,5th Quintile,Not compensated,0.07765,31,160,0.03605,0.11925
1998,30-45 y.,1st Quintile,Comp. time,0.12434,85,229,0.08151,0.16717
1998,30-45 y.,1st Quintile,Some of both,0.06790,49,229,0.03525,0.10056
1998,30-45 y.,1st Quintile,Paid,0.08570,59,229,0.04937,0.12204
1998,30-45 y.,1st Quintile,Not compensated,0.04978,36,229,0.02155,0.07802
1998,30-45 y.,2nd Quintile,Comp. time,0.22351,198,487,0.18647,0.26055
1998,30-45 y.,2nd Quintile,Some of both,0.11629,113,487,0.08779,0.14479
1998,30-45 y.,2nd Quintile,Paid,0.10999,117,487,0.08217,0.13781
1998,30-45 y.,2nd Quintile,Not compensated,0.06693,59,487,0.04471,0.08914
1998,30-45 y.,3rd Quintile,Comp. time,0.28344,249,507,0.24417,0.32271
1998,30-45 y.,3rd Quintile,Some of both,0.11345,109,507,0.08582,0.14109
1998,30-45 y.,3rd Quintile,Paid,0.09896,95,507,0.07294,0.12498
1998,30-45 y.,3rd Quintile,Not compensated,0.07429,54,507,0.05144,0.09714
1998,30-45 y.,4th Quintile,Comp. time,0.28648,256,523,0.24770,0.32527
1998,30-45 y.,4th Quintile,Some of both,0.14763,109,523,0.11720,0.17806
1998,30-45 y.,4th Quintile,Paid,0.09540,79,523,0.07019,0.12060
1998,30-45 y.,4th Quintile,Not compensated,0.08322,79,523,0.05952,0.10692
1998,30-45 y.,5th Quintile,Comp. time,0.22459,170,427,0.18496,0.26422
1998,30-45 y.,5th Quintile,Some of both,0.13350,93,427,0.10121,0.16580
1998,30-45 y.,5th Quintile,Paid,0.06085,43,427,0.03815,0.08355
1998,30-45 y.,5th Quintile,Not compensated,0.16303,121,427,0.12795,0.19811
1998,46-65 y.,2nd Quintile,Comp. time,0.08161,58,129,0.03418,0.12904
1998,46-65 y.,2nd Quintile,Some of both,0.04281,32,129,0.00774,0.07788
1998,46-65 y.,2nd Quintile,Paid,0.04794,39,129,0.01093,0.08495
1998,46-65 y.,3rd Quintile,Comp. time,0.12520,98,231,0.08243,0.16797
1998,46-65 y.,3rd Quintile,Some of both,0.05188,45,231,0.02322,0.08054
1998,46-65 y.,3rd Quintile,Paid,0.06190,56,231,0.03075,0.09304
1998,46-65 y.,3rd Quintile,Not compensated,0.04457,32,231,0.01790,0.07123
1998,46-65 y.,4th Quintile,Comp. time,0.21909,178,343,0.17525,0.26293
1998,46-65 y.,4th Quintile,Some of both,0.05798,61,343,0.03321,0.08274
1998,46-65 y.,4th Quintile,Paid,0.05790,50,343,0.03315,0.08265
1998,46-65 y.,4th Quintile,Not compensated,0.05015,54,343,0.02702,0.07328
1998,46-65 y.,5th Quintile,Comp. time,0.16623,154,362,0.12783,0.20464
1998,46-65 y.,5th Quintile,Some of both,0.08194,81,362,0.05365,0.11024
1998,46-65 y.,5th Quintile,Not compensated,0.13874,127,362,0.10309,0.17440
1999,17-29 y.,1st Quintile,Comp. time,0.10440,75,160,0.05687,0.15193
1999,17-29 y.,1st Quintile,Some of both,0.05618,41,160,0.02039,0.09197
