year,age_gr,bula_h,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,17-29 y.,Saxony,Comp. time,0.21370,55,90,0.12854,0.29887
1991,17-29 y.,Saxony,Paid,0.11763,35,90,0.05069,0.18456
1991,17-29 y.,Saxony-Anhalt,Comp. time,0.17682,38,38,0.05389,0.29976
1991,17-29 y.,Thuringa,Comp. time,0.18457,38,38,0.05957,0.30958
1991,30-45 y.,Lower Saxony,Comp. time,0.21016,44,99,0.12949,0.29082
1991,30-45 y.,Lower Saxony,Paid,0.19009,55,99,0.11240,0.26777
1991,30-45 y.,North Rhine-Westphalia,Comp. time,0.14893,107,417,0.11471,0.18314
1991,30-45 y.,North Rhine-Westphalia,Some of both,0.07863,55,417,0.05276,0.10449
1991,30-45 y.,North Rhine-Westphalia,Paid,0.21212,194,417,0.17283,0.25140
1991,30-45 y.,North Rhine-Westphalia,Not compensated,0.08405,61,417,0.05739,0.11072
1991,30-45 y.,Hesse,Comp. time,0.22881,52,159,0.16331,0.29431
1991,30-45 y.,Hesse,Some of both,0.14984,45,159,0.09419,0.20549
1991,30-45 y.,Hesse,Paid,0.14039,62,159,0.08622,0.19456
1991,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.25884,46,46,0.13087,0.38681
1991,30-45 y.,Baden-Wuerttemberg,Comp. time,0.15900,80,269,0.11522,0.20278
1991,30-45 y.,Baden-Wuerttemberg,Some of both,0.10339,42,269,0.06694,0.13985
1991,30-45 y.,Baden-Wuerttemberg,Paid,0.24564,147,269,0.19410,0.29718
1991,30-45 y.,Bavaria,Comp. time,0.21096,86,248,0.16008,0.26184
1991,30-45 y.,Bavaria,Some of both,0.07153,39,248,0.03939,0.10367
1991,30-45 y.,Bavaria,Paid,0.19800,91,248,0.14830,0.24769
1991,30-45 y.,Bavaria,Not compensated,0.07957,32,248,0.04582,0.11332
1991,30-45 y.,Berlin,Comp. time,0.26390,51,51,0.14173,0.38607
1991,30-45 y.,Brandenburg,Comp. time,0.22746,59,93,0.14180,0.31312
1991,30-45 y.,Brandenburg,Paid,0.13227,34,93,0.06304,0.20150
1991,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,0.27551,50,50,0.15041,0.40060
1991,30-45 y.,Saxony,Comp. time,0.32499,143,288,0.27080,0.37918
1991,30-45 y.,Saxony,Some of both,0.08631,38,288,0.05382,0.11880
1991,30-45 y.,Saxony,Paid,0.15680,64,288,0.11473,0.19887
1991,30-45 y.,Saxony,Not compensated,0.09174,43,288,0.05834,0.12513
1991,30-45 y.,Saxony-Anhalt,Comp. time,0.31800,88,132,0.23825,0.39775
1991,30-45 y.,Saxony-Anhalt,Paid,0.15453,44,132,0.09263,0.21643
1991,30-45 y.,Thuringa,Comp. time,0.30275,65,109,0.21610,0.38940
1991,30-45 y.,Thuringa,Paid,0.18682,44,109,0.11331,0.26033
1991,46-65 y.,Lower Saxony,Comp. time,0.09805,31,85,0.03446,0.16165
1991,46-65 y.,Lower Saxony,Paid,0.15562,54,85,0.07810,0.23315
1991,46-65 y.,North Rhine-Westphalia,Comp. time,0.08759,55,231,0.05105,0.12412
1991,46-65 y.,North Rhine-Westphalia,Paid,0.14218,117,231,0.09705,0.18732
1991,46-65 y.,North Rhine-Westphalia,Not compensated,0.10635,59,231,0.06651,0.14619
1991,46-65 y.,Hesse,Comp. time,0.13459,40,90,0.06368,0.20549
1991,46-65 y.,Hesse,Paid,0.13981,50,90,0.06776,0.21186
1991,46-65 y.,Baden-Wuerttemberg,Comp. time,0.13133,56,209,0.08543,0.17723
1991,46-65 y.,Baden-Wuerttemberg,Some of both,0.07922,38,209,0.04252,0.11592
1991,46-65 y.,Baden-Wuerttemberg,Paid,0.17223,115,209,0.12092,0.22355
1991,46-65 y.,Bavaria,Comp. time,0.12479,53,162,0.07374,0.17584
1991,46-65 y.,Bavaria,Paid,0.12153,71,162,0.07106,0.17201
1991,46-65 y.,Bavaria,Not compensated,0.10404,38,162,0.05688,0.15120
1991,46-65 y.,Berlin,Comp. time,0.26436,43,43,0.13099,0.39773
1991,46-65 y.,Brandenburg,Comp. time,0.17507,39,39,0.05424,0.29591
1991,46-65 y.,Saxony,Comp. time,0.17918,67,108,0.10651,0.25184
1991,46-65 y.,Saxony,Not compensated,0.10516,41,108,0.04703,0.16328
1991,46-65 y.,Saxony-Anhalt,Comp. time,0.17156,39,39,0.05169,0.29142
1991,46-65 y.,Thuringa,Comp. time,0.17644,35,35,0.04830,0.30457
1992,17-29 y.,Lower Saxony,Comp. time,0.22429,59,102,0.14294,0.30564
1992,17-29 y.,Lower Saxony,Paid,0.13332,43,102,0.06703,0.19961
1992,17-29 y.,North Rhine-Westphalia,Comp. time,0.13495,72,245,0.09208,0.17782
1992,17-29 y.,North Rhine-Westphalia,Some of both,0.06375,37,245,0.03310,0.09440
1992,17-29 y.,North Rhine-Westphalia,Paid,0.17162,136,245,0.12431,0.21893
1992,17-29 y.,Hesse,Comp. time,0.23976,45,45,0.11361,0.36592
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Paid,0.21514,34,34,0.07494,0.35534
1992,17-29 y.,Baden-Wuerttemberg,Comp. time,0.17527,77,223,0.12526,0.22528
1992,17-29 y.,Baden-Wuerttemberg,Some of both,0.08647,41,223,0.04950,0.12345
1992,17-29 y.,Baden-Wuerttemberg,Paid,0.17698,105,223,0.12678,0.22719
1992,17-29 y.,Bavaria,Comp. time,0.21893,98,219,0.16404,0.27382
1992,17-29 y.,Bavaria,Some of both,0.08499,49,219,0.04797,0.12200
1992,17-29 y.,Bavaria,Paid,0.15344,72,219,0.10560,0.20128
1992,17-29 y.,Saxony,Comp. time,0.19807,43,78,0.10905,0.28709
1992,17-29 y.,Saxony,Paid,0.13156,35,78,0.05606,0.20706
1992,17-29 y.,Thuringa,Comp. time,0.17628,34,34,0.04626,0.30629
1992,30-45 y.,Lower Saxony,Comp. time,0.22107,50,100,0.13932,0.30281
1992,30-45 y.,Lower Saxony,Paid,0.16733,50,100,0.09380,0.24086
1992,30-45 y.,North Rhine-Westphalia,Comp. time,0.17055,118,417,0.13441,0.20670
1992,30-45 y.,North Rhine-Westphalia,Some of both,0.07401,58,417,0.04885,0.09917
1992,30-45 y.,North Rhine-Westphalia,Paid,0.20035,175,417,0.16188,0.23881
1992,30-45 y.,North Rhine-Westphalia,Not compensated,0.09341,66,417,0.06544,0.12137
1992,30-45 y.,Hesse,Comp. time,0.21482,50,131,0.14422,0.28542
1992,30-45 y.,Hesse,Some of both,0.13275,33,131,0.07442,0.19107
1992,30-45 y.,Hesse,Paid,0.12551,48,131,0.06856,0.18246
1992,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.18050,31,72,0.09104,0.26996
1992,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.20002,41,72,0.10697,0.29307
1992,30-45 y.,Baden-Wuerttemberg,Comp. time,0.15111,78,257,0.10723,0.19498
1992,30-45 y.,Baden-Wuerttemberg,Some of both,0.11509,49,257,0.07600,0.15418
1992,30-45 y.,Baden-Wuerttemberg,Paid,0.22812,130,257,0.17672,0.27953
1992,30-45 y.,Bavaria,Comp. time,0.21728,96,262,0.16725,0.26732
1992,30-45 y.,Bavaria,Some of both,0.09703,47,262,0.06112,0.13294
1992,30-45 y.,Bavaria,Paid,0.16910,86,262,0.12363,0.21458
1992,30-45 y.,Bavaria,Not compensated,0.07967,33,262,0.04682,0.11252
1992,30-45 y.,Berlin,Comp. time,0.25473,51,88,0.16317,0.34628
1992,30-45 y.,Berlin,Paid,0.18607,37,88,0.10430,0.26785
1992,30-45 y.,Brandenburg,Comp. time,0.21231,51,84,0.12433,0.30029
1992,30-45 y.,Brandenburg,Paid,0.14473,33,84,0.06904,0.22042
1992,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,0.21188,34,34,0.07245,0.35130
1992,30-45 y.,Saxony,Comp. time,0.21498,92,248,0.16375,0.26621
1992,30-45 y.,Saxony,Some of both,0.14182,60,248,0.09831,0.18532
1992,30-45 y.,Saxony,Paid,0.13969,56,248,0.09646,0.18293
1992,30-45 y.,Saxony,Not compensated,0.09206,40,248,0.05600,0.12811
1992,30-45 y.,Saxony-Anhalt,Comp. time,0.22418,68,144,0.15583,0.29254
1992,30-45 y.,Saxony-Anhalt,Paid,0.16919,45,144,0.10774,0.23064
1992,30-45 y.,Saxony-Anhalt,Not compensated,0.09698,31,144,0.04847,0.14548
1992,30-45 y.,Thuringa,Comp. time,0.24740,59,93,0.15923,0.33558
1992,30-45 y.,Thuringa,Paid,0.14594,34,93,0.07380,0.21809
1992,46-65 y.,Lower Saxony,Comp. time,0.13671,39,87,0.06410,0.20932
1992,46-65 y.,Lower Saxony,Paid,0.13687,48,87,0.06423,0.20952
1992,46-65 y.,North Rhine-Westphalia,Comp. time,0.07753,52,212,0.04144,0.11361
1992,46-65 y.,North Rhine-Westphalia,Paid,0.12581,107,212,0.08106,0.17056
1992,46-65 y.,North Rhine-Westphalia,Not compensated,0.09297,53,212,0.05379,0.13215
1992,46-65 y.,Hesse,Comp. time,0.11723,32,69,0.04077,0.19370
1992,46-65 y.,Hesse,Paid,0.11816,37,69,0.04143,0.19488
1992,46-65 y.,Baden-Wuerttemberg,Comp. time,0.17021,69,201,0.11812,0.22229
1992,46-65 y.,Baden-Wuerttemberg,Some of both,0.06515,38,201,0.03094,0.09935
1992,46-65 y.,Baden-Wuerttemberg,Paid,0.15236,94,201,0.10255,0.20216
1992,46-65 y.,Bavaria,Comp. time,0.11431,52,156,0.06422,0.16440
1992,46-65 y.,Bavaria,Paid,0.11823,67,156,0.06740,0.16906
1992,46-65 y.,Bavaria,Not compensated,0.09367,37,156,0.04780,0.13955
1992,46-65 y.,Berlin,Comp. time,0.19853,35,35,0.06445,0.33261
1992,46-65 y.,Saxony,Comp. time,0.12805,56,91,0.05902,0.19709
1992,46-65 y.,Saxony,Not compensated,0.08876,35,91,0.03000,0.14752
1992,46-65 y.,Thuringa,Comp. time,0.14561,32,32,0.02145,0.26978
1993,17-29 y.,Lower Saxony,Comp. time,0.21581,57,109,0.13822,0.29340
1993,17-29 y.,Lower Saxony,Paid,0.17636,52,109,0.10448,0.24824
1993,17-29 y.,North Rhine-Westphalia,Comp. time,0.13254,70,230,0.08863,0.17646
1993,17-29 y.,North Rhine-Westphalia,Some of both,0.04818,37,230,0.02044,0.07591
1993,17-29 y.,North Rhine-Westphalia,Paid,0.18328,123,230,0.13317,0.23339
1993,17-29 y.,Hesse,Comp. time,0.19226,42,42,0.07163,0.31289
1993,17-29 y.,"Rhineland-Palatinate, Saarland",Paid,0.20046,34,34,0.06387,0.33706
1993,17-29 y.,Baden-Wuerttemberg,Comp. time,0.15187,78,221,0.10444,0.19929
1993,17-29 y.,Baden-Wuerttemberg,Some of both,0.09095,48,221,0.05295,0.12894
1993,17-29 y.,Baden-Wuerttemberg,Paid,0.15070,95,221,0.10342,0.19797
1993,17-29 y.,Bavaria,Comp. time,0.20300,91,197,0.14669,0.25932
1993,17-29 y.,Bavaria,Some of both,0.11864,51,197,0.07337,0.16392
1993,17-29 y.,Bavaria,Paid,0.11455,55,197,0.06996,0.15913
1993,17-29 y.,Saxony,Comp. time,0.22496,51,51,0.10922,0.34071
1993,30-45 y.,Lower Saxony,Comp. time,0.21522,53,101,0.13467,0.29577
1993,30-45 y.,Lower Saxony,Paid,0.17495,48,101,0.10048,0.24941
1993,30-45 y.,North Rhine-Westphalia,Comp. time,0.15727,119,436,0.12306,0.19148
1993,30-45 y.,North Rhine-Westphalia,Some of both,0.08409,68,436,0.05801,0.11018
1993,30-45 y.,North Rhine-Westphalia,Paid,0.19599,178,436,0.15869,0.23329
1993,30-45 y.,North Rhine-Westphalia,Not compensated,0.10029,71,436,0.07206,0.12851
1993,30-45 y.,Hesse,Comp. time,0.23606,54,96,0.15066,0.32145
1993,30-45 y.,Hesse,Paid,0.10470,42,96,0.04313,0.16626
1993,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.21157,43,43,0.08805,0.33509
1993,30-45 y.,Baden-Wuerttemberg,Comp. time,0.16178,76,256,0.11658,0.20698
1993,30-45 y.,Baden-Wuerttemberg,Some of both,0.12198,53,256,0.08182,0.16215
1993,30-45 y.,Baden-Wuerttemberg,Paid,0.22262,127,256,0.17156,0.27368
1993,30-45 y.,Bavaria,Comp. time,0.23108,107,279,0.18153,0.28063
1993,30-45 y.,Bavaria,Some of both,0.10113,49,279,0.06569,0.13657
1993,30-45 y.,Bavaria,Paid,0.15772,80,279,0.11487,0.20056
1993,30-45 y.,Bavaria,Not compensated,0.09602,43,279,0.06139,0.13066
1993,30-45 y.,Berlin,Comp. time,0.26104,55,55,0.14390,0.37819
1993,30-45 y.,Brandenburg,Comp. time,0.21711,49,49,0.10048,0.33375
1993,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,0.22650,33,33,0.08147,0.37152
1993,30-45 y.,Saxony,Comp. time,0.23665,105,257,0.18459,0.28872
1993,30-45 y.,Saxony,Some of both,0.09893,41,257,0.06236,0.13551
1993,30-45 y.,Saxony,Paid,0.16292,67,257,0.11769,0.20816
1993,30-45 y.,Saxony,Not compensated,0.10592,44,257,0.06822,0.14362
1993,30-45 y.,Saxony-Anhalt,Comp. time,0.22177,58,136,0.15169,0.29185
1993,30-45 y.,Saxony-Anhalt,Paid,0.18509,47,136,0.11958,0.25060
1993,30-45 y.,Saxony-Anhalt,Not compensated,0.10722,31,136,0.05503,0.15941
1993,30-45 y.,Thuringa,Comp. time,0.18183,43,91,0.10214,0.26152
1993,30-45 y.,Thuringa,Paid,0.20705,48,91,0.12334,0.29077
1993,46-65 y.,Lower Saxony,Comp. time,0.13298,39,74,0.05509,0.21087
1993,46-65 y.,Lower Saxony,Paid,0.11046,35,74,0.03855,0.18237
1993,46-65 y.,North Rhine-Westphalia,Comp. time,0.08132,50,201,0.04344,0.11921
1993,46-65 y.,North Rhine-Westphalia,Paid,0.12733,101,201,0.08113,0.17353
1993,46-65 y.,North Rhine-Westphalia,Not compensated,0.08503,50,201,0.04638,0.12369
1993,46-65 y.,Hesse,Paid,0.11792,35,35,0.00951,0.22633
1993,46-65 y.,Baden-Wuerttemberg,Comp. time,0.13397,60,202,0.08688,0.18106
1993,46-65 y.,Baden-Wuerttemberg,Some of both,0.07931,38,202,0.04195,0.11667
1993,46-65 y.,Baden-Wuerttemberg,Paid,0.12309,73,202,0.07767,0.16851
1993,46-65 y.,Baden-Wuerttemberg,Not compensated,0.07663,31,202,0.03985,0.11340
1993,46-65 y.,Bavaria,Comp. time,0.12338,54,150,0.07058,0.17619
1993,46-65 y.,Bavaria,Paid,0.10634,54,150,0.05684,0.15584
1993,46-65 y.,Bavaria,Not compensated,0.10823,42,150,0.05834,0.15811
1993,46-65 y.,Berlin,Comp. time,0.18292,33,33,0.04897,0.31687
1993,46-65 y.,Saxony,Comp. time,0.09586,37,74,0.02833,0.16340
1993,46-65 y.,Saxony,Not compensated,0.09805,37,74,0.02983,0.16628
1993,46-65 y.,Saxony-Anhalt,Comp. time,0.12204,32,32,0.00681,0.23726
1994,17-29 y.,Lower Saxony,Comp. time,0.19739,54,135,0.13000,0.26479
1994,17-29 y.,Lower Saxony,Some of both,0.14210,37,135,0.08298,0.20121
1994,17-29 y.,Lower Saxony,Paid,0.14206,44,135,0.08295,0.20117
1994,17-29 y.,North Rhine-Westphalia,Comp. time,0.17945,93,240,0.13080,0.22810
1994,17-29 y.,North Rhine-Westphalia,Paid,0.14753,109,240,0.10257,0.19249
1994,17-29 y.,North Rhine-Westphalia,Not compensated,0.04287,38,240,0.01719,0.06856
1994,17-29 y.,Hesse,Comp. time,0.23842,52,52,0.12147,0.35537
1994,17-29 y.,Baden-Wuerttemberg,Comp. time,0.16696,79,207,0.11603,0.21788
1994,17-29 y.,Baden-Wuerttemberg,Some of both,0.09664,45,207,0.05629,0.13699
1994,17-29 y.,Baden-Wuerttemberg,Paid,0.15201,83,207,0.10298,0.20104
1994,17-29 y.,Bavaria,Comp. time,0.22564,92,183,0.16491,0.28637
1994,17-29 y.,Bavaria,Some of both,0.09180,37,183,0.04985,0.13375
1994,17-29 y.,Bavaria,Paid,0.11455,54,183,0.06828,0.16082
1994,17-29 y.,Saxony,Comp. time,0.15837,38,38,0.04073,0.27601
1994,17-29 y.,Saxony-Anhalt,Comp. time,0.22930,35,35,0.08799,0.37061
1994,17-29 y.,Thuringa,Comp. time,0.19110,33,33,0.05488,0.32733
1994,30-45 y.,Lower Saxony,Comp. time,0.19473,44,104,0.11826,0.27121
1994,30-45 y.,Lower Saxony,Paid,0.20949,60,104,0.13090,0.28808
1994,30-45 y.,North Rhine-Westphalia,Comp. time,0.18866,135,428,0.15155,0.22577
1994,30-45 y.,North Rhine-Westphalia,Some of both,0.07505,64,428,0.05006,0.10003
1994,30-45 y.,North Rhine-Westphalia,Paid,0.19175,157,428,0.15441,0.22910
1994,30-45 y.,North Rhine-Westphalia,Not compensated,0.11268,72,428,0.08268,0.14267
1994,30-45 y.,Hesse,Comp. time,0.24177,50,81,0.14795,0.33560
1994,30-45 y.,Hesse,Paid,0.09534,31,81,0.03098,0.15969
1994,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.22704,41,81,0.13524,0.31884
1994,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.17964,40,81,0.09552,0.26377
1994,30-45 y.,Baden-Wuerttemberg,Comp. time,0.17890,87,235,0.12979,0.22801
1994,30-45 y.,Baden-Wuerttemberg,Some of both,0.13366,57,235,0.09006,0.17726
1994,30-45 y.,Baden-Wuerttemberg,Paid,0.16940,91,235,0.12134,0.21746
1994,30-45 y.,Bavaria,Comp. time,0.22655,115,283,0.17769,0.27541
1994,30-45 y.,Bavaria,Some of both,0.08973,51,283,0.05637,0.12308
1994,30-45 y.,Bavaria,Paid,0.16216,81,283,0.11914,0.20518
1994,30-45 y.,Bavaria,Not compensated,0.07445,36,283,0.04381,0.10509
1994,30-45 y.,Berlin,Comp. time,0.23514,50,50,0.11639,0.35388
1994,30-45 y.,Brandenburg,Comp. time,0.23654,53,53,0.12104,0.35205
1994,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,0.24418,40,40,0.10935,0.37901
1994,30-45 y.,Saxony,Comp. time,0.22709,101,252,0.17526,0.27892
1994,30-45 y.,Saxony,Some of both,0.09632,41,252,0.05982,0.13282
1994,30-45 y.,Saxony,Paid,0.17352,64,252,0.12667,0.22037
1994,30-45 y.,Saxony,Not compensated,0.11892,46,252,0.07887,0.15897
1994,30-45 y.,Saxony-Anhalt,Comp. time,0.20601,51,118,0.13272,0.27929
1994,30-45 y.,Saxony-Anhalt,Paid,0.14042,33,118,0.07747,0.20338
1994,30-45 y.,Saxony-Anhalt,Not compensated,0.13115,34,118,0.06999,0.19232
1994,30-45 y.,Thuringa,Comp. time,0.20133,50,120,0.12928,0.27337
1994,30-45 y.,Thuringa,Paid,0.17292,38,120,0.10497,0.24087
1994,30-45 y.,Thuringa,Not compensated,0.13846,32,120,0.07640,0.20051
1994,46-65 y.,Lower Saxony,Comp. time,0.15444,46,86,0.07762,0.23127
1994,46-65 y.,Lower Saxony,Paid,0.12920,40,86,0.05789,0.20051
1994,46-65 y.,North Rhine-Westphalia,Comp. time,0.09302,61,250,0.05694,0.12910
1994,46-65 y.,North Rhine-Westphalia,Some of both,0.04181,31,250,0.01695,0.06667
1994,46-65 y.,North Rhine-Westphalia,Paid,0.14296,107,250,0.09948,0.18643
1994,46-65 y.,North Rhine-Westphalia,Not compensated,0.09486,51,250,0.05846,0.13125
1994,46-65 y.,Hesse,Comp. time,0.14542,34,68,0.06101,0.22983
1994,46-65 y.,Hesse,Paid,0.10902,34,68,0.03439,0.18364
1994,46-65 y.,Baden-Wuerttemberg,Comp. time,0.14810,63,123,0.08507,0.21113
1994,46-65 y.,Baden-Wuerttemberg,Paid,0.10669,60,123,0.05191,0.16148
1994,46-65 y.,Bavaria,Comp. time,0.13742,63,148,0.08176,0.19308
1994,46-65 y.,Bavaria,Paid,0.08077,50,148,0.03672,0.12482
1994,46-65 y.,Bavaria,Not compensated,0.09955,35,148,0.05115,0.14796
1994,46-65 y.,Berlin,Comp. time,0.20950,37,37,0.07656,0.34244
1994,46-65 y.,Saxony,Comp. time,0.12541,47,85,0.05459,0.19624
1994,46-65 y.,Saxony,Not compensated,0.10825,38,85,0.04181,0.17470
1994,46-65 y.,Saxony-Anhalt,Comp. time,0.12706,33,33,0.01167,0.24246
1995,17-29 y.,Lower Saxony,Comp. time,0.16483,50,94,0.08942,0.24023
1995,17-29 y.,Lower Saxony,Paid,0.16147,44,94,0.08668,0.23625
1995,17-29 y.,North Rhine-Westphalia,Comp. time,0.16528,95,272,0.12105,0.20950
1995,17-29 y.,North Rhine-Westphalia,Some of both,0.05662,40,272,0.02910,0.08413
1995,17-29 y.,North Rhine-Westphalia,Paid,0.13843,104,272,0.09731,0.17955
1995,17-29 y.,North Rhine-Westphalia,Not compensated,0.05142,33,272,0.02513,0.07772
1995,17-29 y.,Hesse,Comp. time,0.27972,59,59,0.16420,0.39524
1995,17-29 y.,Baden-Wuerttemberg,Comp. time,0.16718,74,202,0.11560,0.21877
1995,17-29 y.,Baden-Wuerttemberg,Some of both,0.08175,44,202,0.04387,0.11963
1995,17-29 y.,Baden-Wuerttemberg,Paid,0.13987,84,202,0.09192,0.18782
1995,17-29 y.,Bavaria,Comp. time,0.20214,84,178,0.14297,0.26130
1995,17-29 y.,Bavaria,Some of both,0.10142,38,178,0.05694,0.14589
1995,17-29 y.,Bavaria,Paid,0.09087,56,178,0.04853,0.13322
1995,17-29 y.,Saxony,Comp. time,0.21414,51,51,0.10043,0.32785
1995,17-29 y.,Saxony-Anhalt,Comp. time,0.19643,34,34,0.06088,0.33199
1995,30-45 y.,Lower Saxony,Comp. time,0.24165,72,175,0.17804,0.30525
1995,30-45 y.,Lower Saxony,Some of both,0.09149,31,175,0.04865,0.13433
1995,30-45 y.,Lower Saxony,Paid,0.19588,72,175,0.13691,0.25485
1995,30-45 y.,North Rhine-Westphalia,Comp. time,0.20343,155,483,0.16749,0.23937
1995,30-45 y.,North Rhine-Westphalia,Some of both,0.08219,72,483,0.05767,0.10671
1995,30-45 y.,North Rhine-Westphalia,Paid,0.18830,182,483,0.15339,0.22320
1995,30-45 y.,North Rhine-Westphalia,Not compensated,0.09983,74,483,0.07307,0.12660
1995,30-45 y.,Hesse,Comp. time,0.22808,62,132,0.15622,0.29993
1995,30-45 y.,Hesse,Some of both,0.13063,32,132,0.07292,0.18834
1995,30-45 y.,Hesse,Paid,0.08810,38,132,0.03956,0.13664
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.19442,40,96,0.11484,0.27400
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.21471,56,96,0.13214,0.29729
1995,30-45 y.,Baden-Wuerttemberg,Comp. time,0.15891,94,314,0.11840,0.19941
1995,30-45 y.,Baden-Wuerttemberg,Some of both,0.14168,72,314,0.10305,0.18032
1995,30-45 y.,Baden-Wuerttemberg,Paid,0.16411,115,314,0.12308,0.20514
1995,30-45 y.,Baden-Wuerttemberg,Not compensated,0.10310,33,314,0.06941,0.13679
1995,30-45 y.,Bavaria,Comp. time,0.22075,125,313,0.17473,0.26677
1995,30-45 y.,Bavaria,Some of both,0.11087,65,313,0.07603,0.14571
1995,30-45 y.,Bavaria,Paid,0.17170,86,313,0.12985,0.21355
1995,30-45 y.,Bavaria,Not compensated,0.07886,37,313,0.04895,0.10876
1995,30-45 y.,Berlin,Comp. time,0.25805,55,55,0.14134,0.37476
1995,30-45 y.,Brandenburg,Comp. time,0.21735,50,50,0.10186,0.33283
1995,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,0.27109,37,37,0.12588,0.41630
1995,30-45 y.,Saxony,Comp. time,0.27727,109,249,0.22155,0.33298
1995,30-45 y.,Saxony,Some of both,0.10694,46,249,0.06848,0.14541
1995,30-45 y.,Saxony,Paid,0.15347,56,249,0.10861,0.19833
1995,30-45 y.,Saxony,Not compensated,0.11437,38,249,0.07476,0.15398
1995,30-45 y.,Saxony-Anhalt,Comp. time,0.20308,46,108,0.12686,0.27931
1995,30-45 y.,Saxony-Anhalt,Some of both,0.13675,31,108,0.07165,0.20186
1995,30-45 y.,Saxony-Anhalt,Paid,0.13944,31,108,0.07380,0.20507
1995,30-45 y.,Thuringa,Comp. time,0.22140,64,101,0.14003,0.30278
1995,30-45 y.,Thuringa,Paid,0.15594,37,101,0.08483,0.22705
1995,46-65 y.,Lower Saxony,Comp. time,0.15118,46,80,0.07219,0.23017
1995,46-65 y.,Lower Saxony,Paid,0.09813,34,80,0.03253,0.16373
1995,46-65 y.,North Rhine-Westphalia,Comp. time,0.09902,71,288,0.06446,0.13357
1995,46-65 y.,North Rhine-Westphalia,Some of both,0.04610,38,288,0.02184,0.07036
1995,46-65 y.,North Rhine-Westphalia,Paid,0.14713,120,288,0.10615,0.18812
1995,46-65 y.,North Rhine-Westphalia,Not compensated,0.10251,59,288,0.06742,0.13760
1995,46-65 y.,Hesse,Paid,0.11710,36,36,0.01057,0.22362
1995,46-65 y.,Baden-Wuerttemberg,Comp. time,0.14727,58,148,0.08998,0.20456
1995,46-65 y.,Baden-Wuerttemberg,Some of both,0.07461,31,148,0.03214,0.11709
1995,46-65 y.,Baden-Wuerttemberg,Paid,0.10978,59,148,0.05924,0.16032
1995,46-65 y.,Bavaria,Comp. time,0.15794,70,165,0.10212,0.21375
1995,46-65 y.,Bavaria,Paid,0.08005,54,165,0.03852,0.12159
1995,46-65 y.,Bavaria,Not compensated,0.09669,41,165,0.05146,0.14192
1995,46-65 y.,Berlin,Comp. time,0.18940,35,35,0.05769,0.32111
1995,46-65 y.,Saxony,Comp. time,0.11143,47,86,0.04454,0.17833
1995,46-65 y.,Saxony,Not compensated,0.11770,39,86,0.04919,0.18621
1995,46-65 y.,Saxony-Anhalt,Comp. time,0.14657,36,36,0.02940,0.26375
1995,46-65 y.,Thuringa,Comp. time,0.15289,33,33,0.02820,0.27758
1996,17-29 y.,Lower Saxony,Comp. time,0.23593,52,92,0.14869,0.32317
1996,17-29 y.,Lower Saxony,Paid,0.14137,40,92,0.06979,0.21296
1996,17-29 y.,North Rhine-Westphalia,Comp. time,0.16278,98,213,0.11309,0.21247
1996,17-29 y.,North Rhine-Westphalia,Some of both,0.04420,38,213,0.01653,0.07187
1996,17-29 y.,North Rhine-Westphalia,Paid,0.11954,77,213,0.07586,0.16321
1996,17-29 y.,Hesse,Comp. time,0.27301,49,49,0.14698,0.39905
1996,17-29 y.,Baden-Wuerttemberg,Comp. time,0.18790,85,179,0.13051,0.24529
1996,17-29 y.,Baden-Wuerttemberg,Some of both,0.07275,33,179,0.03459,0.11090
1996,17-29 y.,Baden-Wuerttemberg,Paid,0.13007,61,179,0.08065,0.17949
1996,17-29 y.,Bavaria,Comp. time,0.21866,86,170,0.15634,0.28098
1996,17-29 y.,Bavaria,Some of both,0.07985,36,170,0.03898,0.12071
1996,17-29 y.,Bavaria,Paid,0.10905,48,170,0.06205,0.15604
1996,17-29 y.,Saxony,Comp. time,0.23048,54,54,0.11710,0.34386
1996,17-29 y.,Saxony-Anhalt,Comp. time,0.15835,31,31,0.02771,0.28899
1996,17-29 y.,Thuringa,Comp. time,0.18886,31,31,0.04880,0.32892
1996,30-45 y.,Lower Saxony,Comp. time,0.25507,81,197,0.19405,0.31610
1996,30-45 y.,Lower Saxony,Some of both,0.11666,45,197,0.07172,0.16160
1996,30-45 y.,Lower Saxony,Paid,0.16303,71,197,0.11132,0.21475
1996,30-45 y.,North Rhine-Westphalia,Comp. time,0.23547,175,479,0.19744,0.27351
