year,bula_h,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,Comp. time,0.08311,38,99,0.02846,0.13777
1984,Schleswig-Holstein,Paid,0.11694,61,99,0.05332,0.18057
1984,Hamburg,Comp. time,0.09941,35,82,0.03425,0.16457
1984,Hamburg,Paid,0.10837,47,82,0.04068,0.17607
1984,Lower Saxony,Comp. time,0.08963,131,447,0.06312,0.11614
1984,Lower Saxony,Some of both,0.03209,50,447,0.01573,0.04844
1984,Lower Saxony,Paid,0.09759,158,447,0.07005,0.12514
1984,Lower Saxony,Not compensated,0.07238,108,447,0.04833,0.09643
1984,North Rhine-Westphalia,Comp. time,0.06913,248,1138,0.05439,0.08388
1984,North Rhine-Westphalia,Some of both,0.03186,124,1138,0.02165,0.04207
1984,North Rhine-Westphalia,Paid,0.10548,526,1138,0.08762,0.12333
1984,North Rhine-Westphalia,Not compensated,0.06925,240,1138,0.05450,0.08401
1984,Hesse,Comp. time,0.09590,115,459,0.06893,0.12287
1984,Hesse,Some of both,0.03245,48,459,0.01622,0.04868
1984,Hesse,Paid,0.10292,191,459,0.07509,0.13075
1984,Hesse,Not compensated,0.07925,105,459,0.05451,0.10399
1984,"Rhineland-Palatinate, Saarland",Comp. time,0.06900,70,243,0.03707,0.10094
1984,"Rhineland-Palatinate, Saarland",Paid,0.09882,113,243,0.06122,0.13642
1984,"Rhineland-Palatinate, Saarland",Not compensated,0.06239,60,243,0.03192,0.09286
1984,Baden-Wuerttemberg,Comp. time,0.06850,151,806,0.05105,0.08595
1984,Baden-Wuerttemberg,Some of both,0.02987,77,806,0.01811,0.04163
1984,Baden-Wuerttemberg,Paid,0.12050,403,806,0.09801,0.14298
1984,Baden-Wuerttemberg,Not compensated,0.07757,175,806,0.05909,0.09605
1984,Bavaria,Comp. time,0.09123,229,776,0.07096,0.11151
1984,Bavaria,Some of both,0.03827,98,776,0.02476,0.05177
1984,Bavaria,Paid,0.08347,267,776,0.06399,0.10294
1984,Bavaria,Not compensated,0.07869,182,776,0.05974,0.09765
1984,Berlin,Comp. time,0.12559,54,120,0.06605,0.18513
1984,Berlin,Paid,0.11057,66,120,0.05422,0.16691
1985,Schleswig-Holstein,Comp. time,0.08832,38,104,0.03352,0.14312
1985,Schleswig-Holstein,Paid,0.13521,66,104,0.06917,0.20125
1985,Hamburg,Paid,0.09124,33,33,-0.00853,0.19101
1985,Lower Saxony,Comp. time,0.08477,111,365,0.05616,0.11339
1985,Lower Saxony,Some of both,0.02369,31,365,0.00807,0.03931
1985,Lower Saxony,Paid,0.08868,124,365,0.05948,0.11789
1985,Lower Saxony,Not compensated,0.07701,99,365,0.04962,0.10440
1985,North Rhine-Westphalia,Comp. time,0.06771,215,988,0.05204,0.08339
1985,North Rhine-Westphalia,Some of both,0.02864,100,988,0.01824,0.03905
1985,North Rhine-Westphalia,Paid,0.09490,432,988,0.07662,0.11319
1985,North Rhine-Westphalia,Not compensated,0.07477,241,988,0.05836,0.09118
1985,Hesse,Comp. time,0.08736,96,381,0.05897,0.11575
1985,Hesse,Some of both,0.03542,42,381,0.01683,0.05400
1985,Hesse,Paid,0.08397,145,381,0.05609,0.11186
1985,Hesse,Not compensated,0.08591,98,381,0.05773,0.11409
1985,"Rhineland-Palatinate, Saarland",Comp. time,0.05574,45,186,0.02268,0.08880
1985,"Rhineland-Palatinate, Saarland",Paid,0.08614,89,186,0.04571,0.12658
1985,"Rhineland-Palatinate, Saarland",Not compensated,0.05937,52,186,0.02532,0.09343
1985,Baden-Wuerttemberg,Comp. time,0.06317,132,699,0.04512,0.08121
1985,Baden-Wuerttemberg,Some of both,0.03815,83,699,0.02394,0.05236
1985,Baden-Wuerttemberg,Paid,0.10746,317,699,0.08448,0.13043
1985,Baden-Wuerttemberg,Not compensated,0.08057,167,699,0.06038,0.10076
1985,Bavaria,Comp. time,0.08354,192,686,0.06282,0.10426
1985,Bavaria,Some of both,0.03396,81,686,0.02040,0.04753
1985,Bavaria,Paid,0.08095,226,686,0.06052,0.10138
1985,Bavaria,Not compensated,0.08615,187,686,0.06513,0.10716
1985,Berlin,Comp. time,0.10141,40,77,0.03354,0.16928
1985,Berlin,Paid,0.07996,37,77,0.01898,0.14095
1986,Schleswig-Holstein,Comp. time,0.11152,39,96,0.04822,0.17481
1986,Schleswig-Holstein,Paid,0.12614,57,96,0.05938,0.19291
1986,Lower Saxony,Comp. time,0.09579,129,385,0.06636,0.12523
1986,Lower Saxony,Some of both,0.04032,50,385,0.02065,0.06000
1986,Lower Saxony,Paid,0.09523,135,385,0.06587,0.12459
1986,Lower Saxony,Not compensated,0.05224,71,385,0.02998,0.07449
1986,North Rhine-Westphalia,Comp. time,0.06668,211,890,0.05028,0.08308
1986,North Rhine-Westphalia,Some of both,0.02600,88,890,0.01554,0.03646
1986,North Rhine-Westphalia,Paid,0.09438,412,890,0.07516,0.11360
1986,North Rhine-Westphalia,Not compensated,0.05680,179,890,0.04158,0.07201
1986,Hesse,Comp. time,0.09776,101,354,0.06678,0.12874
1986,Hesse,Some of both,0.04101,45,354,0.02032,0.06170
1986,Hesse,Paid,0.09415,145,354,0.06368,0.12461
1986,Hesse,Not compensated,0.05510,63,354,0.03130,0.07891
1986,"Rhineland-Palatinate, Saarland",Comp. time,0.06012,53,204,0.02742,0.09282
1986,"Rhineland-Palatinate, Saarland",Paid,0.11082,107,204,0.06764,0.15401
1986,"Rhineland-Palatinate, Saarland",Not compensated,0.04643,44,204,0.01748,0.07537
1986,Baden-Wuerttemberg,Comp. time,0.07077,147,677,0.05144,0.09010
1986,Baden-Wuerttemberg,Some of both,0.02913,65,677,0.01645,0.04181
1986,Baden-Wuerttemberg,Paid,0.11283,341,677,0.08898,0.13668
1986,Baden-Wuerttemberg,Not compensated,0.06180,124,677,0.04365,0.07995
1986,Bavaria,Comp. time,0.09866,219,605,0.07488,0.12244
1986,Bavaria,Some of both,0.03173,75,605,0.01775,0.04571
1986,Bavaria,Paid,0.07890,198,605,0.05740,0.10040
1986,Bavaria,Not compensated,0.05248,113,605,0.03469,0.07026
1986,Berlin,Comp. time,0.08499,38,82,0.02426,0.14572
1986,Berlin,Paid,0.10085,44,82,0.03527,0.16643
1988,Schleswig-Holstein,Comp. time,0.10914,44,96,0.04643,0.17184
1988,Schleswig-Holstein,Paid,0.10617,52,96,0.04422,0.16812
