year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,,,,,,,,,,,,
1984,17-29 y.,1917,40.13681,39.68037,40.59326,40.00000,40.00000,42.00000,37.00000,45.00000,40.0,40.00000,40.00000
1984,30-45 y.,2633,39.87473,39.34742,40.40204,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1984,46-65 y.,1917,40.16341,39.59262,40.73419,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1984,66 and older,44,26.76369,21.93368,31.59369,15.00000,20.65427,40.00000,4.0,75.0,20.0,17.97500,30.00000
1985,0-16 y.,,,,,,,,,,,,
1985,17-29 y.,1773,39.86960,39.34948,40.38972,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1985,30-45 y.,2367,39.18304,38.64325,39.72282,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1985,46-65 y.,1788,40.15511,39.53320,40.77701,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1985,66 and older,38,28.72840,22.28262,35.17418,11.01703,24.29308,40.40205,1.0,80.0,25.0,16.00000,40.00000
1986,0-16 y.,,,,,,,,,,,,
1986,17-29 y.,1806,40.08588,39.60517,40.56660,40.00000,40.00000,43.00000,35.50000,47.50000,40.0,40.00000,40.00000
1986,30-45 y.,2220,40.26298,39.71795,40.80802,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1986,46-65 y.,1732,40.14900,39.53238,40.76563,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1986,66 and older,,,,,,,,,,,,
1987,0-16 y.,,,,,,,,,,,,
1987,17-29 y.,1827,39.22878,38.75662,39.70095,39.00000,40.00000,42.00000,34.50000,46.50000,40.0,40.00000,40.00000
1987,30-45 y.,2234,39.86128,39.31606,40.40651,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1987,46-65 y.,1783,39.75819,39.18869,40.32769,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1987,66 and older,31,24.13202,17.00798,31.25607,9.66640,15.00000,42.74663,4.0,66.0,15.0,10.00000,28.00000
1988,0-16 y.,,,,,,,,,,,,
1988,17-29 y.,1742,38.78703,38.26087,39.31319,38.00000,40.00000,42.00000,32.00000,48.00000,40.0,40.00000,40.00000
1988,30-45 y.,2098,39.29134,38.72592,39.85675,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1988,46-65 y.,1721,39.23202,38.62027,39.84377,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1988,66 and older,,,,,,,,,,,,
1989,0-16 y.,,,,,,,,,,,,
1989,17-29 y.,1756,39.60982,39.15214,40.06750,38.00000,40.00000,43.00000,30.50000,50.50000,40.0,40.00000,40.00000
1989,30-45 y.,2060,40.15135,39.61500,40.68770,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1989,46-65 y.,1657,39.81895,39.22761,40.41029,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1989,66 and older,,,,,,,,,,,,
1990,0-16 y.,,,,,,,,,,,,
1990,17-29 y.,2501,40.17898,39.79469,40.56327,38.50000,40.00000,43.80000,30.55000,51.75000,40.0,40.00000,40.00000
1990,30-45 y.,3413,40.11592,39.71797,40.51386,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1990,46-65 y.,2627,40.04001,39.58891,40.49110,37.50000,40.00000,45.00000,26.25000,56.25000,40.0,40.00000,40.00000
1990,66 and older,35,31.10085,25.71621,36.48548,20.00000,27.16618,44.80973,4.0,60.0,27.0,24.00000,43.01750
1991,0-16 y.,,,,,,,,,,,,
1991,17-29 y.,2373,39.05566,38.62491,39.48641,38.00000,40.00000,42.50000,31.25000,49.25000,40.0,40.00000,40.00000
1991,30-45 y.,3382,38.67010,38.22218,39.11803,37.00000,40.00000,45.00000,25.00000,57.00000,40.0,40.00000,40.00000
1991,46-65 y.,2422,38.57139,38.04122,39.10156,37.00000,40.00000,45.00000,25.00000,57.00000,40.0,40.00000,40.00000
1991,66 and older,,,,,,,,,,,,
1992,0-16 y.,,,,,,,,,,,,
1992,17-29 y.,2197,39.95448,39.56823,40.34073,38.50000,40.00000,43.00000,31.75000,49.75000,40.0,40.00000,40.00000
1992,30-45 y.,3235,39.41293,38.99114,39.83472,37.50000,40.00000,45.00000,26.25000,56.25000,40.0,40.00000,40.00000
1992,46-65 y.,2182,39.68061,39.16945,40.19178,37.50000,40.00000,45.00000,26.25000,56.25000,40.0,40.00000,40.00000
1992,66 and older,,,,,,,,,,,,
1993,0-16 y.,,,,,,,,,,,,
