year,regtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,West,4689,39.45585096569528,39.28007514035475,39.631626791035806,40.0,40.0,45.0,32.5,52.5,40.0,40.0,40.0
1985,Rural regions,West,1222,40.16377061854512,39.79051209202058,40.53702914506967,40.0,40.0,45.0,32.5,52.5,40.0,40.0,40.0
1986,Urban regions,West,4539,39.7853370781964,39.61512299963097,39.95555115676183,39.0,40.0,45.0,30.0,54.0,40.0,40.0,40.0
1986,Rural regions,West,1188,40.87129944452089,40.498033066234754,41.24456582280703,39.42717116667163,40.0,45.0,31.067927916679068,53.35924324999256,40.0,40.0,40.0
1987,Urban regions,West,4609,39.53434530604421,39.368822438734085,39.69986817335433,39.0,40.0,45.0,30.0,54.0,40.0,40.0,40.0
1987,Rural regions,West,1211,39.45455535486601,39.08982111507419,39.81928959465783,38.0,40.0,45.0,27.5,55.5,40.0,40.0,40.0
1988,Urban regions,West,4417,38.998395623573536,38.82258157833439,39.17420966881268,38.0,40.0,45.0,27.5,55.5,40.0,40.0,40.0
1988,Rural regions,West,1110,39.15375743828114,38.75144931197287,39.55606556458941,38.0,40.0,45.0,27.5,55.5,40.0,40.0,40.0
1989,Urban regions,West,4394,39.63735321824534,39.473658631430666,39.80104780506001,38.0,40.0,45.0,27.5,55.5,40.0,40.0,40.0
1989,Rural regions,West,1074,40.69205242324763,40.328189279529944,41.05591556696532,38.0,40.0,45.0,27.5,55.5,40.0,40.0,40.0
1990,Urban regions,West,4249,39.08444467785743,38.91682611800491,39.25206323770994,37.5,40.0,44.5,27.0,55.0,40.0,40.0,40.0
1990,Urban regions,East,1070,45.93815361143755,45.679204434349664,46.197102788525434,40.0,48.0,51.0,23.5,67.5,48.0,46.0,48.0
1990,Rural regions,West,1115,38.70148985009449,38.34148031987453,39.06149938031445,37.5,40.0,44.470498587432594,27.04425211885111,54.92624646858148,40.0,40.0,40.0
1990,Rural regions,East,2021,45.53786302741386,45.324561068577495,45.75116498625023,40.0,48.0,51.0,23.5,67.5,48.0,48.0,50.0
1991,Urban regions,West,4333,38.92080669521551,38.75167580040686,39.089937590024164,37.5,40.0,44.0,27.75,53.75,40.0,40.0,40.0
1991,Urban regions,East,829,41.764029966628506,41.436350740794445,42.09170919246257,40.0,40.0,45.0,32.5,52.5,40.0,40.0,40.0
1991,Rural regions,West,1143,38.81771715496035,38.44975490249656,39.18567940742414,37.5,40.0,45.0,26.25,56.25,40.0,40.0,41.0
1991,Rural regions,East,1593,40.69366585645763,40.445991774264,40.941339938651254,40.0,40.0,45.0,32.5,52.5,40.0,40.0,40.0
1992,Urban regions,West,4158,38.68911367081316,38.5184862502343,38.85974109139202,37.5,40.0,45.0,26.25,56.25,40.0,40.0,40.0
1992,Urban regions,East,781,43.53855534783276,43.218059767748414,43.85905092791711,40.0,42.0,46.0,31.0,55.0,42.0,42.0,44.0
1992,Rural regions,West,1122,39.03184918471765,38.67406170964533,39.38963665978997,37.0,40.0,45.0,25.0,57.0,40.0,40.0,41.0
1992,Rural regions,East,1431,42.985442440186375,42.7551962690141,43.21568861135865,40.0,40.0,45.0,32.5,52.5,40.0,40.0,40.0
1993,Urban regions,West,4098,38.43849570528296,38.26691402169891,38.61007738886701,37.5,40.0,43.0,29.25,51.25,40.0,40.0,41.0
1993,Urban regions,East,773,44.20235472242277,43.873870208127045,44.53083923671849,40.0,42.0,48.227158660471744,27.659262009292384,60.56789665117936,42.0,41.5,42.0
1993,Rural regions,West,1098,38.45518698879588,38.087723374743604,38.82265060284816,37.0,40.0,43.898050139025976,26.652924791461036,54.24512534756494,40.0,40.0,41.0
1993,Rural regions,East,1356,43.07605655359711,42.80321563213326,43.348897475060966,40.0,41.0,46.0,31.0,55.0,41.0,40.0,42.0
1994,Urban regions,West,3911,38.31788782080768,38.13903345390223,38.496742187713124,37.0,40.0,43.0,28.0,52.0,40.0,40.0,41.0
1994,Urban regions,East,759,43.630342638647605,43.3160764891269,43.94460878816831,40.0,42.0,48.0,28.0,60.0,42.0,41.0,42.0
1994,Rural regions,West,1073,38.49619301696065,38.11769666765711,38.8746893662642,36.0,40.0,44.0,24.0,56.0,40.0,40.0,41.0
1994,Rural regions,East,1286,43.23316879601229,42.98357872061153,43.482758871413054,40.0,42.0,48.0,28.0,60.0,42.0,42.0,43.0
1995,Urban regions,West,4154,38.17722100871854,37.994315991688396,38.360126025748684,36.5,40.0,45.0,23.75,57.75,40.0,40.0,40.0
1995,Urban regions,East,710,43.14174655686898,42.732250553607436,43.551242560130525,40.0,42.0,48.0,28.0,60.0,42.0,41.0,42.0
1995,Rural regions,West,1180,38.00885863162576,37.642264449658434,38.37545281359309,36.0,39.5,43.0,25.5,53.5,39.5,39.0,40.0
1995,Rural regions,East,1393,42.96675185219158,42.70475456979992,43.22874913458324,40.0,41.0,48.0,28.0,60.0,41.0,40.0,42.0
1996,Urban regions,West,3985,38.277452718873406,38.095449020689294,38.45945641705752,36.0,40.0,44.0,24.0,56.0,40.0,40.0,40.0
1996,Urban regions,East,707,42.97701239330194,42.57981732258307,43.37420746402081,40.0,42.0,48.0,28.0,60.0,42.0,42.0,43.0
1996,Rural regions,West,1159,37.82644165017288,37.46614543523607,38.18673786510969,35.0,39.0,43.0,23.0,55.0,39.0,38.0,39.5
1996,Rural regions,East,1311,43.11864915529139,42.8619899528959,43.37530835768689,40.0,41.0,48.0,28.0,60.0,41.0,40.0,42.0
1997,Urban regions,West,3958,38.722873266169834,38.535802072465756,38.90994445987391,36.0,40.0,45.0,22.5,58.5,40.0,40.0,40.0
1997,Urban regions,East,663,42.60291190422649,42.193348729946166,43.01247507850681,40.0,42.0,48.0,28.0,60.0,42.0,41.5,43.0
1997,Rural regions,West,1126,38.59062584926461,38.22038070728759,38.960870991241634,35.5,40.0,44.0,22.75,56.75,40.0,40.0,40.0
1997,Rural regions,East,1302,43.560871319719986,43.29299135857475,43.82875128086522,40.0,42.0,50.0,25.0,65.0,42.0,42.0,42.5
1998,Urban regions,West,4345,38.53504837190613,38.35583370676346,38.714263037048795,35.0,40.0,45.0,20.0,60.0,40.0,40.0,40.0
1998,Urban regions,East,682,42.42990800011668,42.04141310529579,42.81840289493758,40.0,42.0,47.0,29.5,57.5,42.0,41.0,43.0
1998,Rural regions,West,1274,38.630979683448224,38.278008853637004,38.983950513259444,35.0,40.0,45.0,20.0,60.0,40.0,40.0,40.0
1998,Rural regions,East,1383,42.97020952619151,42.69421339614826,43.246205656234764,40.0,42.0,49.0,26.5,62.5,42.0,42.0,42.0
1999,Urban regions,West,4364,38.046258630395855,37.859970631238085,38.232546629553624,35.0,40.0,45.0,20.0,60.0,40.0,40.0,40.0
1999,Urban regions,East,707,42.09553656577592,41.68395129022909,42.50712184132276,40.0,42.0,47.0,29.5,57.5,42.0,41.5,43.0
1999,Rural regions,West,1310,37.83054105146385,37.47555733896567,38.18552476396202,35.0,40.0,44.0,21.5,57.5,40.0,40.0,40.0
1999,Rural regions,East,1400,41.91187888861062,41.635487117390234,42.18827065983101,40.0,40.0,46.0,31.0,55.0,40.0,38.0,40.0
2000,Urban regions,West,7642,38.15286957127816,38.0096049852449,38.29613415731142,35.0,40.0,45.0,20.0,60.0,40.0,40.0,40.0
2000,Urban regions,East,987,41.36901400130274,41.027123961474516,41.71090404113096,39.23336931572845,40.0,45.0,30.583423289321132,53.64994602640732,40.0,40.0,40.0
2000,Rural regions,West,2466,38.73599955885473,38.48157778839483,38.99042132931463,35.0,40.0,45.0,20.0,60.0,40.0,40.0,40.0
2000,Rural regions,East,2085,41.74259134211257,41.5090195924073,41.97616309181784,40.0,40.0,45.0,32.5,52.5,40.0,39.0,40.0
2001,Urban regions,West,7064,38.09135666907719,37.94191470162111,38.24079863653328,35.0,40.0,45.0,20.0,60.0,40.0,40.0,40.0
2001,Urban regions,East,962,41.08784346488627,40.7177060548646,41.45798087490794,38.5,40.0,46.0,27.25,57.25,40.0,38.9875,40.0
2001,Rural regions,West,2209,38.68504495133209,38.41494868475635,38.95514121790783,35.0,40.0,45.0,20.0,60.0,40.0,40.0,40.0
2001,Rural regions,East,1930,41.49889985659981,41.254262511831925,41.7435372013677,39.0,40.0,46.0,28.5,56.5,40.0,39.5,40.0
2002,Urban regions,West,7698,37.66173088385165,37.51751135550157,37.805950412201724,35.0,40.0,45.0,20.0,60.0,40.0,40.0,40.0
2002,Urban regions,East,974,40.898580433796134,40.55892583928113,41.23823502831114,38.0,40.0,45.0,27.5,55.5,40.0,39.0,40.0
2002,Rural regions,West,2331,37.55068967723101,37.27733385186569,37.824045502596334,32.0,40.0,45.0,12.5,64.5,40.0,40.0,40.0
2002,Rural regions,East,1868,41.731963860897814,41.49616106957928,41.96776665221635,40.0,40.0,46.0,31.0,55.0,40.0,38.0,40.0
2003,Urban regions,West,7288,37.43659385088383,37.287744441043266,37.5854432607244,33.0,40.0,45.0,15.0,63.0,40.0,40.0,40.0
2003,Urban regions,East,930,40.0503621942002,39.68135087758601,40.41937351081438,37.0,40.0,45.0,25.0,57.0,40.0,39.0,40.0
2003,Rural regions,West,2230,37.053755879415114,36.780755501305435,37.32675625752479,30.0,40.0,44.0,9.0,65.0,40.0,40.0,41.0
2003,Rural regions,East,1813,41.013360050931574,40.76327834249121,41.263441759371936,38.0,40.0,46.0,26.0,58.0,40.0,39.974999999999994,40.0
2004,Urban regions,West,6992,37.27975562514688,37.130893443462135,37.42861780683163,33.0,40.0,45.0,15.0,63.0,40.0,40.0,40.0
2004,Urban regions,East,936,39.11080045923907,38.71932871614367,39.502272202334474,36.0,40.0,45.0,22.5,58.5,40.0,40.0,40.0
2004,Rural regions,West,2110,37.458673028218115,37.178474045433006,37.738872011003224,34.0,40.0,44.0,19.0,59.0,40.0,40.0,40.0
2004,Rural regions,East,1736,40.4009163829577,40.12298512695118,40.67884763896423,37.5,40.0,45.0,26.25,56.25,40.0,40.0,40.0
2005,Urban regions,West,6623,37.474984459620075,37.319474160513806,37.63049475872634,32.0,40.0,45.0,12.5,64.5,40.0,40.0,40.0
2005,Urban regions,East,880,40.47514924868925,40.09552366152498,40.85477483585352,38.0,40.0,45.0,27.5,55.5,40.0,39.0,40.0
2005,Rural regions,West,1995,37.466982071415316,37.175317270937974,37.75864687189266,30.0,40.0,45.0,7.5,67.5,40.0,40.0,40.0
2005,Rural regions,East,1628,40.862767523815315,40.58600181202378,41.13953323560685,38.0,40.0,46.0,26.0,58.0,40.0,39.0,40.0
2006,Urban regions,West,6954,37.815841243896706,37.66331571043161,37.9683667773618,32.0,40.0,45.0,12.5,64.5,40.0,40.0,40.0
2006,Urban regions,East,907,39.924427158966864,39.53281952392135,40.31603479401238,37.0,40.0,45.0,25.0,57.0,40.0,38.4875,40.0
2006,Rural regions,West,2213,37.465875120218385,37.188438983278935,37.743311257157835,30.0,40.0,45.0,7.5,67.5,40.0,40.0,40.0
2006,Rural regions,East,1739,41.23749177371859,40.97110398270486,41.503879564732316,38.0,40.0,48.0,23.0,63.0,40.0,38.0,40.0
2007,Urban regions,West,6550,37.7990383315538,37.64052195193748,37.957554711170125,31.75706706240747,40.0,45.0,11.89266765601867,64.8643994063888,40.0,40.0,40.0
2007,Urban regions,East,885,39.396077680949865,38.96932511687021,39.82283024502952,35.0,40.0,45.0,20.0,60.0,40.0,40.0,40.0
2007,Rural regions,West,2112,37.76511983258787,37.47524627914523,38.05499338603051,31.0,40.0,45.0,10.0,66.0,40.0,40.0,40.0
2007,Rural regions,East,1716,41.55572324719149,41.2917519302309,41.81969456415207,39.5,40.5,48.0,26.75,60.75,40.5,39.0,41.0
2008,Urban regions,West,6231,37.68629439685745,37.526115185423194,37.8464736082917,32.0,40.0,45.0,12.5,64.5,40.0,40.0,40.0
2008,Urban regions,East,849,39.74000981178881,39.3354941058938,40.14452551768382,37.0,40.0,45.0,25.0,57.0,40.0,38.0,40.0
2008,Rural regions,West,1974,37.1629794700918,36.86602058107775,37.45993835910585,30.0,40.0,45.0,7.5,67.5,40.0,40.0,40.0
2008,Rural regions,East,1631,40.81275952256194,40.54689732876303,41.07862171636085,39.0,40.0,45.0,30.0,54.0,40.0,39.0,40.0
2009,Urban regions,West,5732,37.475006369742815,37.30426342775399,37.64574931173164,30.0,40.0,45.0,7.5,67.5,40.0,40.0,40.0
2009,Urban regions,East,802,40.134461666775216,39.72244967616398,40.54647365738645,38.5,40.0,45.0,28.75,54.75,40.0,38.0,40.0
