year,sampreg,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,West,At least once per month,0.05810,1271,16714,0.05456,0.06165
2003,West,Seldom,0.08767,1877,16714,0.08339,0.09196
2003,West,Never,0.59863,11895,16714,0.59120,0.60607
2003,East,At least once per week,0.05366,342,5327,0.04761,0.05971
2003,East,At least once per month,0.05204,350,5327,0.04607,0.05800
2003,East,Seldom,0.07109,481,5327,0.06418,0.07799
2003,East,Never,0.68838,4154,5327,0.67594,0.70082
2005,West,At least once per week,0.07881,1598,15551,0.07457,0.08304
2005,West,At least once per month,0.07009,1421,15551,0.06607,0.07410
2005,West,Seldom,0.11471,2244,15551,0.10970,0.11972
2005,West,Never,0.56301,10288,15551,0.55522,0.57081
2005,East,At least once per week,0.04851,302,5011,0.04256,0.05446
2005,East,At least once per month,0.06821,430,5011,0.06123,0.07519
2005,East,Seldom,0.11420,695,5011,0.10540,0.12301
2005,East,Never,0.63672,3584,5011,0.62340,0.65004
2007,West,At least once per week,0.08050,1683,15365,0.07620,0.08480
2007,West,At least once per month,0.06340,1357,15365,0.05955,0.06726
2007,West,Seldom,0.10275,1954,15365,0.09794,0.10755
2007,West,Never,0.56894,10371,15365,0.56111,0.57677
2007,East,At least once per week,0.05100,326,4975,0.04489,0.05712
2007,East,At least once per month,0.06532,402,4975,0.05845,0.07219
2007,East,Seldom,0.10330,619,4975,0.09484,0.11176
2007,East,Never,0.64729,3628,4975,0.63401,0.66057
2008,West,At least once per week,0.08431,1631,14490,0.07979,0.08884
2008,West,At least once per month,0.06081,1177,14490,0.05692,0.06470
2008,West,Seldom,0.08754,1646,14490,0.08294,0.09215
2008,West,Never,0.59580,10036,14490,0.58781,0.60379
2008,East,At least once per week,0.05373,326,4753,0.04732,0.06015
2008,East,At least once per month,0.05883,350,4753,0.05214,0.06552
2008,East,Seldom,0.07698,441,4753,0.06940,0.08456
2008,East,Never,0.68246,3636,4753,0.66922,0.69569
2009,West,At least once per week,0.08138,1491,13369,0.07675,0.08602
2009,West,At least once per month,0.06476,1182,13369,0.06059,0.06893
2009,West,Seldom,0.10504,1686,13369,0.09984,0.11024
2009,West,Never,0.57707,9010,13369,0.56870,0.58544
2009,East,At least once per week,0.05779,304,4512,0.05098,0.06459
2009,East,At least once per month,0.06588,367,4512,0.05864,0.07312
2009,East,Seldom,0.10418,540,4512,0.09527,0.11310
2009,East,Never,0.63071,3301,4512,0.61663,0.64479
2011,West,At least once per week,0.09017,2647,21988,0.08639,0.09396
2011,West,At least once per month,0.07034,2101,21988,0.06696,0.07372
2011,West,Seldom,0.11332,2901,21988,0.10913,0.11751
2011,West,Never,0.55320,14339,21988,0.54662,0.55977
2011,East,At least once per week,0.06391,486,6284,0.05786,0.06996
2011,East,At least once per month,0.06710,534,6284,0.06091,0.07328
2011,East,Seldom,0.10307,727,6284,0.09555,0.11059
2011,East,Never,0.62622,4537,6284,0.61426,0.63819
2013,West,At least once per week,0.09143,2492,19689,0.08740,0.09546
2013,West,At least once per month,0.06315,1874,19689,0.05976,0.06655
2013,West,Seldom,0.08008,2139,19689,0.07629,0.08387
2013,West,Never,0.50827,13184,19689,0.50129,0.51526
2013,East,At least once per week,0.06883,482,5687,0.06225,0.07541
2013,East,At least once per month,0.05812,446,5687,0.05204,0.06420
2013,East,Seldom,0.08059,547,5687,0.07352,0.08767
2013,East,Never,0.62657,4212,5687,0.61399,0.63914
2015,West,At least once per week,0.09495,2410,21299,0.09101,0.09889
2015,West,At least once per month,0.07280,1902,21299,0.06931,0.07629
2015,West,Seldom,0.10983,2732,21299,0.10563,0.11403
2015,West,Never,0.55949,14255,21299,0.55282,0.56615
2015,East,At least once per week,0.05690,415,5389,0.05071,0.06308
2015,East,At least once per month,0.07070,515,5389,0.06386,0.07755
2015,East,Seldom,0.10174,624,5389,0.09366,0.10981
2015,East,Never,0.62548,3835,5389,0.61256,0.63840
2017,West,At least once per week,0.09919,2546,20883,0.09513,0.10324
2017,West,At least once per month,0.07479,2053,20883,0.07123,0.07836
2017,West,Seldom,0.09843,2612,20883,0.09439,0.10247
2017,West,Never,0.55530,13672,20883,0.54856,0.56204
2017,East,At least once per week,0.06907,493,5574,0.06241,0.07573
2017,East,At least once per month,0.07425,564,5574,0.06737,0.08113
2017,East,Seldom,0.09421,605,5574,0.08654,0.10188
2017,East,Never,0.59993,3912,5574,0.58706,0.61279
2019,West,At least once per week,0.10102,2706,20007,0.09684,0.10519
2019,West,At least once per month,0.06696,1869,20007,0.06349,0.07042
2019,West,Seldom,0.08761,2185,20007,0.08369,0.09153
2019,West,Never,0.56993,13247,20007,0.56307,0.57679
2019,East,At least once per week,0.07758,570,5514,0.07052,0.08464
2019,East,At least once per month,0.06223,503,5514,0.05586,0.06861
2019,East,Seldom,0.07979,522,5514,0.07264,0.08694
2019,East,Never,0.61742,3919,5514,0.60459,0.63025
2021,West,At least once per week,0.10811,1946,13563,0.10289,0.11334
2021,West,At least once per month,0.07652,1403,13563,0.07204,0.08099
2021,West,Seldom,0.10385,1819,13563,0.09871,0.10898
2021,West,Never,0.53100,8395,13563,0.52260,0.53940
2021,East,At least once per week,0.09030,423,3619,0.08096,0.09964
2021,East,At least once per month,0.09025,414,3619,0.08092,0.09959
2021,East,Seldom,0.10813,462,3619,0.09801,0.11825
2021,East,Never,0.54198,2320,3619,0.52574,0.55821
