year,sampreg,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,West,At least once per week,0.06864,815,10866,0.06389,0.07340
1985,West,At least once per month,0.05132,620,10866,0.04717,0.05547
1985,West,Seldom,0.06844,847,10866,0.06369,0.07319
1985,West,Never,0.63757,8584,10866,0.62853,0.64661
1986,West,At least once per week,0.06676,771,10448,0.06197,0.07155
1986,West,At least once per month,0.05366,615,10448,0.04934,0.05798
1986,West,Seldom,0.06344,767,10448,0.05876,0.06811
1986,West,Never,0.64124,8295,10448,0.63204,0.65044
1988,West,At least once per week,0.07455,808,9850,0.06936,0.07974
1988,West,At least once per month,0.05427,599,9850,0.04980,0.05874
1988,West,Seldom,0.07613,840,9850,0.07090,0.08137
1988,West,Never,0.61801,7603,9850,0.60841,0.62760
1990,West,At least once per week,0.07056,709,9414,0.06539,0.07573
1990,West,At least once per month,0.05894,590,9414,0.05418,0.06370
1990,West,Seldom,0.09922,1048,9414,0.09318,0.10526
1990,West,Never,0.60098,7067,9414,0.59108,0.61087
1990,East,At least once per week,0.04778,284,4310,0.04142,0.05415
1990,East,At least once per month,0.08103,497,4310,0.07288,0.08917
1990,East,Seldom,0.07425,468,4310,0.06642,0.08207
1990,East,Never,0.55871,3061,4310,0.54389,0.57354
1992,West,At least once per week,0.05876,619,9206,0.05395,0.06356
1992,West,At least once per month,0.05382,547,9206,0.04921,0.05843
1992,West,Seldom,0.09151,980,9206,0.08562,0.09740
1992,West,Never,0.60610,7060,9206,0.59612,0.61608
1992,East,At least once per week,0.03102,157,3934,0.02560,0.03644
1992,East,At least once per month,0.04529,238,3934,0.03879,0.05179
1992,East,Seldom,0.07091,383,3934,0.06288,0.07893
1992,East,Never,0.65824,3156,3934,0.64341,0.67306
1994,West,At least once per week,0.06186,635,9009,0.05689,0.06684
1994,West,At least once per month,0.05440,554,9009,0.04972,0.05909
1994,West,Seldom,0.09863,1076,9009,0.09248,0.10479
1994,West,Never,0.59715,6744,9009,0.58702,0.60728
1994,East,At least once per week,0.02754,135,3747,0.02230,0.03278
1994,East,At least once per month,0.05083,241,3747,0.04380,0.05787
1994,East,Seldom,0.06656,344,3747,0.05858,0.07454
1994,East,Never,0.66678,3027,3747,0.65169,0.68188
1995,West,At least once per week,0.06809,736,9515,0.06303,0.07316
1995,West,At least once per month,0.04710,496,9515,0.04284,0.05136
1995,West,Seldom,0.07599,818,9515,0.07066,0.08131
1995,West,Never,0.62130,7465,9515,0.61156,0.63105
1995,East,At least once per week,0.03557,172,3664,0.02958,0.04157
1995,East,At least once per month,0.04609,222,3664,0.03930,0.05288
1995,East,Seldom,0.05280,261,3664,0.04555,0.06004
1995,East,Never,0.68338,3009,3664,0.66832,0.69845
1996,West,At least once per week,0.06664,701,9319,0.06158,0.07170
1996,West,At least once per month,0.05996,607,9319,0.05514,0.06478
1996,West,Seldom,0.12155,1329,9319,0.11491,0.12818
1996,West,Never,0.56592,6682,9319,0.55586,0.57599
1996,East,At least once per week,0.03596,168,3666,0.02993,0.04199
1996,East,At least once per month,0.05563,256,3666,0.04821,0.06305
1996,East,Seldom,0.09444,460,3666,0.08497,0.10391
1996,East,Never,0.63824,2782,3666,0.62268,0.65379
1997,West,At least once per week,0.06672,718,9124,0.06160,0.07184
1997,West,At least once per month,0.06128,598,9124,0.05635,0.06620
1997,West,Seldom,0.10806,1202,9124,0.10169,0.11443
1997,West,Never,0.57409,6606,9124,0.56394,0.58423
1997,East,At least once per week,0.04149,176,3603,0.03498,0.04800
1997,East,At least once per month,0.05515,244,3603,0.04770,0.06261
1997,East,Seldom,0.07736,376,3603,0.06864,0.08609
1997,East,Never,0.65329,2807,3603,0.63775,0.66883
1998,West,At least once per week,0.06642,821,10284,0.06161,0.07124
1998,West,At least once per month,0.05839,703,10284,0.05386,0.06292
1998,West,Seldom,0.09122,1073,10284,0.08565,0.09678
1998,West,Never,0.59839,7687,10284,0.58891,0.60786
1998,East,At least once per week,0.03985,197,3843,0.03367,0.04604
1998,East,At least once per month,0.05199,238,3843,0.04497,0.05901
1998,East,Seldom,0.06419,318,3843,0.05644,0.07193
1998,East,Never,0.67581,3090,3843,0.66101,0.69061
1999,West,At least once per week,0.06998,814,9820,0.06494,0.07503
1999,West,At least once per month,0.05869,676,9820,0.05404,0.06334
1999,West,Seldom,0.11704,1386,9820,0.11068,0.12340
1999,West,Never,0.56961,6944,9820,0.55981,0.57940
1999,East,At least once per week,0.04307,203,3756,0.03657,0.04956
1999,East,At least once per month,0.05702,268,3756,0.04960,0.06444
1999,East,Seldom,0.09856,458,3756,0.08903,0.10810
1999,East,Never,0.64028,2827,3756,0.62493,0.65563
2001,West,At least once per week,0.07014,1436,16286,0.06622,0.07407
2001,West,At least once per month,0.06158,1243,16286,0.05788,0.06527
2001,West,Seldom,0.09923,1999,16286,0.09464,0.10382
2001,West,Never,0.57916,11608,16286,0.57157,0.58674
2001,East,At least once per week,0.04644,305,5396,0.04082,0.05205
2001,East,At least once per month,0.05919,396,5396,0.05290,0.06549
2001,East,Seldom,0.09347,642,5396,0.08571,0.10124
2001,East,Never,0.65118,4053,5396,0.63847,0.66390
2003,West,At least once per week,0.07417,1671,16714,0.07019,0.07814
