year,pgisced97,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Pre-primary Level,Seldom,0.19857,32,205,0.14382,0.25331
1994,Pre-primary Level,Never,0.65378,173,205,0.58850,0.71907
1994,Primary Level,Seldom,0.04738,35,536,0.02938,0.06539
1994,Primary Level,Never,0.91179,501,536,0.88776,0.93582
1994,Lower Secondary Level,At least once per week,0.04058,94,2459,0.03278,0.04838
1994,Lower Secondary Level,At least once per month,0.04098,96,2459,0.03315,0.04882
1994,Lower Secondary Level,Seldom,0.08047,200,2459,0.06972,0.09123
1994,Lower Secondary Level,Never,0.81757,2069,2459,0.80230,0.83284
1994,Upper Secondary Level,At least once per week,0.07186,416,6514,0.06559,0.07814
1994,Upper Secondary Level,At least once per month,0.06930,412,6514,0.06314,0.07547
1994,Upper Secondary Level,Seldom,0.10732,708,6514,0.09981,0.11484
1994,Upper Secondary Level,Never,0.74071,4978,6514,0.73007,0.75135
1994,Post-secondary Non-tertiary Level,At least once per week,0.10556,34,368,0.07412,0.13699
1994,Post-secondary Non-tertiary Level,Seldom,0.13907,47,368,0.10367,0.17447
1994,Post-secondary Non-tertiary Level,Never,0.71383,287,368,0.66759,0.76007
1994,First Stage of Tertiary Education,At least once per week,0.08419,69,746,0.06425,0.10412
1994,First Stage of Tertiary Education,At least once per month,0.08813,71,746,0.06778,0.10849
1994,First Stage of Tertiary Education,Seldom,0.14483,109,746,0.11956,0.17010
1994,First Stage of Tertiary Education,Never,0.67343,497,746,0.63975,0.70710
1994,Second Stage of Tertiary Education,At least once per week,0.07938,123,1641,0.06630,0.09246
1994,Second Stage of Tertiary Education,At least once per month,0.09281,167,1641,0.07876,0.10685
1994,Second Stage of Tertiary Education,Seldom,0.16093,273,1641,0.14314,0.17871
1994,Second Stage of Tertiary Education,Never,0.65586,1078,1641,0.63287,0.67886
1995,Pre-primary Level,At least once per week,0.12237,32,259,0.08238,0.16236
1995,Pre-primary Level,Never,0.75643,227,259,0.70405,0.80880
1995,Primary Level,Never,0.89653,491,491,0.86956,0.92350
1995,Lower Secondary Level,At least once per week,0.04604,95,2474,0.03778,0.05430
1995,Lower Secondary Level,At least once per month,0.04430,102,2474,0.03619,0.05240
1995,Lower Secondary Level,Seldom,0.06239,154,2474,0.05286,0.07192
1995,Lower Secondary Level,Never,0.84063,2123,2474,0.82620,0.85506
1995,Upper Secondary Level,At least once per week,0.07969,488,6668,0.07319,0.08619
1995,Upper Secondary Level,At least once per month,0.05505,346,6668,0.04958,0.06053
1995,Upper Secondary Level,Seldom,0.08628,545,6668,0.07954,0.09302
1995,Upper Secondary Level,Never,0.76822,5289,6668,0.75809,0.77835
1995,Post-secondary Non-tertiary Level,At least once per week,0.08880,39,443,0.06228,0.11532
1995,Post-secondary Non-tertiary Level,Seldom,0.09734,38,443,0.06971,0.12498
1995,Post-secondary Non-tertiary Level,Never,0.75522,366,443,0.71514,0.79531
1995,First Stage of Tertiary Education,At least once per week,0.09908,83,751,0.07770,0.12046
1995,First Stage of Tertiary Education,At least once per month,0.10194,78,751,0.08029,0.12360
1995,First Stage of Tertiary Education,Seldom,0.09541,79,751,0.07439,0.11644
1995,First Stage of Tertiary Education,Never,0.69823,511,751,0.66538,0.73108
1995,Second Stage of Tertiary Education,At least once per week,0.08507,149,1744,0.07197,0.09817
1995,Second Stage of Tertiary Education,At least once per month,0.07580,150,1744,0.06337,0.08822
1995,Second Stage of Tertiary Education,Seldom,0.12815,208,1744,0.11245,0.14384
1995,Second Stage of Tertiary Education,Never,0.70271,1237,1744,0.68125,0.72416
1996,Pre-primary Level,Seldom,0.17525,44,263,0.12921,0.22129
1996,Pre-primary Level,Never,0.68529,219,263,0.62905,0.74152
1996,Primary Level,Seldom,0.09129,42,470,0.06522,0.11736
1996,Primary Level,Never,0.87190,428,470,0.84165,0.90214
1996,Lower Secondary Level,At least once per week,0.04037,89,2369,0.03244,0.04829
1996,Lower Secondary Level,At least once per month,0.04668,98,2369,0.03819,0.05518
1996,Lower Secondary Level,Seldom,0.11110,274,2369,0.09844,0.12376
1996,Lower Secondary Level,Never,0.78803,1908,2369,0.77156,0.80449
1996,Upper Secondary Level,At least once per week,0.07657,442,6588,0.07015,0.08299
1996,Upper Secondary Level,At least once per month,0.07260,444,6588,0.06633,0.07886
1996,Upper Secondary Level,Seldom,0.13610,884,6588,0.12782,0.14438
1996,Upper Secondary Level,Never,0.70761,4818,6588,0.69662,0.71859
1996,Post-secondary Non-tertiary Level,At least once per week,0.06827,31,471,0.04546,0.09107
1996,Post-secondary Non-tertiary Level,At least once per month,0.07112,33,471,0.04788,0.09436
1996,Post-secondary Non-tertiary Level,Seldom,0.16404,75,471,0.13056,0.19752
1996,Post-secondary Non-tertiary Level,Never,0.69657,332,471,0.65501,0.73814
1996,First Stage of Tertiary Education,At least once per week,0.11096,96,761,0.08863,0.13329
1996,First Stage of Tertiary Education,At least once per month,0.10022,78,761,0.07887,0.12157
1996,First Stage of Tertiary Education,Seldom,0.19205,138,761,0.16404,0.22005
1996,First Stage of Tertiary Education,Never,0.59252,449,761,0.55759,0.62746
1996,Second Stage of Tertiary Education,At least once per week,0.10050,171,1756,0.08643,0.11456
1996,Second Stage of Tertiary Education,At least once per month,0.10565,181,1756,0.09127,0.12003
1996,Second Stage of Tertiary Education,Seldom,0.17430,299,1756,0.15655,0.19205
1996,Second Stage of Tertiary Education,Never,0.61138,1105,1756,0.58858,0.63419
1997,Pre-primary Level,Seldom,0.16297,39,277,0.11939,0.20654
1997,Pre-primary Level,Never,0.68817,238,277,0.63352,0.74282
1997,Primary Level,Never,0.88625,407,407,0.85536,0.91713
1997,Lower Secondary Level,At least once per week,0.04672,102,2304,0.03810,0.05534
1997,Lower Secondary Level,At least once per month,0.05002,96,2304,0.04112,0.05892
1997,Lower Secondary Level,Seldom,0.10225,253,2304,0.08987,0.11462
1997,Lower Secondary Level,Never,0.77896,1853,2304,0.76201,0.79591
1997,Upper Secondary Level,At least once per week,0.07730,454,6429,0.07077,0.08383
1997,Upper Secondary Level,At least once per month,0.06997,405,6429,0.06373,0.07620
1997,Upper Secondary Level,Seldom,0.11935,752,6429,0.11142,0.12727
1997,Upper Secondary Level,Never,0.72130,4818,6429,0.71034,0.73226
1997,Post-secondary Non-tertiary Level,At least once per week,0.07442,32,451,0.05017,0.09867
1997,Post-secondary Non-tertiary Level,At least once per month,0.07279,33,451,0.04878,0.09679
1997,Post-secondary Non-tertiary Level,Seldom,0.13741,62,451,0.10560,0.16922
1997,Post-secondary Non-tertiary Level,Never,0.71538,324,451,0.67369,0.75707
1997,First Stage of Tertiary Education,At least once per week,0.11150,94,748,0.08893,0.13408
1997,First Stage of Tertiary Education,At least once per month,0.09870,81,748,0.07731,0.12008
1997,First Stage of Tertiary Education,Seldom,0.13692,118,748,0.11227,0.16158
1997,First Stage of Tertiary Education,Never,0.63120,455,748,0.59660,0.66580
1997,Second Stage of Tertiary Education,At least once per week,0.09296,157,1758,0.07938,0.10654
1997,Second Stage of Tertiary Education,At least once per month,0.11436,196,1758,0.09948,0.12924
1997,Second Stage of Tertiary Education,Seldom,0.16855,294,1758,0.15105,0.18606
1997,Second Stage of Tertiary Education,Never,0.61719,1111,1758,0.59446,0.63992
1998,Pre-primary Level,At least once per week,0.09758,31,291,0.06343,0.13174
1998,Pre-primary Level,Never,0.74471,260,291,0.69453,0.79490
1998,Primary Level,Never,0.93842,415,415,0.91527,0.96158
1998,Lower Secondary Level,At least once per week,0.04862,117,2511,0.04021,0.05704
1998,Lower Secondary Level,At least once per month,0.04649,113,2511,0.03825,0.05473
1998,Lower Secondary Level,Seldom,0.07471,182,2511,0.06443,0.08500
1998,Lower Secondary Level,Never,0.81963,2099,2511,0.80459,0.83467
1998,Upper Secondary Level,At least once per week,0.07923,529,6978,0.07290,0.08557
1998,Upper Secondary Level,At least once per month,0.06846,453,6978,0.06254,0.07439
1998,Upper Secondary Level,Seldom,0.09938,658,6978,0.09236,0.10640
1998,Upper Secondary Level,Never,0.74328,5338,6978,0.73303,0.75353
1998,Post-secondary Non-tertiary Level,At least once per week,0.07187,35,500,0.04921,0.09453
1998,Post-secondary Non-tertiary Level,At least once per month,0.07860,40,500,0.05499,0.10222
1998,Post-secondary Non-tertiary Level,Seldom,0.13953,55,500,0.10913,0.16993
1998,Post-secondary Non-tertiary Level,Never,0.70245,370,500,0.66233,0.74256
1998,First Stage of Tertiary Education,At least once per week,0.08753,89,812,0.06808,0.10698
1998,First Stage of Tertiary Education,At least once per month,0.10090,91,812,0.08017,0.12163
1998,First Stage of Tertiary Education,Seldom,0.12017,103,812,0.09779,0.14254
1998,First Stage of Tertiary Education,Never,0.67707,529,812,0.64489,0.70925
1998,Second Stage of Tertiary Education,At least once per week,0.09573,179,1959,0.08270,0.10877
1998,Second Stage of Tertiary Education,At least once per month,0.10224,199,1959,0.08882,0.11566
1998,Second Stage of Tertiary Education,Seldom,0.15325,289,1959,0.13730,0.16921
1998,Second Stage of Tertiary Education,Never,0.64351,1292,1959,0.62229,0.66472
1999,Pre-primary Level,At least once per week,0.11610,34,292,0.07929,0.15291
1999,Pre-primary Level,Seldom,0.12988,40,292,0.09126,0.16851
1999,Pre-primary Level,Never,0.67560,218,292,0.62181,0.72939
1999,Primary Level,Seldom,0.07035,34,412,0.04563,0.09507
1999,Primary Level,Never,0.89303,378,412,0.86315,0.92291
1999,Lower Secondary Level,At least once per week,0.04488,96,2416,0.03662,0.05314
1999,Lower Secondary Level,At least once per month,0.05006,116,2416,0.04136,0.05876
1999,Lower Secondary Level,Seldom,0.11417,276,2416,0.10149,0.12685
1999,Lower Secondary Level,Never,0.77826,1928,2416,0.76169,0.79482
1999,Upper Secondary Level,At least once per week,0.07918,534,6884,0.07280,0.08556
1999,Upper Secondary Level,At least once per month,0.06995,454,6884,0.06393,0.07598
1999,Upper Secondary Level,Seldom,0.13003,912,6884,0.12209,0.13798
1999,Upper Secondary Level,Never,0.71157,4984,6884,0.70087,0.72227
1999,Post-secondary Non-tertiary Level,At least once per week,0.10266,45,500,0.07603,0.12929
1999,Post-secondary Non-tertiary Level,At least once per month,0.06625,39,500,0.04442,0.08807
1999,Post-secondary Non-tertiary Level,Seldom,0.17316,71,500,0.13996,0.20636
1999,Post-secondary Non-tertiary Level,Never,0.64384,345,500,0.60182,0.68585
1999,First Stage of Tertiary Education,At least once per week,0.11837,107,808,0.09608,0.14066
1999,First Stage of Tertiary Education,At least once per month,0.08530,80,808,0.06603,0.10457
1999,First Stage of Tertiary Education,Seldom,0.14568,128,808,0.12134,0.17002
1999,First Stage of Tertiary Education,Never,0.63953,493,808,0.60640,0.67266
1999,Second Stage of Tertiary Education,At least once per week,0.10301,179,1948,0.08951,0.11651
1999,Second Stage of Tertiary Education,At least once per month,0.10748,221,1948,0.09372,0.12124
1999,Second Stage of Tertiary Education,Seldom,0.19177,347,1948,0.17429,0.20926
1999,Second Stage of Tertiary Education,Never,0.59078,1201,1948,0.56894,0.61262
2001,Pre-primary Level,At least once per week,0.09181,47,511,0.06675,0.11687
2001,Pre-primary Level,Seldom,0.13529,78,511,0.10560,0.16497
2001,Pre-primary Level,Never,0.72662,386,511,0.68794,0.76531
2001,Primary Level,Never,0.92232,288,288,0.89135,0.95329
2001,Lower Secondary Level,At least once per week,0.03865,122,3043,0.03180,0.04550
2001,Lower Secondary Level,At least once per month,0.05047,141,3043,0.04269,0.05825
2001,Lower Secondary Level,Seldom,0.07725,244,3043,0.06776,0.08674
2001,Lower Secondary Level,Never,0.81885,2536,3043,0.80517,0.83254
2001,Upper Secondary Level,At least once per week,0.07897,906,11441,0.07403,0.08392
2001,Upper Secondary Level,At least once per month,0.07134,837,11441,0.06662,0.07605
2001,Upper Secondary Level,Seldom,0.11202,1342,11441,0.10624,0.11780
2001,Upper Secondary Level,Never,0.72281,8356,11441,0.71461,0.73101
2001,Post-secondary Non-tertiary Level,At least once per week,0.07784,82,1060,0.06170,0.09398
2001,Post-secondary Non-tertiary Level,At least once per month,0.07004,76,1060,0.05467,0.08541
2001,Post-secondary Non-tertiary Level,Seldom,0.13535,138,1060,0.11475,0.15596
2001,Post-secondary Non-tertiary Level,Never,0.70690,764,1060,0.67948,0.73432
2001,First Stage of Tertiary Education,At least once per week,0.10221,183,1656,0.08761,0.11680
2001,First Stage of Tertiary Education,At least once per month,0.10758,178,1656,0.09265,0.12251
2001,First Stage of Tertiary Education,Seldom,0.14063,242,1656,0.12388,0.15738
2001,First Stage of Tertiary Education,Never,0.63420,1053,1656,0.61100,0.65741
2001,Second Stage of Tertiary Education,At least once per week,0.11057,386,3518,0.10020,0.12093
2001,Second Stage of Tertiary Education,At least once per month,0.09988,377,3518,0.08997,0.10979
2001,Second Stage of Tertiary Education,Seldom,0.16574,574,3518,0.15345,0.17803
2001,Second Stage of Tertiary Education,Never,0.61171,2181,3518,0.59560,0.62781
2003,Pre-primary Level,At least once per week,0.15500,87,612,0.12631,0.18370
2003,Pre-primary Level,At least once per month,0.04940,38,612,0.03222,0.06658
2003,Pre-primary Level,Seldom,0.11590,65,612,0.09051,0.14128
2003,Pre-primary Level,Never,0.66457,422,612,0.62713,0.70201
2003,Primary Level,Never,0.90035,248,248,0.86299,0.93771
2003,Lower Secondary Level,At least once per week,0.05190,147,2712,0.04355,0.06026
2003,Lower Secondary Level,At least once per month,0.03522,97,2712,0.02828,0.04216
2003,Lower Secondary Level,Seldom,0.05840,161,2712,0.04957,0.06723
2003,Lower Secondary Level,Never,0.84465,2307,2712,0.83101,0.85828
2003,Upper Secondary Level,At least once per week,0.08050,932,11057,0.07542,0.08557
2003,Upper Secondary Level,At least once per month,0.06697,776,11057,0.06231,0.07163
2003,Upper Secondary Level,Seldom,0.09970,1109,11057,0.09412,0.10529
2003,Upper Secondary Level,Never,0.74813,8240,11057,0.74003,0.75622
2003,Post-secondary Non-tertiary Level,At least once per week,0.07497,98,1147,0.05972,0.09021
2003,Post-secondary Non-tertiary Level,At least once per month,0.06791,80,1147,0.05334,0.08248
2003,Post-secondary Non-tertiary Level,Seldom,0.09735,123,1147,0.08019,0.11452
2003,Post-secondary Non-tertiary Level,Never,0.75382,846,1147,0.72888,0.77876
2003,First Stage of Tertiary Education,At least once per week,0.12026,203,1672,0.10466,0.13585
2003,First Stage of Tertiary Education,At least once per month,0.09386,161,1672,0.07988,0.10785
2003,First Stage of Tertiary Education,Seldom,0.12236,215,1672,0.10665,0.13808
2003,First Stage of Tertiary Education,Never,0.64889,1093,1672,0.62600,0.67178
2003,Second Stage of Tertiary Education,At least once per week,0.11145,524,4334,0.10208,0.12082
2003,Second Stage of Tertiary Education,At least once per month,0.10229,463,4334,0.09327,0.11132
2003,Second Stage of Tertiary Education,Seldom,0.14239,653,4334,0.13198,0.15279
2003,Second Stage of Tertiary Education,Never,0.63743,2694,4334,0.62311,0.65174
2005,Pre-primary Level,At least once per week,0.11367,80,643,0.08912,0.13822
2005,Pre-primary Level,At least once per month,0.08690,47,643,0.06511,0.10869
2005,Pre-primary Level,Seldom,0.16019,114,643,0.13182,0.18857
2005,Pre-primary Level,Never,0.62946,402,643,0.59210,0.66682
2005,Primary Level,Never,0.90070,223,223,0.86136,0.94004
2005,Lower Secondary Level,At least once per week,0.05403,129,2374,0.04493,0.06312
2005,Lower Secondary Level,At least once per month,0.04589,109,2374,0.03747,0.05431
2005,Lower Secondary Level,Seldom,0.08926,218,2374,0.07779,0.10074
2005,Lower Secondary Level,Never,0.80412,1918,2374,0.78816,0.82009
2005,Upper Secondary Level,At least once per week,0.08604,883,10182,0.08059,0.09149
2005,Upper Secondary Level,At least once per month,0.08448,877,10182,0.07907,0.08988
2005,Upper Secondary Level,Seldom,0.13190,1386,10182,0.12532,0.13847
2005,Upper Secondary Level,Never,0.68932,7036,10182,0.68033,0.69831
2005,Post-secondary Non-tertiary Level,At least once per week,0.08050,91,1120,0.06456,0.09645
2005,Post-secondary Non-tertiary Level,At least once per month,0.07994,99,1120,0.06405,0.09583
2005,Post-secondary Non-tertiary Level,Seldom,0.14986,159,1120,0.12894,0.17077
2005,Post-secondary Non-tertiary Level,Never,0.67885,771,1120,0.65149,0.70620
2005,First Stage of Tertiary Education,At least once per week,0.10218,179,1547,0.08708,0.11728
2005,First Stage of Tertiary Education,At least once per month,0.11337,185,1547,0.09756,0.12917
2005,First Stage of Tertiary Education,Seldom,0.16697,261,1547,0.14838,0.18556
2005,First Stage of Tertiary Education,Never,0.60097,922,1547,0.57656,0.62538
2005,Second Stage of Tertiary Education,At least once per week,0.12061,518,4146,0.11070,0.13053
2005,Second Stage of Tertiary Education,At least once per month,0.10328,513,4146,0.09402,0.11255
2005,Second Stage of Tertiary Education,Seldom,0.17816,759,4146,0.16651,0.18981
2005,Second Stage of Tertiary Education,Never,0.58967,2356,4146,0.57470,0.60465
2007,Pre-primary Level,At least once per week,0.07339,44,311,0.04436,0.10242
2007,Pre-primary Level,Seldom,0.08778,64,311,0.05628,0.11928
2007,Pre-primary Level,Never,0.32034,203,311,0.26840,0.37229
2007,Primary Level,Never,0.92324,201,201,0.88634,0.96013
2007,Lower Secondary Level,At least once per week,0.05377,134,2173,0.04429,0.06326
2007,Lower Secondary Level,At least once per month,0.04153,98,2173,0.03314,0.04993
2007,Lower Secondary Level,Seldom,0.08070,176,2173,0.06925,0.09216
2007,Lower Secondary Level,Never,0.78567,1765,2173,0.76841,0.80293
2007,Upper Secondary Level,At least once per week,0.08684,912,10244,0.08139,0.09229
2007,Upper Secondary Level,At least once per month,0.07555,837,10244,0.07043,0.08066
2007,Upper Secondary Level,Seldom,0.11862,1190,10244,0.11236,0.12488
2007,Upper Secondary Level,Never,0.70698,7305,10244,0.69817,0.71579
2007,Post-secondary Non-tertiary Level,At least once per week,0.10703,129,1164,0.08926,0.12480
2007,Post-secondary Non-tertiary Level,At least once per month,0.06909,88,1164,0.05451,0.08366
2007,Post-secondary Non-tertiary Level,Seldom,0.11596,137,1164,0.09755,0.13436
2007,Post-secondary Non-tertiary Level,Never,0.69969,810,1164,0.67334,0.72603
2007,First Stage of Tertiary Education,At least once per week,0.10566,175,1511,0.09016,0.12117
2007,First Stage of Tertiary Education,At least once per month,0.11462,187,1511,0.09855,0.13069
2007,First Stage of Tertiary Education,Seldom,0.15461,241,1511,0.13637,0.17284
2007,First Stage of Tertiary Education,Never,0.59911,908,1511,0.57439,0.62383
2007,Second Stage of Tertiary Education,At least once per week,0.11911,596,4362,0.10949,0.12872
2007,Second Stage of Tertiary Education,At least once per month,0.09667,502,4362,0.08790,0.10544
2007,Second Stage of Tertiary Education,Seldom,0.16249,721,4362,0.15154,0.17344
2007,Second Stage of Tertiary Education,Never,0.61477,2543,4362,0.60032,0.62921
2008,Pre-primary Level,At least once per week,0.12102,66,331,0.08583,0.15621
2008,Pre-primary Level,Seldom,0.06972,46,331,0.04224,0.09720
2008,Pre-primary Level,Never,0.36253,219,331,0.31066,0.41439
2008,Primary Level,Never,0.90526,169,169,0.86097,0.94954
2008,Lower Secondary Level,At least once per week,0.05641,122,2004,0.04631,0.06651
2008,Lower Secondary Level,At least once per month,0.04023,82,2004,0.03162,0.04883
2008,Lower Secondary Level,Seldom,0.05672,122,2004,0.04659,0.06684
2008,Lower Secondary Level,Never,0.81621,1678,2004,0.79925,0.83317
2008,Upper Secondary Level,At least once per week,0.09240,902,9688,0.08663,0.09816
2008,Upper Secondary Level,At least once per month,0.06633,703,9688,0.06137,0.07128
2008,Upper Secondary Level,Seldom,0.09568,977,9688,0.08983,0.10154
2008,Upper Secondary Level,Never,0.74074,7106,9688,0.73201,0.74947
2008,Post-secondary Non-tertiary Level,At least once per week,0.09602,109,1088,0.07850,0.11353
2008,Post-secondary Non-tertiary Level,At least once per month,0.08468,89,1088,0.06813,0.10123
2008,Post-secondary Non-tertiary Level,Seldom,0.11958,127,1088,0.10029,0.13887
2008,Post-secondary Non-tertiary Level,Never,0.69454,763,1088,0.66716,0.72193
2008,First Stage of Tertiary Education,At least once per week,0.10361,167,1414,0.08772,0.11950
2008,First Stage of Tertiary Education,At least once per month,0.11508,164,1414,0.09844,0.13172
