year,age_gr,bula_h,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Schleswig-Holstein,Never,0.83342,73,73,0.74735,0.91948
1985,17-29 y.,Hamburg,Never,0.82354,50,50,0.71680,0.93028
1985,17-29 y.,Lower Saxony,Never,0.78027,237,237,0.72744,0.83310
1985,17-29 y.,North Rhine-Westphalia,At least once per week,0.08948,66,857,0.07036,0.10861
1985,17-29 y.,North Rhine-Westphalia,At least once per month,0.04273,32,857,0.02918,0.05628
1985,17-29 y.,North Rhine-Westphalia,Seldom,0.10166,79,857,0.08141,0.12190
1985,17-29 y.,North Rhine-Westphalia,Never,0.75867,680,857,0.73001,0.78734
1985,17-29 y.,Hesse,At least once per week,0.14880,32,283,0.10726,0.19034
1985,17-29 y.,Hesse,Never,0.67861,251,283,0.62410,0.73311
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.80984,196,196,0.75476,0.86492
1985,17-29 y.,Baden-Wuerttemberg,At least once per week,0.11039,56,583,0.08493,0.13585
1985,17-29 y.,Baden-Wuerttemberg,Seldom,0.11176,60,583,0.08616,0.13736
1985,17-29 y.,Baden-Wuerttemberg,Never,0.72585,467,583,0.68961,0.76209
1985,17-29 y.,Bavaria,At least once per week,0.07575,40,518,0.05294,0.09856
1985,17-29 y.,Bavaria,At least once per month,0.06633,33,518,0.04488,0.08778
1985,17-29 y.,Bavaria,Seldom,0.11084,53,518,0.08378,0.13790
1985,17-29 y.,Bavaria,Never,0.73730,392,518,0.69936,0.77523
1985,17-29 y.,Berlin,Never,0.78081,80,80,0.68959,0.87204
1985,30-45 y.,Schleswig-Holstein,Never,0.71717,93,93,0.62514,0.80920
1985,30-45 y.,Hamburg,Never,0.78561,82,82,0.69623,0.87498
1985,30-45 y.,Lower Saxony,At least once per week,0.10813,35,325,0.07432,0.14195
1985,30-45 y.,Lower Saxony,At least once per month,0.09033,31,325,0.05912,0.12155
1985,30-45 y.,Lower Saxony,Never,0.72627,259,325,0.67772,0.77482
1985,30-45 y.,North Rhine-Westphalia,At least once per week,0.07906,63,978,0.06214,0.09598
1985,30-45 y.,North Rhine-Westphalia,At least once per month,0.07270,68,978,0.05642,0.08898
1985,30-45 y.,North Rhine-Westphalia,Seldom,0.09596,84,978,0.07749,0.11443
1985,30-45 y.,North Rhine-Westphalia,Never,0.73733,763,978,0.70973,0.76492
1985,30-45 y.,Hesse,Never,0.71145,268,268,0.65710,0.76580
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.66499,119,119,0.57983,0.75015
1985,30-45 y.,Baden-Wuerttemberg,At least once per week,0.10258,50,636,0.07898,0.12618
1985,30-45 y.,Baden-Wuerttemberg,At least once per month,0.07174,33,636,0.05167,0.09182
1985,30-45 y.,Baden-Wuerttemberg,Seldom,0.11662,54,636,0.09165,0.14158
1985,30-45 y.,Baden-Wuerttemberg,Never,0.69546,499,636,0.65967,0.73126
1985,30-45 y.,Bavaria,At least once per week,0.10276,61,595,0.07834,0.12718
1985,30-45 y.,Bavaria,At least once per month,0.08810,47,595,0.06531,0.11090
1985,30-45 y.,Bavaria,Seldom,0.10071,56,595,0.07651,0.12491
1985,30-45 y.,Bavaria,Never,0.69287,431,595,0.65577,0.72997
1985,30-45 y.,Berlin,Never,0.71084,90,90,0.61665,0.80504
1985,46-65 y.,Schleswig-Holstein,Never,0.75850,77,77,0.66227,0.85472
1985,46-65 y.,Hamburg,Never,0.88084,66,66,0.80208,0.95960
1985,46-65 y.,Lower Saxony,Seldom,0.10226,34,275,0.06639,0.13814
1985,46-65 y.,Lower Saxony,Never,0.73136,241,275,0.67888,0.78385
1985,46-65 y.,North Rhine-Westphalia,At least once per week,0.07217,52,843,0.05469,0.08965
1985,46-65 y.,North Rhine-Westphalia,At least once per month,0.07527,53,843,0.05745,0.09309
1985,46-65 y.,North Rhine-Westphalia,Seldom,0.07605,62,843,0.05814,0.09395
1985,46-65 y.,North Rhine-Westphalia,Never,0.75469,676,843,0.72563,0.78375
1985,46-65 y.,Hesse,Never,0.74086,284,284,0.68981,0.79191
1985,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.13116,32,214,0.08582,0.17649
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.65960,182,214,0.59596,0.72323
1985,46-65 y.,Baden-Wuerttemberg,At least once per week,0.09741,41,568,0.07300,0.12181
1985,46-65 y.,Baden-Wuerttemberg,Seldom,0.08303,37,568,0.06032,0.10574
1985,46-65 y.,Baden-Wuerttemberg,Never,0.73982,490,568,0.70371,0.77594
1985,46-65 y.,Bavaria,At least once per week,0.09921,48,552,0.07425,0.12417
1985,46-65 y.,Bavaria,At least once per month,0.07799,41,552,0.05560,0.10038
1985,46-65 y.,Bavaria,Seldom,0.07170,38,552,0.05016,0.09324
1985,46-65 y.,Bavaria,Never,0.73216,425,552,0.69518,0.76914
1985,46-65 y.,Berlin,Never,0.83648,93,93,0.76090,0.91205
1985,66 and older,Schleswig-Holstein,Never,0.93346,36,36,0.85089,1.01603
1985,66 and older,Hamburg,Never,0.94236,41,41,0.87014,1.01459
1985,66 and older,Lower Saxony,Never,0.88205,112,112,0.82204,0.94205
1985,66 and older,North Rhine-Westphalia,Never,0.88592,217,217,0.84352,0.92831
1985,66 and older,Hesse,Never,0.88446,82,82,0.81484,0.95408
1985,66 and older,"Rhineland-Palatinate, Saarland",Never,0.74055,72,72,0.63859,0.84251
1985,66 and older,Baden-Wuerttemberg,Never,0.91564,165,165,0.87310,0.95817
1985,66 and older,Bavaria,Never,0.81322,166,166,0.75375,0.87269
1985,66 and older,Berlin,Never,0.89282,34,34,0.78728,0.99837
1986,17-29 y.,Schleswig-Holstein,Never,0.88011,76,76,0.80659,0.95363
1986,17-29 y.,Hamburg,Never,0.81932,50,50,0.71159,0.92705
1986,17-29 y.,Lower Saxony,At least once per week,0.10422,32,290,0.06899,0.13945
1986,17-29 y.,Lower Saxony,Never,0.78274,258,290,0.73519,0.83028
1986,17-29 y.,North Rhine-Westphalia,At least once per week,0.09104,60,821,0.07135,0.11073
1986,17-29 y.,North Rhine-Westphalia,At least once per month,0.03780,32,821,0.02474,0.05085
1986,17-29 y.,North Rhine-Westphalia,Seldom,0.11232,90,821,0.09070,0.13393
1986,17-29 y.,North Rhine-Westphalia,Never,0.74937,639,821,0.71970,0.77903
1986,17-29 y.,Hesse,At least once per week,0.12001,31,269,0.08110,0.15891
1986,17-29 y.,Hesse,Never,0.71619,238,269,0.66221,0.77017
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.77782,187,187,0.71808,0.83757
1986,17-29 y.,Baden-Wuerttemberg,At least once per week,0.10493,56,584,0.08005,0.12981
1986,17-29 y.,Baden-Wuerttemberg,Seldom,0.11679,58,584,0.09072,0.14286
1986,17-29 y.,Baden-Wuerttemberg,Never,0.72587,470,584,0.68966,0.76208
1986,17-29 y.,Bavaria,At least once per week,0.09362,44,459,0.06694,0.12030
1986,17-29 y.,Bavaria,Seldom,0.11167,52,459,0.08282,0.14051
1986,17-29 y.,Bavaria,Never,0.71805,363,459,0.67684,0.75926
1986,17-29 y.,Berlin,Never,0.78671,75,75,0.69338,0.88004
1986,30-45 y.,Schleswig-Holstein,Never,0.73999,88,88,0.64782,0.83217
1986,30-45 y.,Hamburg,Never,0.75695,71,71,0.65647,0.85744
1986,30-45 y.,Lower Saxony,Never,0.73523,242,242,0.67952,0.79093
1986,30-45 y.,North Rhine-Westphalia,At least once per week,0.08202,68,928,0.06435,0.09968
1986,30-45 y.,North Rhine-Westphalia,At least once per month,0.08358,69,928,0.06576,0.10139
1986,30-45 y.,North Rhine-Westphalia,Seldom,0.07742,64,928,0.06021,0.09462
1986,30-45 y.,North Rhine-Westphalia,Never,0.75105,727,928,0.72321,0.77889
1986,30-45 y.,Hesse,Never,0.70046,257,257,0.64434,0.75657
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.77251,141,141,0.70306,0.84195
1986,30-45 y.,Baden-Wuerttemberg,At least once per week,0.09581,42,600,0.07224,0.11938
1986,30-45 y.,Baden-Wuerttemberg,At least once per month,0.08554,41,600,0.06314,0.10794
1986,30-45 y.,Baden-Wuerttemberg,Seldom,0.12694,61,600,0.10028,0.15360
1986,30-45 y.,Baden-Wuerttemberg,Never,0.68858,456,600,0.65150,0.72567
1986,30-45 y.,Bavaria,At least once per week,0.07931,43,562,0.05695,0.10168
1986,30-45 y.,Bavaria,At least once per month,0.11302,60,562,0.08682,0.13923
1986,30-45 y.,Bavaria,Seldom,0.07785,40,562,0.05568,0.10002
1986,30-45 y.,Bavaria,Never,0.71483,419,562,0.67747,0.75219
1986,30-45 y.,Berlin,Never,0.74148,86,86,0.64841,0.83456
1986,46-65 y.,Schleswig-Holstein,Never,0.75713,68,68,0.65445,0.85981
1986,46-65 y.,Hamburg,Never,0.85907,60,60,0.77028,0.94785
1986,46-65 y.,Lower Saxony,Never,0.77694,267,267,0.72691,0.82696
1986,46-65 y.,North Rhine-Westphalia,At least once per week,0.06433,48,843,0.04776,0.08090
1986,46-65 y.,North Rhine-Westphalia,At least once per month,0.07990,57,843,0.06158,0.09821
1986,46-65 y.,North Rhine-Westphalia,Seldom,0.05534,42,843,0.03989,0.07078
1986,46-65 y.,North Rhine-Westphalia,Never,0.78344,696,843,0.75562,0.81126
1986,46-65 y.,Hesse,Never,0.75634,266,266,0.70465,0.80803
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.71701,193,193,0.65329,0.78073
1986,46-65 y.,Baden-Wuerttemberg,At least once per week,0.09408,42,602,0.07074,0.11743
1986,46-65 y.,Baden-Wuerttemberg,At least once per month,0.07940,38,602,0.05779,0.10102
1986,46-65 y.,Baden-Wuerttemberg,Seldom,0.10927,56,602,0.08432,0.13421
1986,46-65 y.,Baden-Wuerttemberg,Never,0.70628,466,602,0.66987,0.74269
1986,46-65 y.,Bavaria,At least once per week,0.10337,53,520,0.07717,0.12956
1986,46-65 y.,Bavaria,At least once per month,0.09819,44,520,0.07259,0.12379
1986,46-65 y.,Bavaria,Seldom,0.06326,31,520,0.04231,0.08420
1986,46-65 y.,Bavaria,Never,0.71859,392,520,0.67991,0.75728
1986,46-65 y.,Berlin,Never,0.74952,92,92,0.66049,0.83854
1986,66 and older,Hamburg,Never,0.92595,38,38,0.84157,1.01032
1986,66 and older,Lower Saxony,Never,0.88084,106,106,0.81887,0.94281
1986,66 and older,North Rhine-Westphalia,Never,0.88063,206,206,0.83625,0.92502
1986,66 and older,Hesse,Never,0.89605,80,80,0.82875,0.96335
1986,66 and older,"Rhineland-Palatinate, Saarland",Never,0.87781,82,82,0.80649,0.94913
1986,66 and older,Baden-Wuerttemberg,Never,0.87767,138,138,0.82280,0.93254
1986,66 and older,Bavaria,Never,0.79274,148,148,0.72721,0.85826
1986,66 and older,Berlin,Never,0.86114,31,31,0.73739,0.98488
1988,17-29 y.,Schleswig-Holstein,Never,0.84954,70,70,0.76518,0.93390
1988,17-29 y.,Hamburg,Never,0.79603,33,33,0.65642,0.93564
1988,17-29 y.,Lower Saxony,Never,0.75235,238,238,0.69740,0.80731
1988,17-29 y.,North Rhine-Westphalia,At least once per week,0.08292,59,766,0.06338,0.10247
1988,17-29 y.,North Rhine-Westphalia,Seldom,0.09755,62,766,0.07652,0.11858
1988,17-29 y.,North Rhine-Westphalia,Never,0.78528,645,766,0.75618,0.81438
1988,17-29 y.,Hesse,Never,0.73848,216,216,0.67974,0.79722
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.73507,168,168,0.66814,0.80200
1988,17-29 y.,Baden-Wuerttemberg,At least once per week,0.12812,57,553,0.10024,0.15600
1988,17-29 y.,Baden-Wuerttemberg,Seldom,0.14847,69,553,0.11881,0.17813
1988,17-29 y.,Baden-Wuerttemberg,Never,0.67095,427,553,0.63175,0.71015
1988,17-29 y.,Bavaria,At least once per week,0.10175,51,438,0.07341,0.13010
1988,17-29 y.,Bavaria,Seldom,0.11598,47,438,0.08596,0.14600
1988,17-29 y.,Bavaria,Never,0.72249,340,438,0.68050,0.76447
1988,17-29 y.,Berlin,Never,0.76978,73,73,0.67254,0.86702
1988,30-45 y.,Schleswig-Holstein,Never,0.72633,81,81,0.62863,0.82403
1988,30-45 y.,Hamburg,Never,0.63392,46,46,0.49317,0.77468
1988,30-45 y.,Lower Saxony,Never,0.72056,195,195,0.65742,0.78371
1988,30-45 y.,North Rhine-Westphalia,At least once per week,0.10310,75,854,0.08269,0.12351
1988,30-45 y.,North Rhine-Westphalia,At least once per month,0.05936,46,854,0.04350,0.07522
1988,30-45 y.,North Rhine-Westphalia,Seldom,0.08612,69,854,0.06729,0.10495
1988,30-45 y.,North Rhine-Westphalia,Never,0.74278,664,854,0.71344,0.77211
1988,30-45 y.,Hesse,Never,0.66624,233,233,0.60556,0.72692
1988,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.72446,127,127,0.64645,0.80247
1988,30-45 y.,Baden-Wuerttemberg,At least once per week,0.10068,45,550,0.07551,0.12585
1988,30-45 y.,Baden-Wuerttemberg,At least once per month,0.09453,39,550,0.07005,0.11900
1988,30-45 y.,Baden-Wuerttemberg,Seldom,0.18770,80,550,0.15503,0.22036
1988,30-45 y.,Baden-Wuerttemberg,Never,0.60722,386,550,0.56637,0.64807
1988,30-45 y.,Bavaria,At least once per week,0.08878,44,497,0.06375,0.11381
1988,30-45 y.,Bavaria,At least once per month,0.10159,51,497,0.07500,0.12818
1988,30-45 y.,Bavaria,Seldom,0.09887,45,497,0.07260,0.12514
