year,bula_h,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,Never,0.65289,279,279,0.59693,0.70885
1985,Hamburg,Never,0.78026,239,239,0.72765,0.83286
1985,Lower Saxony,At least once per week,0.07489,96,1085,0.05922,0.09056
1985,Lower Saxony,At least once per month,0.04428,63,1085,0.03203,0.05653
1985,Lower Saxony,Seldom,0.05645,77,1085,0.04271,0.07018
1985,Lower Saxony,Never,0.65008,849,1085,0.62169,0.67847
1985,Bremen,Never,0.76087,95,95,0.67464,0.84710
1985,North Rhine-Westphalia,At least once per week,0.06244,194,2922,0.05366,0.07121
1985,North Rhine-Westphalia,At least once per month,0.04860,160,2922,0.04080,0.05640
1985,North Rhine-Westphalia,Seldom,0.06707,232,2922,0.05800,0.07614
1985,North Rhine-Westphalia,Never,0.63755,2336,2922,0.62012,0.65498
1985,Hesse,At least once per week,0.08516,89,1115,0.06877,0.10155
1985,Hesse,At least once per month,0.05613,63,1115,0.04261,0.06964
1985,Hesse,Seldom,0.07145,78,1115,0.05632,0.08658
1985,Hesse,Never,0.63776,885,1115,0.60954,0.66599
1985,"Rhineland-Palatinate, Saarland",At least once per week,0.06993,62,756,0.05174,0.08812
1985,"Rhineland-Palatinate, Saarland",At least once per month,0.06101,52,756,0.04394,0.07809
1985,"Rhineland-Palatinate, Saarland",Seldom,0.08972,73,756,0.06933,0.11010
1985,"Rhineland-Palatinate, Saarland",Never,0.61495,569,756,0.58024,0.64966
1985,Baden-Wuerttemberg,At least once per week,0.07301,151,2021,0.06166,0.08435
1985,Baden-Wuerttemberg,At least once per month,0.04406,90,2021,0.03511,0.05301
1985,Baden-Wuerttemberg,Seldom,0.07585,159,2021,0.06431,0.08740
1985,Baden-Wuerttemberg,Never,0.61714,1621,2021,0.59595,0.63834
1985,Bavaria,At least once per week,0.07498,165,1870,0.06304,0.08692
1985,Bavaria,At least once per month,0.06119,133,1870,0.05033,0.07206
1985,Bavaria,Seldom,0.07165,158,1870,0.05996,0.08335
1985,Bavaria,Never,0.61750,1414,1870,0.59546,0.63953
1985,Berlin,Never,0.68407,297,297,0.63111,0.73703
1986,Schleswig-Holstein,Never,0.65894,259,259,0.60110,0.71679
1986,Hamburg,Never,0.76848,219,219,0.71249,0.82448
1986,Lower Saxony,At least once per week,0.07332,91,1095,0.05788,0.08877
1986,Lower Saxony,At least once per month,0.04279,59,1095,0.03080,0.05478
1986,Lower Saxony,Seldom,0.05530,72,1095,0.04176,0.06884
1986,Lower Saxony,Never,0.66631,873,1095,0.63837,0.69425
1986,Bremen,Never,0.80214,96,96,0.72203,0.88226
1986,North Rhine-Westphalia,At least once per week,0.06178,190,2821,0.05290,0.07067
1986,North Rhine-Westphalia,At least once per month,0.04974,161,2821,0.04171,0.05776
1986,North Rhine-Westphalia,Seldom,0.05901,202,2821,0.05031,0.06771
1986,North Rhine-Westphalia,Never,0.64414,2268,2821,0.62647,0.66181
1986,Hesse,At least once per week,0.07596,83,1037,0.05982,0.09209
1986,Hesse,At least once per month,0.04637,46,1037,0.03357,0.05918
1986,Hesse,Seldom,0.06688,67,1037,0.05167,0.08210
1986,Hesse,Never,0.64487,841,1037,0.61573,0.67401
1986,"Rhineland-Palatinate, Saarland",At least once per week,0.06318,54,761,0.04588,0.08047
1986,"Rhineland-Palatinate, Saarland",At least once per month,0.04731,42,761,0.03222,0.06240
1986,"Rhineland-Palatinate, Saarland",Seldom,0.07029,62,761,0.05212,0.08847
1986,"Rhineland-Palatinate, Saarland",Never,0.66327,603,761,0.62967,0.69687
1986,Baden-Wuerttemberg,At least once per week,0.07126,144,1969,0.05989,0.08262
1986,Baden-Wuerttemberg,At least once per month,0.05293,111,1969,0.04304,0.06282
1986,Baden-Wuerttemberg,Seldom,0.08737,184,1969,0.07490,0.09985
1986,Baden-Wuerttemberg,Never,0.60378,1530,1969,0.58217,0.62539
1986,Bavaria,At least once per week,0.07577,157,1750,0.06337,0.08817
1986,Bavaria,At least once per month,0.07436,141,1750,0.06206,0.08665
1986,Bavaria,Seldom,0.06177,130,1750,0.05049,0.07306
1986,Bavaria,Never,0.60850,1322,1750,0.58562,0.63137
1986,Berlin,Never,0.66547,284,284,0.61050,0.72045
1988,Schleswig-Holstein,Never,0.60143,248,248,0.54037,0.66249
1988,Hamburg,Never,0.72062,164,164,0.65174,0.78950
1988,Lower Saxony,At least once per week,0.06368,75,1033,0.04878,0.07858
1988,Lower Saxony,At least once per month,0.05295,73,1033,0.03928,0.06661
1988,Lower Saxony,Seldom,0.06791,85,1033,0.05256,0.08326
1988,Lower Saxony,Never,0.65049,800,1033,0.62139,0.67958
1988,Bremen,Never,0.78071,86,86,0.69275,0.86867
1988,North Rhine-Westphalia,At least once per week,0.07163,212,2669,0.06185,0.08142
1988,North Rhine-Westphalia,At least once per month,0.04011,124,2669,0.03266,0.04755
1988,North Rhine-Westphalia,Seldom,0.06510,195,2669,0.05574,0.07446
1988,North Rhine-Westphalia,Never,0.64318,2138,2669,0.62500,0.66136
1988,Hesse,At least once per week,0.06865,66,990,0.05289,0.08441
1988,Hesse,At least once per month,0.06041,61,990,0.04556,0.07525
1988,Hesse,Seldom,0.07324,75,990,0.05701,0.08948
1988,Hesse,Never,0.61637,788,990,0.58606,0.64667
1988,"Rhineland-Palatinate, Saarland",At least once per week,0.08144,62,730,0.06159,0.10130
1988,"Rhineland-Palatinate, Saarland",At least once per month,0.06489,54,730,0.04700,0.08277
1988,"Rhineland-Palatinate, Saarland",Seldom,0.06098,47,730,0.04361,0.07836
1988,"Rhineland-Palatinate, Saarland",Never,0.64336,567,730,0.60859,0.67813
1988,Baden-Wuerttemberg,At least once per week,0.08998,167,1873,0.07701,0.10294
1988,Baden-Wuerttemberg,At least once per month,0.05648,108,1873,0.04602,0.06694
1988,Baden-Wuerttemberg,Seldom,0.13317,240,1873,0.11778,0.14856
1988,Baden-Wuerttemberg,Never,0.53425,1358,1873,0.51166,0.55685
1988,Bavaria,At least once per week,0.07787,160,1617,0.06480,0.09093
1988,Bavaria,At least once per month,0.07202,134,1617,0.05942,0.08463
1988,Bavaria,Seldom,0.07349,141,1617,0.06077,0.08621
1988,Bavaria,Never,0.59227,1182,1617,0.56831,0.61623
1988,Berlin,Never,0.68408,272,272,0.62873,0.73943
1990,Schleswig-Holstein,Never,0.63984,223,223,0.57669,0.70299
1990,Hamburg,Never,0.70898,134,134,0.63178,0.78618
1990,Lower Saxony,At least once per week,0.07519,78,970,0.05858,0.09179
1990,Lower Saxony,At least once per month,0.05455,60,970,0.04025,0.06885
