year,quintil_oecd,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,5th Quintile,At least once per month,0.08026,240,2593,0.06980,0.09072
1999,5th Quintile,Seldom,0.16697,459,2593,0.15261,0.18133
1999,5th Quintile,Never,0.56289,1659,2593,0.54380,0.58199
2001,1st Quintile,At least once per week,0.03414,167,3828,0.02839,0.03989
2001,1st Quintile,At least once per month,0.02958,154,3828,0.02421,0.03495
2001,1st Quintile,Seldom,0.06009,317,3828,0.05256,0.06761
2001,1st Quintile,Never,0.63889,3190,3828,0.62367,0.65410
2001,2nd Quintile,At least once per week,0.05212,295,4331,0.04550,0.05874
2001,2nd Quintile,At least once per month,0.04663,248,4331,0.04035,0.05292
2001,2nd Quintile,Seldom,0.08375,476,4331,0.07550,0.09200
2001,2nd Quintile,Never,0.59523,3312,4331,0.58061,0.60985
2001,3rd Quintile,At least once per week,0.06827,360,4488,0.06089,0.07565
2001,3rd Quintile,At least once per month,0.06350,368,4488,0.05636,0.07063
2001,3rd Quintile,Seldom,0.09955,567,4488,0.09079,0.10831
2001,3rd Quintile,Never,0.58275,3193,4488,0.56832,0.59718
2001,4th Quintile,At least once per week,0.08102,457,4565,0.07310,0.08894
2001,4th Quintile,At least once per month,0.07894,432,4565,0.07112,0.08676
2001,4th Quintile,Seldom,0.11282,591,4565,0.10365,0.12200
2001,4th Quintile,Never,0.57982,3085,4565,0.56550,0.59414
2001,5th Quintile,At least once per week,0.09355,462,4468,0.08501,0.10209
2001,5th Quintile,At least once per month,0.08714,437,4468,0.07886,0.09541
2001,5th Quintile,Seldom,0.13481,690,4468,0.12480,0.14483
2001,5th Quintile,Never,0.56458,2879,4468,0.55004,0.57912
2003,1st Quintile,At least once per week,0.04082,168,3376,0.03414,0.04749
2003,1st Quintile,At least once per month,0.03074,134,3376,0.02492,0.03657
2003,1st Quintile,Seldom,0.05074,220,3376,0.04333,0.05814
2003,1st Quintile,Never,0.66002,2854,3376,0.64404,0.67601
2003,2nd Quintile,At least once per week,0.05368,261,3846,0.04656,0.06080
2003,2nd Quintile,At least once per month,0.03912,199,3846,0.03299,0.04525
2003,2nd Quintile,Seldom,0.06947,329,3846,0.06143,0.07750
2003,2nd Quintile,Never,0.62840,3057,3846,0.61313,0.64368
2003,3rd Quintile,At least once per week,0.07336,380,4104,0.06538,0.08134
2003,3rd Quintile,At least once per month,0.05639,272,4104,0.04933,0.06345
2003,3rd Quintile,Seldom,0.07996,417,4104,0.07167,0.08826
2003,3rd Quintile,Never,0.60584,3035,4104,0.59088,0.62079
2003,4th Quintile,At least once per week,0.08917,486,4403,0.08075,0.09759
2003,4th Quintile,At least once per month,0.07331,383,4403,0.06561,0.08101
2003,4th Quintile,Seldom,0.10184,542,4403,0.09290,0.11077
2003,4th Quintile,Never,0.59054,2992,4403,0.57602,0.60507
2003,5th Quintile,At least once per week,0.09536,718,6308,0.08811,0.10261
2003,5th Quintile,At least once per month,0.08557,633,6308,0.07866,0.09247
2003,5th Quintile,Seldom,0.12066,848,6308,0.11262,0.12870
2003,5th Quintile,Never,0.58990,4109,6308,0.57776,0.60204
2005,1st Quintile,At least once per week,0.04869,178,3137,0.04116,0.05623
2005,1st Quintile,At least once per month,0.04137,162,3137,0.03440,0.04834
2005,1st Quintile,Seldom,0.08572,334,3137,0.07592,0.09552
2005,1st Quintile,Never,0.61138,2463,3137,0.59432,0.62844
2005,2nd Quintile,At least once per week,0.05544,235,3656,0.04802,0.06286
2005,2nd Quintile,At least once per month,0.05941,269,3656,0.05175,0.06708
2005,2nd Quintile,Seldom,0.09340,426,3656,0.08396,0.10283
2005,2nd Quintile,Never,0.60323,2726,3656,0.58737,0.61909
2005,3rd Quintile,At least once per week,0.07223,322,3717,0.06391,0.08055
2005,3rd Quintile,At least once per month,0.07067,342,3717,0.06243,0.07891
2005,3rd Quintile,Seldom,0.11016,522,3717,0.10010,0.12023
2005,3rd Quintile,Never,0.56973,2531,3717,0.55381,0.58565
2005,4th Quintile,At least once per week,0.08426,437,4179,0.07583,0.09268
2005,4th Quintile,At least once per month,0.08807,419,4179,0.07948,0.09667
2005,4th Quintile,Seldom,0.14562,705,4179,0.13493,0.15632
2005,4th Quintile,Never,0.53688,2618,4179,0.52176,0.55200
2005,5th Quintile,At least once per week,0.10610,727,5870,0.09822,0.11398
2005,5th Quintile,At least once per month,0.08933,659,5870,0.08203,0.09663
2005,5th Quintile,Seldom,0.13834,952,5870,0.12950,0.14717
2005,5th Quintile,Never,0.55990,3532,5870,0.54720,0.57260
2007,1st Quintile,At least once per week,0.04242,189,3145,0.03538,0.04947
2007,1st Quintile,At least once per month,0.03782,151,3145,0.03115,0.04449
2007,1st Quintile,Seldom,0.06588,257,3145,0.05721,0.07455
2007,1st Quintile,Never,0.64633,2548,3145,0.62962,0.66305
2007,2nd Quintile,At least once per week,0.05670,251,3532,0.04907,0.06433
2007,2nd Quintile,At least once per month,0.04926,241,3532,0.04212,0.05640
2007,2nd Quintile,Seldom,0.08164,369,3532,0.07261,0.09067
2007,2nd Quintile,Never,0.59518,2671,3532,0.57899,0.61137
2007,3rd Quintile,At least once per week,0.07901,383,3819,0.07045,0.08757
2007,3rd Quintile,At least once per month,0.05964,306,3819,0.05213,0.06715
2007,3rd Quintile,Seldom,0.11438,506,3819,0.10428,0.12447
2007,3rd Quintile,Never,0.56662,2624,3819,0.55090,0.58234
2007,4th Quintile,At least once per week,0.09317,496,4291,0.08447,0.10187
2007,4th Quintile,At least once per month,0.07900,438,4291,0.07093,0.08707
2007,4th Quintile,Seldom,0.12139,588,4291,0.11161,0.13116
2007,4th Quintile,Never,0.55006,2769,4291,0.53518,0.56495
2007,5th Quintile,At least once per week,0.10456,690,5550,0.09651,0.11261
2007,5th Quintile,At least once per month,0.09306,622,5550,0.08542,0.10071
2007,5th Quintile,Seldom,0.13101,853,5550,0.12213,0.13988
2007,5th Quintile,Never,0.55723,3385,5550,0.54416,0.57030
2008,1st Quintile,At least once per week,0.04526,176,3006,0.03783,0.05269
2008,1st Quintile,At least once per month,0.03026,115,3006,0.02413,0.03638
2008,1st Quintile,Seldom,0.05499,205,3006,0.04684,0.06314
2008,1st Quintile,Never,0.66673,2510,3006,0.64987,0.68358
2008,2nd Quintile,At least once per week,0.06979,276,3342,0.06115,0.07843
2008,2nd Quintile,At least once per month,0.04789,216,3342,0.04065,0.05513
2008,2nd Quintile,Seldom,0.06850,297,3342,0.05994,0.07707
2008,2nd Quintile,Never,0.62134,2553,3342,0.60490,0.63779
2008,3rd Quintile,At least once per week,0.07026,340,3754,0.06209,0.07844
2008,3rd Quintile,At least once per month,0.06292,283,3754,0.05515,0.07068
2008,3rd Quintile,Seldom,0.09096,416,3754,0.08176,0.10016
2008,3rd Quintile,Never,0.60344,2715,3754,0.58779,0.61909
2008,4th Quintile,At least once per week,0.09857,479,3922,0.08924,0.10790
2008,4th Quintile,At least once per month,0.07786,369,3922,0.06948,0.08625
2008,4th Quintile,Seldom,0.10282,486,3922,0.09331,0.11233
2008,4th Quintile,Never,0.57743,2588,3922,0.56197,0.59289
2008,5th Quintile,At least once per week,0.11051,686,5217,0.10200,0.11902
2008,5th Quintile,At least once per month,0.08344,544,5217,0.07593,0.09094
2008,5th Quintile,Seldom,0.11113,683,5217,0.10260,0.11966
2008,5th Quintile,Never,0.58706,3304,5217,0.57370,0.60042
2009,1st Quintile,At least once per week,0.04583,160,2856,0.03816,0.05350
2009,1st Quintile,At least once per month,0.03907,139,2856,0.03197,0.04618
2009,1st Quintile,Seldom,0.07014,231,2856,0.06078,0.07951
2009,1st Quintile,Never,0.65228,2326,2856,0.63481,0.66975
2009,2nd Quintile,At least once per week,0.05138,214,3140,0.04366,0.05911
2009,2nd Quintile,At least once per month,0.05258,223,3140,0.04477,0.06039
2009,2nd Quintile,Seldom,0.08030,312,3140,0.07079,0.08980
2009,2nd Quintile,Never,0.61235,2391,3140,0.59530,0.62939
2009,3rd Quintile,At least once per week,0.08080,332,3401,0.07164,0.08996
2009,3rd Quintile,At least once per month,0.06052,294,3401,0.05250,0.06853
2009,3rd Quintile,Seldom,0.11527,442,3401,0.10454,0.12600
2009,3rd Quintile,Never,0.57374,2333,3401,0.55711,0.59036
2009,4th Quintile,At least once per week,0.09682,465,3711,0.08731,0.10634
2009,4th Quintile,At least once per month,0.08578,381,3711,0.07677,0.09479
2009,4th Quintile,Seldom,0.12113,560,3711,0.11063,0.13163
2009,4th Quintile,Never,0.54151,2305,3711,0.52548,0.55755
2009,5th Quintile,At least once per week,0.11092,624,4768,0.10201,0.11984
2009,5th Quintile,At least once per month,0.08632,511,4768,0.07834,0.09429
2009,5th Quintile,Seldom,0.13710,680,4768,0.12734,0.14686
2009,5th Quintile,Never,0.55506,2953,4768,0.54096,0.56917
2011,1st Quintile,At least once per week,0.04397,256,4502,0.03798,0.04996
2011,1st Quintile,At least once per month,0.05003,260,4502,0.04366,0.05640
2011,1st Quintile,Seldom,0.08153,409,4502,0.07354,0.08953
2011,1st Quintile,Never,0.63411,3577,4502,0.62004,0.64818
2011,2nd Quintile,At least once per week,0.07181,431,4419,0.06420,0.07943
2011,2nd Quintile,At least once per month,0.05756,393,4419,0.05070,0.06443
2011,2nd Quintile,Seldom,0.09282,535,4419,0.08426,0.10138
2011,2nd Quintile,Never,0.58982,3060,4419,0.57531,0.60432
2011,3rd Quintile,At least once per week,0.08009,423,4082,0.07176,0.08842
2011,3rd Quintile,At least once per month,0.07362,414,4082,0.06560,0.08163
2011,3rd Quintile,Seldom,0.14107,612,4082,0.13039,0.15176
2011,3rd Quintile,Never,0.53998,2633,4082,0.52469,0.55527
2011,4th Quintile,At least once per week,0.10699,546,4021,0.09744,0.11655
2011,4th Quintile,At least once per month,0.09191,459,4021,0.08298,0.10084
2011,4th Quintile,Seldom,0.12723,620,4021,0.11693,0.13754
2011,4th Quintile,Never,0.52332,2396,4021,0.50788,0.53876
2011,5th Quintile,At least once per week,0.11292,653,4776,0.10395,0.12190
2011,5th Quintile,At least once per month,0.08119,506,4776,0.07345,0.08894
2011,5th Quintile,Seldom,0.17518,876,4776,0.16440,0.18596
2011,5th Quintile,Never,0.51350,2741,4776,0.49932,0.52768
2013,1st Quintile,At least once per week,0.05475,374,5106,0.04851,0.06099
2013,1st Quintile,At least once per month,0.04358,253,5106,0.03798,0.04918
2013,1st Quintile,Seldom,0.06460,372,5106,0.05786,0.07134
2013,1st Quintile,Never,0.63265,4107,5106,0.61942,0.64587
2013,2nd Quintile,At least once per week,0.07353,475,5126,0.06638,0.08068
2013,2nd Quintile,At least once per month,0.05590,407,5126,0.04961,0.06219
2013,2nd Quintile,Seldom,0.07684,493,5126,0.06955,0.08413
2013,2nd Quintile,Never,0.61346,3751,5126,0.60013,0.62679
2013,3rd Quintile,At least once per week,0.09579,602,4876,0.08753,0.10406
2013,3rd Quintile,At least once per month,0.07318,509,4876,0.06587,0.08049
2013,3rd Quintile,Seldom,0.08698,520,4876,0.07907,0.09490
2013,3rd Quintile,Never,0.57552,3245,4876,0.56164,0.58939
2013,4th Quintile,At least once per week,0.12261,694,4838,0.11336,0.13185
2013,4th Quintile,At least once per month,0.08091,544,4838,0.07323,0.08860
2013,4th Quintile,Seldom,0.09345,582,4838,0.08524,0.10165
2013,4th Quintile,Never,0.55716,3018,4838,0.54317,0.57116
2013,5th Quintile,At least once per week,0.12995,829,5425,0.12100,0.13890
2013,5th Quintile,At least once per month,0.08630,606,5425,0.07883,0.09378
2013,5th Quintile,Seldom,0.11711,718,5425,0.10855,0.12567
2013,5th Quintile,Never,0.55538,3272,5425,0.54215,0.56860
2015,1st Quintile,At least once per week,0.05767,345,5033,0.05122,0.06411
2015,1st Quintile,At least once per month,0.04177,272,5033,0.03625,0.04730
2015,1st Quintile,Seldom,0.07023,453,5033,0.06317,0.07729
2015,1st Quintile,Never,0.62694,3963,5033,0.61357,0.64030
2015,2nd Quintile,At least once per week,0.07147,484,5279,0.06452,0.07842
2015,2nd Quintile,At least once per month,0.05656,407,5279,0.05033,0.06280
2015,2nd Quintile,Seldom,0.09432,609,5279,0.08643,0.10220
2015,2nd Quintile,Never,0.60290,3779,5279,0.58970,0.61610
2015,3rd Quintile,At least once per week,0.08344,543,4872,0.07567,0.09120
