year,age_gr,migback,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,No migration background,At least once per week,0.09824,219,2185,0.08575,0.11072
1985,17-29 y.,No migration background,At least once per month,0.05026,109,2185,0.04109,0.05942
1985,17-29 y.,No migration background,Seldom,0.10032,225,2185,0.08772,0.11292
1985,17-29 y.,No migration background,Never,0.74272,1632,2185,0.72439,0.76105
1985,17-29 y.,Direct migration background,Seldom,0.05644,40,759,0.04001,0.07287
1985,17-29 y.,Direct migration background,Never,0.84881,719,759,0.82331,0.87431
1985,17-29 y.,Indirect migration background,Never,0.86965,90,90,0.79970,0.93960
1985,30-45 y.,No migration background,At least once per week,0.09901,224,2247,0.08666,0.11136
1985,30-45 y.,No migration background,At least once per month,0.09209,212,2247,0.08013,0.10405
1985,30-45 y.,No migration background,Seldom,0.10112,231,2247,0.08865,0.11359
1985,30-45 y.,No migration background,Never,0.69484,1580,2247,0.67580,0.71389
1985,30-45 y.,Direct migration background,At least once per week,0.04743,46,1171,0.03525,0.05961
1985,30-45 y.,Direct migration background,At least once per month,0.04687,38,1171,0.03476,0.05898
1985,30-45 y.,Direct migration background,Seldom,0.04687,51,1171,0.03476,0.05898
1985,30-45 y.,Direct migration background,Never,0.84768,1036,1171,0.82709,0.86827
1985,46-65 y.,No migration background,At least once per week,0.09170,222,2382,0.08011,0.10329
1985,46-65 y.,No migration background,At least once per month,0.07471,185,2382,0.06415,0.08527
1985,46-65 y.,No migration background,Seldom,0.08503,215,2382,0.07382,0.09623
1985,46-65 y.,No migration background,Never,0.72871,1760,2382,0.71085,0.74657
1985,46-65 y.,Direct migration background,Never,0.86688,792,792,0.84321,0.89056
1985,66 and older,No migration background,At least once per week,0.03971,44,1044,0.02786,0.05156
1985,66 and older,No migration background,At least once per month,0.03038,36,1044,0.01996,0.04079
1985,66 and older,No migration background,Seldom,0.04170,47,1044,0.02957,0.05384
1985,66 and older,No migration background,Never,0.86764,917,1044,0.84708,0.88821
1985,66 and older,Direct migration background,Never,0.84422,33,33,0.71857,0.96987
1986,17-29 y.,No migration background,At least once per week,0.09484,197,2116,0.08235,0.10733
1986,17-29 y.,No migration background,At least once per month,0.04526,96,2116,0.03640,0.05412
