year,migback,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Seldom,0.09835,1312,10781,0.09273,0.10397
1990,No migration background,Never,0.59213,7589,10781,0.58286,0.60141
1990,Direct migration background,At least once per week,0.05351,99,2649,0.04493,0.06208
1990,Direct migration background,At least once per month,0.04360,88,2649,0.03583,0.05138
1990,Direct migration background,Seldom,0.08180,181,2649,0.07136,0.09224
1990,Direct migration background,Never,0.76736,2281,2649,0.75127,0.78345
1990,Indirect migration background,Never,0.16449,258,258,0.11917,0.20981
1992,No migration background,At least once per week,0.05661,671,10229,0.05213,0.06109
1992,No migration background,At least once per month,0.05490,688,10229,0.05049,0.05932
1992,No migration background,Seldom,0.09122,1157,10229,0.08564,0.09680
1992,No migration background,Never,0.61700,7713,10229,0.60758,0.62642
1992,Direct migration background,At least once per week,0.03767,87,2511,0.03022,0.04512
1992,Direct migration background,At least once per month,0.04714,91,2511,0.03885,0.05543
1992,Direct migration background,Seldom,0.08076,167,2511,0.07010,0.09142
1992,Direct migration background,Never,0.79312,2166,2511,0.77727,0.80897
1992,Indirect migration background,Seldom,0.01959,39,376,0.00557,0.03362
1992,Indirect migration background,Never,0.21451,337,376,0.17296,0.25606
1994,No migration background,At least once per week,0.05830,662,9938,0.05370,0.06291
1994,No migration background,At least once per month,0.05747,697,9938,0.05289,0.06204
1994,No migration background,Seldom,0.09702,1167,9938,0.09120,0.10284
1994,No migration background,Never,0.60794,7412,9938,0.59834,0.61754
1994,Direct migration background,At least once per week,0.04505,85,2333,0.03663,0.05347
1994,Direct migration background,At least once per month,0.04198,80,2333,0.03384,0.05012
1994,Direct migration background,Seldom,0.07946,198,2333,0.06848,0.09044
1994,Direct migration background,Never,0.80742,1970,2333,0.79141,0.82342
1994,Indirect migration background,Seldom,0.03420,55,444,0.01728,0.05113
1994,Indirect migration background,Never,0.25965,389,444,0.21882,0.30047
1995,No migration background,At least once per week,0.06650,783,9923,0.06159,0.07140
1995,No migration background,At least once per month,0.05042,621,9923,0.04612,0.05473
1995,No migration background,Seldom,0.07544,890,9923,0.07024,0.08064
1995,No migration background,Never,0.63168,7629,9923,0.62219,0.64117
1995,Direct migration background,At least once per week,0.04574,106,2755,0.03794,0.05355
1995,Direct migration background,At least once per month,0.03462,84,2755,0.02780,0.04145
1995,Direct migration background,Seldom,0.06283,162,2755,0.05377,0.07190
1995,Direct migration background,Never,0.78306,2403,2755,0.76767,0.79845
1995,Indirect migration background,Never,0.25925,442,442,0.21835,0.30015
1996,No migration background,At least once per week,0.06593,755,9858,0.06103,0.07083
1996,No migration background,At least once per month,0.06248,733,9858,0.05770,0.06726
1996,No migration background,Seldom,0.12370,1447,9858,0.11720,0.13020
1996,No migration background,Never,0.57524,6923,9858,0.56548,0.58500
1996,Direct migration background,At least once per week,0.04091,91,2587,0.03328,0.04855
1996,Direct migration background,At least once per month,0.05557,112,2587,0.04674,0.06440
1996,Direct migration background,Seldom,0.09217,261,2587,0.08102,0.10332
1996,Direct migration background,Never,0.74815,2123,2587,0.73142,0.76488
1996,Indirect migration background,Seldom,0.05357,81,499,0.03380,0.07335
1996,Indirect migration background,Never,0.23517,418,499,0.19792,0.27241
1997,No migration background,At least once per week,0.06687,764,9710,0.06190,0.07184
1997,No migration background,At least once per month,0.06480,736,9710,0.05990,0.06970
1997,No migration background,Seldom,0.10889,1279,9710,0.10269,0.11508
1997,No migration background,Never,0.58291,6931,9710,0.57311,0.59272
1997,Direct migration background,At least once per week,0.04543,99,2452,0.03718,0.05367
1997,Direct migration background,At least once per month,0.04861,86,2452,0.04010,0.05712
1997,Direct migration background,Seldom,0.08118,229,2452,0.07037,0.09199
1997,Direct migration background,Never,0.76277,2038,2452,0.74593,0.77961
1997,Indirect migration background,At least once per week,0.02234,31,545,0.00992,0.03476
1997,Indirect migration background,Seldom,0.04609,70,545,0.02847,0.06371
1997,Indirect migration background,Never,0.27807,444,545,0.24042,0.31572
1998,No migration background,At least once per week,0.06637,898,11159,0.06175,0.07099
1998,No migration background,At least once per month,0.06339,843,11159,0.05887,0.06791
1998,No migration background,Seldom,0.09282,1190,11159,0.08744,0.09821
1998,No migration background,Never,0.60737,8228,11159,0.59831,0.61643
1998,Direct migration background,At least once per week,0.04671,93,2372,0.03821,0.05520
1998,Direct migration background,At least once per month,0.03321,81,2372,0.02600,0.04043
1998,Direct migration background,Seldom,0.06187,148,2372,0.05217,0.07157
1998,Direct migration background,Never,0.79288,2050,2372,0.77657,0.80919
1998,Indirect migration background,Seldom,0.03719,53,552,0.02139,0.05299
1998,Indirect migration background,Never,0.31824,499,552,0.27934,0.35713
1999,No migration background,At least once per week,0.07033,898,10789,0.06551,0.07516
1999,No migration background,At least once per month,0.06486,852,10789,0.06021,0.06951
1999,No migration background,Seldom,0.12016,1542,10789,0.11403,0.12630
1999,No migration background,Never,0.57794,7497,10789,0.56862,0.58726
1999,Direct migration background,At least once per week,0.04660,84,2187,0.03776,0.05543
1999,Direct migration background,At least once per month,0.03409,71,2187,0.02648,0.04170
1999,Direct migration background,Seldom,0.09672,220,2187,0.08433,0.10911
1999,Direct migration background,Never,0.76455,1812,2187,0.74677,0.78234
1999,Indirect migration background,At least once per week,0.02649,35,579,0.01340,0.03959
1999,Indirect migration background,Seldom,0.05538,82,579,0.03674,0.07403
1999,Indirect migration background,Never,0.29599,462,579,0.25878,0.33321
2001,No migration background,At least once per week,0.07299,1587,18035,0.06919,0.07679
2001,No migration background,At least once per month,0.06823,1516,18035,0.06455,0.07191
2001,No migration background,Seldom,0.10662,2355,18035,0.10212,0.11113
2001,No migration background,Never,0.58817,12577,18035,0.58099,0.59535
2001,Direct migration background,At least once per week,0.03496,107,2888,0.02826,0.04166
2001,Direct migration background,At least once per month,0.03777,104,2888,0.03081,0.04472
2001,Direct migration background,Seldom,0.06882,213,2888,0.05959,0.07806
2001,Direct migration background,Never,0.78228,2464,2888,0.76722,0.79733
2001,Indirect migration background,At least once per week,0.02494,47,740,0.01370,0.03618
2001,Indirect migration background,Seldom,0.03759,73,740,0.02388,0.05131
2001,Indirect migration background,Never,0.30123,620,740,0.26815,0.33431
2003,No migration background,At least once per week,0.07738,1842,18674,0.07355,0.08121
2003,No migration background,At least once per month,0.06468,1528,18674,0.06115,0.06820
2003,No migration background,Seldom,0.09327,2158,18674,0.08910,0.09745
2003,No migration background,Never,0.61073,13146,18674,0.60374,0.61772
2003,Direct migration background,At least once per week,0.04536,115,2597,0.03736,0.05337
2003,Direct migration background,At least once per month,0.02864,75,2597,0.02222,0.03505
2003,Direct migration background,Seldom,0.05476,148,2597,0.04601,0.06351
2003,Direct migration background,Never,0.80949,2259,2597,0.79439,0.82460
2003,Indirect migration background,At least once per week,0.02614,56,752,0.01473,0.03755
2003,Indirect migration background,Seldom,0.02742,52,752,0.01574,0.03910
2003,Indirect migration background,Never,0.32674,644,752,0.29320,0.36029
2005,No migration background,At least once per week,0.07978,1724,17387,0.07575,0.08381
2005,No migration background,At least once per month,0.07846,1729,17387,0.07447,0.08246
2005,No migration background,Seldom,0.12355,2638,17387,0.11866,0.12845
2005,No migration background,Never,0.56688,11296,17387,0.55952,0.57425
2005,Direct migration background,At least once per week,0.05311,118,2358,0.04406,0.06216
2005,Direct migration background,At least once per month,0.04006,101,2358,0.03214,0.04797
2005,Direct migration background,Seldom,0.08174,192,2358,0.07067,0.09280
2005,Direct migration background,Never,0.78555,1947,2358,0.76898,0.80212
2005,Indirect migration background,At least once per week,0.03130,58,796,0.01920,0.04341
2005,Indirect migration background,Seldom,0.06383,109,796,0.04683,0.08082
2005,Indirect migration background,Never,0.34484,629,796,0.31180,0.37789
2007,No migration background,At least once per week,0.08336,1834,17478,0.07926,0.08746
2007,No migration background,At least once per month,0.07160,1649,17478,0.06778,0.07542
2007,No migration background,Seldom,0.11097,2322,17478,0.10631,0.11563
2007,No migration background,Never,0.57660,11673,17478,0.56928,0.58393
2007,Direct migration background,At least once per week,0.04705,115,2092,0.03797,0.05612
2007,Direct migration background,At least once per month,0.03761,80,2092,0.02945,0.04576
2007,Direct migration background,Seldom,0.07045,156,2092,0.05948,0.08142
2007,Direct migration background,Never,0.79021,1741,2092,0.77276,0.80766
2007,Indirect migration background,At least once per week,0.02926,60,740,0.01711,0.04141
2007,Indirect migration background,Seldom,0.06387,95,740,0.04624,0.08150
2007,Indirect migration background,Never,0.35167,585,740,0.31724,0.38610
2008,No migration background,At least once per week,0.08717,1795,16586,0.08287,0.09146
2008,No migration background,At least once per month,0.06789,1423,16586,0.06407,0.07172
2008,No migration background,Seldom,0.09131,1880,16586,0.08692,0.09569
2008,No migration background,Never,0.60508,11488,16586,0.59764,0.61252
2008,Direct migration background,At least once per week,0.04246,98,1896,0.03338,0.05154
2008,Direct migration background,At least once per month,0.03647,74,1896,0.02803,0.04491
2008,Direct migration background,Seldom,0.06757,138,1896,0.05627,0.07887
2008,Direct migration background,Never,0.82620,1586,1896,0.80914,0.84326
2008,Indirect migration background,At least once per week,0.04395,64,731,0.02908,0.05882
2008,Indirect migration background,Seldom,0.05277,69,731,0.03655,0.06899
2008,Indirect migration background,Never,0.37663,598,731,0.34148,0.41178
2009,No migration background,At least once per week,0.08672,1675,15537,0.08229,0.09115
2009,No migration background,At least once per month,0.07165,1432,15537,0.06759,0.07570
2009,No migration background,Seldom,0.11040,2001,15537,0.10547,0.11533
2009,No migration background,Never,0.57752,10429,15537,0.56975,0.58528
2009,Direct migration background,At least once per week,0.03382,75,1644,0.02508,0.04257
2009,Direct migration background,At least once per month,0.04213,72,1644,0.03242,0.05185
2009,Direct migration background,Seldom,0.08055,137,1644,0.06739,0.09370
2009,Direct migration background,Never,0.81155,1360,1644,0.79264,0.83046
2009,Indirect migration background,At least once per week,0.03525,45,700,0.02158,0.04892
2009,Indirect migration background,At least once per month,0.02644,45,700,0.01455,0.03833
2009,Indirect migration background,Seldom,0.08042,88,700,0.06026,0.10058
2009,Indirect migration background,Never,0.38394,522,700,0.34789,0.42000
2011,No migration background,At least once per week,0.09612,2870,23733,0.09237,0.09987
2011,No migration background,At least once per month,0.07681,2404,23733,0.07342,0.08020
2011,No migration background,Seldom,0.11783,3202,23733,0.11372,0.12193
2011,No migration background,Never,0.55846,15257,23733,0.55214,0.56478
2011,Direct migration background,At least once per week,0.04194,150,3287,0.03509,0.04880
2011,Direct migration background,At least once per month,0.04751,155,3287,0.04024,0.05478
2011,Direct migration background,Seldom,0.09416,272,3287,0.08418,0.10415
2011,Direct migration background,Never,0.77757,2710,3287,0.76335,0.79179
2011,Indirect migration background,At least once per week,0.03637,113,1252,0.02600,0.04675
2011,Indirect migration background,At least once per month,0.02677,76,1252,0.01783,0.03571
2011,Indirect migration background,Seldom,0.06899,154,1252,0.05495,0.08303
2011,Indirect migration background,Never,0.32677,909,1252,0.30077,0.35276
2013,No migration background,At least once per week,0.10247,2703,21505,0.09841,0.10652
2013,No migration background,At least once per month,0.07159,2118,21505,0.06815,0.07504
2013,No migration background,Seldom,0.09189,2364,21505,0.08803,0.09575
2013,No migration background,Never,0.57563,14320,21505,0.56902,0.58224
2013,Direct migration background,At least once per week,0.03111,165,2749,0.02462,0.03760
2013,Direct migration background,At least once per month,0.03081,125,2749,0.02435,0.03727
2013,Direct migration background,Seldom,0.04189,207,2749,0.03440,0.04938
2013,Direct migration background,Never,0.44047,2252,2749,0.42191,0.45903
2013,Indirect migration background,At least once per week,0.02629,106,1122,0.01692,0.03565
2013,Indirect migration background,At least once per month,0.01877,77,1122,0.01083,0.02671
2013,Indirect migration background,Seldom,0.02345,115,1122,0.01459,0.03231
2013,Indirect migration background,Never,0.20588,824,1122,0.18221,0.22955
2015,No migration background,At least once per week,0.09997,2420,19101,0.09572,0.10423
2015,No migration background,At least once per month,0.08340,2076,19101,0.07948,0.08732
2015,No migration background,Seldom,0.11731,2641,19101,0.11275,0.12188
2015,No migration background,Never,0.55780,11964,19101,0.55075,0.56484
2015,Direct migration background,At least once per week,0.04810,279,5971,0.04268,0.05353
2015,Direct migration background,At least once per month,0.03839,226,5971,0.03352,0.04327
2015,Direct migration background,Seldom,0.07885,499,5971,0.07201,0.08569
2015,Direct migration background,Never,0.79013,4967,5971,0.77980,0.80046
2015,Indirect migration background,At least once per week,0.04196,126,1616,0.03218,0.05174
2015,Indirect migration background,At least once per month,0.02318,115,1616,0.01584,0.03051
2015,Indirect migration background,Seldom,0.07141,216,1616,0.05885,0.08397
2015,Indirect migration background,Never,0.35464,1159,1616,0.33131,0.37798
2017,No migration background,At least once per week,0.10939,2665,20090,0.10508,0.11371
2017,No migration background,At least once per month,0.08496,2266,20090,0.08110,0.08881
2017,No migration background,Seldom,0.10610,2643,20090,0.10184,0.11036
2017,No migration background,Never,0.55475,12516,20090,0.54788,0.56163
2017,Direct migration background,At least once per week,0.04197,238,4734,0.03626,0.04768
2017,Direct migration background,At least once per month,0.04532,231,4734,0.03939,0.05124
2017,Direct migration background,Seldom,0.07834,375,4734,0.07069,0.08600
2017,Direct migration background,Never,0.73315,3890,4734,0.72055,0.74575
2017,Indirect migration background,At least once per week,0.04288,136,1633,0.03305,0.05270
2017,Indirect migration background,At least once per month,0.03241,120,1633,0.02382,0.04100
2017,Indirect migration background,Seldom,0.05605,199,1633,0.04489,0.06721
2017,Indirect migration background,Never,0.37510,1178,1633,0.35161,0.39859
2019,No migration background,At least once per week,0.11342,2890,20079,0.10904,0.11781
2019,No migration background,At least once per month,0.07665,2129,20079,0.07297,0.08033
2019,No migration background,Seldom,0.09460,2252,20079,0.09056,0.09865
2019,No migration background,Never,0.56956,12808,20079,0.56272,0.57641
2019,Direct migration background,At least once per week,0.04270,233,3948,0.03639,0.04900
2019,Direct migration background,At least once per month,0.03758,158,3948,0.03165,0.04351
2019,Direct migration background,Seldom,0.05791,294,3948,0.05062,0.06519
2019,Direct migration background,Never,0.76035,3263,3948,0.74704,0.77367
2019,Indirect migration background,At least once per week,0.04762,165,1570,0.03708,0.05816
2019,Indirect migration background,At least once per month,0.02475,91,1570,0.01706,0.03244
2019,Indirect migration background,Seldom,0.06245,171,1570,0.05048,0.07443
2019,Indirect migration background,Never,0.37683,1143,1570,0.35286,0.40081
2021,No migration background,At least once per week,0.11944,2027,13204,0.11390,0.12497
2021,No migration background,At least once per month,0.08980,1546,13204,0.08492,0.09468
2021,No migration background,Seldom,0.11334,1774,13204,0.10793,0.11875
2021,No migration background,Never,0.53313,7857,13204,0.52462,0.54164
2021,Direct migration background,At least once per week,0.05700,223,3042,0.04876,0.06524
2021,Direct migration background,At least once per month,0.04558,191,3042,0.03816,0.05299
2021,Direct migration background,Seldom,0.09097,390,3042,0.08075,0.10119
2021,Direct migration background,Never,0.67472,2238,3042,0.65807,0.69137
2021,Indirect migration background,At least once per week,0.05803,119,936,0.04304,0.07302
2021,Indirect migration background,At least once per month,0.03785,80,936,0.02561,0.05008
2021,Indirect migration background,Seldom,0.05281,117,936,0.03847,0.06714
2021,Indirect migration background,Never,0.32429,620,936,0.29428,0.35429
