"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2005","(Fach-)Abitur","1 Einkommensschwächstes Quintil","4.11","3.83","423","2.67","3.33","4.67","5.33","7","4","4.22","1","7","4","4.33333349227905"
"2005","(Fach-)Abitur","2","3.97","3.83","443","2.33","3.33","4.67","5.33","6.67","3.86","4.08","1","7","4","4"
"2005","(Fach-)Abitur","3","3.91","3.83","404","2.33","3","4.67","5.33","7","3.79","4.03","1","7","3.66666674613953","4"
"2005","(Fach-)Abitur","4","3.77","3.5","510","2.33","3","4.67","5.33","7","3.66","3.88","1","7","3.66666674613953","4"
"2005","(Fach-)Abitur","5 Einkommensstärkstes Quintil","3.67","3.5","511","2","3","4.33","5.33","6.67","3.56","3.78","1","7","3.66666674613953","4"
"2005","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","4.03","3.83","315","2.33","3","5","5.67","7","3.9","4.16","1","7","4","4.33333349227905"
"2005","(noch) kein Abschluss","2","3.92","3.83","218","2.33","3","4.67","6","6.67","3.75","4.09","1","7","3.33333325386047","4"
"2005","(noch) kein Abschluss","3","3.77","3.5","112","2","3","4.67","5.33","6","3.55","3.99","1","6.67","3.33333325386047","4"
"2005","(noch) kein Abschluss","4","3.79","3.5","127","2","2.67","4.67","6","7","3.57","4.01","1.67","7","3.33333325386047","4"
"2005","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3.51","3.17","129","2","2.67","4","5.33","6.67","3.29","3.73","1","6.67","3","3.66666674613953"
"2005","AkademikerIn","1 Einkommensschwächstes Quintil","3.91","3.83","300","2.33","3","4.67","5.67","7","3.76","4.06","1","7","3.66666674613953","4"
"2005","AkademikerIn","2","3.95","3.83","443","2.33","3","4.67","5.67","7","3.84","4.06","1","7","4","4"
"2005","AkademikerIn","3","3.86","3.83","594","2.33","3","4.67","5.33","6.67","3.77","3.95","1","7","3.66666674613953","4"
"2005","AkademikerIn","4","3.81","3.5","984","2","3","4.67","5.33","6.67","3.74","3.88","1","7","3.66666674613953","4"
"2005","AkademikerIn","5 Einkommensstärkstes Quintil","3.65","3.58","1837","2","2.67","4.33","5.33","6.67","3.6","3.7","1","7","3.66666674613953","3.66666674613953"
"2005","Hauptschule","1 Einkommensschwächstes Quintil","4.15","3.83","1904","2.67","3.33","5","5.67","7","4.1","4.2","1","7","4","4.33333349227905"
"2005","Hauptschule","2","4.09","3.83","2226","2.33","3.33","5","6","7","4.04","4.14","1","7","4","4"
"2005","Hauptschule","3","4.14","3.83","1535","2.67","3.33","5","5.67","6.67","4.08","4.2","1","7","4","4.33333349227905"
"2005","Hauptschule","4","3.98","3.83","1250","2.33","3","4.67","5.67","6.67","3.91","4.05","1","7","4","4"
