year,age_gr,pgisced97,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Pre-primary Level,At least once per week,0.35120,57,147,0.27377,0.42863
1990,17-29 y.,Pre-primary Level,At least once per month,0.24050,40,147,0.17117,0.30982
1990,17-29 y.,Pre-primary Level,Seldom,0.27987,50,147,0.20705,0.35270
1990,17-29 y.,Primary Level,Seldom,0.30942,36,36,0.15627,0.46256
1990,17-29 y.,Lower Secondary Level,Daily,0.02763,32,794,0.01622,0.03903
1990,17-29 y.,Lower Secondary Level,At least once per week,0.34932,285,794,0.31613,0.38250
1990,17-29 y.,Lower Secondary Level,At least once per month,0.23297,202,794,0.20355,0.26239
1990,17-29 y.,Lower Secondary Level,Seldom,0.21057,210,794,0.18219,0.23895
1990,17-29 y.,Lower Secondary Level,Never,0.03986,65,794,0.02624,0.05348
1990,17-29 y.,Upper Secondary Level,Daily,0.02290,42,1263,0.01465,0.03115
1990,17-29 y.,Upper Secondary Level,At least once per week,0.32483,524,1263,0.29899,0.35067
1990,17-29 y.,Upper Secondary Level,At least once per month,0.22873,396,1263,0.20556,0.25190
1990,17-29 y.,Upper Secondary Level,Seldom,0.15696,262,1263,0.13689,0.17703
1990,17-29 y.,Upper Secondary Level,Never,0.01666,39,1263,0.00960,0.02372
1990,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.46972,58,93,0.36773,0.57170
1990,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.22243,35,93,0.13745,0.30741
1990,17-29 y.,First Stage of Tertiary Education,At least once per week,0.39092,34,68,0.27407,0.50776
1990,17-29 y.,First Stage of Tertiary Education,At least once per month,0.37144,34,68,0.25574,0.48714
1990,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.24044,36,36,0.09886,0.38202
1990,30-45 y.,Primary Level,At least once per month,0.24564,45,176,0.18186,0.30942
1990,30-45 y.,Primary Level,Seldom,0.42539,75,176,0.35214,0.49865
1990,30-45 y.,Primary Level,Never,0.20500,56,176,0.14519,0.26482
1990,30-45 y.,Lower Secondary Level,At least once per week,0.13965,71,482,0.10868,0.17063
1990,30-45 y.,Lower Secondary Level,At least once per month,0.26170,132,482,0.22241,0.30098
1990,30-45 y.,Lower Secondary Level,Seldom,0.44481,214,482,0.40040,0.48922
1990,30-45 y.,Lower Secondary Level,Never,0.08881,65,482,0.06338,0.11423
1990,30-45 y.,Upper Secondary Level,At least once per week,0.18221,299,1395,0.16194,0.20247
1990,30-45 y.,Upper Secondary Level,At least once per month,0.27414,490,1395,0.25072,0.29756
1990,30-45 y.,Upper Secondary Level,Seldom,0.29702,538,1395,0.27304,0.32101
1990,30-45 y.,Upper Secondary Level,Never,0.02654,68,1395,0.01810,0.03498
1990,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.35803,37,37,0.20142,0.51464
1990,30-45 y.,First Stage of Tertiary Education,At least once per week,0.26173,53,193,0.19955,0.32391
1990,30-45 y.,First Stage of Tertiary Education,At least once per month,0.27981,74,193,0.21631,0.34331
1990,30-45 y.,First Stage of Tertiary Education,Seldom,0.25621,66,193,0.19446,0.31796
1990,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.26043,132,320,0.21227,0.30859
1990,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.22439,112,320,0.17861,0.27017
1990,30-45 y.,Second Stage of Tertiary Education,Seldom,0.14913,76,320,0.11004,0.18822
1990,46-65 y.,Primary Level,At least once per month,0.11992,38,258,0.08020,0.15963
1990,46-65 y.,Primary Level,Seldom,0.24331,80,258,0.19085,0.29577
1990,46-65 y.,Primary Level,Never,0.48136,140,258,0.42027,0.54245
1990,46-65 y.,Lower Secondary Level,At least once per week,0.09530,89,785,0.07475,0.11585
1990,46-65 y.,Lower Secondary Level,At least once per month,0.20206,173,785,0.17395,0.23017
1990,46-65 y.,Lower Secondary Level,Seldom,0.44204,364,785,0.40727,0.47680
1990,46-65 y.,Lower Secondary Level,Never,0.15260,159,785,0.12743,0.17777
1990,46-65 y.,Upper Secondary Level,At least once per week,0.15385,246,1332,0.13446,0.17323
1990,46-65 y.,Upper Secondary Level,At least once per month,0.21474,365,1332,0.19268,0.23680
1990,46-65 y.,Upper Secondary Level,Seldom,0.33854,577,1332,0.31311,0.36396
1990,46-65 y.,Upper Secondary Level,Never,0.07346,144,1332,0.05945,0.08748
1990,46-65 y.,First Stage of Tertiary Education,At least once per month,0.23972,51,125,0.16458,0.31486
1990,46-65 y.,First Stage of Tertiary Education,Seldom,0.38387,74,125,0.29827,0.46947
1990,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.12641,43,215,0.08188,0.17093
1990,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.23371,84,215,0.17701,0.29041
1990,46-65 y.,Second Stage of Tertiary Education,Seldom,0.22555,88,215,0.16956,0.28155
1990,66 and older,Lower Secondary Level,At least once per week,0.07475,34,375,0.04810,0.10141
1990,66 and older,Lower Secondary Level,At least once per month,0.13594,61,375,0.10120,0.17067
1990,66 and older,Lower Secondary Level,Seldom,0.28250,133,375,0.23687,0.32813
1990,66 and older,Lower Secondary Level,Never,0.33960,147,375,0.29160,0.38760
1990,66 and older,Upper Secondary Level,At least once per week,0.13692,79,483,0.10623,0.16761
1990,66 and older,Upper Secondary Level,At least once per month,0.15613,93,483,0.12373,0.18854
1990,66 and older,Upper Secondary Level,Seldom,0.32646,199,483,0.28460,0.36832
1990,66 and older,Upper Secondary Level,Never,0.19501,112,483,0.15964,0.23038
1995,17-29 y.,Pre-primary Level,At least once per week,0.40744,98,270,0.34872,0.46616
1995,17-29 y.,Pre-primary Level,At least once per month,0.25399,74,270,0.20197,0.30601
1995,17-29 y.,Pre-primary Level,Seldom,0.28878,98,270,0.23462,0.34294
1995,17-29 y.,Lower Secondary Level,Daily,0.05241,39,760,0.03656,0.06827
1995,17-29 y.,Lower Secondary Level,At least once per week,0.34686,246,760,0.31300,0.38072
1995,17-29 y.,Lower Secondary Level,At least once per month,0.26425,219,760,0.23288,0.29562
1995,17-29 y.,Lower Secondary Level,Seldom,0.27320,200,760,0.24150,0.30490
1995,17-29 y.,Lower Secondary Level,Never,0.06068,56,760,0.04369,0.07766
1995,17-29 y.,Upper Secondary Level,Daily,0.04278,55,1612,0.03290,0.05266
1995,17-29 y.,Upper Secondary Level,At least once per week,0.38450,584,1612,0.36075,0.40826
1995,17-29 y.,Upper Secondary Level,At least once per month,0.29508,512,1612,0.27280,0.31735
