year,age_gr,migback,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,Daily,0.01989,43,1755,0.01336,0.02643
1990,17-29 y.,No migration background,At least once per week,0.33941,755,1755,0.31725,0.36157
1990,17-29 y.,No migration background,At least once per month,0.22898,542,1755,0.20931,0.24864
1990,17-29 y.,No migration background,Seldom,0.16168,378,1755,0.14445,0.17890
1990,17-29 y.,No migration background,Never,0.01527,37,1755,0.00953,0.02101
1990,17-29 y.,Direct migration background,At least once per week,0.32548,200,666,0.28986,0.36109
1990,17-29 y.,Direct migration background,At least once per month,0.23342,171,666,0.20127,0.26557
1990,17-29 y.,Direct migration background,Seldom,0.25139,191,666,0.21842,0.28436
1990,17-29 y.,Direct migration background,Never,0.12269,104,666,0.09775,0.14762
1990,17-29 y.,Indirect migration background,At least once per week,0.37669,102,218,0.31222,0.44116
1990,17-29 y.,Indirect migration background,At least once per month,0.19784,61,218,0.14484,0.25085
1990,17-29 y.,Indirect migration background,Seldom,0.26417,55,218,0.20551,0.32283
1990,30-45 y.,No migration background,Daily,0.01629,33,1924,0.01063,0.02195
1990,30-45 y.,No migration background,At least once per week,0.20221,477,1924,0.18426,0.22016
1990,30-45 y.,No migration background,At least once per month,0.26933,669,1924,0.24950,0.28916
1990,30-45 y.,No migration background,Seldom,0.26994,681,1924,0.25010,0.28978
1990,30-45 y.,No migration background,Never,0.02256,64,1924,0.01592,0.02919
1990,30-45 y.,Direct migration background,At least once per week,0.17537,127,821,0.14934,0.20140
1990,30-45 y.,Direct migration background,At least once per month,0.24652,226,821,0.21702,0.27602
1990,30-45 y.,Direct migration background,Seldom,0.38995,325,821,0.35657,0.42334
1990,30-45 y.,Direct migration background,Never,0.11612,143,821,0.09420,0.13805
1990,46-65 y.,No migration background,At least once per week,0.13833,334,1971,0.12309,0.15358
1990,46-65 y.,No migration background,At least once per month,0.21934,573,1971,0.20107,0.23761
1990,46-65 y.,No migration background,Seldom,0.34995,899,1971,0.32889,0.37101
1990,46-65 y.,No migration background,Never,0.07005,165,1971,0.05878,0.08132
1990,46-65 y.,Direct migration background,Daily,0.02111,31,905,0.01174,0.03048
1990,46-65 y.,Direct migration background,At least once per week,0.09774,107,905,0.07838,0.11710
1990,46-65 y.,Direct migration background,At least once per month,0.18154,157,905,0.15641,0.20667
1990,46-65 y.,Direct migration background,Seldom,0.36929,304,905,0.33783,0.40075
1990,46-65 y.,Direct migration background,Never,0.23337,306,905,0.20580,0.26094
1990,66 and older,No migration background,At least once per week,0.12367,141,946,0.10268,0.14466
1990,66 and older,No migration background,At least once per month,0.15037,177,946,0.12758,0.17315
1990,66 and older,No migration background,Seldom,0.30314,363,946,0.27384,0.33244
1990,66 and older,No migration background,Never,0.23839,265,946,0.21122,0.26556
1995,17-29 y.,No migration background,Daily,0.03735,69,2303,0.02960,0.04510
1995,17-29 y.,No migration background,At least once per week,0.38979,837,2303,0.36987,0.40972
1995,17-29 y.,No migration background,At least once per month,0.29170,709,2303,0.27313,0.31027
1995,17-29 y.,No migration background,Seldom,0.24171,600,2303,0.22422,0.25920
1995,17-29 y.,No migration background,Never,0.03677,88,2303,0.02908,0.04446
1995,17-29 y.,Direct migration background,At least once per week,0.33857,170,585,0.30019,0.37695
1995,17-29 y.,Direct migration background,At least once per month,0.24627,170,585,0.21132,0.28121
1995,17-29 y.,Direct migration background,Seldom,0.26492,168,585,0.22913,0.30071
1995,17-29 y.,Direct migration background,Never,0.12312,77,585,0.09647,0.14977
1995,17-29 y.,Indirect migration background,At least once per week,0.39408,181,399,0.34607,0.44209
1995,17-29 y.,Indirect migration background,At least once per month,0.29954,125,399,0.25453,0.34454
1995,17-29 y.,Indirect migration background,Seldom,0.21047,93,399,0.17042,0.25052
1995,30-45 y.,No migration background,Daily,0.02191,59,3463,0.01704,0.02679
1995,30-45 y.,No migration background,At least once per week,0.21070,635,3463,0.19712,0.22428
1995,30-45 y.,No migration background,At least once per month,0.33227,1129,3463,0.31658,0.34796
1995,30-45 y.,No migration background,Seldom,0.37809,1406,3463,0.36194,0.39425
1995,30-45 y.,No migration background,Never,0.05512,234,3463,0.04751,0.06272
1995,30-45 y.,Direct migration background,At least once per week,0.17518,141,910,0.15047,0.19989
1995,30-45 y.,Direct migration background,At least once per month,0.24488,215,910,0.21693,0.27284
1995,30-45 y.,Direct migration background,Seldom,0.35886,356,910,0.32768,0.39004
1995,30-45 y.,Direct migration background,Never,0.20156,198,910,0.17548,0.22763
1995,46-65 y.,No migration background,Daily,0.01586,39,2902,0.01131,0.02040
1995,46-65 y.,No migration background,At least once per week,0.17367,422,2902,0.15989,0.18746
1995,46-65 y.,No migration background,At least once per month,0.27954,787,2902,0.26321,0.29587
1995,46-65 y.,No migration background,Seldom,0.40276,1255,2902,0.38491,0.42061
1995,46-65 y.,No migration background,Never,0.12286,399,2902,0.11091,0.13481
1995,46-65 y.,Direct migration background,At least once per week,0.13503,117,1010,0.11394,0.15611
1995,46-65 y.,Direct migration background,At least once per month,0.21109,202,1010,0.18591,0.23627
1995,46-65 y.,Direct migration background,Seldom,0.35788,378,1010,0.32830,0.38746
1995,46-65 y.,Direct migration background,Never,0.26504,313,1010,0.23781,0.29228
1995,66 and older,No migration background,At least once per week,0.15004,170,1283,0.13049,0.16959
1995,66 and older,No migration background,At least once per month,0.20043,255,1283,0.17851,0.22234
1995,66 and older,No migration background,Seldom,0.34107,474,1283,0.31512,0.36702
1995,66 and older,No migration background,Never,0.29072,384,1283,0.26587,0.31558
1995,66 and older,Direct migration background,Seldom,0.36684,79,167,0.29353,0.44016
1995,66 and older,Direct migration background,Never,0.42742,88,167,0.35216,0.50268
1998,17-29 y.,No migration background,Daily,0.02762,60,2241,0.02084,0.03441
1998,17-29 y.,No migration background,At least once per week,0.41360,867,2241,0.39321,0.43400
1998,17-29 y.,No migration background,At least once per month,0.29957,685,2241,0.28060,0.31854
1998,17-29 y.,No migration background,Seldom,0.23308,574,2241,0.21557,0.25059
1998,17-29 y.,No migration background,Never,0.02466,55,2241,0.01823,0.03108
1998,17-29 y.,Direct migration background,At least once per week,0.29966,115,418,0.25569,0.34363
1998,17-29 y.,Direct migration background,At least once per month,0.26957,112,418,0.22698,0.31216
1998,17-29 y.,Direct migration background,Seldom,0.26675,143,418,0.22430,0.30920
1998,17-29 y.,Direct migration background,Never,0.12542,48,418,0.09363,0.15721
1998,17-29 y.,Indirect migration background,At least once per week,0.44386,214,439,0.39733,0.49039
1998,17-29 y.,Indirect migration background,At least once per month,0.26006,123,439,0.21898,0.30114
1998,17-29 y.,Indirect migration background,Seldom,0.19920,102,439,0.16180,0.23661
1998,30-45 y.,No migration background,Daily,0.01392,45,3945,0.01026,0.01757
1998,30-45 y.,No migration background,At least once per week,0.21806,750,3945,0.20517,0.23095
1998,30-45 y.,No migration background,At least once per month,0.34772,1370,3945,0.33286,0.36259
1998,30-45 y.,No migration background,Seldom,0.37129,1573,3945,0.35621,0.38637
1998,30-45 y.,No migration background,Never,0.04619,207,3945,0.03964,0.05274
1998,30-45 y.,Direct migration background,At least once per week,0.14499,121,773,0.12016,0.16983
1998,30-45 y.,Direct migration background,At least once per month,0.30011,198,773,0.26778,0.33244
1998,30-45 y.,Direct migration background,Seldom,0.38578,322,773,0.35144,0.42012
1998,30-45 y.,Direct migration background,Never,0.15606,132,773,0.13046,0.18167
1998,30-45 y.,Indirect migration background,At least once per week,0.34250,31,62,0.22341,0.46158
1998,30-45 y.,Indirect migration background,At least once per month,0.37204,31,62,0.25075,0.49334
1998,46-65 y.,No migration background,Daily,0.01452,42,3434,0.01052,0.01852
1998,46-65 y.,No migration background,At least once per week,0.17126,515,3434,0.15866,0.18386
1998,46-65 y.,No migration background,At least once per month,0.30017,992,3434,0.28484,0.31550
1998,46-65 y.,No migration background,Seldom,0.40833,1516,3434,0.39189,0.42477
1998,46-65 y.,No migration background,Never,0.10133,369,3434,0.09123,0.11142
1998,46-65 y.,Direct migration background,At least once per week,0.14934,132,908,0.12615,0.17254
1998,46-65 y.,Direct migration background,At least once per month,0.24951,211,908,0.22135,0.27767
1998,46-65 y.,Direct migration background,Seldom,0.38179,353,908,0.35017,0.41341
1998,46-65 y.,Direct migration background,Never,0.19221,212,908,0.16656,0.21785
1998,66 and older,No migration background,At least once per week,0.15380,219,1580,0.13601,0.17160
1998,66 and older,No migration background,At least once per month,0.20331,322,1580,0.18346,0.22316
1998,66 and older,No migration background,Seldom,0.37348,643,1580,0.34962,0.39733
1998,66 and older,No migration background,Never,0.25231,396,1580,0.23089,0.27373
1998,66 and older,Direct migration background,At least once per month,0.12270,31,220,0.07924,0.16615
1998,66 and older,Direct migration background,Seldom,0.43256,99,220,0.36695,0.49818
1998,66 and older,Direct migration background,Never,0.34030,90,220,0.27754,0.40305
2003,17-29 y.,No migration background,Daily,0.02564,70,3116,0.02009,0.03119
2003,17-29 y.,No migration background,At least once per week,0.39366,1230,3116,0.37650,0.41081
2003,17-29 y.,No migration background,At least once per month,0.29470,958,3116,0.27869,0.31071
2003,17-29 y.,No migration background,Seldom,0.24191,745,3116,0.22687,0.25695
2003,17-29 y.,No migration background,Never,0.04057,113,3116,0.03364,0.04749
2003,17-29 y.,Direct migration background,At least once per week,0.32572,114,371,0.27797,0.37347
2003,17-29 y.,Direct migration background,At least once per month,0.27462,107,371,0.22915,0.32010
2003,17-29 y.,Direct migration background,Seldom,0.29809,114,371,0.25148,0.34470
2003,17-29 y.,Direct migration background,Never,0.08572,36,371,0.05719,0.11425
2003,17-29 y.,Indirect migration background,At least once per week,0.43165,218,461,0.38638,0.47691
2003,17-29 y.,Indirect migration background,At least once per month,0.25079,132,461,0.21118,0.29041
2003,17-29 y.,Indirect migration background,Seldom,0.22489,111,461,0.18673,0.26304
2003,30-45 y.,No migration background,Daily,0.01257,75,5823,0.00971,0.01544
2003,30-45 y.,No migration background,At least once per week,0.21158,1218,5823,0.20109,0.22208
2003,30-45 y.,No migration background,At least once per month,0.33955,2056,5823,0.32739,0.35172
2003,30-45 y.,No migration background,Seldom,0.38230,2184,5823,0.36982,0.39478
2003,30-45 y.,No migration background,Never,0.05284,290,5823,0.04709,0.05859
2003,30-45 y.,Direct migration background,At least once per week,0.13970,137,875,0.11672,0.16269
2003,30-45 y.,Direct migration background,At least once per month,0.21592,227,875,0.18864,0.24320
2003,30-45 y.,Direct migration background,Seldom,0.43584,361,875,0.40296,0.46871
2003,30-45 y.,Direct migration background,Never,0.18537,150,875,0.15961,0.21113
2003,30-45 y.,Indirect migration background,At least once per week,0.22712,54,197,0.16847,0.28578
2003,30-45 y.,Indirect migration background,At least once per month,0.37434,78,197,0.30659,0.44209
2003,30-45 y.,Indirect migration background,Seldom,0.32186,65,197,0.25645,0.38726
2003,46-65 y.,No migration background,Daily,0.01484,101,6531,0.01191,0.01778
2003,46-65 y.,No migration background,At least once per week,0.18943,1328,6531,0.17993,0.19894
2003,46-65 y.,No migration background,At least once per month,0.30132,2018,6531,0.29019,0.31244
