year,bula_h,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,At least once per week,0.12775,41,248,0.08612,0.16938
1990,Schleswig-Holstein,At least once per month,0.20575,76,248,0.15534,0.25616
1990,Schleswig-Holstein,Seldom,0.38117,131,248,0.32060,0.44174
1990,Hamburg,At least once per week,0.25693,41,142,0.18481,0.32905
1990,Hamburg,At least once per month,0.23968,48,142,0.16922,0.31015
1990,Hamburg,Seldom,0.28285,53,142,0.20851,0.35719
1990,Lower Saxony,At least once per week,0.15757,185,955,0.13445,0.18069
1990,Lower Saxony,At least once per month,0.24495,280,955,0.21766,0.27224
1990,Lower Saxony,Seldom,0.32885,378,955,0.29903,0.35866
1990,Lower Saxony,Never,0.10307,112,955,0.08378,0.12236
1990,Bremen,At least once per month,0.28545,39,76,0.18323,0.38766
1990,Bremen,Seldom,0.31633,37,76,0.21108,0.42158
1990,North Rhine-Westphalia,Daily,0.01094,48,2553,0.00690,0.01498
1990,North Rhine-Westphalia,At least once per week,0.20559,617,2553,0.18991,0.22127
1990,North Rhine-Westphalia,At least once per month,0.23702,724,2553,0.22052,0.25352
1990,North Rhine-Westphalia,Seldom,0.28355,861,2553,0.26606,0.30104
1990,North Rhine-Westphalia,Never,0.08374,303,2553,0.07299,0.09448
1990,Hesse,At least once per week,0.21113,221,958,0.18527,0.23698
1990,Hesse,At least once per month,0.20080,230,958,0.17541,0.22618
1990,Hesse,Seldom,0.31253,349,958,0.28316,0.34190
1990,Hesse,Never,0.10386,158,958,0.08453,0.12319
1990,"Rhineland-Palatinate, Saarland",At least once per week,0.20901,162,659,0.17794,0.24008
1990,"Rhineland-Palatinate, Saarland",At least once per month,0.23381,186,659,0.20147,0.26615
1990,"Rhineland-Palatinate, Saarland",Seldom,0.30888,240,659,0.27358,0.34419
1990,"Rhineland-Palatinate, Saarland",Never,0.09369,71,659,0.07143,0.11596
1990,Baden-Wuerttemberg,Daily,0.01494,38,1784,0.00931,0.02057
1990,Baden-Wuerttemberg,At least once per week,0.19502,425,1784,0.17662,0.21341
1990,Baden-Wuerttemberg,At least once per month,0.21653,464,1784,0.19741,0.23564
1990,Baden-Wuerttemberg,Seldom,0.29020,608,1784,0.26913,0.31126
1990,Baden-Wuerttemberg,Never,0.09449,249,1784,0.08091,0.10807
