year,age_gr,bula_h,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,At least once per month,0.39554,32,32,0.22341,0.56767
1990,17-29 y.,Lower Saxony,At least once per week,0.33328,82,254,0.27519,0.39136
1990,17-29 y.,Lower Saxony,At least once per month,0.31947,90,254,0.26201,0.37693
1990,17-29 y.,Lower Saxony,Seldom,0.27395,82,254,0.21899,0.32891
1990,17-29 y.,North Rhine-Westphalia,At least once per week,0.41326,271,713,0.37709,0.44943
1990,17-29 y.,North Rhine-Westphalia,At least once per month,0.31014,220,713,0.27616,0.34412
1990,17-29 y.,North Rhine-Westphalia,Seldom,0.21417,170,713,0.18404,0.24431
1990,17-29 y.,North Rhine-Westphalia,Never,0.03668,52,713,0.02287,0.05049
1990,17-29 y.,Hesse,At least once per week,0.39917,100,231,0.33588,0.46246
1990,17-29 y.,Hesse,At least once per month,0.27668,74,231,0.21886,0.33449
1990,17-29 y.,Hesse,Seldom,0.20647,57,231,0.15416,0.25878
1990,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.42848,74,174,0.35474,0.50222
1990,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.26617,58,174,0.20031,0.33203
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23989,42,174,0.17626,0.30352
1990,17-29 y.,Baden-Wuerttemberg,At least once per week,0.43160,217,519,0.38894,0.47425
1990,17-29 y.,Baden-Wuerttemberg,At least once per month,0.25338,131,519,0.21592,0.29084
1990,17-29 y.,Baden-Wuerttemberg,Seldom,0.24770,139,519,0.21052,0.28487
1990,17-29 y.,Baden-Wuerttemberg,Never,0.02621,32,519,0.01245,0.03997
1990,17-29 y.,Bavaria,At least once per week,0.54429,239,446,0.49802,0.59057
1990,17-29 y.,Bavaria,At least once per month,0.24446,121,446,0.20453,0.28439
1990,17-29 y.,Bavaria,Seldom,0.16774,86,446,0.13302,0.20246
1990,30-45 y.,Schleswig-Holstein,Seldom,0.46598,37,37,0.30303,0.62893
1990,30-45 y.,Lower Saxony,At least once per week,0.21461,51,224,0.16072,0.26850
1990,30-45 y.,Lower Saxony,At least once per month,0.36740,79,224,0.30413,0.43068
1990,30-45 y.,Lower Saxony,Seldom,0.35438,94,224,0.29160,0.41716
1990,30-45 y.,North Rhine-Westphalia,At least once per week,0.24068,183,812,0.21126,0.27011
1990,30-45 y.,North Rhine-Westphalia,At least once per month,0.35273,285,812,0.31984,0.38561
1990,30-45 y.,North Rhine-Westphalia,Seldom,0.35909,300,812,0.32608,0.39211
1990,30-45 y.,North Rhine-Westphalia,Never,0.03386,44,812,0.02141,0.04631
1990,30-45 y.,Hesse,At least once per week,0.28422,69,289,0.23213,0.33632
1990,30-45 y.,Hesse,At least once per month,0.30858,82,289,0.25524,0.36193
1990,30-45 y.,Hesse,Seldom,0.32751,103,289,0.27330,0.38171
1990,30-45 y.,Hesse,Never,0.05877,35,289,0.03160,0.08593
1990,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.21307,35,151,0.14754,0.27860
1990,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.29636,46,151,0.22328,0.36944
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.41457,70,151,0.33573,0.49341
1990,30-45 y.,Baden-Wuerttemberg,At least once per week,0.22979,108,536,0.19414,0.26544
1990,30-45 y.,Baden-Wuerttemberg,At least once per month,0.30968,162,536,0.27050,0.34886
1990,30-45 y.,Baden-Wuerttemberg,Seldom,0.38523,203,536,0.34399,0.42646
1990,30-45 y.,Baden-Wuerttemberg,Never,0.05998,63,536,0.03986,0.08010
1990,30-45 y.,Bavaria,At least once per week,0.27129,105,422,0.22882,0.31376
1990,30-45 y.,Bavaria,At least once per month,0.34335,161,422,0.29799,0.38871
1990,30-45 y.,Bavaria,Seldom,0.30938,156,422,0.26523,0.35354
1990,30-45 y.,Berlin,At least once per week,0.27966,33,67,0.17138,0.38795
1990,30-45 y.,Berlin,At least once per month,0.17295,34,67,0.08171,0.26420
1990,46-65 y.,Schleswig-Holstein,Seldom,0.64884,63,63,0.53002,0.76766
1990,46-65 y.,Lower Saxony,At least once per week,0.12414,43,329,0.08845,0.15982
1990,46-65 y.,Lower Saxony,At least once per month,0.26353,89,329,0.21586,0.31121
1990,46-65 y.,Lower Saxony,Seldom,0.50895,165,329,0.45485,0.56305
1990,46-65 y.,Lower Saxony,Never,0.08525,32,329,0.05503,0.11548
1990,46-65 y.,North Rhine-Westphalia,At least once per week,0.17786,126,744,0.15037,0.20536
1990,46-65 y.,North Rhine-Westphalia,At least once per month,0.27390,186,744,0.24183,0.30597
1990,46-65 y.,North Rhine-Westphalia,Seldom,0.41682,296,744,0.38137,0.45227
1990,46-65 y.,North Rhine-Westphalia,Never,0.11867,136,744,0.09541,0.14192
1990,46-65 y.,Hesse,At least once per week,0.17980,37,308,0.13685,0.22276
1990,46-65 y.,Hesse,At least once per month,0.22881,60,308,0.18182,0.27580
1990,46-65 y.,Hesse,Seldom,0.44934,133,308,0.39370,0.50499
1990,46-65 y.,Hesse,Never,0.14064,78,308,0.10175,0.17953
1990,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.17318,37,196,0.12007,0.22629
1990,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.31175,67,196,0.24674,0.37677
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.39990,92,196,0.33114,0.46866
1990,46-65 y.,Baden-Wuerttemberg,At least once per week,0.15413,78,530,0.12336,0.18490
1990,46-65 y.,Baden-Wuerttemberg,At least once per month,0.25817,136,530,0.22088,0.29546
1990,46-65 y.,Baden-Wuerttemberg,Seldom,0.44419,218,530,0.40185,0.48653
1990,46-65 y.,Baden-Wuerttemberg,Never,0.12438,98,530,0.09626,0.15251
1990,46-65 y.,Bavaria,At least once per week,0.20973,90,453,0.17220,0.24726
1990,46-65 y.,Bavaria,At least once per month,0.27727,125,453,0.23600,0.31854
1990,46-65 y.,Bavaria,Seldom,0.40016,181,453,0.35499,0.44532
1990,46-65 y.,Bavaria,Never,0.09794,57,453,0.07054,0.12535
1990,46-65 y.,Berlin,Seldom,0.24161,34,34,0.09556,0.38766
1990,66 and older,Lower Saxony,Seldom,0.31861,37,85,0.21897,0.41825
1990,66 and older,Lower Saxony,Never,0.40835,48,85,0.30324,0.51347
1990,66 and older,North Rhine-Westphalia,At least once per week,0.15492,37,236,0.10866,0.20118
1990,66 and older,North Rhine-Westphalia,At least once per month,0.14822,33,236,0.10279,0.19365
1990,66 and older,North Rhine-Westphalia,Seldom,0.37982,95,236,0.31777,0.44188
1990,66 and older,North Rhine-Westphalia,Never,0.31704,71,236,0.25754,0.37653
1990,66 and older,Hesse,Seldom,0.47095,56,56,0.33903,0.60287
1990,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.37358,36,36,0.21331,0.53385
1990,66 and older,Baden-Wuerttemberg,At least once per month,0.22532,35,139,0.15561,0.29503
1990,66 and older,Baden-Wuerttemberg,Seldom,0.29883,48,139,0.22246,0.37521
1990,66 and older,Baden-Wuerttemberg,Never,0.34325,56,139,0.26404,0.42247
1990,66 and older,Bavaria,At least once per week,0.16405,33,196,0.11207,0.21602
1990,66 and older,Bavaria,At least once per month,0.24017,49,196,0.18021,0.30013
1990,66 and older,Bavaria,Seldom,0.36118,71,196,0.29376,0.42859
1990,66 and older,Bavaria,Never,0.22078,43,196,0.16257,0.27900
1995,17-29 y.,Lower Saxony,At least once per week,0.31188,83,251,0.25445,0.36930
1995,17-29 y.,Lower Saxony,At least once per month,0.32310,93,251,0.26513,0.38107
1995,17-29 y.,Lower Saxony,Seldom,0.30436,75,251,0.24732,0.36140
1995,17-29 y.,North Rhine-Westphalia,Daily,0.05324,32,671,0.03624,0.07025
1995,17-29 y.,North Rhine-Westphalia,At least once per week,0.40528,250,671,0.36811,0.44246
1995,17-29 y.,North Rhine-Westphalia,At least once per month,0.27674,197,671,0.24286,0.31061
1995,17-29 y.,North Rhine-Westphalia,Seldom,0.21253,146,671,0.18155,0.24351
1995,17-29 y.,North Rhine-Westphalia,Never,0.04825,46,671,0.03202,0.06448
1995,17-29 y.,Hesse,At least once per week,0.44961,95,214,0.38281,0.51642
1995,17-29 y.,Hesse,At least once per month,0.21630,63,214,0.16101,0.27160
1995,17-29 y.,Hesse,Seldom,0.23738,56,214,0.18024,0.29453
1995,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.38546,59,150,0.30731,0.46361
1995,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.28576,47,150,0.21322,0.35830
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.20162,44,150,0.13720,0.26605
1995,17-29 y.,Baden-Wuerttemberg,At least once per week,0.37596,188,482,0.33267,0.41925
1995,17-29 y.,Baden-Wuerttemberg,At least once per month,0.34530,168,482,0.30281,0.38779
1995,17-29 y.,Baden-Wuerttemberg,Seldom,0.20646,126,482,0.17028,0.24263
1995,17-29 y.,Bavaria,At least once per week,0.54605,224,414,0.49803,0.59407
1995,17-29 y.,Bavaria,At least once per month,0.25021,124,414,0.20843,0.29198
1995,17-29 y.,Bavaria,Seldom,0.12690,66,414,0.09480,0.15900
1995,17-29 y.,Berlin,At least once per week,0.33369,42,118,0.24825,0.41913
1995,17-29 y.,Berlin,At least once per month,0.28754,38,118,0.20553,0.36956
1995,17-29 y.,Berlin,Seldom,0.31781,38,118,0.23344,0.40218
1995,17-29 y.,Brandenburg,At least once per week,0.33151,36,127,0.24931,0.41371
1995,17-29 y.,Brandenburg,At least once per month,0.19366,34,127,0.12466,0.26266
1995,17-29 y.,Brandenburg,Seldom,0.41648,57,127,0.33040,0.50255
1995,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.31437,37,77,0.20999,0.41875
1995,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.40503,40,77,0.29466,0.51539
1995,17-29 y.,Saxony,At least once per week,0.25963,69,212,0.20047,0.31879
1995,17-29 y.,Saxony,At least once per month,0.29100,69,212,0.22971,0.35229
1995,17-29 y.,Saxony,Seldom,0.34477,74,212,0.28064,0.40890
1995,17-29 y.,Saxony-Anhalt,At least once per week,0.20685,43,145,0.14069,0.27301
1995,17-29 y.,Saxony-Anhalt,At least once per month,0.32199,49,145,0.24567,0.39830
1995,17-29 y.,Saxony-Anhalt,Seldom,0.36258,53,145,0.28405,0.44110
1995,17-29 y.,Thuringa,At least once per week,0.20395,33,137,0.13623,0.27167
1995,17-29 y.,Thuringa,At least once per month,0.35047,48,137,0.27028,0.43065
1995,17-29 y.,Thuringa,Seldom,0.33716,56,137,0.25770,0.41661
1995,30-45 y.,Schleswig-Holstein,Seldom,0.39852,36,36,0.23632,0.56073
1995,30-45 y.,Lower Saxony,At least once per week,0.13966,49,334,0.10243,0.17689
1995,30-45 y.,Lower Saxony,At least once per month,0.32819,107,334,0.27775,0.37862
1995,30-45 y.,Lower Saxony,Seldom,0.44144,136,334,0.38810,0.49477
1995,30-45 y.,Lower Saxony,Never,0.08264,42,334,0.05307,0.11221
1995,30-45 y.,North Rhine-Westphalia,At least once per week,0.22828,190,878,0.20050,0.25606
1995,30-45 y.,North Rhine-Westphalia,At least once per month,0.32783,286,878,0.29676,0.35890
1995,30-45 y.,North Rhine-Westphalia,Seldom,0.36239,326,878,0.33058,0.39421
