year,age_gr,bula_h,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,30-45 y.,North Rhine-Westphalia,Never,0.05777,76,878,0.04233,0.07322
1995,30-45 y.,Hesse,At least once per week,0.26425,63,271,0.21166,0.31685
1995,30-45 y.,Hesse,At least once per month,0.30231,93,271,0.24753,0.35709
1995,30-45 y.,Hesse,Seldom,0.35731,115,271,0.30015,0.41447
1995,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.22241,48,255,0.17126,0.27355
1995,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.24792,57,255,0.19482,0.30102
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.39600,111,255,0.33586,0.45615
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.11396,39,255,0.07488,0.15303
1995,30-45 y.,Baden-Wuerttemberg,At least once per week,0.23278,123,560,0.19775,0.26781
1995,30-45 y.,Baden-Wuerttemberg,At least once per month,0.30918,165,560,0.27087,0.34749
1995,30-45 y.,Baden-Wuerttemberg,Seldom,0.37311,216,560,0.33302,0.41320
1995,30-45 y.,Baden-Wuerttemberg,Never,0.06364,56,560,0.04341,0.08388
1995,30-45 y.,Bavaria,At least once per week,0.29098,155,532,0.25234,0.32961
1995,30-45 y.,Bavaria,At least once per month,0.33404,180,532,0.29392,0.37415
1995,30-45 y.,Bavaria,Seldom,0.27595,160,532,0.23793,0.31396
1995,30-45 y.,Bavaria,Never,0.06114,37,532,0.04076,0.08152
1995,30-45 y.,Berlin,At least once per week,0.23944,39,172,0.17548,0.30341
1995,30-45 y.,Berlin,At least once per month,0.40281,77,172,0.32930,0.47632
1995,30-45 y.,Berlin,Seldom,0.24219,56,172,0.17798,0.30640
1995,30-45 y.,Brandenburg,At least once per month,0.23823,51,165,0.17303,0.30343
1995,30-45 y.,Brandenburg,Seldom,0.53606,114,165,0.45974,0.61239
1995,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.39298,47,115,0.30332,0.48264
1995,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.48499,68,115,0.39325,0.57674
1995,30-45 y.,Saxony,At least once per month,0.28503,107,347,0.23747,0.33260
1995,30-45 y.,Saxony,Seldom,0.49174,194,347,0.43906,0.54441
1995,30-45 y.,Saxony,Never,0.13243,46,347,0.09671,0.16814
1995,30-45 y.,Saxony-Anhalt,At least once per month,0.27581,63,202,0.21402,0.33759
1995,30-45 y.,Saxony-Anhalt,Seldom,0.47342,104,202,0.40440,0.54245
1995,30-45 y.,Saxony-Anhalt,Never,0.15906,35,202,0.10850,0.20962
1995,30-45 y.,Thuringa,At least once per month,0.32533,69,193,0.25906,0.39160
1995,30-45 y.,Thuringa,Seldom,0.44544,124,193,0.37513,0.51574
1995,46-65 y.,Schleswig-Holstein,Seldom,0.47106,42,42,0.31827,0.62385
1995,46-65 y.,Lower Saxony,At least once per week,0.14168,42,312,0.10292,0.18044
1995,46-65 y.,Lower Saxony,At least once per month,0.35733,107,312,0.30407,0.41059
1995,46-65 y.,Lower Saxony,Seldom,0.35887,117,312,0.30556,0.41218
1995,46-65 y.,Lower Saxony,Never,0.12089,46,312,0.08466,0.15712
1995,46-65 y.,North Rhine-Westphalia,At least once per week,0.24242,151,725,0.21120,0.27363
1995,46-65 y.,North Rhine-Westphalia,At least once per month,0.27967,201,725,0.24697,0.31236
1995,46-65 y.,North Rhine-Westphalia,Seldom,0.35279,259,725,0.31798,0.38759
1995,46-65 y.,North Rhine-Westphalia,Never,0.09784,114,725,0.07619,0.11948
1995,46-65 y.,Hesse,At least once per week,0.14200,34,283,0.10126,0.18274
1995,46-65 y.,Hesse,At least once per month,0.18443,54,283,0.13916,0.22970
1995,46-65 y.,Hesse,Seldom,0.46247,121,283,0.40428,0.52067
1995,46-65 y.,Hesse,Never,0.19336,74,283,0.14727,0.23946
1995,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.23896,44,155,0.17160,0.30631
1995,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.41198,77,155,0.33424,0.48972
1995,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.16102,34,155,0.10297,0.21907
1995,46-65 y.,Baden-Wuerttemberg,At least once per week,0.21531,82,501,0.17928,0.25134
1995,46-65 y.,Baden-Wuerttemberg,At least once per month,0.26420,129,501,0.22555,0.30284
1995,46-65 y.,Baden-Wuerttemberg,Seldom,0.41142,209,501,0.36828,0.45455
1995,46-65 y.,Baden-Wuerttemberg,Never,0.09376,81,501,0.06821,0.11931
1995,46-65 y.,Bavaria,At least once per week,0.23579,103,479,0.19774,0.27385
1995,46-65 y.,Bavaria,At least once per month,0.30698,144,479,0.26563,0.34833
1995,46-65 y.,Bavaria,Seldom,0.34217,183,479,0.29964,0.38470
1995,46-65 y.,Bavaria,Never,0.08918,49,479,0.06363,0.11473
1995,46-65 y.,Berlin,At least once per month,0.34369,58,158,0.26940,0.41798
1995,46-65 y.,Berlin,Seldom,0.33748,68,158,0.26352,0.41145
1995,46-65 y.,Berlin,Never,0.15123,32,158,0.09518,0.20727
1995,46-65 y.,Brandenburg,At least once per month,0.18994,36,167,0.13027,0.24961
1995,46-65 y.,Brandenburg,Seldom,0.48439,92,167,0.40837,0.56042
1995,46-65 y.,Brandenburg,Never,0.26492,39,167,0.19779,0.33205
1995,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.24583,33,139,0.17399,0.31767
1995,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.46411,72,139,0.38090,0.54731
1995,46-65 y.,Mecklenburg-Western Pomerania,Never,0.21789,34,139,0.14902,0.28677
1995,46-65 y.,Saxony,At least once per month,0.19728,71,328,0.15415,0.24042
1995,46-65 y.,Saxony,Seldom,0.49831,177,328,0.44412,0.55251
1995,46-65 y.,Saxony,Never,0.23856,80,328,0.19236,0.28475
1995,46-65 y.,Saxony-Anhalt,At least once per month,0.16272,41,208,0.11243,0.21300
1995,46-65 y.,Saxony-Anhalt,Seldom,0.43470,104,208,0.36717,0.50224
1995,46-65 y.,Saxony-Anhalt,Never,0.31669,63,208,0.25332,0.38007
1995,46-65 y.,Thuringa,Seldom,0.43503,95,151,0.35569,0.51437
1995,46-65 y.,Thuringa,Never,0.34947,56,151,0.27317,0.42577
1995,66 and older,Lower Saxony,Seldom,0.32314,43,79,0.21935,0.42693
1995,66 and older,Lower Saxony,Never,0.35333,36,79,0.24725,0.45941
1995,66 and older,North Rhine-Westphalia,At least once per week,0.15789,38,258,0.11331,0.20248
1995,66 and older,North Rhine-Westphalia,At least once per month,0.21454,54,258,0.16435,0.26473
1995,66 and older,North Rhine-Westphalia,Seldom,0.29919,88,258,0.24321,0.35517
1995,66 and older,North Rhine-Westphalia,Never,0.27786,78,258,0.22310,0.33263
1995,66 and older,Hesse,Seldom,0.33205,43,76,0.22546,0.43863
1995,66 and older,Hesse,Never,0.29631,33,76,0.19296,0.39965
1995,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.33031,38,70,0.21933,0.44128
1995,66 and older,"Rhineland-Palatinate, Saarland",Never,0.29099,32,70,0.18381,0.39816
1995,66 and older,Baden-Wuerttemberg,At least once per month,0.24077,39,166,0.17553,0.30600
1995,66 and older,Baden-Wuerttemberg,Seldom,0.40644,82,166,0.33150,0.48139
1995,66 and older,Baden-Wuerttemberg,Never,0.23570,45,166,0.17094,0.30046
1995,66 and older,Bavaria,At least once per week,0.22971,40,190,0.16973,0.28968
1995,66 and older,Bavaria,At least once per month,0.17336,38,190,0.11939,0.22733
1995,66 and older,Bavaria,Seldom,0.30981,63,190,0.24388,0.37573
1995,66 and older,Bavaria,Never,0.26466,49,190,0.20176,0.32755
1995,66 and older,Brandenburg,Never,0.52458,34,34,0.35419,0.69497
1995,66 and older,Saxony,Seldom,0.29427,40,99,0.20405,0.38450
1995,66 and older,Saxony,Never,0.46177,59,99,0.36306,0.56047
1995,66 and older,Saxony-Anhalt,Never,0.41587,31,31,0.23950,0.59224
1998,17-29 y.,Lower Saxony,At least once per week,0.36381,87,255,0.30464,0.42297
1998,17-29 y.,Lower Saxony,At least once per month,0.31902,97,255,0.26169,0.37634
1998,17-29 y.,Lower Saxony,Seldom,0.23965,71,255,0.18715,0.29215
1998,17-29 y.,North Rhine-Westphalia,At least once per week,0.42559,255,582,0.38539,0.46580
1998,17-29 y.,North Rhine-Westphalia,At least once per month,0.30415,187,582,0.26674,0.34155
1998,17-29 y.,North Rhine-Westphalia,Seldom,0.20619,140,582,0.17329,0.23908
1998,17-29 y.,Hesse,At least once per week,0.41842,81,182,0.34655,0.49028
1998,17-29 y.,Hesse,At least once per month,0.29362,59,182,0.22727,0.35996
1998,17-29 y.,Hesse,Seldom,0.21395,42,182,0.15421,0.27370
1998,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.40564,63,141,0.32430,0.48698
1998,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.28539,38,141,0.21058,0.36020
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.20593,40,141,0.13894,0.27292
1998,17-29 y.,Baden-Wuerttemberg,At least once per week,0.43854,187,395,0.38954,0.48754
1998,17-29 y.,Baden-Wuerttemberg,At least once per month,0.23635,98,395,0.19440,0.27830
1998,17-29 y.,Baden-Wuerttemberg,Seldom,0.24310,110,395,0.20074,0.28546
1998,17-29 y.,Bavaria,At least once per week,0.56907,222,384,0.51947,0.61866
1998,17-29 y.,Bavaria,At least once per month,0.22035,101,384,0.17884,0.26186
1998,17-29 y.,Bavaria,Seldom,0.11406,61,384,0.08222,0.14589
1998,17-29 y.,Berlin,At least once per week,0.36621,37,73,0.25493,0.47749
1998,17-29 y.,Berlin,At least once per month,0.36385,36,73,0.25272,0.47498
1998,17-29 y.,Brandenburg,At least once per week,0.22244,34,143,0.15404,0.29085
1998,17-29 y.,Brandenburg,At least once per month,0.30253,46,143,0.22697,0.37808
1998,17-29 y.,Brandenburg,Seldom,0.45416,63,143,0.37227,0.53606
1998,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.38776,33,70,0.27280,0.50273
1998,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.37744,37,70,0.26306,0.49182
1998,17-29 y.,Saxony,At least once per week,0.29342,72,247,0.23652,0.35033
1998,17-29 y.,Saxony,At least once per month,0.33439,82,247,0.27543,0.39334
1998,17-29 y.,Saxony,Seldom,0.32788,93,247,0.26921,0.38654
1998,17-29 y.,Saxony-Anhalt,At least once per week,0.27185,40,137,0.19707,0.34662
1998,17-29 y.,Saxony-Anhalt,At least once per month,0.26469,44,137,0.19054,0.33883
1998,17-29 y.,Saxony-Anhalt,Seldom,0.38311,53,137,0.30141,0.46482
1998,17-29 y.,Thuringa,At least once per week,0.34306,58,159,0.26904,0.41709
1998,17-29 y.,Thuringa,At least once per month,0.29821,54,159,0.22688,0.36955
1998,17-29 y.,Thuringa,Seldom,0.28507,47,159,0.21468,0.35546
1998,30-45 y.,Schleswig-Holstein,At least once per month,0.44131,55,100,0.34350,0.53913
1998,30-45 y.,Schleswig-Holstein,Seldom,0.35514,45,100,0.26087,0.44941
1998,30-45 y.,Lower Saxony,At least once per week,0.17914,68,392,0.14113,0.21715
1998,30-45 y.,Lower Saxony,At least once per month,0.33512,150,392,0.28834,0.38191
1998,30-45 y.,Lower Saxony,Seldom,0.42147,174,392,0.37252,0.47041
1998,30-45 y.,North Rhine-Westphalia,At least once per week,0.22383,213,961,0.19747,0.25020
1998,30-45 y.,North Rhine-Westphalia,At least once per month,0.37737,352,961,0.34671,0.40803
1998,30-45 y.,North Rhine-Westphalia,Seldom,0.33221,341,961,0.30241,0.36200
1998,30-45 y.,North Rhine-Westphalia,Never,0.04864,55,961,0.03503,0.06225
1998,30-45 y.,Hesse,At least once per week,0.30244,79,277,0.24825,0.35663
1998,30-45 y.,Hesse,At least once per month,0.30686,98,277,0.25245,0.36128
1998,30-45 y.,Hesse,Seldom,0.29517,100,277,0.24136,0.34898
1998,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.19780,57,289,0.15179,0.24380
1998,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.31368,96,289,0.26009,0.36727
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.34882,100,289,0.29378,0.40386
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.11543,36,289,0.07853,0.15234
1998,30-45 y.,Baden-Wuerttemberg,At least once per week,0.27790,157,633,0.24297,0.31282
1998,30-45 y.,Baden-Wuerttemberg,At least once per month,0.31066,201,633,0.27458,0.34674
1998,30-45 y.,Baden-Wuerttemberg,Seldom,0.33828,230,633,0.30139,0.37516
1998,30-45 y.,Baden-Wuerttemberg,Never,0.05292,45,633,0.03547,0.07038
1998,30-45 y.,Bavaria,At least once per week,0.23761,159,624,0.20419,0.27103
1998,30-45 y.,Bavaria,At least once per month,0.38707,234,624,0.34882,0.42532
1998,30-45 y.,Bavaria,Seldom,0.30122,194,624,0.26519,0.33724
1998,30-45 y.,Bavaria,Never,0.05762,37,624,0.03932,0.07592
1998,30-45 y.,Berlin,At least once per week,0.30492,48,172,0.23591,0.37392
1998,30-45 y.,Berlin,At least once per month,0.33490,63,172,0.26416,0.40564
1998,30-45 y.,Berlin,Seldom,0.29348,61,172,0.22523,0.36173
1998,30-45 y.,Brandenburg,At least once per month,0.22933,45,161,0.16419,0.29447
1998,30-45 y.,Brandenburg,Seldom,0.60038,116,161,0.52448,0.67627
1998,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.25903,36,107,0.17563,0.34244
1998,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.52711,71,107,0.43206,0.62215
1998,30-45 y.,Saxony,At least once per month,0.29160,113,357,0.24438,0.33881
1998,30-45 y.,Saxony,Seldom,0.55334,213,357,0.50169,0.60498
1998,30-45 y.,Saxony,Never,0.07897,31,357,0.05095,0.10698
1998,30-45 y.,Saxony-Anhalt,At least once per month,0.31027,57,174,0.24133,0.37920
1998,30-45 y.,Saxony-Anhalt,Seldom,0.54966,117,174,0.47553,0.62380
1998,30-45 y.,Thuringa,At least once per month,0.24463,62,201,0.18505,0.30420
1998,30-45 y.,Thuringa,Seldom,0.58066,139,201,0.51227,0.64905
1998,46-65 y.,Schleswig-Holstein,At least once per month,0.33280,32,84,0.23142,0.43417
1998,46-65 y.,Schleswig-Holstein,Seldom,0.51504,52,84,0.40752,0.62256
1998,46-65 y.,Lower Saxony,At least once per week,0.18028,55,317,0.13790,0.22267
1998,46-65 y.,Lower Saxony,At least once per month,0.30561,117,317,0.25482,0.35640
1998,46-65 y.,Lower Saxony,Seldom,0.43605,145,317,0.38137,0.49073
1998,46-65 y.,North Rhine-Westphalia,At least once per week,0.19992,154,862,0.17321,0.22663
1998,46-65 y.,North Rhine-Westphalia,At least once per month,0.34161,282,862,0.30993,0.37329
1998,46-65 y.,North Rhine-Westphalia,Seldom,0.34541,317,862,0.31365,0.37717
1998,46-65 y.,North Rhine-Westphalia,Never,0.08902,109,862,0.07000,0.10804
1998,46-65 y.,Hesse,At least once per week,0.18977,54,305,0.14569,0.23385
1998,46-65 y.,Hesse,At least once per month,0.25621,78,305,0.20714,0.30529
1998,46-65 y.,Hesse,Seldom,0.38371,120,305,0.32905,0.43838
1998,46-65 y.,Hesse,Never,0.12783,53,305,0.09029,0.16536
1998,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.18084,36,212,0.12890,0.23277
1998,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.23122,50,212,0.17433,0.28811
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.38230,86,212,0.31673,0.44787
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.17384,40,212,0.12271,0.22498
1998,46-65 y.,Baden-Wuerttemberg,At least once per week,0.19307,102,509,0.15875,0.22740
1998,46-65 y.,Baden-Wuerttemberg,At least once per month,0.33782,148,509,0.29669,0.37895
1998,46-65 y.,Baden-Wuerttemberg,Seldom,0.36996,195,509,0.32798,0.41195
1998,46-65 y.,Baden-Wuerttemberg,Never,0.07288,64,509,0.05027,0.09548
1998,46-65 y.,Bavaria,At least once per week,0.21696,107,537,0.18206,0.25185
1998,46-65 y.,Bavaria,At least once per month,0.31779,170,537,0.27837,0.35721
