year,bula_h,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,No,0.80701,489,489,0.77200,0.84203
2009,Hamburg,No,0.87627,252,252,0.83554,0.91701
2009,Lower Saxony,Yes,0.03529,70,1633,0.02634,0.04425
2009,Lower Saxony,No,0.81273,1563,1633,0.79380,0.83166
2009,Bremen,No,0.85303,114,114,0.78775,0.91832
2009,North Rhine-Westphalia,Yes,0.03196,131,3628,0.02624,0.03769
2009,North Rhine-Westphalia,No,0.80501,3497,3628,0.79212,0.81791
2009,Hesse,Yes,0.02424,42,1217,0.01560,0.03289
2009,Hesse,No,0.79420,1175,1217,0.77147,0.81692
2009,"Rhineland-Palatinate, Saarland",Yes,0.02746,36,1024,0.01745,0.03747
2009,"Rhineland-Palatinate, Saarland",No,0.79636,988,1024,0.77168,0.82104
2009,Baden-Wuerttemberg,Yes,0.02891,75,2107,0.02176,0.03607
2009,Baden-Wuerttemberg,No,0.80037,2032,2107,0.78330,0.81744
2009,Bavaria,Yes,0.03096,97,2609,0.02431,0.03760
2009,Bavaria,No,0.80845,2512,2609,0.79335,0.82356
2009,Berlin,Yes,0.04244,35,683,0.02731,0.05757
2009,Berlin,No,0.82461,648,683,0.79607,0.85315
2009,Brandenburg,No,0.82523,765,765,0.79830,0.85216
2009,Mecklenburg-Western Pomerania,No,0.84529,451,451,0.81188,0.87870
2009,Saxony,Yes,0.03139,49,1369,0.02215,0.04063
2009,Saxony,No,0.83435,1320,1369,0.81465,0.85405
2009,Saxony-Anhalt,No,0.84745,740,740,0.82153,0.87338
2009,Thuringa,No,0.82423,794,794,0.79773,0.85072
2011,Schleswig-Holstein,Yes,0.04396,34,651,0.02820,0.05972
2011,Schleswig-Holstein,No,0.71258,617,651,0.67779,0.74737
2011,Hamburg,No,0.75000,288,288,0.69990,0.80010
2011,Lower Saxony,Yes,0.03654,93,1908,0.02812,0.04497
2011,Lower Saxony,No,0.72290,1815,1908,0.70281,0.74299
2011,Bremen,No,0.73639,121,121,0.65756,0.81522
2011,North Rhine-Westphalia,Yes,0.03787,192,4131,0.03205,0.04369
2011,North Rhine-Westphalia,No,0.72618,3939,4131,0.71258,0.73978
2011,Hesse,Yes,0.02797,58,1409,0.01936,0.03659
2011,Hesse,No,0.70581,1351,1409,0.68200,0.72961
2011,"Rhineland-Palatinate, Saarland",Yes,0.03232,51,1206,0.02233,0.04230
