year,migback,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,Yes,0.03620,630,15653,0.03327,0.03912
2009,No migration background,No,0.82077,15023,15653,0.81476,0.82678
2009,Direct migration background,Yes,0.02111,43,1659,0.01419,0.02803
2009,Direct migration background,No,0.95487,1616,1659,0.94487,0.96486
2009,Indirect migration background,No,0.52747,701,701,0.49049,0.56446
2011,No migration background,Yes,0.03919,855,17940,0.03635,0.04203
2011,No migration background,No,0.75262,17085,17940,0.74631,0.75893
2011,Direct migration background,Yes,0.02966,74,2015,0.02225,0.03707
2011,Direct migration background,No,0.79966,1941,2015,0.78218,0.81714
2011,Indirect migration background,No,0.39427,778,778,0.35990,0.42863
2013,No migration background,Yes,0.04934,961,16436,0.04603,0.05266
2013,No migration background,No,0.74217,15475,16436,0.73548,0.74885
2013,Direct migration background,Yes,0.02644,73,1730,0.01887,0.03400
2013,Direct migration background,No,0.47690,1657,1730,0.45336,0.50044
2013,Indirect migration background,No,0.23885,692,692,0.20706,0.27064
2015,No migration background,Yes,0.05420,1026,19063,0.05099,0.05741
2015,No migration background,No,0.80606,18037,19063,0.80045,0.81167
2015,Direct migration background,Yes,0.02734,114,4415,0.02253,0.03215
2015,Direct migration background,No,0.80889,4301,4415,0.79729,0.82049
2015,Indirect migration background,No,0.47566,1541,1541,0.45072,0.50060
2017,No migration background,Yes,0.05414,1139,20158,0.05102,0.05726
2017,No migration background,No,0.80598,19019,20158,0.80052,0.81144
2017,Direct migration background,Yes,0.03099,122,4754,0.02606,0.03592
2017,Direct migration background,No,0.87325,4632,4754,0.86379,0.88271
2017,Indirect migration background,No,0.50166,1615,1615,0.47727,0.52605
2019,No migration background,Yes,0.05694,1224,20183,0.05374,0.06014
2019,No migration background,No,0.80178,18959,20183,0.79628,0.80728
2019,Direct migration background,Yes,0.03476,133,3963,0.02906,0.04047
2019,Direct migration background,No,0.86515,3830,3963,0.85452,0.87579
2019,Indirect migration background,No,0.50594,1554,1554,0.48107,0.53081
2021,No migration background,Yes,0.06348,903,13109,0.05930,0.06765
2021,No migration background,No,0.78443,12206,13109,0.77739,0.79147
2021,Direct migration background,Yes,0.04471,125,5120,0.03905,0.05038
2021,Direct migration background,No,0.87736,4995,5120,0.86837,0.88635
2021,Indirect migration background,No,0.46299,915,915,0.43067,0.49532
