year,age_gr,migback,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,17-29 y.,Indirect migration background,No,0.91912,802,802,0.90023,0.93800
2017,30-45 y.,No migration background,Yes,0.01666,85,4563,0.01295,0.02038
2017,30-45 y.,No migration background,No,0.98334,4478,4563,0.97962,0.98705
2017,30-45 y.,Direct migration background,No,0.94928,2084,2084,0.93985,0.95870
2017,30-45 y.,Indirect migration background,No,0.99109,587,587,0.98349,0.99870
2017,46-65 y.,No migration background,Yes,0.05829,442,8152,0.05320,0.06337
2017,46-65 y.,No migration background,No,0.94171,7710,8152,0.93663,0.94680
2017,46-65 y.,Direct migration background,Yes,0.03973,57,1596,0.03014,0.04931
2017,46-65 y.,Direct migration background,No,0.94599,1539,1596,0.93489,0.95708
2017,46-65 y.,Indirect migration background,No,0.94416,211,211,0.91310,0.97522
2017,66 and older,No migration background,Yes,0.13350,597,4503,0.12357,0.14344
2017,66 and older,No migration background,No,0.86650,3906,4503,0.85656,0.87643
2017,66 and older,Direct migration background,Yes,0.10558,45,440,0.07683,0.13432
2017,66 and older,Direct migration background,No,0.89116,395,440,0.86203,0.92030
2019,17-29 y.,No migration background,No,0.91706,2703,2703,0.90666,0.92746
2019,17-29 y.,Direct migration background,No,0.76820,417,417,0.72765,0.80875
2019,17-29 y.,Indirect migration background,No,0.91917,708,708,0.89908,0.93926
2019,30-45 y.,No migration background,Yes,0.02022,91,4139,0.01593,0.02450
2019,30-45 y.,No migration background,No,0.97978,4048,4139,0.97550,0.98407
2019,30-45 y.,Direct migration background,No,0.92942,1578,1578,0.91678,0.94206
2019,30-45 y.,Indirect migration background,No,0.99274,545,545,0.98561,0.99987
2019,46-65 y.,No migration background,Yes,0.06390,499,8624,0.05874,0.06907
2019,46-65 y.,No migration background,No,0.93610,8125,8624,0.93093,0.94126
2019,46-65 y.,Direct migration background,Yes,0.03992,65,1507,0.03003,0.04981
2019,46-65 y.,Direct migration background,No,0.94311,1442,1507,0.93141,0.95481
2019,46-65 y.,Indirect migration background,No,0.93256,273,273,0.90275,0.96236
2019,66 and older,No migration background,Yes,0.13383,623,4706,0.12410,0.14356
2019,66 and older,No migration background,No,0.86617,4083,4706,0.85644,0.87590
2019,66 and older,Direct migration background,Yes,0.11719,47,440,0.08710,0.14728
2019,66 and older,Direct migration background,No,0.87989,393,440,0.84948,0.91030
2021,17-29 y.,No migration background,No,0.91525,1746,1746,0.90218,0.92832
2021,17-29 y.,Direct migration background,No,0.91655,1017,1017,0.89955,0.93356
2021,17-29 y.,Indirect migration background,No,0.90800,397,397,0.87953,0.93646
2021,30-45 y.,No migration background,Yes,0.02151,54,2590,0.01593,0.02710
2021,30-45 y.,No migration background,No,0.96371,2536,2590,0.95651,0.97092
2021,30-45 y.,Direct migration background,No,0.96050,2276,2276,0.95250,0.96851
2021,30-45 y.,Indirect migration background,No,0.98983,307,307,0.97859,1.00107
2021,46-65 y.,No migration background,Yes,0.06316,352,5551,0.05676,0.06956
2021,46-65 y.,No migration background,No,0.92749,5199,5551,0.92066,0.93431
2021,46-65 y.,Direct migration background,Yes,0.05781,58,1466,0.04586,0.06976
2021,46-65 y.,Direct migration background,No,0.93240,1408,1466,0.91955,0.94526
2021,46-65 y.,Indirect migration background,No,0.94355,188,188,0.91047,0.97663
2021,66 and older,No migration background,Yes,0.16349,483,3208,0.15069,0.17629
2021,66 and older,No migration background,No,0.82734,2725,3208,0.81426,0.84042
2021,66 and older,Direct migration background,Yes,0.14066,37,331,0.10315,0.17817
2021,66 and older,Direct migration background,No,0.85733,294,331,0.81959,0.89506
