year,age_gr,bula_h,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Schleswig-Holstein,No,0.93000,84,84,0.87510,0.98489
2009,17-29 y.,Hamburg,No,0.97791,58,58,0.93975,1.01607
2009,17-29 y.,Lower Saxony,No,0.96403,226,226,0.93969,0.98836
2009,17-29 y.,North Rhine-Westphalia,No,0.92118,535,535,0.89833,0.94404
2009,17-29 y.,Hesse,No,0.94141,187,187,0.90766,0.97516
2009,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.86179,156,156,0.80746,0.91612
2009,17-29 y.,Baden-Wuerttemberg,No,0.92608,399,399,0.90038,0.95179
2009,17-29 y.,Bavaria,No,0.92154,410,410,0.89549,0.94760
2009,17-29 y.,Berlin,No,0.90791,117,117,0.85529,0.96053
2009,17-29 y.,Brandenburg,No,0.95978,106,106,0.92220,0.99736
2009,17-29 y.,Mecklenburg-Western Pomerania,No,0.96754,61,61,0.92270,1.01238
2009,17-29 y.,Saxony,No,0.97459,227,227,0.95408,0.99511
2009,17-29 y.,Saxony-Anhalt,No,0.98068,135,135,0.95738,1.00399
2009,17-29 y.,Thuringa,No,0.95919,132,132,0.92530,0.99307
2009,30-45 y.,Schleswig-Holstein,No,0.97857,108,108,0.95113,1.00601
2009,30-45 y.,Hamburg,No,0.99534,62,62,0.97826,1.01243
2009,30-45 y.,Lower Saxony,No,0.98503,444,444,0.97372,0.99634
2009,30-45 y.,North Rhine-Westphalia,No,0.97738,985,985,0.96809,0.98667
2009,30-45 y.,Hesse,No,0.98850,312,312,0.97664,1.00035
2009,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.99600,244,244,0.98806,1.00394
2009,30-45 y.,Baden-Wuerttemberg,No,0.98536,574,574,0.97553,0.99520
2009,30-45 y.,Bavaria,No,0.99557,719,719,0.99071,1.00043
2009,30-45 y.,Berlin,No,0.96727,148,148,0.93851,0.99604
2009,30-45 y.,Brandenburg,No,0.99522,182,182,0.98517,1.00527
2009,30-45 y.,Mecklenburg-Western Pomerania,No,0.98351,108,108,0.95939,1.00764
2009,30-45 y.,Saxony,No,0.99582,334,334,0.98889,1.00275
2009,30-45 y.,Saxony-Anhalt,No,0.95414,168,168,0.92242,0.98587
2009,30-45 y.,Thuringa,No,0.99677,192,192,0.98871,1.00482
2009,46-65 y.,Schleswig-Holstein,No,0.95601,172,172,0.92527,0.98675
2009,46-65 y.,Hamburg,No,0.97177,77,77,0.93452,1.00901
2009,46-65 y.,Lower Saxony,No,0.97024,514,514,0.95553,0.98494
2009,46-65 y.,Bremen,No,0.87410,36,36,0.76419,0.98400
2009,46-65 y.,North Rhine-Westphalia,Yes,0.03734,48,1238,0.02677,0.04790
2009,46-65 y.,North Rhine-Westphalia,No,0.96266,1190,1238,0.95210,0.97323
2009,46-65 y.,Hesse,No,0.96875,449,449,0.95264,0.98486
2009,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.95512,385,385,0.93442,0.97583
2009,46-65 y.,Baden-Wuerttemberg,No,0.97223,652,652,0.95961,0.98485
2009,46-65 y.,Bavaria,Yes,0.04626,46,919,0.03267,0.05984
2009,46-65 y.,Bavaria,No,0.95374,873,919,0.94016,0.96733
2009,46-65 y.,Berlin,No,0.95209,252,252,0.92566,0.97851
2009,46-65 y.,Brandenburg,No,0.98491,277,277,0.97053,0.99929
