"year","hhtyp","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2004","Paar mit Kind(ern)","Staedtischer Raum","91.25","82.46","9240","41.67","58.33","110","150","250","90.21","92.29","0","475","83.3333358764648","83.3333358764648"
"2004","Sonstige","Laendlicher Raum","95.69","95.83","271","40","66.67","125","150","208.33","90.69","100.69","0","216.67","100","108.333335876465"
"2004","Sonstige","Staedtischer Raum","104.38","97.67","499","49","66.67","120","158.33","333.33","98.37","110.39","16.67","400","90","100"
"2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","92.61","83.29","2256","42.83","60","116.67","155","250","90.46","94.76","0","700","83.3333358764648","84"
"2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","91.08","79.88","4736","41.67","56","111","150","252","89.53","92.63","0","666.67","80","83.3333358764648"
"2005","1-Pers.- Haushalt","Laendlicher Raum","71.63","59.62","791","30","44","87","120","240","68.73","74.53","0","250","58.3333320617676","63"
"2005","1-Pers.- Haushalt","Staedtischer Raum","65.79","55.5","1905","26","40","80","110","216.67","63.91","67.67","0","493","51","58.3333320617676"
"2005","Alleinerziehende","Laendlicher Raum","79.87","76","573","43","50","100","125","200","76.29","83.45","2","333.33","73","80"
"2005","Alleinerziehende","Staedtischer Raum","77.69","69","1083","40","50","100","125","200","75.08","80.3","10","383.33","71","80"
"2005","Paar mit Kind(ern)","Laendlicher Raum","100.92","91.83","4496","45","66.67","125","166.67","266.67","99.15","102.69","0","750","91.6666641235352","100"
"2005","Paar mit Kind(ern)","Staedtischer Raum","97.25","86.08","8703","45.83","60.75","120","163","270","96.16","98.34","0","416.67","90","92"
"2005","Sonstige","Laendlicher Raum","102.64","95.83","253","43.33","75","133.33","166.67","250","96.58","108.7","6.67","250","100","116.666664123535"
"2005","Sonstige","Staedtischer Raum","100.27","97.5","449","37.5","50","130","166.67","250","92.66","107.88","15","500","100","100"
"2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","103.95","91.25","2564","50","65","130","166.67","291.67","101.62","106.28","0","833.25","91.6666641235352","100"
"2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","99.71","87.75","5280","45","60","125","166.67","291.67","98.08","101.34","0","900","90","91.6666641235352"
"2006","1-Pers.- Haushalt","Laendlicher Raum","78","67.5","935","30","48","100","133.33","240","74.98","81.02","1","416.67","60","70"
"2006","1-Pers.- Haushalt","Staedtischer Raum","74.03","59.96","2082","30","45","95","125","250","71.93","76.13","0","666.67","60","65"
"2006","Alleinerziehende","Laendlicher Raum","89.94","79","671","40","55.25","110","166.67","250","86.15","93.73","8.33","291.67","75","82"
"2006","Alleinerziehende","Staedtischer Raum","84.58","74.5","1193","44","55","100","144","221","81.9","87.26","0","291.67","75","80"
"2006","Paar mit Kind(ern)","Laendlicher Raum","114.37","99.58","4756","50","71.08","144","183.33","333.33","112.51","116.23","0","625","100","108.333335876465"
"2006","Paar mit Kind(ern)","Staedtischer Raum","107.32","99.67","8832","50","70","130","180","291.67","106.08","108.56","0","583.33","100","100"
"2006","Sonstige","Laendlicher Raum","125.76","105.83","288","75","83.33","163.5","191.67","291.67","118.06","133.46","8.33","433.33","108.333335876465","125"
"2006","Sonstige","Staedtischer Raum","130.19","118.33","406","49","83.33","150","276","583.33","122.65","137.73","18","583.33","106.5","125"
"2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","108.52","99.96","2418","50","70","133.33","170","291.67","106.29","110.75","10.83","500","100","100"
"2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","106.98","99.75","4876","50","65","133.33","183.33","300","105.17","108.79","0","900","100","100"
"2007","1-Pers.- Haushalt","Laendlicher Raum","80.78","65.83","891","31","50","100","141.67","250","77.41","84.15","0.08","625","63","71"
"2007","1-Pers.- Haushalt","Staedtischer Raum","76.92","69.5","1973","30","47","100","130","225","74.83","79.01","0","500","65","70"
"2007","Alleinerziehende","Laendlicher Raum","98.99","84.17","621","50","63","125","161","250","94.87","103.11","10","333.33","83.3333358764648","95"
"2007","Alleinerziehende","Staedtischer Raum","95.42","79.58","1096","45","60","115","150","300","91.73","99.11","0","530","80","90"
"2007","Paar mit Kind(ern)","Laendlicher Raum","117.68","99","4316","50","80","150","200","338","115.63","119.73","0","750","100","108.333335876465"
"2007","Paar mit Kind(ern)","Staedtischer Raum","114.99","99.58","8211","50","72","150","200","312","113.62","116.36","5.83","819.33","100","100"
"2007","Sonstige","Laendlicher Raum","131.94","97.92","236","60","83.33","166.67","200","416.67","123.49","140.39","30","416.67","120","125"
"2007","Sonstige","Staedtischer Raum","118.99","104.17","360","50","80","135","191.67","666.67","107.13","130.85","19","666.67","108.333335876465","120"
"2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","107.82","99.5","2344","50","70","130","179.17","300","105.36","110.28","0","833.25","100","100"
"2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","110.18","99.75","4656","50","66.67","138","183.33","333.33","108.2","112.16","10.42","930","100","100"
"2008","1-Pers.- Haushalt","Laendlicher Raum","84.91","69.58","849","33","50","100","158.33","254","81.05","88.77","0.08","583.33","66.6666641235352","72"
"2008","1-Pers.- Haushalt","Staedtischer Raum","79.46","69.5","1901","33","50","100","138","243","77.26","81.66","0","480","66.6666641235352","70"
"2008","Alleinerziehende","Laendlicher Raum","105.16","89.5","620","50","70","130","172","250","100.6","109.72","11","416.67","90","100"
"2008","Alleinerziehende","Staedtischer Raum","103.26","89.5","1041","45","60","128","180","300","98.81","107.71","0","583.33","89","100"
"2008","Paar mit Kind(ern)","Laendlicher Raum","114.27","99.71","3959","52.33","75","141.67","183.33","333.33","112.23","116.31","0","750","100","100"
"2008","Paar mit Kind(ern)","Staedtischer Raum","114.96","99.67","7501","55","75","150","200","300","113.54","116.38","0","691.5","100","100"
"2008","Sonstige","Laendlicher Raum","131.87","96.25","216","50","83.33","166.67","208.33","700","120.72","143.02","23.33","700","102.916664123535","125"
"2008","Sonstige","Staedtischer Raum","113.54","110.75","282","50","80","146","166.67","208.33","107.85","119.23","16.67","250","111","125"
"2009","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","119.93","104.58","2324","50","78","150","200","310","117.22","122.64","14.75","666.67","101.666664123535","112.5"
"2009","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","113.81","99","4362","50","69","150","200","340","111.76","115.86","0","666.67","100","100"
"2009","1-Pers.- Haushalt","Laendlicher Raum","87.01","74.5","799","35","50","110","166.67","250","83.25","90.77","0","383.33","70","80"
"2009","1-Pers.- Haushalt","Staedtischer Raum","82.54","72.75","1847","32","50","100","150","250","80.2","84.88","0","500","70","75"
"2009","Alleinerziehende","Laendlicher Raum","109.05","99.5","589","54.17","70","137.5","175","291.67","104.18","113.92","22","433.33","96","100"
"2009","Alleinerziehende","Staedtischer Raum","108.6","97.5","922","50","66","139","200","333.33","104.84","112.36","10","380","95","100"
"2009","Paar mit Kind(ern)","Laendlicher Raum","118.34","99.71","3748","50","75","150","200","300","116.16","120.52","8.33","516.67","108.333335876465","116.666664123535"
"2009","Paar mit Kind(ern)","Staedtischer Raum","124.86","104.08","6844","55","80","160","208.33","333.33","123.23","126.49","6","716.67","108.333335876465","111"
"2009","Sonstige","Laendlicher Raum","154.82","136.67","183","60","100","200","300","300","145.36","164.28","41.67","300","116.666664123535","148.33332824707"
"2009","Sonstige","Staedtischer Raum","131.37","118.33","229","45.83","80","183.33","208.33","333.33","122.57","140.17","16","333.33","110","125"
"2010","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","115.07","99.92","2126","50","75","150","183.33","291.67","112.42","117.72","0","583.33","100","108.333335876465"
"2010","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","115.03","99.92","4170","50","66.67","150","200","416.67","112.93","117.13","0","833.25","100","100"
"2010","1-Pers.- Haushalt","Laendlicher Raum","87.59","74.5","762","35","50","116","166.67","250","83.55","91.63","0","750","70","80"
"2010","1-Pers.- Haushalt","Staedtischer Raum","83.28","69.5","1725","33.33","50","100","150","254.17","80.82","85.74","0","469","70","75"
"2010","Alleinerziehende","Laendlicher Raum","104.6","99.5","1599","50","70","125","166.67","315","101.94","107.26","4","416.67","95","100"
"2010","Alleinerziehende","Staedtischer Raum","104.94","99.5","2977","50","70","130","170","275","103.11","106.77","15","320","90","95"
"2010","Paar mit Kind(ern)","Laendlicher Raum","118.26","103.5","7433","54.17","80","150","200","308.33","116.88","119.64","0.83","666.67","100","100"
"2010","Paar mit Kind(ern)","Staedtischer Raum","120.45","99.5","13644","55","80","150","200","333.33","119.34","121.56","0","608.33","100","100"
"2010","Sonstige","Laendlicher Raum","136.51","123.33","255","58.33","100","166.67","208.33","286","128.96","144.06","34","333.33","116.666664123535","131.66667175293"
"2010","Sonstige","Staedtischer Raum","112.41","98.96","310","23.33","66.67","166.67","166.67","350","102.85","121.97","16","500","100","116.666664123535"
"2011","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","117.97","104.08","3044","50","75","150","200","308.33","115.76","120.18","0","600","100","108.333335876465"
"2011","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","113.18","99.75","5316","50","70","142.92","200","333.33","111.4","114.96","0","750","100","100"
"2011","1-Pers.- Haushalt","Laendlicher Raum","91.21","79.58","1040","40","50","120","166.67","291.67","87.98","94.44","0","375","73","80"
"2011","1-Pers.- Haushalt","Staedtischer Raum","84.93","74.79","2264","35","50","100","150","278","82.81","87.05","0","500","70","76"
"2011","Alleinerziehende","Laendlicher Raum","107.18","99","1996","50","70","132","170","291.67","104.6","109.76","0","756","87","91.6666641235352"
"2011","Alleinerziehende","Staedtischer Raum","101.08","93.5","3713","50","70","120","166.67","250","99.41","102.75","15","416.67","91.6666641235352","100"
"2011","Paar mit Kind(ern)","Laendlicher Raum","122.71","109.5","8597","56","83","154.17","200","333.33","121.35","124.07","0","450","108.333335876465","116.666664123535"
"2011","Paar mit Kind(ern)","Staedtischer Raum","119.69","99.58","15237","56.83","78","150","200","333.33","118.66","120.72","0","558.33","100","102"
"2011","Sonstige","Laendlicher Raum","132.49","122.5","316","60","85","166.67","233.33","333.33","125.2","139.78","20","333.33","103","125"
"2011","Sonstige","Staedtischer Raum","131.93","127.5","430","65","100","150","200","300","124.93","138.93","16.67","458.33","120","125"
"2012","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","123.32","107.71","3162","54","80","160","208.33","316.67","121.04","125.6","0","666.67","108.333335876465","116.666664123535"
"2012","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","116.66","99.67","5264","50","70","150","208.33","333.33","114.76","118.56","0","666.67","100","100"
"2012","1-Pers.- Haushalt","Laendlicher Raum","88.93","74.5","1130","40","50","110","160","291","85.6","92.26","0","600","70","80"
"2012","1-Pers.- Haushalt","Staedtischer Raum","85.21","74.5","2326","36","50","100","150","258.33","83.1","87.32","0","500","70","77"
"2012","Alleinerziehende","Laendlicher Raum","109.06","95.5","1964","50","70","144","200","291.67","106.36","111.76","0","800","90","100"
"2012","Alleinerziehende","Staedtischer Raum","103.31","94.5","3492","50","70","124","169","278.33","101.58","105.04","0","400","90","100"
"2012","Paar mit Kind(ern)","Laendlicher Raum","128.3","116.33","8051","58","80","160","208.33","333.33","126.83","129.77","0","666.67","115.333335876465","116.666664123535"
"2012","Paar mit Kind(ern)","Staedtischer Raum","121.92","99.5","14347","56","80","150","200","333.33","120.81","123.03","0","708.33","100","106"
"2012","Sonstige","Laendlicher Raum","136.12","122.5","334","58.33","80","183.33","208.33","316.67","128.94","143.3","40","316.67","100","125"
"2012","Sonstige","Staedtischer Raum","134.63","118.33","379","50","100","158","208.33","375","126.69","142.57","30","375","120","133.33332824707"
"2013","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","124.11","112.25","3182","56","80","160","208.33","301.67","121.92","126.3","0","416.67","107.833335876465","116.666664123535"
"2013","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","117.92","99.96","5660","50","70","150","208.33","341.67","116.15","119.69","0","583.33","100","100"
"2013","1-Pers.- Haushalt","Laendlicher Raum","90.9","79.5","1129","40","50","110","165","284.17","87.68","94.12","0","416.67","75","80"
"2013","1-Pers.- Haushalt","Staedtischer Raum","86.35","73.5","2488","35","50","102","150","291.67","84.18","88.52","0","816.67","70","75"
"2013","Alleinerziehende","Laendlicher Raum","114.5","98.5","1908","54.17","72.75","150","200","500","111.9","117.1","10","500","100","100"
"2013","Alleinerziehende","Staedtischer Raum","105.25","97.5","3776","50","70","125","180","300","103.48","107.02","0","416.67","90","99"
"2013","Paar mit Kind(ern)","Laendlicher Raum","132.26","119.5","8542","60","83.33","166.67","233.33","400","130.79","133.73","0","666.67","116.666664123535","120"
"2013","Paar mit Kind(ern)","Staedtischer Raum","121.95","103.75","17301","58.33","80","150","200","333.33","120.98","122.92","0","666.67","100","104"
"2013","Sonstige","Laendlicher Raum","136.83","122.92","585","70","100","150","241.67","319","131.38","142.28","25","495","100","120"
"2013","Sonstige","Staedtischer Raum","122.3","99.5","1149","48","75","159.83","201.17","350","118.38","126.22","20","416.67","100","110"
"2014","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","122.97","110.75","3162","50","79.17","166.67","208.33","327.33","120.68","125.26","0","458.33","103","112"
"2014","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","114.37","99.42","5352","50","69.17","150","208.33","333.33","112.51","116.23","0","750","100","100"
"2014","1-Pers.- Haushalt","Laendlicher Raum","86.25","72.5","1128","30","50","116.67","160","250","82.84","89.66","0","416.67","70","77"
"2014","1-Pers.- Haushalt","Staedtischer Raum","81.63","70.46","2381","30","50","100","150","250","79.39","83.87","0","776.67","70","74"
"2014","Alleinerziehende","Laendlicher Raum","105.1","96.5","1643","41.67","66.67","150","171","300","102.37","107.83","0","370","90","100"
"2014","Alleinerziehende","Staedtischer Raum","104.88","99","3001","50","70","130","170","300","102.7","107.06","0","583.33","91.6666641235352","100"
"2014","Paar mit Kind(ern)","Laendlicher Raum","128.05","116.33","7607","59.17","83.33","166.67","208.33","341.67","126.56","129.54","0","696.67","116.666664123535","116.666664123535"
"2014","Paar mit Kind(ern)","Staedtischer Raum","119.82","105.5","14813","53.33","80","150","200","320","118.72","120.92","0","600","100","106"
"2014","Sonstige","Laendlicher Raum","118.66","95","466","60","83.33","150","191.67","274","111.86","125.46","0","600","100","120"
"2014","Sonstige","Staedtischer Raum","119.18","97.5","912","41.67","80","160","208.33","458.33","113.55","124.81","0","600","100","100"
"2015","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","87.93","79.5","1310","32","56","110","147","280","85.24","90.62","0","488","79","80"
"2015","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","82.45","74.5","2840","30","50","101","140","250","80.68","84.22","0","500","75","80"
"2015","1-Pers.- Haushalt","Laendlicher Raum","68.19","59.5","776","25","40","87","106","216","65.15","71.23","0","484","60","63"
"2015","1-Pers.- Haushalt","Staedtischer Raum","66.14","59.5","1798","20","42","85","111","200","64.38","67.9","0","450","60","61"
"2015","Alleinerziehende","Laendlicher Raum","88.26","83.5","1072","30","60","109","150","250","85.14","91.38","0","430","85","90"
"2015","Alleinerziehende","Staedtischer Raum","88.66","79.5","2324","40","57","110","150","234","86.54","90.78","0","500","80","87"
"2015","Paar mit Kind(ern)","Laendlicher Raum","96.98","87.5","3254","21","60","121","170","349","94.73","99.23","0","526","91","100"
"2015","Paar mit Kind(ern)","Staedtischer Raum","100.82","97.5","8112","33","68","121","170","291","99.42","102.22","0","800","96","100"
"2015","Sonstige","Laendlicher Raum","96.06","81","229","8","42","120","250","267","86.8","105.32","0","300","80","92"
"2015","Sonstige","Staedtischer Raum","102.11","96.5","710","40","64","120","180","283","97.65","106.57","5","300","90","98"
"2016","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","105.03","99.17","2998","50","67","130","166.67","266.67","103.02","107.04","0","500","100","100"
"2016","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","105.26","91.58","5002","45","63.42","125","188.58","350","103.48","107.04","0","600","91.6666641235352","100"
"2016","1-Pers.- Haushalt","Laendlicher Raum","85.26","70.42","1055","32","50","100","166.67","271","82.14","88.38","0","400","65","71"
"2016","1-Pers.- Haushalt","Staedtischer Raum","77.28","64.79","2271","30","45.83","100","141.67","250","75.06","79.5","0","770.83","60","68"
"2016","Alleinerziehende","Laendlicher Raum","96.97","86.5","1366","44","66.67","125","160","250","94.31","99.63","0","358.33","90","98"
"2016","Alleinerziehende","Staedtischer Raum","95.75","84.5","2525","40","65","120","160","250","93.67","97.83","0","358.33","83.3333358764648","90"
"2016","Paar mit Kind(ern)","Laendlicher Raum","113.43","99.71","6693","50","75","150","198","300","111.98","114.88","0","416.67","100","100"
"2016","Paar mit Kind(ern)","Staedtischer Raum","111.41","99.5","12877","50","75","141.67","200","300","110.31","112.51","0","666.67","100","100"
"2016","Sonstige","Laendlicher Raum","94.37","97.5","357","30","59.5","125","150","250","88.3","100.44","0","250","95","100"
"2016","Sonstige","Staedtischer Raum","117.54","99.5","732","40","80","150","212.5","316.67","111.84","123.24","0","450","99","100"
"2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","106.81","99.58","3368","50","73.5","131.42","166.67","291.67","104.82","108.8","0","700","100","100"
"2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","104.91","92.42","5614","45","65","130","180","333.33","103.28","106.54","0","833.25","91.5","100"
"2017","1-Pers.- Haushalt","Laendlicher Raum","81.41","69.5","1228","30","50","101","150","250","78.44","84.38","0","500","65","70.8333358764648"
"2017","1-Pers.- Haushalt","Staedtischer Raum","76.11","69.67","2543","28","49","100","140","226","74.22","78","0","583.33","64","70"
"2017","Alleinerziehende","Laendlicher Raum","95.77","82.67","1415","50","65","116.67","160","250","93.01","98.53","0","400","86","94.8333358764648"
"2017","Alleinerziehende","Staedtischer Raum","94.87","88.67","2532","40","60","120","150","300","92.62","97.12","0","540","87.5","90"
"2017","Paar mit Kind(ern)","Laendlicher Raum","111.93","99.92","7062","50","79.17","150","183.33","291.67","110.53","113.33","0","666.67","100","100"
"2017","Paar mit Kind(ern)","Staedtischer Raum","112.36","99.5","13454","50","75","150","200","300","111.3","113.42","0","725","100","100"
"2017","Sonstige","Laendlicher Raum","104.72","95","381","30","61.25","140","166.67","333.33","97.65","111.79","0","416.67","100","100"
"2017","Sonstige","Staedtischer Raum","114.12","97","870","50","75","150","200","350","109.14","119.1","0","416.67","100","100"
"2018","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","105.69","99.5","3262","50","68.33","133","175","300","103.67","107.71","0","500","100","100"
"2018","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","101.97","89.83","5556","45.83","66.67","125","174","291.67","100.42","103.52","0","666.67","90","93.75"
"2018","1-Pers.- Haushalt","Laendlicher Raum","78.79","69.5","1257","30","50","100","150","225","76.11","81.47","0","500","62.5","70"
"2018","1-Pers.- Haushalt","Staedtischer Raum","77.97","69.96","2704","25","46.17","100","143","250","76.09","79.85","0","625","62","70"
"2018","Alleinerziehende","Laendlicher Raum","95.56","83.17","1300","49","66.67","120","160","250","92.85","98.27","0","300","83.3333358764648","90"
"2018","Alleinerziehende","Staedtischer Raum","94.11","85.92","2565","41.67","60","108.33","166.67","275","91.86","96.36","0","500","86","90"
"2018","Paar mit Kind(ern)","Laendlicher Raum","111.07","99.96","6678","50","79.17","140","183.33","291.67","109.66","112.48","0","500","100","100"
"2018","Paar mit Kind(ern)","Staedtischer Raum","111.6","99.5","12726","50","77.5","140","200","300","110.57","112.63","0","533.33","100","100"
"2018","Sonstige","Laendlicher Raum","127.52","105.17","339","60","80","166.67","225","333.33","121.19","133.85","0","333.33","100","116.666664123535"
"2018","Sonstige","Staedtischer Raum","101.89","99.5","871","50","75","120","160","309","97.77","106.01","0","395","100","100"
"2019","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","108.8","99.58","3491","45","70","141.67","174","291.67","106.53","111.07","0","833.33","100","100"
"2019","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","103.56","91.33","6082","48.33","66.67","125","175","300","101.74","105.38","0","1000","100","100"
"2019","1-Pers.- Haushalt","Laendlicher Raum","82.01","69.5","1240","29.17","50","100","150","250","78.95","85.07","0","560","66","71.6666641235352"
"2019","1-Pers.- Haushalt","Staedtischer Raum","77.88","69.5","2634","28","50","100","141.67","250","75.95","79.81","0","625","65","70"
"2019","Alleinerziehende","Laendlicher Raum","93.68","85.5","1225","45","65","120","158.33","208.33","90.63","96.73","0","500","83.3333358764648","90"
"2019","Alleinerziehende","Staedtischer Raum","90.3","79","2380","40","60","100","150","300","87.97","92.63","0","500","85","90"
"2019","Paar mit Kind(ern)","Laendlicher Raum","108.95","99","6611","41.67","70.83","141.67","183.33","291.67","107.36","110.54","0","700","100","108"
"2019","Paar mit Kind(ern)","Staedtischer Raum","108.99","99.67","12673","50","70.83","135","183.33","330","107.76","110.22","0","750","100","100"
"2019","Sonstige","Laendlicher Raum","117.35","104.17","303","41","79","166.67","208.33","300","109.61","125.09","0","375","100","125"
"2019","Sonstige","Staedtischer Raum","110.16","98.5","635","50","71","150","200","300","104.79","115.53","0","416.67","100","100"
"2020","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","107.58","99.33","3469","46.67","70","133.33","166.67","300","105.34","109.82","0","900","100","100"
"2020","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","104.44","95.42","6640","50","65.42","130","182.5","300","102.85","106.03","0","999","90","91.6666641235352"
"2020","1-Pers.- Haushalt","Laendlicher Raum","82.2","69.58","1498","30","50","100","150","291.67","79.47","84.93","0","500","60","68"
"2020","1-Pers.- Haushalt","Staedtischer Raum","76.77","69.88","3845","25","46","100","141.67","250","75.17","78.37","0","625","60","60"
"2020","Alleinerziehende","Laendlicher Raum","98.72","89","1289","49","68","120","170","250","95.49","101.95","0","375","83.3333358764648","90"
"2020","Alleinerziehende","Staedtischer Raum","94.7","88.46","2931","47","66","110","150","250","92.57","96.83","0","416.67","86","90"
"2020","Paar mit Kind(ern)","Laendlicher Raum","110.42","99.5","8295","50","75","146","183.33","300","108.94","111.9","0","666.67","100","100"
"2020","Paar mit Kind(ern)","Staedtischer Raum","109.16","99.5","18339","50","70","141","180","300","108.09","110.23","0","1125","100","100"
"2020","Sonstige","Laendlicher Raum","119.25","115.83","665","30","66.67","160","187","333.33","113.31","125.19","0","400","100","108.333335876465"
"2020","Sonstige","Staedtischer Raum","111.03","99","1609","45","78","145.83","200","250","107.54","114.52","0","416.67","100","100"
