"ple0021","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2011","17-29","(noch) kein Abschluss","4","","",""
"Ja","2011","17-29","Hauptschule","17","","",""
"Ja","2011","17-29","Realschule","20","","",""
"Ja","2011","17-29","(Fach-)Abitur","22","","",""
"Ja","2011","17-29","AkademikerIn","6","","",""
"Ja","2011","30-45","(noch) kein Abschluss","6","","",""
"Ja","2011","30-45","Hauptschule","89","0.0722276898936702","0.0569716051227076","0.0874837746646328"
"Ja","2011","30-45","Realschule","144","0.0967852894556418","0.0826722848379006","0.110898294073383"
"Ja","2011","30-45","(Fach-)Abitur","45","0.0698026022411531","0.0513180034860495","0.0882872009962568"
"Ja","2011","30-45","AkademikerIn","52","0.0465483610945594","0.0347559017390389","0.0583408204500798"
"Ja","2011","46-65","(noch) kein Abschluss","24","","",""
"Ja","2011","46-65","Hauptschule","727","0.276071362340444","0.259164864841604","0.292977859839285"
"Ja","2011","46-65","Realschule","485","0.211463325904511","0.194882788291653","0.228043863517369"
"Ja","2011","46-65","(Fach-)Abitur","127","0.203882121451333","0.172595646398824","0.235168596503841"
"Ja","2011","46-65","AkademikerIn","339","0.16780923630857","0.151382197727748","0.184236274889392"
"Ja","2011","66","(noch) kein Abschluss","","","",""
"Ja","2011","66","Hauptschule","","","",""
"Ja","2011","66","Realschule","","","",""
"Ja","2011","66","(Fach-)Abitur","","","",""
"Ja","2011","66","AkademikerIn","","","",""
"Nein","2011","17-29","(noch) kein Abschluss","333","0.989774819923017","0.979034015128489","1.00051562471755"
"Nein","2011","17-29","Hauptschule","403","0.954613021710107","0.934706161908192","0.974519881512022"
"Nein","2011","17-29","Realschule","720","0.969997743089994","0.957706535438166","0.982288950741823"
"Nein","2011","17-29","(Fach-)Abitur","817","0.976126635569659","0.965797190126051","0.986456081013266"
"Nein","2011","17-29","AkademikerIn","281","0.989371618286343","0.977507910576412","1.00123532599627"
"Nein","2011","30-45","(noch) kein Abschluss","54","0.963892758606012","0.91668819583785","1.01109732137417"
"Nein","2011","30-45","Hauptschule","1017","0.92777231010633","0.912516225335367","0.943028394877293"
"Nein","2011","30-45","Realschule","1542","0.903214710544358","0.889101705926617","0.9173277151621"
"Nein","2011","30-45","(Fach-)Abitur","685","0.930197397758847","0.911712799003743","0.94868199651395"
"Nein","2011","30-45","AkademikerIn","1174","0.953451638905441","0.94165917954992","0.965244098260961"
