year,bula_h,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,Owner,,,,,,,,,,,,
1984,Schleswig-Holstein,Tenant,,,,,,,,,,,,
1984,Hamburg,Owner,,,,,,,,,,,,
1984,Hamburg,Tenant,,,,,,,,,,,,
1984,Lower Saxony,Owner,,,,,,,,,,,,
1984,Lower Saxony,Tenant,,,,,,,,,,,,
1984,Bremen,Owner,,,,,,,,,,,,
1984,Bremen,Tenant,,,,,,,,,,,,
1984,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1984,North Rhine-Westphalia,Tenant,,,,,,,,,,,,
1984,Hesse,Owner,,,,,,,,,,,,
1984,Hesse,Tenant,,,,,,,,,,,,
1984,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1984,"Rhineland-Palatinate, Saarland",Tenant,,,,,,,,,,,,
1984,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1984,Baden-Wuerttemberg,Tenant,,,,,,,,,,,,
1984,Bavaria,Owner,,,,,,,,,,,,
1984,Bavaria,Tenant,,,,,,,,,,,,
1984,Berlin,Owner,,,,,,,,,,,,
1984,Berlin,Tenant,,,,,,,,,,,,
1985,Schleswig-Holstein,Owner,,,,,,,,,,,,
1985,Schleswig-Holstein,Tenant,,,,,,,,,,,,
1985,Hamburg,Owner,,,,,,,,,,,,
1985,Hamburg,Tenant,,,,,,,,,,,,
1985,Lower Saxony,Owner,,,,,,,,,,,,
1985,Lower Saxony,Tenant,,,,,,,,,,,,
1985,Bremen,Owner,,,,,,,,,,,,
1985,Bremen,Tenant,,,,,,,,,,,,
1985,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1985,North Rhine-Westphalia,Tenant,,,,,,,,,,,,
1985,Hesse,Owner,,,,,,,,,,,,
1985,Hesse,Tenant,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",Tenant,,,,,,,,,,,,
1985,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1985,Baden-Wuerttemberg,Tenant,,,,,,,,,,,,
1985,Bavaria,Owner,,,,,,,,,,,,
1985,Bavaria,Tenant,,,,,,,,,,,,
1985,Berlin,Owner,,,,,,,,,,,,
1985,Berlin,Tenant,,,,,,,,,,,,
1986,Schleswig-Holstein,Owner,,,,,,,,,,,,
1986,Schleswig-Holstein,Tenant,,,,,,,,,,,,
1986,Hamburg,Owner,,,,,,,,,,,,
1986,Hamburg,Tenant,,,,,,,,,,,,
1986,Lower Saxony,Owner,,,,,,,,,,,,
1986,Lower Saxony,Tenant,,,,,,,,,,,,
1986,Bremen,Owner,,,,,,,,,,,,
1986,Bremen,Tenant,,,,,,,,,,,,
1986,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1986,North Rhine-Westphalia,Tenant,,,,,,,,,,,,
1986,Hesse,Owner,,,,,,,,,,,,
1986,Hesse,Tenant,,,,,,,,,,,,
1986,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1986,"Rhineland-Palatinate, Saarland",Tenant,,,,,,,,,,,,
1986,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1986,Baden-Wuerttemberg,Tenant,,,,,,,,,,,,
1986,Bavaria,Owner,,,,,,,,,,,,
1986,Bavaria,Tenant,,,,,,,,,,,,
1986,Berlin,Owner,,,,,,,,,,,,
1986,Berlin,Tenant,,,,,,,,,,,,
1987,Schleswig-Holstein,Owner,,,,,,,,,,,,
1987,Schleswig-Holstein,Tenant,,,,,,,,,,,,
1987,Hamburg,Owner,,,,,,,,,,,,
1987,Hamburg,Tenant,,,,,,,,,,,,
1987,Lower Saxony,Owner,,,,,,,,,,,,
1987,Lower Saxony,Tenant,,,,,,,,,,,,
1987,Bremen,Owner,,,,,,,,,,,,
1987,Bremen,Tenant,,,,,,,,,,,,
1987,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1987,North Rhine-Westphalia,Tenant,,,,,,,,,,,,
1987,Hesse,Owner,,,,,,,,,,,,
1987,Hesse,Tenant,,,,,,,,,,,,
1987,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1987,"Rhineland-Palatinate, Saarland",Tenant,,,,,,,,,,,,
1987,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1987,Baden-Wuerttemberg,Tenant,,,,,,,,,,,,
1987,Bavaria,Owner,,,,,,,,,,,,
1987,Bavaria,Tenant,,,,,,,,,,,,
1987,Berlin,Owner,,,,,,,,,,,,
1987,Berlin,Tenant,,,,,,,,,,,,
1988,Schleswig-Holstein,Owner,,,,,,,,,,,,
1988,Schleswig-Holstein,Tenant,,,,,,,,,,,,
1988,Hamburg,Owner,,,,,,,,,,,,
1988,Hamburg,Tenant,,,,,,,,,,,,
1988,Lower Saxony,Owner,,,,,,,,,,,,
1988,Lower Saxony,Tenant,,,,,,,,,,,,
1988,Bremen,Owner,,,,,,,,,,,,
1988,Bremen,Tenant,,,,,,,,,,,,
1988,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1988,North Rhine-Westphalia,Tenant,,,,,,,,,,,,
1988,Hesse,Owner,,,,,,,,,,,,
1988,Hesse,Tenant,,,,,,,,,,,,
1988,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1988,"Rhineland-Palatinate, Saarland",Tenant,,,,,,,,,,,,
1988,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1988,Baden-Wuerttemberg,Tenant,,,,,,,,,,,,
1988,Bavaria,Owner,,,,,,,,,,,,
1988,Bavaria,Tenant,,,,,,,,,,,,
1988,Berlin,Owner,,,,,,,,,,,,
1988,Berlin,Tenant,,,,,,,,,,,,
1989,Schleswig-Holstein,Owner,,,,,,,,,,,,
1989,Schleswig-Holstein,Tenant,,,,,,,,,,,,
1989,Hamburg,Owner,,,,,,,,,,,,
1989,Hamburg,Tenant,,,,,,,,,,,,
1989,Lower Saxony,Owner,,,,,,,,,,,,
1989,Lower Saxony,Tenant,,,,,,,,,,,,
1989,Bremen,Owner,,,,,,,,,,,,
1989,Bremen,Tenant,,,,,,,,,,,,
1989,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1989,North Rhine-Westphalia,Tenant,,,,,,,,,,,,
1989,Hesse,Owner,,,,,,,,,,,,
1989,Hesse,Tenant,,,,,,,,,,,,
1989,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1989,"Rhineland-Palatinate, Saarland",Tenant,,,,,,,,,,,,
1989,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1989,Baden-Wuerttemberg,Tenant,,,,,,,,,,,,
1989,Bavaria,Owner,,,,,,,,,,,,
1989,Bavaria,Tenant,,,,,,,,,,,,
1989,Berlin,Owner,,,,,,,,,,,,
1989,Berlin,Tenant,,,,,,,,,,,,
1990,Schleswig-Holstein,Owner,,,,,,,,,,,,
1990,Schleswig-Holstein,Tenant,,,,,,,,,,,,
1990,Hamburg,Owner,,,,,,,,,,,,
1990,Hamburg,Tenant,,,,,,,,,,,,
1990,Lower Saxony,Owner,,,,,,,,,,,,
1990,Lower Saxony,Tenant,,,,,,,,,,,,
1990,Bremen,Owner,,,,,,,,,,,,
1990,Bremen,Tenant,,,,,,,,,,,,
1990,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1990,North Rhine-Westphalia,Tenant,,,,,,,,,,,,
1990,Hesse,Owner,,,,,,,,,,,,
1990,Hesse,Tenant,,,,,,,,,,,,
1990,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1990,"Rhineland-Palatinate, Saarland",Tenant,,,,,,,,,,,,
1990,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1990,Baden-Wuerttemberg,Tenant,,,,,,,,,,,,
1990,Bavaria,Owner,,,,,,,,,,,,
1990,Bavaria,Tenant,,,,,,,,,,,,
