year,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Very important,0.13301,1568,7104,0.12511,0.14091
1990,Important,0.41524,4781,7104,0.40378,0.42670
1990,Less important,0.06423,696,7104,0.05853,0.06993
1990,Unimportant,0.00579,59,7104,0.00402,0.00755
1992,Very important,0.17875,2641,10953,0.17157,0.18592
1992,Important,0.49892,7112,10953,0.48956,0.50829
1992,Less important,0.08235,1105,10953,0.07720,0.08749
1992,Unimportant,0.00848,95,10953,0.00676,0.01019
1995,Very important,0.19556,3009,11183,0.18821,0.20292
1995,Important,0.50295,7214,11183,0.49369,0.51222
1995,Less important,0.06587,875,11183,0.06127,0.07046
1995,Unimportant,0.00712,85,11183,0.00556,0.00868
2004,Very important,0.21343,5649,21521,0.20796,0.21891
2004,Important,0.54239,14044,21521,0.53573,0.54905
2004,Less important,0.07186,1720,21521,0.06841,0.07531
2004,Unimportant,0.00491,108,21521,0.00398,0.00584
2008,Very important,0.20997,4946,19258,0.20422,0.21572
2008,Important,0.55292,12778,19258,0.54589,0.55994
2008,Less important,0.06847,1448,19258,0.06490,0.07203
2008,Unimportant,0.00499,86,19258,0.00400,0.00599
2012,Very important,0.26600,9584,27564,0.26079,0.27122
2012,Important,0.51717,16601,27564,0.51128,0.52307
2012,Less important,0.04908,1271,27564,0.04653,0.05163
2012,Unimportant,0.00461,108,27564,0.00381,0.00541
2016,Very important,0.28434,8848,24243,0.27866,0.29002
2016,Important,0.50290,14203,24243,0.49660,0.50919
2016,Less important,0.04510,1096,24243,0.04249,0.04772
2016,Unimportant,0.00332,96,24243,0.00259,0.00404
2021,Very important,0.30204,6684,17178,0.29517,0.30891
2021,Important,0.47339,9634,17178,0.46592,0.48086
2021,Less important,0.04243,797,17178,0.03941,0.04544
2021,Unimportant,0.00344,63,17178,0.00256,0.00431
