year,age_gr,migback,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,66 and older,No migration background,Important,0.69298,2712,3892,0.67848,0.70747
2008,66 and older,No migration background,Less important,0.10090,376,3892,0.09144,0.11036
2008,66 and older,No migration background,Unimportant,0.01174,36,3892,0.00835,0.01512
2008,66 and older,Direct migration background,Very important,0.28807,106,358,0.24109,0.33504
2008,66 and older,Direct migration background,Important,0.57372,213,358,0.52242,0.62502
2008,66 and older,Direct migration background,Less important,0.10806,39,358,0.07586,0.14027
2012,17-29 y.,No migration background,Very important,0.45510,1535,3081,0.43751,0.47268
2012,17-29 y.,No migration background,Important,0.42842,1432,3081,0.41094,0.44590
2012,17-29 y.,No migration background,Less important,0.04520,114,3081,0.03786,0.05254
2012,17-29 y.,Direct migration background,Very important,0.43075,187,375,0.38057,0.48094
2012,17-29 y.,Direct migration background,Important,0.50907,188,375,0.45841,0.55974
2012,17-29 y.,Indirect migration background,Very important,0.43957,253,473,0.39479,0.48434
2012,17-29 y.,Indirect migration background,Important,0.39203,220,473,0.34799,0.43608
2012,30-45 y.,No migration background,Very important,0.35856,2793,7080,0.34739,0.36973
2012,30-45 y.,No migration background,Important,0.59866,4056,7080,0.58724,0.61007
2012,30-45 y.,No migration background,Less important,0.03970,231,7080,0.03515,0.04425
2012,30-45 y.,Direct migration background,Very important,0.35894,588,1397,0.33378,0.38410
2012,30-45 y.,Direct migration background,Important,0.60397,764,1397,0.57831,0.62962
2012,30-45 y.,Direct migration background,Less important,0.03691,45,1397,0.02702,0.04680
2012,30-45 y.,Indirect migration background,Very important,0.40582,248,560,0.36511,0.44653
2012,30-45 y.,Indirect migration background,Important,0.53132,312,560,0.48996,0.57269
2012,46-65 y.,No migration background,Very important,0.25728,2383,8264,0.24785,0.26670
2012,46-65 y.,No migration background,Important,0.67127,5460,8264,0.66115,0.68140
2012,46-65 y.,No migration background,Less important,0.06426,421,8264,0.05898,0.06955
2012,46-65 y.,Direct migration background,Very important,0.31032,323,925,0.28049,0.34015
2012,46-65 y.,Direct migration background,Important,0.60964,555,925,0.57818,0.64109
2012,46-65 y.,Direct migration background,Less important,0.06857,47,925,0.05228,0.08487
2012,46-65 y.,Indirect migration background,Very important,0.22423,49,131,0.15253,0.29593
2012,46-65 y.,Indirect migration background,Important,0.70389,82,131,0.62541,0.78237
2012,66 and older,No migration background,Very important,0.22915,1105,4753,0.21720,0.24110
2012,66 and older,No migration background,Important,0.67855,3288,4753,0.66527,0.69183
2012,66 and older,No migration background,Less important,0.07065,311,4753,0.06336,0.07793
2012,66 and older,No migration background,Unimportant,0.01206,49,4753,0.00896,0.01517
2012,66 and older,Direct migration background,Very important,0.27821,120,407,0.23462,0.32180
2012,66 and older,Direct migration background,Important,0.58283,240,407,0.53486,0.63079
2012,66 and older,Direct migration background,Less important,0.11296,47,407,0.08217,0.14375
2016,17-29 y.,No migration background,Very important,0.47478,1212,2360,0.45463,0.49493
2016,17-29 y.,No migration background,Important,0.40443,1062,2360,0.38462,0.42423
2016,17-29 y.,No migration background,Less important,0.03917,86,2360,0.03134,0.04700
2016,17-29 y.,Direct migration background,Very important,0.39015,336,733,0.35481,0.42548
2016,17-29 y.,Direct migration background,Important,0.45927,397,733,0.42317,0.49537
2016,17-29 y.,Indirect migration background,Very important,0.38414,361,726,0.34873,0.41955
2016,17-29 y.,Indirect migration background,Important,0.47331,325,726,0.43696,0.50965
2016,17-29 y.,Indirect migration background,Less important,0.05320,40,726,0.03686,0.06953
2016,30-45 y.,No migration background,Very important,0.38862,1729,4237,0.37394,0.40330
2016,30-45 y.,No migration background,Important,0.57288,2383,4237,0.55798,0.58778
2016,30-45 y.,No migration background,Less important,0.03611,125,4237,0.03050,0.04173
2016,30-45 y.,Direct migration background,Very important,0.38688,959,2260,0.36680,0.40697
2016,30-45 y.,Direct migration background,Important,0.54042,1217,2260,0.51987,0.56097
2016,30-45 y.,Direct migration background,Less important,0.03648,84,2260,0.02875,0.04421
2016,30-45 y.,Indirect migration background,Very important,0.38413,258,555,0.34363,0.42463
2016,30-45 y.,Indirect migration background,Important,0.56855,297,555,0.52731,0.60980
2016,46-65 y.,No migration background,Very important,0.28455,2172,6851,0.27386,0.29523
2016,46-65 y.,No migration background,Important,0.64815,4323,6851,0.63684,0.65946
2016,46-65 y.,No migration background,Less important,0.06364,356,6851,0.05786,0.06942
2016,46-65 y.,Direct migration background,Very important,0.35098,566,1524,0.32701,0.37495
2016,46-65 y.,Direct migration background,Important,0.57813,891,1524,0.55333,0.60293
2016,46-65 y.,Direct migration background,Less important,0.04482,67,1524,0.03442,0.05521
2016,46-65 y.,Indirect migration background,Very important,0.41698,72,177,0.34413,0.48982
2016,46-65 y.,Indirect migration background,Important,0.52155,105,177,0.44775,0.59535
2016,66 and older,No migration background,Very important,0.24795,1060,4263,0.23499,0.26092
2016,66 and older,No migration background,Important,0.67662,2947,4263,0.66257,0.69066
2016,66 and older,No migration background,Less important,0.06452,256,4263,0.05714,0.07189
2016,66 and older,Direct migration background,Very important,0.29445,121,406,0.25005,0.33884
2016,66 and older,Direct migration background,Important,0.59708,254,406,0.54931,0.64485
2016,66 and older,Direct migration background,Less important,0.08812,31,406,0.06051,0.11573
2021,17-29 y.,No migration background,Very important,0.54468,1057,1779,0.52153,0.56783
2021,17-29 y.,No migration background,Important,0.36801,679,1779,0.34559,0.39043
2021,17-29 y.,No migration background,Less important,0.02011,43,1779,0.01359,0.02664
2021,17-29 y.,Direct migration background,Very important,0.26084,216,521,0.22310,0.29858
2021,17-29 y.,Direct migration background,Important,0.34007,261,521,0.29935,0.38078
2021,17-29 y.,Direct migration background,Less important,0.11687,44,521,0.08926,0.14449
2021,17-29 y.,Indirect migration background,Very important,0.41488,216,379,0.36521,0.46455
2021,17-29 y.,Indirect migration background,Important,0.41466,163,379,0.36499,0.46432
2021,30-45 y.,No migration background,Very important,0.42219,1186,2612,0.40324,0.44113
2021,30-45 y.,No migration background,Important,0.53567,1342,2612,0.51654,0.55480
2021,30-45 y.,No migration background,Less important,0.04179,84,2612,0.03412,0.04947
2021,30-45 y.,Direct migration background,Very important,0.36232,495,1209,0.33522,0.38943
2021,30-45 y.,Direct migration background,Important,0.49471,636,1209,0.46651,0.52290
2021,30-45 y.,Direct migration background,Less important,0.04509,78,1209,0.03339,0.05679
2021,30-45 y.,Indirect migration background,Very important,0.41661,129,299,0.36064,0.47259
2021,30-45 y.,Indirect migration background,Important,0.52710,170,299,0.47041,0.58378
2021,46-65 y.,No migration background,Very important,0.32720,2023,5576,0.31489,0.33952
2021,46-65 y.,No migration background,Important,0.61293,3309,5576,0.60014,0.62571
2021,46-65 y.,No migration background,Less important,0.05449,244,5576,0.04853,0.06044
2021,46-65 y.,Direct migration background,Very important,0.35900,354,995,0.32917,0.38882
2021,46-65 y.,Direct migration background,Important,0.54832,577,995,0.51738,0.57925
2021,46-65 y.,Direct migration background,Less important,0.06098,64,995,0.04611,0.07586
2021,46-65 y.,Indirect migration background,Very important,0.35725,75,189,0.28875,0.42575
2021,46-65 y.,Indirect migration background,Important,0.59434,114,189,0.52415,0.66453
2021,66 and older,No migration background,Very important,0.24043,828,3198,0.22562,0.25524
2021,66 and older,No migration background,Important,0.68531,2190,3198,0.66921,0.70141
2021,66 and older,No migration background,Less important,0.05921,180,3198,0.05102,0.06739
2021,66 and older,Direct migration background,Very important,0.42018,96,274,0.36162,0.47873
2021,66 and older,Direct migration background,Important,0.52365,178,274,0.46440,0.58289
