year,quintil_oecd,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Very important,0.16721,276,1085,0.14499,0.18942
1990,1st Quintile,Important,0.43317,714,1085,0.40367,0.46267
1990,1st Quintile,Less important,0.06586,95,1085,0.05109,0.08062
1990,2nd Quintile,Very important,0.15929,310,1318,0.13953,0.17906
1990,2nd Quintile,Important,0.48600,891,1318,0.45901,0.51300
1990,2nd Quintile,Less important,0.06789,117,1318,0.05430,0.08147
1990,3rd Quintile,Very important,0.15452,294,1391,0.13552,0.17353
1990,3rd Quintile,Important,0.53383,975,1391,0.50760,0.56005
1990,3rd Quintile,Less important,0.06670,122,1391,0.05358,0.07982
1990,4th Quintile,Very important,0.16866,330,1591,0.15025,0.18706
1990,4th Quintile,Important,0.58522,1096,1591,0.56100,0.60943
1990,4th Quintile,Less important,0.09498,165,1591,0.08057,0.10939
1990,5th Quintile,Very important,0.18959,358,1657,0.17071,0.20847
1990,5th Quintile,Important,0.58102,1102,1657,0.55726,0.60479
1990,5th Quintile,Less important,0.10985,197,1657,0.09479,0.12491
1992,1st Quintile,Very important,0.17565,573,2282,0.16003,0.19126
1992,1st Quintile,Important,0.44284,1423,2282,0.42245,0.46322
1992,1st Quintile,Less important,0.08710,255,2282,0.07553,0.09867
1992,1st Quintile,Unimportant,0.01469,31,2282,0.00975,0.01962
1992,2nd Quintile,Very important,0.16075,581,2261,0.14561,0.17590
1992,2nd Quintile,Important,0.45359,1444,2261,0.43307,0.47412
1992,2nd Quintile,Less important,0.07679,236,2261,0.06582,0.08777
1992,3rd Quintile,Very important,0.17523,487,2076,0.15887,0.19159
1992,3rd Quintile,Important,0.49364,1406,2076,0.47213,0.51515
1992,3rd Quintile,Less important,0.06834,183,2076,0.05748,0.07920
1992,4th Quintile,Very important,0.19403,516,2096,0.17710,0.21096
1992,4th Quintile,Important,0.52630,1389,2096,0.50492,0.54768
1992,4th Quintile,Less important,0.07811,191,2096,0.06662,0.08960
1992,5th Quintile,Very important,0.18812,484,2173,0.17168,0.20456
1992,5th Quintile,Important,0.57838,1450,2173,0.55761,0.59915
1992,5th Quintile,Less important,0.10136,239,2173,0.08866,0.11405
1995,1st Quintile,Very important,0.18665,574,1892,0.16909,0.20421
1995,1st Quintile,Important,0.40668,1152,1892,0.38454,0.42882
1995,1st Quintile,Less important,0.05997,166,1892,0.04927,0.07067
1995,2nd Quintile,Very important,0.18873,643,2252,0.17256,0.20489
1995,2nd Quintile,Important,0.46925,1438,2252,0.44863,0.48987
1995,2nd Quintile,Less important,0.06009,171,2252,0.05028,0.06991
1995,3rd Quintile,Very important,0.20058,618,2313,0.18426,0.21691
1995,3rd Quintile,Important,0.50667,1546,2313,0.48629,0.52705
1995,3rd Quintile,Less important,0.05238,149,2313,0.04330,0.06147
1995,4th Quintile,Very important,0.20417,615,2350,0.18787,0.22047
1995,4th Quintile,Important,0.54582,1558,2350,0.52569,0.56596
1995,4th Quintile,Less important,0.07206,177,2350,0.06160,0.08251
1995,5th Quintile,Very important,0.19812,559,2288,0.18178,0.21445
1995,5th Quintile,Important,0.58595,1518,2288,0.56576,0.60614
1995,5th Quintile,Less important,0.08443,211,2288,0.07303,0.09582
2004,1st Quintile,Very important,0.22355,968,3249,0.20923,0.23788
2004,1st Quintile,Important,0.48182,2009,3249,0.46464,0.49901
2004,1st Quintile,Less important,0.07296,272,3249,0.06402,0.08191
2004,2nd Quintile,Very important,0.22037,1060,3776,0.20715,0.23359
2004,2nd Quintile,Important,0.49736,2377,3776,0.48141,0.51331
2004,2nd Quintile,Less important,0.07554,339,3776,0.06711,0.08396
2004,3rd Quintile,Very important,0.20328,990,3908,0.19066,0.21590
2004,3rd Quintile,Important,0.54384,2596,3908,0.52822,0.55946
2004,3rd Quintile,Less important,0.07409,322,3908,0.06588,0.08230
2004,4th Quintile,Very important,0.21797,1138,4311,0.20564,0.23030
2004,4th Quintile,Important,0.56612,2872,4311,0.55132,0.58091
2004,4th Quintile,Less important,0.06478,301,4311,0.05743,0.07213
2004,5th Quintile,Very important,0.20181,1492,6166,0.19179,0.21182
2004,5th Quintile,Important,0.62282,4188,6166,0.61073,0.63492
2004,5th Quintile,Less important,0.07200,486,6166,0.06554,0.07845
2008,1st Quintile,Very important,0.23139,877,2984,0.21626,0.24652
2008,1st Quintile,Important,0.48495,1853,2984,0.46702,0.50289
2008,1st Quintile,Less important,0.07259,254,2984,0.06328,0.08190
2008,2nd Quintile,Very important,0.19993,850,3327,0.18634,0.21352
2008,2nd Quintile,Important,0.53944,2243,3327,0.52250,0.55638
2008,2nd Quintile,Less important,0.06122,234,3327,0.05307,0.06936
2008,3rd Quintile,Very important,0.19694,943,3741,0.18420,0.20969
2008,3rd Quintile,Important,0.56707,2550,3741,0.55119,0.58295
2008,3rd Quintile,Less important,0.06076,248,3741,0.05310,0.06841
2008,4th Quintile,Very important,0.20626,989,3910,0.19357,0.21894
2008,4th Quintile,Important,0.56700,2582,3910,0.55147,0.58253
2008,4th Quintile,Less important,0.07872,339,3910,0.07028,0.08717
2008,5th Quintile,Very important,0.21546,1286,5208,0.20429,0.22662
2008,5th Quintile,Important,0.60592,3549,5208,0.59264,0.61919
2008,5th Quintile,Less important,0.06911,373,5208,0.06222,0.07599
2012,1st Quintile,Very important,0.25724,2042,5374,0.24556,0.26893
2012,1st Quintile,Important,0.47309,3040,5374,0.45974,0.48644
2012,1st Quintile,Less important,0.05700,256,5374,0.05081,0.06320
2012,1st Quintile,Unimportant,0.00829,36,5374,0.00586,0.01071
2012,2nd Quintile,Very important,0.25560,1730,4906,0.24340,0.26781
2012,2nd Quintile,Important,0.51404,2974,4906,0.50006,0.52803
2012,2nd Quintile,Less important,0.04768,202,4906,0.04172,0.05364
2012,3rd Quintile,Very important,0.25937,1653,4802,0.24697,0.27176
2012,3rd Quintile,Important,0.51980,2924,4802,0.50567,0.53393
2012,3rd Quintile,Less important,0.04708,225,4802,0.04109,0.05307
2012,4th Quintile,Very important,0.26846,1608,4754,0.25586,0.28105
2012,4th Quintile,Important,0.53347,2950,4754,0.51928,0.54765
2012,4th Quintile,Less important,0.04408,196,4754,0.03824,0.04991
2012,5th Quintile,Very important,0.25330,1629,5221,0.24150,0.26510
2012,5th Quintile,Important,0.57196,3295,5221,0.55853,0.58538
2012,5th Quintile,Less important,0.05651,297,5221,0.05025,0.06278
2016,1st Quintile,Very important,0.28738,2006,4984,0.27481,0.29994
2016,1st Quintile,Important,0.44176,2716,4984,0.42797,0.45555
2016,1st Quintile,Less important,0.05220,262,4984,0.04602,0.05837
2016,2nd Quintile,Very important,0.28337,1881,5133,0.27104,0.29570
2016,2nd Quintile,Important,0.49653,3034,5133,0.48285,0.51021
2016,2nd Quintile,Less important,0.03744,218,5133,0.03225,0.04263
2016,3rd Quintile,Very important,0.28103,1671,4629,0.26808,0.29398
2016,3rd Quintile,Important,0.50110,2756,4629,0.48670,0.51551
2016,3rd Quintile,Less important,0.04746,202,4629,0.04134,0.05359
2016,4th Quintile,Very important,0.28992,1624,4583,0.27678,0.30305
2016,4th Quintile,Important,0.53395,2778,4583,0.51950,0.54839
2016,4th Quintile,Less important,0.04122,181,4583,0.03546,0.04698
2016,5th Quintile,Very important,0.28939,1665,4814,0.27658,0.30220
2016,5th Quintile,Important,0.55483,2916,4814,0.54079,0.56887
