year,age_gr,bula_h,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,Important,0.68274,48,48,0.54969,0.81580
1990,17-29 y.,Lower Saxony,Very important,0.22334,54,204,0.16605,0.28063
1990,17-29 y.,Lower Saxony,Important,0.62872,150,204,0.56225,0.69518
1990,17-29 y.,North Rhine-Westphalia,Very important,0.20161,121,492,0.16612,0.23710
1990,17-29 y.,North Rhine-Westphalia,Important,0.59625,320,492,0.55285,0.63965
1990,17-29 y.,North Rhine-Westphalia,Less important,0.09876,51,492,0.07237,0.12515
1990,17-29 y.,Hesse,Very important,0.19956,38,154,0.13623,0.26289
1990,17-29 y.,Hesse,Important,0.61878,116,154,0.54182,0.69574
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Important,0.60616,96,96,0.50791,0.70442
1990,17-29 y.,Baden-Wuerttemberg,Very important,0.22764,89,283,0.17870,0.27658
1990,17-29 y.,Baden-Wuerttemberg,Important,0.55516,194,283,0.49715,0.61316
1990,17-29 y.,Bavaria,Very important,0.22364,82,351,0.17998,0.26729
1990,17-29 y.,Bavaria,Important,0.57572,225,351,0.52395,0.62750
1990,17-29 y.,Bavaria,Less important,0.11461,44,351,0.08123,0.14798
1990,17-29 y.,Berlin,Important,0.33463,32,32,0.16852,0.50074
1990,30-45 y.,Schleswig-Holstein,Important,0.72533,51,51,0.60161,0.84906
1990,30-45 y.,Lower Saxony,Very important,0.16082,43,188,0.10816,0.21347
1990,30-45 y.,Lower Saxony,Important,0.69464,145,188,0.62863,0.76065
1990,30-45 y.,North Rhine-Westphalia,Very important,0.19118,135,642,0.16074,0.22162
1990,30-45 y.,North Rhine-Westphalia,Important,0.62971,434,642,0.59233,0.66709
1990,30-45 y.,North Rhine-Westphalia,Less important,0.10679,73,642,0.08288,0.13070
1990,30-45 y.,Hesse,Very important,0.21179,45,162,0.14867,0.27490
1990,30-45 y.,Hesse,Important,0.55994,117,162,0.48327,0.63662
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Important,0.63839,94,94,0.54073,0.73604
1990,30-45 y.,Baden-Wuerttemberg,Very important,0.20980,80,307,0.16418,0.25542
1990,30-45 y.,Baden-Wuerttemberg,Important,0.59187,227,307,0.53680,0.64694
1990,30-45 y.,Bavaria,Very important,0.13521,54,355,0.09958,0.17083
1990,30-45 y.,Bavaria,Important,0.68264,265,355,0.63415,0.73113
1990,30-45 y.,Bavaria,Less important,0.09959,36,355,0.06839,0.13078
1990,30-45 y.,Berlin,Important,0.40015,50,50,0.26297,0.53733
1990,46-65 y.,Schleswig-Holstein,Important,0.71742,70,70,0.61118,0.82366
1990,46-65 y.,Lower Saxony,Very important,0.20337,60,262,0.15454,0.25220
1990,46-65 y.,Lower Saxony,Important,0.66325,202,262,0.60592,0.72059
1990,46-65 y.,North Rhine-Westphalia,Very important,0.17833,105,545,0.14616,0.21050
1990,46-65 y.,North Rhine-Westphalia,Important,0.66917,399,545,0.62963,0.70871
1990,46-65 y.,North Rhine-Westphalia,Less important,0.07473,41,545,0.05263,0.09683
1990,46-65 y.,Hesse,Very important,0.24298,49,189,0.18167,0.30428
1990,46-65 y.,Hesse,Important,0.60020,140,189,0.53017,0.67022
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Very important,0.20875,45,181,0.14938,0.26813
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Important,0.68252,136,181,0.61452,0.75053
1990,46-65 y.,Baden-Wuerttemberg,Very important,0.25913,98,320,0.21105,0.30722
1990,46-65 y.,Baden-Wuerttemberg,Important,0.57896,222,320,0.52478,0.63314
1990,46-65 y.,Bavaria,Very important,0.16284,60,363,0.12480,0.20088
1990,46-65 y.,Bavaria,Important,0.65416,253,363,0.60516,0.70316
1990,46-65 y.,Bavaria,Less important,0.12945,50,363,0.09487,0.16403
1990,46-65 y.,Berlin,Important,0.35274,46,46,0.21313,0.49235
1990,66 and older,Lower Saxony,Important,0.69033,83,83,0.59026,0.79041
1990,66 and older,North Rhine-Westphalia,Very important,0.23999,59,208,0.18181,0.29817
1990,66 and older,North Rhine-Westphalia,Important,0.65567,149,208,0.59094,0.72040
1990,66 and older,Hesse,Very important,0.27812,32,100,0.18986,0.36639
1990,66 and older,Hesse,Important,0.63689,68,100,0.54216,0.73162
1990,66 and older,"Rhineland-Palatinate, Saarland",Important,0.58854,54,54,0.45606,0.72103
1990,66 and older,Baden-Wuerttemberg,Very important,0.25566,42,127,0.17949,0.33183
1990,66 and older,Baden-Wuerttemberg,Important,0.54011,85,127,0.45309,0.62713
