year,bula_h,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Very important,0.14707,46,229,0.10110,0.19304
1990,Schleswig-Holstein,Important,0.55249,183,229,0.48795,0.61704
1990,Hamburg,Important,0.60488,89,89,0.50273,0.70702
1990,Lower Saxony,Very important,0.16423,176,835,0.13908,0.18937
1990,Lower Saxony,Important,0.56980,580,835,0.53620,0.60340
1990,Lower Saxony,Less important,0.07995,79,835,0.06155,0.09836
1990,Bremen,Important,0.52185,58,58,0.39217,0.65154
1990,North Rhine-Westphalia,Very important,0.16176,420,1907,0.14522,0.17829
1990,North Rhine-Westphalia,Important,0.52386,1302,1907,0.50143,0.54628
1990,North Rhine-Westphalia,Less important,0.07635,185,1907,0.06443,0.08827
1990,Hesse,Very important,0.19643,164,664,0.16619,0.22667
1990,Hesse,Important,0.50756,441,664,0.46950,0.54561
1990,Hesse,Less important,0.06887,59,664,0.04959,0.08815
1990,"Rhineland-Palatinate, Saarland",Very important,0.16277,117,552,0.13195,0.19360
1990,"Rhineland-Palatinate, Saarland",Important,0.54716,380,552,0.50560,0.58872
1990,"Rhineland-Palatinate, Saarland",Less important,0.09028,55,552,0.06635,0.11421
1990,Baden-Wuerttemberg,Very important,0.19305,309,1139,0.17012,0.21598
1990,Baden-Wuerttemberg,Important,0.46437,728,1139,0.43539,0.49334
1990,Baden-Wuerttemberg,Less important,0.07453,102,1139,0.05927,0.08978
1990,Bavaria,Very important,0.14407,231,1258,0.12466,0.16349
1990,Bavaria,Important,0.53356,869,1258,0.50598,0.56114
1990,Bavaria,Less important,0.10154,158,1258,0.08484,0.11824
1990,Berlin,Very important,0.10959,54,205,0.06672,0.15246
1990,Berlin,Important,0.31834,151,205,0.25442,0.38227
1992,Schleswig-Holstein,Very important,0.16777,55,217,0.11794,0.21760
1992,Schleswig-Holstein,Important,0.50246,162,217,0.43578,0.56914
1992,Hamburg,Very important,0.27425,39,108,0.18972,0.35879
1992,Hamburg,Important,0.48025,69,108,0.38559,0.57492
1992,Lower Saxony,Very important,0.17849,203,827,0.15237,0.20460
1992,Lower Saxony,Important,0.53166,547,827,0.49763,0.56569
1992,Lower Saxony,Less important,0.07561,77,827,0.05758,0.09363
1992,Bremen,Important,0.57520,57,57,0.44573,0.70466
1992,North Rhine-Westphalia,Very important,0.18188,477,1873,0.16441,0.19935
1992,North Rhine-Westphalia,Important,0.49012,1218,1873,0.46748,0.51277
1992,North Rhine-Westphalia,Less important,0.07032,178,1873,0.05873,0.08190
1992,Hesse,Very important,0.18569,164,646,0.15568,0.21570
1992,Hesse,Important,0.47870,417,646,0.44015,0.51725
1992,Hesse,Less important,0.08938,65,646,0.06736,0.11139
1992,"Rhineland-Palatinate, Saarland",Very important,0.20354,146,536,0.16942,0.23766
1992,"Rhineland-Palatinate, Saarland",Important,0.50370,347,536,0.46133,0.54607
1992,"Rhineland-Palatinate, Saarland",Less important,0.07008,43,536,0.04845,0.09171
1992,Baden-Wuerttemberg,Very important,0.15095,250,1093,0.12971,0.17218
1992,Baden-Wuerttemberg,Important,0.45940,706,1093,0.42984,0.48895
1992,Baden-Wuerttemberg,Less important,0.09019,137,1093,0.07320,0.10718
1992,Bavaria,Very important,0.14291,258,1295,0.12384,0.16198
1992,Bavaria,Important,0.50883,875,1295,0.48159,0.53606
1992,Bavaria,Less important,0.10461,162,1295,0.08794,0.12129
1992,Berlin,Very important,0.22165,131,494,0.18498,0.25831
1992,Berlin,Important,0.47879,323,494,0.43470,0.52289
1992,Berlin,Less important,0.06647,40,494,0.04448,0.08846
1992,Brandenburg,Very important,0.16903,140,653,0.14026,0.19780
1992,Brandenburg,Important,0.53551,434,653,0.49723,0.57380
1992,Brandenburg,Less important,0.10208,79,653,0.07884,0.12532
1992,Mecklenburg-Western Pomerania,Very important,0.21655,106,415,0.17687,0.25623
1992,Mecklenburg-Western Pomerania,Important,0.49946,271,415,0.45130,0.54763
1992,Mecklenburg-Western Pomerania,Less important,0.08380,38,415,0.05711,0.11049
1992,Saxony,Very important,0.18397,274,1144,0.16151,0.20644
1992,Saxony,Important,0.54285,777,1144,0.51397,0.57173
1992,Saxony,Less important,0.07350,93,1144,0.05837,0.08863
1992,Saxony-Anhalt,Very important,0.20841,189,762,0.17955,0.23727
1992,Saxony-Anhalt,Important,0.51638,478,762,0.48088,0.55189
1992,Saxony-Anhalt,Less important,0.10192,95,762,0.08042,0.12341
1992,Thuringa,Very important,0.21751,187,679,0.18646,0.24857
1992,Thuringa,Important,0.49052,431,679,0.45289,0.52815
1992,Thuringa,Less important,0.07728,61,679,0.05718,0.09739
1995,Schleswig-Holstein,Very important,0.19057,75,241,0.14088,0.24026
1995,Schleswig-Holstein,Important,0.49260,166,241,0.42935,0.55585
1995,Hamburg,Important,0.61821,74,74,0.50676,0.72966
1995,Lower Saxony,Very important,0.20164,255,905,0.17548,0.22779
1995,Lower Saxony,Important,0.50737,586,905,0.47478,0.53997
1995,Lower Saxony,Less important,0.05908,64,905,0.04371,0.07444
1995,Bremen,Very important,0.30662,31,76,0.20227,0.41098
1995,Bremen,Important,0.48114,45,76,0.36806,0.59422
1995,North Rhine-Westphalia,Very important,0.20146,589,2023,0.18398,0.21894
1995,North Rhine-Westphalia,Important,0.50451,1303,2023,0.48272,0.52631
1995,North Rhine-Westphalia,Less important,0.05033,131,2023,0.04080,0.05986
1995,Hesse,Very important,0.22651,211,678,0.19498,0.25804
1995,Hesse,Important,0.46537,419,678,0.42779,0.50294
1995,Hesse,Less important,0.06474,48,678,0.04620,0.08327
1995,"Rhineland-Palatinate, Saarland",Very important,0.20740,180,590,0.17466,0.24015
1995,"Rhineland-Palatinate, Saarland",Important,0.49268,410,590,0.45231,0.53306
1995,Baden-Wuerttemberg,Very important,0.18068,312,1163,0.15856,0.20280
1995,Baden-Wuerttemberg,Important,0.44978,728,1163,0.42117,0.47838
1995,Baden-Wuerttemberg,Less important,0.08180,123,1163,0.06604,0.09756
1995,Bavaria,Very important,0.16207,324,1380,0.14262,0.18152
1995,Bavaria,Important,0.51058,909,1380,0.48419,0.53696
1995,Bavaria,Less important,0.09246,147,1380,0.07717,0.10775
1995,Berlin,Very important,0.17156,117,466,0.13730,0.20583
1995,Berlin,Important,0.55652,349,466,0.51136,0.60167
1995,Brandenburg,Very important,0.19934,142,581,0.16682,0.23185
1995,Brandenburg,Important,0.56146,392,581,0.52108,0.60185
1995,Brandenburg,Less important,0.06017,47,581,0.04082,0.07953
1995,Mecklenburg-Western Pomerania,Very important,0.19942,107,412,0.16079,0.23805
1995,Mecklenburg-Western Pomerania,Important,0.52893,273,412,0.48067,0.57719
1995,Mecklenburg-Western Pomerania,Less important,0.08070,32,412,0.05437,0.10703
1995,Saxony,Very important,0.19217,255,1081,0.16867,0.21567
1995,Saxony,Important,0.52384,715,1081,0.49405,0.55363
1995,Saxony,Less important,0.09399,111,1081,0.07658,0.11139
1995,Saxony-Anhalt,Very important,0.24695,206,677,0.21444,0.27946
