year,age_gr,migback,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,17-29 y.,Indirect migration background,No,0.40651,362,477,0.36239,0.45064
2016,30-45 y.,No migration background,Yes,0.98351,4191,4246,0.97968,0.98734
2016,30-45 y.,No migration background,No,0.01443,55,4246,0.01084,0.01802
2016,30-45 y.,Direct migration background,Yes,0.02327,32,162,-0.00002,0.04655
2016,30-45 y.,Direct migration background,No,0.04308,130,162,0.01172,0.07445
2016,30-45 y.,Indirect migration background,Yes,0.20518,96,294,0.15894,0.25142
2016,30-45 y.,Indirect migration background,No,0.39665,198,294,0.34063,0.45266
2016,46-65 y.,No migration background,Yes,0.95811,6617,6853,0.95336,0.96285
2016,46-65 y.,No migration background,No,0.03709,236,6853,0.03262,0.04157
2016,46-65 y.,Direct migration background,Yes,0.03710,64,156,0.00735,0.06686
2016,46-65 y.,Direct migration background,No,0.03742,92,156,0.00754,0.06730
2016,46-65 y.,Indirect migration background,Yes,0.17485,31,97,0.09887,0.25083
2016,46-65 y.,Indirect migration background,No,0.35870,66,97,0.26275,0.45464
2016,66 and older,No migration background,Yes,0.96186,4142,4253,0.95610,0.96762
2016,66 and older,No migration background,No,0.02290,111,4253,0.01840,0.02740
2016,66 and older,Direct migration background,Yes,0.12379,68,100,0.05891,0.18866
2016,66 and older,Direct migration background,No,0.05391,32,100,0.00942,0.09840
2017,17-29 y.,No migration background,Yes,0.91915,2891,2929,0.90928,0.92903
2017,17-29 y.,No migration background,No,0.00855,38,2929,0.00522,0.01189
2017,17-29 y.,Direct migration background,No,0.07064,52,52,0.00032,0.14096
2017,17-29 y.,Indirect migration background,Yes,0.16237,123,541,0.13126,0.19347
2017,17-29 y.,Indirect migration background,No,0.43725,418,541,0.39541,0.47909
2017,30-45 y.,No migration background,Yes,0.98407,4502,4556,0.98044,0.98771
2017,30-45 y.,No migration background,No,0.01246,54,4556,0.00924,0.01568
2017,30-45 y.,Direct migration background,Yes,0.03209,34,169,0.00544,0.05873
2017,30-45 y.,Direct migration background,No,0.04530,135,169,0.01385,0.07675
2017,30-45 y.,Indirect migration background,Yes,0.16549,92,308,0.12392,0.20706
2017,30-45 y.,Indirect migration background,No,0.39911,216,308,0.34433,0.45389
2017,46-65 y.,No migration background,Yes,0.96329,7865,8124,0.95920,0.96738
2017,46-65 y.,No migration background,No,0.03251,259,8124,0.02865,0.03636
2017,46-65 y.,Direct migration background,Yes,0.02572,52,152,0.00047,0.05097
2017,46-65 y.,Direct migration background,No,0.03992,100,152,0.00869,0.07115
2017,46-65 y.,Indirect migration background,Yes,0.13084,36,124,0.07124,0.19044
2017,46-65 y.,Indirect migration background,No,0.40291,88,124,0.31623,0.48960
2017,66 and older,No migration background,Yes,0.96404,4359,4464,0.95857,0.96950
2017,66 and older,No migration background,No,0.02552,105,4464,0.02089,0.03015
2017,66 and older,Direct migration background,Yes,0.10030,64,108,0.04338,0.15722
2017,66 and older,Direct migration background,No,0.05881,44,108,0.01423,0.10338
2018,17-29 y.,No migration background,Yes,0.92050,2873,2908,0.91066,0.93033
2018,17-29 y.,No migration background,No,0.00983,35,2908,0.00625,0.01342
2018,17-29 y.,Direct migration background,No,0.07603,49,49,0.00105,0.15101
2018,17-29 y.,Indirect migration background,Yes,0.15106,117,573,0.12171,0.18040
2018,17-29 y.,Indirect migration background,No,0.43714,456,573,0.39649,0.47779
2018,30-45 y.,No migration background,Yes,0.98859,4173,4215,0.98539,0.99180
2018,30-45 y.,No migration background,No,0.00906,42,4215,0.00620,0.01192
2018,30-45 y.,Direct migration background,No,0.05155,129,129,0.01324,0.08985
2018,30-45 y.,Indirect migration background,Yes,0.19456,93,309,0.15035,0.23877
2018,30-45 y.,Indirect migration background,No,0.38690,216,309,0.33251,0.44129
2018,46-65 y.,No migration background,Yes,0.96567,7544,7786,0.96163,0.96971
2018,46-65 y.,No migration background,No,0.03177,242,7786,0.02787,0.03566
2018,46-65 y.,Direct migration background,Yes,0.03042,58,154,0.00321,0.05764
2018,46-65 y.,Direct migration background,No,0.04698,96,154,0.01345,0.08051
2018,46-65 y.,Indirect migration background,Yes,0.20694,48,141,0.13983,0.27405
2018,46-65 y.,Indirect migration background,No,0.36874,93,141,0.28882,0.44866
2018,66 and older,No migration background,Yes,0.95789,4338,4475,0.95201,0.96378
2018,66 and older,No migration background,No,0.03175,137,4475,0.02661,0.03689
2018,66 and older,Direct migration background,Yes,0.05683,43,91,0.00900,0.10466
2018,66 and older,Direct migration background,No,0.06546,48,91,0.01436,0.11657
2020,17-29 y.,No migration background,Yes,0.91260,2517,2517,0.90156,0.92363
2020,17-29 y.,Direct migration background,No,0.05293,39,39,-0.01826,0.12412
2020,17-29 y.,Indirect migration background,Yes,0.15836,108,540,0.12754,0.18918
2020,17-29 y.,Indirect migration background,No,0.48568,432,540,0.44348,0.52787
2020,30-45 y.,No migration background,Yes,0.99239,3673,3673,0.98958,0.99520
2020,30-45 y.,Direct migration background,No,0.05861,109,109,0.01431,0.10291
2020,30-45 y.,Indirect migration background,Yes,0.23478,129,333,0.18918,0.28037
2020,30-45 y.,Indirect migration background,No,0.40002,204,333,0.34733,0.45272
2020,46-65 y.,No migration background,Yes,0.96595,7661,7886,0.96195,0.96995
2020,46-65 y.,No migration background,No,0.03085,225,7886,0.02704,0.03467
2020,46-65 y.,Direct migration background,Yes,0.02446,59,158,0.00030,0.04863
2020,46-65 y.,Direct migration background,No,0.05800,99,158,0.02144,0.09456
2020,46-65 y.,Indirect migration background,Yes,0.18938,51,160,0.12848,0.25029
2020,46-65 y.,Indirect migration background,No,0.34139,109,160,0.26769,0.41510
2020,66 and older,No migration background,Yes,0.95546,4239,4363,0.94934,0.96158
2020,66 and older,No migration background,No,0.02980,124,4363,0.02475,0.03485
2020,66 and older,Direct migration background,Yes,0.05759,42,88,0.00863,0.10654
2020,66 and older,Direct migration background,No,0.05676,46,88,0.00814,0.10538
2021,17-29 y.,No migration background,Yes,0.92298,1752,1752,0.91050,0.93547
2021,17-29 y.,Direct migration background,No,0.09664,34,34,-0.00417,0.19745
2021,17-29 y.,Indirect migration background,Yes,0.21609,72,333,0.17182,0.26036
2021,17-29 y.,Indirect migration background,No,0.48775,261,333,0.43398,0.54152
2021,30-45 y.,No migration background,Yes,0.98851,2592,2592,0.98441,0.99261
2021,30-45 y.,Direct migration background,No,0.07538,90,90,0.02053,0.13023
2021,30-45 y.,Indirect migration background,Yes,0.15058,69,212,0.10232,0.19883
2021,30-45 y.,Indirect migration background,No,0.40853,143,212,0.34220,0.47486
2021,46-65 y.,No migration background,Yes,0.95153,5363,5555,0.94588,0.95718
2021,46-65 y.,No migration background,No,0.04079,192,5555,0.03559,0.04599
2021,46-65 y.,Direct migration background,Yes,0.01609,32,112,-0.00732,0.03949
2021,46-65 y.,Direct migration background,No,0.08054,80,112,0.02992,0.13117
2021,46-65 y.,Indirect migration background,Yes,0.17277,33,121,0.10513,0.24041
2021,46-65 y.,Indirect migration background,No,0.37227,88,121,0.28577,0.45876
2021,66 and older,No migration background,Yes,0.94890,3078,3181,0.94124,0.95655
2021,66 and older,No migration background,No,0.02850,103,3181,0.02272,0.03429
2021,66 and older,Direct migration background,No,0.07991,44,44,-0.00114,0.16096
