year,age_gr,bula_h,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,30-45 y.,Hamburg,Yes,0.69122,99,99,0.59975,0.78269
2013,30-45 y.,Lower Saxony,Yes,0.79168,636,670,0.76091,0.82245
2013,30-45 y.,Lower Saxony,No,0.03496,34,670,0.02104,0.04887
2013,30-45 y.,Bremen,Yes,0.59753,40,40,0.44362,0.75144
2013,30-45 y.,North Rhine-Westphalia,Yes,0.65820,1150,1398,0.63333,0.68307
2013,30-45 y.,North Rhine-Westphalia,No,0.07710,248,1398,0.06311,0.09108
2013,30-45 y.,Hesse,Yes,0.65681,404,471,0.61389,0.69974
2013,30-45 y.,Hesse,No,0.09297,67,471,0.06672,0.11922
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.70486,323,367,0.65813,0.75159
2013,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.06289,44,367,0.03802,0.08776
2013,30-45 y.,Baden-Wuerttemberg,Yes,0.58566,746,899,0.55344,0.61788
2013,30-45 y.,Baden-Wuerttemberg,No,0.11369,153,899,0.09293,0.13445
2013,30-45 y.,Bavaria,Yes,0.69793,1020,1164,0.67154,0.72432
2013,30-45 y.,Bavaria,No,0.06468,144,1164,0.05055,0.07882
2013,30-45 y.,Berlin,Yes,0.77119,248,279,0.72181,0.82057
2013,30-45 y.,Berlin,No,0.07517,31,279,0.04417,0.10616
2013,30-45 y.,Brandenburg,Yes,0.89028,258,258,0.85207,0.92849
2013,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.94245,161,161,0.90636,0.97854
2013,30-45 y.,Saxony,Yes,0.91897,516,516,0.89540,0.94254
2013,30-45 y.,Saxony-Anhalt,Yes,0.93230,293,293,0.90348,0.96111
2013,30-45 y.,Thuringa,Yes,0.94587,284,284,0.91951,0.97223
2013,46-65 y.,Schleswig-Holstein,Yes,0.88979,250,250,0.85089,0.92868
2013,46-65 y.,Hamburg,Yes,0.80787,106,106,0.73252,0.88323
2013,46-65 y.,Lower Saxony,Yes,0.85612,776,807,0.83189,0.88035
2013,46-65 y.,Lower Saxony,No,0.04698,31,807,0.03237,0.06159
2013,46-65 y.,Bremen,Yes,0.78029,48,48,0.66192,0.89867
2013,46-65 y.,North Rhine-Westphalia,Yes,0.80214,1506,1594,0.78257,0.82170
2013,46-65 y.,North Rhine-Westphalia,No,0.02958,88,1594,0.02126,0.03790
2013,46-65 y.,Hesse,Yes,0.76004,552,599,0.72581,0.79427
2013,46-65 y.,Hesse,No,0.04246,47,599,0.02630,0.05862
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.82163,461,461,0.78665,0.85662
2013,46-65 y.,Baden-Wuerttemberg,Yes,0.73416,837,912,0.70547,0.76285
2013,46-65 y.,Baden-Wuerttemberg,No,0.06952,75,912,0.05300,0.08604
2013,46-65 y.,Bavaria,Yes,0.78191,1182,1270,0.75919,0.80463
2013,46-65 y.,Bavaria,No,0.05470,88,1270,0.04218,0.06721
2013,46-65 y.,Berlin,Yes,0.89862,315,315,0.86523,0.93200
2013,46-65 y.,Brandenburg,Yes,0.90251,378,378,0.87257,0.93245
2013,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.88558,207,207,0.84211,0.92905
2013,46-65 y.,Saxony,Yes,0.92659,566,566,0.90508,0.94809
2013,46-65 y.,Saxony-Anhalt,Yes,0.93714,338,338,0.91122,0.96305
2013,46-65 y.,Thuringa,Yes,0.94427,365,365,0.92070,0.96783
2013,66 and older,Schleswig-Holstein,Yes,0.83680,154,154,0.77825,0.89536
2013,66 and older,Hamburg,Yes,0.92158,94,94,0.86694,0.97622
2013,66 and older,Lower Saxony,Yes,0.91673,456,456,0.89134,0.94212
2013,66 and older,North Rhine-Westphalia,Yes,0.89865,852,852,0.87837,0.91893
2013,66 and older,Hesse,Yes,0.84286,258,258,0.79837,0.88736
2013,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.87971,256,256,0.83978,0.91964
2013,66 and older,Baden-Wuerttemberg,Yes,0.84314,469,469,0.81019,0.87609
2013,66 and older,Bavaria,Yes,0.85119,660,702,0.82484,0.87754
2013,66 and older,Bavaria,No,0.04809,42,702,0.03225,0.06392
2013,66 and older,Berlin,Yes,0.94677,197,197,0.91534,0.97820
2013,66 and older,Brandenburg,Yes,0.97046,237,237,0.94886,0.99206
2013,66 and older,Mecklenburg-Western Pomerania,Yes,0.97717,116,116,0.94988,1.00447
2013,66 and older,Saxony,Yes,0.92466,329,329,0.89609,0.95322
2013,66 and older,Saxony-Anhalt,Yes,0.98730,195,195,0.97154,1.00306
2013,66 and older,Thuringa,Yes,0.98045,204,204,0.96140,0.99950
2014,17-29 y.,Schleswig-Holstein,Yes,0.73447,103,103,0.64876,0.82017
2014,17-29 y.,Hamburg,Yes,0.66155,36,36,0.50478,0.81831
2014,17-29 y.,Lower Saxony,Yes,0.70874,288,325,0.65927,0.75821
2014,17-29 y.,Lower Saxony,No,0.05302,37,325,0.02862,0.07742
2014,17-29 y.,North Rhine-Westphalia,Yes,0.62014,532,623,0.58200,0.65828
2014,17-29 y.,North Rhine-Westphalia,No,0.08352,91,623,0.06177,0.10526
2014,17-29 y.,Hesse,Yes,0.54168,153,186,0.46988,0.61348
2014,17-29 y.,Hesse,No,0.08346,33,186,0.04360,0.12331
2014,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.59156,135,135,0.50834,0.67479
2014,17-29 y.,Baden-Wuerttemberg,Yes,0.61025,302,350,0.55909,0.66142
2014,17-29 y.,Baden-Wuerttemberg,No,0.07234,48,350,0.04516,0.09952
2014,17-29 y.,Bavaria,Yes,0.68449,478,531,0.64493,0.72406
2014,17-29 y.,Bavaria,No,0.05028,53,531,0.03167,0.06888
2014,17-29 y.,Berlin,Yes,0.67272,105,105,0.58254,0.76290
2014,17-29 y.,Brandenburg,Yes,0.86714,88,88,0.79582,0.93847
2014,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.91408,65,65,0.84542,0.98274
2014,17-29 y.,Saxony,Yes,0.91786,196,196,0.87932,0.95640
2014,17-29 y.,Saxony-Anhalt,Yes,0.82307,108,108,0.75076,0.89537
2014,17-29 y.,Thuringa,Yes,0.86496,115,115,0.80222,0.92770
2014,30-45 y.,Schleswig-Holstein,Yes,0.79881,211,211,0.74458,0.85303
2014,30-45 y.,Hamburg,Yes,0.69479,80,80,0.59324,0.79634
2014,30-45 y.,Lower Saxony,Yes,0.77473,534,534,0.73927,0.81020
2014,30-45 y.,Bremen,Yes,0.62662,32,32,0.45634,0.79689
2014,30-45 y.,North Rhine-Westphalia,Yes,0.65915,918,1005,0.62983,0.68847
2014,30-45 y.,North Rhine-Westphalia,No,0.04183,87,1005,0.02944,0.05421
2014,30-45 y.,Hesse,Yes,0.64392,320,320,0.59137,0.69646
2014,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.68153,266,266,0.62544,0.73762
2014,30-45 y.,Baden-Wuerttemberg,Yes,0.56353,611,681,0.52625,0.60081
2014,30-45 y.,Baden-Wuerttemberg,No,0.06712,70,681,0.04831,0.08593
2014,30-45 y.,Bavaria,Yes,0.68009,873,936,0.65019,0.70999
2014,30-45 y.,Bavaria,No,0.04271,63,936,0.02975,0.05567
2014,30-45 y.,Berlin,Yes,0.71473,206,206,0.65292,0.77654
2014,30-45 y.,Brandenburg,Yes,0.88252,226,226,0.84045,0.92460
2014,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.93884,141,141,0.89914,0.97853
2014,30-45 y.,Saxony,Yes,0.90919,439,439,0.88228,0.93610
2014,30-45 y.,Saxony-Anhalt,Yes,0.91020,244,244,0.87425,0.94615
2014,30-45 y.,Thuringa,Yes,0.94496,262,262,0.91729,0.97262
2014,46-65 y.,Schleswig-Holstein,Yes,0.87817,212,212,0.83403,0.92230
2014,46-65 y.,Hamburg,Yes,0.80256,91,91,0.72031,0.88480
2014,46-65 y.,Lower Saxony,Yes,0.87561,728,728,0.85162,0.89960
2014,46-65 y.,Bremen,Yes,0.72949,39,39,0.58825,0.87073
2014,46-65 y.,North Rhine-Westphalia,Yes,0.80349,1446,1496,0.78335,0.82363
2014,46-65 y.,North Rhine-Westphalia,No,0.02348,50,1496,0.01581,0.03116
2014,46-65 y.,Hesse,Yes,0.76078,515,515,0.72390,0.79766
2014,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.79532,414,414,0.75641,0.83423
2014,46-65 y.,Baden-Wuerttemberg,Yes,0.73854,750,799,0.70806,0.76903
2014,46-65 y.,Baden-Wuerttemberg,No,0.05415,49,799,0.03845,0.06985
2014,46-65 y.,Bavaria,Yes,0.78617,1120,1202,0.76298,0.80935
2014,46-65 y.,Bavaria,No,0.04559,82,1202,0.03379,0.05739
2014,46-65 y.,Berlin,Yes,0.89605,276,276,0.85997,0.93212
2014,46-65 y.,Brandenburg,Yes,0.90411,354,354,0.87339,0.93483
2014,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.95405,199,199,0.92488,0.98321
2014,46-65 y.,Saxony,Yes,0.94614,530,530,0.92690,0.96538
2014,46-65 y.,Saxony-Anhalt,Yes,0.97306,310,310,0.95500,0.99111
2014,46-65 y.,Thuringa,Yes,0.94494,339,339,0.92063,0.96926
2014,66 and older,Schleswig-Holstein,Yes,0.85265,161,161,0.79773,0.90757
2014,66 and older,Hamburg,Yes,0.91222,87,87,0.85242,0.97203
2014,66 and older,Lower Saxony,Yes,0.90922,438,438,0.88229,0.93616
2014,66 and older,Bremen,Yes,0.90359,33,33,0.80132,1.00585
2014,66 and older,North Rhine-Westphalia,Yes,0.90607,830,830,0.88621,0.92593
2014,66 and older,Hesse,Yes,0.86252,250,250,0.81975,0.90529
2014,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.91139,262,262,0.87691,0.94587
2014,66 and older,Baden-Wuerttemberg,Yes,0.83879,451,451,0.80482,0.87277
2014,66 and older,Bavaria,Yes,0.85757,638,680,0.83128,0.88386
2014,66 and older,Bavaria,No,0.03772,42,680,0.02339,0.05204
2014,66 and older,Berlin,Yes,0.95516,188,188,0.92549,0.98482
2014,66 and older,Brandenburg,Yes,0.97829,230,230,0.95941,0.99716
2014,66 and older,Mecklenburg-Western Pomerania,Yes,0.95184,115,115,0.91254,0.99114
2014,66 and older,Saxony,Yes,0.95364,330,330,0.93092,0.97636
2014,66 and older,Saxony-Anhalt,Yes,0.98405,201,201,0.96668,1.00141
2014,66 and older,Thuringa,Yes,0.91992,200,200,0.88221,0.95763
2015,17-29 y.,Schleswig-Holstein,Yes,0.77322,110,110,0.69461,0.85184
2015,17-29 y.,Hamburg,Yes,0.61410,34,34,0.44800,0.78019
2015,17-29 y.,Lower Saxony,Yes,0.69120,270,306,0.63935,0.74305
2015,17-29 y.,Lower Saxony,No,0.05559,36,306,0.02987,0.08130
2015,17-29 y.,North Rhine-Westphalia,Yes,0.61995,519,651,0.58263,0.65727
2015,17-29 y.,North Rhine-Westphalia,No,0.10090,132,651,0.07775,0.12406
2015,17-29 y.,Hesse,Yes,0.58813,161,205,0.52059,0.65567
2015,17-29 y.,Hesse,No,0.08920,44,205,0.05009,0.12832
2015,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.53214,133,171,0.45713,0.60715
2015,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.15376,38,171,0.09953,0.20798
2015,17-29 y.,Baden-Wuerttemberg,Yes,0.62728,303,372,0.57808,0.67648
2015,17-29 y.,Baden-Wuerttemberg,No,0.10339,69,372,0.07241,0.13437
2015,17-29 y.,Bavaria,Yes,0.66871,467,539,0.62893,0.70848
2015,17-29 y.,Bavaria,No,0.08045,72,539,0.05746,0.10343
2015,17-29 y.,Berlin,Yes,0.61357,97,97,0.51616,0.71097
2015,17-29 y.,Brandenburg,Yes,0.81361,86,86,0.73082,0.89640
2015,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.92672,61,61,0.86078,0.99266
2015,17-29 y.,Saxony,Yes,0.87147,182,182,0.82271,0.92023
2015,17-29 y.,Saxony-Anhalt,Yes,0.87980,99,99,0.81541,0.94418
2015,17-29 y.,Thuringa,Yes,0.77767,103,103,0.69697,0.85836
2015,30-45 y.,Schleswig-Holstein,Yes,0.80487,193,193,0.74881,0.86092
2015,30-45 y.,Hamburg,Yes,0.64297,79,79,0.53664,0.74930
2015,30-45 y.,Lower Saxony,Yes,0.75893,475,512,0.72184,0.79602
2015,30-45 y.,Lower Saxony,No,0.03640,37,512,0.02016,0.05264
2015,30-45 y.,North Rhine-Westphalia,Yes,0.65666,842,968,0.62673,0.68659
2015,30-45 y.,North Rhine-Westphalia,No,0.05910,126,968,0.04424,0.07396
2015,30-45 y.,Hesse,Yes,0.63768,295,333,0.58597,0.68938
2015,30-45 y.,Hesse,No,0.07100,38,333,0.04338,0.09863
2015,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.68401,230,230,0.62379,0.74422
2015,30-45 y.,Baden-Wuerttemberg,Yes,0.56459,545,609,0.52518,0.60401
2015,30-45 y.,Baden-Wuerttemberg,No,0.07110,64,609,0.05067,0.09152
2015,30-45 y.,Bavaria,Yes,0.66104,772,864,0.62946,0.69262
2015,30-45 y.,Bavaria,No,0.06507,92,864,0.04862,0.08153
2015,30-45 y.,Berlin,Yes,0.76045,204,204,0.70174,0.81916
2015,30-45 y.,Brandenburg,Yes,0.89976,208,208,0.85884,0.94067
2015,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.97285,147,147,0.94649,0.99921
2015,30-45 y.,Saxony,Yes,0.90145,399,399,0.87217,0.93073
2015,30-45 y.,Saxony-Anhalt,Yes,0.92631,223,223,0.89195,0.96068
2015,30-45 y.,Thuringa,Yes,0.90839,231,231,0.87111,0.94567
2015,46-65 y.,Schleswig-Holstein,Yes,0.88348,220,220,0.84099,0.92598
2015,46-65 y.,Hamburg,Yes,0.76675,92,92,0.67986,0.85364
2015,46-65 y.,Lower Saxony,Yes,0.86782,698,698,0.84268,0.89297
2015,46-65 y.,Bremen,Yes,0.73688,35,35,0.58887,0.88489
2015,46-65 y.,North Rhine-Westphalia,Yes,0.78881,1364,1449,0.76779,0.80984
2015,46-65 y.,North Rhine-Westphalia,No,0.04056,85,1449,0.03040,0.05072
2015,46-65 y.,Hesse,Yes,0.75712,492,492,0.71919,0.79505
2015,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.77471,428,428,0.73508,0.81434
2015,46-65 y.,Baden-Wuerttemberg,Yes,0.73134,738,798,0.70057,0.76212
2015,46-65 y.,Baden-Wuerttemberg,No,0.05968,60,798,0.04323,0.07612
2015,46-65 y.,Bavaria,Yes,0.78937,1124,1222,0.76650,0.81224
2015,46-65 y.,Bavaria,No,0.05107,98,1222,0.03872,0.06342
2015,46-65 y.,Berlin,Yes,0.87890,270,270,0.83991,0.91789
2015,46-65 y.,Brandenburg,Yes,0.91708,344,344,0.88790,0.94627
2015,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.94232,188,188,0.90891,0.97574
2015,46-65 y.,Saxony,Yes,0.93359,488,488,0.91147,0.95570
2015,46-65 y.,Saxony-Anhalt,Yes,0.92704,292,292,0.89716,0.95692
2015,46-65 y.,Thuringa,Yes,0.92105,332,332,0.89200,0.95010
2015,66 and older,Schleswig-Holstein,Yes,0.82946,151,151,0.76927,0.88965
2015,66 and older,Hamburg,Yes,0.90828,90,90,0.84831,0.96824
2015,66 and older,Lower Saxony,Yes,0.91867,446,446,0.89327,0.94407
2015,66 and older,North Rhine-Westphalia,Yes,0.87975,806,806,0.85728,0.90222
2015,66 and older,Hesse,Yes,0.86533,238,238,0.82187,0.90879
2015,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.87890,265,265,0.83954,0.91825
2015,66 and older,Baden-Wuerttemberg,Yes,0.85025,451,451,0.81728,0.88322
2015,66 and older,Bavaria,Yes,0.87052,638,677,0.84521,0.89583
2015,66 and older,Bavaria,No,0.04097,39,677,0.02603,0.05591
2015,66 and older,Berlin,Yes,0.93156,175,175,0.89404,0.96908
2015,66 and older,Brandenburg,Yes,0.97830,232,232,0.95951,0.99709
2015,66 and older,Mecklenburg-Western Pomerania,Yes,0.97304,124,124,0.94442,1.00167
2015,66 and older,Saxony,Yes,0.94897,334,334,0.92533,0.97260
2015,66 and older,Saxony-Anhalt,Yes,0.97734,198,198,0.95656,0.99812
2015,66 and older,Thuringa,Yes,0.94658,200,200,0.91533,0.97782
2016,17-29 y.,Schleswig-Holstein,Yes,0.80413,99,99,0.72555,0.88271
2016,17-29 y.,Hamburg,Yes,0.68617,41,41,0.54236,0.82998
2016,17-29 y.,Lower Saxony,Yes,0.71004,276,312,0.65961,0.76047
2016,17-29 y.,Lower Saxony,No,0.05843,36,312,0.03236,0.08450
2016,17-29 y.,North Rhine-Westphalia,Yes,0.63037,507,635,0.59280,0.66795
2016,17-29 y.,North Rhine-Westphalia,No,0.11359,128,635,0.08889,0.13829
2016,17-29 y.,Hesse,Yes,0.56393,142,177,0.49066,0.63719
2016,17-29 y.,Hesse,No,0.06849,35,177,0.03117,0.10581
2016,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.58995,122,158,0.51301,0.66689
2016,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.14920,36,158,0.09346,0.20493
2016,17-29 y.,Baden-Wuerttemberg,Yes,0.60994,274,337,0.55779,0.66210
2016,17-29 y.,Baden-Wuerttemberg,No,0.09977,63,337,0.06773,0.13182
2016,17-29 y.,Bavaria,Yes,0.67517,402,471,0.63283,0.71751
2016,17-29 y.,Bavaria,No,0.08478,69,471,0.05960,0.10997
2016,17-29 y.,Berlin,Yes,0.56951,86,86,0.46425,0.67478
2016,17-29 y.,Brandenburg,Yes,0.74466,86,86,0.65196,0.83737
2016,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.81403,57,57,0.71213,0.91594
2016,17-29 y.,Saxony,Yes,0.90311,170,170,0.85851,0.94771
2016,17-29 y.,Saxony-Anhalt,Yes,0.79769,91,91,0.71470,0.88069
2016,17-29 y.,Thuringa,Yes,0.78676,88,88,0.70069,0.87283
2016,30-45 y.,Schleswig-Holstein,Yes,0.78286,188,188,0.72376,0.84195
2016,30-45 y.,Hamburg,Yes,0.63271,63,63,0.51272,0.75271
2016,30-45 y.,Lower Saxony,Yes,0.76792,397,397,0.72634,0.80950
2016,30-45 y.,North Rhine-Westphalia,Yes,0.65933,756,868,0.62778,0.69087
2016,30-45 y.,North Rhine-Westphalia,No,0.05558,112,868,0.04033,0.07083
2016,30-45 y.,Hesse,Yes,0.64395,249,249,0.58435,0.70354
2016,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.69341,215,215,0.63163,0.75519
2016,30-45 y.,Baden-Wuerttemberg,Yes,0.57843,485,540,0.53675,0.62012
2016,30-45 y.,Baden-Wuerttemberg,No,0.06622,55,540,0.04522,0.08721
2016,30-45 y.,Bavaria,Yes,0.67099,680,754,0.63743,0.70455
2016,30-45 y.,Bavaria,No,0.06231,74,754,0.04505,0.07958
2016,30-45 y.,Berlin,Yes,0.74929,182,182,0.68615,0.81243
2016,30-45 y.,Brandenburg,Yes,0.87283,183,183,0.82443,0.92123
2016,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.94119,126,126,0.89995,0.98244
2016,30-45 y.,Saxony,Yes,0.88951,357,357,0.85694,0.92207
2016,30-45 y.,Saxony-Anhalt,Yes,0.92029,197,197,0.88238,0.95821
2016,30-45 y.,Thuringa,Yes,0.87115,211,211,0.82583,0.91646
2016,46-65 y.,Schleswig-Holstein,Yes,0.85777,205,205,0.80984,0.90570
2016,46-65 y.,Hamburg,Yes,0.74347,92,92,0.65374,0.83320
