year,bula_h,regtyp,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Saxony-Anhalt,Urban regions,No,0.71419,113,151,0.64189,0.78649
2016,Saxony-Anhalt,Rural regions,Yes,0.55973,220,421,0.51226,0.60721
2016,Saxony-Anhalt,Rural regions,No,0.44027,201,421,0.39279,0.48774
2016,Thuringa,Urban regions,Yes,0.44089,81,191,0.37029,0.51149
2016,Thuringa,Urban regions,No,0.55911,110,191,0.48851,0.62971
2016,Thuringa,Rural regions,Yes,0.58096,236,416,0.53349,0.62843
2016,Thuringa,Rural regions,No,0.41904,180,416,0.37157,0.46651
2017,Schleswig-Holstein,Urban regions,Yes,0.58572,125,272,0.52707,0.64437
2017,Schleswig-Holstein,Urban regions,No,0.41428,147,272,0.35563,0.47293
2017,Schleswig-Holstein,Rural regions,Yes,0.79440,317,449,0.75698,0.83182
2017,Schleswig-Holstein,Rural regions,No,0.20560,132,449,0.16818,0.24302
2017,Hamburg,Urban regions,Yes,0.35277,110,333,0.30137,0.40417
2017,Hamburg,Urban regions,No,0.64723,223,333,0.59583,0.69863
2017,Lower Saxony,Urban regions,Yes,0.62910,491,817,0.59596,0.66224
2017,Lower Saxony,Urban regions,No,0.37090,326,817,0.33776,0.40404
2017,Lower Saxony,Rural regions,Yes,0.81291,824,1085,0.78969,0.83613
2017,Lower Saxony,Rural regions,No,0.18709,261,1085,0.16387,0.21031
2017,Bremen,Urban regions,Yes,0.48941,78,181,0.41638,0.56244
2017,Bremen,Urban regions,No,0.51059,103,181,0.43756,0.58362
2017,North Rhine-Westphalia,Urban regions,Yes,0.60674,2067,3738,0.59108,0.62241
2017,North Rhine-Westphalia,Urban regions,No,0.39326,1671,3738,0.37759,0.40892
2017,North Rhine-Westphalia,Rural regions,Yes,0.79669,61,61,0.69485,0.89852
2017,Hesse,Urban regions,Yes,0.53559,523,1007,0.50477,0.56641
2017,Hesse,Urban regions,No,0.46441,484,1007,0.43359,0.49523
2017,Hesse,Rural regions,Yes,0.65121,164,268,0.59404,0.70838
2017,Hesse,Rural regions,No,0.34879,104,268,0.29162,0.40596
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.62847,472,812,0.59521,0.66173
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.37153,340,812,0.33827,0.40479
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.74959,171,256,0.69641,0.80276
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.25041,85,256,0.19724,0.30359
2017,Baden-Wuerttemberg,Urban regions,Yes,0.61800,1069,1780,0.59542,0.64058
2017,Baden-Wuerttemberg,Urban regions,No,0.38200,711,1780,0.35942,0.40458
2017,Baden-Wuerttemberg,Rural regions,Yes,0.80192,163,226,0.74984,0.85400
2017,Baden-Wuerttemberg,Rural regions,No,0.19808,63,226,0.14600,0.25016
2017,Bavaria,Urban regions,Yes,0.50921,676,1273,0.48174,0.53669
2017,Bavaria,Urban regions,No,0.49079,597,1273,0.46331,0.51826
2017,Bavaria,Rural regions,Yes,0.69747,1010,1481,0.67406,0.72087
2017,Bavaria,Rural regions,No,0.30253,471,1481,0.27913,0.32594
2017,Berlin,Urban regions,Yes,0.24111,170,722,0.20988,0.27233
2017,Berlin,Urban regions,No,0.75889,552,722,0.72767,0.79012
2017,Brandenburg,Urban regions,No,0.73552,40,40,0.59709,0.87395
2017,Brandenburg,Rural regions,Yes,0.61512,376,647,0.57760,0.65265
2017,Brandenburg,Rural regions,No,0.38488,271,647,0.34735,0.42240
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.82599,52,52,0.72194,0.93004
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.47458,165,344,0.42174,0.52743
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.52542,179,344,0.47257,0.57826
2017,Saxony,Urban regions,Yes,0.44460,259,610,0.40513,0.48406
2017,Saxony,Urban regions,No,0.55540,351,610,0.51594,0.59487
2017,Saxony,Rural regions,Yes,0.60314,299,475,0.55909,0.64718
2017,Saxony,Rural regions,No,0.39686,176,475,0.35282,0.44091
2017,Saxony-Anhalt,Urban regions,Yes,0.30062,39,148,0.22649,0.37474
2017,Saxony-Anhalt,Urban regions,No,0.69938,109,148,0.62526,0.77351
2017,Saxony-Anhalt,Rural regions,Yes,0.59227,268,481,0.54831,0.63623
2017,Saxony-Anhalt,Rural regions,No,0.40773,213,481,0.36377,0.45169
2017,Thuringa,Urban regions,Yes,0.48626,93,211,0.41866,0.55386
2017,Thuringa,Urban regions,No,0.51374,118,211,0.44614,0.58134
2017,Thuringa,Rural regions,Yes,0.60793,273,444,0.56247,0.65340
2017,Thuringa,Rural regions,No,0.39207,171,444,0.34660,0.43753
2018,Schleswig-Holstein,Urban regions,Yes,0.55798,128,280,0.49971,0.61626
2018,Schleswig-Holstein,Urban regions,No,0.44202,152,280,0.38374,0.50029
2018,Schleswig-Holstein,Rural regions,Yes,0.74240,272,394,0.69916,0.78564
2018,Schleswig-Holstein,Rural regions,No,0.25760,122,394,0.21436,0.30084
2018,Hamburg,Urban regions,Yes,0.32486,117,359,0.27635,0.37338
2018,Hamburg,Urban regions,No,0.67514,242,359,0.62662,0.72365
2018,Lower Saxony,Urban regions,Yes,0.61966,454,791,0.58581,0.65352
2018,Lower Saxony,Urban regions,No,0.38034,337,791,0.34648,0.41419
2018,Lower Saxony,Rural regions,Yes,0.80450,748,994,0.77984,0.82917
2018,Lower Saxony,Rural regions,No,0.19550,246,994,0.17083,0.22016
2018,Bremen,Urban regions,Yes,0.54923,84,183,0.47695,0.62152
2018,Bremen,Urban regions,No,0.45077,99,183,0.37848,0.52305
2018,North Rhine-Westphalia,Urban regions,Yes,0.60105,1999,3649,0.58516,0.61694
2018,North Rhine-Westphalia,Urban regions,No,0.39895,1650,3649,0.38306,0.41484
2018,North Rhine-Westphalia,Rural regions,Yes,0.84468,55,55,0.74806,0.94129
2018,Hesse,Urban regions,Yes,0.57569,503,960,0.54441,0.60697
2018,Hesse,Urban regions,No,0.42431,457,960,0.39303,0.45559
2018,Hesse,Rural regions,Yes,0.63534,151,254,0.57602,0.69465
2018,Hesse,Rural regions,No,0.36466,103,254,0.30535,0.42398
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.67923,456,808,0.64703,0.71144
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.32077,352,808,0.28856,0.35297
2018,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.70621,161,245,0.64906,0.76336
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.29379,84,245,0.23664,0.35094
2018,Baden-Wuerttemberg,Urban regions,Yes,0.61400,1003,1664,0.59060,0.63740
2018,Baden-Wuerttemberg,Urban regions,No,0.38600,661,1664,0.36260,0.40940
2018,Baden-Wuerttemberg,Rural regions,Yes,0.76634,142,199,0.70740,0.82528
2018,Baden-Wuerttemberg,Rural regions,No,0.23366,57,199,0.17472,0.29260
2018,Bavaria,Urban regions,Yes,0.51197,615,1229,0.48402,0.53993
2018,Bavaria,Urban regions,No,0.48803,614,1229,0.46007,0.51598
2018,Bavaria,Rural regions,Yes,0.70893,974,1390,0.68504,0.73282
2018,Bavaria,Rural regions,No,0.29107,416,1390,0.26718,0.31496
2018,Berlin,Urban regions,Yes,0.21093,167,772,0.18214,0.23973
2018,Berlin,Urban regions,No,0.78907,605,772,0.76027,0.81786
2018,Brandenburg,Urban regions,No,0.60413,44,44,0.45796,0.75030
2018,Brandenburg,Rural regions,Yes,0.61059,336,654,0.57319,0.64799
2018,Brandenburg,Rural regions,No,0.38941,318,654,0.35201,0.42681
2018,Mecklenburg-Western Pomerania,Urban regions,No,0.80073,57,57,0.69611,0.90535
2018,Mecklenburg-Western Pomerania,Rural regions,Yes,0.49540,166,349,0.44287,0.54793
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.50460,183,349,0.45207,0.55713
2018,Saxony,Urban regions,Yes,0.43095,238,590,0.39096,0.47095
2018,Saxony,Urban regions,No,0.56905,352,590,0.52905,0.60904
2018,Saxony,Rural regions,Yes,0.61174,289,461,0.56721,0.65628
2018,Saxony,Rural regions,No,0.38826,172,461,0.34372,0.43279
2018,Saxony-Anhalt,Urban regions,Yes,0.31259,38,152,0.23865,0.38652
2018,Saxony-Anhalt,Urban regions,No,0.68741,114,152,0.61348,0.76135
2018,Saxony-Anhalt,Rural regions,Yes,0.61437,265,469,0.57027,0.65847
2018,Saxony-Anhalt,Rural regions,No,0.38563,204,469,0.34153,0.42973
2018,Thuringa,Urban regions,Yes,0.44673,91,222,0.38118,0.51228
2018,Thuringa,Urban regions,No,0.55327,131,222,0.48772,0.61882
2018,Thuringa,Rural regions,Yes,0.57820,243,416,0.53068,0.62571
2018,Thuringa,Rural regions,No,0.42180,173,416,0.37429,0.46932
2019,Schleswig-Holstein,Urban regions,Yes,0.54304,106,238,0.47962,0.60646
2019,Schleswig-Holstein,Urban regions,No,0.45696,132,238,0.39354,0.52038
2019,Schleswig-Holstein,Rural regions,Yes,0.78639,245,334,0.74237,0.83041
2019,Schleswig-Holstein,Rural regions,No,0.21361,89,334,0.16959,0.25763
2019,Hamburg,Urban regions,Yes,0.33392,100,306,0.28099,0.38685
2019,Hamburg,Urban regions,No,0.66608,206,306,0.61315,0.71901
2019,Lower Saxony,Urban regions,Yes,0.65984,390,646,0.62328,0.69641
2019,Lower Saxony,Urban regions,No,0.34016,256,646,0.30359,0.37672
2019,Lower Saxony,Rural regions,Yes,0.80598,659,852,0.77941,0.83255
2019,Lower Saxony,Rural regions,No,0.19402,193,852,0.16745,0.22059
2019,Bremen,Urban regions,Yes,0.53703,74,154,0.45802,0.61604
2019,Bremen,Urban regions,No,0.46297,80,154,0.38396,0.54198
2019,North Rhine-Westphalia,Urban regions,Yes,0.59727,1715,3121,0.58007,0.61448
2019,North Rhine-Westphalia,Urban regions,No,0.40273,1406,3121,0.38552,0.41993
2019,North Rhine-Westphalia,Rural regions,Yes,0.88144,50,50,0.79092,0.97195
2019,Hesse,Urban regions,Yes,0.57239,451,822,0.53855,0.60623
2019,Hesse,Urban regions,No,0.42761,371,822,0.39377,0.46145
2019,Hesse,Rural regions,Yes,0.67604,119,189,0.60914,0.74294
2019,Hesse,Rural regions,No,0.32396,70,189,0.25706,0.39086
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.69901,368,662,0.66404,0.73397
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.30099,294,662,0.26603,0.33596
2019,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.75952,146,203,0.70058,0.81846
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.24048,57,203,0.18154,0.29942
2019,Baden-Wuerttemberg,Urban regions,Yes,0.62973,846,1394,0.60437,0.65509
2019,Baden-Wuerttemberg,Urban regions,No,0.37027,548,1394,0.34491,0.39563
2019,Baden-Wuerttemberg,Rural regions,Yes,0.77491,119,174,0.71268,0.83715
2019,Baden-Wuerttemberg,Rural regions,No,0.22509,55,174,0.16285,0.28732
2019,Bavaria,Urban regions,Yes,0.54150,521,1005,0.51068,0.57232
2019,Bavaria,Urban regions,No,0.45850,484,1005,0.42768,0.48932
2019,Bavaria,Rural regions,Yes,0.71717,818,1199,0.69166,0.74267
2019,Bavaria,Rural regions,No,0.28283,381,1199,0.25733,0.30834
2019,Berlin,Urban regions,Yes,0.22554,137,635,0.19300,0.25807
2019,Berlin,Urban regions,No,0.77446,498,635,0.74193,0.80700
2019,Brandenburg,Urban regions,No,0.58098,37,37,0.41980,0.74215
2019,Brandenburg,Rural regions,Yes,0.62743,312,576,0.58791,0.66695
2019,Brandenburg,Rural regions,No,0.37257,264,576,0.33305,0.41209
2019,Mecklenburg-Western Pomerania,Urban regions,No,0.80582,48,48,0.69273,0.91891
2019,Mecklenburg-Western Pomerania,Rural regions,Yes,0.52749,144,284,0.46933,0.58566
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.47251,140,284,0.41434,0.53067
2019,Saxony,Urban regions,Yes,0.45646,208,495,0.41253,0.50038
2019,Saxony,Urban regions,No,0.54354,287,495,0.49962,0.58747
2019,Saxony,Rural regions,Yes,0.60344,255,398,0.55532,0.65156
2019,Saxony,Rural regions,No,0.39656,143,398,0.34844,0.44468
2019,Saxony-Anhalt,Urban regions,Yes,0.27380,33,136,0.19858,0.34903
2019,Saxony-Anhalt,Urban regions,No,0.72620,103,136,0.65097,0.80142
2019,Saxony-Anhalt,Rural regions,Yes,0.63431,222,376,0.58556,0.68306
2019,Saxony-Anhalt,Rural regions,No,0.36569,154,376,0.31694,0.41444
2019,Thuringa,Urban regions,Yes,0.49871,77,174,0.42421,0.57322
2019,Thuringa,Urban regions,No,0.50129,97,174,0.42678,0.57579
2019,Thuringa,Rural regions,Yes,0.58126,213,353,0.52972,0.63280
2019,Thuringa,Rural regions,No,0.41874,140,353,0.36720,0.47028
2020,Schleswig-Holstein,Urban regions,Yes,0.54145,138,288,0.48380,0.59909
2020,Schleswig-Holstein,Urban regions,No,0.45855,150,288,0.40091,0.51620
2020,Schleswig-Holstein,Rural regions,Yes,0.78862,282,403,0.74870,0.82853
2020,Schleswig-Holstein,Rural regions,No,0.21138,121,403,0.17147,0.25130
2020,Hamburg,Urban regions,Yes,0.33970,154,437,0.29525,0.38416
2020,Hamburg,Urban regions,No,0.66030,283,437,0.61584,0.70475
2020,Lower Saxony,Urban regions,Yes,0.66031,486,823,0.62793,0.69269
2020,Lower Saxony,Urban regions,No,0.33969,337,823,0.30731,0.37207
2020,Lower Saxony,Rural regions,Yes,0.78521,721,990,0.75962,0.81081
2020,Lower Saxony,Rural regions,No,0.21479,269,990,0.18919,0.24038
2020,Bremen,Urban regions,Yes,0.52320,78,213,0.45597,0.59044
2020,Bremen,Urban regions,No,0.47680,135,213,0.40956,0.54403
2020,North Rhine-Westphalia,Urban regions,Yes,0.58855,2142,4289,0.57382,0.60328
2020,North Rhine-Westphalia,Urban regions,No,0.41145,2147,4289,0.39672,0.42618
2020,North Rhine-Westphalia,Rural regions,Yes,0.87016,47,47,0.77302,0.96729
2020,Hesse,Urban regions,Yes,0.58873,554,1126,0.55998,0.61749
2020,Hesse,Urban regions,No,0.41127,572,1126,0.38251,0.44002
2020,Hesse,Rural regions,Yes,0.70676,156,223,0.64687,0.76664
2020,Hesse,Rural regions,No,0.29324,67,223,0.23336,0.35313
2020,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.70598,462,810,0.67458,0.73737
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.29402,348,810,0.26263,0.32542
2020,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.78197,168,240,0.72962,0.83432
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.21803,72,240,0.16568,0.27038
2020,Baden-Wuerttemberg,Urban regions,Yes,0.64083,1059,1770,0.61848,0.66319
2020,Baden-Wuerttemberg,Urban regions,No,0.35917,711,1770,0.33681,0.38152
2020,Baden-Wuerttemberg,Rural regions,Yes,0.79787,152,225,0.74528,0.85046
2020,Baden-Wuerttemberg,Rural regions,No,0.20213,73,225,0.14954,0.25472
2020,Bavaria,Urban regions,Yes,0.51960,705,1428,0.49368,0.54552
2020,Bavaria,Urban regions,No,0.48040,723,1428,0.45448,0.50632
2020,Bavaria,Rural regions,Yes,0.72989,1001,1474,0.70722,0.75257
2020,Bavaria,Rural regions,No,0.27011,473,1474,0.24743,0.29278
2020,Berlin,Urban regions,Yes,0.23385,234,1037,0.20807,0.25962
2020,Berlin,Urban regions,No,0.76615,803,1037,0.74038,0.79193
2020,Brandenburg,Urban regions,No,0.67240,42,42,0.52873,0.81606
2020,Brandenburg,Rural regions,Yes,0.63803,403,687,0.60206,0.67399
2020,Brandenburg,Rural regions,No,0.36197,284,687,0.32601,0.39794
2020,Mecklenburg-Western Pomerania,Urban regions,No,0.83017,58,58,0.73269,0.92765
2020,Mecklenburg-Western Pomerania,Rural regions,Yes,0.51708,154,303,0.46072,0.57344
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.48292,149,303,0.42656,0.53928
2020,Saxony,Urban regions,Yes,0.45450,262,616,0.41515,0.49385
2020,Saxony,Urban regions,No,0.54550,354,616,0.50615,0.58485
2020,Saxony,Rural regions,Yes,0.61577,294,462,0.57137,0.66017
2020,Saxony,Rural regions,No,0.38423,168,462,0.33983,0.42863
2020,Saxony-Anhalt,Urban regions,Yes,0.26726,40,173,0.20113,0.33340
2020,Saxony-Anhalt,Urban regions,No,0.73274,133,173,0.66660,0.79887
2020,Saxony-Anhalt,Rural regions,Yes,0.60513,267,450,0.55992,0.65035
2020,Saxony-Anhalt,Rural regions,No,0.39487,183,450,0.34965,0.44008
2020,Thuringa,Urban regions,Yes,0.45671,94,226,0.39163,0.52180
2020,Thuringa,Urban regions,No,0.54329,132,226,0.47820,0.60837
2020,Thuringa,Rural regions,Yes,0.58203,248,404,0.53388,0.63019
2020,Thuringa,Rural regions,No,0.41797,156,404,0.36981,0.46612
2021,Schleswig-Holstein,Urban regions,Yes,0.54730,102,186,0.47557,0.61902
2021,Schleswig-Holstein,Urban regions,No,0.45270,84,186,0.38098,0.52443
2021,Schleswig-Holstein,Rural regions,Yes,0.82696,203,272,0.78192,0.87200
2021,Schleswig-Holstein,Rural regions,No,0.17304,69,272,0.12800,0.21808
2021,Hamburg,Urban regions,Yes,0.40061,104,270,0.34205,0.45917
2021,Hamburg,Urban regions,No,0.59939,166,270,0.54083,0.65795
2021,Lower Saxony,Urban regions,Yes,0.66612,311,478,0.62379,0.70844
2021,Lower Saxony,Urban regions,No,0.33388,167,478,0.29156,0.37621
2021,Lower Saxony,Rural regions,Yes,0.74014,455,595,0.70487,0.77541
2021,Lower Saxony,Rural regions,No,0.25986,140,595,0.22459,0.29513
2021,Bremen,Urban regions,Yes,0.60121,39,88,0.49831,0.70410
2021,Bremen,Urban regions,No,0.39879,49,88,0.29590,0.50169
2021,North Rhine-Westphalia,Urban regions,Yes,0.59334,1296,2339,0.57343,0.61325
2021,North Rhine-Westphalia,Urban regions,No,0.40666,1043,2339,0.38675,0.42657
2021,North Rhine-Westphalia,Rural regions,Yes,0.89987,41,41,0.80685,0.99290
2021,Hesse,Urban regions,Yes,0.57141,316,634,0.53286,0.60996
2021,Hesse,Urban regions,No,0.42859,318,634,0.39004,0.46714
2021,Hesse,Rural regions,Yes,0.63738,78,127,0.55343,0.72132
2021,Hesse,Rural regions,No,0.36262,49,127,0.27868,0.44657
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.71609,274,454,0.67457,0.75762
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.28391,180,454,0.24238,0.32543
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.81668,98,98,0.73968,0.89369
2021,Baden-Wuerttemberg,Urban regions,Yes,0.64252,656,1014,0.61301,0.67204
2021,Baden-Wuerttemberg,Urban regions,No,0.35748,358,1014,0.32796,0.38699
2021,Baden-Wuerttemberg,Rural regions,Yes,0.80121,93,93,0.71966,0.88277
2021,Bavaria,Urban regions,Yes,0.50269,437,829,0.46863,0.53675
2021,Bavaria,Urban regions,No,0.49731,392,829,0.46325,0.53137
2021,Bavaria,Rural regions,Yes,0.72695,625,860,0.69716,0.75674
2021,Bavaria,Rural regions,No,0.27305,235,860,0.24326,0.30284
2021,Berlin,Urban regions,Yes,0.21423,141,601,0.18140,0.24706
2021,Berlin,Urban regions,No,0.78577,460,601,0.75294,0.81860
2021,Brandenburg,Rural regions,Yes,0.63223,237,389,0.58425,0.68021
2021,Brandenburg,Rural regions,No,0.36777,152,389,0.31979,0.41575
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.74246,37,37,0.59962,0.88531
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.52528,117,196,0.45519,0.59537
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.47472,79,196,0.40463,0.54481
2021,Saxony,Urban regions,Yes,0.45639,165,391,0.40696,0.50583
2021,Saxony,Urban regions,No,0.54361,226,391,0.49417,0.59304
2021,Saxony,Rural regions,Yes,0.65021,219,322,0.59804,0.70238
2021,Saxony,Rural regions,No,0.34979,103,322,0.29762,0.40196
2021,Saxony-Anhalt,Urban regions,No,0.66581,66,66,0.55114,0.78049
2021,Saxony-Anhalt,Rural regions,Yes,0.53096,152,269,0.47121,0.59071
2021,Saxony-Anhalt,Rural regions,No,0.46904,117,269,0.40929,0.52879
2021,Thuringa,Urban regions,Yes,0.45063,58,143,0.36880,0.53247
2021,Thuringa,Urban regions,No,0.54937,85,143,0.46753,0.63120
2021,Thuringa,Rural regions,Yes,0.61024,158,242,0.54866,0.67181
2021,Thuringa,Rural regions,No,0.38976,84,242,0.32819,0.45134
2022,Schleswig-Holstein,Urban regions,Yes,0.61760,172,283,0.56088,0.67432
2022,Schleswig-Holstein,Urban regions,No,0.38240,111,283,0.32568,0.43912
2022,Schleswig-Holstein,Rural regions,Yes,0.73609,303,408,0.69327,0.77891
2022,Schleswig-Holstein,Rural regions,No,0.26391,105,408,0.22109,0.30673
2022,Hamburg,Urban regions,Yes,0.40712,195,464,0.36237,0.45187
2022,Hamburg,Urban regions,No,0.59288,269,464,0.54813,0.63763
2022,Lower Saxony,Urban regions,Yes,0.66533,488,793,0.63246,0.69819
2022,Lower Saxony,Urban regions,No,0.33467,305,793,0.30181,0.36754
2022,Lower Saxony,Rural regions,Yes,0.80963,756,943,0.78456,0.83470
2022,Lower Saxony,Rural regions,No,0.19037,187,943,0.16530,0.21544
2022,Bremen,Urban regions,Yes,0.60165,76,152,0.52356,0.67973
2022,Bremen,Urban regions,No,0.39835,76,152,0.32027,0.47644
2022,North Rhine-Westphalia,Urban regions,Yes,0.62022,2440,4098,0.60536,0.63509
2022,North Rhine-Westphalia,Urban regions,No,0.37978,1658,4098,0.36491,0.39464
2022,North Rhine-Westphalia,Rural regions,Yes,0.89247,78,78,0.82327,0.96166
2022,Hesse,Urban regions,Yes,0.59358,583,1074,0.56419,0.62297
2022,Hesse,Urban regions,No,0.40642,491,1074,0.37703,0.43581
2022,Hesse,Rural regions,Yes,0.70728,185,253,0.65110,0.76346
2022,Hesse,Rural regions,No,0.29272,68,253,0.23654,0.34890
2022,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.69035,465,756,0.65737,0.72333
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.30965,291,756,0.27667,0.34263
2022,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.76855,141,198,0.70966,0.82745
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.23145,57,198,0.17255,0.29034
2022,Baden-Wuerttemberg,Urban regions,Yes,0.60239,1156,2025,0.58107,0.62372
2022,Baden-Wuerttemberg,Urban regions,No,0.39761,869,2025,0.37628,0.41893
2022,Baden-Wuerttemberg,Rural regions,Yes,0.84031,251,307,0.79927,0.88136
2022,Baden-Wuerttemberg,Rural regions,No,0.15969,56,307,0.11864,0.20073
2022,Bavaria,Urban regions,Yes,0.50961,829,1768,0.48630,0.53292
2022,Bavaria,Urban regions,No,0.49039,939,1768,0.46708,0.51370
2022,Bavaria,Rural regions,Yes,0.75578,1078,1415,0.73339,0.77818
2022,Bavaria,Rural regions,No,0.24422,337,1415,0.22182,0.26661
2022,Berlin,Urban regions,Yes,0.23884,311,1200,0.21471,0.26298
2022,Berlin,Urban regions,No,0.76116,889,1200,0.73702,0.78529
2022,Brandenburg,Urban regions,No,0.74079,46,46,0.61275,0.86882
2022,Brandenburg,Rural regions,Yes,0.61895,439,697,0.58287,0.65503
2022,Brandenburg,Rural regions,No,0.38105,258,697,0.34497,0.41713
2022,Mecklenburg-Western Pomerania,Urban regions,No,0.67220,62,62,0.55440,0.79000
2022,Mecklenburg-Western Pomerania,Rural regions,Yes,0.57555,210,342,0.52309,0.62801
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.42445,132,342,0.37199,0.47691
2022,Saxony,Urban regions,Yes,0.45676,300,669,0.41899,0.49454
2022,Saxony,Urban regions,No,0.54324,369,669,0.50546,0.58101
2022,Saxony,Rural regions,Yes,0.61105,448,662,0.57389,0.64822
2022,Saxony,Rural regions,No,0.38895,214,662,0.35178,0.42611
2022,Saxony-Anhalt,Urban regions,Yes,0.42177,61,163,0.34573,0.49782
2022,Saxony-Anhalt,Urban regions,No,0.57823,102,163,0.50218,0.65427
2022,Saxony-Anhalt,Rural regions,Yes,0.60245,344,535,0.56094,0.64396
2022,Saxony-Anhalt,Rural regions,No,0.39755,191,535,0.35604,0.43906
2022,Thuringa,Urban regions,Yes,0.53626,95,219,0.47006,0.60246
2022,Thuringa,Urban regions,No,0.46374,124,219,0.39754,0.52994
2022,Thuringa,Rural regions,Yes,0.65497,258,386,0.60749,0.70246
2022,Thuringa,Rural regions,No,0.34503,128,386,0.29754,0.39251
