year,bula_h,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,West,,,,,,,,,,,,
1984,Hamburg,West,,,,,,,,,,,,
1984,Lower Saxony,West,,,,,,,,,,,,
1984,Bremen,West,,,,,,,,,,,,
1984,North Rhine-Westphalia,West,,,,,,,,,,,,
1984,Hesse,West,,,,,,,,,,,,
1984,"Rhineland-Palatinate, Saarland",West,,,,,,,,,,,,
1984,Baden-Wuerttemberg,West,,,,,,,,,,,,
1984,Bavaria,West,,,,,,,,,,,,
1984,Berlin,West,,,,,,,,,,,,
1985,Schleswig-Holstein,West,,,,,,,,,,,,
1985,Hamburg,West,,,,,,,,,,,,
1985,Lower Saxony,West,,,,,,,,,,,,
1985,Bremen,West,,,,,,,,,,,,
1985,North Rhine-Westphalia,West,,,,,,,,,,,,
1985,Hesse,West,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",West,,,,,,,,,,,,
1985,Baden-Wuerttemberg,West,,,,,,,,,,,,
1985,Bavaria,West,,,,,,,,,,,,
1985,Berlin,West,,,,,,,,,,,,
1986,Schleswig-Holstein,West,,,,,,,,,,,,
1986,Hamburg,West,,,,,,,,,,,,
1986,Lower Saxony,West,,,,,,,,,,,,
1986,Bremen,West,,,,,,,,,,,,
1986,North Rhine-Westphalia,West,,,,,,,,,,,,
1986,Hesse,West,,,,,,,,,,,,
1986,"Rhineland-Palatinate, Saarland",West,,,,,,,,,,,,
1986,Baden-Wuerttemberg,West,,,,,,,,,,,,
1986,Bavaria,West,,,,,,,,,,,,
1986,Berlin,West,,,,,,,,,,,,
1987,Schleswig-Holstein,West,,,,,,,,,,,,
1987,Hamburg,West,,,,,,,,,,,,
1987,Lower Saxony,West,,,,,,,,,,,,
1987,Bremen,West,,,,,,,,,,,,
1987,North Rhine-Westphalia,West,,,,,,,,,,,,
1987,Hesse,West,,,,,,,,,,,,
1987,"Rhineland-Palatinate, Saarland",West,,,,,,,,,,,,
1987,Baden-Wuerttemberg,West,,,,,,,,,,,,
1987,Bavaria,West,,,,,,,,,,,,
1987,Berlin,West,,,,,,,,,,,,
1988,Schleswig-Holstein,West,,,,,,,,,,,,
1988,Hamburg,West,,,,,,,,,,,,
1988,Lower Saxony,West,,,,,,,,,,,,
1988,Bremen,West,,,,,,,,,,,,
1988,North Rhine-Westphalia,West,,,,,,,,,,,,
1988,Hesse,West,,,,,,,,,,,,
1988,"Rhineland-Palatinate, Saarland",West,,,,,,,,,,,,
1988,Baden-Wuerttemberg,West,,,,,,,,,,,,
1988,Bavaria,West,,,,,,,,,,,,
1988,Berlin,West,,,,,,,,,,,,
1989,Schleswig-Holstein,West,,,,,,,,,,,,
1989,Hamburg,West,,,,,,,,,,,,
1989,Lower Saxony,West,,,,,,,,,,,,
1989,Bremen,West,,,,,,,,,,,,
1989,North Rhine-Westphalia,West,,,,,,,,,,,,
1989,Hesse,West,,,,,,,,,,,,
1989,"Rhineland-Palatinate, Saarland",West,,,,,,,,,,,,
1989,Baden-Wuerttemberg,West,,,,,,,,,,,,
1989,Bavaria,West,,,,,,,,,,,,
1989,Berlin,West,,,,,,,,,,,,
1990,Schleswig-Holstein,West,,,,,,,,,,,,
1990,Hamburg,West,,,,,,,,,,,,
1990,Lower Saxony,West,,,,,,,,,,,,
1990,Bremen,West,,,,,,,,,,,,
1990,North Rhine-Westphalia,West,,,,,,,,,,,,
1990,Hesse,West,,,,,,,,,,,,
1990,"Rhineland-Palatinate, Saarland",West,,,,,,,,,,,,
1990,Baden-Wuerttemberg,West,,,,,,,,,,,,
1990,Bavaria,West,,,,,,,,,,,,
1990,Berlin,West,,,,,,,,,,,,
1990,Berlin,East,296,6.12053,5.85577,6.38529,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1990,Brandenburg,East,729,6.55562,6.40478,6.70646,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1990,Mecklenburg-Western Pomerania,East,504,6.28933,6.09197,6.48669,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1990,Saxony,East,1332,6.10017,5.98594,6.21440,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1990,Saxony-Anhalt,East,803,6.47371,6.32284,6.62458,5.00000,6.74332,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1990,Thuringa,East,743,6.55794,6.40805,6.70783,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1991,Schleswig-Holstein,West,297,7.38912,7.17507,7.60316,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1991,Hamburg,West,160,7.21398,6.92091,7.50704,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1991,Lower Saxony,West,969,7.37270,7.25527,7.49014,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1991,Bremen,West,97,7.33709,6.83071,7.84346,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1991,North Rhine-Westphalia,West,2540,7.26112,7.18944,7.33281,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,8.00000,8.00000
1991,Hesse,West,960,7.49543,7.37769,7.61317,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1991,"Rhineland-Palatinate, Saarland",West,666,7.27331,7.14059,7.40604,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1991,Baden-Wuerttemberg,West,1796,7.22043,7.13665,7.30421,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1991,Bavaria,West,1595,7.17673,7.08356,7.26990,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1991,Berlin,West,334,7.28130,7.08060,7.48199,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1991,Berlin,East,270,5.82621,5.56814,6.08429,5.00000,6.00000,7.00000,2.00000,10.00000,6.00000,6.00000,6.00000
1991,Brandenburg,East,674,5.86714,5.69900,6.03528,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1991,Mecklenburg-Western Pomerania,East,472,5.66711,5.47453,5.85969,5.00000,6.00000,7.00000,2.00000,10.00000,6.00000,5.00000,6.00000
1991,Saxony,East,1226,5.83460,5.72034,5.94885,5.00000,6.00000,7.00000,2.00000,10.00000,6.00000,6.00000,6.00000
1991,Saxony-Anhalt,East,791,5.93235,5.78881,6.07589,5.00000,6.00000,7.00000,2.00000,10.00000,6.00000,6.00000,6.00000
1991,Thuringa,East,694,5.90533,5.75089,6.05977,5.00000,6.00000,7.00000,2.00000,10.00000,6.00000,6.00000,6.00000
1992,Schleswig-Holstein,West,272,7.22511,6.98838,7.46184,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1992,Hamburg,West,151,6.94898,6.60335,7.29460,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1992,Lower Saxony,West,963,7.05267,6.92717,7.17816,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1992,Bremen,West,93,6.77752,6.21386,7.34118,5.00000,7.55566,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1992,North Rhine-Westphalia,West,2504,7.17181,7.10091,7.24272,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1992,Hesse,West,941,7.34230,7.22526,7.45934,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1992,"Rhineland-Palatinate, Saarland",West,656,7.12373,6.99054,7.25691,6.00000,7.18772,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1992,Baden-Wuerttemberg,West,1752,6.98182,6.89262,7.07101,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1992,Bavaria,West,1633,7.13447,7.04915,7.21980,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1992,Berlin,West,312,6.74538,6.52884,6.96192,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1992,Berlin,East,276,5.62704,5.37053,5.88354,4.00000,6.00000,7.00000,0.00000,10.00000,6.00000,5.00000,6.00000
1992,Brandenburg,East,656,5.94963,5.81488,6.08437,5.00000,6.00000,7.00000,2.00000,10.00000,6.00000,6.00000,6.00000
1992,Mecklenburg-Western Pomerania,East,415,5.70038,5.49759,5.90318,5.00000,6.00000,7.00000,2.00000,10.00000,6.00000,6.00000,6.00000
1992,Saxony,East,1157,5.71769,5.61149,5.82388,5.00000,6.00000,7.00000,2.00000,10.00000,6.00000,5.00000,6.00000
1992,Saxony-Anhalt,East,766,5.70437,5.57106,5.83768,5.00000,6.00000,7.00000,2.00000,10.00000,6.00000,5.00000,6.00000
1992,Thuringa,East,683,5.62564,5.48212,5.76916,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,6.00000
1993,Schleswig-Holstein,West,286,7.20009,6.95842,7.44176,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1993,Hamburg,West,142,6.90232,6.57525,7.22939,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1993,Lower Saxony,West,974,7.31468,7.19494,7.43442,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1993,Bremen,West,90,7.42016,6.85060,7.98972,5.74558,8.00000,10.00000,0.00000,10.00000,8.00000,8.00000,9.00000
1993,North Rhine-Westphalia,West,2492,7.25680,7.18235,7.33125,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1993,Hesse,West,925,7.50191,7.37574,7.62808,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1993,"Rhineland-Palatinate, Saarland",West,635,7.23408,7.09339,7.37477,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1993,Baden-Wuerttemberg,West,1770,7.10812,7.01686,7.19939,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1993,Bavaria,West,1614,7.31982,7.23127,7.40837,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1993,Berlin,West,297,7.17079,6.94757,7.39401,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
1993,Berlin,East,273,6.18472,5.91669,6.45276,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1993,Brandenburg,East,629,6.29612,6.15530,6.43693,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1993,Mecklenburg-Western Pomerania,East,404,6.24986,6.05279,6.44692,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1993,Saxony,East,1114,6.25269,6.13742,6.36796,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1993,Saxony-Anhalt,East,737,6.13332,5.99162,6.27501,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1993,Thuringa,East,659,6.16086,6.00662,6.31510,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1994,Schleswig-Holstein,West,,,,,,,,,,,,
1994,Hamburg,West,,,,,,,,,,,,
1994,Lower Saxony,West,,,,,,,,,,,,
1994,Bremen,West,,,,,,,,,,,,
1994,North Rhine-Westphalia,West,,,,,,,,,,,,
1994,Hesse,West,,,,,,,,,,,,
1994,"Rhineland-Palatinate, Saarland",West,,,,,,,,,,,,
1994,Baden-Wuerttemberg,West,,,,,,,,,,,,
1994,Bavaria,West,,,,,,,,,,,,
1994,Berlin,West,,,,,,,,,,,,
1994,Berlin,East,,,,,,,,,,,,
1994,Brandenburg,East,,,,,,,,,,,,
1994,Mecklenburg-Western Pomerania,East,,,,,,,,,,,,
1994,Saxony,East,,,,,,,,,,,,
1994,Saxony-Anhalt,East,,,,,,,,,,,,
1994,Thuringa,East,,,,,,,,,,,,
1995,Schleswig-Holstein,West,282,7.45856,7.22032,7.69680,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1995,Hamburg,West,132,6.78669,6.48488,7.08850,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1995,Lower Saxony,West,1043,7.15765,7.03264,7.28266,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1995,Bremen,West,93,7.24256,6.75580,7.72931,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1995,North Rhine-Westphalia,West,2564,7.22221,7.14854,7.29588,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1995,Hesse,West,937,7.27348,7.13942,7.40754,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1995,"Rhineland-Palatinate, Saarland",West,707,7.32352,7.17667,7.47037,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1995,Baden-Wuerttemberg,West,1782,6.97012,6.88116,7.05908,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1995,Bavaria,West,1679,7.18215,7.09035,7.27394,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
1995,Berlin,West,320,6.80911,6.58963,7.02859,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,Berlin,East,248,6.24953,6.00683,6.49222,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1995,Brandenburg,East,583,6.51472,6.36390,6.66554,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,Mecklenburg-Western Pomerania,East,414,6.58081,6.39490,6.76673,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,Saxony,East,1095,6.42355,6.30835,6.53875,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,Saxony-Anhalt,East,685,6.62225,6.48015,6.76435,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,Thuringa,East,651,6.40203,6.25518,6.54887,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1996,Schleswig-Holstein,West,283,7.59277,7.37504,7.81050,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1996,Hamburg,West,126,6.61124,6.19662,7.02586,5.00000,7.00000,8.00000,1.00000,10.00000,7.00000,7.00000,8.00000
1996,Lower Saxony,West,1042,7.29109,7.17360,7.40857,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1996,Bremen,West,94,7.33311,6.79485,7.87138,5.84771,8.00000,9.00000,1.11927,10.00000,8.00000,8.00000,9.00000
1996,North Rhine-Westphalia,West,2550,7.25874,7.18789,7.32960,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,8.00000,8.00000
1996,Hesse,West,901,7.45106,7.32878,7.57335,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1996,"Rhineland-Palatinate, Saarland",West,688,7.34294,7.21060,7.47527,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
1996,Baden-Wuerttemberg,West,1702,7.15848,7.06791,7.24904,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1996,Bavaria,West,1659,7.32830,7.23883,7.41778,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
1996,Berlin,West,296,6.89722,6.67746,7.11697,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
